geni_id	our_name	qid	candidate_name	slot	via	sex	shared_words
6000000075334052011	懿 韋	Q45675335	Wei Yi	child	恆 韋	M	
6000000075335567856	艾 李	Q45513878	Li Ai	child	士式 李	M	
6000000075337598267	NN 楊	Q45496919	Yang Mou	child	知慶 楊	M	
6000000075344122945	崇禮 楊	Q45496140	Yang Chongli	child	譽 楊	M	
6000000075344133217	彧 崔	Q45450933	Cui Yu	child	翹 明微 崔	M	
6000000075344336832	令本 楊	Q45498648	Yang Lingben	child	汪 元度 楊	M	
6000000075344544858	處直 崔	Q45624584	Cui Chuzhi	child	弘昇 崔	M	
6000000075344593846	巖 崔	Q45664457	Cui Yan	child	倰 德長 崔	M	
6000000075345380870	保寧 于	Q45560913	Yu Baoning	child	宣道 于	M	
6000000075345543984	德貞 盧	Q45594600	Lu Dezhen	child	湘 鏡源 盧	M	
6000000075345544097	盧	Q65803950	Q65803950	child	元中 盧	F	
6000000075345910937	嗣立 盧	Q45565045	Lu Sili	child	元中 盧	M	
6000000075346275033	震 柳	Q45490681	Liu Fan	child	祚 柳	M	
6000000075346733822	道倫 柳	Q18906783	Q18906783	child	并 柳	M	
6000000075368570821	NN 柳	Q45507343	Liu Mou	child	惲 柳	M	
6000000075372774837	履信 竇	Q45478349	Dou Lvxin	child	憬 竇	M	
6000000075373124830	慶 竇	Q67936918	Q67936918	child	榮定 竇	M	
6000000075380474821	習 貴禮 崔	Q45656208	Cui Xi	child	鑒 神具 崔	M	
6000000075398920844	暢 季達 蕭	Q10513902	Xiao Chang	child	尚柔 張	M	
6000000075399498967	佺 李	Q45447452	Li Quan	child	文暕 李	M	
6000000075402110040	厚復 韋	Q45663083	Wei Houfu	child	應物 義博 韋	M	
6000000075402748926	NN 獨孤	Q45596784	Dugu Mou	child	元康 獨孤	M	
6000000075402870097	閔 王	Q45677411	Wang Min	child	珌 王	M	
6000000075403277093	禮源 盧	Q45584194	Lu Liyuan	child	羣 盧	M	
6000000075403406889	循 盧	Q45540008	Lu Xun	child	耀 盧	M	
6000000075403438838	王	Q28413503	Q28413503	child	美暢 通理 王	F	
6000000075403492951	勸 盧	Q45543880	Lu Quan	child	金友 盧	M	
6000000075406093978	璪 陸	Q45570924	Lu Zao	child	扆 祥文 陸	M	
6000000075419742916	玢 孔	Q45509152	Kong Bin	child	承恭 光祖 孔	M	
6000000075478122203	Margherita Ferrara Pignatelli	Q75499818	Q75499818	child	Emilia Pignatelli XII. principessa di Strongoli	F	
6000000075623732830	Henri de Lénoncourt	Q110588183	Henri II de Lenoncourt, Baron de Vignory	child	Henri II de Lénoncourt	M	henri lenoncourt madeleine
6000000075656744824		Q6415341	Kirit Pradyot Deb Barma	child	Kirit Bikram Kishore Deb Burman of Tripura	M	bikram kirit kishore
6000000075793038178	晁	Q97458883	Q97458883	child	補之 無咎 晁	F	
6000000075921758838	Valerian Alexandrovich Obolensky	Q75328335	Q75328335	child	Alexander Aleksandrovich Obolensky	M	
6000000075972493876	George Augustus Frederick Chichester	Q75620003	Q75620003	child	Anne Harriet Chichester	M	
6000000076036118060		Q75368813	Q75368813	child	6000000048739135909	M	
6000000076097280862		Q335097	Q335097	sibling	daughter of Constantine Borisovich of Rostov	M	
6000000076163767869	Alfred Ernst Friedrich Karl Richard Otto Konstantin Kasimir Bernhard zu Löwenstein-Wertheim-Freudenberg	Q75325778	Q75325778	child	Udo Amelung Karl Friedrich Wilhelm Oleg Paul zu Löwenstein-Wertheim-Freudenberg Prinz	M	
6000000076203602829	Maria GEORG Alfred Friedrich Stephan Gaudenz Hubertus Magnus Graf von Brühl	Q75377751	Q75377751	child	Maria Therese Anna Franziska Balthasara Lucasine Ursula von Lobkowicz	M	
6000000076323560911	Johannes Heinrich Dedo Carlotto Bruno-Ferdinand Antonius Mariano von der Schulenburg	Q75323814	Q75323814	child	Freda Katharina von Schenck	M	
6000000076447350860	William Moseley	Q122364456	Arthur Moseley III	child	Sarah Moseley	M	moseley sarah
6000000076503394830		Q75318240	Q75318240	child	Lubov Владимировна Isakova	M	
6000000076608883947	Maria Justine Quadt van Wickrath	Q76280953	Q76280953	child	Anna Morgan	F	
6000000076676083908	David Glen Eisley	Q2549389	Q2549389	child	Anthony Eisley	M	anthony eisley
6000000076676307930	Olivia Hussey	Q234293	Q234293	child	Osvaldo Ribó	F	dean martin osvaldo paul rib
6000000076694165297	Christiane Eleonore von Stolberg-Wernigerode	Q55902779	Christiane Eleonore von Dohna-Lauck	child	Christian Ernst zu Stolberg-Wernigerode	F	
6000000076700400958	Eulalia Merx	Q1373705	Eulalia Merx	child	Johann Gottfried Hoche	F	gottfried hoche johann
6000000076780754201	蕭	Q16603609	Q16603609	child	繹 世誠 蕭	F	
6000000076902441403	昭秀 懷尚 蕭	Q11622088	蕭昭秀	child	長懋 雲喬 蕭	M	
6000000076920397425	靜之 王	Q67196814	Q67196814	child	獻之 子敬 王	M	
6000000076922737947	Albert Friedrich Ludwig Paul Mechior von Breitenbuch auf Brandenstein	Q1313742	Albert von Breitenbauch	child	Franz Traugott Traugott Friedrich-Wilhelm von Breitenbauch	M	breitenbauch pauline von
6000000076951502369	Bonyak	Q28942828	Q28942828	child	Osen	M	
6000000077022681122	Academician Mikhail Aleksandrovich Leontovich	Q1394772	Mikhail Leontovich	child	6000000051177619923	M	
6000000077126305466	Hermine von Quernheim	Q75304799	Q75304799	child	Otto Heinrich zu Schaumburg-Lippe Prinz	F	
6000000077164961063		Q76114610	Q76114610	child	Federico Francisco M. Lante Montefeltro Della Rovere Rospigliosi	M	
6000000077231985975	Stephen Kinnock	Q3377178	Q3377178	child	Rt Hon Neil Gordon Kinnock, Baron Kinnock, PC	M	helle thorningschmidt
6000000077339339104	Anicius Probus Probus	Q25396715	Q25396715	child	Anicius Olybrius Probus	M	anicius probus
6000000077429836968		Q64691205	Q64691205	child	Peter Karl von Baranoff	M	baranoff karl peter von
6000000077608286000	Floris van den Berghe van Arkel	Q76213093	Q76213093	child	Agniese van Brederode	M	van
6000000077625688311		Q75295203	Q75295203	child	4544451050020032494	M	
6000000077625704415		Q75295204	Q75295204	child	4544451050020032494	F	
6000000077632396510	Bernhard Friedrich Peter Emil Baron Gerschau von Flotow	Q55850347	Bernhard Baron Gerschau von Flotow	child	Marie Agnes Karoline von Flotow	M	
6000000077654572181	Olivia Sofia Nordblom	Q4991133	Johanna Ölander	child	Johan Erik Nordblom	F	erik johan nordblom
6000000077730292325		Q75288096	Q75288096	child	Maria Franziska Ladislaja Antonia Leopoldine Josefa Theodora von Küenburg	M	
6000000077761149966		Q75368954	Q75368954	child	Guy Littlejohn	M	
6000000077761885920		Q75368956	Q75368956	child	Guy Littlejohn	F	
6000000077762187041		Q75368950	Q75368950	child	Eberhard Crain	M	
6000000077823838934		Q75368291	Q75368291	child	Ernst Friedrich Johann Anton Maria Josef Benedictus Adam Zeno Gregor von Goëss	F	
6000000077824826193		Q75368783	Q75368783	child	Georg Johann Douglas Josef Alexander von Goëss	M	
6000000077838498683	Heinrich Ernst von Erdmann	Q55089497	Heinrich Ernst Erdmann	child	Johann Heinrich Erdmann	M	
6000000077846566970		Q75368097	Q75368097	child	Sophie von Starhemberg	F	
6000000077945288322	NN Greville	Q75271151	Q75271151	child	George Greville 2nd Earl of Warwick	M	
6000000078051878211	Carl Otto von Löwenstern	Q15793350	Carl Otto von Löwenstern	child	Karl Dietrich von Löwenstern auf Vana-Antslast	M	juliana lowenstern magdalena von
6000000078178677862		Q4988738	Bentine Holm	child	Else Holm	F	arne else holm
6000000078362233637		Q75367078	Q75367078	child	Amalie Schwarzenberg	M	schwarzenberg
6000000078364217848	Friedrich Schwarzenberg	Q123439628	Friedrich Schwarzenberg	sibling	Karl Johannes Nepomuk Joseph Norbert Friedrich Antonius Wratislaw Menas von Schwarzenberg	M	schwarzenberg
6000000078417835520		Q75395788	Q75395788	child	Johannes Jakob Gotthard Ferdinand Trapp	M	
6000000078514322887	Gregor Langemak	Q94791634	Q94791634	child	Gregor Langemak	M	gregor
6000000078568837576	Carlotta Leopoldina Ruffo	Q76374275	Q76374275	child	Vincenzo Ruffo XII Duca di Bagnara	F	
6000000078573612505	Наталья Фёдоровна Воротынская	Q75970109	Q75970109	child	Fedor Semyonovich Kurakin	F	
6000000078626289991		Q138708565	Q138708565	child	6000000078623316958	M	
6000000078636640324	Antoinette de Lévis	Q116042742	Antoinette de Levis	child	Guy Henri Joseph Thérèse de Lévis	F	antoinette levis
6000000078637565856	Aimery Marie François Anatole de La Rochefoucauld	Q109011411	Comte Aimery de La Rochefoucauld	child	Hippolyte Thomas Augustin de La Rochefoucauld	M	hippolyte rochefoucauld thomas
6000000078675012075	Françoise Charlotte Ernestine de La Rochefoucauld	Q108941750	Françoise de La Rochefoucauld	child	Ambroise Polycarpe de La Rochefoucauld	F	chapt rastignac
6000000078809875101	Idwal ap Gruffydd	Q26972730	Q26972730	child	Ealdgyth	M	ealdgyth
6000000078954148838	Adam Ossian von Friesen	Q127687199	Otto von Friesen	sibling	Sixten Gabriel von Friesen	M	carl friesen sixten von
6000000079036800902	Wilhelm Mittrowsky	Q101051634	Wilhelm Mittrowsky	child	Johann Nepomuk Graf Mittrowsky von Mittrowitz	M	nepomuk von
6000000079065867091		Q114030215	Nikolay Obolensky	child	6000000079035332977	M	
6000000079079717832		Q33104289	Q33104289	child	Napoleon Joachim Louis Maurice Murat	M	murat napoleon
6000000079104179102	Екатерина Андреевна Волкова	Q108828102	Ekaterina Andreevna Obolenskaya	child	Марфа Андреевна княгиня Оболенская	F	
6000000079232068829		Q75361580	Q75361580	child	Jacques Marie Joseph Christophe de Rohan-Chabot	F	
6000000079237582020	Henri Charles Emmanuel Greffulhe comte	Q3132810	Q3132810	child	Louis Charles de Greffuhle	M	
6000000079405285919		Q110104239	Karen Zahle	child	Grete Zahle	F	grete zahle
6000000079443785070		Q138568056	Q138568056	child	Vasily Borisovich Golitsyn	M	borisovich
6000000079444098875	Thomas Etchingham II	Q97545072	Q97545072	child	Thomas Etchingham	M	
6000000079797897838		Q75318085	Q75318085	child	Maria Nikolajevna Николаевна Khitrovo	M	
6000000079819889863	Karoline von Holnstein	Q75775426	Q75775426	child	MAXIMILIAN Karl Theodor von Holnstein aus Bayern	F	
6000000079823847401		Q75376001	Q75376001	child	Marguerite Constance Louise Marie de Croÿ	M	
6000000079834445189		Q75327296	Q75327296	child	HORST Oskar Christian Richard Freiherr von Cornberg	M	
6000000079836905035		Q16631450	Q16631450	child	6000000006798113924	M	
6000000079884344115	HELMUT Kraft Gustav Freiherr von Cornberg	Q75327259	Q75327259	child	Oskar Eduard August von Cornberg	M	
6000000079884821924		Q75327303	Q75327303	child	HORST Oskar Christian Richard Freiherr von Cornberg	F	
6000000079890434930	Gauzbert	Q1827340	Q1827340	child	Ranulf I	M	ranulf
6000000080030765821	Francesca De André	Q138317787	Alice De André	child	Cristiano De André	F	
6000000080058634498	Ahmad al-Nasir Al-Abbasi	Q284750	Q284750	child	Al-Hasan al-Mustadi Al-Abbasi	M	zumurrud
6000000080058737526		Q5931489	Hugh Lister	child	Arthur Hugh Lister II	M	
6000000080084856045		Q75366780	Q75366780	child	Philipp Heinrich	F	
6000000080117151041	Domenico Scarpetta	Q75756156	Q75756156	sibling	Amedeo I Ferdinando Maria di Savoia	M	
6000000080282918564	Ludwik Władysław Rzepecki	Q11763990	Ludwik Władysław Rzepecki	child	kpt. Kajetan Władysław Rzepecki	M	kajetan kazimierz rzepecki wadysaw
6000000080451084917		Q75375321	Q75375321	child	Joseph Maria Paul Clemens Hubert Wolff-Metternich	M	
6000000080621932966		Q2856914	Q2856914	child	Philippe Marie François Armand de Noailles VIII Duc de Mouchy, VIII Prince-Duc de Poix	M	
6000000080622145871		Q75566287	Q75566287	child	Philippe Marie François Armand de Noailles VIII Duc de Mouchy, VIII Prince-Duc de Poix	F	
6000000080651661438	Sophie Maria Anna Flaminia Josefine Huberta von Böselager	Q75375292	Q75375292	child	Levin Anton Hubert Maria Graf Wolff Metternich zur Gracht	F	
6000000080778367908	AMÉLIE Charlotte Hugo von Spitzemberg	Q45305853	Amélie von Soden	child	Wilhelm Hugo von Spitzemberg	F	hugo spitzemberg von wilhelm
6000000080832630231		Q76217305	Q76217305	child	Caroline Cécile Alexandrine Jeanne Murat	M	caroline murat
6000000080848751840	Charlotte Henriette Bibiane de Franquetot	Q110355361	Bibiane de Franquetot	child	François de Franquetot	F	bibiane colbert franois franquetot henriette montbourcher
6000000080863020094	André d'Albon Prince d'Yvetot	Q75361349	Q75361349	child	Antoine d'Albon Prince d'Yvetot	M	antoine dalbon
6000000080891346972	Walbert Ou Gauzbert d'Amiens Comte d'Amiens	Q23017420	Q23017420	sibling	Bouin de Vienne	M	
6000000081031294825	Victor Thomas de Pange	Q59627777	Victor de Pange	child	Pauline Marie Laure de Broglie	M	
6000000081058416101	Alžběta Figulová	Q104764411	Alžběta Komenská	child	Jan Amos Komenský	F	amos
6000000081070909019	Susan Augusta le Mesurier	Q75632209	Q75632209	child	Samuel Hood Murray	F	
6000000081232561821	Caroline Eleonore Menzel	Q75324843	Q75324843	child	Eleonore Renate von Pückler-Burghauss Gfin., Freiin von Schröder	F	
6000000081244902987	Viola Isabelle von Flotow	Q75324825	Q75324825	child	Ella Viola Helene Alberta Maria Eleonore Isabella Josephe Henriette von Pückler-Burghauss Gräfin von Flotow	F	
6000000081259156341		Q75303545	Q75303545	child	Edward Henry Charles Patrick Bellingham	F	
6000000081409130834	Eliane Marie Alix Henriette Eleonore de La Rochefoucauld	Q75375978	Q75375978	child	Eléonore Dorothee Sophie Leopoldine Amelie de Croÿ	F	
6000000081464478178	Marc Henri Etienne Marie Olivier Guy de La Rochefoucauld	Q75375970	Q75375970	child	Eléonore Dorothee Sophie Leopoldine Amelie de Croÿ	M	
6000000081496012568	Baudouin Marie Lamoral de Ligne Amblay et d'Epinoy	Q2065875	Q2065875	child	Eugène Frédéric Marie Lamoral	M	eugne
6000000081550403904	Onfroi de Montfort Seigneur de Beyrouth, Connetable de Chypre	Q21858364	Q21858364	child	Roupen de Montfort Seigneur de Beyrouth	M	
6000000081550530976	Jeanne de Montfort	Q3047002	Q3047002	child	Roupen de Montfort Seigneur de Beyrouth	F	
6000000081604336254	Giacomino da Carrara	Q19060563	Q19060563	sibling	Giacomo II da Carrara podestà di Padova	M	
6000000081696017490	Bernardo Soderini conte palatino	Q96210509	Q96210509	sibling	Carlo Soderini conte palatino	M	
6000000081736694202	Bernardo II dei Bonacolsi	Q10659175	Berardo II dei Bonacolsi	child	Rinaldo dei Bonacolsi Passerino	M	
6000000081738210864	Biacquino da Correggio	Q86919906	Q86919906	sibling	Matteo V da Correggio	M	
6000000081775192908	Yakhan Begum Safavi	Q31069051	Q31069051	child	Mariam Soltan Begum Gilani	F	
6000000081776172582	Marie Blanche von Gans	Q75327036	Q75327036	child	Eilinka Freiin von Fabrice	F	
6000000081874282899	Peter Ford	Q25189617	Q25189617	child	Glenn Ford	M	
6000000082003174910	Caroline Anne Drummond	Q76285832	Q76285832	child	Spencer Rodney Drummond	F	
6000000082150956871	Bertoldo di Urslingen	Q111603327	Berthold of Urslingen	child	Conrad of Urslingen duke of Spoleto	M	
6000000082241201352	Giovanni Battista Bussi	Q2306860	Q2306860	sibling	Giulio Bussi	M	
6000000082316793963		Q75376030	Q75376030	child	Gaston du Chastel de La Howarderie Comte	M	
6000000082316849913		Q75376036	Q75376036	child	Gaston du Chastel de La Howarderie Comte	F	
6000000082327298949	Giovanni Pio di Savoia	Q25662616	Q25662616	child	Marco Pio di Savoia 5th lord of Carpi	M	
6000000082371747905	Dr.jur., Ritter Bruno Demel von Elswehr	Q9286123	Q9286123	child	jur. Johann Nepomuk Demel von Elswehr	M	demel elswehr johann von
6000000082377563759	Gotthelf Friedrich von Schönberg, Herr auf Lockwitz und Nickern	Q1539668	Gotthelf Friedrich Schönberg	child	Georg Friedrich von Schönberg	M	friedrich georg schonberg von
6000000082404149832	Richard d'Aquino count of Acerra	Q932552	Q932552	sibling	Sibilla d'Altavilla di Acerra	M	
6000000082447129079	Guaimar of Sorrento Jefuno	Q48809207	Guaimaro di Sorrento	child	Guido of Salerno duke of Sorrento	M	duke sorrento
6000000082464568271	Amanda Martha Riddle	Q133543291	Amanda Riddle	child	Old Schonchin	F	old riddle schonchin
6000000082530289905	Alix Charlotte Henriette Marie de Voyer de Paulmy d'Argenson	Q136030902	Charlotte Voyer d'Argenson	child	Marc Rene de Voyer de Paulmy Marquis d'Argenson	F	dharcourt goulaine isabelle therse
6000000082534742869	Felix Schwarzenberg	Q75875098	Q75875098	child	Felix Johann von Schwarzenberg	M	felix schwarzenberg
6000000082584541904	María Cristina Sánchez de Toca y Muñoz	Q75370969	Q75370969	child	María Cristina Muñoz y Bernaldo de Quirós I Marquesa de Somió	F	
6000000082609934857	Otto III. von Hallermund	Q93521110	Q93521110	child	Gerhard II	M	elisabeth gerhard
6000000082650774041	János Nepomuk Kázmér Esterházy de Galántha	Q94527154	Q94527154	sibling	Amália Esterházy de Galántha	M	amlia barbara esterhzy franciska galntha
6000000082653845129	Henry William Freeman	Q75367569	Q75367569	child	Beatrice Neva Cecile de Galard de Béarn	M	
6000000082731897902	Albrecht Ludwig von Oettingen-Oettingen	Q61140074	Louis of Oettingen-Oettingen	sibling	Anna Dorothea von Hofkirchen	M	
6000000082777278891	William Baillie	Q116033288	Sir William Baillie, 7th of Lamington	child	Elizabeth Lindsay	M	6th baillie elizabeth lamington lindsay william
6000000082777474862	William Baillie 6th of Lamington	Q116033289	William Baillie, 6th of Lamington	child	William Baillie	M	baillie william
6000000082857855081		Q75369088	Q75369088	child	Maria Ernestine Karoline Sophia von Schönburg-Hartenstein	M	
6000000082858423882	Benedikta Sophia Marie Eleonore von Gebsattel	Q75379753	Q75379753	child	Maria Ernestine Karoline Sophia von Schönburg-Hartenstein	F	
6000000082879843879	Georg Gustav Albert Von Wright	Q131738019	Жак де Гер	child	Mariana Fredrika Von Wright	M	
6000000082973426958	Izyaslav Sviatopolkovich of Turovsk	Q4198929	Q4198929	sibling	Brachislav Sviatopolkovich of Turovsk	M	kiev
6000000083002250172	Elisabeth Rehm	Q139563295	Margaretha Vöhlin	child	Konrad Vöhlin	F	barbara vohlin
6000000083027416884	Johann Georg III von Mansfeld-Eisleben	Q21415698	Q21415698	child	Johann Georg II. von Mansfeld-Eisleben	M	
6000000083147067479		Q75380487	Q75380487	child	Ladislav Otto Karl Friedrich Raffael Alois Johann Nepomuk Pius Maria Prinz de Lobkowicz	F	
6000000083155722950		Q75369272	Q75369272	child	6000000083155809142	F	
6000000083158967596		Q75369282	Q75369282	child	6000000083159438916	F	
6000000083159276090		Q75369263	Q75369263	child	Francesca Spalletti Trivelli	M	
6000000083159986870		Q75369270	Q75369270	child	6000000083155809142	M	
6000000083172586271	Sigmund von Erlach	Q110456701	Sigmund von Erlach	child	Sophia Wilhelmina von Schöning	M	schoning sophia von wilhelmina
6000000083189323286	Katharina Eleonore von Hohenembs und Vaduz	Q65054762	Q65054762	child	Lavinia Maria Tecla Gonzaga	F	ferdinand franz gonzaga graf hannibal hohenems jakob karl lavinia maria tecla von wilhelm
6000000083190940988	Franz Rudolf Johann von Hohenems	Q22482536	Q22482536	child	Jakob Hannibal von Hohenems	M	hannibal hohenems jakob von
6000000083203792676		Q75369243	Q75369243	child	Maria Giulia Zileri dal Verme degli Obizzi	M	
6000000083205238770		Q75369245	Q75369245	child	Maria Giulia Zileri dal Verme degli Obizzi	F	
6000000083206402908		Q75369235	Q75369235	child	Enrico Zileri dal Verme degli Obizzi	M	
6000000083419488050	Albertine Hermine Erika zu Waldeck und Pyrmont	Q75325723	Q75325723	child	Marie Luise Augustine zu Hohenlohe-Öhringen Prinzessin	F	
6000000083419615956	Georg Friedrich zu Waldeck und Pyrmont	Q75325708	Q75325708	child	Marie Luise Augustine zu Hohenlohe-Öhringen Prinzessin	M	
6000000083427008513	Marie Ernestine von Küenburg	Q105873164	Maria Ernestina, Gräfin von Wartenberg	child	Ferdinand Marquard von Bayern	F	baptiste ferdinand jeanne joseph marie melun von
6000000083656703581	Charles Pinel	Q21523018	Q21523018	child	Philippe Pinel	M	
6000000083699834869	Karin Pontin	Q110090597	Helena Pontin	child	Magnus Johannis Pontinus	F	magnus
6000000083727502051	Rusudan	Q123987292	Eudokia	child	Demetre I King of Georgia King of Georgia	F	
6000000083797154869	Kaikhosro I Вахтангович Гуриели	Q12870048	Kaikhosro I Gurieli	child	Vakhtang Ростомович Гуриели I	M	tamar tuta vakhtang
6000000083902772149	Johan Ludwig Sarlin	Q5391550	Julius Saraste	child	Konstantin Ferdinand Saraste	M	ferdinand konstantin
6000000083942606128	Clara Antonie Schwerin	Q107689350	Katharina Olga Freudenberg	child	Bernhard Freudenberg	F	bernhard freudenberg
6000000084208266096	Andreas Sophus von Liliencron	Q55854992	Louis Freiherr von Liliencron	child	Andreas Ernst Christian von Liliencron, Freiherr	M	andreas christian ernst liliencron von
6000000084236802983	Dmitri Mikhailovich Shakhovskoy	Q55946292	Dmitry Shakhovskoy	child	6000000084236009685	M	
6000000084244854158	Maurizio Cybo	Q1975026	Q1975026	sibling	Giovanni Battista Cybo	M	
6000000084484476068		Q130235885	Mary Jane Ford	child	Lewis Byington Ford	F	byington ford
6000000084494704853	Sebastian Kortholt	Q55853923	Sebastian Kortholt	child	Christian Kortholt Sr.	M	christian kortholt
6000000084502090032	Kajsa Paulina Virta	Q11887016	Pauliina Virta	child	Pauli Olavi Virta	F	
6000000084565295169	Georges Brassow	Q667007	Q667007	child	Mikhail Alexandrovich Romanov	M	alexandrovich
6000000084614650965	Karl Wilhelm Freiherr von Ingenheim	Q18413224	Q18413224	sibling	Maria Caroline Charlotte Sophie von Ingenheim	M	anna maria
6000000084821656990		Q117866020	Q117866020	child	Daniil Aleksandrovich of Yaroslavl	M	daniil
6000000084831861855	Karl Ulrik von Gertten	Q97762711	Q97762711	child	Mauritz Johan von Gertten till Stor-Poikko	M	gertten
6000000084963591076	Christina Catharina Lewenhaupt	Q116187167	Charlotta Christina, Grevinna Lewenhaupt	child	Magdalena Catharina Stenbock	F	
6000000085615741834	Charles Melbourne Hope	Q75298436	Q75298436	child	John Adrian Louis Hope KT, GCMG, GCVO, PC	M	hope
6000000086137198840	Thomas Butler	Q20638881	Q20638881	sibling	Richard Butler 3rd Viscount Mountgarret	M	3rd butler mountgarret richard viscount
6000000086377636975	Johann Tyzenhaus Herr zu Fehteln	Q131446468	Kristops Tisenhuse, lord of Odziena	child	Anna Taube	M	anna
6000000086442962956	Jason Patric	Q361412	Q361412	child	Linda Mae King	M	linda miller
6000000086450114199	François Emmanuel Jules Marie Millin de Grandmaison	Q3435925	Q3435925	child	Georges Charles Alfred Millin de Grandmaison	M	
6000000086678305829		Q75361498	Q75361498	child	Viane Gabrielle Dieudonnée de Gontaut-Biron	M	
6000000086678558903		Q75361508	Q75361508	child	Marie-Radegonde Anne Dor de Lastours	F	
6000000086698902840	Oscar Joseph Brown Harris	Q98363139	Q98363139	child	Joseph Alexander Harris	M	donald harris
6000000086755457085		Q75361488	Q75361488	child	Vital Antoine Anne Marie de Gontaut-Biron	F	
6000000086755550973		Q75361481	Q75361481	child	Vital Antoine Anne Marie de Gontaut-Biron	M	
6000000086787296916	Isaac Michael	Q94877693	Q94877693	sibling	Wolfgang Michael	M	michael wolfgang
6000000086809633834	Charles Marie Laurent de Cossé-Brissac	Q75361666	Q75361666	child	Marie Catherine Adélaïde Charlotte de Gontaut Biron	M	
6000000086844871866	Jane? Kerr	Q76017024	Q76017024	child	William Kerr	F	
6000000086899159051	Catherine Pleydell-Bouverie	Q75272608	Q75272608	child	Frances Pelham-Clinton	F	pelhamclinton
6000000086909565904	Hedwig Juliane von Buxhoeveden	Q119397193	Q119397193	child	Philipp* Johann von Buxhoeveden	F	
6000000087141860872		Q76316270	Q76316270	child	Audoin Marie Michel Pierre Armand de Dampierre	M	
6000000087432896031	Simone Marie Marthe Radegonde de Mandat-Grancey	Q75361757	Q75361757	child	Antonin de Mandat-Grancey	F	
6000000087436784848		Q75361725	Q75361725	child	Maurice Galiot François Paul Adrien de Mandat-Grancey	M	
6000000087583372821		Q4567235	Ragni Piene	child	Kai Waldemar Kielland Piene	F	
6000000088448913958	Ludwig HERMANN Wilhelnm Albrecht Ernst Gustav Friedrich VIII.24 Freiherr von Gaisberg	Q55916302	Hermann von Gaisberg zu Neudeck	child	Ludwig Carl Sigmund Wilhelm von Gaisberg	M	
6000000089028358005	Anghrarad Gethin verch Thomas Vaughan	Q110559685	Annes ferch Thomas Fychan Vaughan, of Tyleglas	child	Thomas Vaughan	F	
6000000089093804083	Leonhard Welser	Q110505610	Hans Welser	child	Bartholomäeus V Welser von und zu Amberg	M	felicitas welser
6000000089486001347	Guidoriccio Manfredi	Q106095603	Guidaccio Manfredi	child	Taddeo Manfredi count of Faenza & lord of Imola	M	
6000000089713266880		Q9152315	Q9152315	child	Oksana Jaroszewicz	M	jaroszewicz oksana
6000000090073020848	Pir Muhammad Jahangir Timurid	Q3389106	Q3389106	child	Jahangir Mirza Timurid	M	
6000000090564787165	Alighiero di Cacciaguida degli Elisei	Q3611788	Q3611788	child	cav. Cacciaguida degli Elisei	M	alighieri
6000000090713444114	Eléonore de Vienne-St.Georges	Q102828900	Jeanne d'Eudin	child	Jeanne de Châteauvillain	F	chteauvillain jeanne
6000000090836931939	Philipp Marbach	Q21135783	Q21135783	child	Johann Marbach	M	johann marbach
6000000091362499871	Petrus of Salerno	Q557101	Gisulf II of Salerno	sibling	Altruda	M	salerno
6000000091377697852	Blanche d'Harcourt	Q113558651	Blanche d'Harcourt	child	Philippe d'Harcourt	F	
6000000091505679025		Q76374251	Q76374251	child	Piero Colonna di Paliano	F	
6000000091643053839	... of Gaeta	Q4115393	Q4115393	child	Maria d’Aquino	M	
6000000091705675551		Q3387704	Q3387704	child	Aymon de Senarclens	M	
6000000091787144902	Marie Margarethe Magdalene von Harrach zu Rohrau	Q124394517	Marie Magdalena Markéta z Oettingen-Wallersteinu	child	Ernst von Oettingen-Wallerstein	F	
6000000092099648896	Jeanne De Gontaut-Badefol, Dame d'Almenêches et d'Écouché	Q2405011	Q2405011	child	Frédéric de Foix, seigneur d' Almeneches	F	
6000000092109940923	Charlotte Eustache Sophie de Fuligny-Damas	Q16186108	Charlotte Eustace Sophie de Fuligny-Damas	child	Marie Gabrielle de Pons de Rennepont	F	gabrielle marie pons rennepont
6000000092279393305	Jeanne de Caumont	Q136093697	Jeanne de Caumont	child	Jacques de Caumont	F	antoine caumont comte courtomer guy marquis montreuilbonnin
6000000092355998822	Pedro Santana	Q80453077	Q80453077	child	Antonio López de Santa Anna	M	
6000000092563814937	Isabella Francesca Maria Lucia Farnese	Q135274908	Isabelle Farnèse	child	Maria d'Este principessa di Modena	F	farnese ranuccio
6000000092672577044	Giacomo Crispo	Q16828421	Q16828421	child	William II Crispo 15th duke of the Archipelago	M	
6000000093950252338	Ferdinand Josef Alois Habsburg-Lothringen Archduke of Austria	Q75286725	Q75286725	child	Eleonóra Magdolna Gonzaga-Nevers Principessa di Mantova, Holy Roman Empress	M	ferdinand holy roman
6000000093952769906	Maria von Österreich Habsburg	Q75286727	Q75286727	child	María Ana Margarita of Habsburg-Spain Holy Roman Empress, German Queen, Queen consort of Hungary and B	F	ferdinand holy roman
6000000094083551875	Martynas Skoruta	Q120868568	Q120868568	child	Hanna Sapieha	M	hanna sapieha
6000000094131164884	Gleb Eugenyevich Kotelnikov	Q742217	Q742217	child	Eugeny Grigoryevich Kotelnikov	M	kotelnikov kotelnikova yulia
