qid	label	geni_ids	in_corpus	shape	detail
Q2464977	Kaributas	6000000003524503476;6000000053646758093	1	only one of the profiles is in our corpus	
Q2465089	Viacheslava of Novgorod	4915444944440085945;6000000010907174822	1	only one of the profiles is in our corpus	
Q2494481	Andrei of Polotsk	6000000041757064064;6000000053646923882	1	only one of the profiles is in our corpus	
Q2494512	Vladimir Olgerdovich	6000000013071953708;6000000053646923935	1	only one of the profiles is in our corpus	
Q2506063	Ermengarde, Countess of Maine	6000000001142564337;6000000019833144985	1	only one of the profiles is in our corpus	
Q254322	Elizabeth of Bohemia	6000000002244423853;6000000064391600974	1	only one of the profiles is in our corpus	
Q2588908	Gerden (Scolomant)	6000000021328131482;6000000035682206982;6000000080828769770	1	only one of the profiles is in our corpus	
Q2591850	Demetrius I Starshy	6000000016467072953;6000000053646949923	1	only one of the profiles is in our corpus	
Q260831	Muniadona Sánchez de Castilla	4876632757330125828;6000000003772418491	1	only one of the profiles is in our corpus	
Q2614790	Paweł Sapieha	6000000003524262535;6000000184551379906	1	only one of the profiles is in our corpus	
Q26159787	Li Jin	6000000074712880841;6000000074718544979;6000000074725348976;6000000074725786951	1	only one of the profiles is in our corpus	
Q2669823	Tautvilas Kęstutaitis	4363245702860036902;6000000209396433833	1	only one of the profiles is in our corpus	
Q2669826	Janusz Kiszka	6000000014072052345;6000000018647657939	1	only one of the profiles is in our corpus	
Q26714756	Juliana of Smolensk	6000000014912988335;6000000209396328823	1	only one of the profiles is in our corpus	
Q296652	Sancho III of Navarre	6000000003772418484;6000000008248174600	1	only one of the profiles is in our corpus	
Q296863	Ferdinand I of León and Castile	4880891073850057158;6000000003772418474	1	only one of the profiles is in our corpus	
Q2982824	Albertas Manvydas	6000000014911501583;6000000209396285840	1	only one of the profiles is in our corpus	
Q2985487	Emperor Wen of Western Wei	6000000002188193868;6000000075329192907	1	only one of the profiles is in our corpus	
Q2991423	Theodor, Prince of Podolia	6000000033241928940;6000000180986666821	1	only one of the profiles is in our corpus	
Q2992106	Karigaila	6000000006727821981;6000000053646999116	1	only one of the profiles is in our corpus	
Q3007670	Euphemia I, Countess of Ross	6000000002408076362;6000000067024356915	1	only one of the profiles is in our corpus	
Q31192230	Burchard III von Querfurt	6000000003827612113;6000000026079263304	1	only one of the profiles is in our corpus	
Q31192370	Lambert I von Tonna	6000000003827953174;6000000026079319637	1	only one of the profiles is in our corpus	
Q313436	Olof Skötkonung	6000000005417076176;6000000095455778225	1	only one of the profiles is in our corpus	
Q3154496	Irmengarde de Germanie	6000000003299280458;6000000007324411270	1	only one of the profiles is in our corpus	
Q317905	Sancho II of León and Castile	6000000003772418469;6000000004996654885	1	only one of the profiles is in our corpus	
Q3277519	Feodor Olgerdovich	6000000003520880869;6000000053647182839	1	only one of the profiles is in our corpus	
Q3299000	Matilda of Saxony	6000000005035166996;6000000071160919942	1	only one of the profiles is in our corpus	
Q3307881	Hedda Hjortsberg	6000000010048856714;6000000090140327907	1	only one of the profiles is in our corpus	
Q336754	Algirdas	6000000003521266933;6000000053575762984	1	only one of the profiles is in our corpus	
Q3646469	Szymon Samuel Sanguszko	6000000010762732322;6000000190456601936	1	only one of the profiles is in our corpus	
Q371670	Amalasuntha	6000000002377350844;6000000090675489910	1	only one of the profiles is in our corpus	
Q378356	Wei Zheng	6000000013157063808;6000000074745534041	1	only one of the profiles is in our corpus	
Q381373	Andrey Kurbsky	6000000054872253964;6000000217495028821	1	only one of the profiles is in our corpus	
Q3918275	Krzysztof Stefan Sapieha	6000000038240419844;6000000212948432827	1	only one of the profiles is in our corpus	
Q392792	Švitrigaila / Svidrigiello	6000000006727821960;6000000053647447843	1	only one of the profiles is in our corpus	
Q393334	Demid Vladimirovich	6000000073475326839;6000000073483856821	1	only one of the profiles is in our corpus	
Q4060947	Aleksander Patrykiejewicz	6000000011242594971;6000000090936577827	1	only one of the profiles is in our corpus	
Q4065796	Андрей (Герденев)	6000000021328153453;6000000035704592178;6000000080832442934	1	only one of the profiles is in our corpus	
Q4104437	Vasili Ivanovich Shemyachich	6000000006101381799;6000000018171781421	1	only one of the profiles is in our corpus	
Q4110531	Vygantas	6000000006727821988;6000000053647277955	1	only one of the profiles is in our corpus	
Q4232958	Joachim Korecki	6000000003569012547;6000000215430826831	1	only one of the profiles is in our corpus	
Q4267365	Lothar II. von Stade	6000000003494757809;6000000071161145835	1	only one of the profiles is in our corpus	
Q4281551	Mairead inghean Eachann	6000000004242180102;6000000067024797828	1	only one of the profiles is in our corpus	
Q4493855	Fyodor Vladimirovich	6000000073474512850;6000000073483383827	1	only one of the profiles is in our corpus	
Q4495338	Humphrey VI de Bohun	6000000003243309212;6000000049189284344	1	only one of the profiles is in our corpus	
Q4522821	Ivan Dmitriyevich	6000000006101381794;6000000215021993822	1	only one of the profiles is in our corpus	
Q4534858	Yury Vladimirovich	6000000073475021838;6000000073484139825	1	only one of the profiles is in our corpus	
Q45356370	Han Xie	6000000074748232852;6000000075043018839	1	only one of the profiles is in our corpus	
Q45360845	Zhang Yanzhi	6000000074473300872;6000000075483288024	1	only one of the profiles is in our corpus	
Q45362961	Wang Hu	6000000038103633821;6000000075420118856	1	only one of the profiles is in our corpus	
Q45363640	Wang Che	6000000038103070605;6000000075419865041	1	only one of the profiles is in our corpus	
Q45364482	Zhu Shi	6000000074711688934;6000000075485280432	1	only one of the profiles is in our corpus	
Q45369799	Liu Yaoqing	6000000074728327836;6000000075482497994	1	only one of the profiles is in our corpus	
Q45369803	Liu Shi	6000000056061055988;6000000075482324178	1	only one of the profiles is in our corpus	
Q45378732	Cheng Zhao	6000000074702511805;6000000074750132949	1	only one of the profiles is in our corpus	
Q45383376	Zeng Ketu	6000000045847651848;6000000074704441955	1	only one of the profiles is in our corpus	
Q45394587	Liu Shijun	6000000074700941876;6000000074752674023	1	only one of the profiles is in our corpus	
Q45419939	Li Yewang	6000000074698984949;6000000074739347830	1	only one of the profiles is in our corpus	
Q45420560	Pei Jing	6000000057634573215;6000000075379763830	1	only one of the profiles is in our corpus	
Q45421903	Cui Gonghua	6000000074704632870;6000000074717087870	1	only one of the profiles is in our corpus	
Q45424477	Li Yanzong	6000000074711900083;6000000075405462032	1	only one of the profiles is in our corpus	
Q45503664	Yuan Pin	6000000075398091312;6000000146710998838	1	only one of the profiles is in our corpus	
Q47525542	Baron Friedrich Matthias of Korff-Schmising-Tatenhausen	6000000032625766068;6000000202599448827	1	only one of the profiles is in our corpus	
Q4770542	Ansculf de Picquigny	6000000000310581159;6000000018705765147	1	only one of the profiles is in our corpus	
Q4954776	Anna Horn af Rantzien	6000000025927839467;6000000058817927138	1	only one of the profiles is in our corpus	
Q52617701	Dmytro Holovnya	6000000021012246808;6000000032121096924	1	only one of the profiles is in our corpus	
Q52768493	Prince Iwan Korecki	6000000011242484140;6000000090936593831	1	only one of the profiles is in our corpus	
Q533353	Henry II	6000000000187695664;6000000005964370129	1	only one of the profiles is in our corpus	
Q5374477	Empress Dowager Guo	6000000074750115107;6000000074750197952	1	only one of the profiles is in our corpus	
Q54049	Władysław II Jagiełło	6000000001397950212;6000000053647124923	1	only one of the profiles is in our corpus	
Q5414319	Eustace de Vesci	6000000001300434501;6000000009440896136	1	only one of the profiles is in our corpus	
Q55852845	Christoph Andreas Imhoff	6000000007995472353;6000000138533592856	1	only one of the profiles is in our corpus	
Q56037077	Matilda de Montgomery	6000000001669649864;6000000078815222423	1	only one of the profiles is in our corpus	
Q5931773	Hugh McDonell	6000000017821547006;6000000044054425329	1	only one of the profiles is in our corpus	
Q5959431	Su Weidao	6000000074750250952;6000000075401576947	1	only one of the profiles is in our corpus	
Q62024	Stéphanie de Beauharnais	6000000002144344970;6000000117134008095	1	only one of the profiles is in our corpus	
Q638655	Traidenis	6000000009129064432;6000000173139788139;6000000191130352822	1	only one of the profiles is in our corpus	
Q64230191	Teodora Sapieha	6000000016366260384;6000000184553000822	1	only one of the profiles is in our corpus	
Q64245045	Януш Багданавіч Друцкі-Любецкі	6000000016457633726;6000000193580003824	1	only one of the profiles is in our corpus	
Q6454823	Caecilia Metella Dalmatica	6000000003828196707;6000000041211574283	1	only one of the profiles is in our corpus	
Q6759908	Margaret Spencer	6000000006444594462;6000000028398378187	1	only one of the profiles is in our corpus	
Q708108	Wu Shihuo	6000000002188101407;6000000075325768822	1	only one of the profiles is in our corpus	
Q745241	Marcus Annius Verus	6000000003420164243;6000000042231824833	1	only one of the profiles is in our corpus	
Q75243382	Elisabeth of Meissen	6000000003827624276;6000000005588463761	1	only one of the profiles is in our corpus	
Q75243647	Maria Anna Leopoldina von Schleswig-Holstein-Sonderburg-Beck	6000000011811042211;6000000107337091821	1	only one of the profiles is in our corpus	
Q75243650	Dom Emanuel de Souza	6000000011810751712;6000000107336563822	1	only one of the profiles is in our corpus	
Q75245768	Hartmann XI, Count of Lobdaburg-Arnshaugk	6000000003897526345;6000000005588560710	1	only one of the profiles is in our corpus	
Q75269803	Peter Venables, Baron of Kinderton	6000000009878419201;6000000025792735993	1	only one of the profiles is in our corpus	
Q75276078	Sarah Maxwell	303113594420005652;6000000002188095479	1	only one of the profiles is in our corpus	
Q75386614	Gytha (?)	6000000000628757327;6000000006093087545;6000000033220169902	1	only one of the profiles is in our corpus	
Q75499954	Sir Richard Brooke, 2nd Baronet	6000000016055560545;6000000046909957937	1	only one of the profiles is in our corpus	
Q75500015	Francisca Posthuma Legh	6000000016055906084;6000000046909673041	1	only one of the profiles is in our corpus	
Q75500016	Thomas Legh	6000000010191847603;6000000046909082180	1	only one of the profiles is in our corpus	
Q75502120	Lettice Calverley	6000000010191536161;6000000046910485829	1	only one of the profiles is in our corpus	
Q75616807	Alice Massey	6000000002106006142;6000000035218975086	1	only one of the profiles is in our corpus	
Q75649185	Otto IV, Count of Lobdaburg-Arnshaugk	6000000002188559212;6000000005588577336	1	only one of the profiles is in our corpus	
Q75649186	unknown daughter von Schwarzburg-Blankenburg	6000000003827890366;6000000005588216561	1	only one of the profiles is in our corpus	
Q75662723	Sir George Gordon of Gight	6000000017362293034;6000000163570352949	1	only one of the profiles is in our corpus	
Q75718	Ralph the Timid	6000000002135014784;6000000033220221857	1	only one of the profiles is in our corpus	
Q76018201	Leopoldina Doria-Pamphilj-Landi	6000000008341633507;6000000079291310360	1	only one of the profiles is in our corpus	
Q76021047	Adelaide of Troyes	6000000007510043633;6000000009496288780	1	only one of the profiles is in our corpus	
Q76260	Lew Sapieha	6000000025359231292;6000000210861592821	1	only one of the profiles is in our corpus	
Q76299769	Mathilde von Gleichen	6000000003827612106;6000000026079606370	1	only one of the profiles is in our corpus	
Q85236607	Michał Wołłowicz	6000000016682103485;6000000024778642176	1	only one of the profiles is in our corpus	
Q94658640	Jerzy Gasztołd	6000000014194177485;6000000014927114919	1	only one of the profiles is in our corpus	
Q947726	Tiberius Claudius Pompeianus	6000000003645864063;6000000006101322372	1	only one of the profiles is in our corpus	
Q96202948	John Prudden	6000000003940176442;6000000057046687112	1	only one of the profiles is in our corpus	
Q96241088	Jelena	6000000008392189123;6000000090936577836	1	only one of the profiles is in our corpus	
Q96778940	Anne Lauton	6000000003005036951;6000000191783172845	1	only one of the profiles is in our corpus	
Q9701	Emperor Taizong of Tang	6000000007915729523;6000000075061209887	1	only one of the profiles is in our corpus	
Q98018738	Abigail Burnham	6000000006440692949;6000000080608305825	1	only one of the profiles is in our corpus	
Q983715	Krzysztof Radziwiłł	6000000002406387852;6000000209567367822	1	only one of the profiles is in our corpus	
Q98704535	Mary Embry Scott	6000000002799144160;6000000188685498877	1	only one of the profiles is in our corpus	
Q992978	Skirgaila	6000000006727821953;6000000053647150910	1	only one of the profiles is in our corpus	
Q99304081	Ermengarde de Melgueil	6000000003122417431;6000000062593647833	1	only one of the profiles is in our corpus	
Q99304082	Raymond I, Comte de Melgueil	6000000004533182195;6000000007697736595;6000000062593610856	1	only one of the profiles is in our corpus	
