wikidata_qid,property,label,value,geni_id,orderlife_qid,verdict
Q266737,P2949,WikiTree person ID,Přemyslovci-13,,Q139302,already stated
Q266737,P7929,Roglo person ID,p=boleslav;n=premyslide;oc=5,,Q139302,already stated
Q266737,P1819,genealogics.org person ID,I00020262,,Q139302,already stated
Q387368,P1185,Rodovid ID,161210,,Q139303,already stated
Q387368,P4638,The Peerage person ID,p15003.htm#i150027,,Q139303,already stated
Q387368,P4159,WeRelate person ID,"Jaromir,_Duke_of_Bohemia_(1)",,Q139303,already stated
Q387368,P8172,Sejm-Wielki.pl profile ID,dw.61,,Q139303,already stated
Q387368,P2949,WikiTree person ID,Přemyslovci-12,,Q139303,already stated
Q387368,P7929,Roglo person ID,p=jaromir;n=premyslide;oc=2,,Q139303,already stated
Q387368,P1819,genealogics.org person ID,I00020264,,Q139303,already stated
Q387368,P9495,National Historical Museums of Sweden ID,person/e2bf06a9-edc5-4865-aa28-a0c400e208ff,,Q139303,already stated
Q95977578,P1185,Rodovid ID,909452,,Q139304,already stated
Q95977578,P1819,genealogics.org person ID,I00020261,,Q139304,already stated
Q95977578,P4159,WeRelate person ID,Wenzel_Unknown_(1),,Q139304,already stated
Q95977578,P2949,WikiTree person ID,Přemyslovci-26,,Q139304,already stated
Q21155612,P1185,Rodovid ID,261781|141393,,Q139305,item states a DIFFERENT value for this property
Q21155612,P4638,The Peerage person ID,p449.htm#i4484,,Q139305,already stated
Q21155612,P4159,WeRelate person ID,"Aelfled,_Ealdred's_Daughter_(1)",,Q139305,already stated
Q21155612,P2949,WikiTree person ID,Bernicia-22,,Q139305,already stated
Q21155612,P7929,Roglo person ID,p=aelflaed;n=of bamburgh,,Q139305,already stated
Q21155612,P1819,genealogics.org person ID,I00108323,,Q139305,already stated
Q7105730,P2949,WikiTree person ID,Northumbria-79,,Q139306,already stated
Q7105730,P4159,WeRelate person ID,Osbeorn_Bulax_(1),,Q139306,already stated
Q7486612,P2949,WikiTree person ID,Surrey-11,,Q139307,already stated
Q7486612,P1819,genealogics.org person ID,I00291979,,Q139307,already stated
Q7486612,P4159,WeRelate person ID,Aethelmaer_Ciel_(2),,Q139307,already stated
Q7486612,P7929,Roglo person ID,p=ethelmaer;n=n,,Q139307,already stated
Q8077325,P2949,WikiTree person ID,Wessex-388,,Q139308,already stated
Q8077325,P4159,WeRelate person ID,Abbot_Elfwig_(1),,Q139308,already stated
Q8077325,P7929,Roglo person ID,p=elfig;n=of wessex,,Q139308,already stated
Q75247769,P4638,The Peerage person ID,p895.htm#i8941,,Q139316,already stated
Q75247769,P4159,WeRelate person ID,Rikdag_Unknown_(1),,Q139316,already stated
Q352800,P1185,Rodovid ID,141430,,Q139324,already stated
Q352800,P4638,The Peerage person ID,p10289.htm#i102889,,Q139324,already stated
Q352800,P4159,WeRelate person ID,Kenneth_II_of_Scotland_(1),,Q139324,already stated
Q352800,P2949,WikiTree person ID,MacAlpin-35,,Q139324,already stated
Q352800,P7929,Roglo person ID,p=cinaed mac mail coluim;n=of scotland,,Q139324,already stated
Q352800,P1819,genealogics.org person ID,I00022620,,Q139324,already stated
Q335885,P1185,Rodovid ID,141517,6000000003219779698,Q139325,already stated
Q335885,P4638,The Peerage person ID,p10290.htm#i102895,6000000003219779698,Q139325,already stated
Q335885,P4159,WeRelate person ID,Boite_mac_Cináeda_(1),6000000003219779698,Q139325,already stated
Q335885,P2949,WikiTree person ID,MacAlpin-18,6000000003219779698,Q139325,already stated
Q335885,P7929,Roglo person ID,p=beoedhe;n=of scotland;oc=1,6000000003219779698,Q139325,already stated
Q335885,P1819,genealogics.org person ID,I00076174,6000000003219779698,Q139325,already stated
Q1799925,P1185,Rodovid ID,111552,6000000002236747331,Q139326,already stated
Q1799925,P4638,The Peerage person ID,p10289.htm#i102882,6000000002236747331,Q139326,already stated
Q1799925,P4159,WeRelate person ID,Crínán_of_Dunkeld_(1),6000000002236747331,Q139326,already stated
Q1799925,P2949,WikiTree person ID,Dunkeld-9,6000000002236747331,Q139326,already stated
Q1799925,P7929,Roglo person ID,p=crinan;n=of dunkeld,6000000002236747331,Q139326,already stated
Q1799925,P1819,genealogics.org person ID,I00022602|I00616672,6000000002236747331,Q139326,item states a DIFFERENT value for this property
Q18123097,P1185,Rodovid ID,111551,,Q139328,already stated
Q18123097,P4638,The Peerage person ID,p10665.htm#i106641,,Q139328,already stated
Q18123097,P4159,WeRelate person ID,Maldred_Dunbar_(1),,Q139328,already stated
Q18123097,P2949,WikiTree person ID,Dunkeld-90,,Q139328,already stated
Q18123097,P7929,Roglo person ID,p=maldred;n=of allerdale,,Q139328,already stated
Q18123097,P1819,genealogics.org person ID,I00108330,,Q139328,already stated
Q3446425,P1185,Rodovid ID,142608,,Q139329,already stated
Q3446425,P2949,WikiTree person ID,Of_MORAY-7,,Q139329,already stated
Q272390,P1185,Rodovid ID,141518,,Q139330,already stated
Q272390,P4638,The Peerage person ID,p10529.htm#i105284,,Q139330,already stated
Q272390,P4159,WeRelate person ID,Gruoch_Unknown_(1),,Q139330,already stated
Q272390,P2949,WikiTree person ID,Boite-6,,Q139330,already stated
Q272390,P7929,Roglo person ID,p=gruoch;n=of scotland,,Q139330,already stated
Q272390,P1819,genealogics.org person ID,I00076176,,Q139330,already stated
Q272390,P2889,FamilySearch person ID,9HYH-BLK,,Q139330,already stated
Q75387810,P4638,The Peerage person ID,p10772.htm#i107712,6000000006589075249,Q139331,already stated
Q75387810,P1819,genealogics.org person ID,I00544677,6000000006589075249,Q139331,already stated
Q522317,P6821,Alvin ID,alvin-person:30670,6000000008248157090,Q139332,already stated
Q522317,P4638,The Peerage person ID,p19830.htm#i198300,6000000008248157090,Q139332,already stated
Q522317,P4159,WeRelate person ID,"Magnus_Erlendsson,_Earl_of_Orkney_(1)",6000000008248157090,Q139332,already stated
Q75532148,P4638,The Peerage person ID,p19831.htm#i198301,6000000001169154976,Q139333,already stated
Q75532148,P1819,genealogics.org person ID,I00544680,6000000001169154976,Q139333,already stated
Q2303658,P1819,genealogics.org person ID,I00790175,,Q139345,already stated
Q2303658,P9495,National Historical Museums of Sweden ID,term/3bd66216-5aca-4369-8d55-a07e062ffed2,,Q139345,already stated
Q2303658,P3217,Dictionary of Swedish National Biography ID,7498,,Q139345,already stated
Q1342231,P535,Find a Grave memorial ID,15927547,,Q139346,already stated
Q1342231,P3217,Dictionary of Swedish National Biography ID,7499,,Q139346,already stated
Q75393590,P4638,The Peerage person ID,p11306.htm#i113051,,Q139347,already stated
Q75393590,P7929,Roglo person ID,p=nn;n=sverkeratten;oc=2,,Q139347,already stated
Q640407,P3217,Dictionary of Swedish National Biography ID,17820,,Q139348,already stated
Q640407,P1185,Rodovid ID,268607,,Q139348,already stated
Q640407,P4638,The Peerage person ID,p11306.htm#i113052,,Q139348,already stated
Q640407,P4159,WeRelate person ID,Blot-Sweyn_(1)|Unknown_Blot-Svein_(1),,Q139348,item states a DIFFERENT value for this property
Q640407,P8172,Sejm-Wielki.pl profile ID,dw.786,,Q139348,already stated
Q640407,P7929,Roglo person ID,p=blot sven;n=sverkeratten,,Q139348,already stated
Q640407,P6821,Alvin ID,alvin-person:28296,,Q139348,already stated
Q438469,P1185,Rodovid ID,920166,6000000001669615869,Q139352,already stated
Q438469,P4638,The Peerage person ID,p11299.htm#i112989,6000000001669615869,Q139352,already stated
Q438469,P4159,WeRelate person ID,Ingrid_Ragnvaldsdotter_(1),6000000001669615869,Q139352,already stated
Q438469,P8172,Sejm-Wielki.pl profile ID,dw.7068,6000000001669615869,Q139352,already stated
Q438469,P2949,WikiTree person ID,Ragnvaldsdatter-10,6000000001669615869,Q139352,already stated
Q438469,P7929,Roglo person ID,p=ingrid;n=stenkilska atten;oc=1,6000000001669615869,Q139352,already stated
Q438469,P1819,genealogics.org person ID,I00280157,6000000001669615869,Q139352,already stated
Q2905211,P4638,The Peerage person ID,p11308.htm#i113073,6000000001935619159,Q139353,already stated
Q2905211,P4159,WeRelate person ID,Björn_Ironside_Haraldsson_(1),6000000001935619159,Q139353,already stated
Q2905211,P8172,Sejm-Wielki.pl profile ID,dw.5326,6000000001935619159,Q139353,already stated
Q2905211,P2949,WikiTree person ID,Haraldsen-62,6000000001935619159,Q139353,already stated
Q2905211,P7929,Roglo person ID,p=bjorn;n=de danemark,6000000001935619159,Q139353,already stated
Q2905211,P1819,genealogics.org person ID,I00122089,6000000001935619159,Q139353,already stated
Q2482366,P3217,Dictionary of Swedish National Biography ID,11769,,Q139354,already stated
Q2482366,P4638,The Peerage person ID,p11308.htm#i113072,,Q139354,already stated
Q2482366,P4159,WeRelate person ID,Christina_Björnsdotter_(1),,Q139354,already stated
Q2482366,P8172,Sejm-Wielki.pl profile ID,dw.5344,,Q139354,already stated
Q2482366,P2949,WikiTree person ID,Bjørnsdatter-118,,Q139354,already stated
Q2482366,P7929,Roglo person ID,p=christine;n=de danemark,,Q139354,already stated
Q2482366,P6821,Alvin ID,alvin-person:34037,,Q139354,already stated
Q2482366,P1819,genealogics.org person ID,I00122092,,Q139354,already stated
Q12176823,P1819,genealogics.org person ID,I00710315,6000000003645734792,Q139356,already stated
Q101247287,P2949,WikiTree person ID,Hareksson-1,6000000002553629374,Q139357,already stated
Q101247287,P1819,genealogics.org person ID,I00500654,6000000002553629374,Q139357,already stated
Q18419296,P1185,Rodovid ID,926576,,Q139362,already stated
Q18419296,P2949,WikiTree person ID,Sveinsson-6,,Q139362,already stated
Q3364948,P4638,The Peerage person ID,p11301.htm#i113004,6000000004533414396,Q139379,already stated
Q3364948,P2949,WikiTree person ID,Guttormsdatter-10,6000000004533414396,Q139379,already stated
Q3364948,P4159,WeRelate person ID,Ingeborg_Guthormsdt_(1),6000000004533414396,Q139379,already stated
Q3364948,P7929,Roglo person ID,p=ingeburge;n=guttorm,6000000004533414396,Q139379,already stated
Q3494405,P4638,The Peerage person ID,p11301.htm#i113001,,Q139380,already stated
Q3494405,P4159,WeRelate person ID,Blathmin_Ua_Briain_(1),,Q139380,already stated
Q3494405,P2949,WikiTree person ID,O'Brien-1158,,Q139380,already stated
Q3494405,P7929,Roglo person ID,p=biadmuine;n=d irlande,,Q139380,already stated
Q3494405,P1819,genealogics.org person ID,I00280215,,Q139380,already stated
Q75393546,P4638,The Peerage person ID,p11300.htm#i113000,6000000009705720665,Q139381,already stated
Q75393546,P1819,genealogics.org person ID,I00280217,6000000009705720665,Q139381,already stated
Q75393546,P4159,WeRelate person ID,Unknown_Cecelia_(1),6000000009705720665,Q139381,already stated
Q343101,P4638,The Peerage person ID,p11287.htm#i112869,4075734,Q139383,already stated
Q343101,P4159,WeRelate person ID,Magnus_IV_of_Norway_(1),4075734,Q139383,already stated
Q343101,P8172,Sejm-Wielki.pl profile ID,dw.6506,4075734,Q139383,already stated
Q343101,P2949,WikiTree person ID,Sigurdsson-116,4075734,Q139383,already stated
Q343101,P7929,Roglo person ID,p=magnus;n=yngling;oc=4,4075734,Q139383,already stated
Q343101,P1819,genealogics.org person ID,I00692070,4075734,Q139383,already stated
Q122931811,P2949,WikiTree person ID,Saxisdatter-1,6000000010521965469,Q139384,already stated
Q122931811,P1819,genealogics.org person ID,I00279863,6000000010521965469,Q139384,already stated
Q122931811,P4159,WeRelate person ID,Sigrid_Saxisdottir_(1),6000000010521965469,Q139384,already stated
Q110703077,P1819,genealogics.org person ID,I00279865,,Q139385,already stated
Q3481458,P2949,WikiTree person ID,Sæmundsson-58,4074661,Q139386,already stated
Q3481458,P1819,genealogics.org person ID,I00279866,4074661,Q139386,already stated
Q653125,P2949,WikiTree person ID,Loftsson-7,6000000006789450256,Q139387,already stated
Q653125,P1819,genealogics.org person ID,I00279868,6000000006789450256,Q139387,already stated
Q350498,P1185,Rodovid ID,57363,5381159762450127210,Q139388,already stated
Q350498,P4638,The Peerage person ID,p11300.htm#i112995,5381159762450127210,Q139388,already stated
Q350498,P4159,WeRelate person ID,Sigurd_II_of_Norway_(1),5381159762450127210,Q139388,already stated
Q350498,P8172,Sejm-Wielki.pl profile ID,sw.107581,5381159762450127210,Q139388,already stated
Q350498,P535,Find a Grave memorial ID,83386975,5381159762450127210,Q139388,already stated
Q350498,P2949,WikiTree person ID,Haraldsson-186,5381159762450127210,Q139388,already stated
Q350498,P7929,Roglo person ID,p=sigurd;n=yngling;oc=2,5381159762450127210,Q139388,already stated
Q350498,P1819,genealogics.org person ID,I00091797,5381159762450127210,Q139388,already stated
Q138684,P4638,The Peerage person ID,p11300.htm#i112991,4076130,Q139389,already stated
Q138684,P4159,WeRelate person ID,Inge_I_of_Norway_(1),4076130,Q139389,already stated
Q138684,P535,Find a Grave memorial ID,83292539,4076130,Q139389,already stated
Q138684,P2949,WikiTree person ID,Haraldsson-154,4076130,Q139389,already stated
Q138684,P7929,Roglo person ID,p=inge;n=yngling;oc=1,4076130,Q139389,already stated
Q138684,P1819,genealogics.org person ID,I00280199,4076130,Q139389,already stated
Q329826,P4638,The Peerage person ID,p11300.htm#i112992,6000000003082447466,Q139390,already stated
Q329826,P4159,WeRelate person ID,Eystein_II_of_Norway_(1),6000000003082447466,Q139390,already stated
Q329826,P2949,WikiTree person ID,Haraldsson-184,6000000003082447466,Q139390,already stated
Q329826,P7929,Roglo person ID,p=eystein;n=yngling;oc=2,6000000003082447466,Q139390,already stated
Q329826,P1819,genealogics.org person ID,I00280202,6000000003082447466,Q139390,already stated
Q29881,P1819,genealogics.org person ID,I00280205,6000000002187978983,Q139391,already stated
Q29881,P4159,WeRelate person ID,Magnus_Haraldsson_(1),6000000002187978983,Q139391,already stated
Q2925391,P3217,Dictionary of Swedish National Biography ID,16949,6000000001169174151,Q139392,already stated
Q2925391,P1185,Rodovid ID,557877,6000000001169174151,Q139392,already stated
Q2925391,P4638,The Peerage person ID,p15038.htm#i150379,6000000001169174151,Q139392,already stated
Q2925391,P4159,WeRelate person ID,Bridgida_Haraldsdt_(1),6000000001169174151,Q139392,already stated
Q2925391,P8172,Sejm-Wielki.pl profile ID,dw.7496,6000000001169174151,Q139392,already stated
Q2925391,P535,Find a Grave memorial ID,15927823,6000000001169174151,Q139392,already stated
Q2925391,P2949,WikiTree person ID,Haraldsdatter-95,6000000001169174151,Q139392,already stated
Q2925391,P7929,Roglo person ID,p=birgitta;n=yngling,6000000001169174151,Q139392,already stated
Q2925391,P1819,genealogics.org person ID,I00280163,6000000001169174151,Q139392,already stated
Q26965894,P2949,WikiTree person ID,Haraldsdottir-24,6000000009503269198,Q139393,already stated
Q26965894,P4638,The Peerage person ID,p4285.htm#i42845,6000000009503269198,Q139393,already stated
Q26965894,P1819,genealogics.org person ID,I00280209,6000000009503269198,Q139393,already stated
Q26965894,P4159,WeRelate person ID,Margaret_Haraldsdt_(1),6000000009503269198,Q139393,already stated
Q28718414,P2949,WikiTree person ID,Haraldsdatter-38,6000000035032058090,Q139394,already stated
Q28718414,P4638,The Peerage person ID,p4285.htm#i42846,6000000035032058090,Q139394,already stated
Q28718414,P1819,genealogics.org person ID,I00280207,6000000035032058090,Q139394,already stated
Q28718414,P4159,WeRelate person ID,Maria_Haraldsdt_(1),6000000035032058090,Q139394,already stated
Q101248756,P1819,genealogics.org person ID,I00279861,,Q139395,already stated
Q2632997,P2949,WikiTree person ID,Haraldsen-1,6000000000923023748,Q139396,already stated
Q2632997,P1819,genealogics.org person ID,I00722372,6000000000923023748,Q139396,already stated
Q2632997,P7929,Roglo person ID,p=oluf;n=de danemark;oc=1,6000000000923023748,Q139396,already stated
Q725219,P1185,Rodovid ID,926575,6000000003645734381,Q139397,already stated
Q725219,P4638,The Peerage person ID,p11300.htm#i112997,6000000003645734381,Q139397,already stated
Q725219,P4159,WeRelate person ID,Erling_Skakke_(1),6000000003645734381,Q139397,already stated
Q725219,P2949,WikiTree person ID,Ormsson-29,6000000003645734381,Q139397,already stated
Q725219,P7929,Roglo person ID,p=erling;n=skakke,6000000003645734381,Q139397,already stated
Q725219,P1819,genealogics.org person ID,I00280216,6000000003645734381,Q139397,already stated
Q1019325,P4638,The Peerage person ID,p11302.htm#i113014,6000000001052543006,Q139399,already stated
Q1019325,P4159,WeRelate person ID,Bård_Guttormson_(1),6000000001052543006,Q139399,already stated
Q1019325,P2949,WikiTree person ID,Guttormsson-30,6000000001052543006,Q139399,already stated
Q1019325,P7929,Roglo person ID,p=baard;n=guttormson,6000000001052543006,Q139399,already stated
Q1019325,P1819,genealogics.org person ID,I00361704,6000000001052543006,Q139399,already stated
Q75292005,P4638,The Peerage person ID,p4286.htm#i42853,6000000008447464393,Q139400,already stated
Q75292005,P2949,WikiTree person ID,Guthormsdottir-2,6000000008447464393,Q139400,item states a DIFFERENT value for this property
Q26970861,P4638,The Peerage person ID,p4285.htm#i42843,6000000000628841483,Q139401,already stated
Q26970861,P2949,WikiTree person ID,Huk-4,6000000000628841483,Q139401,already stated
Q26970861,P4159,WeRelate person ID,Hallkjell_Huk_(1),6000000000628841483,Q139401,already stated
Q26965895,P2949,WikiTree person ID,Hallkjellsson-1,6000000004533725115,Q139402,already stated
Q26965895,P4638,The Peerage person ID,p4285.htm#i42844,6000000004533725115,Q139402,already stated
Q26965895,P1819,genealogics.org person ID,I00280208,6000000004533725115,Q139402,already stated
Q26965895,P4159,WeRelate person ID,Jon_Hallkjellson_(1),6000000004533725115,Q139402,already stated
Q28717952,P4638,The Peerage person ID,p4285.htm#i42847,6000000003645707458,Q139403,already stated
Q28717952,P1819,genealogics.org person ID,I00280206,6000000003645707458,Q139403,already stated
Q28717952,P4159,WeRelate person ID,Simon_Skalp_(1),6000000003645707458,Q139403,already stated
Q16652512,P2949,WikiTree person ID,Þórðarson-186,6000000001169204180,Q139405,already stated
Q16565794,P2949,WikiTree person ID,Þórðarson-270,5539539559470052032,Q139406,already stated
Q3156264,P1185,Rodovid ID,471033,6000000003820968553,Q139408,already stated
Q3156264,P2949,WikiTree person ID,Gudrødsson-77,6000000003820968553,Q139408,already stated
Q6949547,P4638,The Peerage person ID,p54617.htm#i546161,6000000002278189311,Q139410,already stated
Q6949547,P2949,WikiTree person ID,MacAlpin-14,6000000002278189311,Q139410,already stated
Q6949547,P4159,WeRelate person ID,Máel_Muire_ingen_Cináeda_(1),6000000002278189311,Q139410,already stated
Q5202787,P2949,WikiTree person ID,Mac_Faelain-1,,Q139414,already stated
Q5202787,P4159,WeRelate person ID,Cú_Mac_Fáeláin_(1),,Q139414,already stated
Q5202787,P7929,Roglo person ID,p=cucaircheach;n=mac faelan,,Q139414,already stated
Q608420,P4638,The Peerage person ID,p15012.htm#i150114,,Q139415,already stated
Q608420,P2949,WikiTree person ID,Mac_Aedh-3,,Q139415,already stated
Q608420,P4159,WeRelate person ID,Niall_Mac_Aedh_(2),,Q139415,already stated
Q608420,P7929,Roglo person ID,p=niall;n=caille,,Q139415,already stated
Q76121945,P4638,The Peerage person ID,p54616.htm#i546153,,Q139416,already stated
Q76121945,P2949,WikiTree person ID,Ingen_Donnchad-2,,Q139416,already stated
Q76121945,P4159,WeRelate person ID,Gormliath_Donnchad_(1),,Q139416,already stated
Q76121945,P7929,Roglo person ID,p=gormflaith;n=ingen donncadha|p=gormlaith;n=ingen donnchad,,Q139416,item states a DIFFERENT value for this property
Q1274033,P4638,The Peerage person ID,p15012.htm#i150119,,Q139417,already stated
Q1274033,P2949,WikiTree person ID,Mac_Aedo-2,,Q139417,already stated
Q1274033,P4159,WeRelate person ID,Niall_Glúndub_(1),,Q139417,already stated
Q3035608,P4638,The Peerage person ID,p28410.htm#i284091,,Q139418,already stated
Q3035608,P2949,WikiTree person ID,Mac_Aeda-1,,Q139418,already stated
Q3035608,P4159,WeRelate person ID,Domhnall_Mac_Aedh_(1),,Q139418,already stated
Q6949555,P4638,The Peerage person ID,p15012.htm#i150115,,Q139419,already stated
Q6949555,P4159,WeRelate person ID,Máel_Ruanaid_mac_Donnchada_Midi_(1),,Q139419,already stated
Q6949555,P2949,WikiTree person ID,Mac_Donnchada_Midi-1,,Q139419,already stated
Q6949555,P7929,Roglo person ID,p=mael ruanaid;n=o neill,,Q139419,already stated
Q6949555,P2889,FamilySearch person ID,G8WB-KPS,,Q139419,already stated
Q5586656,P2949,WikiTree person ID,Ingen_Flann_mac_Conaing-1,,Q139420,already stated
Q5586656,P4159,WeRelate person ID,Gormlaith_Ingen_Flainn_Mac_Conaig_(1),,Q139420,already stated
Q5586656,P7929,Roglo person ID,p=gormlaith;n=ingen flann mac conaing,,Q139420,already stated
Q1274054,P4638,The Peerage person ID,p15012.htm#i150120,,Q139421,already stated
Q1274054,P2949,WikiTree person ID,Mac_Flainn-1,,Q139421,already stated
Q1274054,P4159,WeRelate person ID,Donnchad_Donn_(1),,Q139421,already stated
Q5586650,P4638,The Peerage person ID,p54617.htm#i546166,6000000004533176050,Q139422,already stated
Q5586650,P2949,WikiTree person ID,Ingen_Flann_Sinna-1,6000000004533176050,Q139422,already stated
Q5586650,P4159,WeRelate person ID,"Gormflaith,_daughter_of_Flann_(1)",6000000004533176050,Q139422,already stated
Q5586650,P7929,Roglo person ID,p=gormflaith;n=ingen flann sinna,6000000004533176050,Q139422,already stated
Q1152971,P4638,The Peerage person ID,p15013.htm#i150123,,Q139423,already stated
Q1152971,P2949,WikiTree person ID,Ua_Néill-1,,Q139423,already stated
Q1152971,P4159,WeRelate person ID,Domnall_ua_Néill_(1),,Q139423,already stated
Q76121974,P4638,The Peerage person ID,p54618.htm#i546174,,Q139424,already stated
Q5474834,P2949,WikiTree person ID,Mýrkjartansdóttir-1,342515586390012023,Q139425,already stated
Q17132117,P2949,WikiTree person ID,Mac_Gilla_Pátraic-7,,Q139426,already stated
Q17132117,P1819,genealogics.org person ID,I00602901,,Q139426,already stated
Q17132117,P4159,WeRelate person ID,Donnchad_macGillapatrick_(1),,Q139426,already stated
Q618605,P2949,WikiTree person ID,Bjarnarson-7,6000000000555445317,Q139427,already stated
Q135529234,P2949,WikiTree person ID,Þorvaldsdóttir-33,6000000003214937261,Q139428,already stated
Q2436711,P2949,WikiTree person ID,Dagsson-32,,Q139431,already stated
Q2436711,P4159,WeRelate person ID,Agne_Unknown_(1),,Q139431,already stated
Q20019271,P2949,WikiTree person ID,Agnisson-3,,Q139432,already stated
Q3480168,P2949,WikiTree person ID,Alfsson-4,,Q139433,already stated
Q201905,P1185,Rodovid ID,143788|927441,6000000006266756400,Q60746,item states a DIFFERENT value for this property
Q201905,P4159,WeRelate person ID,Constantius_III_(1),6000000006266756400,Q60746,already stated
Q201905,P535,Find a Grave memorial ID,40188285,6000000006266756400,Q60746,already stated
Q201905,P2949,WikiTree person ID,Constantius-3,6000000006266756400,Q60746,already stated
Q201905,P1819,genealogics.org person ID,I00248944,6000000006266756400,Q60746,already stated
Q160353,P1185,Rodovid ID,143779,6000000006267645324,Q60680,already stated
Q160353,P4159,WeRelate person ID,Theodosius_II_(1),6000000006267645324,Q60680,already stated
Q160353,P2949,WikiTree person ID,Of_Rome-67,6000000006267645324,Q60680,already stated
Q160353,P1819,genealogics.org person ID,I00248953,6000000006267645324,Q60680,already stated
Q160353,P9495,National Historical Museums of Sweden ID,person/97C024C4-5D1F-44F0-AE8B-4ED32219CFAC,6000000006267645324,Q60680,already stated
Q229307,P1185,Rodovid ID,704500,6000000006267771300,Q60713,already stated
Q229307,P4159,WeRelate person ID,Eudocia_Athenais_(1),6000000006267771300,Q60713,already stated
Q229307,P2949,WikiTree person ID,Eudocia-1,6000000006267771300,Q60713,already stated
Q229307,P1819,genealogics.org person ID,I00248954,6000000006267771300,Q60713,already stated
Q229307,P9495,National Historical Museums of Sweden ID,person/2AA6ED00-62FD-4992-940E-723BB18A5F06,6000000006267771300,Q60713,already stated
Q191940,P1185,Rodovid ID,273264,6000000002187572907,Q99627,already stated
Q191940,P4159,WeRelate person ID,Petronius_Maximus_(1),6000000002187572907,Q99627,already stated
Q191940,P535,Find a Grave memorial ID,40495933,6000000002187572907,Q99627,already stated
Q191940,P2949,WikiTree person ID,Anicii-9,6000000002187572907,Q99627,already stated
Q191940,P1819,genealogics.org person ID,I00248943,6000000002187572907,Q99627,already stated
Q76299378,P4638,The Peerage person ID,p67215.htm#i672147,,Q139442,already stated
Q76298483,P4638,The Peerage person ID,p67157.htm#i671567,,Q139443,already stated
Q76298494,P4638,The Peerage person ID,p67158.htm#i671575,,Q139444,already stated
Q76298635,P4638,The Peerage person ID,p67167.htm#i671663,,Q139445,already stated
Q76298552,P4638,The Peerage person ID,p67162.htm#i671615,,Q139446,already stated
Q76298765,P4638,The Peerage person ID,p67175.htm#i671742,,Q139447,already stated
Q76298870,P4638,The Peerage person ID,p67181.htm#i671806,,Q139448,already stated
Q76299728,P4638,The Peerage person ID,p67243.htm#i672422,,Q139449,item not in the local store - cannot check
Q76299108,P4638,The Peerage person ID,p67197.htm#i671962,,Q139450,already stated
Q76299108,P1819,genealogics.org person ID,I00280718,,Q139450,already stated
Q76299033,P4638,The Peerage person ID,p67191.htm#i671908,,Q139451,already stated
Q76299033,P1819,genealogics.org person ID,I00280719,,Q139451,already stated
Q23017421,P4159,WeRelate person ID,Richarda_Unknown_(1),,Q139452,already stated
Q23017421,P7929,Roglo person ID,p=richarde;n=de herstal;oc=1,,Q139452,already stated
Q1997366,P1185,Rodovid ID,926731,,Q139453,already stated
Q1997366,P7929,Roglo person ID,p=frodald;n=n,,Q139453,already stated
Q2595778,P2949,WikiTree person ID,Benevento-27,,Q139455,already stated
Q2595778,P1819,genealogics.org person ID,I00304055,,Q139455,already stated
Q2595778,P4159,WeRelate person ID,Siconulf_of_Salerno_(1),,Q139455,already stated
Q1284117,P1819,genealogics.org person ID,I00636505,,Q139456,already stated
Q1284117,P4159,WeRelate person ID,Guy_II_of_Spoleto_(1),,Q139456,already stated
Q1284117,P7929,Roglo person ID,p=guido;n=di spoleto;oc=3,,Q139456,already stated
Q515982,P1185,Rodovid ID,865533,,Q139457,already stated
Q515982,P4159,WeRelate person ID,Ageltruda_di_Benevento_(1),,Q139457,already stated
Q515982,P2949,WikiTree person ID,Benevento-18,,Q139457,already stated
Q515982,P7929,Roglo person ID,p=ageltrude;n=di benevento,,Q139457,already stated
Q515982,P1819,genealogics.org person ID,I00304052,,Q139457,already stated
Q354823,P1185,Rodovid ID,865535,,Q139458,already stated
Q354823,P4638,The Peerage person ID,p16232.htm#i162318,,Q139458,already stated
Q354823,P2949,WikiTree person ID,Spoleto-10,,Q139458,already stated
Q354823,P7929,Roglo person ID,p=lamberto;n=di spoleto;oc=2,,Q139458,already stated
Q347440,P1185,Rodovid ID,323068,6000000091255500821,Q139459,already stated
Q347440,P4159,WeRelate person ID,"Adalbert_I,_Margrave_of_Tuscany_(1)",6000000091255500821,Q139459,already stated
Q347440,P2949,WikiTree person ID,Toscana-7,6000000091255500821,Q139459,already stated
Q347440,P7929,Roglo person ID,p=adalberto;n=di toscana;oc=1,6000000091255500821,Q139459,already stated
Q347440,P1819,genealogics.org person ID,I00297755,6000000091255500821,Q139459,already stated
Q3155966,P1185,Rodovid ID,217399,,Q139462,item not in the local store - cannot check
Q3155966,P2949,WikiTree person ID,Markgrafin_of_Nordgau-2|UNKNOWN-83238,,Q139462,item not in the local store - cannot check
Q3155966,P4159,WeRelate person ID,Ernest_of_Nordgau_(1),,Q139462,item not in the local store - cannot check
Q24027897,P2949,WikiTree person ID,Alsace-47,,Q139464,already stated
Q24027897,P4159,WeRelate person ID,Erchanger_of_Nordgau_(1),,Q139464,already stated
Q24027897,P7929,Roglo person ID,p=erchangar;n=von schwaben,,Q139464,already stated
Q24027897,P8172,Sejm-Wielki.pl profile ID,dw.7855,,Q139464,already stated
Q76300893,P4638,The Peerage person ID,p67335.htm#i673344,,Q139466,already stated
Q3439096,P1185,Rodovid ID,739906,,Q139467,already stated
