qid	relative	kinship	qualifiers
Q93165770	Q37411336	Q31819505	P1039
Q6780090	Q91	Q15224724	P1039
Q78139911	Q28050378	Q3752578	P1039
Q16217574	Q212499	Q2914212	P1039
Q61903300	Q59625018	Q3752578	P1039
Q67074118	Q61963973	Q9238344	P1039
Q977974	Q95567628	Q19682162	P1039
Q977974	Q966745	Q4994791	P1039
Q977974	Q57983637	Q4994787	P1039
Q977974	Q723585	Q2500621	P1039
Q3293701	Q329	Q3752578	P1039;P580
Q143945	Q3120172	Q23045425	P1039;P580
Q143945	Q16338110	Q23045425	P1039;P580
Q143945	Q16338100	Q4346792	P1039;P580
Q143945	Q946961	Q4346792	P1039;P580
Q143945	Q23034454	Q4346792	P1039;P580
Q143945	Q3898147	Q23868497	P1039;P580;P582
Q143945	Q16338080	Q12150903	P1039;P580;P582
Q232470	Q329	Q13184390	P1039;P580
Q232470	Q16338096	Q23045293	P1039
Q45745167	Q3629600	Q12158205	P1039
Q45745167	Q3882758	Q31819505	P1039
Q45745167	Q3611362	Q31819505	P1039
Q45745167	Q85512858	Q13204680	P1039
Q21592068	Q78060505	Q76557	P1039
Q3190535	Q105100301	Q2914212	P1039
Q3190535	Q3292569	Q3403377	P1039
Q30752537	Q105100301	Q2914212	P1039
Q30752537	Q3292569	Q3403377	P1039
Q109375916	Q105100301	Q2914212	P1039
Q109375916	Q3292569	Q3403377	P1039
Q2871117	Q2469507	Q3752578	P1039
Q4104725	Q4164734		
Q4104725	Q1345272		
Q15974211	Q118666821		
Q66722659	Q315656	Q13204680	P1039
Q9383628	Q37463	Q2500621	P1039
Q9383628	Q25320	Q2500621	P1039
Q9383628	Q7186	Q2500620	P1039
Q873033	Q1031551	Q13204680	P1039
Q873033	Q1127758	Q3752578	P1039
Q98618132	Q3165984	Q9238344	P1039
Q98618132	Q2833526	Q31819505	P1039
Q136806655	Q236503	Q76557	P1039
Q136806655	Q136798487	Q76557	P1039
Q136806655	Q136806587	Q9235758	P1039
Q136806655	Q9630001	Q9238344	P1039
Q136806655	Q9015088	Q9238344	P1039
Q16735459	Q520505		
Q2857128	Q74908848	Q13204680	P1039
Q2857128	Q600687	Q19680017	P1039
Q44436070	Q2842363	Q2914212	P1039
Q19365709	Q297726	Q76557	P1039
Q19365709	Q3350908	Q15224724	P1039
Q1731312	Q28482376		
Q27892428	Q1506406	Q31819505	P1039
Q27892428	Q63505	Q3813877	P1039
Q1157333	Q1506406	Q23009870	P1039
Q1157333	Q63505	Q3813877	P1039
Q137636195	Q137911066	Q23045211	P1039
Q74247445	Q74247780	Q19595229	P1039
Q74247780	Q74247445	Q19595227	P1039
Q3351443	Q353866	Q25536898	P1039
Q3351443	Q3144686	Q104626971	P1039
Q16598176	Q5664848		
Q16598176	Q23531545		
Q6004534	Q2603010	Q12158205	P1039
Q6004534	Q386687	Q57832810	P1039
Q6004534	Q1709724	Q12158205	P1039
Q6004534	Q3313022	Q12158205	P1039
Q466326	Q299179	Q61740757	P1039
Q136543431	Q3166106	Q41823427	P1039
Q55623404	Q345265	Q41805469	P1039
Q55623404	Q311816	Q9238344	P1039
Q345265	Q55623404	Q3403377	P1039
Q3261371	Q17352236	Q12158205	P1039
Q3132196	Q95526372	Q11921506	P1039
Q3132196	Q95518580	Q11921506	P1039
Q3132196	Q2844618	Q12160962	P1039
Q2839800	Q3074338	Q9238344	P1039
Q23306636	Q164425	Q11921506	P1039
Q647718	Q3383538	Q13204680	P1039
Q647718	Q118810	Q723868	P1039
Q75251951	Q10633	Q76507	P1039
Q75251951	Q9682	Q117658295	P1039
Q75251951	Q153815	Q117658295	P1039
Q97066564	Q127398	Q9238344	P1039
Q97066564	Q85998071	Q4994791	P1039
Q3175714	Q23727181	Q12438956	P1039
Q5864941	Q12860	Q31819505	P1039
Q3172643	Q108316	Q19682162	P1039
Q137387395	Q528752	Q19822354	P1039
Q11774401	Q3566375	Q1282201	P1039
Q140773878	Q3566375	Q1282201	P1039
Q140773878	Q6453173	Q76557	P1039
Q140773878	Q59314640	Q31819505	P1039
Q140773878	Q11132311	Q12051531	P1039
Q140773878	Q95393393	Q19595228	P1039
Q55680484	Q945130	Q15224724	P1039
Q19962316	Q19834279		
Q19962316	Q1506747		
Q19962316	Q1316420		
Q19834279	Q19962316		
Q19834279	Q1506747		
Q19834279	Q1316420		
Q19834279	Q22693954		
Q5721410	Q110163563	Q19682183	P1039
Q18686133	Q15819432	Q1282201	P1039
Q2214622	Q20421286		
Q573712	Q15261833		
Q573712	Q21028005		
Q2906119	Q2778138	Q9238344	P1039
Q2908956	Q7222597	Q12160962	P1039
Q2903870	Q7222597	Q12160962	P1039
Q75342123	Q75342724	Q18489480	P1039
Q75342123	Q75342725	Q19756330	P1039
Q75342123	Q75342747	Q19756330	P1039
Q76293201	Q9283413	Q76557	P1039
Q76293201	Q96087159	Q31819505	P1039
Q76293201	Q544724	Q31819505	P1039
Q76293201	Q76266148	Q2914212	P1039
Q28812834	Q1897963	Q18489480	P1039
Q15058786	Q87338780	Q12438956	P1039
Q21286451	Q557561	Q76557	P1039
Q21286451	Q852770	Q76507	P1039
Q21286451	Q12275287	Q9235758	P1039
Q3929570	Q192348	Q13204680	P1039
Q983259	Q2760338	Q3752578	P1039
Q791779	Q175402	Q4994791	P1039
Q122362105	Q275274	Q3238556	P1039
Q122362105	Q540665	Q2500620	P1039
Q3093599	Q376768	Q3813877	P1039
Q363231	Q376768	Q3813877	P1039
Q3084383	Q124041022	Q15224724	P1039
Q12409090	Q1391502	Q19682162	P1039
Q2960249	Q2960769	Q23045211	P1039
Q2960249	Q3588451	Q3752578	P1039
Q23957297	Q1042391	Q16658574	P1039
Q110941559	Q306759	Q15224724	P1039
Q6600183	Q625515	Q9238344	P1039
Q6600183	Q7194909	Q9238344	P1039
Q6600183	Q6684697	Q9235758	P1039
Q6600183	Q12409485	Q2500621	P1039
Q6600183	Q20111358	Q13184390	P1039
Q6600183	Q16131901	Q13184390	P1039
Q2847848	Q3172899	Q15224724	P1039
Q2847848	Q65031971	Q2914212	P1039
Q131768135	Q29051862		
Q131768135	Q55848278		
Q131768135	Q1612954		
Q60420821	Q12680	Q3752578	P1039
Q1371809	Q239337	Q15224724	P1039
Q1371809	Q324453	Q4113832	P1039
Q45898707	Q125625711	Q84158643	P1039
Q110999024	Q134160	Q9238344	P1039
Q943785	Q510753	Q13184390	P1039
Q5231327	Q5422556	Q11921506	P1039
Q5422556	Q5231327	Q9238344	P1039
Q67877	Q62282	Q9238344	P1039
Q67877	Q67777	Q9235758	P1039
Q67877	Q267354	Q9238344	P1039
Q67877	Q258501	Q9235758	P1039
Q67877	Q64765	Q15224724	P1039
Q67877	Q74754	Q15224724	P1039
Q67877	Q213842	Q15224724	P1039
Q67877	Q456830	Q18489480	P1039
Q67877	Q442252	Q18489480	P1039
Q67877	Q515707	Q18489480	P1039
Q67877	Q63603	Q15224724	P1039
Q67877	Q213846	Q15224724	P1039
Q67877	Q215880	Q15224724	P1039
Q67877	Q96849	Q15224724	P1039
Q67877	Q2380518	Q15224724	P1039
Q67877	Q325442	Q3752578	P1039
Q67877	Q270169	Q76507	P1039
Q67877	Q132455	Q76557	P1039
Q67877	Q69249	Q76557	P1039
Q67877	Q68922	Q76557	P1039
Q67877	Q657591	Q76557	P1039
Q67877	Q63769	Q76557	P1039
Q67877	Q63770	Q76557	P1039
Q67877	Q553628	Q4120409	P1039
Q67877	Q267347	Q4120409	P1039
Q67877	Q3840446	Q76507	P1039
Q67877	Q237761	Q76507	P1039
Q67877	Q290123	Q76507	P1039
Q67877	Q442242	Q76507	P1039
Q67877	Q10294903	Q76507	P1039
Q67877	Q291948	Q6035384	P1039
Q67877	Q270169	Q6035384	P1039
Q4722259	Q50612	Q19822354	P1039;P580
Q54986408	Q7062377		
Q54986408	Q54986205		
Q1948925	Q54986408	Q723868	P1039
Q65930512	Q25161		
Q65930512	Q191027		
Q65930512	Q16019364		
Q16940557	Q1437304	Q9238344	P1039
Q16940557	Q85874921	Q76557	P1039
Q3121204	Q3260732	Q76557	P1039
Q5411740	Q276043	Q4120409	P1039
Q5411740	Q443141	Q12051531	P1039
Q107109914	Q276043	Q4120409	P1039
Q107109914	Q443141	Q12051531	P1039
Q28056797	Q215976	Q76507	P1039
Q28056797	Q109232	Q76507	P1039
Q28056797	Q254431	Q76507	P1039
Q28056797	Q1139511	Q76557	P1039
Q28056797	Q32522	Q28017739	P1039
Q118525530	Q118526294		
Q78468596	Q984186	Q12158205	P1039
Q78468596	Q4568029	Q76507	P1039
Q107074164	Q105701022	Q19682162	P1039
Q107074164	Q16178613	Q2500621	P1039
Q105083777	Q122003	Q4994791	P1039
Q105083777	Q437710	Q4994787	P1039
Q105083780	Q122003	Q4994791	P1039
Q105083780	Q437710	Q4994787	P1039
Q112672061	Q6096219	Q23045211	P1039
Q2185402	Q118144966		
Q21541742	Q5721786	Q19682162	P1039
Q21541742	Q16578114	Q26004701	P1039
Q21541742	Q6278814	Q2914212	P1039
Q2857519	Q107124548	Q9238344	P1039
Q2857519	Q6278814	Q76557	P1039
Q106508	Q3021819	Q3403377	P1039
Q240157	Q16171602	Q76557	P1039
Q240157	Q3021819	Q23009870	P1039
Q11801175	Q105658512	Q9238344	P1039
Q11801175	Q6160702	Q15224724	P1039
Q11801175	Q12019549	Q3403377	P1039
Q7702341	Q6160702	Q15224724	P1039
Q7702341	Q12019549	Q3403377	P1039
Q7702341	Q4174913	Q3403377	P1039
Q7702341	Q92095650	Q19756330	P1039
Q27979880	Q105658512	Q9238344	P1039
Q27979880	Q6160702	Q15224724	P1039
Q27979880	Q12019549	Q3403377	P1039
Q27979880	Q95208775	Q15224724	P1039
Q27979880	Q95361605	Q2914212	P1039
Q48703098	Q215562	Q9238344	P1039
Q48703098	Q4767364	Q9235758	P1039
Q87407888	Q5371037	Q2914212	P1039
Q87407888	Q966359	Q3752578	P1039
Q87407888	Q83736572	Q23009870	P1039
Q87407888	Q2661448	Q23009870	P1039
Q87407888	Q937451	Q76557	P1039
Q20739897	Q121618365	Q23045278	P1039
Q20739897	Q121618959	Q23045278	P1039
Q20739897	Q121619445	Q23045278	P1039
Q20739897	Q2899655	Q4113832	P1039
Q20739897	Q18745021	Q4113832	P1039
Q20739897	Q1684964	Q4113832	P1039
Q20739897	Q20723012	Q4113832	P1039
Q20739897	Q16266671	Q4113832	P1039
Q20739897	Q3369491	Q4113832	P1039
Q20739897	Q20924910	Q4113832	P1039
Q108126312	Q2073813	Q76557	P1039
Q108126312	Q108103109	Q31819505	P1039
Q3219148	Q2871355	Q15224724	P1039
Q3219148	Q16196551	Q3752578	P1039
Q3219148	Q66802341	Q3752578	P1039
Q3219148	Q2871136		
Q109289362	Q13737786	Q13204680	P1039
Q109289362	Q3089797	Q2914212	P1039
Q109289362	Q21903480	Q2914212	P1039
Q18744989	Q286293	Q13204680	P1039
Q102488827	Q3011050	Q3752578	P1039
Q133459285	Q17366023	Q3752578	P1039
Q133459285	Q19414404	Q12150991	P1039
Q1248451	Q2959543	Q9238344	P1039
Q1248451	Q124634441	Q76557	P1039
Q124634441	Q177565	Q9235758	P1039
Q111660685	Q55037230		
Q3426582	Q19956249	Q41823427	P1039
Q75264488	Q6109451	Q15224724	P1039
Q940439	Q3271923	Q3238556	P1039
Q940439	Q5088402	Q7560	P1039;P580;P582;P735
Q12035655	Q820643	Q3752578	P1039
Q766363	Q525949	Q76557	P1039
Q2637632	Q2897761	Q15224724	P1039
Q2637632	Q713235	Q15224724	P1039
Q12376637	Q356161	Q76557	P1039
Q31276207	Q356161	Q76557	P1039
Q117006221	Q714661	Q76557	P1039
Q28537404	Q27535718	Q19682162	P1039
Q3432076	Q3144604	Q76557	P1039
Q3432076	Q3027520	Q76557	P1039
Q3432076	Q21081287	Q4994787	P1039
Q208882	Q188482	Q76557	P1039
Q208882	Q296876	Q76557	P1039
Q208882	Q176537	Q76557	P1039
Q208882	Q16214212	Q31819505	P1039
Q7140613	Q7140629	Q61740757	P1039
Q7140613	Q108857103	Q61740758	P1039
Q7140613	Q594626	Q61740757	P1039
Q128803940	Q2977051	Q3238556	P1039
Q15967137	Q11699187	Q3752578	P1039
Q100958476	Q15974136	Q2914212	P1039
Q3265760	Q19369329	Q76507	P1039
Q446559	Q3085217	Q15224724	P1039
Q55859036	Q470503	Q11921506	P1039
Q33113665	Q3123722	Q13204680	P1039
Q33113665	Q95697253	Q3238556	P1039
Q33113665	Q30571835	Q18489480	P1039
Q43186301	Q43095657	Q20094017	P1039
Q94527024	Q991523	Q12160962	P1039
Q214559	Q3667148	Q402152	P1039
Q214559	Q631972	Q9238344	P1039
Q214559	Q2634811	Q19682162	P1039
Q214559	Q374468	Q4994791	P1039
Q214559	Q18398081	Q9235758	P1039
Q214559	Q6712721	Q4120409	P1039
Q123088	Q214559	Q9238344	P1039
Q264365	Q5311870	Q2914212	P1039
Q521848	Q3559530	Q3752578	P1039
Q12025418	Q47639688	Q15657883	P1039
Q12025418	Q66477982	Q2914212	P1039
Q15968169	Q2976735	Q31819505	P1039
Q12378866	Q12378863	Q15224724	P1039
Q12378866	Q9079904	Q19680017	P1039
Q12378866	Q20528826	Q11921506	P1039
Q113360655	Q29261461	Q15224724	P1039
Q5370435	Q312351	Q180472	P1039
Q5447	Q4696071	Q13204680	P1039
Q5447	Q3756452	Q723868	P1039
Q21067420	Q721922	Q76557	P1039
Q29950249	Q9001374	Q23009870	P1039
Q30011733	Q24050538	Q13184390	P1039
Q18517310	Q57152283	Q9238344	P1039
Q23979501	Q348198		
Q100263539	Q100263738	Q19756330	P1039
Q3085962	Q3266131	Q9238344	P1039
Q691678	Q380092	Q4994791	P1039
Q691678	Q111737647		
Q691678	Q47350099	Q84158643	P1039
Q42898665	Q6298826	Q13204680	P1039
Q42898665	Q5984316	Q1498282	P1039
Q63107319	Q3610332	Q10861465	P1039
Q63107319	Q3838946	Q9238344	P1039
Q63107319	Q213482	Q15224724	P1039
Q140800149	Q984347	Q4120409	P1039
Q89154063	Q12322920	Q12183411	P1039
Q3290753	Q445815	Q13204680	P1039
Q826558	Q538946	Q13204680	P1039
Q66778916	Q3052675	Q9238344	P1039
Q6968197	Q1284974	Q4994787	P1039
Q6968197	Q5496711	Q4994791	P1039
Q7327079	Q2150142	Q11921506	P1039
Q263683	Q50672452	Q19756330	P1039
Q21140987	Q705225	Q12158205	P1039
Q21140987	Q21141809	Q76557	P1039
Q21141809	Q21140987	Q15224724	P1039
Q30304517	Q187548	Q12158205	P1039
Q30304517	Q94785352	Q12158205	P1039
Q30304517	Q63255394	Q12158205	P1039
Q30304517	Q1714991	Q31819505	P1039
Q30304517	Q1448279	Q31819505	P1039
Q30304517	Q20491329	Q31819505	P1039
Q1695444	Q9554	Q19682183	P1039;P805
Q105905485	Q2292582	Q13204680	P1039
Q7610649	Q66606801	Q15224724	P1039
Q6759947	Q66606801	Q15224724	P1039
Q939370	Q140925235	Q2914212	P1039
Q83018676	Q9215	Q2914212	P1039
Q133875887	Q3094764	Q131783819	P1039
Q8354733	Q2884177	Q3403377	P1039
Q4758121	Q3525682	Q9238344	P1039
Q4758121	Q3269958	Q9235758	P1039
Q111274265	Q6240991	Q4994791	P1039
Q37185398	Q3380257	Q3813877;Q61740757	P1039
Q504792	Q103556	Q15224724	P1039
Q504792	Q2928306	Q19595226	P1039
Q31941803	Q989568	Q3752578	P1039
Q11868217	Q11896934	Q23045278	P1039
Q139551830	Q1627855	Q12158205	P1039
Q97484831	Q12860	Q23009870	P1039
Q6092575	Q12808445	Q76507	P1039
Q6092575	Q1057858	Q76557	P1039
Q6092575	Q5511758	Q23009870	P1039
Q66057790	Q4694653	Q13184390	P1039
Q66057790	Q15915396	Q19682162	P1039
Q66057790	Q5278755	Q2500621	P1039
Q66057803	Q57681	Q31819505	P1039
Q66057803	Q192894	Q12158205	P1039
Q553958	Q356351	Q2914212	P1039
Q553958	Q2268126	Q15224724	P1039
Q553958	Q3290590	Q15224724	P1039
Q110154224	Q111310053	Q20746728	P1039
Q110154224	Q11381095	Q20746725	P1039
Q3514219	Q942133	Q61740757	P1039
Q3514219	Q3514223	Q20746725	P1039
Q3514219	Q3514229	Q20746725	P1039
Q3514223	Q3514219	Q61740757	P1039
Q109649835	Q3198728	Q20746725	P1039
Q110168711	Q110967707	Q61740757	P1039
Q110169261	Q6998366	Q61740757	P1039
Q109779872	Q110733024	Q20746728	P1039
Q3174739	Q177139	Q76557	P1039
Q177139	Q3174739	Q15224724	P1039
Q110534947	Q2254554	Q23045444	P1039
Q1506594	Q961132		
Q274646	Q108319800	Q11921506	P1039
Q108319800	Q274646	Q9238344	P1039
Q52437087	Q268595	Q3403377	P1039
Q52437087	Q3385685	Q15224724	P1039
Q3567898	Q81685	Q9238344	P1039
Q3567898	Q3173471	Q41805469	P1039
Q3567898	Q581018	Q41805469	P1039
Q3567898	Q3265106	Q76507	P1039
Q3567898	Q2926795	Q23009870	P1039
Q3567898	Q53001	Q2914212	P1039
Q23833719	Q447507	Q76507	P1039
Q23833719	Q81685	Q19682171	P1039
Q30130489	Q3385949	Q19595226	P1039
Q30130489	Q3387603	Q9238344	P1039
Q1871533	Q5483390	Q4120409	P1039
Q1871533	Q946985	Q12158205	P1039
Q1871533	Q191045	Q84158642	P1039
Q1871533	Q19943	Q12315099	P1039
Q1871533	Q139006223	Q2914212	P1039
Q3372769	Q237103	Q4994787	P1039
Q24956876	Q10796459	Q2914212	P1039
Q3087770	Q704226	Q3752578	P1039
Q75540654	Q75370589	Q19822354	P1039
Q468413	Q57241867	Q76557	P1039
Q3170889	Q3579921	Q13204680	P1039
Q115627801	Q10363699		
Q115627801	Q5444976		
Q115627801	Q115620329		
Q30938053	Q47318240	Q12160962	P1039
Q115554819	Q10363699		
Q62840023	Q296367	Q20747105	P1039
Q18202475	Q4605	Q9235758	P1039
Q364260	Q110892	Q13204680	P1039
Q364260	Q313079	Q2914212	P1039
Q364260	Q195443	Q2914212	P1039
Q364260	Q217620	Q2914212	P1039
Q595053	Q309922	Q21152551	P1039;P1480
Q3104178	Q1219520	Q4994791	P1039
Q12021827	Q12037232	Q3752578	P1039
Q112106626	Q36322	Q3403377	P1039
Q127608246	Q546443	Q76557	P1039
Q68291970	Q136140247	Q19756330	P1039
Q50077605	Q50076172	Q3238556	P1039
Q108396387	Q2739963		
Q4990887	Q2739963		
Q2833676	Q106987177	Q2096646	P1039
Q98831483	Q12271423	Q11921506	P1039
Q98831483	Q26268121	Q11921506	P1039
Q98831483	Q12280769	Q11921506	P1039
Q98831483	Q12299777	Q19680017	P1039
Q12295802	Q12271423	Q11921506	P1039
Q12295802	Q26268121	Q11921506	P1039
Q12295802	Q12280769	Q11921506	P1039
Q12295802	Q12299777	Q19680017	P1039
Q4102404	Q12280769	Q15224724	P1039
Q2039111	Q12271423	Q15224724	P1039
Q2039111	Q12280769	Q15224724	P1039
Q138351	Q356351	Q76557	P1039
Q138351	Q3290404	Q76507	P1039
Q138351	Q276023	Q76557	P1039
Q138351	Q23047420	Q76557	P1039
Q138351	Q16501095	Q76557	P1039
Q138351	Q2268126	Q23009870	P1039
Q138351	Q284011	Q23009870	P1039
Q138351	Q941751	Q23009870	P1039
Q138351	Q2286760	Q23009870	P1039
Q4272733	Q901593	Q12443619	P1039
Q427214	Q901593	Q31819505	P1039
Q37856256	Q120102519	Q23009870	P1039
Q44549323	Q120102519	Q23009870	P1039
Q13022231	Q320097	Q112066429	P1039
Q13022231	Q913678	Q2500621	P1039
Q16138877	Q320097	Q112066429	P1039
Q16140487	Q13017828	Q19595228	P1039
Q16140487	Q13022274	Q19595226	P1039
Q16140487	Q13017785	Q20746725	P1039
Q16140487	Q320097	Q3752578	P1039
Q125961540	Q1319196		
Q115618555	Q96317502	Q9238344	P1039
Q115618555	Q26997071	Q2500621	P1039
Q115618555	Q58069847	Q58837291	P1039
Q3328049	Q70772126	Q41805469	P1039
Q1292723	Q106832055	Q11921506	P1039
Q1292723	Q1274054	Q9238344	P1039
Q95218778	Q7099	Q76507	P1039
Q95218778	Q55845272	Q76557	P1039
Q2118577	Q10132	Q15224724	P1039
Q112660881	Q112632871	Q41805477	P1039
Q56424744	Q4358056		P1039
Q56424744	Q1637246		P1039
Q60710922	Q55238231		
Q31192791	Q31192793		
Q115381	Q44192620		
Q115381	Q131768633		
Q28457130	Q3119366		
Q14928422	Q205545	Q76557	P1039
Q464862	Q38362332	Q2096646	P1039
Q16006938	Q958732		
Q16006938	Q75374287		
Q21819953	Q662634	Q9238344	P1039
Q2865394	Q15967749	Q9238344	P1039
Q2865394	Q3133056	Q3752578	P1039
Q2865394	Q2871179	Q13204680	P1039
Q7140841	Q299179	Q20746725	P1039
Q95697253	Q33113665	Q2914212	P1039
Q95697253	Q3101526	Q9238344	P1039
Q3380256	Q3262554	Q3813877	P1039
Q102433534	Q102433590	Q25291043	P1039
Q102433548	Q102433590	Q25291043	P1039
Q102433555	Q102433590	Q25291043	P1039
Q23015581	Q4394904	Q21152551	P1039
Q3292124	Q3387486	Q3813877	P1039
Q17447279	Q12368610	Q76557	P1039
Q134726603	Q312829		
Q70252125	Q318276	Q3752578	P1039
Q256677	Q54943664	Q12051531	P1039
Q44100290	Q4924739	Q9235758	P1039
Q3526614	Q9381807	Q3752578	P1039
Q2958125	Q3056957	Q19680017	P1039
Q66750917	Q3780695	Q12160962	P1039
Q93474970	Q214549	Q12158205	P1039
Q93474970	Q2626919	Q13184390	P1039
Q93474970	Q3159402	Q15224724	P1039
Q3060253	Q3428878	Q2914212	P1039
Q3060253	Q3074167	Q2914212	P1039
Q135915753	Q539280	Q23045278	P1039
Q95079853	Q323650	Q58837291	P1039
Q3080822	Q5726222	Q23009870	P1039
Q7236270	Q1195858	Q20746725	P1039
Q1111981	Q1368016		
Q7140740	Q701201	Q20746725	P1039
Q11174074	Q594626	Q61740757	P1039
Q109669176	Q3198728	Q61740757	P1039
Q110741437	Q3198720	Q61740757	P1039
Q111102945	Q110251042	Q20746725	P1039
Q111103199	Q3135384	Q61740757	P1039
Q111103199	Q594626	Q61740757	P1039
Q111101629	Q909042	Q61740757	P1039
Q7140629	Q11489578	Q61740757	P1039
Q7140629	Q7140613	Q20746725	P1039
Q38203660	Q112066074	Q3752578	P1039
Q38203660	Q112066214	Q11921506	P1039
Q38203660	Q112066235	Q11921506	P1039
Q38203660	Q112066341	Q19756330	P1039
Q38203565	Q112066400	Q19682162	P1039
Q38203565	Q112066521	Q12433519	P1039
Q38203565	Q112066074	Q2914212	P1039
Q38203565	Q112066214	Q15224724	P1039
Q38203565	Q112066235	Q15224724	P1039
Q38203565	Q112066341	Q3403377	P1039
Q38229456	Q112066400	Q19682162	P1039
Q38229456	Q112066521	Q12433519	P1039
Q3676126	Q22344335	Q3403377	P1039
Q83037583	Q7490227	Q12433519	P1039
Q83037583	Q729375	Q19682162	P1039
Q87594838	Q83037583	Q15224724	P1039
Q11104481	Q110966608	Q20746725	P1039
Q11544730	Q110168199	Q61740758	P1039
Q11544730	Q110817730	Q20746725	P1039
Q5355626	Q15701983	Q61740758	P1039
Q5355626	Q313870	Q61740757	P1039
Q110072508	Q15924745	Q20746725	P1039
Q110072508	Q15923218	Q20746725	P1039
Q110072508	Q110716555	Q20746725	P1039
Q110072508	Q15919402	Q20746725	P1039
Q110665349	Q110168552	Q61740757	P1039
Q110665349	Q5499202	Q20746725	P1039
Q110665349	Q110724652	Q20746728	P1039
Q110665349	Q110725792	Q20746725	P1039
Q110665349	Q110739838	Q20746725	P1039
Q110665349	Q11538752	Q20746725	P1039
Q110692375	Q378987	Q61740758	P1039
Q11381090	Q11381094	Q61740757	P1039
Q11381090	Q11381098	Q20746725	P1039
Q226122	Q982872	Q11921506	P1039
Q226122	Q3111214	Q11921506	P1039
Q226122	Q41488	Q4113832	P1039
Q226122	Q21190376	Q19756330	P1039
Q226122	Q8052163	Q3403377	P1039
Q226122	Q108318919	Q19680017	P1039
Q135418459	Q1891614	Q19682183	P1039
Q9160299	Q1199977	Q11921506	P1039
Q9160299	Q313912	Q13204680	P1039
Q65268556	Q11362539	Q20746725	P1039
Q65268556	Q11492211	Q20746725	P1039
Q120798998	Q75539435	Q19680017	P1039
Q4193964	Q28760362		
Q1342340	Q143030	Q76557	P1039
Q3827160	Q3718861		
Q3718861	Q3827160		
Q15725675	Q560333	Q3752578	P1039
Q1372257	Q1382281	Q13204680	P1039
Q1372257	Q3436717	Q10861465	P1039
Q1372257	Q936911	Q3752578	P1039
Q11459592	Q187550	Q61740757	P1039
Q1325288	Q187550	Q61740757	P1039
Q1325288	Q7140551	Q11572068	P1039
Q1147080	Q10874819	Q20746728	P1039
Q314481	Q11371041	Q20746728	P1039
Q314481	Q7140443	Q20746728	P1039
Q314481	Q11612770	Q20746728	P1039
Q314481	Q6997589	Q20746728	P1039
Q837236	Q2478488	Q61740757	P1039
Q837236	Q6639729	Q61740758	P1039
Q837236	Q10368377	Q61740758	P1039
Q7004583	Q110599290	Q20746728	P1039
Q7004785	Q1050395	Q61740758	P1039
Q573584	Q326000	Q3752578	P1039
Q23765834	Q25320	Q13204680	P1039
Q3354760	Q10667712	Q3752578	P1039
Q110137961	Q110591429	Q20746728	P1039
Q110602511	Q110602497	Q61740757	P1039
Q110602511	Q110602964	Q61740757	P1039
Q110602511	Q15929472	Q20746725	P1039
Q110602511	Q110646784	Q61740757	P1039
Q110591429	Q110137961	Q61740758	P1039
Q311153	Q2617033	Q13204680	P1039
Q144287	Q6402167	Q11921506	P1039
Q170046	Q144287	Q12158205	P1039
Q7436770	Q237659	Q76507	P1039
Q1866473	Q22131824	Q18489480	P1039
Q29274920	Q1077542	Q4346792	P1039
Q87591340	Q3340473	Q4994791	P1039
Q566444	Q3697539		
Q566444	Q23748254		
Q566444	Q315405		
Q566444	Q560753		
Q99469654	Q3047902	Q13204680	P1039;P580;P582
Q88065626	Q2835455	Q13204680	P1039
Q88065626	Q70710598	Q4113832	P1039
Q585852	Q525487	Q13184390	P1039
Q3140198	Q545045	Q13184390	P1039
Q2831350	Q124451126	Q9238344	P1039
Q2831350	Q125852822	Q15657883	P1039
Q1987419	Q2287789	Q76557	P1039
Q2287789	Q1987419	Q15224724	P1039
Q2856730	Q19630154	Q4994791	P1039
Q2856730	Q3439647	Q12158205	P1039
Q3439647	Q28023752	Q308194	P1039
Q20080631	Q128769622	Q41823427	P1039
Q18572298	Q5082542	Q9238344	P1039
Q55819312	Q6176081	Q23045211	P1039
Q55819312	Q6758256	Q23045211	P1039
Q55819493	Q6176081	Q23045211	P1039
Q55819493	Q6758256	Q23045211	P1039
Q55819653	Q6176081	Q23045211	P1039
Q55819653	Q6758256	Q23045211	P1039
Q55820302	Q6176081	Q23045211	P1039
Q55820302	Q6758256	Q23045211	P1039
Q378116	Q3384668	Q76557	P1039
Q3124071	Q96514972	Q5992509	P1039
Q2960180	Q55654916	Q31819505	P1039
Q379392	Q315220	Q11921506	P1039
Q11623607	Q11623079	Q61740758	P1039;P1480
Q15614112	Q357249	Q20746725	P1039;P39
Q15614112	Q11090462	Q61740758	P1039
Q311478	Q17223695	Q31819505	P1039
Q111283053	Q111283051	Q61740757	P1039
Q7244776	Q357269	Q15224724;Q20746725	P1039;P39
Q43138836	Q213795		
Q43138836	Q81798154		
Q43138836	Q63485894		
Q5552875	Q109791987	Q12183411	P1039
Q510042	Q3588877	Q23009870	P1039
Q231648	Q50486592	Q23009870	P1039
Q469260	Q462493		
Q469260	Q831419		
Q469260	Q160101		
Q823442	Q317019		
Q823442	Q135399496		
Q71681605	Q65132607	Q183905	P1039
Q604107	Q447981	Q15224724	P1039
Q5271184	Q25206278	Q2500621	P1039
Q5271184	Q9286627	Q4994791	P1039
Q5271184	Q61659949	Q23045211	P1039
