qid	n_geni	n_in_corpus	n_absent	closest_hops	one_export_covers	missing_first_degree	first_degree_total	already_refreshed	sources	geni_in_corpus	geni_absent	names
Q115728076	2	0	2		no	0	0	no	wikidata-p2600		6000000017199288064;6000000109840738968	
Q11573113	2	0	2		no	0	0	no	wikidata-p2600		6000000075423290865;6000000075424447035	
Q115770830	2	0	2		no	0	0	no	wikidata-p2600		6000000028377534143;6000000181915592821	
Q115775983	2	0	2		no	0	0	no	wikidata-p2600		6000000000967096957;6000000002545875901	
Q115778500	2	0	2		no	0	0	no	wikidata-p2600		6000000009756802100;6000000040877941060	
Q115778672	2	0	2		no	0	0	no	wikidata-p2600		6000000003913852416;6000000009756983613	
Q115861521	2	0	2		no	0	0	no	wikidata-p2600		5701500410370078761;6000000012631150760	
Q115864675	2	0	2		no	0	0	no	wikidata-p2600		6000000048215485062;6000000177661534852	
Q115902412	2	0	2		no	0	0	no	wikidata-p2600		1648900;6000000007329954152	
Q115904348	2	0	2		no	0	0	no	wikidata-p2600		6000000008530225802;6000000033304981288	
Q115916335	2	0	2		no	0	0	no	wikidata-p2600		6000000002904932246;6000000206080123905	
Q115923500	2	0	2		no	0	0	no	wikidata-p2600		6000000038191379764;6000000061006505842	
Q115923907	2	0	2		no	0	0	no	wikidata-p2600		6000000006782990536;6000000023828141823	
Q115923933	2	0	2		no	0	0	no	wikidata-p2600		6000000001637055046;6000000137358559857	
Q115924004	2	0	2		no	0	0	no	wikidata-p2600		6000000000229596542;6000000008756035377	
Q115924135	2	0	2		no	0	0	no	wikidata-p2600		6000000026094703421;6000000080648838377	
Q115924136	2	0	2		no	0	0	no	wikidata-p2600		6000000026093799680;6000000080648227514	
Q115924222	2	0	2		no	0	0	no	wikidata-p2600		6000000159551007866;6000000182900070858	
Q116026184	2	0	2		no	0	0	no	wikidata-p2600		6000000005412864814;6000000026942830278	
Q116169367	2	0	2		no	0	0	no	wikidata-p2600		6000000032485760945;6000000050903719302	
Q116179132	3	0	3		no	0	0	no	wikidata-p2600		6000000001877508646;6000000022862653574;6000000175943028822	
Q116196287	2	0	2		no	0	0	no	wikidata-p2600		6000000019886047369;6000000053604003363	
Q116203702	2	0	2		no	0	0	no	wikidata-p2600		6000000017987528953;6000000024824227642	
Q116210430	2	0	2		no	0	0	no	wikidata-p2600		6000000006705017451;6000000053604250129	
Q116215700	2	0	2		no	0	0	no	wikidata-p2600		6000000006705181142;6000000201220354864	
Q116215724	2	0	2		no	0	0	no	wikidata-p2600		6000000006705006398;6000000201220579825	
Q1162332	2	0	2		no	0	0	no	wikidata-p2600		6000000003941051435;6000000026781766962	
Q116270422	2	0	2		no	0	0	no	wikidata-p2600		6000000020351642315;6000000154355213826	
Q116448972	3	0	3		no	0	0	no	wikidata-p2600		6000000042508842101;6000000050143705619;6000000184824696835	
Q116455957	2	0	2		no	0	0	no	wikidata-p2600		6000000024947983899;6000000038109616926	
Q116465666	2	0	2		no	0	0	no	wikidata-p2600		6000000036324778509;6000000114866619875	
Q116466359	2	0	2		no	0	0	no	wikidata-p2600		6000000003691768043;6000000027125631495	
Q116474343	2	0	2		no	0	0	no	wikidata-p2600		6000000003219161665;6000000101308494090	
Q116474348	2	0	2		no	0	0	no	wikidata-p2600		6000000003219362134;6000000218086800843	
Q116481874	2	0	2		no	0	0	no	wikidata-p2600		6000000014193055498;6000000138060013072	
Q116690758	2	0	2		no	0	0	no	wikidata-p2600		6000000011536718820;6000000185397936989	
Q116748672	2	0	2		no	0	0	no	wikidata-p2600		363821538390012350;6000000000934372090	
Q116762324	2	0	2		no	0	0	no	wikidata-p2600		6000000013708502488;6000000106856289902	
Q116762477	2	0	2		no	0	0	no	wikidata-p2600		6000000079659546341;6000000080720349823	
Q116786062	2	0	2		no	0	0	no	wikidata-p2600		6000000013550787633;6000000030621060644	
Q11685102	2	0	2		no	0	0	no	wikidata-p2600		6000000014090840311;6000000216775172847	
Q116855462	2	0	2		no	0	0	no	wikidata-p2600		6000000021179739885;6000000038659917296	
Q116855513	2	0	2		no	0	0	no	wikidata-p2600		6000000006290092487;6000000006290092705	
Q11697257	2	0	2		no	0	0	no	wikidata-p2600		6000000037175967968;6000000190455000350	
Q116974510	2	0	2		no	0	0	no	wikidata-p2600		6000000008496363760;6000000199626338847	
Q11698707	2	0	2		no	0	0	no	wikidata-p2600		6000000023295420040;6000000190455268066	
Q117031856	2	0	2		no	0	0	no	wikidata-p2600		6000000019206529285;6000000179340029852	
Q117038817	2	0	2		no	0	0	no	wikidata-p2600		6000000078807758172;6000000177340846831	
Q117069984	2	0	2		no	0	0	no	wikidata-p2600		6000000128216703821;6000000151735919821	
Q11716506	2	0	2		no	0	0	no	wikidata-p2600		6000000019923566695;6000000041111775140	
Q117187869	2	0	2		no	0	0	no	wikidata-p2600		6000000026107262949;6000000027614032031	
Q11719503	2	0	2		no	0	0	no	wikidata-p2600		6000000002665145596;6000000175916631853	
Q11719606	2	0	2		no	0	0	no	wikidata-p2600		6000000014820643219;6000000209175012851	
Q11724541	2	0	2		no	0	0	no	wikidata-p2600		6000000018647383091;6000000028264765763	
Q117260681	2	0	2		no	0	0	no	wikidata-p2600		295287536000005420;6000000000925500265	
Q11731214	2	0	2		no	0	0	no	wikidata-p2600		6000000192274874832;6000000192275203824	
Q117313987	2	0	2		no	0	0	no	wikidata-p2600		6000000019188924076;6000000041885850935	
Q117325276	2	0	2		no	0	0	no	wikidata-p2600		6000000000550140061;6000000192953407849	
Q11733314	2	0	2		no	0	0	no	wikidata-p2600		6000000075502675210;6000000075503031933	
Q11737091	2	0	2		no	0	0	no	wikidata-p2600		6000000019658744061;6000000025737738028	
Q117427289	2	0	2		no	0	0	no	wikidata-p2600		6000000003939362470;6000000159902051866	
Q117450030	2	0	2		no	0	0	no	wikidata-p2600		6000000006821286571;6000000011222002460	
Q117450260	2	0	2		no	0	0	no	wikidata-p2600		6000000003939075902;6000000003987456087	
Q117465339	2	0	2		no	0	0	no	wikidata-p2600		6000000000795188004;6000000001909475547	
Q11749091	2	0	2		no	0	0	no	wikidata-p2600		6000000015153343008;6000000121952205899	
Q117491117	2	0	2		no	0	0	no	wikidata-p2600		6000000038285113961;6000000181230772968	
Q117500005	2	0	2		no	0	0	no	wikidata-p2600		6000000002116240431;6000000010913908206	
Q11755969	2	0	2		no	0	0	no	wikidata-p2600		6000000015185500876;6000000190457919114	
Q11756037	2	0	2		no	0	0	no	wikidata-p2600		6000000015185969310;6000000022875220338	
Q11763922	2	0	2		no	0	0	no	wikidata-p2600		6000000094268666821;6000000182736052938	
Q11767923	2	0	2		no	0	0	no	wikidata-p2600		6000000130727280821;6000000130745185821	
Q117750285	2	0	2		no	0	0	no	wikidata-p2600		6000000006919401522;6000000103330216029	
Q117782123	2	0	2		no	0	0	no	wikidata-p2600		6000000074448833216;6000000179752730914	
Q11779047	2	0	2		no	0	0	no	wikidata-p2600		6000000000557853176;6000000003273391239	
Q11780842	3	0	3		no	0	0	no	wikidata-p2600		6000000022669154858;6000000022671341176;6000000053783635924	
Q117846045	2	0	2		no	0	0	no	wikidata-p2600		6000000071714652906;6000000082889786862	
Q11801122	2	0	2		no	0	0	no	wikidata-p2600		6000000040308402366;6000000183341830874	
Q118109743	2	0	2		no	0	0	no	wikidata-p2600		6000000022796632230;6000000088697319863	
Q118146480	2	0	2		no	0	0	no	wikidata-p2600		6000000051385262886;6000000132322233857	
Q118146509	2	0	2		no	0	0	no	wikidata-p2600		6000000137355194877;6000000166197428848	
Q118146535	2	0	2		no	0	0	no	wikidata-p2600		6000000011412827796;6000000137356794849	
Q118146536	2	0	2		no	0	0	no	wikidata-p2600		6000000006290318725;6000000137352705306	
Q118146538	2	0	2		no	0	0	no	wikidata-p2600		6000000011412752157;6000000137356281940	
Q118146540	2	0	2		no	0	0	no	wikidata-p2600		6000000001637053959;6000000012714435214	
Q118152918	2	0	2		no	0	0	no	wikidata-p2600		6000000011403401898;6000000137356043999	
Q118352142	2	0	2		no	0	0	no	wikidata-p2600		6000000032280567822;6000000079579683924	
Q118444410	2	0	2		no	0	0	no	wikidata-p2600		6000000003468345891;6000000024832985218	
Q11860256	2	0	2		no	0	0	no	wikidata-p2600		6000000004655698186;6000000069756254559	
Q118868989	2	0	2		no	0	0	no	wikidata-p2600		6000000016034616747;6000000195386603080	
Q118868992	2	0	2		no	0	0	no	wikidata-p2600		6000000029324796275;6000000195386603123	
Q118876	2	0	2		no	0	0	no	wikidata-p2600		6000000039321640845;6000000044440044114	
Q118986032	2	0	2		no	0	0	no	wikidata-p2600		6000000021541830470;6000000222110243856	
Q119358567	2	0	2		no	0	0	no	wikidata-p2600		6000000012157159321;6000000080759253386	
Q11994430	2	0	2		no	0	0	no	wikidata-p2600		6000000084112634954;6000000190578686847	
Q12014435	2	0	2		no	0	0	no	wikidata-p2600		6000000083069027032;6000000177211903841	
Q120175311	2	0	2		no	0	0	no	wikidata-p2600		6000000012125818607;6000000180172750827	
Q12060949	2	0	2		no	0	0	no	wikidata-p2600		6000000002882057241;6000000084376527032	
Q12061121	2	0	2		no	0	0	no	wikidata-p2600		351713979770011850;6000000039611599657	
Q120719373	2	0	2		no	0	0	no	wikidata-p2600		6000000000954669672;6000000006444307156	
Q120719503	2	0	2		no	0	0	no	wikidata-p2600		6000000003771656021;6000000012178228790	
Q120719504	2	0	2		no	0	0	no	wikidata-p2600		6000000006444967038;6000000012178581228	
Q120782507	2	0	2		no	0	0	no	wikidata-p2600		6000000018544565385;6000000083424839327	
Q120834563	2	0	2		no	0	0	no	wikidata-p2600		6000000003939509515;6000000007921472632	
Q120835636	2	0	2		no	0	0	no	wikidata-p2600		6000000092248320865;6000000092290376885	
Q120868164	2	0	2		no	0	0	no	wikidata-p2600		6000000027842760852;6000000215609032822	
Q120868198	2	0	2		no	0	0	no	wikidata-p2600		6000000027842421554;6000000215721773821	
Q120931433	2	0	2		no	0	0	no	wikidata-p2600		6000000184824427856;6000000215411619826	
Q120931530	2	0	2		no	0	0	no	wikidata-p2600		6000000024824020480;6000000184823518917	
Q120962051	2	0	2		no	0	0	no	wikidata-p2600		6000000018647719195;6000000193578669861	
Q120999339	2	0	2		no	0	0	no	wikidata-p2600		6000000044502325276;6000000215783803823	
Q121008605	2	0	2		no	0	0	no	wikidata-p2600		6000000006704961613;6000000053604659880	
Q121010047	2	0	2		no	0	0	no	wikidata-p2600		6000000025359217336;6000000028265475116	
Q121010049	3	0	3		no	0	0	no	wikidata-p2600		6000000025359154270;6000000028265606953;6000000087356990351	
Q121029065	2	0	2		no	0	0	no	wikidata-p2600		6000000014980832154;6000000212948027845	
Q121064031	2	0	2		no	0	0	no	wikidata-p2600		6000000015346451606;6000000022953204311	
Q121093043	2	0	2		no	0	0	no	wikidata-p2600		6000000082670470610;6000000086636184844	
Q121094789	2	0	2		no	0	0	no	wikidata-p2600		6000000011749904336;6000000204653336843	
Q121125985	2	0	2		no	0	0	no	wikidata-p2600		6000000174716755145;6000000224022805826	
Q121290320	2	0	2		no	0	0	no	wikidata-p2600		6000000020358094089;6000000085311900913	
Q121290385	2	0	2		no	0	0	no	wikidata-p2600		6000000020357297240;6000000177587312821	
Q121290590	2	0	2		no	0	0	no	wikidata-p2600		6000000025417834713;6000000037376402697	
Q121339523	2	0	2		no	0	0	no	wikidata-p2600		6000000094778300855;6000000193086479896	
Q121339763	2	0	2		no	0	0	no	wikidata-p2600		6000000094777797041;6000000193086672878	
Q121409641	2	0	2		no	0	0	no	wikidata-p2600		6000000021287187687;6000000039480157291	
Q121477612	2	0	2		no	0	0	no	wikidata-p2600		6000000039319121802;6000000044762955915	
Q121477888	2	0	2		no	0	0	no	wikidata-p2600		6000000039319549709;6000000044763534866	
Q121483776	2	0	2		no	0	0	no	wikidata-p2600		6000000015185491416;6000000015346316791	
Q12148532	3	0	3		no	0	0	no	wikidata-p2600		6000000011646122096;6000000190048483992;6000000190048483995	
Q121536547	2	0	2		no	0	0	no	wikidata-p2600		6000000044502081463;6000000050134271852	
Q121536805	2	0	2		no	0	0	no	wikidata-p2600		6000000014980560094;6000000050133894078	
Q121547236	2	0	2		no	0	0	no	wikidata-p2600		6000000003681332467;6000000026986650318	
Q12157828	2	0	2		no	0	0	no	wikidata-p2600		6000000116748595634;6000000131449366187	
Q121600806	2	0	2		no	0	0	no	wikidata-p2600		6000000039321089021;6000000224171753821	
Q121600809	2	0	2		no	0	0	no	wikidata-p2600		6000000003939881172;6000000021078134977	
Q121602581	2	0	2		no	0	0	no	wikidata-p2600		6000000014192954718;6000000224178872828	
Q121789716	2	0	2		no	0	0	no	wikidata-p2600		6000000031389858846;6000000085440670004	
Q121850376	2	0	2		no	0	0	no	wikidata-p2600		6000000001299265121;6000000200139872411	
Q121851129	2	0	2		no	0	0	no	wikidata-p2600		5122164556700055508;6000000003940464788	
Q121851169	2	0	2		no	0	0	no	wikidata-p2600		6000000001637082153;6000000003938962031	
Q121851173	2	0	2		no	0	0	no	wikidata-p2600		6000000003937836911;6000000003938962037	
Q121862861	2	0	2		no	0	0	no	wikidata-p2600		6000000003940255070;6000000038026374986	
Q121862864	2	0	2		no	0	0	no	wikidata-p2600		6000000002663148953;6000000038026456911	
Q121879215	2	0	2		no	0	0	no	wikidata-p2600		6000000014883498015;6000000183961266825	
Q121886595	2	0	2		no	0	0	no	wikidata-p2600		6000000013932668866;6000000209563795823	
Q121887589	2	0	2		no	0	0	no	wikidata-p2600		6000000001380352693;6000000209567780843	
Q121888428	2	0	2		no	0	0	no	wikidata-p2600		6000000014193954340;6000000209568236840	
Q121888649	2	0	2		no	0	0	no	wikidata-p2600		6000000023341192042;6000000190455000356	
Q121889297	2	0	2		no	0	0	no	wikidata-p2600		6000000038082649363;6000000205507802824	
Q121890022	2	0	2		no	0	0	no	wikidata-p2600		6000000001383046212;6000000008851585147	
Q122148115	2	0	2		no	0	0	no	wikidata-p2600		6000000043912623055;6000000082000821044	
Q122148116	2	0	2		no	0	0	no	wikidata-p2600		6000000002678085890;6000000043926007305	
Q122184846	2	0	2		no	0	0	no	wikidata-p2600		6000000015388590001;6000000176784510825	
Q122198076	2	0	2		no	0	0	no	wikidata-p2600		6000000001212844769;6000000006519403589	
Q122259201	2	0	2		no	0	0	no	wikidata-p2600		6000000002703766718;6000000004630613986	
Q122259202	2	0	2		no	0	0	no	wikidata-p2600		6000000000571078562;6000000013270319741	
Q122372337	2	0	2		no	0	0	no	wikidata-p2600		6000000025085571195;6000000059902479033	
Q122382380	4	0	4		no	0	0	no	wikidata-p2600		6000000014661708587;6000000021417581436;6000000044786278821;6000000050006595096	
Q122387351	2	0	2		no	0	0	no	wikidata-p2600		6000000064577875830;6000000215173014828	
Q122441572	2	0	2		no	0	0	no	wikidata-p2600		6000000001382780749;6000000112348823828	
Q122453987	2	0	2		no	0	0	no	wikidata-p2600		6000000013072467055;6000000087361598229	
Q122664423	2	0	2		no	0	0	no	wikidata-p2600		6000000039633224271;6000000039645719128	
Q122706137	2	0	2		no	0	0	no	wikidata-p2600		6000000008415697201;6000000190459360848	
Q122706227	2	0	2		no	0	0	no	wikidata-p2600		6000000017758870777;6000000190459360886	
Q122706492	2	0	2		no	0	0	no	wikidata-p2600		6000000017761377043;6000000190459360892	
Q122724156	2	0	2		no	0	0	no	wikidata-p2600		6000000022669484900;6000000024763230207	
Q122724182	2	0	2		no	0	0	no	wikidata-p2600		6000000022665298840;6000000024763336393	
Q122724187	2	0	2		no	0	0	no	wikidata-p2600		6000000014945624212;6000000052262235886	
Q122726452	3	0	3		no	0	0	no	wikidata-p2600		6000000022664471005;6000000053781565892;6000000125111639871	
Q122731705	2	0	2		no	0	0	no	wikidata-p2600		6000000015184478661;6000000015184596680	
Q122745967	2	0	2		no	0	0	no	wikidata-p2600		6000000022669274288;6000000024763674115	
Q122761256	2	0	2		no	0	0	no	wikidata-p2600		6000000022670265744;6000000024763790895	
Q122761298	2	0	2		no	0	0	no	wikidata-p2600		6000000014945829471;6000000022670182588	
Q122762362	2	0	2		no	0	0	no	wikidata-p2600		6000000039633021528;6000000039645719254	
Q122767083	2	0	2		no	0	0	no	wikidata-p2600		6000000020008455349;6000000134761153411	
Q122775844	2	0	2		no	0	0	no	wikidata-p2600		6000000011323189489;6000000039644335142	
Q122781284	2	0	2		no	0	0	no	wikidata-p2600		6000000028110462866;6000000039732375946	
Q122801911	2	0	2		no	0	0	no	wikidata-p2600		6000000036647139506;6000000192307125832	
Q122808597	2	0	2		no	0	0	no	wikidata-p2600		6000000000632099032;6000000140299639836	
Q122811311	3	0	3		no	0	0	no	wikidata-p2600		6000000000211144777;6000000084230918119;6000000140299639868	
Q122811529	2	0	2		no	0	0	no	wikidata-p2600		6000000016036369582;6000000047019455883	
Q122814297	2	0	2		no	0	0	no	wikidata-p2600		6000000008319722479;6000000030751196779	
Q1229894	2	0	2		no	0	0	no	wikidata-p2600		6000000022373694236;6000000042046544412	
Q123000883	2	0	2		no	0	0	no	wikidata-p2600		6000000027150740054;6000000046229968915	
Q123012619	2	0	2		no	0	0	no	wikidata-p2600		6000000045423899837;6000000082554502059	
Q123224157	2	0	2		no	0	0	no	wikidata-p2600		6000000039000594490;6000000068026925076	
Q123224768	2	0	2		no	0	0	no	wikidata-p2600		1544654;6000000039616880919	
Q123224770	2	0	2		no	0	0	no	wikidata-p2600		1544652;6000000020649422905	
Q123238333	2	0	2		no	0	0	no	wikidata-p2600		6000000021996571389;6000000024462418029	
Q123285367	2	0	2		no	0	0	no	wikidata-p2600		6000000015712413889;6000000192194068376	
Q12330140	2	0	2		no	0	0	no	wikidata-p2600		6000000011306996310;6000000098038242914	
Q123337619	2	0	2		no	0	0	no	wikidata-p2600		6000000014067092176;6000000032121057922	
Q123337646	2	0	2		no	0	0	no	wikidata-p2600		6000000014066382861;6000000032118133779	
Q123347407	2	0	2		no	0	0	no	wikidata-p2600		6000000016682061713;6000000185431628856	
Q123376592	2	0	2		no	0	0	no	wikidata-p2600		6000000046284159016;6000000090936222822	
Q123397723	2	0	2		no	0	0	no	wikidata-p2600		6000000024827620643;6000000222728795864	
Q123402515	2	0	2		no	0	0	no	wikidata-p2600		6000000006252151668;6000000020957596387	
Q123438460	2	0	2		no	0	0	no	wikidata-p2600		6000000003941239048;6000000199626866836	
Q123461194	2	0	2		no	0	0	no	wikidata-p2600		6000000015864949995;6000000039632680541	
Q123473553	2	0	2		no	0	0	no	wikidata-p2600		6000000029877748493;6000000079199332821	
Q123551017	2	0	2		no	0	0	no	wikidata-p2600		6000000023738289923;6000000173585655513	
Q123556412	2	0	2		no	0	0	no	wikidata-p2600		6000000008018618359;6000000081002682338	
Q123556421	2	0	2		no	0	0	no	wikidata-p2600		6000000000475109491;6000000081002832280	
Q123559911	2	0	2		no	0	0	no	wikidata-p2600		6000000031687535343;6000000038876504795	
Q123631823	2	0	2		no	0	0	no	wikidata-p2600		6000000001843231451;6000000119965958861	
Q123651532	2	0	2		no	0	0	no	wikidata-p2600		6000000026477121886;6000000182540540861	
Q123668560	2	0	2		no	0	0	no	wikidata-p2600		6000000000284219465;6000000000284245744	
Q123669353	2	0	2		no	0	0	no	wikidata-p2600		6000000002364343637;6000000026702106239	
Q123687910	2	0	2		no	0	0	no	wikidata-p2600		6000000012421282935;6000000023866246141	
Q123694370	2	0	2		no	0	0	no	wikidata-p2600		6000000086424343933;6000000174720902902	
Q123694915	2	0	2		no	0	0	no	wikidata-p2600		6000000015182958966;6000000023756545693	
Q123702106	2	0	2		no	0	0	no	wikidata-p2600		6000000007418556860;6000000038449595521	
Q123702202	2	0	2		no	0	0	no	wikidata-p2600		6000000090080419962;6000000111565896823	
Q123703052	2	0	2		no	0	0	no	wikidata-p2600		6000000014891747852;6000000035198564982	
Q12379181	2	0	2		no	0	0	no	wikidata-p2600		6000000008636189321;6000000015594488545	
Q123915883	2	0	2		no	0	0	no	wikidata-p2600		6000000028278336493;6000000056929300141	
Q123991445	2	0	2		no	0	0	no	wikidata-p2600		6000000023839032858;6000000024306654482	
Q123992196	2	0	2		no	0	0	no	wikidata-p2600		6000000013113161678;6000000029678041096	
Q123992431	2	0	2		no	0	0	no	wikidata-p2600		6000000002268627780;6000000024682050611	
Q124000623	2	0	2		no	0	0	no	wikidata-p2600		6000000003938015903;6000000200137353408	
Q124014176	2	0	2		no	0	0	no	wikidata-p2600		6000000003938203442;6000000005415337876	
Q124014302	2	0	2		no	0	0	no	wikidata-p2600		6000000016819265816;6000000030225883171	
Q124029400	2	0	2		no	0	0	no	wikidata-p2600		6000000016457784705;6000000082755810152	
Q124079420	2	0	2		no	0	0	no	wikidata-p2600		6000000015346371975;6000000042508730533	
Q124080024	2	0	2		no	0	0	no	wikidata-p2600		6000000040415353614;6000000085100512013	
Q124089731	2	0	2		no	0	0	no	wikidata-p2600		6000000047381902197;6000000089109321912	
Q124089838	2	0	2		no	0	0	no	wikidata-p2600		6000000015977976299;6000000085034422963	
Q124089845	2	0	2		no	0	0	no	wikidata-p2600		6000000011943824767;6000000187072103371	
Q124157388	2	0	2		no	0	0	no	wikidata-p2600		6000000015346160816;6000000046097358070	
Q124172713	2	0	2		no	0	0	no	wikidata-p2600		6000000012170451830;6000000020378769597	
Q124172801	2	0	2		no	0	0	no	wikidata-p2600		6000000000336233700;6000000018678045227	
Q124247202	2	0	2		no	0	0	no	wikidata-p2600		6000000046664709821;6000000072328548057	
Q124289107	2	0	2		no	0	0	no	wikidata-p2600		6000000014058418605;6000000039438478038	
Q124289309	2	0	2		no	0	0	no	wikidata-p2600		6000000044502485199;6000000215785513823	
Q124300319	2	0	2		no	0	0	no	wikidata-p2600		6000000002073423246;6000000027214819579	
Q124307101	2	0	2		no	0	0	no	wikidata-p2600		6000000003323593220;6000000183277873959	
Q124307108	2	0	2		no	0	0	no	wikidata-p2600		6000000003323621151;6000000183280152847	
Q124325749	2	0	2		no	0	0	no	wikidata-p2600		6000000033116180234;6000000068575990857	
Q124326947	2	0	2		no	0	0	no	wikidata-p2600		6000000008300650494;6000000078134273753	
Q124327970	2	0	2		no	0	0	no	wikidata-p2600		309085786930002796;6000000173104918867	
Q124353338	2	0	2		no	0	0	no	wikidata-p2600		6000000050133709164;6000000133417750081	
Q124353362	2	0	2		no	0	0	no	wikidata-p2600		6000000014981761389;6000000041168422976	
Q124364151	2	0	2		no	0	0	no	wikidata-p2600		6000000031833162600;6000000098828040972	
Q124364167	2	0	2		no	0	0	no	wikidata-p2600		6000000012960714484;6000000031833209499	
Q124364351	2	0	2		no	0	0	no	wikidata-p2600		6000000081787391384;6000000188260709031	
Q124422893	2	0	2		no	0	0	no	wikidata-p2600		6000000151089613825;6000000152383773903	
Q124423371	2	0	2		no	0	0	no	wikidata-p2600		6000000019664170307;6000000196467751851	
Q124652237	2	0	2		no	0	0	no	wikidata-p2600		6000000065636914699;6000000178215599823	
Q124660918	2	0	2		no	0	0	no	wikidata-p2600		6000000014768990746;6000000210735903843	
Q124684448	2	0	2		no	0	0	no	wikidata-p2600		6000000189173264835;6000000192675079926	
Q124684458	2	0	2		no	0	0	no	wikidata-p2600		6000000189173496822;6000000192659962830	
Q124685389	2	0	2		no	0	0	no	wikidata-p2600		6000000026107200938;6000000027614084973	
Q124695737	2	0	2		no	0	0	no	wikidata-p2600		6000000003040502160;6000000195067103853	
Q124719193	2	0	2		no	0	0	no	wikidata-p2600		6000000024487950501;6000000198695531470	
Q124719587	2	0	2		no	0	0	no	wikidata-p2600		6000000000211147535;6000000002705083028	
Q124721262	2	0	2		no	0	0	no	wikidata-p2600		6000000002980195078;6000000020880925683	
Q124721276	2	0	2		no	0	0	no	wikidata-p2600		6000000002802943228;6000000026282572922	
Q124742480	2	0	2		no	0	0	no	wikidata-p2600		6000000014959511309;6000000215547273829	
Q124750477	2	0	2		no	0	0	no	wikidata-p2600		6000000014960456999;6000000015153221217	
Q124755116	2	0	2		no	0	0	no	wikidata-p2600		6000000090934228077;6000000206987884895	
Q124798606	2	0	2		no	0	0	no	wikidata-p2600		6000000083821742946;6000000224209954882	
Q124804792	4	0	4		no	0	0	no	wikidata-p2600		6000000033244539979;6000000038237952537;6000000043660070078;6000000053549922189	
Q124804809	2	0	2		no	0	0	no	wikidata-p2600		6000000033244627880;6000000038238358869	
Q124832875	2	0	2		no	0	0	no	wikidata-p2600		6000000028266010427;6000000094082718906	
Q124832907	2	0	2		no	0	0	no	wikidata-p2600		6000000014947925354;6000000028266053545	
Q124833169	2	0	2		no	0	0	no	wikidata-p2600		6000000028266185543;6000000043455443167	
Q124833256	2	0	2		no	0	0	no	wikidata-p2600		6000000014726531080;6000000028266365031	
Q124881094	2	0	2		no	0	0	no	wikidata-p2600		6000000022290681171;6000000033023814946	
Q124883211	2	0	2		no	0	0	no	wikidata-p2600		6000000025902690120;6000000035137253125	
Q1249126	2	0	2		no	0	0	no	wikidata-p2600		6000000075076619861;6000000078044074255	
Q124958871	2	0	2		no	0	0	no	wikidata-p2600		6000000015185878047;6000000044502137967	
Q124988497	2	0	2		no	0	0	no	wikidata-p2600		6000000011909486807;6000000122266679893	
Q125024550	2	0	2		no	0	0	no	wikidata-p2600		6000000039480372892;6000000222419367923	
Q125142540	2	0	2		no	0	0	no	wikidata-p2600		6000000001413361513;6000000042777363201	
Q125145854	2	0	2		no	0	0	no	wikidata-p2600		6000000008259864779;6000000015395208057	
Q125217	2	0	2		no	0	0	no	wikidata-p2600		6000000189216797842;6000000210380433854	
Q125218498	2	0	2		no	0	0	no	wikidata-p2600		6000000006981012572;6000000089035823822	
Q125228985	2	0	2		no	0	0	no	wikidata-p2600		6000000006981292057;6000000089035177935	
Q125256526	2	0	2		no	0	0	no	wikidata-p2600		6000000019214689104;6000000029760595896	
Q125274957	2	0	2		no	0	0	no	wikidata-p2600		6000000015151646073;6000000015346562176	
Q125303244	2	0	2		no	0	0	no	wikidata-p2600		6000000040748310118;6000000181195261863	
Q1253207	2	0	2		no	0	0	no	wikidata-p2600		5212566206330042141;6000000004882604339	
Q125334885	2	0	2		no	0	0	no	wikidata-p2600		6000000015150619495;6000000174721180157	
Q125335039	2	0	2		no	0	0	no	wikidata-p2600		6000000015150671216;6000000210565555821	
Q125657870	2	0	2		no	0	0	no	wikidata-p2600		6000000015346608905;6000000024948325476	
Q125684776	2	0	2		no	0	0	no	wikidata-p2600		6000000032120744535;6000000090936608822	
Q125685746	2	0	2		no	0	0	no	wikidata-p2600		6000000006706505796;6000000044787159886	
Q125697925	2	0	2		no	0	0	no	wikidata-p2600		6000000021478569281;6000000046800508881	
Q125705841	2	0	2		no	0	0	no	wikidata-p2600		6000000017411832409;6000000189913374821	
Q125781335	2	0	2		no	0	0	no	wikidata-p2600		6000000014946507506;6000000206194284836	
Q125782370	2	0	2		no	0	0	no	wikidata-p2600		6000000009204753188;6000000014983978309	
Q125826732	2	0	2		no	0	0	no	wikidata-p2600		6000000044499349475;6000000050133871067	
Q126011301	2	0	2		no	0	0	no	wikidata-p2600		6000000003940729768;6000000191745820823	
Q126031921	2	0	2		no	0	0	no	wikidata-p2600		6000000014559760032;6000000024823694298	
Q126094319	2	0	2		no	0	0	no	wikidata-p2600		6000000038240102938;6000000212948928838	
Q126111450	2	0	2		no	0	0	no	wikidata-p2600		6000000019204426809;6000000179258968823	
Q126198423	2	0	2		no	0	0	no	wikidata-p2600		6000000087927312865;6000000174721232145	
Q126364777	2	0	2		no	0	0	no	wikidata-p2600		6000000017199228704;6000000094777978871	
Q126364778	2	0	2		no	0	0	no	wikidata-p2600		6000000017199153716;6000000094777789989	
Q126365392	2	0	2		no	0	0	no	wikidata-p2600		6000000017307104993;6000000081928739853	
Q126366432	3	0	3		no	0	0	no	wikidata-p2600		6000000028264804731;6000000094084015939;6000000184873529847	
Q126366453	2	0	2		no	0	0	no	wikidata-p2600		6000000014947484900;6000000215528525858	
