round	slot	from_geni	from_fs_id	ours_unmatched	theirs_unmatched
13	child	6000000003095028800	93MB-D8X	6000000110802856896;6000000003492083101;6000000014233831989	K48Y-KM6;KL6P-LTJ;KZYV-W94;L2TH-4K5
13	child	6000000003282478062	LZYC-MYN	6000000002301685738	LCRV-JH6;MC5Q-GZL;MT15-152;MT15-154;MT15-1PP
13	spouse	6000000003492055177	L4W9-Q46	6000000003492007281	L4W9-QTC
13	child	6000000005607123699	LCTV-W12	6000000005607109544;6000000008429182884;6000000005607123822;6000000005607123857;6000000006171215641;6000000008686071898	24RH-C3B;27J5-4CJ;G7QJ-KLN;LHH3-XZC;LW1Y-G7J;LWYJ-S53;M1DT-1Y1
13	child	6000000007979874771	PZTD-NNJ	6000000005606913959	G4DL-MWF
13	child	6000000003491940987	L8RD-X17	6000000005607089187;6000000005607099237;6000000005607099223;6000000005607099231;6000000110800419070	G7CZ-MBY;K887-6ND;L7JW-5PG;L8RD-XYC
13	spouse	6000000003095033144	L4S2-FB3	6000000005607311641	LWJR-TK4
13	child	6000000003095033144	L4S2-FB3	6000000008130955054;6000000110812806966;6000000110812806931	K2S7-73R;MFFD-PLV
13	child	6000000004255129908	KJJ4-9BB	6000000003095022939;6000000000496977730;6000000003095022929	KJJW-SNX;L4SQ-9BB;L7B4-62F
13	child	6000000005606886567	LH7K-5FK	6000000003095060557	L2W4-HTL;L7B1-CXP;LH7K-5NZ
13	child	6000000006582663777	LCM5-ZNY	6000000014510214550;6000000201040364830	L9C6-PW6
13	child	4819595081650126466	KPDG-NFT	6000000006171211080;6000000002844043473;6000000002843994407;6000000003094919630;6000000005942501751	27YB-SCJ;KLGX-H8G;KPDG-PKR;L78H-7BL;LHR6-F7Y;MFX2-T2R;MFXY-MH3
13	child	6000000015924905417	LH8L-CNZ	6000000003492055036;6000000003492055053;6000000003492055063;6000000003492055068;6000000003492055075;6000000003492055080;6000000003492055085	KNBG-995;KNBG-MR3;L3SZ-WGL;L443-J32;LH8L-CC7;MC66-BM8;MC66-Y18;MDJD-YWX;MTHB-YMS
13	child	6000000007012923849	KCFT-D27	6000000003095137672;6000000035067872742;6000000035067797757	KCY7-GML;KL8M-DX7;LHL5-82N
13	spouse	6000000003094956468	LZYC-9Q8	6000000003095168294	LXKP-R3W
13	child	6000000003043516375	LZ46-49Y	6000000003173346398;6000000003043677348;6000000001169232896;6000000002452584762;6000000185449575084	G78T-KM9;KLY7-F24;L7TY-XN3;MGWL-Q8K
13	child	6000000005606855575	L7NG-7TW	6000000005607077060;6000000005607077035;6000000005606855559;6000000002801150701;6000000005607073999;6000000009574897812;6000000005607077043;6000000202710927857;6000000015374431464	2H74-NQ3;2H7C-MP3;2H7C-MRB;2HQR-229;GFG1-SX3;GYPF-VMQ;KCZN-CRP;M1G4-F2V;MFFW-FXR
13	child	6000000005930457390	GSVP-1L6	6000000009144086268;6000000181233318835;6000000005607196920;6000000110658726990;6000000110658727060	GS2Y-BNJ;L4BZ-W7M;L71B-LYP;MFFZ-8GZ
13	child	6000000007980672770	LH3B-FWP	6000000001770110775;6000000034770459846;6000000001169239662;6000000001169239678;6000000200516292908	27VP-1NH;KZD6-5JN;L62C-3XT;L7FP-2J2;L7P4-8KG;L9PS-RFG;L9PS-RFX;LQRC-K52;LQRC-V7C
13	child	6000000005608892444	KL68-C13	6000000003491944378;6000000014515041106;6000000016332365059	L713-DCC;MH7R-8CW
13	child	6000000006912762385	LZJ3-2SS	6000000003095006587;6000000008688089020	2D6P-CXW;2N1F-4MK;GMLW-NXT;GZZ8-JQW;KVLP-WGN;L1KL-4R1;L2CC-9Y6;L6HP-BHF;L897-YLQ;LC1Z-KDY;LHFM-17C;LHJ9-7P3;LV17-RYF;LVY6-M6N;PCNW-VZQ
13	child	6000000005607187125	27XR-RG6	6000000036546305095;6000000011846708534;6000000020906430104;6000000036545965130;6000000011838476293;6000000036545869200;6000000005609226369;6000000036546510103;6000000036546950846;6000000186733844841	KCMN-BC1;KHG4-TJD;LCRV-SQL
13	child	6000000006776185252	KPHW-XH9	6000000005609207958;6000000003095033511;6000000003095033516	K26T-5C9;L8RR-ZWP
13	child	5206025401080127175	LCX7-34D	5206018765620031876;6000000010547998901	GGWL-Q26;K2XF-R9D;LCX7-SDY;LZDG-FBZ;MGHJ-9PP
13	child	6000000009665708972	LHCV-C3T	6000000009665873536	KCN5-8SP;KCQY-KSZ;KZNF-N3W
13	spouse	6000000001770188374	LH6R-G7T	6000000001770188390	27V5-M8N
13	child	6000000001770188374	LH6R-G7T	6000000046233736874;321979883380007363	KZGB-1LX;KZJR-5N8;L7PZ-TTK;LWF8-VYC;MPXK-771
13	child	6000000002953796651	LWTF-S9T	6000000002807260617	GPPD-VNK;LZB7-ZF1
13	child	6000000005606873677	LR3N-D63	6000000005606873652;6000000005606983630	2Z8Q-P48;GG83-45T;LDBY-X1Y
13	child	6000000006776187522	KLC9-9CL	6000000006776187472	KDSH-QTR;L4SB-3FK;L4SB-SPP;L4SB-SRJ
13	child	6000000003492049102	L7JS-FF4	6000000003492045918	KJPP-W4Z
13	child	6000000003492037569	LZXF-K3F	6000000003492037599;6000000220551530887	KZXC-SDS;L3S8-CS9;MFJX-63X
13	child	6000000002374987364	LZXY-9M5	5342771646520104976;6000000005607020193;6000000005607020233;5342777370700131077	242T-J8K;9Q1K-8DF;KNDF-YDY;LQRB-Z86
13	child	6000000003094949411	LHFZ-C8C	6000000006979624714;6000000003095080058;6000000003095080064;6000000003095080071	GX1B-QG1;KH8L-KKR;L1HS-85S;L4H6-5D4;LHF4-N51
13	child	6000000005607365222	L1NK-1CC	6000000005607373338	KN1L-G4L
13	child	6000000002843994290	KPDG-PMD	6000000006171211080;6000000002844043473;6000000002843994407;6000000003094919630;6000000005942501751	27YB-SCJ;KLGX-H8G;KPDG-PKR;L78H-7BL;LHR6-F7Y;MFX2-T2R;MFXY-MH3
13	spouse	6000000219892773842	LDSY-76H	6000000007424636598	LDSY-7DL;LDSY-7X5
14	child	6000000001744889539	L83J-BXC	6000000001501065025;6000000005598851643;6000000002187755683;6000000029032996632	9HY4-K6R;GR1Y-RCM;L87F-RDB;LYNJ-Z8N
14	child	6000000003094935061	KVG3-ZB6	6000000007774553544	KVG3-8CW;KVG3-8R6;KVG3-FPP;LJJS-PZ1;LZYC-M5T;M7V3-X6K
14	child	6000000002845973162	LCMD-YF8	6000000005609102895;6000000005606916439;6000000005606916426;6000000193728548833	LQ5D-323;LQ5D-S2K;LVH3-724
14	child	6000000002390902516	L4TD-YS1	6000000007980617544;6000000002390809426;6000000003095036136;6000000003095036150;6000000006171215784;6000000072645927069	27LC-PH1;2WNS-GRB;LH25-XBX;LHJ9-9RF;LW1Y-GQS
14	child	6000000002301081821	L719-1Y4	6000000028614019021	K2TQ-GDB;K2TQ-GN2;L719-151;P47W-DZ1
14	child	6000000002376475916	LBV9-CQM	6000000005607362479;6000000014361509931;6000000014791757594	273Z-RD8;GWL7-GN4
14	child	6000000003102077916	L2ZW-Z8K	6000000001169237236;6000000007260273284;6000000005607618945	L71W-SNX;LKYF-C7T;LRYZ-V96
14	child	6000000013716358618	27TZ-BF5	6000000005608905391;6000000005609518037	L713-XJZ;L74L-WNC;LQ5H-619
14	child	6000000005607123584	L7N1-9HR	6000000006776171191;6000000227419978857;6000000227420072827;6000000227420034865	27YG-H17;LWMW-5ZS;MFVX-L7R
14	child	6000000007980739225	GRXT-RTQ	6000000005607268846;6000000118056357970;6000000005607268833;6000000005607268861	27JL-73W;GRXP-JYM;KH7W-9K2;L631-Q2L
14	child	6000000005607373046	MBTC-5FK	6000000005607373329;6000000005607373360	L1ZD-83W
14	child	6000000001480929116	GZ1J-1ZR	6000000015736175342;6000000029738062254	L1C4-1CQ;MBTS-QW7;MZ73-JDB
14	child	6000000002492175066	27ZS-M4Q	6000000000414593320;6000000005608959467;6000000004001803479;6000000004001803489;6000000001169146065	L6XC-B5W;L7G4-FGC;LC1Y-1QR;LH3B-FW2;LH8N-XZG
14	child	6000000005609451708	MPRK-Z2W	6000000005609451634;6000000054641148846;6000000054641492972;6000000054641762374	K848-7HP;K87X-DR7;K8DN-QBL;L443-CPJ;LQRH-4QX;LZLF-FT9;MQ8D-V1C;MQ8D-VRN;MRP7-6VG
14	child	6000000003094956123	LHQ4-WCJ	6000000002841549551;6000000003094982782;6000000005609566128	L43M-7R5
14	child	6000000058280721268	L44D-WK2	6000000177428397874;6000000003492049996;6000000177429334822	G39J-FLF;KJ5C-P3X;KJ5C-PZ8;LHDF-ZNB
14	spouse	6000000005608880677	L443-JVD	6000000005609447494;6000000027575949188	L443-J7C
14	child	6000000005606886450	LHX3-1L7	6000000009530877327;6000000005609495295;6000000009664292911;6000000006776176214;6000000193541920848	L4WY-LKD
14	child	6000000001169323655	LZ8Z-JKD	6000000005607268846;6000000118056357970;6000000005607268833;6000000005607268861	27JL-73W;GRXP-JYM;KH7W-9K2;L631-Q2L
14	child	6000000011769042441	L4BL-9KH	6000000011768955397;6000000035090519242;6000000188003693854;6000000005049075463;6000000026470895060;6000000026472547928	GPJX-G8R;KCXQ-TY3;L4BL-9JS;LHB1-6BC;MBTS-X7S;MBTS-XQ4;MT8X-Z1Q;MT8X-ZB9;MT8X-ZBR
14	child	6000000003492077327	MG76-1W8	6000000005608927148;6000000168141732926;6000000015432140141;6000000015431664707	K83P-TG6;KHNY-678;KHWW-QBQ;MC66-GHT
14	child	6000000005609367806	LCMP-429	6000000007353017664	K2M8-QB9;K2M8-QBT;K2M8-QY2
14	child	6000000005607123709	LWYJ-3QF	6000000008429182884;6000000005607123822;6000000005607123857	24RH-C3B;LW1Y-G7J;LWYJ-S53
14	child	6000000009144086268	L71B-LYP	6000000140085887015	K4RZ-JCC;KC42-63G;KHR1-R5K;KNS4-6VR;KNS9-J1G;KZCH-LY8;L4BL-CLL;L7BG-6MT;MFFD-R8W
14	child	6000000005608892013	L7CB-L41	6000000002422422913;6000000005606916265;6000000002422367423;6000000003492072233;6000000002422338442;6000000002422289523;6000000002422235992;6000000002422312723;6000000042435314964	K8LB-BJ1;KGS9-T64;L44Y-XPC;L7C1-9JW;L7CB-5F4;L7CB-GB1;LQ5H-H9D
14	child	6000000005606873450	9369-TWB	6000000003491940871;6000000003491940240;6000000005607020310	GK47-C48;GK4Q-2B7;KGMY-LJV
14	child	6000000003094912371	LWD4-CDH	6000000003094936916;6000000003094936908	KH29-KL9;KLY8-3ZK;MFG5-QKX
14	child	6000000002491976606	27ZP-XHZ	6000000000414593320;6000000005608959467;6000000004001803479;6000000004001803489;6000000001169146065	L6XC-B5W;L7G4-FGC;LC1Y-1QR;LH3B-FW2;LH8N-XZG
14	child	6000000003174783638	GGZR-Y2L	6000000005609364959;6000000005609374390	K838-6PH;KCWB-6WY
14	child	6000000006607966476	LXQD-Z8X	6000000005607133268;6000000005012114705	GS3J-TCS;KVG3-RQL;L6JV-K4T;LBWM-DHM;LHQF-TGN;LHQF-TTK
14	spouse	6000000003827835505	GPX6-PGK	6000000004869127375	G6HD-KNB;GGS1-7W9;PMB2-CWK
14	spouse	6000000003043702726	LHKZ-6D5	6000000005609451045	G9D3-2GT
14	child	6000000003043702726	LHKZ-6D5	6000000002452584645;6000000005607539454;6000000008686110186;6000000005607539397;6000000185449575240;6000000185449575248	G9D3-6MM
14	child	6000000003492049290	LDY2-JL8	6000000006791471178;6000000003492049300	L44W-WB5;LCCG-YYQ
14	spouse	6000000005474735001	G3C6-JXF	6000000002301351344	GWL7-GN4
14	child	6000000005474735001	G3C6-JXF	6000000014594688877	G3C6-4KG
14	child	6000000006906715592	L6JX-SL5	6000000112478135974	G15F-7BR;G64W-FS6
14	child	6000000007424636598	L44Q-QK9	6000000008743719389	K848-7HP;K87X-DR7;K8DN-QBL;L443-CPJ;LQRH-4QX;MQ8D-V1C;MQ8D-VRN;MRP7-6VG
14	child	6000000006964530350	LQRX-PJC	6000000003491947668;6000000003492074124;6000000003492074119;6000000027591470480;6000000003491954778;6000000003491954788;6000000003491976265;6000000027591444376;6000000076908581873	L7BB-XHS;M4Q7-WH3;PH1M-9M4
14	child	5412463072580072659	2S22-JM9	6000000002387943517	KHXZ-CQ5
14	child	6000000006776176722	LWMH-MML	6000000006776171569;6000000193680945834	KLZT-2TT;LWMH-MCN
14	spouse	6000000000943977216	LCJ9-4JD	6000000003095028235	9FWQ-JZ7;LCJ9-4JS
14	child	6000000005609495129	LHXQ-XKG	6000000003095156631;6000000011671013270	KCP1-ZT9;LH6N-SD4;LZFX-KQ3
14	child	6000000003095146992	27NZ-8L1	6000000003095149019;6000000003095149610;6000000003095149630	27FR-95D;27NV-H7F;KCS1-N8B;KZ9N-WSL
14	child	6000000008777963572	GFK1-Z9S	6000000176401075830;6000000176401413833;6000000176401675822;6000000176401793824;6000000006979670098	GHGS-4WK;GHGS-8SH;KJJX-44T;L1KR-LLW;LRY6-PS8
14	child	6000000005606976520	LQ5D-RJF	6000000003095028347;6000000005607524632;6000000150604881947	G6PG-DLZ;K89Z-R9C;KZPF-RCP;LQ5D-GD7;LQ5D-LPH
14	child	6000000003492057517	LDSY-7DV	6000000177968311828;6000000177965867912	L44Y-FNT;L44Y-X2Y;L44Y-XL9;L44Y-XLV;MZL1-7GM
14	child	6000000005012044691	KVLP-DDM	6000000004827157736;6000000005607099946	GW2Q-TT3;GW2Q-YD3;KVLP-DZN;L7TL-KL1
14	spouse	6000000002843880954	LHNX-BCG	6000000005954141340	KK1H-LQL
14	child	6000000014233679769	GFK1-CJX	6000000176401075830;6000000176401413833;6000000176401675822;6000000176401793824;6000000006979670098	GHGS-4WK;GHGS-8SH;KJJX-44T;L1KR-LLW;LRY6-PS8
14	child	6000000003491940979	L7B6-2J3	6000000014097419976	L7B6-2XQ
14	child	6000000004997152944	LHKL-9BD	6000000005607439802;6000000004997366252;6000000010840182797;6000000194961764822	2DXP-N8Y;2VB3-LFW;2VB3-LZB;2VBS-WYW;2VT5-6VS;2VTN-CQM
14	child	6000000002743272455	L2ZC-NXM	6000000006706329495;6000000026299515851	K2QC-B28;KHZN-23Q;MHD5-VF2
14	child	6000000003163663151	L6XC-LR8	6000000002390711348	L4JW-X4Q;L4JW-XHD;L4JW-XWT;LCVY-5C7
14	child	6000000002043195964	9CD3-VYR	6000000112478135974	G15F-7BR;G64W-FS6
14	child	6000000001169146145	L7QX-JQ8	6000000003186531666;6000000003095089290	L7QX-XSN;LCRN-WC3
14	child	6000000001198709343	LVVH-NWJ	6000000001198787095;6000000016478138870	LKMR-5ZT
14	child	6000000005607407830	LH25-XTF	6000000043255561587;6000000022307232197;6000000006171215641;6000000008686071898;6000000029001132392	27J5-4CJ;G7QJ-KLN;GBSB-S17;M1DT-1Y1
14	child	6000000000414402424	L71G-PZD	6000000110214650859	L71G-PCL;MFNY-LJF
14	child	6000000007473365529	PQ84-T1V	6000000003094925322;6000000000139469030;6000000076909465689;6000000076909350307	9QGN-N4S;GR6H-99Q;KNCX-3MK
14	child	6000000005609443665	MDZ6-ZJN	6000000005609443617;6000000005609418157	GQT8-PNF
14	child	6000000005606860124	LCCT-MRB	6000000150601608222	2CTB-26C;LBZN-27K;LBZN-R95
14	child	6000000005609571604	KJJX-GRJ	6000000003095137672;6000000035067872742;6000000035067797757	KCY7-GML;KL8M-DX7;LHL5-82N
14	child	6000000005856163014	LZYC-MY6	6000000177487928843;6000000118056357906	LZYC-9FF
14	child	6000000009158612813	MYV3-X9X	6000000006567071214	G6NC-J1G;KZS2-J7F
14	child	6000000009305044252	G23G-YJ2	6000000018067121106;6000000003827746141;6000000131462971896;6000000012423437884	G2QS-3V4;GQQ4-SJC
14	child	6000000003313210053	LRY6-N6C	6000000006922150584;6000000003313185191;6000000007245267133	GXXF-NZG;LRY6-65K;LRYZ-2GV
14	child	6000000003023575790	L7GL-5JF	6000000003023691452;6000000003095137581;6000000003094961954;6000000150605943859	2S22-NT9;G2DX-YKL;K2J2-4W3
14	child	6000000211570358821	LH3L-V67	6000000001818489349;6000000005609325064;6000000000172085991;6000000005609338364;6000000005609338220	2DXK-4HX;98MD-Y11;KJJH-JNL;L434-CW8;LBZF-LDQ;LHRB-L9C
14	child	6000000003491944857	L7B6-2NK	6000000014097419976	L7B6-2XQ
14	child	6000000016762373214	L7FS-TD6	6000000016760872240;6000000017137965030;6000000016762447032	KZZM-53R;L7BC-Y3K;L7J5-MM7;L7J5-MS5;LWZY-B39
14	child	6000000004690106122	LH3X-BZ1	6000000039947289321;6000000041807898937;6000000041807751341	G78S-119;KH2S-68T;KHYK-M69;L44K-7YB;MNDM-8L4
14	spouse	309763264470008240	L9C6-LB9	6000000003492057694;6000000003492057689	L9C6-GJN;L9C6-GKG
14	child	309763264470008240	L9C6-LB9	6000000014495506739;6000000035161611113	LBYN-W8P
14	child	6000000010744819527	LZNZ-B7Q	6000000001501065025;6000000005598851643;6000000002187755683;6000000029032996632;6000000002187755691	9HY4-K6R;GR1Y-RCM;L87F-RDB;LYNJ-Z8N
14	child	6000000005415158955	LCVP-S7Z	6000000008852021052;6000000003492037743;6000000219853145823	KJ5D-217;L44W-WLZ
14	child	6000000004647882720	G4XB-QK7	6000000004647882840;6000000009737562542;6000000009737519489	G76V-DTR;GX9Y-4WG;LHV2-RXL;LRR3-B1C;LRR3-B1M
14	child	6000000005607081460	L4B9-D8M	6000000005607150560	K8JQ-MW7
14	child	6000000005609384151	KCPW-5XW	6000000008686053685;6000000008686053691;6000000014843273109;6000000014843281094	GQV2-XL7;LWXT-2J4;LWXT-2TQ;LWXT-2V3
14	spouse	6000000003094925983	LHQF-5MH	6000000187096162859	LHQF-PBN
14	child	6000000000574138150	2JM6-8CH	6000000045335645075;6000000002740493605	L85T-PQP
14	child	6000000005609239104	P9BG-M6J	6000000006111520920;6000000013019695088;6000000012690116653;6000000005608880899;6000000012669761095	GGRQ-RWS;KJ5D-7R6;L4YB-HCC;LH67-2VT
14	child	6000000008686141238	LZYC-9SN	6000000001169238389;6000000007980389540;6000000007980739401;6000000061134579868	K8DT-W1S;KC2M-T8V;L4Y7-JNY;L4Y7-VWY;LH8N-X6H;LZYC-9S2;LZYC-9SK
14	child	6000000003095060395	LZXT-KLR	6000000003095060400;6000000003095060407	M8SC-YFK;M8SC-YFM
14	child	6000000002845973133	LHD3-RM8	6000000005609102895;6000000005606916439;6000000005606916426;6000000193728548833	GHPY-5LL;L4WL-YXP;L7B6-VPB;L7T5-HQ9;LQ5D-323;LQ5D-S2K;LVH3-724;LZZ8-XYW;MTBB-7X7
14	child	6000000006589193224	GZ1V-QHT	6000000060289130885	GZ1V-V6J;LH79-RJZ
14	child	6000000005607362468	LZYC-949	6000000011322425799	G33Q-QFT;KH3S-LPK;KZYY-BSK;L7PZ-PN9
14	child	6000000005607311199	L4MJ-ZRM	6000000003253018873	KH99-Q9B;L7JS-FXW
14	child	6000000003094992420	LCJF-8CZ	6000000005609207539	LCJF-6GK;LCJF-6TB
14	child	6000000005608892006	L7CB-22G	6000000002422422913;6000000005606916265;6000000002422367423;6000000003492072233;6000000002422338442;6000000002422289523;6000000002422235992;6000000002422312723;6000000042435314964	K8LB-BJ1;KGS9-T64;L44Y-XPC;L7C1-9JW;L7CB-5F4;L7CB-GB1;LQ5H-H9D
14	child	6000000000496977730	L7B4-62F	6000000005607536649;6000000003095022866	L7B4-6LV;L7B4-6PP
14	child	6000000003492049873	LWF8-N84	6000000005607319091;6000000005607319185;6000000005607319157	KH6K-6XF;L4M5-11L;LWF8-NSW
14	child	6000000001838879990	LM9N-3KQ	6000000003492064845;6000000003492064863	2MKK-5TF;LHJW-JT2
14	child	6000000004533196857	GHNT-2GM	6000000002187820170;6000000002187820177	GFM8-LRY
14	child	6000000005607458500	LM98-K5X	6000000005607458490;6000000206957921841;6000000005609341414	98MD-BLC;98MD-BLX;LHVX-DDC;LY6S-FK2;LZV5-Y2R
14	child	6000000006787580338	LH78-CXV	6000000020677548279;6000000195091299849	K2MC-MB8;LH78-CFH;LH78-CFN;LH78-CFP;LH78-CX4;LH78-Z7S;LH78-ZV3;LH78-ZZN
14	child	6000000007831793614	LZ6Y-KL4	6000000009530877327;6000000005609495295;6000000009664292911;6000000006776176214;6000000193541920848	L4WY-LKD
14	child	6000000004533384821	2CY3-1X4	6000000010222371285;6000000029956813928	2CY3-1BJ;2CYQ-MC4
14	child	6000000003094935070	LB71-1TM	6000000005607599662	KL4G-9Y9;KVG3-GGN;KVG3-L1F;P3K9-1HX;P3K9-G3R
14	spouse	6000000171784301826	21T3-527	6000000225229617898	LDQB-YJ5
14	child	6000000005607407948	KPMR-H79	6000000005607407959;6000000005607411019	MFJC-SJ2;MFJK-3PP;MFJV-S4G
14	child	6000000005609207216	LZPZ-49N	6000000005607304548	KZ7L-446;L78V-7VG;LWVM-ZSZ
14	spouse	6000000181844310866	GYQX-V3W	6000000181844191865	GX8T-8LF;L2WT-JGQ
14	child	6000000007023442726	2773-GHT	6000000003492093275;6000000003492093270;6000000003492093280	2773-PSN;LHQX-YQK;MFJC-RH3
14	child	6000000000496947634	LCVP-SHG	6000000008852021052;6000000003492037743;6000000219853145823	KJ5D-217;L44W-WLZ
14	child	6000000006776171788	L44Y-XVB	6000000006776171287;6000000014510062999	KL6Z-JVM
14	child	6000000003095080099	L4KV-4NR	6000000003095071661;6000000005609406591;6000000003095071650	GLF9-GLJ;LZ2F-WKL;MDZ6-Z2P;MDZ6-Z2Q
14	child	6000000007353089447	K2M8-WFY	6000000007353017664	K2M8-QB9;K2M8-QBT;K2M8-QY2
14	child	6000000005608927292	KJ4Q-YVL	6000000168141732926;6000000015432140141;6000000015431664707	K83P-TG6;KHNY-678;KHWW-QBQ;KHXV-V1W;MC66-GHT
14	child	6000000007802706757	28CT-HSF	6000000011691469334;6000000011834899881;6000000007229203750	G333-WMT;LWYJ-8DH
14	child	6000000002805947392	2HTC-DQN	6000000003492057883	2HTC-DMQ;M4Q7-W68
14	child	6000000003094932544	LH3X-BJ6	5426434732130122086;6000000003094932598;6000000003094932604	K1X4-NJT;K1X4-NKM;K1XH-88X
14	spouse	6000000005609403908	GXRM-K7N	6000000005609403917;6000000193572399836	L4WK-H7C
14	child	6000000005606976529	K29X-NNH	6000000003095028347;6000000005607524632;6000000150604881947	G6PG-DLZ;K89Z-R9C;KZPF-RCP;LQ5D-GD7;LQ5D-LPH
14	child	6000000000573985689	LB9F-MML	6000000001462346645;6000000009811543594;6000000000574118099	K6SK-J4Z;L7BC-55W;LWCN-DMF;LYSR-5VR
14	child	5412463057920072653	2S22-N1D	6000000002387943517	KHXZ-CQ5
14	child	6000000005607411052	L443-NND	6000000015433411527;6000000145933406857;6000000035043126977;6000000219893953854;6000000221135464824	2DXR-FLZ;2Z89-TJW;L4WZ-DP7;L4WZ-DPR;LCV9-GDT;LH97-1T7
14	child	4627479	KVL6-JHN	3967416;6000000003094932648;6000000003094932653;6000000054025518908	27HR-XPG;KVGS-4MR;KVGS-W18
14	child	6000000000172082325	GZ1J-YLH	6000000015736175342;6000000029738062254	L1C4-1CQ;MBTS-QW7;MZ73-JDB
14	child	6000000003095166367	LZYC-MGB	6000000003174745842;6000000005607397416	G8YX-C2C;G8YX-FW7;G8YX-N4W;G8YX-ZPN;LZYC-MGG;LZYC-MPM
14	child	6000000000709878499	L27W-ZCW	6000000006704882974;6000000001962335165;6000000003937173626	27HV-VKQ;K1T6-53F;PMMB-TKW
14	child	6000000012836322802	LCZ7-T3J	6000000001462346615;6000000010674494744;6000000014650710720	2WHV-56Z;2WXM-F92;K2B3-X9D;K2B3-XZN;LCZY-Z1L
14	child	6000000003095147000	27NZ-8GM	6000000003095149019;6000000003095149610;6000000003095149630	27FR-95D;27NV-H7F;KCS1-N8B;KZ9N-WSL
14	child	865913	LW1B-3NG	6000000032276645239;6000000003095089825;6000000034134119308;6000000003299798161	GCCZ-JQN;GX4N-KQ5;L7G6-BBX;LZP7-QF9
14	child	6000000007980617631	KVG3-KX1	6000000005609443642;6000000005609425379	LHDV-CQ3;LHDV-Z88
14	child	6000000007225974316	GTSS-8C7	6000000003820980698;6000000003820980703	9KBB-T5K;GTSS-3T6;GTSS-ZH8;GYQK-6Y7;LBNS-Y4N;PZSP-FHQ
14	child	6000000005591056052	GZY9-V7L	6000000003492057788;6000000003492057793;6000000012922218961;6000000009927821799	G6PC-758;GFZD-BMG;KVP1-2K3;L4H3-2GV
14	child	6000000020587677085	LHQ1-7TB	6000000012941124576	LR1Q-X8Y
14	child	6000000004736096022	L8V6-FS1	6000000180585182872	9WVY-J8J
14	spouse	6000000010373995387	G2MD-4Y5	6000000003390698271	G635-HMR;LYX1-NVC;LZSQ-7HZ
14	child	6000000010373995387	G2MD-4Y5	6000000001995121452	GYQX-VKN;LHKZ-6JQ;P974-G58;P97W-LXQ
14	child	6000000001169237263	L4Y7-VD3	6000000001169238389;6000000007980389540;6000000007980739401;6000000061134579868	K8DT-W1S;KC2M-T8V;L4Y7-JNY;L4Y7-VWY;LH8N-X6H;LZYC-9S2;LZYC-9SK
14	child	6000000001169321908	GN7K-VPR	6000000032276645239;6000000003095089825;6000000034134119308;6000000003299798161	GCCZ-JQN;GX4N-KQ5;L7G6-BBX;LZP7-QF9
14	child	6000000002806921578	PX88-3M6	6000000014031207042;6000000003491995884	MC1H-9MB;PX8D-DT9
14	child	6000000003253466195	G3WH-KXZ	6000000003492057788;6000000003492057793;6000000012922218961;6000000009927821799	G6PC-758;GFZD-BMG;KVP1-2K3;L4H3-2GV
14	spouse	6000000005607377169	LCRN-8MM	6000000010382639969	K8MG-4MN;L2MC-TZK
14	child	6000000005607377169	LCRN-8MM	6000000004001872844;6000000154290671974	K675-7XW;L4MM-V1P;LZJW-ZB4
14	child	6000000004160546039	GZ1V-H2L	6000000012033554846;6000000011691353527;6000000017137756234;6000000017137351834	GQ52-CLW;KHPD-QH3
14	child	6000000017612268242	LWF8-N6C	6000000005607319185;6000000005607319157	L4M5-11L;LWF8-NSW
14	child	6000000003094912381	LWD4-CD8	6000000003094936916;6000000003094936908	KH29-KL9;KLY8-3ZK;MFG5-QKX
14	child	6000000000496947493	L8R6-QMP	6000000003491954778;6000000003491954788;6000000003491976265;6000000027591444376;6000000076908581873	L7BB-XHS;M4Q7-WH3;PH1M-9M4
14	child	6000000005606916394	KJP2-7R2	6000000008860325575;6000000005609207073;6000000111207318091	G9TZ-85V;KJP8-JDP;L4WK-H7C
14	spouse	6000000010094682231	L4W5-Y1R	6000000009590619622	L71K-LL6
14	child	6000000004861652212	KL7H-13M	6000000003095003954;6000000003095003961;6000000003095003968;6000000018627364407	K48Q-J6J;KL7C-M27;KL7H-1HC
14	child	6000000006850685100	LCSC-KFW	6000000011944939903;6000000011948909643;6000000011949136303;6000000011947306727;6000000226682282836	L4S6-N7L;L4S6-NQS;L4S6-NW4;LKLP-T77
14	child	6000000005607397466	K2MC-7PJ	6000000004690890261	LH78-ZBN
14	child	6000000003332823073	9VH1-XB7	6000000045335645075;6000000002740493605	L85T-PQP
14	child	6000000004160543963	L7J1-DP9	6000000004160543969;6000000000172035780;6000000000172035875;6000000004160543986;6000000017258624263;6000000194710507833	9DZC-PGM;G6NC-W8P;GWF9-83N;GWF9-SXT;GWFM-XYX;L6YM-7YC;LH1S-KRC;MG9L-5SG;MG9L-LZF;MZ73-WZK
14	child	6000000006718498087	L5JM-HVQ	6000000006717891817	K88F-B8D;LWKW-HWQ;LWKW-NFF;LWV1-LR2
14	spouse	6000000003491944655	LCX2-BCP	6000000002805492624	LCX2-B4Y;P9HK-8VY
14	child	6000000005609557854	LQRV-NV2	6000000003492057360;6000000202245470830	L4Q1-B1N;LZ84-FGM
14	child	6000000003023609820	2S22-NRJ	6000000005606986252;6000000003095022629	9K9L-PQ9;PQ6K-FZW
