qid	geni_id	mul	culture	culture_evidence
Q45678779	6000000074749923245	仲詡 太原	zh	graph traversal, 2 hop(s)
Q10338646	6000000074749923465	諤 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11096534	6000000074749923556	惕 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45647681	6000000074749926833	暠 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45648098	6000000074749929822	悌 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q11098154	6000000074749965586	邈 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45550124	6000000074749966418	洙 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q45678319	6000000074749968160	鋿 太原	zh	graph traversal, 3 hop(s)
Q10877827	6000000074749995508	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45678118	6000000074750012189	鍊 太原	zh	graph traversal, 1 hop(s)
Q45678515	6000000074750044195	鐙 太原	zh	graph traversal, 3 hop(s)
Q45421398	6000000074750055135	承嘏 復卿 太原	zh	graph traversal, 2 hop(s)
Q45553482	6000000074750078367	祤 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45678251	6000000074750095116	鑲 太原	zh	graph traversal, 1 hop(s)
Q13420083	6000000074750095362	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45678745	6000000074750115095	仲謙 太原	zh	graph traversal, 2 hop(s)
Q45564494	6000000074750123075	鈁 太原	zh	graph traversal, 1 hop(s)
Q45680227	6000000074750131093	晊 太原	zh	graph traversal, 3 hop(s)
Q45679876	6000000074750137120	子𓉌 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q45678449	6000000074750145137	鐈 太原	zh	graph traversal, 3 hop(s)
Q45678151	6000000074750147098	鉷 太原	zh	graph traversal, 1 hop(s)
Q10336705	6000000074750147263	涇 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11095816	6000000074750147365	執中 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q16603711	6000000074750180432	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65809721	6000000074750206387	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q16603394	6000000074750208450	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45546151	6000000074750211325	誨 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45680586	6000000074750216110	幼謙 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q45480719	6000000074750221928	銛 太原	zh	graph traversal, 1 hop(s)
Q45680196	6000000074750227069	昈 太原	zh	graph traversal, 3 hop(s)
Q10338578	6000000074750266236	誡 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45678184	6000000074750273913	銶 太原	zh	graph traversal, 1 hop(s)
Q45680293	6000000074750286916	晠 太原	zh	graph traversal, 1 hop(s)
Q45421382	6000000074750315860	仲詞 太原	zh	graph traversal, 1 hop(s)
Q11095397	6000000074750325380	僙 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q11097800	6000000074750325987	緝 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45552962	6000000074750329187	俏 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45550185	6000000074750344053	滂 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q45678217	6000000074750355893	鏶 太原	zh	graph traversal, 1 hop(s)
Q45678482	6000000074750362875	鍵 太原	zh	graph traversal, 3 hop(s)
Q45678418	6000000074750371894	鉟 太原	zh	graph traversal, 1 hop(s)
Q10338690	6000000074750372035	謙 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45391679	6000000074750375821	仲恭 太原	zh	graph traversal, 1 hop(s)
Q45678352	6000000074750385855	鋗 太原	zh	graph traversal, 3 hop(s)
Q45678616	6000000074750397883	鋂 太原	zh	graph traversal, 3 hop(s)
Q45673637	6000000074750405847	慎辭 太原	zh	graph traversal, 1 hop(s)
Q45551012	6000000074750416115	涉 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10877222	6000000074750416148	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45678582	6000000074750421884	錟 太原	zh	graph traversal, 3 hop(s)
Q10877719	6000000074750425148	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45678385	6000000074750425853	釬 太原	zh	graph traversal, 3 hop(s)
Q11097195	6000000074750434075	沂 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q15923998	6000000074750434127	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45570351	6000000074750445094	宷 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45678549	6000000074750458838	鐇 太原	zh	graph traversal, 3 hop(s)
Q11096555	6000000074750468118	惴 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11097799	6000000074750468195	緗 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45501922	6000000074750469219	寡尤 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q16603629	6000000074750472086	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10334525	6000000074750480176	峴 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10335499	6000000074750499973	懌 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q16603623	6000000074750502175	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45545842	6000000074750502185	謂 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45553085	6000000074750504016	偘 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11097190	6000000074750508938	汭 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65809925	6000000074750509117	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11097672	6000000074750515082	紓 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q18906311	6000000074750545066	演 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q11097749	6000000074750561042	約 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45545647	6000000074750561075	汭 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45680260	6000000074750562823	曍 太原	zh	graph traversal, 3 hop(s)
Q11096553	6000000074750568996	惲 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q6538716	6000000074750571030	湊 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11097798	6000000074750576159	綰 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11097705	6000000074750578017	綢 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45554234	6000000074750580912	祜 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65809742	6000000074750581108	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10334500	6000000074750590989	嶧 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45652062	6000000074750591058	証 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11095378	6000000074750593921	倚 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45549997	6000000074750597958	沛 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q45554298	6000000074750600963	禔 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10335476	6000000074750602014	憺 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11132428	6000000074750602122	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11097728	6000000074750608999	縱 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45553283	6000000074750610922	震 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11132870	6000000074750616062	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q16603617	6000000074750616108	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45545295	6000000074750616196	𑩌 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q11113742	6000000074750617941	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45550509	6000000074750636937	瀛 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11060723	6000000074750656930	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11097789	6000000074750666979	緄 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45546722	6000000074750667017	詡 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45544584	6000000074750667022	逌 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q10336794	6000000074750668878	洽 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45553862	6000000074750668918	禛 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45546849	6000000074750672070	訢 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10923930	6000000074750672105	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q15954431	6000000074750677999	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10334646	6000000074750678916	嵯 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11097695	6000000074750681956	絿 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45550755	6000000074750684934	潓 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11064948	6000000074750697920	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45546280	6000000074750706020	諧 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45551138	6000000074750731898	濘 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11095195	6000000074750734892	憒 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45546031	6000000074750735022	訪 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q16603680	6000000074750750844	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10335390	6000000074750755859	愔 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q16603738	6000000074750755897	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11089406	6000000074750762940	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11096531	6000000074750765821	悰 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11097677	6000000074750774919	紘 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11097772	6000000074750781891	結 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q16603539	6000000074750786894	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q15954845	6000000074750788964	某 李	zh	graph traversal, 1 hop(s)
Q11089661	6000000074750793919	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10337964	6000000074750794916	繕 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45549240	6000000074750794920	緷 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10332085	6000000074750799821	㤝 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11087518	6000000074750800003	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45548053	6000000074750809883	悺 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q16603545	6000000074750821838	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45545166	6000000074750824937	寀 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q16603663	6000000074750825910	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11095377	6000000074750826956	倕 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q11095399	6000000074750830955	僴 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q45545905	6000000074750833903	諷 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45548925	6000000074750836892	{忄辰} 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q16603485	6000000074750846827	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10339141	6000000074750852910	遡 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11095360	6000000074750858951	係 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q45544649	6000000074750858955	逾 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q11095395	6000000074750859969	僅 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q11097694	6000000074750862833	絢 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q16603339	6000000074750863829	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10946661	6000000074750874821	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11098084	6000000074750877905	迅 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45549302	6000000074750879847	𒜰 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q16603699	6000000074750883893	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45545583	6000000074750888877	涉 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q10871075	6000000074750915830	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11098098	6000000074750934858	迥 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10877223	6000000074750936823	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11098128	6000000074750957832	逾 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45547101	6000000074750971857	護 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10339208	6000000074750990821	遹 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q6539114	6000000074751000835	倓 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q65809760	6000000074751004837	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45386553	6000000074752562121	幾 吉州安福	zh	graph traversal, 1 hop(s)
Q45357823	6000000074752822935	炤 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45394620	6000000074752865954	几 伯壽 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45588270	6000000074752868447	沇 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q10897770	6000000074752994843	溫叟 永齡 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45585335	6000000074753008318	晝 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45587695	6000000074753123325	愬 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45589148	6000000074753408095	棣 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45587185	6000000074753452033	惎 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45588837	6000000074753501954	景裔 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45586097	6000000074753532907	𖃼之 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45588900	6000000074753545952	條 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45588709	6000000074753548920	俛 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45395552	6000000074753549895	溳 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45585714	6000000074753571877	綜 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45588648	6000000074753571943	玭 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45589084	6000000074753656913	彥恭 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45588458	6000000074753706838	倜 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45587248	6000000074753715823	愿 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45587502	6000000074753722821	德謙 吳郡吳縣	zh	carries the clan seat 吳郡吳縣, which is Chinese
Q45521195	6000000074757260354	緝 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45397606	6000000074757580158	綝 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45421626	6000000074757663103	襲 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q5310046	6000000074757821937	悰 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45421628	6000000074757919883	摽 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45521132	6000000074758092821	陟 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q7357	6000000074758101847	衷 正度 河內溫縣	zh	carries the clan seat 河內溫縣, which is Chinese
Q22774427	6000000074758467512	瑱 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45418965	6000000074758788773	約 世約 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45526227	6000000074758937549	旻 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45420860	6000000074758937655	逌 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q22774427	6000000074759288919	瑱 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45526606	6000000074759331885	鄭子 京兆長安	ja	name ends in 子, a Japanese given-name ending
Q45659227	6000000074759425245	叔銳 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45660241	6000000074759457073	旅 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45661560	6000000074759457124	岵 河南府	zh	graph traversal, 4 hop(s)
Q45640207	6000000074759465207	元整 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45421569	6000000074759481202	京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45661501	6000000074759540103	嶼 河南府	zh	graph traversal, 4 hop(s)
Q45658389	6000000074759579180	福獎 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q6645502	6000000074759622191	叔裕 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45517346	6000000074759632046	晊 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45662741	6000000074759678155	嶠 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45526164	6000000074759683026	萬頃 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45660541	6000000074759694987	儹 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45454031	6000000074759696063	道冲 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45661443	6000000074759697081	峴 河南府	zh	graph traversal, 4 hop(s)
Q45658449	6000000074759732994	寡尤 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45442056	6000000074759752050	真憙 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45658690	6000000074759762012	旻 京兆府	zh	graph traversal, 2 hop(s)
Q45661797	6000000074759773090	衎 河南府	zh	graph traversal, 3 hop(s)
Q11663944	6000000074759780919	洸 世穆 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45640330	6000000074759801020	署 彭州九龍	zh	graph traversal, 1 hop(s)
Q45493938	6000000074759806904	瑱 元璡 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45661383	6000000074759835979	寂 河南府	zh	graph traversal, 3 hop(s)
Q45453903	6000000074759843009	縯 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45659825	6000000074759863923	晤 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45658629	6000000074759865856	黄裳 京兆府	zh	graph traversal, 1 hop(s)
Q45424573	6000000074759888844	憬 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45636606	6000000074759894932	道冲 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45660362	6000000074759897897	憼 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q18669248	6000000074759901886	恊 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45653528	6000000074759910882	嵫 河南府	zh	graph traversal, 4 hop(s)
Q18907296	6000000074759912827	悰 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45660960	6000000074759926932	原叔 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q26208802	6000000074759928924	祉 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45420863	6000000074759946885	巡 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45659407	6000000074759966854	稹 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45660303	6000000074759980821	皎 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45568740	6000000074759982855	著 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45664586	6000000074759995902	遙光 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45662914	6000000074760059860	郯 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45453776	6000000074760061821	諲 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45541851	6000000074766551768	俗 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45539563	6000000074766619674	琚 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65809632	6000000074766702711	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q15954845	6000000074766717720	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45543249	6000000074766717788	佗 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45540318	6000000074766791587	㑥 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45540447	6000000074766944462	偵 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45542170	6000000074766956543	佴 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45542234	6000000074767005419	俸 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45538100	6000000074767054266	偆 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q10721371	6000000074767054364	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721332	6000000074767055414	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45542555	6000000074767064379	伋 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45542297	6000000074767067507	珵 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45530126	6000000074767103404	承寰 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10719402	6000000074767178309	璲 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65809905	6000000074767199426	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45539499	6000000074767212177	像 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45539879	6000000074767242126	供 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45541722	6000000074767259208	償 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11087518	6000000074767273172	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45541025	6000000074767283100	侑 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45530378	6000000074767292340	承賨 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45539179	6000000074767308107	偕 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45539371	6000000074767312057	僓 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45542426	6000000074767336197	倜 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45544264	6000000074767336235	侳 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10720865	6000000074767336239	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65803974	6000000074767346114	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10720076	6000000074767346123	玼 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45487107	6000000074767387015	瓘 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45541468	6000000074767390096	倞 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45653489	6000000074767392027	二娘 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45538668	6000000074767404140	微 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45530570	6000000074767404210	承突 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721083	6000000074767420313	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45539116	6000000074767424094	俌 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45541915	6000000074767446041	係 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45530636	6000000074767453147	承寪 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721524	6000000074767464979	公主 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45538034	6000000074767468972	伸 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45540769	6000000074767490075	僾 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721233	6000000074767506018	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45530442	6000000074767507093	承㝣 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45539688	6000000074767515969	俓 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65809839	6000000074767524001	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45538732	6000000074767546911	僚 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721451	6000000074767548999	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45538415	6000000074767549911	僎 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45539815	6000000074767549957	僆 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45538604	6000000074767550941	侒 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45540896	6000000074767565004	倛 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45540005	6000000074767577897	伸 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45540065	6000000074767578990	僝 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45543313	6000000074767582948	佼 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65809871	6000000074767584056	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10921565	6000000074767605860	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45543692	6000000074767607984	佻 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45541404	6000000074767617912	侹 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45540960	6000000074767623936	伉 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45543377	6000000074767623951	仿 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45539752	6000000074767646891	侁 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721746	6000000074767647007	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10719457	6000000074767648863	璬 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q706559	6000000074767648867	璘 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45537907	6000000074767653827	俅 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45540575	6000000074767659878	伶 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45538923	6000000074767663846	僾 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10719817	6000000074767670885	玢 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
