qid	geni_id	mul	culture	culture_evidence
Q45699439	6000000074735483840	鮪 潤州	zh	graph traversal, 5 hop(s)
Q45700331	6000000074735490851	洸 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45699489	6000000074735495837	鰅 潤州	zh	graph traversal, 5 hop(s)
Q45700357	6000000074735508836	炬 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45508632	6000000074735576863	袨 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q16076736	6000000074735594884	巘 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45509481	6000000074735645862	禬 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45508829	6000000074735650828	巒 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45446410	6000000074735692825	峒 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45568146	6000000074735749171	頊 河南伊闕	zh	graph traversal, 2 hop(s)
Q45420117	6000000074735807023	伋 忠州桂溪	zh	graph traversal, 2 hop(s)
Q45378654	6000000074735915149	奭 叔保 吉州廬陵	zh	graph traversal, 6 hop(s)
Q45378651	6000000074736214022	允蹈 吉州廬陵	zh	graph traversal, 5 hop(s)
Q45568210	6000000074736318938	琯 河南伊闕	zh	graph traversal, 2 hop(s)
Q26159659	6000000074737949228	拻 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45573031	6000000074738002160	璞 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45379789	6000000074738195868	翿 許州長社	zh	graph traversal, 3 hop(s)
Q45611228	6000000074738450126	敬彝 趙州柏鄉	zh	carries the clan seat 趙州柏鄉, which is Chinese
Q45611292	6000000074738450130	昶 趙州柏鄉	zh	carries the clan seat 趙州柏鄉, which is Chinese
Q45624873	6000000074738484050	愍 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45578900	6000000074738584091	咺 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45626318	6000000074738690072	郯 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45606848	6000000074738801020	晈 河南府	zh	graph traversal, 1 hop(s)
Q45611855	6000000074738801035	僧伽 趙州柏鄉	zh	carries the clan seat 趙州柏鄉, which is Chinese
Q45421598	6000000074738832882	銓 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45626129	6000000074738864977	嵸 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45490774	6000000074738887012	暕 趙郡平棘	zh	carries the clan seat 趙郡平棘, which is Chinese
Q45474814	6000000074738896138	常精進 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45623237	6000000074738911038	紓 趙州	zh	graph traversal, 2 hop(s)
Q45419922	6000000074738913904	勗 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45452906	6000000074738938873	處恭 趙州元氏	zh	graph traversal, 2 hop(s)
Q45572855	6000000074738980893	瑝 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45623676	6000000074739022994	湊 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45572310	6000000074739042893	珂 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45622745	6000000074739062969	{亻雚} 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45625940	6000000074739074925	㟧 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45625560	6000000074739104930	諄 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45453094	6000000074739124902	處虛 趙州元氏	zh	graph traversal, 2 hop(s)
Q45621803	6000000074739124999	㥓 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45625496	6000000074739137919	諲 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45570248	6000000074739146884	懲 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45573140	6000000074739146930	璥 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45573208	6000000074739169862	知隱 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45570942	6000000074739171873	玩 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45572051	6000000074739197891	琡 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45624431	6000000074739197934	虛己 河南府	zh	graph traversal, 1 hop(s)
Q45622307	6000000074739211919	踐義 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45570624	6000000074739234850	鉉 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45570879	6000000074739238831	銓 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45616529	6000000074739293841	奉冑 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45574676	6000000074739294845	知約 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45571929	6000000074739297841	瑱 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45573657	6000000074739310848	慤 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45625184	6000000074739340876	翊 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45622181	6000000074739364876	演開 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45607739	6000000074739366925	晧 趙州柏鄉	zh	carries the clan seat 趙州柏鄉, which is Chinese
Q45622809	6000000074739391872	俌 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45503148	6000000074739409840	苕 季茂 河南府	zh	graph traversal, 2 hop(s)
Q45622683	6000000074739411848	佋 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45623299	6000000074739464847	縱 趙州	zh	graph traversal, 2 hop(s)
Q45621677	6000000074739472833	踐忠 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45621363	6000000074739475822	踐一 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45607037	6000000074739479893	震 趙郡平棘	zh	carries the clan seat 趙郡平棘, which is Chinese
Q45622872	6000000074739499833	伋 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45623174	6000000074739521836	縯 趙州	zh	graph traversal, 2 hop(s)
Q45611100	6000000074739640875	晞 趙州柏鄉	zh	carries the clan seat 趙州柏鄉, which is Chinese
Q45611165	6000000074739706835	曎 趙州柏鄉	zh	carries the clan seat 趙州柏鄉, which is Chinese
Q45610916	6000000074739736823	浮丘 趙州柏鄉	zh	carries the clan seat 趙州柏鄉, which is Chinese
Q45611417	6000000074739743833	愿 趙州柏鄉	zh	carries the clan seat 趙州柏鄉, which is Chinese
Q45422135	6000000074739760845	耑 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45600361	6000000074739928822	岧 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45600546	6000000074744509963	㟧 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45605259	6000000074744665934	貞愻 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45605959	6000000074744685065	撙 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45425352	6000000074744697294	鄭州管城	zh	carries the clan seat 鄭州管城, which is Chinese
Q45602447	6000000074744712914	樽 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45605513	6000000074744724874	佺 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45600115	6000000074744745847	貞悌 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45605832	6000000074744876034	愔 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45606211	6000000074744906983	拯 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45606147	6000000074745292821	憬 趙州贊皇	zh	carries the clan seat 趙州贊皇, which is Chinese
Q45615038	6000000074745334140	叔昇 鉅鹿曲城	zh	carries the clan seat 鉅鹿曲城, which is Chinese
Q65803913	6000000074745616030	相州	zh	graph traversal, 1 hop(s)
Q45418725	6000000074745742008	膺 鉅鹿曲城	zh	carries the clan seat 鉅鹿曲城, which is Chinese
Q45681898	6000000074745813920	殷 鉅鹿曲城	zh	carries the clan seat 鉅鹿曲城, which is Chinese
Q45673577	6000000074746733111	守悌 徐州彭城	zh	graph traversal, 7 hop(s)
Q45673449	6000000074746736992	守約 徐州彭城	zh	graph traversal, 7 hop(s)
Q45457810	6000000074746888789	文感 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45518923	6000000074746974263	沼 齊州臨淄	zh	graph traversal, 3 hop(s)
Q45518478	6000000074747000241	絳 齊州臨淄	zh	graph traversal, 4 hop(s)
Q45420205	6000000074747073825	僧利 彭城	zh	graph traversal, 7 hop(s)
Q45518671	6000000074747294983	勳 齊州臨淄	zh	graph traversal, 5 hop(s)
Q45457874	6000000074747371564	婆伽 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45457684	6000000074747721477	文邃 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45463832	6000000074747743351	寔 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45459838	6000000074747856317	抱一 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q22813845	6000000074747880135	舒 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q26197233	6000000074747961095	寂 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q45462946	6000000074747963241	毖 懷遠 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45463708	6000000074748017175	君謩 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q708279	6000000074748028991	寔 涼州姑臧	zh	graph traversal, 4 hop(s)
Q45460848	6000000074748148073	詮 叔卿 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45470803	6000000074748161131	畛 瓜州晉昌	zh	graph traversal, 1 hop(s)
Q45464086	6000000074748162139	世辯 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45458317	6000000074748186954	義寔 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45460594	6000000074748192970	文褒 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45458506	6000000074748199031	孝約 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45387489	6000000074748232916	揣 子化 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45462280	6000000074748254085	惲 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45387485	6000000074748299860	諮 守仁 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45463452	6000000074748321010	智寂 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45459963	6000000074748330913	世恭 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45465023	6000000074748352985	和耆 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45465339	6000000074748364993	羲 君明 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45459138	6000000074748373893	文律 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45462693	6000000074748391958	孝感 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45457747	6000000074748411861	文寂 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45689963	6000000074748412034	防 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q45460782	6000000074748427841	文襲 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45468002	6000000074748432955	璡 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45460721	6000000074748434896	孝寔 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45462089	6000000074748449930	遐顯 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45460026	6000000074748469852	文獎 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45464585	6000000074748472884	瑗 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45470173	6000000074748483927	表顗 瓜州晉昌	zh	graph traversal, 1 hop(s)
Q45419085	6000000074748500921	規 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45464338	6000000074748504880	玄默 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45690447	6000000074748507958	詮 北海中山	zh	graph traversal, 4 hop(s)
Q45460656	6000000074748520833	孝贇 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45465087	6000000074748521852	無竭 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45463961	6000000074748527840	羲和 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45461774	6000000074748528828	具貴 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45464711	6000000074748585841	玠 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45419089	6000000074748593864	諧 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45468194	6000000074748597841	瑊 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q20041593	6000000074748617821	邕 道和 晉昌冥安	zh	carries the clan seat 晉昌冥安, which is Chinese
Q45460931	6000000074748635878	款 嘉言 唐	zh	graph traversal, 2 hop(s)
Q45630154	6000000074748710538	殷圖 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45650066	6000000074748710567	承矩 蒲州臨晉	zh	graph traversal, 1 hop(s)
Q45528696	6000000074748759247	緝 河東解縣	zh	carries the clan seat 河東解縣, which is Chinese
Q45390400	6000000074748760387	瑚 破胡 河東汾陰	zh	carries the clan seat 河東汾陰, which is Chinese
Q45630655	6000000074748760401	磎 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45648819	6000000074748837799	縯 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45630781	6000000074748950544	鈹 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45630028	6000000074748986491	塤 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45647381	6000000074749011512	庠 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q18906705	6000000074749098273	邕 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45628510	6000000074749144295	岸 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45647140	6000000074749144402	訢 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45390340	6000000074749172134	愿 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45627063	6000000074749172215	黄童 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45631470	6000000074749252149	嶠 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45422659	6000000074749260034	諤 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45628761	6000000074749268166	遵誨 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45647202	6000000074749320264	汾 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45639333	6000000074749331356	銚 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45544968	6000000074749345747	䢔 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q45553547	6000000074749345782	禊 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45625802	6000000074749367083	損 河東汾陰	zh	carries the clan seat 河東汾陰, which is Chinese
Q45629583	6000000074749367156	鴈 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q11622243	6000000074749371142	辯 允白 河東汾陰	zh	carries the clan seat 河東汾陰, which is Chinese
Q45629645	6000000074749382114	鐧 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q11096908	6000000074749382765	暹 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11113738	6000000074749391808	自虛 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45422243	6000000074749453050	舒 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45646543	6000000074749453113	蒼 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45390380	6000000074749465050	雕 河東汾陰	zh	carries the clan seat 河東汾陰, which is Chinese
Q20040953	6000000074749465165	調 蒲州寶鼎	zh	carries the clan seat 蒲州寶鼎, which is Chinese
Q45422685	6000000074749471904	元曖 河東汾陰	zh	carries the clan seat 河東汾陰, which is Chinese
