a_qid	b_qid	a_name	b_name	hops	people_to_create	via
Q5542574	Q5786123	Johan Fredrik Adelheim Borgström	Hugo Adolf Hugo Adolf Hamilton af Hageby	3	2	6000000008988803122;6000000017719103115
Q108545716	Q5925436	Carl Natt och Dag	Claes Bengtsson Bruzéus	3	2	6000000013255870673;6000000008730150646
Q19977020	Q4938400	Adolf Rudbeck	Christina Charlotta Cronhielm af Hakunge	3	2	6000000008178456001;6000000008178453589
Q19977020	Q24879115	Adolf Rudbeck	Polykarpus Erik Cronhielm af Hakunge	3	2	6000000008178456001;6000000008178453589
Q496775	Q3428167	Andreas ( Anders ) Christersson Dahl	Olof Kolmodin Sr.	3	2	6000000030282704252;6000000000283130012
Q110505344	Q5568857	Brita Olofsdotter Oxehufvud	Daniel Jonsson Behmer	3	2	6000000009653195728;6000000006776896131
Q116313417	Q5925436	Natanael Ram till Gerstorp	Claes Bengtsson Bruzéus	3	2	6000000018699834255;6000000018698872514
Q116389320	Q111424504	Reinhold Tersmeden	Magdalena Robsahm	3	2	6000000002834036111;6000000012267030870
Q109294737	Q5747237	Gabriel Wennerstedt	Fredrik Adolf Ulrik Funck	3	2	6000000008392871355;6000000012501647369
Q5925436	Q134570662	Claes Bengtsson Bruzéus	Benedikta Posse	3	2	6000000008730150646;6000000013255870673
Q47680827	Q11993753	Vendela Thomasdotter	Olaus Simonis Nauclérus	3	2	6000000008538794153;1610168
Q110304609	Q509216	Märta Kurki	Sophia Elisabeth Johansdotter Gyllenhielm	3	2	6000000012749206747;6000000005231669244
Q110304609	Q99301884	Märta Kurki	Beata von Schulman	3	2	6000000019765385881;6000000019765994602
Q79163190	Q2293455	Andreas Olderman	Olaus Jöransson Swebilius	3	2	6000000012691536241;6000000012690270940
Q79163190	Q104549966	Andreas Olderman	Elisabet Samuelsdotter Enander	3	2	6000000012691536241;6000000012690270940
Q79163190	Q6257891	Andreas Olderman	Jonas Andersson Österling	3	2	6000000031629838926;6000000006127737885
Q79163190	Q5747215	Andreas Olderman	Carl Funck	3	2	6000000009914082307;6000000012501647369
Q79163190	Q5747237	Andreas Olderman	Fredrik Adolf Ulrik Funck	3	2	6000000009914082307;6000000012501647369
Q122705340	Q16650155	Nils Christensson Sylvan	Zacharias Nicolai Plantin	3	2	315897203540008086;315821360860001721
Q5614944	Q3428167	Christopher Christofer Dahl	Olof Kolmodin Sr.	3	2	6000000030282704252;6000000000283130012
Q6180436	Q3808928	Samuel Skunck	Johannes Canuti Gestricius	3	2	6000000008394390957;6000000008394484862
Q53092130	Q5580885	Georg Reinhold von Köhler	Erik Gustaf Boije af Gennäs	3	2	6000000006127120926;6000000006127120919
Q53092130	Q4938400	Georg Reinhold von Köhler	Christina Charlotta Cronhielm af Hakunge	3	2	6000000006127120926;6000000012888307497
Q53092130	Q24879115	Georg Reinhold von Köhler	Polykarpus Erik Cronhielm af Hakunge	3	2	6000000006127120926;6000000012888307497
Q6240370	Q98291981	Carl Olof Widmark	Robert Julius Ström	3	2	6000000009494606557;6000000004073836387
Q109835413	Q99301884	Henrik Falkenberg	Beata von Schulman	3	2	6000000013257012108;6000000006127529490
Q109835413	Q124606874	Henrik Falkenberg	Hans Didrik Mörner af Morlanda	3	2	6000000013257012108;6000000006127529490
Q123503386	Q792087	Carl Pontus von Rosen	Axel Erik Roos till Lövås	3	2	6000000015119258311;6000000000404647739
Q123503386	Q111954766	Carl Pontus von Rosen	Hedvig Charlotta Cronhielm af Flosta	3	2	6000000015119258311;6000000000404647739
Q5590407	Q16165489	Eric Burman	Abraham Laurentii Burman	3	2	6000000006345183107;6000000007588356972
Q20736660	Q333297	Frans Olof af Brunér	Frans Michael Zachrichsson Franzén	3	2	6000000002804771576;6000000000325079845
Q20736660	Q11903151	Frans Olof af Brunér	Zachris Zachrisson Franzén	3	2	6000000002804771576;6000000000325079845
Q20736660	Q17381568	Frans Olof af Brunér	Lars Henrik Keckman	3	2	6000000002804771576;6000000000325079856
Q20736660	Q6142233	Frans Olof af Brunér	Carl Niclas Keckman	3	2	6000000002804771576;6000000000325079856
Q122962082	Q5581529	Filip Jönsson Bonde till Borrö	Carl Filipsson Bonde af Laihela till Laihela	3	2	368483634080002549;384955697100012616
Q122962082	Q125974067	Filip Jönsson Bonde till Borrö	Ulf Filipsson Bonde	3	2	368483634080002549;384955697100012616
Q122962082	Q4528245	Filip Jönsson Bonde till Borrö	Erik Carlsson Siöblad	3	2	6000000006196634116;6000000006196332765
Q122962082	Q115870810	Filip Jönsson Bonde till Borrö	Charlotta Regina Palbitzki	3	2	6000000006196634116;6000000006196332765
Q111424504	Q19316514	Magdalena Robsahm	Salomon Gottschalk Bengtsson Geijer	3	2	6000000006890127631;6000000013401377353
Q111424504	Q5754581	Magdalena Robsahm	Bengt Reinhold Geijer	3	2	6000000006890127631;6000000013401377353
Q111424504	Q5754709	Magdalena Robsahm	Per Adolf Geijer	3	2	6000000006890127631;6000000013401377353
Q109296518	Q5623133	Conrad Gabrielsson Falkenberg af Trystorp	Fredrik Carl von Dohna-Carwinden till Karwinden	3	2	6000000006128036464;6000000001545863177
Q5576250	Q16650163	Johan Bilmark	Samuel Andersson Pryss	3	2	6000000025912306226;6000000001720805390
Q16650154	Q16165489	Ericus Olai Plantin	Abraham Laurentii Burman	3	2	6000000003375032193;6000000007588356972
Q16165489	Q140373605	Abraham Laurentii Burman	Anna Plantin	3	2	6000000007588356972;6000000003375032193
Q122962093	Q5805053	Maria Christina Bonde till Borrö och Jula	Gustaf Adolf Hierta	3	2	6000000008508097243;6000000017683001824
Q111424502	Q19316514	Per Andersson	Salomon Gottschalk Bengtsson Geijer	3	2	6000000006890127631;6000000013401377353
Q111424502	Q5754581	Per Andersson	Bengt Reinhold Geijer	3	2	6000000006890127631;6000000013401377353
Q111424502	Q5754709	Per Andersson	Per Adolf Geijer	3	2	6000000006890127631;6000000013401377353
Q4993297	Q6185058	Magnus Pedersson Brahe	Lars Eriksson Sparre af Rossvik	3	2	6000000002410580955;6000000001457787940
Q6240376	Q98291981	Per Fredrik Widmark	Robert Julius Ström	3	2	6000000009494606557;6000000004073836387
Q6185058	Q5581529	Lars Eriksson Sparre af Rossvik	Carl Filipsson Bonde af Laihela till Laihela	3	2	6000000001457868019;6000000007511906653
Q5725105	Q980778	Eric Michael Fant	Samuel Klingenstierna	3	2	6000000019344079214;6000000008913799290
Q943803	Q98690001	Uno Troilius	Herman Adolf Tersmeden	3	2	6000000019550261054;6000000019550191141
Q109296521	Q26240160	Henrik Falkenberg af Trystorp	Eva Magdalena Oxenstierna af Korsholm och Wasa	3	2	6000000006127496801;6000000004595255227
Q16650163	Q705772	Samuel Andersson Pryss	Bengt Lidner	3	2	6000000001720805390;6000000041406531892
Q6164895	Q6158199	Carl Rinman	Erik Odhelius	3	2	4215150018590021915;6000000008935037876
Q124606874	Q109835793	Hans Didrik Mörner af Morlanda	Märta Bonde	3	2	6000000006127557060;6000000006127550579
Q124606874	Q119636825	Hans Didrik Mörner af Morlanda	Elisabet Gyllenstierna af Ulaborg	3	2	6000000006127557060;6000000020181983483
Q131763739	Q5869087	Lovisa Eleonora Rudbeck	Carl Henrik Gyllenhaal	3	2	6000000012641179202;6000000014419275749
Q131763739	Q123053906	Lovisa Eleonora Rudbeck	Carl Alexander Fredrik Gyllenhaal	3	2	6000000012641179202;6000000014419275749
Q131763739	Q108283960	Lovisa Eleonora Rudbeck	Reinhold Thure Gustaf Carl Gabriel Rudbeck	3	2	6000000012641179202;6000000006127612406
Q5805053	Q5623133	Gustaf Adolf Hierta	Fredrik Carl von Dohna-Carwinden till Karwinden	3	2	6000000006128024559;6000000001545723232
Q5629580	Q110950823	Claes Claesson Ekeblad	Otto Henrik Adam Lagerberg	3	2	6000000008780368643;6000000018667325797
Q5629580	Q118496209	Claes Claesson Ekeblad	Claes Sven Lagerberg	3	2	6000000008780368643;6000000018667325797
Q16650155	Q122705283	Zacharias Nicolai Plantin	Christian Sylvan	3	2	315821360860001721;315897203540008086
Q16650155	Q456456	Zacharias Nicolai Plantin	Matthias Petri Persson	3	2	6000000002994864727;5117661362950072593
Q5869087	Q5562987	Carl Henrik Gyllenhaal	Axel Axelsson till Sollentunaholm	3	2	6000000014419275749;6000000009475019449
Q108283960	Q5562987	Reinhold Thure Gustaf Carl Gabriel Rudbeck	Axel Axelsson till Sollentunaholm	3	2	6000000006127612406;6000000009475019449
Q111954774	Q101231257	Maria Wallenstedt	Carl Fredrik Lood I Småland	3	2	6000000008178103926;6000000006128061749
Q6190322	Q112973884	Peder Mattsson Upplänning till Ryd	Erik Eriksson Boije af Gennäs	3	2	6000000003320351399;6000000000044488061
Q1663709	Q16649300	Johannes Johannis Rudbeckius d.ä.	Andreas Persson	3	2	6000000007356241253;5235379264180082152
Q1663709	Q110322681	Johannes Johannis Rudbeckius d.ä.	Catharina Nilsdotter Stjernman	3	2	6000000007356241253;5235379264180082152
Q120105430	Q110303162	Baltzar Philip Salomon Horn af Rantzien	Hilla Birgitta Trolle	3	2	4964163498500125996;6000000006127526153
Q4989787	Q509216	Maria Elisabet Stenbock	Sophia Elisabeth Johansdotter Gyllenhielm	3	2	6000000003883148827;6000000005231669244
Q65040173	Q4938400	Sigrid Eva Strömberg	Christina Charlotta Cronhielm af Hakunge	3	2	6000000008178456001;6000000008178453589
Q65040173	Q24879115	Sigrid Eva Strömberg	Polykarpus Erik Cronhielm af Hakunge	3	2	6000000008178456001;6000000008178453589
Q109647492	Q118727354	Carl Gustaf Georg Braunerhielm	Catharina Ulrika Montgomery	3	2	6000000006127393870;6000000006127355935
Q140371996	Q109296514	Jeannette Charlotta Falkenberg af Trystorp	Melcher Garbrielsson Falkenberg af Trystorp	3	2	6000000005165255008;6000000005229676924
Q109381322	Q6206403	Reinhold Fredrik August von Ehrenheim	Jacob Tersmeden till Larsbo	3	2	6000000008943481296;6000000006902864061
Q5939340	Q128043764	Lars Olofsson	Henrik Horn till Haapaniemi	3	2	6000000007819736514;6000000006704088298
Q109835793	Q119636825	Märta Bonde	Elisabet Gyllenstierna af Ulaborg	3	2	6000000006127550579;6000000020181983483
Q109835793	Q6001555	Märta Bonde	Carl Claes Mörner af Morlanda	3	2	6000000006127550579;6000000006127557060
Q128043764	Q110621433	Henrik Horn till Haapaniemi	Anna Andersdotter	3	2	6000000006704088298;6000000007819736514
Q128043764	Q104550183	Henrik Horn till Haapaniemi	Margareta Hansdotter Björnram	3	2	6000000006704088298;6000000007819736514
Q19822661	Q5756980	Anna Sofia Gyllenborg	Albrekt Gerner	3	2	6000000013081298656;6000000013081439309
Q76827672	Q118727354	Emy Reuterskiöld	Catharina Ulrika Montgomery	3	2	6000000013192929891;6000000013192986169
Q1523366	Q135479879	Per Fjellström	Karin Persdotter	3	2	376126216070003003;6000000007511609048
Q5720609	Q456456	Jacob Abrahamsson	Matthias Petri Persson	3	2	6000000010793466404;5117661362950072593
Q66364617	Q110303481	Magdalena (Malin) Malin Hising	Michael Olofsson Hising	3	2	6000000007356184275;6000000001978779051
Q3655969	Q110303432	Anders Engelbertsson Bure	Erik Henriksson Tott	3	2	6000000004687817554;6000000012567155152
Q118727354	Q109984422	Catharina Ulrika Montgomery	Axel Magnus Otto Reuterskiöld	3	2	6000000013192986169;6000000013192929891
Q118727354	Q5949652	Catharina Ulrika Montgomery	Claes Gustaf Lagercrantz	3	2	6000000006127355935;6000000006127401015
Q75604188	Q6168738	Patrick Lyell	Peter Olofsson Schnack	3	2	6000000008932706423;6000000009608156845
Q24879115	Q5580885	Polykarpus Erik Cronhielm af Hakunge	Erik Gustaf Boije af Gennäs	3	2	6000000012888307497;6000000006127120919
Q24879115	Q5580888	Polykarpus Erik Cronhielm af Hakunge	Erik Gustaf Boije af Gennäs	3	2	6000000012888307497;6000000006127120919
Q64636596	Q119636825	Anna Maria Soop af Limingo	Elisabet Gyllenstierna af Ulaborg	3	2	6000000012985633694;6000000008507474013
Q126281366	Q6001555	Ulrika Fredrika Piper	Carl Claes Mörner af Morlanda	3	2	6000000020839153855;6000000006127557060
Q122948266	Q5412102	Maria Christina Armfelt	Carl Gustaf Armfelt Jr	3	2	6000000000051965914;6000000000052502488
Q5562987	Q123053906	Axel Axelsson till Sollentunaholm	Carl Alexander Fredrik Gyllenhaal	3	2	6000000009475019449;6000000014419275749
Q5580885	Q4938400	Erik Gustaf Boije af Gennäs	Christina Charlotta Cronhielm af Hakunge	3	2	6000000006127120919;6000000012888307497
Q5580885	Q111488201	Erik Gustaf Boije af Gennäs	Catharina Maria Boije af Gennäs	3	2	6000000000044350793;6000000000044469169
Q110292763	Q509216	Beata Kurck till Pilois	Sophia Elisabeth Johansdotter Gyllenhielm	3	2	6000000012749206747;6000000005231669244
Q119636825	Q6001555	Elisabet Gyllenstierna af Ulaborg	Carl Claes Mörner af Morlanda	3	2	6000000020181983483;6000000006127557060
Q96335264	Q6001555	Fredrik von Post	Carl Claes Mörner af Morlanda	3	2	6000000012361508122;6000000006127523757
Q96335264	Q5040609	Fredrik von Post	Carl Otto Mörner af Morlanda	3	2	6000000012361508122;6000000006127523757
Q115870462	Q73763089	Johan Tengström	Carl Fredrik Tengström	3	2	6000000005962059742;6000000005962059642
Q118179525	Q333297	Henrik Sebastian Vult von Steijern	Frans Michael Zachrichsson Franzén	3	2	6000000003376173527;6000000003170227255
Q4938400	Q5580888	Christina Charlotta Cronhielm af Hakunge	Erik Gustaf Boije af Gennäs	3	2	6000000012888307497;6000000006127120919
Q106509532	Q456456	Petrus Jakobsson	Matthias Petri Persson	3	2	6000000010793466404;5117661362950072593
Q128043238	Q98698347	Gustaf Henriksson Rehbinder	Claes Johan Taube	4	3	6000000002996765275;6000000006128178312;6000000009628241375
Q128043238	Q6045757	Gustaf Henriksson Rehbinder	Æschillus Olai Petraeus	4	3	6000000000667352365;6000000187581642831;6000000007367523351
Q128043238	Q109668936	Gustaf Henriksson Rehbinder	Anna Henriksdotter Kock	4	3	6000000000667352365;6000000187581642831;6000000007367523351
Q128043238	Q111488200	Gustaf Henriksson Rehbinder	Anders Boije af Gennäs	4	3	6000000000048359749;6000000000048419249;6000000011537400357
Q128043238	Q89005904	Gustaf Henriksson Rehbinder	Reinhold Rehbinder till Uddrich	4	3	365915572170003648;328602510010006074;328603644720001175
Q6001627	Q64636596	Hans Georg von Mörner	Anna Maria Soop af Limingo	4	3	6000000012754579896;6000000012756007617;6000000001054451006
Q6001627	Q123178226	Hans Georg von Mörner	Mats Kagg	4	3	6000000012754579896;6000000043768167527;6000000006127550862
Q6001627	Q6050337	Hans Georg von Mörner	Gustaf Abraham Piper	4	3	6000000019765994602;6000000019765656966;6000000019766088124
Q6001627	Q1254296	Hans Georg von Mörner	Gustaf Carlsson Bonde	4	3	6000000006127529490;6000000013207188052;6000000013205751589
Q6001627	Q99301951	Hans Georg von Mörner	Anna Christina Natt och Dag	4	3	6000000006127529490;6000000013207188052;6000000013205751589
Q6001627	Q6204657	Hans Georg von Mörner	Evert Fredrik Taube till Odenkat	4	3	6000000006127529490;6000000013207216147;6000000013207340326
Q6001627	Q110303111	Hans Georg von Mörner	Beata Elisabet Didriksdotter Wrangel av Adinal	4	3	6000000006127529490;6000000013207216147;6000000013207340326
Q6001627	Q5609935	Hans Georg von Mörner	Hans Hansson Clerck till Väster Lagnö	4	3	6000000008602473613;6000000012821381729;6000000012118892581
Q115870617	Q98698347	Bernhard Rehbinder II, a.d.H. Uddrich, baron	Claes Johan Taube	4	3	6000000000325081472;6000000002498855658;6000000011119276259
Q115870617	Q110313438	Bernhard Rehbinder II, a.d.H. Uddrich, baron	Ebba Stålhandske	4	3	6000000012056774715;6000000009457575224;6000000000356856507
Q16164829	Q6082440	Erlandus Svenonis Broman	Olof Fredrik Rudbeck	4	3	6000000006913159790;6000000008212085579;342023904050013623
Q16164829	Q99301827	Erlandus Svenonis Broman	Hans Georg Mörner af Morlanda	4	3	6000000004283947268;6000000142098160981;6000000142098441926
Q16164829	Q99301828	Erlandus Svenonis Broman	Eva Charlotta Sparre	4	3	6000000004283947268;6000000142098160981;6000000142098441926
Q3082830	Q123049296	Johan Adam Cronstedt	Johanna Fredrica Lovisa Johansdotter Taube	4	3	6000000023239277637;6000000030110940542;6000000012118844421
Q16649271	Q116439449	Jonas Genberg	Abraham Grafström	4	3	6000000019585752046;6000000019585749194;6000000019585927084
Q5712222	Q96183001	Johan Jonasson Engeström	Jacob Lenæus	4	3	6000000008918863111;6000000012640936007;6000000020488764955
Q131727033	Q53818369	Louise Cuthbert-Brooke	Beata Charlotta Wennerstedt	4	3	6000000009968931168;6000000009969541205;6000000009969443102
Q42309384	Q128043661	Arvid Ivarsson Natt och Dag till Strömsta	Erik Gustaf Stenbock	4	3	6000000001800855967;4490779583160032540;4490779630000027158
Q42309384	Q4949508	Arvid Ivarsson Natt och Dag till Strömsta	Johanna Eleonora De la Gardie	4	3	6000000001800855967;4490779583160032540;4490779630000027158
Q42309384	Q116389320	Arvid Ivarsson Natt och Dag till Strömsta	Reinhold Tersmeden	4	3	6000000001800855967;6000000011137434271;6000000012158871537
Q42309384	Q115974234	Arvid Ivarsson Natt och Dag till Strömsta	Christina Elenora Börstelia	4	3	6000000001800855967;6000000011137434271;6000000012158871537
Q42309384	Q449530	Arvid Ivarsson Natt och Dag till Strömsta	Magnus Gustafsson Stenbock till Bogesund	4	3	6000000001800855967;6000000006127651925;6000000006127769322
Q42309384	Q26240160	Arvid Ivarsson Natt och Dag till Strömsta	Eva Magdalena Oxenstierna af Korsholm och Wasa	4	3	6000000001800855967;6000000006127651925;6000000006127769322
Q42309384	Q6050337	Arvid Ivarsson Natt och Dag till Strömsta	Gustaf Abraham Piper	4	3	6000000019765385881;6000000019765656966;6000000019766088124
Q111364520	Q115631693	Charlotta Rotenburg	Jonas Estonis Halenius	4	3	284146109110005997;6000000007694730563;6000000003684977429
Q111364520	Q115631695	Charlotta Rotenburg	Anna Königsdotter	4	3	284146109110005997;6000000007694730563;6000000003684977429
Q109294137	Q111370724	Beata Margareta Douglas	Beata Gustafsdotter Bonde	4	3	6000000012821137391;6000000038358199444;6000000002947165395
Q109294137	Q6184917	Beata Margareta Douglas	Claes Gustafsson Sparre till Sövdeborg	4	3	6000000009204927819;6000000009204599692;6000000009204746530
Q109294137	Q99302256	Beata Margareta Douglas	Sofia Lovisa Soop	4	3	6000000009204927819;6000000009204599692;6000000009204746530
Q127270482	Q112974602	Hans Hansson	Maria Magdalena Caméen	4	3	6000000007755401869;6000000007755448331;6000000007755441299
Q127270482	Q6168738	Hans Hansson	Peter Olofsson Schnack	4	3	6000000007755401869;6000000007755632532;6000000009608030727
Q127270482	Q127270487	Hans Hansson	Lorentz Hoyer	4	3	6000000000222398706;5708325815410063335;5708325693990063329
Q112969084	Q1663709	Catharina Segersdotter Nentzelia	Johannes Johannis Rudbeckius d.ä.	4	3	6000000006127174051;6000000006127174117;6000000002513770576
Q112969084	Q66364617	Catharina Segersdotter Nentzelia	Magdalena (Malin) Malin Hising	4	3	6000000006127174051;6000000006127174117;6000000002513770576
Q112969084	Q115631693	Catharina Segersdotter Nentzelia	Jonas Estonis Halenius	4	3	284146109110005997;6000000007694730563;6000000003684977429
Q112969084	Q115631695	Catharina Segersdotter Nentzelia	Anna Königsdotter	4	3	284146109110005997;6000000007694730563;6000000003684977429
Q112969084	Q18246625	Catharina Segersdotter Nentzelia	Uno Trulsson	4	3	6000000007330138489;6000000005436567109;6000000005436567477
Q112969084	Q4980659	Catharina Segersdotter Nentzelia	Margareta Hansdotter	4	3	6000000007330138489;6000000005436567109;6000000005436567477
Q111346615	Q5869087	Johan Zakris Josua Ture Gustaf Rudbeck	Carl Henrik Gyllenhaal	4	3	6000000006127612406;6000000012641179202;6000000014419275749
Q111346615	Q123053906	Johan Zakris Josua Ture Gustaf Rudbeck	Carl Alexander Fredrik Gyllenhaal	4	3	6000000006127612406;6000000012641179202;6000000014419275749
Q111346615	Q64941846	Johan Zakris Josua Ture Gustaf Rudbeck	Ida Reinholdina Selma Sofia Rudbeck	4	3	6000000006127612406;6000000012641179202;6000000006450473205
Q66488894	Q122961958	Georg Wilhelm Vilhelm Fleetwood	Georg Gustav von Wrangell a Koil	4	3	6000000012361508122;6000000006127907352;6000000008778359174
Q66488894	Q124606874	Georg Wilhelm Vilhelm Fleetwood	Hans Didrik Mörner af Morlanda	4	3	6000000012361508122;6000000028050896720;6000000028050576717
Q66488894	Q26239794	Georg Wilhelm Vilhelm Fleetwood	Johan Cronhielm till Vi	4	3	6000000012361508122;6000000006127523671;6000000019242880088
Q66488894	Q1168365	Georg Wilhelm Vilhelm Fleetwood	Samuel Olofsson Troilius	4	3	6000000012361508122;6000000006127523709;6000000006128024426
Q66488894	Q118174982	Georg Wilhelm Vilhelm Fleetwood	Catharina Johanna Gyllenborg	4	3	6000000012361508122;6000000012631155796;6000000013227475864
Q66488894	Q5805065	Georg Wilhelm Vilhelm Fleetwood	Lars Hierta till Häggatorp	4	3	6000000011399518398;6000000011399266698;6000000002626553863
Q26239935	Q123977835	Peder Gudmundsson Bröms	Per Gudmund Lindencrona	4	3	6000000009523949873;6000000009524259287;6000000008852299201
Q11865655	Q123977835	Jacob Henricsson Flachsenius	Per Gudmund Lindencrona	4	3	6000000007802186575;6000000000023287107;6000000008852160446
Q11865655	Q23009813	Jacob Henricsson Flachsenius	Erik Gustaf Lindencrona	4	3	6000000007802186575;6000000000023287107;6000000008852160446
Q11865655	Q124369418	Jacob Henricsson Flachsenius	Christian Fredrik Lindencrona	4	3	6000000007802186575;6000000000023287107;6000000008852160446
Q11865655	Q16165489	Jacob Henricsson Flachsenius	Abraham Laurentii Burman	4	3	6000000007589910239;6000000000160733345;6000000000160723283
Q11865655	Q17383901	Jacob Henricsson Flachsenius	Jakob Jakobsson Simelius	4	3	6000000001864870637;6000000000583643059;1618652
Q11865655	Q105705007	Jacob Henricsson Flachsenius	Jakob Edgren	4	3	6000000001864870637;6000000000583643059;6000000030384260673
Q11865655	Q68430192	Jacob Henricsson Flachsenius	Jonas Gustafsson Cajanus	4	3	6000000001864870637;6000000000583643059;6000000010760135378
Q133733417	Q2598354	Brita Eleonora Lagerfelt	Gustaf Wachtmeister	4	3	6000000006127836644;6000000006127836651;6000000006127836658
Q133733417	Q109296009	Brita Eleonora Lagerfelt	Henriette Elisabeth Elisabet Falkenberg af Bålby	4	3	6000000006127836644;6000000006127836651;6000000006127836658
Q133733417	Q111015105	Brita Eleonora Lagerfelt	Gustaf Axel Fredrik Lagerfelt	4	3	6000000006127836644;6000000006127836651;6000000006127836658
Q115871014	Q110313556	Christoffer Christoffersson Grubbe	Erik Mårtensson Boije	4	3	6000000002770027820;6000000007361690289;6000000007817289974
Q115871014	Q110313557	Christoffer Christoffersson Grubbe	Anna Larsdotter Fleming	4	3	6000000002770027820;6000000007361690289;6000000007817289974
Q17383901	Q73762349	Jakob Jakobsson Simelius	Susanna Meisner	4	3	1618652;6000000000583643059;6000000001864870637
Q17383901	Q105705007	Jakob Jakobsson Simelius	Jakob Edgren	4	3	1618652;6000000000583643059;6000000030384260673
Q17383901	Q68430192	Jakob Jakobsson Simelius	Jonas Gustafsson Cajanus	4	3	1618652;6000000000583643059;6000000010760135378
Q119726694	Q130718249	Gustaf Magnus von Peetz a Angern	Magdalena Charlotta Mörner af Morlanda till Grönlund	4	3	6000000008638726521;6000000008591504955;6000000008638726516
Q130684317	Q11854977	Märta Christina Strömfelt	Carl Falkenberg af Trystorp	4	3	6000000006977857936;6000000006978063621;6000000008488964682
Q5813639	Q64808959	Claes Fredrik Claesson Horn	Gustaf Adolf Adolph Horn	4	3	6000000006128061904;6000000012712297347;6000000009036467920
Q5813639	Q117007343	Claes Fredrik Claesson Horn	Claes Horn	4	3	6000000006128061904;6000000012712297347;6000000009036467920
Q109852818	Q5698210	Katarina Welin	Samuel Chydenius	4	3	6000000007367329418;6000000007366595611;6000000007774748338
Q109852818	Q490870	Katarina Welin	Anders Jacobsson Chydenius	4	3	6000000007367329418;6000000007366595611;6000000007774748338
Q109852818	Q73763414	Katarina Welin	Maria Chydenius	4	3	6000000007367329418;6000000007366595611;6000000007774748338
Q109852818	Q6045757	Katarina Welin	Æschillus Olai Petraeus	4	3	6000000007367329418;6000000007367019257;6000000007367523351
Q109852818	Q109668936	Katarina Welin	Anna Henriksdotter Kock	4	3	6000000007367329418;6000000007367019257;6000000007367523351
Q114850416	Q110505270	Jakob Olofsson Schnack	Gustaf Anrep av Soor	4	3	6000000002395970135;6000000009208001549;6000000008100728972
Q114850416	Q110505271	Jakob Olofsson Schnack	Christina Siöblad	4	3	6000000002395970135;6000000009208001549;6000000008100728972
Q86919328	Q122705340	Esaias Elias Hackzell	Nils Christensson Sylvan	4	3	315820577460001747;315821360860001721;315897203540008086
Q86919328	Q122705283	Esaias Elias Hackzell	Christian Sylvan	4	3	315820577460001747;315821360860001721;315897203540008086
Q86919328	Q456456	Esaias Elias Hackzell	Matthias Petri Persson	4	3	315820577460001747;6000000002994864727;5117661362950072593
Q5737734	Q115870619	Samuel Johansson Forsenius	Hans Mikaelsson Munck	4	3	6000000004956578642;6000000004956691689;6000000008334145408
Q5737734	Q115870620	Samuel Johansson Forsenius	Katarina Eriksdotter Slang till Balkis	4	3	6000000004956578642;6000000004956691689;6000000008334145408
Q5737734	Q5713876	Samuel Johansson Forsenius	Nils Israel Eosander	4	3	6000000010110055174;6000000010109768115;6000000004869769252
Q5737734	Q6087798	Samuel Johansson Forsenius	Lars Larsson Sacklén (Sacklinius)	4	3	6000000010110055174;6000000010109768115;6000000004869769252
Q75604146	Q96743203	Henrik Patricksson Leijel	Daniel Caméen	4	3	6000000007755528251;6000000007755382504;6000000007755441299
Q75604146	Q112974602	Henrik Patricksson Leijel	Maria Magdalena Caméen	4	3	6000000007755528251;6000000007755382504;6000000007755441299
Q110505320	Q64398230	Christina Möller	Anna Sofia von Ungern-Sternberg	4	3	6000000012985339392;6000000013296074666;6000000007398424896
Q63102557	Q17380284	Henriette Elisabet Franzén	Johan Franzén	4	3	6000000002759919665;6000000002759813645;6000000002769119074
Q63102557	Q118179525	Henriette Elisabet Franzén	Henrik Sebastian Vult von Steijern	4	3	6000000002759919665;6000000003170227255;6000000003376173527
Q108920289	Q110293138	Maria Lindormsdotter Ribbing	Bengt Eriksson Ribbing	4	3	6000000001643054187;4246295551780049320;6000000007513914249
Q108920289	Q122962082	Maria Lindormsdotter Ribbing	Filip Jönsson Bonde till Borrö	4	3	6000000007511906640;384955697100012616;368483634080002549
Q4954241	Q79163190	Gustafva Sofia Rosenborg	Andreas Olderman	4	3	6000000008549932057;6000000012501647369;6000000009914082307
Q4954241	Q133445424	Gustafva Sofia Rosenborg	Anna Gerdes	4	3	6000000008549932057;6000000012501647369;6000000009914082307
Q4954241	Q110505296	Gustafva Sofia Rosenborg	Helena Swebilia	4	3	6000000008549932057;6000000012501647369;6000000012501660382
Q4954241	Q109294737	Gustafva Sofia Rosenborg	Gabriel Wennerstedt	4	3	6000000008549932057;6000000012501647369;6000000008392871355
Q4954241	Q53818369	Gustafva Sofia Rosenborg	Beata Charlotta Wennerstedt	4	3	6000000008549932057;6000000012501647369;6000000008392871355
Q5725186	Q139033715	Michael Fant	Petrus Martin	4	3	6000000002734687344;4911545008010023712;1387522
Q5725186	Q139037807	Michael Fant	Roland Martin	4	3	6000000002734687344;4911545008010023712;1387522
Q5580877	Q5580888	Adam Ludvig Boije af Gennäs	Erik Gustaf Boije af Gennäs	4	3	6000000000044492456;6000000000044648036;6000000006127120919
Q5580877	Q53092130	Adam Ludvig Boije af Gennäs	Georg Reinhold von Köhler	4	3	6000000013282000228;6000000000044407866;6000000006127120926
