a_qid	b_qid	a_name	b_name	hops	people_to_create	via
Q130359437	Q139071345	Catharina Goeding	Per Anton Martin	2	1	1386965
Q130359437	Q5978038	Catharina Goeding	Roland Martin	2	1	1386965
Q120876944	Q116761477	Johan Åke Nordenfeldt	Regina Christina Christina Nordenfeldt	2	1	6000000001994951163
Q120876944	Q98545697	Johan Åke Nordenfeldt	Maria Charlotta Nordenfeldt	2	1	6000000001994951163
Q120876944	Q116761455	Johan Åke Nordenfeldt	Johanna Frederika Nordenfeldt	2	1	6000000001994951163
Q112974047	Q18632469	Elisabet Olofsdotter Bure	Johann Claesson Galle	2	1	6000000008006987675
Q5805057	Q5629580	Johan Adam Hierta	Claes Claesson Ekeblad	2	1	6000000029676898679
Q5805057	Q1393227	Johan Adam Hierta	Eva De la Gardie	2	1	6000000029676898679
Q549109	Q63102562	Artur Immanuel Hazelius	Helena Sofia Franzén	2	1	6000000019584540222
Q127270437	Q5557702	Kristina Samuelsdotter	Johannes Olofsson	2	1	6000000007520538497
Q127270437	Q16649517	Kristina Samuelsdotter	Gerhard Jonæ	2	1	6000000007548088462
Q127270437	Q2490612	Kristina Samuelsdotter	Johan Gertsson till Ånsta	2	1	6000000007548088462
Q127270437	Q782556	Kristina Samuelsdotter	Nicolaus Olai Bothniensis	2	1	5235379264180082152
Q127270437	Q110322681	Kristina Samuelsdotter	Catharina Nilsdotter Stjernman	2	1	5235379264180082152
Q5629850	Q5562596	Petrus Ekerman	Pehr Fabian Aurivillius	2	1	6000000008391184274
Q116761455	Q116761477	Johanna Frederika Nordenfeldt	Regina Christina Christina Nordenfeldt	2	1	6000000001994951163
Q116761455	Q98545697	Johanna Frederika Nordenfeldt	Maria Charlotta Nordenfeldt	2	1	6000000001994951163
Q6215529	Q6045829	Carl Oscar Troilius	Johan Teodor Petré	2	1	6000000023812027990
Q6215529	Q98178821	Carl Oscar Troilius	Gustava Ulrika Elisabeth Munktell	2	1	6000000023812027990
Q96743203	Q112974602	Daniel Caméen	Maria Magdalena Caméen	2	1	6000000007755441299
Q123485792	Q124369418	Albert Rudolf Fredrik von Hennigs	Christian Fredrik Lindencrona	2	1	6000000203992042829
Q109295978	Q5975022	Jakobina Sofia Psilanderhielm	Lars August Mannerheim	2	1	6000000000047255126
Q109668936	Q6238790	Anna Henriksdotter Kock	Olof Olofsson Wexionius	2	1	6000000006268620197
Q3881468	Q5757435	Olaus Martini Mårtensson	Martinus Eriksson Gestrin	2	1	6000000007548200316
Q3881468	Q11993753	Olaus Martini Mårtensson	Olaus Simonis Nauclérus	2	1	1610437
Q99302232	Q6184917	Elisabet Eriksdotter Kyle	Claes Gustafsson Sparre till Sövdeborg	2	1	6000000011435190440
Q110304613	Q6050337	Hedvig Maria Piper	Gustaf Abraham Piper	2	1	6000000008656755659
Q110304613	Q5623133	Hedvig Maria Piper	Fredrik Carl von Dohna-Carwinden till Karwinden	2	1	6000000001545811320
Q116761059	Q116760927	Olof Gabriel Nordenfelt	Johan Niklas Nordenfelt	2	1	6000000009224452403
Q19819158	Q108615842	Jacob Jakobsson Lang	Mårten Bunge	2	1	6000000018604392948
Q6082455	Q131763739	Thure Gustaf Rudbeck	Lovisa Eleonora Rudbeck	2	1	6000000012641179202
Q97654612	Q19316514	Carl Fredrik Geijer	Salomon Gottschalk Bengtsson Geijer	2	1	6000000006850546678
Q97654612	Q29886570	Carl Fredrik Geijer	Bengt Gustaf Geijer d.y.	2	1	6000000006850546678
Q97654612	Q18239134	Carl Fredrik Geijer	Emanuel Geijer	2	1	6000000006850546678
Q97654612	Q116964250	Carl Fredrik Geijer	Johan Eberhard Geijer	2	1	6000000006850546678
Q123130437	Q11860795	Sigrid Axelina Fredrika Oxenstierna af Eka och Lindö	Gustaf Fredrik Rotkirch	2	1	6000000000106456650
Q109829993	Q123503386	Gustaf Fredrik von Rosen	Carl Pontus von Rosen	2	1	6000000015119258311
Q128163846	Q16595000	Anna Charlotta Paykull	Anna Antoinetta Gyllenborg	2	1	6000000019273082763
Q112970869	Q112969914	Brita Sofia Strömberg	Lovisa Aminoff	2	1	6000000001229631201
Q5893923	Q17381568	Johan Jacob Julin	Lars Henrik Keckman	2	1	6000000000465256446
Q10608167	Q16649635	Olaus Persson	Engelbertus Laurentii	2	1	6000000007588947689
Q10608167	Q1345250	Olaus Persson	Petrus Königsson Königsson	2	1	6000000007511892951
Q10608167	Q135479908	Olaus Persson	Margareta Hansdotter Gammal	2	1	6000000007511892951
Q10608167	Q5959493	Olaus Persson	Jonas Petri Linnerius	2	1	6000000002994864380
Q10608167	Q16650155	Olaus Persson	Zacharias Nicolai Plantin	2	1	315821360860001721
Q5713876	Q105705577	Nils Israel Eosander	Lars Henriksson Sacklinius	2	1	6000000004869769252
Q5713876	Q6087798	Nils Israel Eosander	Lars Larsson Sacklén (Sacklinius)	2	1	6000000004869769252
Q5712251	Q1340357	Jonas von Engeström	Jakob Benzelius	2	1	6000000008918863111
Q5712251	Q5712215	Jonas von Engeström	Jakob Johansson Engeström adl von Engeström	2	1	6000000008918863111
Q5712251	Q5712209	Jonas von Engeström	Gustaf von Engeström	2	1	6000000008918863111
Q5712251	Q5712237	Jonas von Engeström	Johan Engeström	2	1	6000000008918863111
Q5712251	Q4992085	Jonas von Engeström	Lars von Engeström	2	1	6000000008918863111
Q5712251	Q5712203	Jonas von Engeström	Adolf Engeström	2	1	6000000008918863111
Q119726551	Q16503875	Ottilia Johanna von Peetz	Gustaf Bonde af Björnö	2	1	6000000004705909040
Q110386164	Q16596096	Ulrika Christina Mörner af Morlanda	Hedvig Catharina Ekeblad	2	1	6000000020839091008
Q6014594	Q110457015	Olof Nordenfeldt	Cecilia Nordenfeldt	2	1	6000000013344659670
Q127219572	Q5715550	Charlotta Magdalena Klingspor	Ulrik Gustaf Lindencrona	2	1	6000000039443166845
Q127219572	Q124727861	Charlotta Magdalena Klingspor	Carl Johan Lindencrona	2	1	6000000039443166845
Q123503353	Q75445756	Axel James Pontus von Rosen	Eleonora Margareta Bagge	2	1	6000000011615145490
Q110505406	Q124293541	Anna Persdotter Skute (Tre Snäckor)	Johan Gustaf Klingspor	2	1	6000000003320351399
Q110505406	Q115871015	Anna Persdotter Skute (Tre Snäckor)	Christoffer Larsson Grubbe	2	1	6000000020816109107
Q5773287	Q3165694	Samuel Andersson	Gabriel Skragge	2	1	6000000003302299510
Q109835638	Q99301884	Beata Christina Strömfelt	Beata von Schulman	2	1	6000000008602331522
Q124727861	Q5580888	Carl Johan Lindencrona	Erik Gustaf Boije af Gennäs	2	1	6000000039443166845
Q11892303	Q5411287	Samuel Verner von Troil Jr.	Axel Gustaf Samuel von Troil	2	1	5543113347570036366
Q111015105	Q109296009	Gustaf Axel Fredrik Lagerfelt	Henriette Elisabeth Elisabet Falkenberg af Bålby	2	1	6000000006127836658
Q26405863	Q3655969	Olof Engelbertsson Bure	Anders Engelbertsson Bure	2	1	6000000003125122695
Q26405863	Q5590143	Olof Engelbertsson Bure	Jonas Bureus	2	1	6000000003125122695
Q26405863	Q121200009	Olof Engelbertsson Bure	Magdalena Engelbertsdotter	2	1	6000000003125122695
Q26405863	Q121185759	Olof Engelbertsson Bure	Sven Svensson Svensson Svart	2	1	6000000007648925306
Q26405863	Q109295154	Olof Engelbertsson Bure	Maria Svensdotter Svart	2	1	6000000007648925306
Q26405863	Q6248255	Olof Engelbertsson Bure	Johan Andersson Lenæus	2	1	6000000006128178312
Q26405863	Q111292763	Olof Engelbertsson Bure	Christina Wärnschöld	2	1	6000000006128178312
Q112973883	Q124293541	Anders Eriksson Boije af Gennäs	Johan Gustaf Klingspor	2	1	6000000000044488061
Q112973883	Q130755124	Anders Eriksson Boije af Gennäs	Johan Gustav Boije af Gennäs	2	1	6000000000044488061
Q121200009	Q3655969	Magdalena Engelbertsdotter	Anders Engelbertsson Bure	2	1	6000000003125122695
Q121200009	Q5590143	Magdalena Engelbertsdotter	Jonas Bureus	2	1	6000000003125122695
Q123360655	Q138509005	Florentina Ulrika Hildebrand	Ebba Margaret Wennerstedt	2	1	6000000009966383226
Q16649517	Q16649300	Gerhard Jonæ	Andreas Persson	2	1	6000000007548088462
Q130755124	Q124293541	Johan Gustav Boije af Gennäs	Johan Gustaf Klingspor	2	1	6000000000044488061
Q130755124	Q6184910	Johan Gustav Boije af Gennäs	Carl Larsson Sparre af Rossvik	2	1	6000000000044429416
Q136375933	Q792087	Gustava Turinna Turesdotter Ribbing af Koberg	Axel Erik Roos till Lövås	2	1	6000000000404647739
Q136375933	Q111954766	Gustava Turinna Turesdotter Ribbing af Koberg	Hedvig Charlotta Cronhielm af Flosta	2	1	6000000000404647739
Q112414301	Q1910650	Johan Jakob Benzelius	Matthias Benzelius	2	1	6000000012640936007
Q19976400	Q16165489	Abraham Sundius	Abraham Laurentii Burman	2	1	6000000003966326458
Q53093056	Q53092130	Gustaf Wilhelm von Köhler till Vilsta	Georg Reinhold von Köhler	2	1	6000000006127769070
Q53093056	Q111954774	Gustaf Wilhelm von Köhler till Vilsta	Maria Wallenstedt	2	1	6000000008178103926
Q53093056	Q101231257	Gustaf Wilhelm von Köhler till Vilsta	Carl Fredrik Lood I Småland	2	1	6000000006128061749
Q5557702	Q16649300	Johannes Olofsson	Andreas Persson	2	1	6000000007520538497
Q123036351	Q107978487	Wilhelmina Gustava Charlotta Armfelt	Carl Gustaf Brakel	2	1	6000000000127386668
Q139033448	Q124364438	Carl Roland Martin	Pehr Martin	2	1	4004847329510038934
Q138756841	Q110505338	Nils Nilsson Birgeri Crucimontanus	Anders Nilsson Siöblad	2	1	6000000009653195728
Q138756841	Q110505344	Nils Nilsson Birgeri Crucimontanus	Brita Olofsdotter Oxehufvud	2	1	6000000009653195728
Q138756841	Q5568857	Nils Nilsson Birgeri Crucimontanus	Daniel Jonsson Behmer	2	1	6000000006776896131
Q135471103	Q126014289	Johan Stigzelius	Catharina Gyldenklou	2	1	6000000008123674481
Q5715550	Q5580888	Ulrik Gustaf Lindencrona	Erik Gustaf Boije af Gennäs	2	1	6000000039443166845
Q109266155	Q16165426	Magdalena Johansdotter Bure	Catharina Burea	2	1	6000000012566410426
Q5952020	Q103410175	Axel Lillie	Johan Gabriel Sack	2	1	6000000007960793918
Q112969914	Q138509005	Lovisa Aminoff	Ebba Margaret Wennerstedt	2	1	6000000006127971240
Q112969914	Q101243388	Lovisa Aminoff	Carl Armfelt	2	1	6000000009966159651
Q113007770	Q5599290	Maria Sofia Welt	Jakob Johan Gyllenborg	2	1	6000000009475022145
Q113007770	Q5779272	Maria Sofia Welt	Johan Henning Gyllenborg	2	1	6000000009475022145
Q103771890	Q50347227	Margareta Christina Frölich	Vilhelm Mauritz von Post	2	1	6000000012361508122
Q103771890	Q96335264	Margareta Christina Frölich	Fredrik von Post	2	1	6000000012361508122
Q131317316	Q1345250	Barbara Lenaea	Petrus Königsson Königsson	2	1	6000000008883663531
Q131317316	Q135479908	Barbara Lenaea	Margareta Hansdotter Gammal	2	1	6000000008883663531
Q127270442	Q5757435	Kristina Månsdotter	Martinus Eriksson Gestrin	2	1	6000000010310582104
Q4951655	Q124369418	Sophia Emerentia von Dellwig	Christian Fredrik Lindencrona	2	1	6000000028640469910
Q104550258	Q89002567	Elisabet Tönnesdotter Wrangel	Bleckert Wachtmeister af Björkö	2	1	6000000011470418514
Q5757435	Q6168738	Martinus Eriksson Gestrin	Peter Olofsson Schnack	2	1	6000000009608168216
Q5757435	Q139996264	Martinus Eriksson Gestrin	Mårten Schnack	2	1	6000000009608168216
Q115870611	Q111989721	Jakobina Sara Maria Nohrström	Gustav Reinhold Rehbinder	2	1	6000000003281091681
Q64578344	Q50347227	Hampus Vilhelm Mörner af Morlanda	Vilhelm Mauritz von Post	2	1	6000000006127523757
Q64578344	Q5040609	Hampus Vilhelm Mörner af Morlanda	Carl Otto Mörner af Morlanda	2	1	6000000006127523757
Q110340162	Q110303162	Carl Melker Strömfelt	Hilla Birgitta Trolle	2	1	6000000006127526123
Q116174933	Q16503875	Magnus Jakob De la Gardie	Gustaf Bonde af Björnö	2	1	6000000004705909040
Q17380284	Q333297	Johan Franzén	Frans Michael Zachrichsson Franzén	2	1	6000000000325079845
Q17380284	Q11903151	Johan Franzén	Zachris Zachrisson Franzén	2	1	6000000000325079845
Q17380284	Q17381568	Johan Franzén	Lars Henrik Keckman	2	1	6000000000325079856
Q17380284	Q6142233	Johan Franzén	Carl Niclas Keckman	2	1	6000000000325079856
Q140371297	Q110505338	Maria Nilsdotter Lindegren	Anders Nilsson Siöblad	2	1	6000000009653195728
Q140371297	Q110505344	Maria Nilsdotter Lindegren	Brita Olofsdotter Oxehufvud	2	1	6000000009653195728
Q22670913	Q61950148	Märta Gustafsdotter Banér	Ebba Margareta De la Gardie	2	1	6000000003945531663
Q22670913	Q103773947	Märta Gustafsdotter Banér	Ebba Jacquette Sparre	2	1	6000000003945531663
Q6070024	Q26239794	Bengt Johansson Ribbing till Koberg	Johan Cronhielm till Vi	2	1	6000000006127441521
Q26239794	Q110286890	Johan Cronhielm till Vi	Ulrika Eleonora Piper	2	1	6000000006127441521
Q101372269	Q6206374	Augusta Sophie Tersmeden	Carl Herman Tersmeden	2	1	6000000019550425027
Q105705577	Q16650163	Lars Henriksson Sacklinius	Samuel Andersson Pryss	2	1	6000000001720768631
Q1340357	Q5712215	Jakob Benzelius	Jakob Johansson Engeström adl von Engeström	2	1	6000000008918863111
Q1340357	Q5712209	Jakob Benzelius	Gustaf von Engeström	2	1	6000000008918863111
Q1340357	Q5712237	Jakob Benzelius	Johan Engeström	2	1	6000000008918863111
Q1340357	Q4992085	Jakob Benzelius	Lars von Engeström	2	1	6000000008918863111
Q1340357	Q5712203	Jakob Benzelius	Adolf Engeström	2	1	6000000008918863111
Q5931428	Q5499497	Petrus Magni Schivedius	Fredrik Magnus Cronberg till Vittulsberg	2	1	6000000004553656798
Q2351485	Q11860795		Gustaf Fredrik Rotkirch	2	1	6000000000106456650
Q5588413	Q3808928	Ericus Brunnius	Johannes Canuti Gestricius	2	1	6000000007511893108
Q5712203	Q5712215	Adolf Engeström	Jakob Johansson Engeström adl von Engeström	2	1	6000000008918863111
Q5712203	Q5712209	Adolf Engeström	Gustaf von Engeström	2	1	6000000008918863111
Q5712203	Q5712237	Adolf Engeström	Johan Engeström	2	1	6000000008918863111
Q5712203	Q4992085	Adolf Engeström	Lars von Engeström	2	1	6000000008918863111
Q5779272	Q5562987	Johan Henning Gyllenborg	Axel Axelsson till Sollentunaholm	2	1	6000000007785353239
Q6184910	Q111488201	Carl Larsson Sparre af Rossvik	Catharina Maria Boije af Gennäs	2	1	6000000000044429416
Q6184910	Q5580881	Carl Larsson Sparre af Rossvik	Carl Gustaf Boije af Gennäs	2	1	6000000000044429416
Q134570690	Q128044571	Beata Juliana Sparre Af Rossvik	Jakob Casimir Sparre	2	1	6000000008899967901
Q131625122	Q122926609	Berndt Anders Aminoff	Berndt Jonas Aminoff	2	1	6000000000726031145
Q5712215	Q5712209	Jakob Johansson Engeström adl von Engeström	Gustaf von Engeström	2	1	6000000008918863111
Q5712215	Q5712237	Jakob Johansson Engeström adl von Engeström	Johan Engeström	2	1	6000000008918863111
Q5712215	Q4992085	Jakob Johansson Engeström adl von Engeström	Lars von Engeström	2	1	6000000008918863111
Q110399936	Q122926609	Gregorius Aminoff	Berndt Jonas Aminoff	2	1	6000000000726031145
Q6161733	Q16596096	Carl Fredrik Piper till Krageholm	Hedvig Catharina Ekeblad	2	1	6000000020839091008
Q50347227	Q6001555	Vilhelm Mauritz von Post	Carl Claes Mörner af Morlanda	2	1	6000000006127523757
Q50347227	Q5040609	Vilhelm Mauritz von Post	Carl Otto Mörner af Morlanda	2	1	6000000006127523757
Q5562596	Q66086126	Pehr Fabian Aurivillius	Anna Törner	2	1	6000000008391184274
Q111954786	Q111954797	Christina Larsdotter Nericia	Margareta Larsdotter Nericia Phase	2	1	6000000000691920494
Q5590143	Q3655969	Jonas Bureus	Anders Engelbertsson Bure	2	1	6000000003125122695
Q127270419	Q6238790	Olof Samuelsson Grubb	Olof Olofsson Wexionius	2	1	5105647019730102715
Q133824981	Q126845150	Beata Maria von Troil	Uno Knutsson von Troil	2	1	6000000011830480462
Q55048378	Q1523366	Petrus Martin Mårtensson	Per Fjellström	2	1	6000000007660064862
Q103773947	Q6185058	Ebba Jacquette Sparre	Lars Eriksson Sparre af Rossvik	2	1	6000000003945531663
Q2490612	Q16649300	Johan Gertsson till Ånsta	Andreas Persson	2	1	6000000007548088462
Q2490612	Q46022216	Johan Gertsson till Ånsta	Georg Otto Stiernhielm	2	1	6000000009835254919
Q122964928	Q109296009	Israel Carl Adam Lagerfelt	Henriette Elisabeth Elisabet Falkenberg af Bålby	2	1	6000000006127836658
Q5785998	Q137599005	Carl Didrik Hamilton af Hageby	Erik Adolf Adelheim	2	1	6000000017719103115
Q104550233	Q18632469	Bernhard Berendsson von Gertten	Johann Claesson Galle	2	1	6000000008007049790
Q5628179	Q7513123	Pehr Jacob von Ehrenheim	Sigrid Emilie Helliesen	2	1	6000000014384048298
Q11854977	Q5724474	Carl Falkenberg af Trystorp	Henrik Conradsson Falkenberg af Trystorp	2	1	6000000007522567449
Q11854977	Q5581529	Carl Falkenberg af Trystorp	Carl Filipsson Bonde af Laihela till Laihela	2	1	6000000007511906450
Q115871015	Q6190322	Christoffer Larsson Grubbe	Peder Mattsson Upplänning till Ryd	2	1	6000000020816109107
Q4992085	Q5712209	Lars von Engeström	Gustaf von Engeström	2	1	6000000008918863111
Q4992085	Q5712237	Lars von Engeström	Johan Engeström	2	1	6000000008918863111
Q5711068	Q980778	Samuel Nicolai Enander till Hälleby	Samuel Klingenstierna	2	1	6000000012043375469
Q5711068	Q6257891	Samuel Nicolai Enander till Hälleby	Jonas Andersson Österling	2	1	6000000008848118949
Q6238790	Q6045757	Olof Olofsson Wexionius	Æschillus Olai Petraeus	2	1	6000000006268620197
Q61748674	Q46022216	Elisabet Jonasdotter Bure	Georg Otto Stiernhielm	2	1	6000000009835254919
Q110157214	Q108615842	Christina Margareta Lang	Mårten Bunge	2	1	6000000018604392948
Q19977123	Q99301884	Harald Strömfelt	Beata von Schulman	2	1	6000000008602331522
Q1168365	Q5805053	Samuel Olofsson Troilius	Gustaf Adolf Hierta	2	1	6000000018223035013
Q5931090	Q42303141	Israel Christian Gustaf Lagerfelt	Gustaf Axel Emanuel Lagerfelt	2	1	6000000018030214036
Q496775	Q5614944	Andreas ( Anders ) Christersson Dahl	Christopher Christofer Dahl	2	1	6000000030282704252
Q109294737	Q5747215	Gabriel Wennerstedt	Carl Funck	2	1	6000000008392871355
Q110304609	Q110292763	Märta Kurki	Beata Kurck till Pilois	2	1	6000000007463935577
Q75445756	Q123503386	Eleonora Margareta Bagge	Carl Pontus von Rosen	2	1	6000000011615145490
Q6218058	Q110303483	Mikael Hansson Törne	Tomas Andersén	2	1	6000000006127792924
Q6218058	Q110303485	Mikael Hansson Törne	Sara Nyman	2	1	6000000006127792924
Q5959493	Q2293455	Jonas Petri Linnerius	Olaus Jöransson Swebilius	2	1	6000000007802050285
Q5959493	Q104549966	Jonas Petri Linnerius	Elisabet Samuelsdotter Enander	2	1	6000000007802050285
Q16649635	Q16649637	Engelbertus Laurentii	Johannes Larsson	2	1	6000000004032996624
Q112974046	Q18632469	Johan Hansson Munck af Fulkila	Johann Claesson Galle	2	1	6000000008006987675
Q53092130	Q5580888	Georg Reinhold von Köhler	Erik Gustaf Boije af Gennäs	2	1	6000000006127120926
Q16650546	Q63102562	Carl Eduard von Horn	Helena Sofia Franzén	2	1	6000000013113033166
Q5712237	Q5712209	Johan Engeström	Gustaf von Engeström	2	1	6000000008918863111
Q71534192	Q108936475	Birgitta Elisabet Silfverstolpe	David Samuel Silfverstolpe	2	1	6000000007248229654
Q71534192	Q5805053	Birgitta Elisabet Silfverstolpe	Gustaf Adolf Hierta	2	1	6000000018223035013
Q6240370	Q6240376	Carl Olof Widmark	Per Fredrik Widmark	2	1	6000000009494606557
Q103410175	Q4989787	Johan Gabriel Sack	Maria Elisabet Stenbock	2	1	6000000007960793918
Q29886570	Q19316514	Bengt Gustaf Geijer d.y.	Salomon Gottschalk Bengtsson Geijer	2	1	6000000006850546678
Q29886570	Q18239134	Bengt Gustaf Geijer d.y.	Emanuel Geijer	2	1	6000000006850546678
Q29886570	Q116964250	Bengt Gustaf Geijer d.y.	Johan Eberhard Geijer	2	1	6000000006850546678
Q6050337	Q52714485	Gustaf Abraham Piper	Sten Arvidsson Natt och Dag till Strömsta	2	1	6000000008656755659
Q119999338	Q110303483	Nils Hansson Törne	Tomas Andersén	2	1	6000000012641210805
Q119999338	Q110303485	Nils Hansson Törne	Sara Nyman	2	1	6000000012641210805
Q98545642	Q5823043	Anna Govertina Indebetou	Carl Daniel Govert Indebetou	2	1	6000000025525797649
Q116964250	Q19316514	Johan Eberhard Geijer	Salomon Gottschalk Bengtsson Geijer	2	1	6000000006850546678
Q116964250	Q18239134	Johan Eberhard Geijer	Emanuel Geijer	2	1	6000000006850546678
Q6257891	Q104550303	Jonas Andersson Österling	Margareta Jönsdotter Gothus	2	1	6000000008848118949
Q104550238	Q18632469	Elisabet Claesdotter Wachtmeister	Johann Claesson Galle	2	1	6000000008007049790
Q3808928	Q1345250	Johannes Canuti Gestricius	Petrus Königsson Königsson	2	1	6000000008883663531
Q3808928	Q135479908	Johannes Canuti Gestricius	Margareta Hansdotter Gammal	2	1	6000000008883663531
Q6185058	Q61950148	Lars Eriksson Sparre af Rossvik	Ebba Margareta De la Gardie	2	1	6000000003945531663
Q125974067	Q5581529	Ulf Filipsson Bonde	Carl Filipsson Bonde af Laihela till Laihela	2	1	384955697100012616
Q17381568	Q333297	Lars Henrik Keckman	Frans Michael Zachrichsson Franzén	2	1	6000000000325079856
Q17381568	Q11903151	Lars Henrik Keckman	Zachris Zachrisson Franzén	2	1	6000000000325079856
Q126014289	Q6251491	Catharina Gyldenklou	Jacobus Johannis Zebrozynthius	2	1	6000000009298744750
Q126014289	Q110322681	Catharina Gyldenklou	Catharina Nilsdotter Stjernman	2	1	6000000009298744750
Q19316514	Q18239134	Salomon Gottschalk Bengtsson Geijer	Emanuel Geijer	2	1	6000000006850546678
Q81660438	Q6206403	Brita Elisabet Tersmeden	Jacob Tersmeden till Larsbo	2	1	6000000013441194503
