qid	classes
Q105532169	Q101352
Q105532171	Q101352
Q105532173	Q101352
Q105532174	Q101352
Q105532175	Q101352
Q105532178	Q101352
Q105532184	Q101352
Q105532185	Q101352
Q105532188	Q101352
Q105532189	Q101352
Q105532191	Q101352
Q105532192	Q12308941
Q105532193	Q101352
Q105532196	Q202444
Q105532198	Q101352
Q105532200	Q101352
Q105532202	Q101352
Q105532203	Q101352
Q105532204	Q101352
Q105532206	Q101352
Q105532207	Q101352
Q105532208	Q101352
Q105532211	Q101352
Q105532212	Q101352
Q105532214	Q101352
Q105532215	Q101352
Q105532216	Q101352
Q105532217	Q101352
Q105532219	Q101352
Q105532221	Q101352
Q105532222	Q101352
Q105532225	Q101352
Q105532226	Q101352
Q105532227	Q101352
Q105532228	Q101352
Q105532233	Q101352
Q105532235	Q101352
Q105532236	Q101352
Q105532237	Q101352
Q105532238	Q101352
Q105532240	Q101352
Q105532241	Q101352
Q105532242	Q101352
Q105532245	Q101352
Q105532247	Q101352
Q105532250	Q101352
Q105532251	Q101352
Q105532252	Q101352
Q105532253	Q101352
Q105532256	Q101352
Q105532259	Q101352
Q105532261	Q101352
Q105532265	Q101352
Q105532269	Q101352
Q105532270	Q101352
Q105532272	Q101352
Q105532273	Q101352
Q105532275	Q101352
Q105532276	Q101352
Q105532277	Q101352
Q105532280	Q101352
Q105532281	Q101352
Q105532282	Q101352
Q105532284	Q101352
Q105532287	Q101352
Q105532288	Q101352
Q105532289	Q101352
Q105532291	Q101352
Q105532294	Q101352
Q105532298	Q101352
Q105532301	Q101352
Q105532302	Q101352
Q105532305	Q101352
Q105532331	Q101352
Q105532333	Q101352
Q105532335	Q101352
Q105532337	Q101352
Q105532339	Q101352
Q105532341	Q101352
Q105532343	Q101352
Q105532344	Q101352
Q105532345	Q101352
Q105532346	Q101352
Q105532348	Q101352
Q105532349	Q101352
Q105532350	Q101352
Q105532351	Q101352
Q105532356	Q101352
Q105532358	Q101352
Q105532360	Q101352
Q105532363	Q101352
Q105532369	Q101352
Q105532371	Q101352
Q105532372	Q101352
Q105532378	Q101352
Q105532380	Q101352
Q105532381	Q101352
Q105532383	Q101352
Q105532384	Q101352
Q105532388	Q101352
Q105532393	Q101352
Q105532398	Q101352
Q105532404	Q101352
Q105532408	Q101352
Q105532409	Q101352
Q105532410	Q101352
Q105532412	Q101352
Q105532414	Q101352
Q105532415	Q101352
Q105532416	Q101352
Q105532417	Q101352
Q105532418	Q101352
Q105532419	Q101352
Q105532420	Q101352
Q105532422	Q101352
Q105532426	Q101352
Q105532428	Q101352
Q105532430	Q101352
Q105532432	Q101352
Q105532435	Q101352
Q105532437	Q101352
Q105532438	Q101352
Q105532439	Q101352
Q105532441	Q101352
Q105532442	Q101352
Q105532443	Q101352
Q105532445	Q101352
Q105532446	Q101352
Q105532447	Q11879590
Q105532449	Q101352
Q105532450	Q101352
Q105532452	Q101352
Q105532454	Q101352
Q105532455	Q101352
Q105532458	Q101352
Q105532459	Q101352
Q105532463	Q101352
Q105532464	Q101352
Q105532465	Q101352
Q105532466	Q101352
Q105532467	Q101352
Q105532469	Q101352
Q105532470	Q101352
Q105532471	Q101352
Q105532472	Q101352
Q105532473	Q101352
Q105532476	Q101352
Q105532477	Q101352
Q105532480	Q101352
Q105532481	Q101352
Q105532482	Q101352
Q105532483	Q101352
Q105532484	Q101352
Q105532485	Q101352
Q105532486	Q101352
Q105532488	Q101352
Q105532489	Q101352
Q105532490	Q101352
Q105532494	Q101352
Q105532495	Q101352
Q105532496	Q101352
Q105532497	Q101352
Q105532498	Q101352
Q105532499	Q101352
Q105532500	Q101352
Q105532501	Q101352
Q105532502	Q101352
Q105532503	Q101352
Q105532504	Q101352
Q105532505	Q101352
Q105532506	Q101352
Q105532507	Q101352
Q105532508	Q101352
Q105532509	Q101352
Q105532510	Q101352
Q105532511	Q101352
Q105532512	Q101352
Q105532516	Q101352
Q105532517	Q101352
Q105532519	Q101352
Q105532521	Q101352
Q105532522	Q101352
Q105532523	Q101352
Q105532525	Q101352
Q105532526	Q101352
Q105532527	Q101352
Q105532528	Q101352
Q105532529	Q101352
Q105532531	Q101352
Q105532532	Q101352
Q105532534	Q101352
Q105532535	Q101352
Q105532537	Q101352
Q105532538	Q101352
Q105532541	Q101352
Q105532543	Q101352
Q105532544	Q101352
Q105532547	Q101352
Q105532549	Q101352
Q105532551	Q101352
Q105532553	Q101352
Q105532556	Q101352
Q105532558	Q101352
Q105532560	Q101352
Q105532562	Q101352
Q105532563	Q101352
Q105532565	Q101352
Q105532567	Q101352
Q105532568	Q101352
Q105532569	Q101352
Q105532570	Q101352
Q105532571	Q101352
Q105532572	Q101352
Q105532573	Q101352
Q105532576	Q101352
Q105532578	Q101352
Q105532580	Q101352
Q105532585	Q101352
Q105532586	Q101352
Q105532591	Q101352
Q105532595	Q101352
Q105532599	Q101352
Q105532602	Q101352
Q105532603	Q101352
Q105532607	Q101352
Q105532608	Q101352
Q105532611	Q101352
Q105532612	Q101352
Q105532613	Q101352
Q105532616	Q101352
Q105532617	Q101352
Q105532618	Q101352
Q105532619	Q101352
Q105532620	Q101352
Q105532622	Q101352
Q105532624	Q101352
Q105532627	Q101352
Q105532628	Q101352
Q105532629	Q101352
Q105532631	Q101352
Q105532632	Q101352
Q105532633	Q101352
Q105532634	Q101352
Q105532636	Q101352
Q105532638	Q101352
Q105532639	Q101352
Q105532642	Q101352
Q105532644	Q101352
Q105532645	Q101352
Q105532646	Q101352
Q105532647	Q101352
Q105532648	Q101352
Q105532650	Q101352
Q105532651	Q101352
Q105532652	Q101352
Q105532653	Q101352
Q105532654	Q101352
Q105532655	Q101352
Q105532657	Q101352
Q105532660	Q101352
Q105532662	Q101352
Q105532666	Q101352
Q105532668	Q101352
Q105532669	Q101352
Q105532670	Q101352
Q105532671	Q101352
Q105532672	Q101352
Q105532674	Q101352
Q105532675	Q101352
Q105532676	Q101352
Q105532680	Q101352
Q105532682	Q101352
Q105532683	Q101352
Q105532684	Q101352
Q105532686	Q101352
Q105532688	Q101352
Q105532691	Q101352
Q105532694	Q101352
Q105532698	Q101352
Q105532699	Q101352
Q105532701	Q101352
Q105532706	Q101352
Q105532707	Q101352
Q105532709	Q101352
Q105532710	Q101352
Q105532711	Q101352
Q105532712	Q101352
Q105532716	Q101352
Q105532719	Q101352
Q105532724	Q101352
Q105532725	Q101352
Q105532726	Q101352
Q105532727	Q101352
Q105532728	Q101352
Q105532729	Q101352
Q105532730	Q101352
Q105532731	Q101352
Q105532732	Q101352
Q105532735	Q101352
Q105532737	Q101352
Q105532739	Q101352
Q105532744	Q101352
Q105532747	Q101352
Q105532751	Q101352
Q105532753	Q101352
Q105532754	Q101352
Q105532756	Q101352
Q105532759	Q101352
Q105532760	Q101352
Q105532761	Q101352
Q105532762	Q101352
Q105532763	Q101352
Q105532765	Q101352
Q105532768	Q101352
Q105532770	Q101352
Q105532771	Q101352
Q105532772	Q101352
Q105532773	Q101352
Q105532774	Q101352
Q105532775	Q101352
Q105532776	Q101352
Q105532777	Q101352
Q105532779	Q101352
Q105532780	Q101352
Q105532781	Q101352
Q105532782	Q101352
Q105532783	Q101352
Q105532784	Q101352
Q105532787	Q101352
Q105532788	Q101352
Q105532789	Q101352
Q105532791	Q101352
Q105532792	Q101352
Q105532794	Q101352
Q105532795	Q101352
Q105532796	Q101352
Q105532797	Q101352
Q105532798	Q101352
Q105532799	Q101352
Q105532801	Q101352
Q105532802	Q101352
Q105532803	Q101352
Q105532804	Q101352
Q105532805	Q101352
Q105532806	Q101352
Q105532807	Q101352
Q105532809	Q101352
Q105532811	Q101352
Q105532812	Q101352
Q105532814	Q101352
Q105532816	Q101352
Q105532818	Q101352
Q105532820	Q101352
Q105532821	Q101352
Q105532822	Q101352
Q105532823	Q101352
Q105532825	Q101352
Q105532827	Q101352
Q105532828	Q101352
Q105532830	Q101352
Q105532831	Q101352
Q105532833	Q101352
Q105532834	Q101352
Q105532835	Q101352
Q105532836	Q101352
Q105532837	Q101352
Q105532838	Q101352
Q105532839	Q101352
Q105532840	Q101352
Q105532841	Q101352
Q105532842	Q101352
Q105532844	Q101352
Q105532845	Q101352
Q105532846	Q101352
Q105532847	Q101352
Q105532848	Q101352
Q105532849	Q101352
Q105532850	Q101352
Q105532851	Q101352
Q105532852	Q101352
Q105532853	Q101352
Q105532854	Q101352
Q105532855	Q101352
Q105532856	Q101352
Q105532857	Q101352
Q105532858	Q101352
Q105532859	Q101352
Q105532860	Q101352
Q105532861	Q101352
Q105532862	Q101352
Q105532864	Q101352
Q105532865	Q101352
Q105532866	Q101352
Q105532867	Q101352
Q105532868	Q101352
Q105532869	Q101352
Q105532870	Q101352
Q105532871	Q101352
Q105532873	Q101352
Q105532874	Q101352
Q105532875	Q101352
Q105532876	Q101352
Q105532879	Q101352
Q105532881	Q101352
Q105532885	Q101352
Q105532887	Q101352
Q105532889	Q101352
Q105532891	Q101352
Q105532893	Q101352
Q105532895	Q101352
Q105532897	Q101352
Q105532899	Q101352
Q105532900	Q101352
Q105532902	Q101352
Q105532904	Q101352
Q105532906	Q101352
Q105532909	Q101352
Q105532911	Q101352
Q105532912	Q101352
Q105532913	Q101352
Q105532914	Q101352
Q105532915	Q101352
Q105532917	Q101352
Q105532918	Q101352
Q105532919	Q101352
Q105532922	Q101352
Q105532923	Q101352
Q105532924	Q101352
Q105532925	Q101352
Q105532926	Q101352
Q105532927	Q101352
Q105532928	Q101352
Q105532929	Q101352
Q105532930	Q101352
Q105532932	Q101352
Q105532933	Q101352
Q105532934	Q101352
Q105532935	Q101352
Q105532936	Q101352
Q105532937	Q101352
Q105532938	Q101352
Q105532939	Q101352
Q105532941	Q101352
Q105532942	Q101352
Q105532943	Q101352
Q105532944	Q101352
Q105532945	Q101352
Q105532947	Q101352
Q105532948	Q101352
Q105532949	Q101352
Q105532950	Q101352
Q105532951	Q101352
Q105532952	Q101352
Q105532953	Q101352
Q105532954	Q101352
Q105532955	Q101352
Q105532957	Q101352
Q105532958	Q101352
Q105532959	Q101352
Q105532960	Q101352
Q105532961	Q101352
Q105532962	Q101352
Q105532966	Q101352
Q105532971	Q101352
Q105532976	Q101352
Q105532980	Q101352
Q105532982	Q101352
Q105532983	Q101352
Q105532984	Q101352
Q105532985	Q101352
Q105532987	Q101352
Q105532988	Q101352
Q105532989	Q101352
Q105532990	Q101352
Q105532992	Q101352
Q105532993	Q202444
Q105532995	Q101352
Q105532998	Q101352
Q105532999	Q101352
Q105533001	Q101352
Q105533002	Q101352
Q105533003	Q101352
Q105533005	Q101352
Q105533007	Q101352
Q105533009	Q101352
Q105533011	Q101352
Q105533012	Q101352
Q105533013	Q101352
Q105533014	Q101352
Q105533018	Q101352
Q105533020	Q101352
Q105533022	Q101352
Q105533023	Q101352
Q105533025	Q101352
Q105533027	Q101352
Q105533028	Q101352
Q105533031	Q101352
Q105533032	Q101352
Q105533035	Q101352
Q105533041	Q101352
Q105533049	Q101352
Q105533052	Q101352
Q105533053	Q101352
Q105533055	Q101352
Q105533057	Q101352
Q105533058	Q101352
Q105533059	Q101352
Q105533060	Q101352
Q105533062	Q101352
Q105533063	Q101352
Q105533064	Q101352
Q105533065	Q101352
Q105533066	Q101352
Q105533067	Q101352
Q105533068	Q101352
Q105533069	Q101352
Q105533070	Q101352
Q105533071	Q101352
Q105533072	Q101352
Q105533073	Q101352
Q105533074	Q101352
Q105533075	Q101352
Q105533076	Q101352
Q105533083	Q101352
Q105533094	Q101352
Q105533113	Q101352
Q105533119	Q101352
Q105533127	Q101352
Q105533129	Q101352
Q105533130	Q101352
Q105533131	Q101352
Q105533132	Q101352
Q105533134	Q101352
Q105533135	Q101352
Q105533136	Q101352
Q105533137	Q101352
Q105533138	Q101352
Q105533139	Q101352
Q105533141	Q101352
Q105533143	Q101352
Q105533144	Q101352
Q105533145	Q101352
Q105533147	Q101352
Q105533150	Q101352
Q105533154	Q101352
Q105533155	Q101352
Q105533157	Q101352
Q105533158	Q101352
Q105533160	Q101352
Q105533166	Q101352
Q105533167	Q101352
Q105533168	Q101352
Q105533169	Q101352
Q105533171	Q101352
Q105533174	Q101352
Q105533176	Q101352
Q105533178	Q101352
Q105533179	Q101352
Q105533180	Q101352
Q105533182	Q11879590
Q105533186	Q101352
Q105533187	Q101352
Q105533188	Q101352
Q105533190	Q101352
Q105533191	Q101352
Q105533192	Q101352
Q105533193	Q101352
Q105533194	Q101352
Q105533196	Q101352
Q105533197	Q101352
Q105533199	Q101352
Q105533202	Q101352
Q105533203	Q101352
Q105533204	Q101352
Q105533205	Q101352
Q105533210	Q101352
Q105533212	Q101352
Q105533213	Q101352
Q105533214	Q101352
Q105533215	Q101352
Q105533216	Q101352
Q105533217	Q101352
Q105533218	Q101352
Q105533220	Q101352
Q105533221	Q101352
Q105533222	Q101352
Q105533223	Q101352
Q105533224	Q101352
Q105533225	Q101352
Q105533226	Q101352
Q105533227	Q101352
Q105533230	Q101352
Q105533231	Q101352
Q105533235	Q101352
Q105533237	Q101352
Q105533240	Q101352
Q105533241	Q101352
Q105533242	Q101352
Q105533243	Q101352
Q105533244	Q101352
Q105533245	Q101352
Q105533246	Q101352
Q105533249	Q101352
Q105533250	Q101352
Q105533251	Q101352
Q105533253	Q101352
Q105533254	Q101352
Q105533256	Q101352
Q105533257	Q101352
Q105533259	Q101352
Q105533260	Q101352
Q105533261	Q101352
Q105533262	Q101352
Q105533275	Q101352
Q105533277	Q101352
Q105533278	Q101352
Q105533279	Q101352
Q105533280	Q101352
Q105533283	Q101352
Q105533284	Q101352
Q105533285	Q101352
Q105533286	Q101352
Q105533287	Q101352
Q105533289	Q101352
Q105533290	Q101352
Q105533292	Q101352
Q105533293	Q101352
Q105533294	Q101352
Q105533298	Q101352
Q105533299	Q101352
Q105533300	Q101352
Q105533301	Q101352
Q105533304	Q101352
Q105533305	Q101352
Q105533306	Q101352
Q105533308	Q101352
Q105533309	Q101352
Q105533310	Q101352
Q105533312	Q101352
Q105533313	Q101352
Q105533314	Q101352
Q105533315	Q101352
Q105533316	Q101352
Q105533317	Q101352
Q105533320	Q101352
Q105533323	Q101352
Q105533325	Q101352
Q105533326	Q101352
Q105533327	Q101352
Q105533329	Q101352
Q105533330	Q101352
Q105533331	Q101352
Q105533332	Q101352
Q105533333	Q101352
Q105533335	Q101352
Q105533336	Q101352
Q105533337	Q101352
Q105533338	Q101352
Q105533340	Q101352
Q105533341	Q101352
Q105533343	Q101352
Q105533344	Q101352
Q105533345	Q101352
Q105533346	Q101352
Q105533349	Q101352
Q105533350	Q101352
Q105533352	Q101352
Q105533354	Q101352
Q105533356	Q101352
Q105533357	Q101352
Q105533358	Q101352
Q105533360	Q101352
Q105533361	Q101352
Q105533364	Q101352
Q105533366	Q101352
Q105533367	Q101352
Q105533370	Q101352
Q105533371	Q101352
Q105533373	Q101352
Q105533374	Q101352
Q105533380	Q101352
Q105533381	Q101352
Q105533382	Q101352
Q105533385	Q101352
Q105533387	Q101352
Q105533388	Q101352
Q105533389	Q101352
Q105533390	Q101352
Q105533392	Q101352
Q105533393	Q101352
Q105533397	Q101352
Q105533398	Q101352
Q105533399	Q101352
Q105533401	Q101352
Q105533402	Q101352
Q105533403	Q101352
Q105533405	Q101352
Q105533406	Q101352
Q105533407	Q101352
Q105533408	Q101352
Q105533409	Q101352
Q105533410	Q101352
Q105533411	Q101352
Q105533413	Q101352
Q105533414	Q101352
Q105533415	Q101352
Q105533417	Q101352
Q105533418	Q101352
Q105533420	Q101352
Q105533421	Q101352
Q105533422	Q101352
Q105533426	Q101352
Q105533431	Q101352
Q105533432	Q101352
Q105533433	Q101352
Q105533434	Q101352
Q105533436	Q101352
Q105533437	Q101352
Q105533438	Q101352
Q105533439	Q101352
Q105533440	Q101352
Q105533445	Q101352
Q105533451	Q101352
Q105533452	Q101352
Q105533453	Q101352
Q105533454	Q101352
Q105533455	Q101352
Q105533458	Q101352
Q105533461	Q101352
Q105533462	Q101352
Q105533463	Q101352
Q105533465	Q101352
Q105533466	Q101352
Q105533468	Q101352
Q105533469	Q101352
Q105533472	Q101352
Q105533474	Q101352
Q105533476	Q101352
Q105533478	Q101352
Q105533479	Q101352
Q105533480	Q101352
Q105533481	Q101352
Q105533482	Q101352
Q105533484	Q101352
Q105533485	Q101352
Q105533486	Q101352
Q105533489	Q101352
Q105533490	Q101352
Q105533491	Q101352
Q105533492	Q101352
Q105533496	Q101352
Q105533497	Q101352
Q105533499	Q101352
Q105533500	Q101352
Q105533502	Q101352
Q105533503	Q101352
Q105533504	Q101352
Q105533505	Q101352
Q105533508	Q101352
Q105533509	Q101352
Q105533510	Q101352
Q105533512	Q101352
Q105533515	Q101352
Q105533516	Q101352
Q105533518	Q101352
Q105533519	Q101352
Q105533520	Q101352
Q105533521	Q101352
Q105533522	Q101352
Q105533523	Q101352
Q105533525	Q101352
Q105533526	Q101352
Q105533527	Q101352
Q105533528	Q101352
Q105533529	Q101352
Q105533530	Q101352
Q105533532	Q101352
Q105533534	Q101352
Q105533536	Q101352
Q105533538	Q101352
Q105533539	Q101352
Q105533540	Q101352
Q105533541	Q101352
Q105533542	Q101352
Q105533543	Q101352
Q105533545	Q101352
Q105533546	Q101352
Q105533548	Q101352
Q105533549	Q101352
Q105533550	Q101352
Q105533551	Q101352
Q105533553	Q101352
Q105533554	Q101352
Q105533555	Q101352
Q105533557	Q101352
Q105533559	Q101352
Q105533560	Q101352
Q105533562	Q101352
Q105533563	Q101352
Q105533564	Q101352
Q105533565	Q101352
Q105533566	Q101352
Q105533567	Q101352
Q105533569	Q101352
Q105533570	Q101352
Q105533571	Q101352
Q105533574	Q101352
Q105533575	Q101352
Q105533576	Q101352
Q105533577	Q101352
Q105533578	Q101352
Q105533579	Q101352
Q105533581	Q101352
Q105533582	Q101352
Q105533583	Q101352
Q105533584	Q101352
Q105533585	Q101352
Q105533588	Q101352
Q105533590	Q101352
Q105533591	Q101352
Q105533592	Q101352
Q105533593	Q101352
Q105533595	Q101352
Q105533596	Q101352
Q105533597	Q101352
Q105533598	Q101352
Q105533599	Q101352
Q105533601	Q101352
Q105533602	Q101352
Q105533603	Q101352
Q105533604	Q101352
Q105533605	Q101352
Q105533606	Q101352
Q105533607	Q101352
Q105533610	Q101352
Q105533611	Q101352
Q105533612	Q101352
Q105533613	Q101352
Q105533614	Q101352
Q105533615	Q101352
Q105533616	Q101352
Q105533617	Q101352
Q105533619	Q101352
Q105533620	Q101352
Q105533621	Q101352
Q105533622	Q101352
Q105533623	Q101352
Q105533625	Q101352
Q105533626	Q101352
Q105533627	Q101352
Q105533628	Q101352
Q105533630	Q101352
Q105533632	Q101352
Q105533634	Q101352
Q105533635	Q101352
Q105533637	Q101352
Q105533638	Q101352
Q105533639	Q101352
Q105533640	Q101352
Q105533642	Q101352
Q105533643	Q101352
Q105533644	Q101352
Q105533646	Q101352
Q105533647	Q101352
Q105533650	Q101352
Q105533651	Q101352
Q105533652	Q101352
Q105533656	Q101352
Q105533658	Q101352
Q105533660	Q101352
Q105533661	Q101352
Q105533662	Q101352
Q105533663	Q101352
Q105533664	Q101352
Q105533668	Q101352
Q105533669	Q101352
Q105533670	Q101352
Q105533671	Q101352
Q105533673	Q101352
Q105533674	Q101352
Q105533675	Q101352
Q105533677	Q101352
Q105533678	Q101352
Q105533679	Q101352
Q105533681	Q101352
Q105533683	Q101352
Q105533684	Q101352
Q105533685	Q101352
Q105533686	Q101352
Q105533688	Q101352
Q105533689	Q101352
Q105533690	Q101352
Q105533691	Q101352
Q105533693	Q101352
Q105533695	Q101352
Q105533696	Q101352
Q105533697	Q101352
Q105533698	Q101352
Q105533699	Q101352
Q105533700	Q101352
Q105533701	Q101352
Q105533706	Q101352
Q105533707	Q101352
Q105533708	Q101352
Q105533710	Q101352
Q105533712	Q101352
Q105533713	Q101352
Q105533715	Q101352
Q105533717	Q101352
Q105533718	Q101352
Q105533720	Q101352
Q105533721	Q101352
Q105533723	Q101352
Q105533725	Q101352
Q105533727	Q101352
Q105533729	Q101352
Q105533730	Q101352
Q105533731	Q101352
Q105533733	Q101352
Q105533737	Q101352
Q105533738	Q101352
Q105533740	Q101352
Q105533742	Q101352
Q105533745	Q101352
Q105533747	Q101352
Q105533753	Q101352
Q105533756	Q101352
Q105533759	Q101352
Q105533761	Q101352
Q105533763	Q101352
Q105533766	Q101352
Q105533769	Q101352
Q105533770	Q101352
Q105533773	Q101352
Q105533775	Q101352
Q105533777	Q101352
Q105533779	Q101352
Q105533780	Q101352
Q105533782	Q101352
Q105533784	Q101352
Q105533785	Q101352
Q105533786	Q101352
Q105533788	Q101352
Q105533789	Q101352
Q105533791	Q101352
Q105533792	Q101352
Q105533793	Q101352
Q105533794	Q101352
Q105533795	Q101352
Q105533796	Q101352
Q105533797	Q101352
Q105533798	Q101352
Q105533800	Q101352
Q105533802	Q101352
Q105533804	Q101352
Q105533831	Q101352
Q105533833	Q101352
Q105533835	Q101352
Q105533838	Q101352
Q105533839	Q101352
Q105533841	Q101352
Q105533843	Q101352
Q105533846	Q101352
Q105533852	Q101352
Q105533853	Q101352
Q105533856	Q101352
Q105533859	Q101352
Q105533862	Q101352
Q105533866	Q101352
Q105533870	Q101352
Q105533871	Q101352
Q105533872	Q101352
Q105533873	Q101352
Q105533874	Q101352
Q105533875	Q101352
Q105533876	Q101352
Q105533877	Q101352
Q105533878	Q101352
Q105533879	Q101352
Q105533880	Q101352
Q105533882	Q101352
Q105533883	Q101352
Q105533884	Q101352
Q105533886	Q101352
Q105533887	Q101352
Q105533891	Q101352
Q105533893	Q101352
Q105533894	Q101352
Q105533896	Q101352
Q105533897	Q101352
Q105533899	Q101352
Q105533903	Q101352
Q105533905	Q101352
Q105533906	Q101352
Q105533908	Q101352
Q105533909	Q101352
Q105533912	Q101352
Q105533915	Q101352
Q105533916	Q101352
Q105533923	Q101352
Q105533924	Q101352
Q105533926	Q101352
Q105533927	Q101352
Q105533930	Q101352
Q105533931	Q101352
Q105533948	Q101352
Q105533955	Q101352
Q105533961	Q101352
Q105533967	Q101352
Q105533973	Q101352
Q105533980	Q101352
Q105533985	Q101352
Q105533987	Q101352
Q105533993	Q101352
Q105533996	Q101352
Q105533998	Q101352
Q105534004	Q101352
Q105534006	Q101352
Q105534008	Q101352
Q105534010	Q101352
Q105534011	Q101352
Q105534012	Q101352
Q105534013	Q101352
Q105534015	Q101352
Q105534016	Q101352
Q105534018	Q101352
Q105534019	Q101352
Q105534021	Q101352
Q105534023	Q101352
Q105534024	Q101352
Q105534026	Q101352
Q105534031	Q101352
Q105534032	Q101352
Q105534035	Q101352
Q105534036	Q101352
Q105534037	Q101352
Q105534039	Q101352
Q105534053	Q101352
Q105534055	Q101352
Q105534060	Q101352
Q105534064	Q101352
Q105534075	Q101352
Q105534078	Q101352
Q105534086	Q101352
Q105534087	Q101352
Q105534088	Q101352
Q105534090	Q101352
Q105534091	Q101352
Q105534092	Q101352
Q105534095	Q101352
Q105534096	Q101352
Q105534098	Q101352
Q105534099	Q101352
Q105534105	Q101352
Q105534110	Q101352
Q105534111	Q101352
Q105534114	Q101352
Q105534117	Q101352
Q105534118	Q101352
Q105534120	Q101352
Q105534121	Q101352
Q105534139	Q101352
Q105534141	Q101352
Q105534145	Q101352
Q105534146	Q101352
Q105534149	Q101352
Q105534151	Q101352
Q105534152	Q101352
Q105534154	Q101352
Q105534155	Q101352
Q105534157	Q101352
Q105534160	Q101352
Q105534162	Q101352
Q105534164	Q101352
Q105534167	Q101352
Q105534171	Q101352
Q105534173	Q101352
Q105534179	Q101352
Q105534182	Q101352
Q105534184	Q101352
Q105534186	Q101352
Q105534188	Q101352
Q105534190	Q101352
Q105534191	Q101352
Q105534192	Q101352
Q105534198	Q101352
Q105534199	Q101352
Q105534200	Q101352
Q105534201	Q101352
Q105534203	Q101352
Q105534204	Q101352
Q105534205	Q101352
Q105534206	Q101352
Q105534207	Q101352
Q105534209	Q101352
Q105534210	Q101352
Q105534211	Q101352
Q105534212	Q101352
Q105534213	Q101352
Q105534214	Q101352
Q105534216	Q101352
Q105534217	Q11879590
Q105534218	Q101352
Q105534219	Q101352
Q105534222	Q101352
Q105534223	Q101352
Q105534224	Q101352
Q105534225	Q101352
Q105534226	Q101352
Q105534227	Q101352
Q105534229	Q101352
Q105534230	Q101352
Q105534231	Q101352
Q105534233	Q101352
Q105534234	Q101352
Q105534237	Q101352
Q105534238	Q101352
Q105534240	Q101352
Q105534241	Q101352
Q105534242	Q101352
Q105534245	Q101352
Q105534246	Q101352
Q105534247	Q101352
Q105534248	Q101352
Q105534250	Q101352
Q105534253	Q101352
Q105534254	Q101352
Q105534255	Q101352
Q105534256	Q101352
Q105534257	Q101352
Q105534258	Q101352
Q105534259	Q101352
Q105534260	Q101352
Q105534261	Q101352
Q105534263	Q101352
Q105534264	Q101352
Q105534265	Q101352
Q105534266	Q101352
Q105534269	Q101352
Q105534273	Q101352
Q105534274	Q101352
Q105534276	Q101352
Q105534277	Q101352
Q105534279	Q101352
Q105534280	Q101352
Q105534283	Q101352
Q105534284	Q101352
Q105534289	Q101352
Q105534291	Q101352
Q105534292	Q101352
Q105534293	Q101352
Q105534295	Q101352
Q105534296	Q101352
Q105534297	Q101352
Q105534299	Q101352
Q105534300	Q101352
Q105534302	Q101352
Q105534304	Q101352
Q105534305	Q101352
Q105534306	Q101352
Q105534308	Q101352
Q105534310	Q101352
Q105534314	Q101352
Q105534316	Q101352
Q105534317	Q101352
Q105534319	Q101352
Q105534320	Q101352
Q105534321	Q101352
Q105534323	Q101352
Q105534324	Q101352
Q105534325	Q101352
Q105534326	Q101352
Q105534327	Q101352
Q105534328	Q101352
Q105534329	Q101352
Q105534330	Q101352
Q105534331	Q101352
Q105534333	Q101352
Q105534334	Q101352
Q105534335	Q101352
Q105534336	Q101352
Q105534337	Q101352
Q105534342	Q101352
Q105534346	Q101352
Q105534348	Q101352
Q105534350	Q101352
Q105534352	Q101352
Q105534353	Q101352
Q105534354	Q101352
Q105534355	Q101352
Q105534356	Q101352
Q105534359	Q101352
Q105534363	Q101352
Q105534364	Q101352
Q105534367	Q101352
Q105534374	Q101352
Q105534375	Q101352
Q105534376	Q101352
Q105534377	Q101352
Q105534378	Q101352
Q105534379	Q101352
Q105534380	Q101352
Q105534381	Q101352
Q105534382	Q101352
Q105534386	Q101352
Q105534387	Q101352
Q105534389	Q101352
Q105534391	Q101352
Q105534393	Q101352
Q105534395	Q101352
Q105534396	Q101352
Q105534397	Q101352
Q105534406	Q101352
Q105534407	Q101352
Q105534409	Q101352
Q105534411	Q101352
Q105534412	Q101352
Q105534418	Q101352
Q105534419	Q101352
Q105534420	Q101352
Q105534421	Q101352
Q105534422	Q101352
Q105534423	Q101352
Q105534424	Q101352
Q105534426	Q101352
Q105534427	Q101352
Q105534432	Q101352
Q105534433	Q101352
Q105534434	Q101352
Q105534435	Q101352
Q105534436	Q101352
Q105534441	Q101352
Q105534442	Q101352
Q105534444	Q101352
Q105534446	Q101352
Q105534447	Q101352
Q105534448	Q101352
Q105534456	Q101352
Q105534458	Q101352
Q105534460	Q101352
Q105534461	Q101352
Q105534463	Q101352
Q105534464	Q101352
Q105534465	Q101352
Q105534466	Q101352
Q105534468	Q101352
Q105534469	Q101352
Q105534470	Q101352
Q105534471	Q101352
Q105534472	Q101352
Q105534473	Q101352
Q105534475	Q101352
Q105534476	Q101352
Q105534479	Q101352
Q105534482	Q101352
Q105534483	Q101352
Q105534484	Q101352
Q105534486	Q101352
Q105534487	Q101352
Q105534491	Q101352
Q105534492	Q101352
Q105534495	Q101352
Q105534496	Q101352
Q105534498	Q101352
Q105534500	Q101352
Q105534501	Q101352
Q105534502	Q101352
Q105534504	Q101352
Q105534505	Q101352
Q105534506	Q101352
Q105534508	Q101352
