qid	classes
Q37529980	Q101352
Q37529982	Q101352
Q37529984	Q101352
Q37529987	Q101352
Q37529989	Q101352
Q37529991	Q101352
Q37529993	Q101352
Q37529996	Q101352
Q37529998	Q101352
Q37530000	Q101352
Q37530002	Q101352
Q37530005	Q101352
Q37530006	Q101352
Q37530009	Q101352
Q37530011	Q101352
Q37530014	Q101352
Q37530016	Q101352
Q37530018	Q101352
Q37530021	Q101352
Q37530023	Q101352
Q37530025	Q101352
Q37530027	Q101352
Q37530028	Q101352
Q37530031	Q101352
Q37530032	Q101352
Q37530036	Q101352
Q37530037	Q101352
Q37530041	Q101352
Q37530042	Q101352
Q37530046	Q101352
Q37530048	Q101352
Q37530050	Q101352
Q37530052	Q101352
Q37530055	Q101352
Q37530057	Q101352
Q37530060	Q101352
Q37530062	Q101352
Q37530063	Q101352
Q37530066	Q101352
Q37530068	Q101352
Q37530070	Q101352
Q37530073	Q101352
Q37530075	Q101352
Q37530076	Q101352
Q37530079	Q101352
Q37530081	Q101352
Q37530084	Q101352
Q37530086	Q101352
Q37530089	Q101352
Q37530091	Q101352
Q37530093	Q101352
Q37530096	Q101352
Q37530098	Q101352
Q37530101	Q101352
Q37530102	Q101352
Q37530104	Q101352
Q37530106	Q101352
Q37530108	Q101352
Q37530110	Q101352
Q37530113	Q101352
Q37530114	Q101352
Q37530117	Q101352
Q37530119	Q101352
Q37530122	Q101352
Q37530124	Q101352
Q37530127	Q101352
Q37530128	Q101352
Q37530130	Q101352
Q37530133	Q101352
Q37530135	Q101352
Q37530138	Q101352
Q37530139	Q101352
Q37530142	Q101352
Q37530144	Q101352
Q37530147	Q101352
Q37530148	Q101352
Q37530150	Q101352
Q37530152	Q101352
Q37530154	Q101352
Q37530156	Q101352
Q37530159	Q101352
Q37530163	Q101352
Q37530166	Q101352
Q37530168	Q101352
Q37530171	Q101352
Q37530173	Q101352
Q37530176	Q101352
Q37530178	Q101352
Q37530180	Q101352
Q37530184	Q101352
Q37530187	Q101352
Q37530190	Q101352
Q37530191	Q101352
Q37530193	Q101352
Q37530195	Q101352
Q37530196	Q101352
Q37530200	Q101352
Q37530201	Q101352
Q37530203	Q101352
Q37530205	Q101352
Q37530207	Q101352
Q37530210	Q101352
Q37530211	Q101352
Q37530213	Q101352
Q37530215	Q101352
Q37530218	Q101352
Q37530220	Q101352
Q37530223	Q101352
Q37530225	Q101352
Q37530228	Q101352
Q37530229	Q101352
Q37530233	Q101352
Q37530235	Q101352
Q37530237	Q101352
Q37530238	Q101352
Q37530240	Q101352
Q37530243	Q101352
Q37530245	Q101352
Q37530248	Q101352
Q37530249	Q101352
Q37530253	Q101352
Q37530254	Q101352
Q37530257	Q101352
Q37530259	Q101352
Q37530261	Q101352
Q37530262	Q101352
Q37530264	Q101352
Q37530266	Q101352
Q37530269	Q101352
Q37530271	Q101352
Q37530273	Q101352
Q37530274	Q101352
Q37530275	Q101352
Q37530277	Q101352
Q37530280	Q101352
Q37530282	Q101352
Q37530285	Q101352
Q37530287	Q101352
Q37530289	Q101352
Q37530291	Q101352
Q37530293	Q101352
Q37530295	Q101352
Q37530297	Q101352
Q37530298	Q101352
Q37530301	Q101352
Q37530302	Q101352
Q37530305	Q101352
Q37530306	Q101352
Q37530308	Q101352
Q37530310	Q101352
Q37530312	Q101352
Q37530314	Q101352
Q37530317	Q101352
Q37530319	Q101352
Q37530321	Q101352
Q37530323	Q101352
Q37530325	Q101352
Q37530328	Q101352
Q37530330	Q101352
Q37530332	Q101352
Q37530335	Q101352
Q37530337	Q101352
Q37530340	Q101352
Q37530342	Q101352
Q37530346	Q101352
Q37530348	Q101352
Q37530351	Q101352
Q37530353	Q101352
Q37530355	Q101352
Q37530358	Q101352
Q37530360	Q101352
Q37530361	Q101352
Q37530363	Q101352
Q37530366	Q101352
Q37530368	Q101352
Q37530370	Q101352
Q37530373	Q101352
Q37530375	Q101352
Q37530377	Q101352
Q37530380	Q101352
Q37530381	Q101352
Q37530384	Q101352
Q37530386	Q101352
Q37530389	Q101352
Q37530391	Q101352
Q37530393	Q101352
Q37530396	Q101352
Q37530398	Q101352
Q37530400	Q101352
Q37530402	Q101352
Q37530405	Q101352
Q37530406	Q101352
Q37530410	Q101352
Q37530411	Q101352
Q37530414	Q101352
Q37530415	Q101352
Q37530417	Q101352
Q37530418	Q101352
Q37530420	Q101352
Q37530423	Q101352
Q37530425	Q101352
Q37530426	Q101352
Q37530429	Q101352
Q37530431	Q101352
Q37530432	Q101352
Q37530435	Q101352
Q37530437	Q101352
Q37530440	Q101352
Q37530441	Q101352
Q37530442	Q101352
Q37530446	Q101352
Q37530448	Q101352
Q37530451	Q101352
Q37530453	Q101352
Q37530454	Q101352
Q37530456	Q101352
Q37530458	Q101352
Q37530460	Q101352
Q37530462	Q101352
Q37530465	Q101352
Q37530467	Q101352
Q37530469	Q101352
Q37530470	Q101352
Q37530473	Q101352
Q37530474	Q101352
Q37530476	Q101352
Q37530478	Q101352
Q37530480	Q101352
Q37530482	Q101352
Q37530485	Q101352
Q37530487	Q101352
Q37530490	Q101352
Q37530492	Q101352
Q37530495	Q101352
Q37530497	Q101352
Q37530499	Q101352
Q37530502	Q101352
Q37530504	Q101352
Q37530506	Q101352
Q37530509	Q101352
Q37530510	Q101352
Q37530513	Q101352
Q37530515	Q101352
Q37530518	Q101352
Q37530519	Q101352
Q37530520	Q101352
Q37530523	Q101352
Q37530524	Q101352
Q37530527	Q101352
Q37530528	Q101352
Q37530529	Q101352
Q37530532	Q101352
Q37530534	Q101352
Q37530539	Q101352
Q37530541	Q101352
Q37530544	Q101352
Q37530546	Q101352
Q37530549	Q101352
Q37530551	Q101352
Q37530553	Q101352
Q37530556	Q101352
Q37530558	Q101352
Q37530559	Q101352
Q37530560	Q101352
Q37530563	Q101352
Q37530565	Q101352
Q37530567	Q101352
Q37530569	Q101352
Q37530572	Q101352
Q37530574	Q101352
Q37530577	Q101352
Q37530578	Q101352
Q37530581	Q101352
Q37530583	Q101352
Q37530585	Q101352
Q37530588	Q101352
Q37530590	Q101352
Q37530593	Q101352
Q37530595	Q101352
Q37530598	Q101352
Q37530600	Q101352
Q37530603	Q101352
Q37530605	Q101352
Q37530608	Q101352
Q37530610	Q101352
Q37530612	Q101352
Q37530614	Q101352
Q37530616	Q101352
Q37530619	Q101352
Q37530621	Q101352
Q37530624	Q101352
Q37530626	Q101352
Q37530627	Q101352
Q37530630	Q101352
Q37530632	Q101352
Q37530634	Q101352
Q37530636	Q101352
Q37530638	Q101352
Q37530641	Q101352
Q37530643	Q101352
Q37530646	Q101352
Q37530648	Q101352
Q37530651	Q101352
Q37530653	Q101352
Q37530655	Q101352
Q37530657	Q101352
Q37530659	Q101352
Q37530662	Q101352
Q37530666	Q101352
Q37530668	Q101352
Q37530671	Q101352
Q37530673	Q101352
Q37530675	Q101352
Q37530677	Q101352
Q37530679	Q101352
Q37530682	Q101352
Q37530684	Q101352
Q37530686	Q101352
Q37530688	Q101352
Q37530691	Q101352
Q37530692	Q101352
Q37530694	Q101352
Q37530696	Q101352
Q37530699	Q101352
Q37530700	Q101352
Q37530702	Q101352
Q37530706	Q101352
Q37530708	Q101352
Q37530711	Q101352
Q37530712	Q101352
Q37530716	Q101352
Q37530718	Q101352
Q37530720	Q101352
Q37530723	Q101352
Q37530724	Q101352
Q37530728	Q101352
Q37530730	Q101352
Q37530732	Q101352
Q37530734	Q101352
Q37530735	Q101352
Q37530738	Q101352
Q37530740	Q101352
Q37530743	Q101352
Q37530744	Q101352
Q37530748	Q101352
Q37530750	Q101352
Q37530752	Q101352
Q37530754	Q101352
Q37530756	Q101352
Q37530758	Q101352
Q37530761	Q101352
Q37530762	Q101352
Q37530764	Q101352
Q37530767	Q101352
Q37530770	Q101352
Q37530773	Q101352
Q37530774	Q101352
Q37530776	Q101352
Q37530778	Q101352
Q37530780	Q101352
Q37530783	Q101352
Q37530785	Q101352
Q37530787	Q101352
Q37530789	Q101352
Q37530791	Q101352
Q37530794	Q101352
Q37530797	Q101352
Q37530798	Q101352
Q37530802	Q101352
Q37530803	Q101352
Q37530807	Q101352
Q37530808	Q101352
Q37530810	Q101352
Q37530812	Q101352
Q37530814	Q101352
Q37530816	Q101352
Q37530818	Q101352
Q37530819	Q101352
Q37530822	Q101352
Q37530824	Q101352
Q37530827	Q101352
Q37530830	Q101352
Q37530832	Q101352
Q37530835	Q101352
Q37530837	Q101352
Q37530840	Q101352
Q37530842	Q101352
Q37530845	Q101352
Q37530847	Q101352
Q37530850	Q101352
Q37530851	Q101352
Q37530854	Q101352
Q37530856	Q101352
Q37530860	Q101352
Q37530862	Q101352
Q37530867	Q101352
Q37530869	Q101352
Q37530874	Q101352
Q37530876	Q101352
Q37530879	Q101352
Q37530881	Q101352
Q37530884	Q101352
Q37530886	Q101352
Q37530889	Q101352
Q37530891	Q101352
Q37530892	Q101352
Q37530896	Q101352
Q37530898	Q101352
Q37530900	Q101352
Q37530902	Q101352
Q37530906	Q101352
Q37530907	Q101352
Q37530910	Q101352
Q37530911	Q101352
Q37530913	Q101352
Q37530916	Q101352
Q37530918	Q101352
Q37530920	Q101352
Q37530924	Q101352
Q37530926	Q101352
Q37530927	Q101352
Q37530930	Q101352
Q37530932	Q101352
Q37530935	Q101352
Q37530937	Q101352
Q37530938	Q101352
Q37530940	Q101352
Q37530944	Q101352
Q37530946	Q101352
Q37530949	Q101352
Q37530951	Q101352
Q37530952	Q101352
Q37530954	Q101352
Q37530956	Q101352
Q37530957	Q101352
Q37530961	Q101352
Q37530962	Q101352
Q37530967	Q101352
Q37530969	Q101352
Q37530971	Q101352
Q37530974	Q101352
Q37530976	Q101352
Q37530979	Q101352
Q37530981	Q101352
Q37530984	Q101352
Q37530987	Q101352
Q37530989	Q101352
Q37530992	Q101352
Q37530994	Q101352
Q37530995	Q101352
Q37530997	Q101352
Q37530999	Q101352
Q37531001	Q101352
Q37531003	Q101352
Q37531006	Q101352
Q37531009	Q101352
Q37531011	Q101352
Q37531014	Q101352
Q37531016	Q101352
Q37531018	Q101352
Q37531021	Q101352
Q37531023	Q101352
Q37531025	Q101352
Q37531027	Q101352
Q37531030	Q101352
Q37531031	Q101352
Q37531035	Q101352
Q37531037	Q101352
Q37531040	Q101352
Q37531042	Q101352
Q37531044	Q101352
Q37531046	Q101352
Q37531048	Q101352
Q37531051	Q101352
Q37531054	Q101352
Q37531057	Q101352
Q37531059	Q101352
Q37531061	Q101352
Q37531063	Q101352
Q37531065	Q101352
Q37531068	Q101352
Q37531070	Q101352
Q37531073	Q101352
Q37531074	Q101352
Q37531079	Q101352
Q37531082	Q101352
Q37531084	Q101352
Q37531087	Q101352
Q37531090	Q101352
Q37531092	Q101352
Q37531094	Q101352
Q37531096	Q101352
Q37531099	Q101352
Q37531101	Q101352
Q37531104	Q101352
Q37531105	Q101352
Q37531109	Q101352
Q37531110	Q101352
Q37531114	Q101352
Q37531115	Q101352
Q37531118	Q101352
Q37531120	Q101352
Q37531121	Q101352
Q37531124	Q101352
Q37531126	Q101352
Q37531129	Q101352
Q37531131	Q101352
Q37531134	Q101352
Q37531136	Q101352
Q37531138	Q101352
Q37531141	Q101352
Q37531143	Q101352
Q37531147	Q101352
Q37531149	Q101352
Q37531151	Q101352
Q37531154	Q101352
Q37531156	Q101352
Q37531159	Q101352
Q37531161	Q101352
Q37531163	Q101352
Q37531166	Q101352
Q37531168	Q101352
Q37531171	Q101352
Q37531174	Q101352
Q37531178	Q101352
Q37531179	Q101352
Q37531181	Q101352
Q37531183	Q101352
Q37531185	Q101352
Q37531186	Q101352
Q37531189	Q101352
Q37531191	Q101352
Q37531193	Q101352
Q37531196	Q101352
Q37531198	Q101352
Q37531199	Q101352
Q37531201	Q101352
Q37531204	Q101352
Q37531206	Q101352
Q37531209	Q101352
Q37531210	Q101352
Q37531213	Q101352
Q37531216	Q101352
Q37531217	Q101352
Q37531219	Q101352
Q37531220	Q101352
Q37531223	Q101352
Q37531224	Q101352
Q37531228	Q101352
Q37531229	Q101352
Q37531231	Q101352
Q37531232	Q101352
Q37531235	Q101352
Q37531238	Q101352
Q37531240	Q101352
Q37531243	Q101352
Q37531245	Q101352
Q37531248	Q101352
Q37531250	Q101352
Q37531251	Q101352
Q37531254	Q101352
Q37531256	Q101352
Q37531259	Q101352
Q37531261	Q101352
Q37531263	Q101352
Q37531265	Q101352
Q37531267	Q101352
Q37531269	Q101352
Q37531271	Q101352
Q37531273	Q101352
Q37531276	Q101352
Q37531277	Q101352
Q37531280	Q101352
Q37531283	Q101352
Q37531285	Q101352
Q37531287	Q101352
Q37531289	Q101352
Q37531292	Q101352
Q37531293	Q101352
Q37531296	Q101352
Q37531298	Q101352
Q37531299	Q101352
Q37531302	Q101352
Q37531304	Q101352
Q37531307	Q101352
Q37531308	Q101352
Q37531312	Q101352
Q37531313	Q101352
Q37531317	Q101352
Q37531319	Q101352
Q37531321	Q101352
Q37531322	Q101352
Q37531324	Q101352
Q37531327	Q101352
Q37531328	Q101352
Q37531330	Q101352
Q37531332	Q101352
Q37531335	Q101352
Q37531337	Q101352
Q37531340	Q101352
Q37531342	Q101352
Q37531344	Q101352
Q37531347	Q101352
Q37531349	Q101352
Q37531352	Q101352
Q37531354	Q101352
Q37531355	Q101352
Q37531358	Q101352
Q37531360	Q101352
Q37531361	Q101352
Q37531364	Q101352
Q37531366	Q101352
Q37531369	Q101352
Q37531371	Q101352
Q37531373	Q101352
Q37531376	Q101352
Q37531378	Q101352
Q37531381	Q101352
Q37531383	Q101352
Q37531385	Q101352
Q37531388	Q101352
Q37531390	Q101352
Q37531392	Q101352
Q37531396	Q101352
Q37531398	Q101352
Q37531401	Q101352
Q37531402	Q101352
Q37531406	Q101352
Q37531407	Q101352
Q37531409	Q101352
Q37531411	Q101352
Q37531413	Q101352
Q37531415	Q101352
Q37531417	Q101352
Q37531419	Q101352
Q37531422	Q101352
Q37531424	Q101352
Q37531426	Q101352
Q37531429	Q101352
Q37531430	Q101352
Q37531433	Q101352
Q37531435	Q101352
Q37531438	Q101352
Q37531440	Q101352
Q37531441	Q101352
Q37531444	Q101352
Q37531446	Q101352
Q37531449	Q101352
Q37531451	Q101352
Q37531454	Q101352
Q37531458	Q101352
Q37531461	Q101352
Q37531463	Q101352
Q37531464	Q101352
Q37531467	Q101352
Q37531469	Q101352
Q37531471	Q101352
Q37531474	Q101352
Q37531476	Q101352
Q37531481	Q101352
Q37531484	Q101352
Q37531486	Q101352
Q37531489	Q101352
Q37531491	Q101352
Q37531493	Q101352
Q37531494	Q101352
Q37531496	Q101352
Q37531498	Q101352
Q37531500	Q101352
Q37531502	Q101352
Q37531505	Q101352
Q37531507	Q101352
Q37531509	Q101352
Q37531512	Q101352
Q37531513	Q101352
Q37531515	Q101352
Q37531518	Q101352
Q37531520	Q101352
Q37531522	Q101352
Q37531524	Q101352
Q37531526	Q101352
Q37531528	Q101352
Q37531529	Q101352
Q37531533	Q101352
Q37531535	Q101352
Q37531538	Q101352
Q37531539	Q101352
Q37531542	Q101352
Q37531544	Q101352
Q37531546	Q101352
Q37531548	Q101352
Q37531551	Q101352
Q37531553	Q101352
Q37531556	Q101352
Q37531558	Q101352
Q37531561	Q101352
Q37531563	Q101352
Q37531566	Q101352
Q37531568	Q101352
Q37531569	Q101352
Q37531571	Q101352
Q37531573	Q101352
Q37531576	Q101352
Q37531577	Q101352
Q37531579	Q101352
Q37531582	Q101352
Q37531584	Q101352
Q37531586	Q101352
Q37531589	Q101352
Q37531591	Q101352
Q37531594	Q101352
Q37531596	Q101352
Q37531599	Q101352
Q37531601	Q101352
Q37531603	Q101352
Q37531606	Q101352
Q37531607	Q101352
Q37531611	Q101352
Q37531612	Q101352
Q37531615	Q101352
Q37531617	Q101352
Q37531620	Q101352
Q37531621	Q101352
Q37531624	Q101352
Q37531626	Q101352
Q37531628	Q101352
Q37531631	Q101352
Q37531633	Q101352
Q37531635	Q101352
Q37531636	Q101352
Q37531639	Q101352
Q37531641	Q101352
Q37531643	Q101352
Q37531646	Q101352
Q37531647	Q101352
Q37531651	Q101352
Q37531652	Q101352
Q37531655	Q101352
Q37531657	Q101352
Q37531658	Q101352
Q37531661	Q101352
Q37531663	Q101352
Q37531666	Q101352
Q37531668	Q101352
Q37531670	Q101352
Q37531672	Q101352
Q37531675	Q101352
Q37531677	Q101352
Q37531680	Q101352
Q37531682	Q101352
Q37531685	Q101352
Q37531686	Q101352
Q37531689	Q101352
Q37531691	Q101352
Q37531693	Q101352
Q37531696	Q101352
Q37531698	Q101352
Q37531701	Q101352
Q37531703	Q101352
Q37531705	Q101352
Q37531707	Q101352
Q37531710	Q101352
Q37531712	Q101352
Q37531715	Q101352
Q37531717	Q101352
Q37531719	Q101352
Q37531721	Q101352
Q37531723	Q101352
Q37531726	Q101352
Q37531728	Q101352
Q37531729	Q101352
Q37531730	Q101352
Q37531733	Q101352
Q37531735	Q101352
Q37531738	Q101352
Q37531740	Q101352
Q37531743	Q101352
Q37531745	Q101352
Q37531746	Q101352
Q37531750	Q101352
Q37531751	Q101352
Q37531754	Q101352
Q37531756	Q101352
Q37531759	Q101352
Q37531760	Q101352
Q37531763	Q101352
Q37531764	Q101352
Q37531767	Q101352
Q37531769	Q101352
Q37531771	Q101352
Q37531773	Q101352
Q37531776	Q101352
Q37531778	Q101352
Q37531780	Q101352
Q37531783	Q101352
Q37531785	Q101352
Q37531787	Q101352
Q37531790	Q101352
Q37531792	Q101352
Q37531795	Q101352
Q37531797	Q101352
Q37531800	Q101352
Q37531802	Q101352
Q37531805	Q101352
Q37531807	Q101352
Q37531810	Q101352
Q37531812	Q101352
Q37531815	Q101352
Q37531817	Q101352
Q37531821	Q101352
Q37531823	Q101352
Q37531826	Q101352
Q37531828	Q101352
Q37531831	Q101352
Q37531832	Q101352
Q37531835	Q101352
Q37531837	Q101352
Q37531840	Q101352
Q37531865	Q101352
Q37531867	Q101352
Q37531870	Q101352
Q37531872	Q101352
Q37531874	Q101352
Q37531876	Q101352
Q37531878	Q101352
Q37531880	Q101352
Q37531883	Q101352
Q37531885	Q101352
Q37531888	Q101352
Q37531890	Q101352
Q37531893	Q101352
Q37531895	Q101352
Q37531897	Q101352
Q37531899	Q101352
Q37531902	Q101352
Q37531903	Q101352
Q37531905	Q101352
Q37531908	Q101352
Q37531910	Q101352
Q37531913	Q101352
Q37531914	Q101352
Q37531917	Q101352
Q37531919	Q101352
Q37531922	Q101352
Q37531924	Q101352
Q37531927	Q101352
Q37531929	Q101352
Q37531931	Q101352
Q37531934	Q101352
Q37531936	Q101352
Q37531939	Q101352
Q37531941	Q101352
Q37531945	Q101352
Q37531947	Q101352
Q37531949	Q101352
Q37531951	Q101352
Q37531953	Q101352
Q37531955	Q101352
Q37531958	Q101352
Q37531959	Q101352
Q37531963	Q101352
Q37531964	Q101352
Q37531966	Q101352
Q37531969	Q101352
Q37531971	Q101352
Q37531973	Q101352
Q37531975	Q101352
Q37531977	Q101352
Q37531979	Q101352
Q37531981	Q101352
Q37531983	Q101352
Q37531985	Q101352
Q37531986	Q101352
Q37531987	Q101352
Q37531989	Q101352
Q37531991	Q101352
Q37531993	Q101352
Q37531994	Q101352
Q37531996	Q101352
Q37531998	Q101352
Q37532000	Q101352
Q37532002	Q101352
Q37532003	Q101352
Q37532006	Q101352
Q37532008	Q101352
Q37532011	Q101352
Q37532012	Q101352
Q37532014	Q101352
Q37532016	Q101352
Q37532017	Q101352
Q37532020	Q101352
Q37532022	Q101352
Q37532025	Q101352
Q37532026	Q101352
Q37532028	Q101352
Q37532030	Q101352
Q37532032	Q101352
Q37532035	Q101352
Q37532037	Q101352
Q37532039	Q101352
Q37532042	Q101352
Q37532044	Q101352
Q37532046	Q101352
Q37532049	Q101352
Q37532051	Q101352
Q37532052	Q101352
Q37532056	Q101352
Q37532057	Q101352
Q37532060	Q101352
Q37532061	Q101352
Q37532063	Q101352
Q37532065	Q101352
Q37532066	Q101352
Q37532068	Q101352
Q37532071	Q101352
Q37532073	Q101352
Q37532075	Q101352
Q37532078	Q101352
Q37532080	Q101352
Q37532083	Q101352
Q37532085	Q101352
Q37532088	Q101352
Q37532090	Q101352
Q37532091	Q101352
Q37532094	Q101352
Q37532096	Q101352
Q37532099	Q101352
Q37532101	Q101352
Q37532104	Q101352
Q37532106	Q101352
Q37532108	Q101352
Q37532111	Q101352
Q37532113	Q101352
Q37532116	Q101352
Q37532118	Q101352
Q37532121	Q101352
Q37532123	Q101352
Q37532126	Q101352
Q37532128	Q101352
Q37532130	Q101352
Q37532132	Q101352
Q37532135	Q101352
Q37532137	Q101352
Q37532140	Q101352
Q37532141	Q101352
Q37532143	Q101352
Q37532146	Q101352
Q37532148	Q101352
Q37532151	Q101352
Q37532152	Q101352
Q37532155	Q101352
Q37532157	Q101352
Q37532160	Q101352
Q37532162	Q101352
Q37532164	Q101352
Q37532166	Q101352
Q37532168	Q101352
Q37532171	Q101352
Q37532172	Q101352
Q37532175	Q101352
Q37532176	Q101352
Q37532180	Q101352
Q37532181	Q101352
Q37532184	Q101352
Q37532186	Q101352
Q37532188	Q101352
Q37532190	Q101352
Q37532193	Q101352
Q37532194	Q101352
Q37532197	Q101352
Q37532199	Q101352
Q37532202	Q101352
Q37532204	Q101352
Q37532206	Q101352
Q37532208	Q101352
Q37532211	Q101352
Q37532212	Q101352
Q37532215	Q101352
Q37532217	Q101352
Q37532219	Q101352
Q37532222	Q101352
Q37532224	Q101352
Q37532227	Q101352
Q37532229	Q101352
Q37532231	Q101352
Q37532232	Q101352
Q37532235	Q101352
Q37532237	Q101352
Q37532240	Q101352
Q37532242	Q101352
Q37532244	Q101352
Q37532247	Q101352
Q37532249	Q101352
Q37532252	Q101352
Q37532254	Q101352
Q37532257	Q101352
Q37532259	Q101352
Q37532262	Q101352
Q37532263	Q101352
Q37532266	Q101352
Q37532267	Q101352
Q37532270	Q101352
Q37532272	Q101352
Q37532275	Q101352
Q37532277	Q101352
Q37532280	Q101352
Q37532282	Q101352
Q37532285	Q101352
Q37532287	Q101352
Q37532289	Q101352
Q37532292	Q101352
Q37532294	Q101352
Q37532296	Q101352
Q37532298	Q101352
Q37532301	Q101352
Q37532302	Q101352
Q37532306	Q101352
Q37532307	Q101352
Q37532310	Q101352
Q37532312	Q101352
Q37532314	Q101352
Q37532316	Q101352
Q37532319	Q101352
Q37532321	Q101352
Q37532324	Q101352
Q37532326	Q101352
Q37532328	Q101352
Q37532330	Q101352
Q37532333	Q101352
Q37532334	Q101352
Q37532338	Q101352
Q37532340	Q101352
Q37532343	Q101352
Q37532345	Q101352
Q37532347	Q101352
Q37532350	Q101352
Q37532351	Q101352
Q37532354	Q101352
Q37532355	Q101352
Q37532358	Q101352
Q37532361	Q101352
Q37532364	Q101352
Q37532366	Q101352
Q37532368	Q101352
Q37532371	Q101352
Q37532372	Q101352
Q37532374	Q101352
Q37532376	Q101352
Q37532378	Q101352
Q37532381	Q101352
Q37532383	Q101352
Q37532385	Q101352
Q37532387	Q101352
Q37532390	Q101352
Q37532392	Q101352
Q37532394	Q101352
Q37532395	Q101352
Q37532397	Q101352
Q37532399	Q101352
Q37532401	Q101352
Q37532403	Q101352
Q37532406	Q101352
Q37532408	Q101352
Q37532410	Q101352
Q37532413	Q101352
Q37532415	Q101352
Q37532417	Q101352
Q37532419	Q101352
Q37532421	Q101352
Q37532424	Q101352
Q37532426	Q101352
Q37532429	Q101352
Q37532430	Q101352
Q37532431	Q101352
Q37532432	Q101352
Q37532434	Q101352
Q37532437	Q101352
Q37532438	Q101352
Q37532441	Q101352
Q37532443	Q101352
Q37532445	Q101352
Q37532447	Q101352
Q37532449	Q101352
Q37532451	Q101352
Q37532452	Q101352
Q37532454	Q101352
Q37532456	Q101352
Q37532457	Q101352
Q37532460	Q101352
Q37532461	Q101352
Q37532464	Q101352
Q37532466	Q101352
Q37532469	Q101352
Q37532471	Q101352
Q37532472	Q101352
Q37532473	Q101352
Q37532474	Q101352
Q37532476	Q101352
Q37532478	Q101352
Q37532480	Q101352
Q37532482	Q101352
Q37532485	Q101352
Q37532487	Q101352
Q37532489	Q101352
Q37532490	Q101352
Q37532492	Q101352
Q37532494	Q101352
Q37532497	Q101352
Q37532499	Q101352
Q37532502	Q101352
Q37532505	Q101352
Q37532507	Q101352
Q37532509	Q101352
Q37532511	Q101352
Q37532514	Q101352
Q37532516	Q101352
Q37532518	Q101352
Q37532521	Q101352
Q37532523	Q101352
Q37532526	Q101352
Q37532528	Q101352
Q37532530	Q101352
Q37532532	Q101352
Q37532533	Q101352
Q37532536	Q101352
Q37532538	Q101352
Q37532540	Q101352
Q37532543	Q101352
Q37532545	Q101352
Q37532548	Q101352
Q37532550	Q101352
Q37532553	Q101352
Q37532555	Q101352
Q37532558	Q101352
Q37532560	Q101352
Q37532562	Q101352
Q37532564	Q101352
Q37532567	Q101352
Q37532569	Q101352
Q37532572	Q101352
Q37532573	Q101352
Q37532576	Q101352
Q37532577	Q101352
Q37532580	Q101352
Q37532582	Q101352
Q37532585	Q101352
Q37532587	Q101352
Q37532589	Q101352
Q37532591	Q101352
Q37532594	Q101352
Q37532596	Q101352
Q37532598	Q101352
Q37532601	Q101352
Q37532603	Q101352
Q37532605	Q101352
Q37532607	Q101352
Q37532610	Q101352
Q37532612	Q101352
Q37532614	Q101352
Q37532617	Q101352
Q37532618	Q101352
Q37532620	Q101352
Q37532622	Q101352
Q37532625	Q101352
Q37532627	Q101352
Q37532628	Q101352
Q37532632	Q101352
Q37532633	Q101352
Q37532634	Q101352
Q37532638	Q101352
Q37532639	Q101352
Q37532643	Q101352
Q37532645	Q101352
Q37532648	Q101352
Q37532650	Q101352
Q37532653	Q101352
Q37532655	Q101352
Q37532657	Q101352
Q37532660	Q101352
Q37532662	Q101352
Q37532664	Q101352
Q37532667	Q101352
Q37532669	Q101352
Q37532671	Q101352
Q37532673	Q101352
Q37532675	Q101352
Q37532677	Q101352
Q37532680	Q101352
Q37532682	Q101352
Q37532684	Q101352
Q37532687	Q101352
Q37532688	Q101352
Q37532691	Q101352
Q37532693	Q101352
Q37532695	Q101352
Q37532697	Q101352
Q37532700	Q101352
Q37532702	Q101352
Q37532704	Q101352
Q37532706	Q101352
Q37532707	Q101352
Q37532711	Q101352
Q37532713	Q101352
Q37532717	Q101352
Q37532719	Q101352
Q37532725	Q101352
Q37532734	Q101352
Q37532735	Q101352
Q37532737	Q101352
Q37532739	Q101352
Q37532740	Q101352
Q37532743	Q101352
Q37532744	Q101352
Q37532746	Q101352
Q37532748	Q101352
Q37532749	Q101352
Q37532753	Q101352
Q37532754	Q101352
Q37532757	Q101352
Q37532759	Q101352
Q37532760	Q101352
Q37532763	Q101352
Q37532765	Q101352
Q37532767	Q101352
Q37532768	Q101352
Q37532771	Q101352
Q37532772	Q101352
Q37532775	Q101352
