qid	label	slot	n	parents	parent_labels
Q106449527	Daughter of Minamoto no Kuniaki or daughter of Tameie, wife of Minamoto no Nobumasa	father	2	Q11564034;Q22125080	Fujiwara no Kuniaki | Takashina Tamie
Q110746128	Minamoto no Akishige	mother	2	Q110746126;Q106449878	Daughter of Bitchū-no-kami Tamesō (wife of Minamoto no Masatoshi) | Takashina no Gyōshi
Q110746135	Minamoto no Akitoshi	mother	2	Q106449878;Q110746126	Takashina no Gyōshi | Daughter of Bitchū-no-kami Tamesō (wife of Minamoto no Masatoshi)
Q110751308	Yukikiyo	father	2	Q95162020;Q110750124	Minamoto no Masatoshi | Minamoto no Noritoshi
Q4159577	Decimus Junius Silanus Gaetulicus	father	2	Q1236001;Q3021006	Gnaeus Cornelius Lentulus Gaetulicus | Decimus Junius Silanus
Q106517229	Daughter of Taira no Norimori or Taira no Tsunemori (wife of Minamoto no Michichika)	father	2	Q11060997;Q11483584	Taira no Norimori | Taira no Tomomori
Q110312520	Minamoto no Yū	father	2	Q11564052;Q11564058	Minamoto no Sadamu | Minamoto no Yutaka
Q110086977	有清	father	2	Q11474140;Q7137355	岩倉具堯 | Koga Haremichi
Q110966212	伏見宮輔子女王	mother	2	Q110966253;Q110966246	近藤氏 (伏見宮邦永親王の家女房) | 薗氏 (伏見宮邦永親王の家女房)
Q116455332	Sextus Nonius Sufenas Anneianus	father	2	Q6757993;Q116455313	Marcus Anneius | Sextus Nonius Sufenas
Q55904054	Johann Mynsinger	father	2	Q116185067;Q139559826	Johann Münsinger von Frundeck | Heinrich Münsinger
Q55904054	Johann Mynsinger	mother	2	Q116185068;Q139559829	NN | Kröwel, von Frundeck
Q76300116	Willibirg Gräfin von Nellenburg	father	2	Q76300728;Q76299389	Manegold II Graf von Veringen | Wolfrad V Graf von Alshausen und Isum
Q76300116	Willibirg Gräfin von Nellenburg	mother	2	Q76300044;Q76298675	Berchum von Nellenburg | Hemma Gräfin (?)
Q474769	Stephen Dabiša of Bosnia	father	2	Q16109272;Q2750878	Ninoslav Kotroman | Vladislaus of Bosnia
Q75404062	James Abercromby of Birkenbog	father	2	Q75404063;Q75404068	Alexander Abercromby of Pitmedden | Alexander Abercromby of Towie
Q75404062	James Abercromby of Birkenbog	mother	2	Q75404065;Q105815634	Margaret Leslie | Marjorie Ogilvy, of Findlater
Q136415543	Clara Babbitt Hyde	mother	2	Q94364013;Q136415685	Lillia Babbitt Hyde | Rebecca McDuffee Babbitt
Q739838	Connad Cerr	father	2	Q729736;Q712976	Conall mac Comgaill | Eochaid Buide
Q75756649	Amy Wychingham	father	2	Q75756650;Q105801256	Sir Edward Wychingham | Edmund de Wychingham, of Woodrising
Q106510599	Marcus Gallius Axianus	father	2	Q11944240;Q109407034	Quintus Axius | Marcus Gallius
Q4333473	Oleg Kursky	father	2	Q2497107;Q4411645	Igor Svyatoslavich | Svyatoslav Olgovich
Q12018212	Heralt z Kunstat	father	2	Q12031902;Q11222028	Kuna z Kunštátu | Bohuše z Kunštátu
Q76210602	Ellinor Williams	father	2	Q76210600;Q136140768	William Williams | John Williams, of Denton
Q76349401	Margaret Bowes	father	2	Q76349402;Q125569203	Thomas Bowes | John Bowes, of London
Q11608249	Oda Hisanaga	father	2	Q11608367;Q11608368	Oda Jōshō | Oda Jōchiku
Q18700613	Isshiki Yoshikiyo	father	2	Q11353154;Q29410713	Isshiki Yoshiari | Isshiki Yoshitō
Q111221338	武田信豊の娘 (明智光継の正室)	father	2	Q11546111;Q136996053	Takeda Nobutoyo | 山岸光信
Q137049298	明智光継の娘 (進士信周の妻)	father	2	Q11512248;Q136996053	Akechi Mitsutsugu | 山岸光信
Q7813574	Toki Shigeyori	father	2	Q29410713;Q110822705	Isshiki Yoshitō | 佐良木光俊
Q11500480	Saitō Toshikata	father	3	Q110069974;Q110069999;Q11651443	斎藤利胤 | 斎藤利匡 | Saitō Toshiyasu
Q108056290	Matsudaira Chikakiyo	father	2	Q10729465;Q106313638	Matsudaira Norimoto | 松平乗正
Q6527160	Akiyama Masashige	father	2	Q106698977;Q115587132	秋山昌秀 | 秋山昌秀
Q167685	Janus	father	2	Q134388;Q3360794	Saturn | Caelus
Q167685	Janus	mother	2	Q1136019;Q131575	Entoria | Hecate
Q837699	Evander of Pallene	father	2	Q1150;Q2993260	Mercury | Echemus
Q837699	Evander of Pallene	mother	3	Q12134676;Q684225;Q3291388	Nicostrata | Carmenta | Timandra
Q1145491	Liber	mother	2	Q32102;Q776139	Ceres | Semele
Q3609647	Halaesus	father	2	Q128176;Q3954	Agamemnon | Neptune
Q2947800	Chalciope	father	2	Q3429330;Q2640841	Rhexenor | Chalcodon
Q2980443	Clymenus	father	2	Q3910877;Q4337246	Presbon | Orchomenus
Q654257	Tiphys	father	2	Q22965548;Q612763	Phorbas | Hagnias
Q5898666	Hyrpax	mother	2	Q57391922;Q1074468	Chloris | Chione
Q151480	sphinx	father	2	Q180237;Q336230	Typhon | Orthrus
Q151480	sphinx	mother	2	Q185670;Q182790	Echidna | chimera
Q4228783	Colchian Dragon	mother	2	Q185670;Q93172	Echidna | Gaia
Q75237940	Walter de Beauchamp	father	2	Q75237938;Q7966495	Oliver de Beauchamp | Walter de Beauchamp
Q26186417	Lu Yi	father	3	Q20062980;Q45549776;Q45576154	Lu Xian | Lu Xianzhi | Lu Qian
Q45602497	Mou Yuanfu	father	2	Q45603946;Q45540198	Mou Shan | Lu Dadao
Q110505859	Hans Meuting	mother	2	Q110505864;Q139566902	Katharina Nördlinger | Afra Rephuhn
Q110505725	Regine von Stetten	father	2	Q110506034;Q139571989	Hans von Stetten | Michael von Stetten
Q110505725	Regine von Stetten	mother	2	Q110506059;Q139572007	Agate Meuting | Kunigunde Baumgartner
Q5409532	Ramon III de Montcada	father	2	Q9066414;Q111457171	Ramon II de Tortosa | Guillem de Montcada, Senyor de Tortosa i Nules
Q55399410	Tarquinia	father	2	Q98374052;Q2745841	Tarquinius Collatinus | Arruns Tarquinius
Q136311034	Jeanne de Toulongeon, Dame du Chatelier	father	2	Q136311035;Q27837201	Claude de Toulongeon, Baron de Traves, Seigneur de La Bastie | Claude de Toulongeon
Q136311034	Jeanne de Toulongeon, Dame du Chatelier	mother	2	Q136311036;Q102227265	Marie de Grancey, Dame de Larrey | Guillemette de Vergy, Dame de Bourbon-Lancy
Q6697567	Lucius Licinius Varro Murena	father	2	Q708570;Q97619203	Lucius Licinius Murena | Aulus Terentius Varro
Q6523336	Marguerite de Nully	father	2	Q12878295;Q16332915	Ιωάννης Β΄ ντε Νεϊγύ | John of Nully
Q3290459	Echmarcach mac Ragnaill	father	2	Q3417502;Q23015917	Ragnall mac Gofraid | Ragnall ua Ímair
Q45476469	Li Jingyu	father	2	Q45503876;Q45598956	Li Deng | Li Huideng
Q3092692	Féraud de Nice	father	2	Q3396280;Q3218606	Pons II | Laugier de Nice
Q3387628	Pierre de Mirabel	father	2	Q3396280;Q3218606	Pons II | Laugier de Nice
Q45499345	Wang Tongzhi	father	2	Q45652120;Q45564746	Wang Zhidao | Wang Zhi
Q10963012	Aeddan ap Môr	father	2	Q20561997;Q116156561	Mor ap Rhufon | Môr ap Breichiol
Q11045460	Yamanote-dono	father	2	Q11449250;Q11376761	Uda Yoritada | Imadegawa Harusue
Q42532204	Anah	father	2	Q42532003;Q42532277	Zibeon | Seir
Q75811919	Peter Hay, 1st of Megginch	father	2	Q75811916;Q117378699	William de Haya | Edmund Hay, of Leys
Q110068241	堤晴長	father	2	Q110067110;Q110079290	堤為任 | 高倉永重
Q16515495	Amphidamas	mother	2	Q58023450;Q61046105	Cleophile | Eurynome
Q927322	Admete	mother	2	Q3618707;Q17748154	Antimache | Admete
Q61023560	Eurybius	mother	2	Q3618707;Q17748154	Antimache | Admete
Q115750166	Amariah	father	2	Q244912;Q130564123	Hezekiah | ?
Q110168492	園基衡の娘 (石野基棟の妻)	father	2	Q110078690;Q109799130	園基衡 | Sono Mototaka
Q106682954	北条実時の娘または源定忠の娘 (飛鳥井教定の妻)	father	2	Q596360;Q106618444	? | Minamoto no Sadatada
Q11403872	Kitabatake Akiyoshi	father	2	Q683792;Q17226866	Kitabatake Chikafusa | Nakanoin Sadahira
Q22130053	得川親季	father	2	Q3342232;Q60989729	Nitta Yoshimune | Serada Masayoshi
Q11636547	越智家栄	father	2	Q111169571;Q111169670	? | ?
Q109259134	Hino Mitsuko	father	2	Q11510598;Q11510569	Hino Arimitsu | Hino Katsumitsu
Q1083379	Fujiwara no Motofusa	mother	2	Q106458284;Q106458261	Minamoto no Toshiko | Minamoto no Nobuko
Q108176248	Fujiwara no Nakamitsu (Taikōtaigō-gū Dainagon)	father	2	Q11623139;Q110574748	Fujiwara no Suenaka | ?
Q106513195	Minamoto no Chikako	father	2	Q11564317;Q11367816	Minamoto no Michichika | Michikata Nakanoin
Q106641963	九条光長または海住山長房の娘 (藤原資家の室)	father	2	Q15838934;Q69635156	Kujō Mitsunaga | ?
Q106627395	唐橋通時または北条義時の娘 (久我通忠の妻)	father	2	Q1028811;Q108784073	Hōjō Yoshitoki | Karahashi no Michitoki
Q11420148	Yoshinari Yotsutsuji	father	2	Q11458675;Q11491321	尊雅王 | Prince Tadafusa
Q106641619	二条師忠の娘 (源彦仁の室)	father	2	Q3341481;Q3341492	Nijō Morotada | Nijō Yoshizane
Q110768783	承鎮法親王	father	2	Q11564086;Q11491321	Minamoto no Yoshihito | Prince Tadafusa
Q106540808	Daughter of Fujiwara no Mitsutada or Minamoto no Sadatomo (wife of Fujiwara no Tsuneke)	father	2	Q22129890;Q11564053	Fujiwara no Mitsutada | Minamoto no Sadafusa
Q11623630	Fujiwara no Takayoshi	father	3	Q106410472;Q22126650;Q109333533	Fujiwara Takatoki | Fujiwara no Kiyotaka | Fujiwara no Kiyotsuna
Q106470889	Daughter of Taira no Masamori (wife of Minamoto no Arikata)	father	2	Q11483148;Q3083805	Masamori Taira | Taira no Tadamori
Q11554424	Jibukyōnotsubone	father	2	Q11623265;Q108128000	Fujiwara no Tadamasa | ?
Q11564359	Minamoto no Yoritsuna	father	2	Q11564344;Q11564358	Minamoto no Yorikuni | Minamoto no Yorinori
Q109833074	福島正則の娘 (水無瀬兼俊の妻)	mother	2	Q108747016;Q108747061	Shosen'in | 照雲院
Q109832354	水無瀬兼豊	father	4	Q109831407;Q109832384;Q109821784;Q109834880	水無瀬氏信 | 町尻具英 | 水無瀬兼俊 | 水無瀬則俊
Q2852412	Anpō	father	2	Q110321063;Q110321084	Minamoto no Tekishi | ?
Q3099236	Minamoto no Tsunemoto	father	2	Q11634541;Q106296515	Sadasumi-shinnō | Motohira-shinnō
Q88726587	Minamoto no Kiyomi	mother	2	Q106296392;Q110408047	Tomo no Yasuhira's daughter | Daughter of Ki clan
Q250506	Tydeus	mother	2	Q1538212;Q6072426	Gorge | Periboea
Q855509	Bias	mother	2	Q12765189;Q394159	Eidomene | Aglaia
Q976463	Hippomedon	father	2	Q13581387;Q668054	Aristomachus | Talaus
Q20018046	Capys	mother	2	Q3680852;Q1617512	Clytodora | Hieromneme
Q409520	Aesacus	mother	2	Q3510841;Q72211	Alexirrhoe | Arisbe
Q1929263	Ocnus	father	2	Q937512;Q4821765	Tiberinus | Auletes
Q44222212	Coeranus	father	2	Q305613;Q42708477	Abas | Cleitus
Q494886	Pylades	mother	3	Q284487;Q12879535;Q55857733	Anaxibia | Cyndragora | Astyoche
Q752340	Astydameia	mother	3	Q284487;Q12879535;Q55857733	Anaxibia | Cyndragora | Astyoche
Q3562019	Eupalamus	father	2	Q301219;Q591842	Erechtheus | Metion
Q1615450	Philaeus of Athens	father	2	Q172725;Q1378566	Ajax the Great | Eurysaces
Q429064	Agenor	father	3	Q1322319;Q649624;Q11704754	Ecbasus | Phoroneus | Triopas
Q1959568	Arestor	father	2	Q1322319;Q1085790	Ecbasus | Phorbas
Q11704754	Triopas	father	2	Q1085790;Q2067632	Phorbas | Peirasus
Q6070881	Pelasgus	father	2	Q11704754;Q649624	Triopas | Phoroneus
Q41311	Aegiale	father	2	Q223152;Q10966726	Adrastus | Aegialeus
Q134756	Daedalus	father	2	Q591842;Q3562019	Metion | Eupalamus
Q134756	Daedalus	mother	2	Q27056217;Q1921961	Iphinoe | Merope
Q1242207	Cleopatra	mother	2	Q3626277;Q15631124	Atlantia | Phoebe
Q15613794	Hippodamia	mother	2	Q3626277;Q15631124	Atlantia | Phoebe
Q15613798	Gorge	mother	2	Q3626277;Q15631124	Atlantia | Phoebe
Q15617990	Iphimedusa	mother	2	Q3626277;Q15631124	Atlantia | Phoebe
Q15631131	Glauce	mother	2	Q3626277;Q15631124	Atlantia | Phoebe
Q15631134	Hippodamia	mother	2	Q3626277;Q15631124	Atlantia | Phoebe
Q15631154	Rhodia	mother	2	Q3626277;Q15631124	Atlantia | Phoebe
Q15631158	Rhode	mother	2	Q3626277;Q15631124	Atlantia | Phoebe
Q15631138	Hippomedusa	mother	2	Q3626277;Q15631124	Atlantia | Phoebe
Q18642287	Asteria	mother	2	Q3626277;Q15631124	Atlantia | Phoebe
Q3078974	Pierides	mother	2	Q1373650;Q12762435	Euippe | Antiope
Q2466253	Amarynceus	father	2	Q21548292;Q122981030	Alector | ?
Q12765189	Eidomene	father	2	Q305607;Q731181	Abas | Pheres
Q2825475	Adémar de La Roche	father	2	Q17355610;Q1386395	Géraud de Limoges | Hugh I of Lusignan
Q11356540	Yoshiaki Miura	father	2	Q106533315;Q106533304	? | ?
Q11595122	Akizuki Taneharu	father	2	Q11595127;Q108957773	Akizuki Tanesada | 忠宥
Q11595122	Akizuki Taneharu	mother	2	Q110157215;Q110090250	秋月オチョウ | 昌千代
Q109957368	平松時方	father	2	Q11483083;Q109917132	Hiramatsu Tokitsune | 平松時量
Q11433255	Ōtomo Yoshinao	father	2	Q106592356;Q242800	? | Minamoto no Yoritomo
Q75395328	Margaretha Herrin und Gräfin von Stubenberg	mother	2	Q75395272;Q110154124	? | Margareta Frangepan
Q11505238	Himatsuri no Muneyori	father	2	Q11623596;Q22126874	Fujiwara no Michiyori | Fujiwara no Tadatsune
Q109774616	Masuke	father	2	Q109774587;Q109774590	Minamoto no Sadaki | Minamoto no Kunifusa
Q110422490	Beatrice Moncada e Moncada, dei Conti di Aderno	father	2	Q3619704;Q3779001	Antonio III Moncada | Guglielmo Raimondo VI Moncada
Q110422490	Beatrice Moncada e Moncada, dei Conti di Aderno	mother	2	Q110422493;Q112957553	Leonora de Luna | Contissella de Moncada, 7.Contessa di Caltanissetta
Q7223112	Saionji Kintoshi	father	2	Q111239749;Q7223281	西園寺公良 | Saionji Kinshige
Q61140905	Arnold van Diest, Stadhouder van Brabant	father	2	Q116004243;Q110261730	? | ?
Q30950586	Pei Shuying	father	2	Q711413;Q45468107	Pei Ju | ?
Q45633104	Sun Chiyi	father	2	Q45631165;Q45551418	Sun Huang | ?
Q45453379	Lu Gong	father	2	Q26186405;Q45563904	Lu Zheng | Lu Zhixin
Q45422318	Liu Rufan	father	2	Q45422316;Q45438499	Liu Yuanzui | Liu Yuanxu
Q45458011	Zheng Zhixian	father	2	Q45678525;Q45522422	Zheng Xuanju | Zheng Xuandou
Q65803324	Zheng Shi	father	2	Q45644314;Q45555195	? | ?
Q65803321	Li Shi	father	2	Q45642705;Q45581822	Li Wenjiong | Li Wenjiong
Q45668615	Pei Heng	father	2	Q45537926;Q45441485	Pei Yu | Pei Mou
Q45626191	Bai Tiao	father	2	Q10349252;Q45498663	? | ?
Q45622490	Zheng Shen	father	2	Q45498311;Q45622426	Zheng Shuze | ?
Q12610471	Yun Cheol-gu	father	2	Q137042883;Q16172442	? | ?
Q110571293	NN von Lebenau	father	2	Q110571294;Q1687873	? | ?
Q76155067	Alice Rotherham	father	2	Q76155066;Q130339593	? | ?
Q60750027	Kurt Matzerath	father	2	Q60749935;Q60749598	Oskar Matzerath | Alfred Matzerath
Q11437445	Ōura Masanobu	father	2	Q11437438;Q3135338	Ōura Mitsunobu | Konoe Hisamichi
Q76300718	Henricus der Jüngere Graf von Veringen	father	2	Q65944079;Q65224589	Heinrich der Ältere Graf von Veringen | Волфрад IV фон Феринген
Q75965087	Margaret Hay	father	2	Q75965079;Q110929595	Sir Gilbert Hay of Ardendraught and Delgaty | Alexander Hay, 4th of Delgaty
Q7833314	Tran Quoc Khang	father	2	Q713224;Q704110	Trần Thái Tông | Tran Lieu
Q75240119	Richard Brudenell	father	2	Q75240120;Q105770251	? | ?
Q75961250	Angharad verch Dafydd	father	2	Q75961248;Q76214399	? | Dafydd ap Gwilym
Q75972748	Roger Tempest	mother	2	Q75972667;Q76003679	Gemelyn Grassus | Margaret de Stainforth
Q75971021	Sir Robert Hesketh	mother	2	Q75971019;Q135682187	Grace Towneley | ?
Q75580137	Mary Turner	father	2	Q75580138;Q107275198	? | ?
Q75775688	Richard de Leigh	father	2	Q75775691;Q105816762	? | ?
Q76042999	Owen Edwards	mother	2	Q76042998;Q76204652	? | Sage Tucker
Q123262938	Robert II d'Uzès	mother	2	Q116006288;Q116006289	Giraude Adhémar | Ermengarde Pelet
Q654037	Europs	father	2	Q1422648;Q18246355	Aegialeus | ?
Q2655419	Ascalabus	mother	2	Q12880560;Q1469456	Misme | Metanira
Q13635333	Kamo no Hime	father	2	Q13635349;Q108045623	Kamo no Emishi | ?
Q11514766	Chino Joō	father	2	Q1963492;Q3403340	Prince Nagaya | Naga
Q3090626	Fujiwara no Hirotsugu	mother	2	Q106085619;Q106177914	Ishigami no Kunimori | Daughter of Soga no Kurayamada Ishikawamaro
Q11657248	Abe-no-Kome-mushi	father	2	Q11657242;Q11657244	? | Abe no Hironiwa
Q11623153	Fujiwara no Yasusugu	father	2	Q3090668;Q11623381	Fujiwara no Tanetsugu | Fujiwara no Kiyonari
Q11436894	Ōe no Otondo	father	2	Q106297682;Q11657231	? | Abo-shinnō
Q11482285	Taira no Kunika	mother	2	Q106322797;Q110910303	Fujiwara no Yoshikata's daughter | Shigeyo-ō's daughter
Q11483529	Taira no Yoshimasa	father	3	Q11483791;Q11483523;Q106582933	Taira no Takamochi | Taira no Yoshimasa | Taira no Yoshishige
Q11673207	Takashina no Moronao	father	2	Q106433080;Q451991	? | Ariwara no Narihira
Q109288045	Yoshimine no Tsunenori	father	2	Q109288046;Q1035285	Yoshimine no Genri | Henjo
Q109288044	Yoshimine no Minami	father	2	Q109288045;Q1035285	Yoshimine no Tsunenori | Henjo
Q27071877	Rembold I of Isenburg	father	2	Q27030874;Q101353165	? | ?
Q10343615	Paio Mendes	father	2	Q57611953;Q10328638	Mendo Soares da Maia | Mendo Gonçalves da Maia
Q75321794	Elizabeth de Blithfield	father	2	Q75321825;Q104473710	? | ?
Q45587242	Dou Xiji	father	2	Q45515507;Q45503529	Dou Xiaoji | Dou Kaoji
Q106678497	安井重知	father	2	Q106678455;Q18235826	安井重幸 | Yasui Shigetsugu
Q110144058	藤谷為条の娘 (花園公晴の妻)	father	2	Q108856017;Q109320625	藤谷為条 | 藤谷為茂
Q76359829	Agnes Thwaites	father	2	Q76359830;Q99803993	? | Sir John Thwaites, of Thwaites
Q11536099	Kurikuma no Ōkimi	father	2	Q11659560;Q11437415	Prince Naniha | Prince Ohomata
Q106254520	Fujiwara no Nagatoku	father	2	Q11623336;Q11622994	Fujiwara no Arisada | Fujiwara no Tadanari
Q11495110	Kyōen	father	3	Q17212479;Q11623591;Q110088941	Fujiwara no Masafumi | Fujiwara no Michiaki | Fujiwara no Renji
Q108936395	Fujiwara no Tadanao	father	2	Q11623591;Q108936366	Fujiwara no Michiaki | Fujiwara no Fumisada
Q11564351	Minamoto no Yorihira	mother	2	Q106305710;Q106326646	Minamoto no Suguru's daughter | Fujiwara no Munetada's daughter
Q721165	Gabriel de Castilla	father	2	Q107116060;Q28502188	Juan de Castilla | ?
Q11392187	Kōin	father	2	Q110750124;Q110751308	Minamoto no Noritoshi | Yukikiyo
Q100454225	Ozuki no Takamoto	father	2	Q109287827;Q109287828	? | ?
Q11371903	Nikaidō Yukimasa	father	2	Q106650901;Q111377929	? | ?
Q1381638	Minamoto no Tameyoshi	father	2	Q11564275;Q32613	Minamoto no Yoshichika | Minamoto no Yoshiie
Q11391665	Hatta Tomoie	father	2	Q11391648;Q532301	Hatta Munetsuna | Minamoto no Yoshitomo
Q111304973	Kamushiba no Miko	mother	2	Q11121925;Q111305007	Tachibana no Nakatsu | Ōshikawachi no Wakugohime
Q11432358	Ōtomo no Kanamura	father	2	Q11432354;Q11432336	? | ?
Q110578191	Guy de Sainte-Maure	mother	2	Q102836681;Q116006128	Mahaude de Nemours | ?
Q76300744	Sophie von Veringen	mother	2	Q76299921;Q76299866	? | Udilhild Graf von Hohenzollern-Schalksdorf
Q108856923	裏辻実本	father	2	Q11545682;Q108856005	Kinmichi Oogimachi | 正親町公梁
Q45406583	Wu Jiu	father	2	Q45406580;Q15938477	Wu Zhen | Wu Zhen
Q45406584	Wu Deng	father	2	Q45406580;Q15938477	Wu Zhen | Wu Zhen
Q116006093	Guyon de Châteaubriand, Seigneur des Roches-Baritaut	father	2	Q110578359;Q110578360	Jean de Châteaubriand | Geoffroy de Châteaubriand, Seigneur des Roches-Baritaut
Q116006093	Guyon de Châteaubriand, Seigneur des Roches-Baritaut	mother	2	Q110578362;Q110578361	? | Marguerite de Parthenay, Dame de Keralliou
Q110069974	斎藤利胤	father	2	Q110070100;Q11500528	斎藤利貫 | Saitō Myōjun
Q11651444	長井利隆	father	2	Q11500528;Q11651443	Saitō Myōjun | Saitō Toshiyasu
Q11556939	Azai Masanobu	father	2	Q11556974;Q11556978	Azai Naomasa | Azai Naotane
Q11556303	Tsuda Masakatsu	father	2	Q11080829;Q97196953	Shiba Yoshikane | 織田刑部大輔
Q45525673	Cui Qianli	father	2	Q45460879;Q45455369	Cui Zheng | Cui Cheng
Q110380855	Minamoto Noriko	mother	2	Q110064495;Q106241683	daughter of Kamo Mineo | Fujiwara no Yoshichika's daughter
Q110264707	Fujiwara no Chiyoshi	father	2	Q86744413;Q17223010	Fujiwara no Masakane | Fujiwara no Koretaka
Q110264945	Shinzen	father	2	Q86744413;Q17223010	Fujiwara no Masakane | Fujiwara no Koretaka
Q110936744	Minamoto no Suketaka	father	2	Q22126741;Q109918773	Minamoto no Arikata | Minamoto no Tadamasa
Q11555497	Hatano Yoshimichi	father	2	Q106535827;Q116820671	波多野遠義 | ?
Q109016712	宇野為助	father	2	Q106679324;Q106679287	源頼則 | Minamoto no Kiminori
Q136745525	得平頼景	father	2	Q106679324;Q106679287	源頼則 | Minamoto no Kiminori
Q106679424	小寺将則	father	2	Q106679324;Q106679287	源頼則 | Minamoto no Kiminori
Q106601476	一条頼氏の母	father	2	Q1083379;Q2225396	Fujiwara no Motofusa | Hōjō Tokifusa
Q106447908	Fujiwara no Sadamichi	father	2	Q29972024;Q11623039	Fujiwara no Michitoshi | Fujiwara no Yasusane
Q1004233	Fujiwara no Ietaka	mother	2	Q106463763;Q106463323	藤原実兼女 (藤原光隆室) | ?
Q11363191	Nakahara Chikayoshi	father	2	Q11623067;Q110243851	Fujiwara no Mitsuyoshi | ?
Q384829	Ōe no Hiromoto	father	2	Q11436881;Q11623067	? | Fujiwara no Mitsuyoshi
Q110583282	Taifu	father	2	Q17214140;Q11564104	Minamoto no Hitsu | Minamoto no Tasuku
Q11595792	Akishino no Yasuhito	father	2	Q97613633;Q136929810	Haji no Ukiniwa | ?
Q109789489	若江長統	father	2	Q109307131;Q109789211	清岡長時 | ?
Q11423487	Tsuchimikado Yasutomi	father	2	Q109322838;Q11423489	土御門隆俊 | Yasushige Tsuchimikado
Q76300762	Wolfrad IX von Veringen	father	2	Q65224586;Q76300718	Wolfrad VIII Graf von Veringen | Henricus der Jüngere Graf von Veringen
Q6636019	Takiwaki Nobuhiro	father	2	Q862949;Q7224597	Date Munenari | Date Muneatsu
Q10860103	Makino Tadayoshi	father	2	Q862949;Q7224597	Date Munenari | Date Muneatsu
Q11380704	Munemichi Date	father	2	Q862949;Q7224597	Date Munenari | Date Muneatsu
Q11380727	Date Muneteru	father	2	Q862949;Q7224597	Date Munenari | Date Muneatsu
Q51915087	Makita Hironari	father	2	Q862949;Q7224597	Date Munenari | Date Muneatsu
