qid	label	slot	n	parents	parent_labels
Q748574	Asterodeia	father	2	Q3739958;Q161419	Phasis | Oceanus
Q174278	Medea	mother	4	Q2293877;Q58324367;Q131575;Q1378483	Eidyia | Clytia | Hecate | Eurylyte
Q333658	Absyrtus	mother	2	Q748574;Q1375640	Asterodeia | Neaera
Q641286	Rhodos	father	3	Q161419;Q41127;Q622781	Oceanus | Poseidon | Asopus
Q641286	Rhodos	mother	4	Q184216;Q35500;Q180222;Q3611629	Tethys | Aphrodite | Amphitrite | Halie
Q203480	Phaethon	father	2	Q134270;Q42710540	Helios | Clymenus
Q203480	Phaethon	mother	2	Q836792;Q427122	Klymene | Merope
Q1119537	Phaethusa	mother	2	Q1375640;Q836792	Neaera | Klymene
Q1638536	Lampetia	mother	2	Q1375640;Q836792	Neaera | Klymene
Q8193547	Astris	mother	2	Q836792;Q5065673	Klymene | Ceto
Q5976691	Lindus	father	2	Q134270;Q2471013	Helios | Cercaphus
Q5976691	Lindus	mother	2	Q641286;Q5796486	Rhodos | Cydippe
Q6817243	Macareus	father	2	Q134270;Q5185729	Helios | Crinacus
Q1381908	Aloeus	mother	2	Q122829761;Q1333108	Antiope | Perse
Q207663	Augeias of Elis	father	4	Q12877646;Q41127;Q134270;Q22965548	Eleius | Poseidon | Helios | Phorbas
Q4687519	Aega	father	3	Q1919444;Q134270;Q65124873	Melissus of Crete | Helios | Olenus
Q3739958	Phasis	father	2	Q161419;Q134270	Oceanus | Helios
Q3739958	Phasis	mother	2	Q184216;Q6048797	Tethys | Ocyrhoe
Q107785	Amalthea	father	4	Q161419;Q1919444;Q21710921;Q134270	Oceanus | Melissus of Crete | Haimonios | Helios
Q850192	Dirce	father	3	Q51078734;Q391379;Q134270	Ismenus | Achelous | Helios
Q131585	Selene	mother	2	Q184232;Q4078991	Theia | Basileia
Q193115	Scylla	father	3	Q200382;Q41127;Q180237	Phorcys | Poseidon | Typhon
Q193115	Scylla	mother	5	Q12725881;Q131575;Q200073;Q185670;Q542758	Crataeis | Hecate | Lamia | Echidna | Styx
Q1635138	Polycaste	mother	2	Q1378452;Q488626	Eurydice of Pylos | Anaxibia
Q1540948	Persepolis	mother	2	Q135224;Q1635138	Nausicaa | Polycaste
Q2116260	Ptoliporthus	father	2	Q192482;Q47231	Telemachus | Odysseus
Q3086638	Françoise of Châtillon	mother	2	Q106942682;Q97783212	Isabelle of Burgundy | Isabelle de La Tour d'Auvergne
Q5540923	George II, Earl of March	mother	2	Q61482702;Q116156925	Christine | Christiana Wardlaw
Q7796194	Thored Gunnarsson	father	2	Q3064546;Q96748311	Oslac of York | Gunnor of Northumbria
Q110745	Attalus I	father	2	Q27979883;Q314341	Attalus of Pergamum | Eumenes I
Q106686444	Liétaud de Roucy, Seigneur de Marle	father	2	Q3107795;Q107387353	Gislebert de Roucy | Ebles of Poitiers
Q75922779	William de Mortimer	mother	2	Q61896462;Q61896465	Milicent | Mabel
Q112647556	Agnès de Bourgogne	father	2	Q11920998;Q2343373	Stephen II of Auxonne | Esteve II d'Auxonne
Q112647556	Agnès de Bourgogne	mother	2	Q50825950;Q2182635	Judith de Lorraine | Beatrice, Countess of Chalon
Q61140876	Johann von Neuenahr-Saffenberg	father	2	Q110110508;Q110261727	Konrad II, Herr von Saffenberg | Johann II von Saffenberg
Q7781529	Theobald Butler of Polestown	father	2	Q7527381;Q76276278	Sir James Butler | unknown Butler
Q110588473	Diego Pérez Sarmiento, Conde de Salinas	father	2	Q116003809;Q19359431	Pedro Ruiz Sarmiento, Conde de Salinas | Diego Gómez Sarmiento
Q110588473	Diego Pérez Sarmiento, Conde de Salinas	mother	2	Q116003810;Q5973364	Maria de Villandrado | Leonor Enríquez de Castilla
Q110505711	Ulrich Varnbüler, Burgvogt of Vorsteck (St.Gallen)	father	2	Q110505917;Q139572820	Hans Varnbüler | Ulrich Varnbühler, der Ältere
Q110505711	Ulrich Varnbüler, Burgvogt of Vorsteck (St.Gallen)	mother	2	Q110505928;Q139572821	Margarete Burgauer | Burggräfin Margarete
Q75247705	Jutta von Thüringen	mother	2	Q75247708;Q20498971	Sophie von Österreich | Margaret of Cleves
Q1010336	Burchard IV. im Hassegau	father	3	Q62999;Q1182189;Q1182189	Burchard III, Duke of Swabia | Dedo I | Dedo I
Q75387872	Mechtild von Kleve	father	2	Q695426;Q1827260	Arnold II, Count of Cleves | Dirk I van Valkenburg
Q75387872	Mechtild von Kleve	mother	2	Q75292078;Q75292160	Adelaide of Heinsberg | Isabelle van Limburg
Q16592549	Lope Vázquez de Acuña	father	2	Q16592545;Q16617665	Lope Vázquez de Acuña | Pedro Vázquez de Acuña y Albornoz
Q75582750	Lady Dorothy Bourke	mother	2	Q75567340;Q47236638	Elizabeth Bagnall | Anne Cheeke
Q20102191	Tiberius Veturius Gracchus Sempronianus	father	2	Q20101780;Q561677	Tiberius Sempronius Gracchus | Tiberius Sempronius Gracchus
Q3320047	Basemath	father	2	Q183403;Q65252558	Ishmael | Elon the Hittite
Q112621060	Annabella de Burgh	father	2	Q16206080;Q7878976	Ulick Ruadh Burke | Ulick an Fhiona Burke
Q13090954	Vuk Banić	father	2	Q319605;Q13090691	Tvrtko I of Bosnia | Vuk, Ban of Bosnia
Q5381692	John Gallda MacDougall	father	2	Q4275635;Q76072178	John of Argyll | Alan Macdougall
Q136312087	Catherine Pétrovna Vasilchikov	mother	2	Q104165128;Q136312019	Yevgeniya Orlova-Davydova | Marie Pétrovna Vassiltchikov-Stakhovitch
Q11908889	Beatriu de Saint Pol	father	2	Q957523;Q1635246	Hugh II, Count of Saint-Pol | Hugh III, Count of Saint-Pol
Q1400153	Riccardo Orsini	father	3	Q1392836;Q444109;Q58821051	Maio I Orsini | Matteo II Orsini | Matteo I di Cefalonia
Q1565649	Gregory I, Count of Tusculum	father	2	Q506632;Q44975	Alberic II of Spoleto | Theophylact I
Q13634217	Marcus Asinius Marcellus	father	2	Q1236482;Q4281787	Marcus Asinius Agrippa | Marcus Claudius Marcellus Aeserninus
Q108648027	Sextus Atilius Serranus Domitianus	father	2	Q465212;Q108647925	Lucius Domitius Ahenobarbus | Sextus Atilius Serranus
Q75403103	Margaret d'Eu	father	2	Q94862;Q939667	John I of Brienne, Count of Eu | Alphonso of Brienne
Q76356101	Isabeau de Brienne	father	2	Q94862;Q939667	John I of Brienne, Count of Eu | Alphonso of Brienne
Q928302	Lucius Seius Tubero	father	2	Q550450;Q950770	Lucius Seius Strabo | Quintus Aelius Tubero
Q75238451	Lady Joan Neville	mother	2	Q75254098;Q75237958	Lady Mary Stafford | Joanna, Lady Bergavenny
Q681542	Dytryk	father	3	Q4411629;Q4292467;Q4272621	Świętopełk Mieszkowic | Mieszko Mieszkowic | Lambert Mieszkowic
Q1459919	Frederic II of Vianden	father	2	Q1459860;Q25896133	Frederic I of Vianden | Gottfried I, Count of Sponheim
Q1459919	Frederic II of Vianden	mother	2	Q110562389;Q76196133	NN | Mathilde de Haute-Lorraine
Q76300906	Eberhard II Wichmann	father	2	Q76299827;Q76300136	Meginhard I von Hamelant | Albert II, Count of Nordgau
Q510877	Gofraid mac Arailt	father	2	Q10856742;Q21002949	Aralt mac Sitric | Harold
Q3273916	Maccus mac Arailt	father	2	Q10856742;Q21002949	Aralt mac Sitric | Harold
Q45574457	Xiao Que	father	2	Q11622049;Q18906545	Xiao Zilong, Prince Sui | 蕭子範
Q768955	Sancho Garcés	mother	2	Q101403665;Q1468736	NN | Stephanie, Queen of Pamplona
Q1338775	Rotbold II, Count of Provence	father	2	Q1338178;Q782238	Rotbold I, Count of Provence | Boso II of Arles
Q1338775	Rotbold II, Count of Provence	mother	2	Q113987149;Q2994830	Emilde | Constance of Vienne
Q9371511	Vasylko Yaropolkovych	father	2	Q9385021;Q469742	Yaropolk | Yaropolk II of Kiev
Q2831254	Adalbert II, Count of Thurgau	father	2	Q76299061;Q76300559	Adalbert I Graf von Thurgau | Ulrich I von Thurgau
Q75533414	Sir James Crichton of Cairns	mother	2	Q75533409;Q75444234	unknown daughter Douglas | Janet Borthwick
Q76186551	Crispin de Bec	father	2	Q76186549;Q116005825	unknown (?) | Turstain le Blanc, Seigneur du Bec en Caux
Q4894192	Bernhard IV, Prince of Anhalt-Bernburg	mother	2	Q61140366;Q21499473	Matilde von Braunschweig | Agnes of Saxe-Wittenberg
Q2236658	Henry IV, Prince of Anhalt-Bernburg	mother	2	Q61140366;Q21499473	Matilde von Braunschweig | Agnes of Saxe-Wittenberg
Q11611124	Shōgoin-no-miya Yoshikoto-shinnō	father	2	Q7243989;Q11381088	Prince Fushimi Kuniie | Fushimi-no-miya Sadayuki-shinnō
Q11611124	Shōgoin-no-miya Yoshikoto-shinnō	mother	2	Q109779673;Q109779703	Ueno Juno | 藤木寿子
Q1266318	Hebryzelmis	father	2	Q610906;Q705260	Amadocus I | Seuthes I
Q1263290	Cotys I	father	2	Q653464;Q705260	Seuthes II | Seuthes I
Q2670877	Dorji Wangmo	father	2	Q93120484;Q107427595	Yab Dasho Ugyen Dorji | ཨོ་རྒྱན་རྡོ་རྗེ།
Q76048234	Anne of the Isles	father	2	Q76048233;Q3036052	Lord of the Isles | Domhnall of Islay
Q75420576	Robert Grey, 4th Lord Grey (of Rotherfield)	father	2	Q105770170;Q114862772	John de Grey, 2nd Lord Grey of Rotherfield | Джон Грей
Q101510177	Mathilde	father	2	Q1298652;Q2557880	Sieghard VII. | Arnold II de Wels-Lambach
Q114811424	Jutta of Peilstein	father	2	Q118733307;Q118733472	Friedrich II von Tengling | Konrad I von Peilstein
Q98554134	Francisca Manrique de Lara	father	2	Q6069424;Q2198376	Pedro Manrique de Lara y Sandoval | Pedro Manrique de Lara
Q11381091	Fushimi-no-miya Sadayuki-shinnō	father	2	Q11381089;Q11381092	Fushimi-no-miya Sadakiyo-shinnō | Fushimi-no-miya Kuninari-shinnō
Q75246233	Sophie von Anhalt-Bernburg	mother	2	Q61140366;Q21499473	Matilde von Braunschweig | Agnes of Saxe-Wittenberg
Q75289178	Albrecht von Anhalt-Bernburg	mother	2	Q61140366;Q21499473	Matilde von Braunschweig | Agnes of Saxe-Wittenberg
Q637932	Kaliman Asen II of Bulgaria	father	2	Q12271409;Q75451177	Alexander Asen | unknown (?)
Q11362031	世尊寺行房	father	2	Q106695971;Q110582286	世尊寺経尹 | 世尊寺経名
Q11545685	正親町実明	mother	2	Q109173546;Q109173587	高階氏 (洞院公守の妻) | 北条久時の娘 (洞院公守の妻)
Q7141661	Kakimon-in	father	2	Q3198729;Q11657992	Konoe Tsunetada | 阿野実為
Q11613462	Okiyoshishinnō	father	2	Q2288858;Q541057	Moriyoshi-shinnō | Muneyoshi-shinnō
Q11613462	Okiyoshishinnō	mother	2	Q110815980;Q110795582	北畠師重の娘 (護良親王の妾) | 北畠親房の娘 (護良親王の正室)
Q110816814	桜姫	father	2	Q11464860;Q541057	Prince Yoshiyoshi | Muneyoshi-shinnō
Q7140551	Takatsukasa Takako	father	2	Q923033;Q3072072	Takatsukasa Nobufusa | Takatsukasa Nobuhisa
Q7004359	Shōkō-in	father	2	Q11608307;Q11608327	Oda Nobumasa | Oda Nobuyoshi
Q27948151	Haruhime	mother	2	Q11610928;Q111023967	Shōkō-in | 内藤菊姫
Q17213359	Shimizudani Sanenari	father	2	Q11427759;Q119923203	Hori Chikamasa | Horio Yasunaga
Q17213359	Shimizudani Sanenari	mother	2	Q109937213;Q110185728	浄心院 (三条西実条の娘) | 清水谷公栄の娘 (堀親昌の妻)
Q281833	Taira no Kiyomori	father	2	Q3083805;Q60949	Taira no Tadamori | Emperor Shirakawa
Q5507513	Fujiwara no Ikushi	father	2	Q1354407;Q11489586	Fujiwara no Tadamichi | Tokudaiji Saneyoshi
Q75532570	Elizabeth Sinclair	father	2	Q75532568;Q75614330	John Sinclair of Ulbster | John Sinclair
Q75532570	Elizabeth Sinclair	mother	2	Q76191921;Q76191923	Katherine Stewart | Margaret Goldman
Q320139	Zerubbabel	father	2	Q2256348;Q116923358	Shealtiel | Pedaiah
Q3183211	Jón Magnússon	father	2	Q3277241;Q75532165	Magnus III of Orkney | Malcolm, Jarl of Orkney
Q17212384	Fujiwara no Nizeko	father	2	Q2994735;Q2594239	Fujiwara no Tokihira | Fujiwara no Sadakata
Q16842474	Henry, Earl of Atholl	mother	2	Q61496267;Q76179222	Hextilda of Tynedale | unknown wife (?)
Q3506239	Suibne mac Cináeda	father	2	Q352800;Q221229	Kenneth II of Scotland | Kenneth III of Scotland
Q75788060	Luke Challoner	father	2	Q75788057;Q76014365	Thomas Challoner | Francis Chaloner
Q110302349	Teresa Eris de Lugo	mother	2	Q110302353;Q110302364	Elvira | Dona Adosinda
Q110508978	Jeanne de Rohan	father	2	Q2830334;Q2830331	Alain V de Rohan | Alain VI de Rohan
Q6779822	Mary II, Countess of Menteith	father	2	Q16161266;Q4706028	Alan II, Earl of Menteith | Alan, Earl of Menteith
Q75260080	Elizabeth Howard	father	2	Q75250845;Q75251495	Sir William Howard | Sir Philip Howard
Q75260080	Elizabeth Howard	mother	2	Q75250847;Q75251496	Mary Eure | Margaret Carryl
Q79999	Uranus	father	3	Q131090;Q189175;Q1053307	Chaos | Aether | Ophion
Q79999	Uranus	mother	2	Q192107;Q93172	Hemera | Gaia
Q93172	Gaia	father	2	Q131090;Q189175	Chaos | Aether
Q93172	Gaia	mother	2	Q192107;Q4286521	Hemera | Caligo
Q1345963	Enyalius	father	2	Q40901;Q44204	Ares | Cronus
Q1345963	Enyalius	mother	2	Q747657;Q108419	Enyo | Rhea
Q180262	Erinyes	father	2	Q79999;Q4422449	Uranus | Scotus
Q180262	Erinyes	mother	4	Q93172;Q131203;Q1374029;Q2992411	Gaia | Nyx | Evonyme | Poena
Q32102	Ceres	mother	2	Q108419;Q859392	Rhea | Ops
Q41054	Epimetheus	mother	2	Q159168;Q836792	Themis | Klymene
Q83160	Prometheus	mother	3	Q159168;Q836792;Q605744	Themis | Klymene | Asia
Q8140979	Menoetius	mother	2	Q159168;Q836792	Themis | Klymene
Q121973	Eros	father	6	Q966521;Q40901;Q467515;Q189175;Q131090;Q131122	Porus | Ares | Zephyrus | Aether | Chaos | Erebos
Q121973	Eros	mother	5	Q3899052;Q35500;Q184570;Q140001;Q131203	Penia | Aphrodite | Iris | Eris | Nyx
Q831583	Phlegyas	mother	2	Q138151;Q60186769	Chryse | Dotis
Q580862	Antiope	mother	2	Q1419104;Q3555024	Otrera | Marpesia
Q1372323	Evenus	mother	2	Q1186488;Q748963	Demonice | Sterope
Q4058052	Aeropus	father	2	Q40901;Q1509662	Ares | Cepheus, King of Tegea
Q321541	Meleager	father	2	Q749966;Q40901	Oeneus | Ares
Q4421209	Sithon	father	2	Q40901;Q41127	Ares | Poseidon
Q660196	Ascalaphus	mother	2	Q15360381;Q12757138	Astyoche | Pernis
Q1655397	Ialmenus	mother	2	Q15360381;Q12757138	Astyoche | Pernis
Q1128942	Parthenopeus	father	5	Q668054;Q321541;Q40901;Q1455747;Q12755124	Talaus | Meleager | Ares | Hippomenes | Melanion
Q13566990	Mygdon of Thrace	mother	2	Q103975;Q56452104	Calliope | Callirhoe
Q5340195	Edonus	mother	2	Q103975;Q56452104	Calliope | Callirhoe
Q16823358	Biston	father	2	Q40901;Q17625356	Ares | Cicon
Q768822	Thestius	father	2	Q40901;Q392617	Ares | Agenor
Q768822	Thestius	mother	2	Q1186488;Q35500	Demonice | Aphrodite
Q271891	Ixion	father	5	Q30024297;Q4775067;Q40901;Q831583;Q1819543	Aeton | Antion | Ares | Phlegyas | Leonteus
Q847890	Oenomaus	father	2	Q40901;Q449951	Ares | Alxion
Q847890	Oenomaus	mother	3	Q748963;Q3200444;Q5852253	Sterope | Harpina | Eurythoe
Q577245	Cycnus	mother	2	Q16671639;Q2068266	Pyrene | Pelopeia
Q199923	Dione	father	3	Q161419;Q79999;Q189175	Oceanus | Uranus | Aether
Q199923	Dione	mother	2	Q184216;Q93172	Tethys | Gaia
Q506770	Hymen	father	3	Q41680;Q37340;Q10323051	Dionysus | Apollo | Magnes
Q506770	Hymen	mother	5	Q35500;Q103975;Q104042;Q104002;Q103968	Aphrodite | Calliope | Terpsichore | Urania | Clio
Q206878	Priapus	father	2	Q41680;Q41484	Dionysus | Hermes
Q206878	Priapus	mother	2	Q35500;Q110953037	Aphrodite | Chione
Q430157	Eryx	father	2	Q41127;Q1301972	Poseidon | Butes
Q611171	Peitho	mother	2	Q184216;Q35500	Tethys | Aphrodite
Q1465871	Phthonus	father	2	Q41680;Q131122	Dionysus | Erebos
Q1465871	Phthonus	mother	2	Q35500;Q131203	Aphrodite | Nyx
Q83223	Asclepius	mother	2	Q725286;Q9160370	Coronis | Arsinoe
Q867342	Troilus	father	2	Q37340;Q170473	Apollo | Priam
Q853462	Ion son of Xuthus	father	2	Q37340;Q514746	Apollo | Xuthus
Q1887300	Mopsus	father	2	Q37340;Q2446699	Apollo | Rhacius
Q647496	Linus	father	2	Q37340;Q17521227	Apollo | Amphimarus
Q3241660	Linus of Thrace	father	3	Q37340;Q10323051;Q1539620	Apollo | Magnes | Oeagrus
Q3241660	Linus of Thrace	mother	3	Q103975;Q103968;Q64002918	Calliope | Clio | Aithusa
Q3676567	Cydon	father	3	Q41484;Q3982573;Q37340	Hermes | Tegeates | Apollo
Q2420316	Thestor	father	2	Q748144;Q37340	Idmon | Apollo
Q748144	Idmon	father	2	Q305613;Q37340	Abas | Apollo
Q748144	Idmon	mother	3	Q18642292;Q574828;Q59241276	Asteria | Antianeira | Cyrene
Q53606	Philammon	mother	2	Q15077045;Q7186128	Chione | Philonis
Q330584	Amphiaraus	father	2	Q1358973;Q37340	Oecles | Apollo
Q426788	Tenes	father	2	Q1066344;Q37340	Cycnus | Apollo
Q374275	Anius	mother	2	Q1782599;Q375174	Rhoeo | Creusa
Q2322448	Delphus	father	2	Q41127;Q37340	Poseidon | Apollo
Q2322448	Delphus	mother	5	Q3854114;Q2659035;Q16188357;Q949266;Q4040541	Melantho daughter of Deucalion | Melaena | Celaeno | Thyia | Cleodora
Q7257118	Ptous	father	3	Q143880;Q4675035;Q37340	Athamas | Acraepheus | Apollo
Q1166183	Trophonius	father	2	Q1294873;Q37340	Erginus | Apollo
Q912408	Chariclo	father	3	Q37340;Q161419;Q660924	Apollo | Oceanus | Perses
Q3726853	Epidaurus	father	3	Q649476;Q192485;Q37340	Argus | Pelops | Apollo
Q247446	Megareus of Onchestus	father	3	Q41127;Q15838246;Q37340	Poseidon | Onchestus | Apollo
Q878246	Cinyras	father	3	Q37340;Q6119921;Q122981651	Apollo | Sandocus | Paphus
Q2470261	Miletus	father	2	Q37340;Q42372544	Apollo | Asterius
Q2470261	Miletus	mother	2	Q947753;Q55436726	Acacallis | Areia
Q2606272	Centaurus	father	2	Q271891;Q37340	Ixion | Apollo
Q4501406	Chryses	father	2	Q128176;Q37340	Agamemnon | Apollo
Q1795211	Cyzicus	father	3	Q4687813;Q29670538;Q37340	Aeneus | Eusorus | Apollo
Q60589120	Eriopis	mother	2	Q9160370;Q27977483	Arsinoe | Arsinoe
Q3314305	Eucleia	father	2	Q44384;Q122248	Hephaestus | Heracles
Q3314305	Eucleia	mother	2	Q4439972;Q28708770	Aglaea | Myrto
Q28126889	Periphetes	father	2	Q44384;Q41127	Hephaestus | Poseidon
Q1349772	Cercyon of Eleusis	father	3	Q41127;Q4095840;Q44384	Poseidon | Branchus | Hephaestus
Q1349772	Cercyon of Eleusis	mother	2	Q4068816;Q11840993	Argiope | Alope
Q463107	Autolycus	father	2	Q41484;Q901224	Hermes | Daedalion
Q463107	Autolycus	mother	2	Q15077045;Q7186128	Chione | Philonis
Q308055	Abderus	father	4	Q41484;Q41127;Q60588819;Q1920680	Hermes | Poseidon | Erimus | Menoetius
Q1328260	Eleusis	father	2	Q41484;Q1142802	Hermes | Ogyges
Q5488708	Prylis	father	2	Q41484;Q11733247	Hermes | Cadmilus
Q977434	Ceryx	father	2	Q41484;Q1125049	Hermes | Eumolpus
Q977434	Ceryx	mother	3	Q633120;Q584492;Q16641710	Pandrosus | Aglaurus, daughter of Cecrops | Herse
Q464091	Silenus	father	2	Q41484;Q132582	Hermes | Pan
Q4408015	Samon son of Hermes	father	2	Q41484;Q34201	Hermes | Zeus
Q419156	Acis	father	2	Q132582;Q41680	Pan | Dionysus
Q937216	Oenopion	father	3	Q41680;Q193609;Q1320718	Dionysus | Rhadamanthus | Theseus
Q149792	Maron	father	4	Q12877329;Q937216;Q41680;Q464091	Evanthes | Oenopion | Dionysus | Silenus
Q12877329	Evanthes	father	2	Q41680;Q937216	Dionysus | Oenopion
Q3624035	Phlias	father	2	Q41680;Q1738025	Dionysus | Cisus
Q3624035	Phlias	mother	2	Q827221;Q29654284	Chthonophyle | Araethyrea
Q109905616	Staphylus	mother	2	Q184874;Q568768	Ariadne | Erigone
Q1320718	Theseus	father	2	Q191725;Q41127	Aegeus | Poseidon
Q192673	Iphigenia	father	2	Q128176;Q1320718	Agamemnon | Theseus
Q192673	Iphigenia	mother	2	Q131157;Q164061	Clytemnestra | Helen of Troy
Q179844	Parthenope	mother	2	Q104042;Q103992	Terpsichore | Melpomene
Q1245697	Thelxiepea	mother	3	Q103992;Q104042;Q2346159	Melpomene | Terpsichore | Sterope
Q12901072	Molpe	mother	2	Q103992;Q104042	Melpomene | Terpsichore
Q1061782	Rhesus of Thrace	father	2	Q3625559;Q60250593	Strymon | Eioneus
Q1061782	Rhesus of Thrace	mother	2	Q103975;Q104012	Calliope | Euterpe
Q2069546	Olynthus	father	2	Q122248;Q3625559	Heracles | Strymon
Q2069546	Olynthus	mother	3	Q4810860;Q104012;Q103975	Bolbe | Euterpe | Calliope
Q536141	Pisinoë	mother	2	Q103992;Q2346159	Melpomene | Sterope
Q3361417	Aglaope	mother	2	Q103992;Q2346159	Melpomene | Sterope
Q1539620	Oeagrus	father	3	Q17389291;Q21567935;Q40901	Charops | Pierus | Ares
Q207273	Hyacinth	father	3	Q482039;Q27055643;Q1162217	Amyclas of Sparta | Pieros | Oebalus
Q207273	Hyacinth	mother	2	Q3028727;Q103968	Diomede | Clio
Q165170	Europa	mother	3	Q853437;Q4687914;Q2070948	Telephassa | Alphesiboea | Perimede
Q852301	Chryses	father	2	Q12345268;Q23168	Ardys | Minos
Q130818	Atlas	mother	2	Q605744;Q836792	Asia | Klymene
Q59697	Hesperus	father	3	Q643504;Q250588;Q3010239	Cephalus | Astraeus | Cephalus
Q2293816	Endeïs	father	2	Q1469237;Q183417	Sciron | Chiron
Q331327	Telamon	father	2	Q206187;Q21547854	Aeacus | Actaeus
Q331327	Telamon	mother	2	Q2293816;Q1530085	Endeïs | Glauce
Q1568394	Idaea	father	2	Q58299980;Q461212	Dardanus (Scythian king) | Dardanus
Q332246	Ananke	father	2	Q12656482;Q272918	Hydros | Chronos
Q192946	Tyndareus	father	2	Q1162217;Q342343	Oebalus | Perieres
Q192946	Tyndareus	mother	2	Q950523;Q810744	Gorgophone | Batea
Q916442	Telephus	father	2	Q122248;Q16567939	Heracles | Corythus
Q1465809	Phaestus	father	2	Q122248;Q1717053	Heracles | Rhopalus
Q2293438	Scythes	mother	2	Q185670;Q1940891	Echidna | Mixoparthenus
Q3628093	Atys	father	3	Q122248;Q2631851;Q6029215	Heracles | Manes | Cotys
Q3628093	Atys	mother	2	Q486698;Q913161	Omphale | Callirhoe
Q1477143	Keltos	father	2	Q122248;Q193567	Heracles | Polyphemus
Q1477143	Keltos	mother	2	Q5058577;Q241070	Celtine | Galatea
Q21548447	Amestrius	mother	2	Q60458339;Q60541213	Eone | Tiphyse
Q60542396	Nicodromus	mother	2	Q60542508;Q55527383	Nice | Argela
Q60542743	Mentor	mother	2	Q55802221;Q60458339	Asopis | Eone
Q1400413	Tyrrhenus	father	3	Q916442;Q3628093;Q122248	Telephus | Atys | Heracles
Q899184	Erysichthon of Thessaly	father	2	Q2445677;Q2632716	Myrmidon | Triopas
Q213621	Niobe	father	2	Q182101;Q3625380	Tantalus | Assaon
Q213621	Niobe	mother	3	Q112001;Q199923;Q19610036	Taygete | Dione | Euryanassa
Q461439	Antiope	father	2	Q622781;Q741155	Asopus | Nycteus
Q194012	Morpheus	mother	2	Q4439972;Q131203	Aglaea | Nyx
Q936486	Phantasos	father	2	Q131122;Q189347	Erebos | Hypnos
Q936486	Phantasos	mother	2	Q131203;Q1235379	Nyx | Pasithea
Q200073	Lamia	father	2	Q41127;Q617753	Poseidon | Belus
Q2468258	Hippodamia	father	4	Q505171;Q4817519;Q223152;Q56246129	Butes | Atrax | Adrastus | Bystus
Q501667	Lycaon	mother	3	Q7595427;Q2602177;Q16539324	Cyllene | Meliboea | Deïaneira
Q203673	Callisto	father	2	Q501667;Q56435423	Lycaon | Ceteus
Q6035819	Maenalus	father	2	Q501667;Q606422	Lycaon | Arcas
Q1734053	Carme	father	2	Q1352687;Q1145956	Eubuleus | Phoenix
Q1133495	Elara	father	2	Q1466343;Q47467143	Minyas | Orchomenus
Q190323	Atalanta	father	3	Q16559355;Q6035819;Q2640491	Iasus | Maenalus | Schoeneus
Q472774	Sicyon	father	4	Q1638952;Q591842;Q192485;Q301219	Marathon | Metion | Pelops | Erechtheus
Q61863067	Gortys	father	2	Q193609;Q3982573	Rhadamanthus | Tegeates
Q179014	Io	father	3	Q735623;Q2067632;Q1132071	Inachus | Peirasus | Iasus
Q1466343	Minyas	father	3	Q47456662;Q41127;Q57426646	Orchomenus | Poseidon | Chryses
Q1072573	Niobe	mother	4	Q40120625;Q57519954;Q5064045;Q3564956	Laodice | Cinna | Cerdo | Teledice
Q634575	Aetna	father	2	Q79999;Q849647	Uranus | Briareus
Q172549	Aeolus	father	2	Q41127;Q3136179	Poseidon | Hippotes
Q771241	Polydectes	father	3	Q1884324;Q26621078;Q41127	Magnes son of Aeolus | Peristhenes | Poseidon
Q905409	Dictys	father	3	Q1884324;Q26621078;Q41127	Magnes son of Aeolus | Peristhenes | Poseidon
Q905409	Dictys	mother	2	Q3665076;Q390348	Cerebia | Agamede
Q410748	Aetolus	mother	2	Q122964728;Q131585	mother of Aetolus | Selene
Q1258941	Illyrius	father	2	Q193567;Q27613	Polyphemus | Cadmus
Q1258941	Illyrius	mother	2	Q241070;Q978079	Galatea | Harmonia
Q207715	Deucalion	mother	2	Q836792;Q55996286	Klymene | Axiothea
Q979627	Orseis	father	2	Q161419;Q1364612	Oceanus | Peneus
Q1513788	Teucer, king of Troy	father	2	Q1134694;Q16600792	Scamander | Scamander
Q3514925	Tanagra	father	2	Q622781;Q406388	Asopus | Aiolos
Q51078734	Ismenus	father	2	Q161419;Q622781	Oceanus | Asopus
Q51078734	Ismenus	mother	2	Q184216;Q1237258	Tethys | Metope
Q14321610	Hybris	mother	2	Q131203;Q5319563	Nyx | Dyssebeia
Q1676112	Iynx	mother	2	Q611171;Q207368	Peitho | Echo
Q7797097	Thrace	mother	2	Q179844;Q184216	Parthenope | Tethys
Q1920680	Menoetius	mother	2	Q321298;Q59551326	Aegina | Damocrateia
Q737306	Tithonus	father	2	Q332324;Q3010239	Laomedon | Cephalus
Q1627764	Arne	father	3	Q406388;Q4532166;Q12750819	Aiolos | Aeolus | Desmontes
Q180222	Amphitrite	father	2	Q161419;Q189527	Oceanus | Nereus
Q180222	Amphitrite	mother	2	Q184216;Q726279	Tethys | Doris
Q2715013	Boeotus	mother	3	Q1627764;Q122829903;Q12841832	Arne | Antiope | Melanippe
Q637955	Neleus	father	3	Q41127;Q1619989;Q869665	Poseidon | Hippocoon | Cretheus
Q148030	Triton	mother	2	Q2987780;Q180222	Salacia | Amphitrite
Q592348	Halirrhothius	mother	2	Q19681430;Q65117306	Euryte | Bathycleia
Q182439	Pelias	father	2	Q41127;Q869665	Poseidon | Cretheus
