qid	kind	leading_title	live_mul	live_en	langs_carrying_live	geni_ids	created_by	created_at
Q76113605	title	Bishop		Bishop Brownell	en nl			
Q76113797	title	Sir		Sir Joseph Michael Redmond	en nl			
Q76113849	title	Sir		Sir James Hope Nelson, 2nd Bt.	en nl			
Q76113885	title	Sir		Sir Jamie Charles Vernon Hope Nelson, 4th Bt.	en nl			
Q76113974	title	Sir		Sir Philip Nisbet of that Ilk	en nl			
Q76114012	title	Sir		Sir Philip Nisbet	en nl			
Q76114096	title	Comte		Comte Paul de Lavaur de Halane	en nl			
Q76114106	title	Marchese		Marchese Lassalle Incisa di Camerana	en nl			
Q76114111	title	Marchese		Marchese Giacinto Incisa di Camerana	en nl			
Q76114453	title	Count		Count Annibale Caccia Dominioni	en nl			
Q76114454	title	Baroness Donna		Baroness Donna Luisa Dominioni	en nl			
Q76114460	title	Sir		Sir John Livingston of Callendar	en nl			
Q76114463	title	Sir		Sir James Forrester of Torwood	en nl			
Q76114466	title	Sir		Sir John Livingston of Abercorn	en nl			
Q76114468	title	Sir		Sir John Livingston of Kinnaird, 1st Bt.	en nl			
Q76114499	title	Marquis		Marquis Agostino Trionfi	en nl			
Q76114502	title	Count		Count Marcello Marcelli Fiori	en nl			
Q76114505	title	Count		Count Federico Pucci Boncambi	en nl			
Q76114517	title	Lady		Lady Frances Clifford	en nl			
Q76114553	title	Donna		Donna Maria Lanza di Trabia	en nl			
Q76114561	title	Count		Count Manfredi GRAVINA Di Ramacos	en nl			
Q76114595	title	Marquis		Marquis Franco Spinola di Pastura	en nl			
Q76114623	title	Baron		Baron Umberto Duranti Valentini	en nl			
Q76114668	title	Conte		Conte Federico Borromeo Arese	en nl			
Q76114717	title	Baron		Baron Albert de Villenfagne de Sorinnes	en nl			
Q76114718	title	Baroness		Baroness Yvonne de Sorinnes	en			
Q76114732	title	Donna		Donna Agnesa Tosti dei Duchi di Valminuta	en nl			
Q76114829	title	Professor Dr.		Professor Dr. Gaetano Gentile	en nl			
Q76114857	title	Don		Don Filippo Massimo, 1st Prince Lancelotti	en nl			
Q76114858	title	Donna		Donna Rufina Massimo	en nl			
Q76114865	title	Princess		Princess Alexandra Wolodimeroff	en nl			
Q76114870	title	Count		Count Gabriele Emo Capodilista Maldura	en nl			
Q76114871	title	Count		Count Giorgio Emo	en nl			
Q76114880	title	Count		Count Giovanni Emo	en nl			
Q76114889	title	Don		Don Francesco Caravita, Prince di Sirignano, Marchese di Caravita	en nl			
Q76114914	title	Count		Count Paolo Piella	en nl			
Q76114917	title	Donna		Donna Giulia Visconti di Modrone	en nl			
Q76114926	title	Sir		Sir Francis Hugh Cecil Newman, 4th Bt.	en nl			
Q76114953	title	Sir		Sir Cecil Gustavus Jacques Newman, 2nd Bt.	en nl	6000000014387053353		
Q76115019	title	Countess		Countess Gaëlle de Lannoy	en de sv da nb fi es it pt			
Q76115137	title	Sir		Sir Robert Lydston Newman, 2nd Bt.	en nl	6000000016917425047		
Q76115176	title	Sir		Sir William Frederick Stuart-Menteth of Closeburn, 5th Bt.	en nl	6000000057783851822		
Q76115267	title	Princess		Princess Isabella Vita Marina di Savoia-Aosta	en			
Q76115288	title	Sir		Sir Peter Frank Graham Newson-Smith, 3rd Bt.	en nl			
Q76115302	title	Sir		Sir Henry Tozer	en nl			
Q76115408	title	Sir		Sir Kenneth Garnar Newton, 3rd Bt.	en nl			
Q76115415	title	Sir		Sir John Garnar Newton, 4th Bt.	en nl			
Q76115437	title	Sir		Sir Edgar Henry Newton, 2nd Bt.	en nl			
Q76115471	title	Sir		Sir James Wilson Garnar	en nl			
Q76115484	title	Sir		Sir George Peter Howgill Newton, 4th Bt.	en nl			
Q76115511	title	Sir		Sir Alfred James Newton, 1st Bt.	en nl			
Q76115624	title	Sir		Sir Kenneth Michael	en nl			
Q76115935	title	Sir		Sir Thomas Nightingale, 1st Bt.	en nl	6000000185628057995		
Q76115937	title	Sir		Sir Robert Clerk	en nl			
Q76115942	title	Sir		Sir Robert Chester	en nl			
Q76115944	title	Sir		Sir Thomas Nightingale, 2nd Bt.	en nl			
Q76115950	title	Sir		Sir Robert Nightingale	en nl			
Q76115958	title	Sir		Sir Bridges Nightingale, 3rd Bt.	en nl			
Q76115959	title	Sir		Sir Robert Nightingale, 4th Bt.	en nl			
Q76115968	title	Sir		Sir Edward Powell, 1st Bt.	en nl			
Q76115977	title	Sir		Sir Arthur Slingsby, 1st Bt.	en nl			
Q76115997	title	Sir		Sir Charles Ethelston Nightingale, 11th Bt.	en nl	6000000027491946559		
Q76116060	title	Sir		Sir William Percival Rivett-Carnac, 5th Bt.	en nl	6000000085245130880		
Q76116163	title	Sir		Sir Charles Nightingale, 12th Bt.	en nl			
Q76116168	title	Sir		Sir Henry Dickonson Nightingale, 13th Bt.	en fr de nl es pt			
Q76116178	title	Sir		Sir Edward Manners Nightingale, 14th Bt.	en nl			
Q76116194	title	Sir		Sir Griffith Wilfred Norman Boynton, 13th Bt.	en fr de nl es pt			
Q76116228	title	Sir		Sir Geoffrey Slingsby Nightingale, 15th Bt.	en nl	6000000026383766613		
Q76116240	title	Sir		Sir Charles Athelstan Nightingale, 16th Bt.	en nl			
Q76116499	title	Sir		Sir Charles Manners Gamaliel Nightingale, 17th Bt.	en nl			
Q76116526	title	Sir		Sir Simon Michael Christopher Nixon, 5th Bt.	en nl			
Q76116539	title	Sir		Sir Christopher William Nixon, 2nd Bt.	en nl			
Q76116562	title	Sir		Sir Christopher John Louis Joseph Nixon, 3rd Bt.	en nl			
Q76116589	title	Sir		Sir Kenneth Michael John Basil Nixon, 4th Bt.	en nl			
Q76116679	title	Sir		Sir Timothy Peter Noble of Ardkinglas, 4th Bt.	en nl			
Q76116841	title	Sir		Sir Marc Brunel Noble of Ardmore, 5th Bt.	en nl	6000000038170505165		
Q76116868	title	Sir		Sir David Brunel Noble of Ardmore, 6th Bt.	en nl			
Q76116976	title	Sir		Sir Aubrey Francis Burke	en nl			
Q76117105	title	Sir		Sir Jeremy North, 3rd Baronet	en			
Q76117194	title	Sir		Sir John Davies	en nl			
Q76117261	title	Sir		Sir John Norton-Griffiths, 3rd Baronet	en	6000000053672568859		
Q76117290	title	Sir		Sir Hugh Nugent, 1st Baronet	en			
Q76117300	title	Sir		Sir James Nugent, 2nd Baronet	en			
Q76117301	title	Baron		Baron C. P. d'Arabet	en nl			
Q76117303	title	Sir		Sir John Nugent, 3rd Baronet	en			
Q76117318	title	Sir		Sir Hugh Nugent, 4th Baronet	en			
Q76117319	title	Sir		Sir Charles Nugent, 5th Baronet	en			
Q76117509	title	Sir		Sir James Dillon	en nl			
Q76117520	title	Lady		Lady Elinor Plunkett	en nl			
Q76117562	title	Sir		Sir Peter Nugent, 2nd Bt.	en nl			
Q76117577	title	Sir		Sir Walter George Nugent, 2nd Bt.	en nl			
Q76117579	title	Sir		Sir Michael Errington	en nl			
Q76117608	title	Sir		Sir Peter Walter James Nugent, 5th Bt.	en nl	6000000045275807040		
Q76117613	title	Sir		Sir Walter Richard Middleton Nugent, 6th Bt.	en nl			
Q76117615	title	Lady		Lady Isabel Innes-Ker	en nl			
Q76117622	title	Sir		Sir John Prichard-Jones, 2nd Bt.	en nl			
Q76117654	title	Sir		Sir Edmund Nuttall, 2nd Baronet	en			
Q76117736	title	Sir		Sir Robert Oakeley, 9th Baronet	en			
Q76117816	title	Sir		Sir Edward Miles	en fr de nl es pt			
Q76117876	title	Sir		Sir Charles Richard Andrew Oakeley, 6th Bt.	en nl	6000000025041800389		
Q76117880	title	Sir		Sir Edward Hopton	en fr de nl es pt			
Q76118033	title	Sir		Sir Christopher Oakes, 3rd Bt.	en nl			
Q76118054	title	Sir		Sir Sydney Oakes, 2nd Bt.	en nl			
Q76118089	title	Sir		Sir Michael Oakshott, 3rd Baronet	en			
Q76118092	title	Sir		Sir Thomas Oakshott, 4th Baronet	en			
Q76118119	title	Sir		Sir Anthony Hendrie Oakshott, 2nd Bt.	en nl			
Q76118145	title	Sir		Sir Robert O'Brien, 4th Baronet	en	6000000025098259296		
Q76118158	title	Sir		Sir Gordon Wilson	en fr de nl es pt			
Q76118363	title	Sir		Sir Thomas Óg Barry	en nl			
Q76118597	title	Don		Don Juan O'Callaghan, The O'Callaghan	en nl			
Q76118715	title	Sir		Sir Michael Sanigear Williams	en nl			
Q76118789	title	Sir		Sir Hugh O'Conor, O'Conor Don	en nl			
Q76119054	title	Sir		Sir Vincent Nash	en nl			
Q76119196	title	Sir		Sir Hugh James Moore O'Donnell, 3rd Bt.	en nl			
Q76119199	title	Sir		Sir Richard O'Donnell, 4th Bt.	en nl			
Q76119203	title	Sir		Sir George O'Donnell, 5th Bt.	en nl			
Q76119306	title	Princess		Princess Leopoldine Cantacuzino	en	6000000016466295393		
Q76119315	title	Princess		Princess Helene Cantacuzino	en nl			
Q76119332	title	Count		Count unknown Uberacker	en nl			
Q76119340	title	Countess		Countess Aimeé Csaky	en nl			
Q76119509	title	Sir		Sir John Ogilvy, 1st of Inverquharity	en nl			
Q76119528	title	Sir		Sir Alexander Guthrie of Guthrie	en nl			
Q76119531	title	Sir		Sir John Ogilvy of Inverquharity	en nl			
Q76119535	title	Sir		Sir John Ogilvy of Inverquharity	en nl			
Q76119537	title	Sir		Sir John Ogilvy of Inverquharity	en nl			
Q76119542	title	Sir		Sir John Ogilvy of Inverquharity	en nl			
Q76119553	title	Sir		Sir John Ogilvy of Inverquharity, 1st Bt.	en nl			
Q76119559	title	Sir		Sir David Ogilvy of Inverquharity, 2nd Bt.	en nl			
Q76119563	title	Sir		Sir William Ogilvy of Barras, Bt.	en nl			
Q76119570	title	Sir		Sir John Erskine of Dun	en nl			
Q76119572	title	Sir		Sir John Ogilvy of Inverquharity, 3rd Bt.	en nl			
Q76119576	title	Sir		Sir John Ogilvy of Inverquharity, 4th Bt.	en nl			
Q76119579	title	Sir		Sir John Ogilvy of Inverquharity, 5th Bt.	en nl			
Q76119590	title	Sir		Sir Walter Ogilvy of Inverquharity, 6th Bt.	en nl			
Q76119591	title	Sir		Sir John Ogilvy of Inverquharity, 7th Bt.	en nl			
Q76119595	title	Sir		Sir William Ogilvy, 8th Baronet	en			
Q76119632	title	Sir		Sir Henry Fawcett	en nl			
Q76119862	title	Sir		Sir Ralph (?)	en			
Q76119957	title	Sir		Sir John Wedderburn	en nl			
Q76119999	title	Sir		Sir John Wedderburn of Blackness, 1st Bt.	en nl	6000000017573906223		
Q76120006	title	Sir		Sir Alexander Wedderburn of Blackness, 2nd Bt.	en nl			
Q76120015	title	Sir		Sir John Wedderburn of Blackness, 3rd Bt.	en nl	6000000018430371832		
Q76120068	title	Sir		Sir James Webster-Wedderburn	en nl			
Q76120139	title	Sir		Sir James Chatterton	en nl			
Q76120186	title	Lady		Lady Elizabeth Townshend	en			
Q76120198	title	Don		Don Lebell	en nl			
Q76120391	title	Sir		Sir Gilbert Balfour of Westray	en nl			
Q76120401	title	Sir		Sir William Ramsay, 7th Bt.	en nl			
Q76120433	title	Sir		Sir John Andrew Ogilvy-Wedderburn, 5th Bt.	en nl	6000000057307686926		
Q76120512	title	Sir		Sir Gilbert Ramsay, 1st Bt.	en nl			
Q76120515	title	Sir		Sir John Ramsay, 5th Bt.	en nl			
Q76120516	title	Don		Don Costello	en nl			
Q76120691	title	Sir		Sir George Ramsay, 6th Bt.	en nl			
Q76120702	title	Sir		Sir John Peter Ogilvy-Wedderburn, 6th Bt.	en nl	6000000057308041875		
Q76120815	title	Sir		Sir George Ribton, 4th Bt.	en nl			
Q76120889	title	Sir		Sir John Leigh	en nl			
Q76120904	title	Sir		Sir Richard Towneley	en nl			
Q76120907	title	Sir		Sir John Towneley	en nl			
Q76120931	title	Sir		Sir Richard Towneley	en nl			
Q76120940	title	Sir		Sir Francis G. Trappes-Byrnand	en nl			
Q76120978	title	Lady		Lady Mary Annunziata Asquith	en nl			
Q76121020	title	Sir		Sir Eric Olof Ohlson, 2nd Bt.	en nl			
Q76121025	title	Sir		Sir Brian Eric Christopher Ohlson, 3rd Bt.	en nl	6000000056262940982		
Q76121026	title	Sir		Sir Peter Ohlson, 4th Baronet	en			
Q76121154	title	Sir		Sir Robert Burke	en nl			
Q76121222	title	Marquis		Marquis unknown de Zelada de la Fuente	en nl			
Q76121255	title	Countess		Countess Mary Aloysia O'Kelly	en nl			
Q76121364	title	Sir		Sir William Bourke	en nl			
Q76121368	title	Sir		Sir Alexander MacDonnell, 1st Bt.	en nl			
Q76121450	title	Count		Count von von Klenowa, Baron von Jenoney	en nl			
Q76121462	title	Count		Count Ambrose Madden O'Kelly	en nl	6000000013453715802		
Q76121876	title	Lady		Lady Margaret Stewart	en nl			
Q76122059	title	Sir		Sir Turlough O'Neill, Lord of the Fews	en nl			
Q76122066	title	Sir		Sir Henry O'Neill	en nl			
Q76122104	title	Sir		Sir Alexander 'Cannach' McDonnell	en nl			
Q76122155	title	Sir		Sir Luke FitzGerald	en nl			
Q76122178	title	Sir		Sir John O'Reilly	en nl			
Q76122201	title	Doña		Doña Manuela de Castilla y Quevedo, Marquesa de la Granja	en nl			
Q76122205	title	Doña		Doña Luisa Salamanca y Negrete	en nl			
Q76122209	title	Doña		Doña Carmen Larios y Zabala	en nl			
Q76122214	title	Doña		Doña Maria Angeles Castrillo y Sanjuan, Marquesa de Villaverde de San Isidro	en nl			
Q76122226	title	Sir		Sir James Macdonell, Bt.	en nl			
Q76122243	title	Don		Don Francisco Varcia Sarmiento	en nl			
Q76122244	title	Doña		Doña Jacoba Varcia Sarmiento	en nl			
Q76122262	title	Miles		Miles de Nangle	en nl			
Q76122280	title	Sir		Sir Gerald Guy Domville, 7th Bt.	en nl			
Q76122342	title	Sir		Sir Conn O'Neill	en nl			
Q76122375	title	Dona		Dona Ludovina Alves Solano	en nl			
Q76122378	title	Dona		Dona Carolina-Teresa O'Neill	en nl			
Q76122382	title	Dona		Dona Maria-Isabel Mazziotti	en nl			
Q76122385	title	Dona		Dona Julia de Serpa Pimentel	en nl			
Q76122390	title	Dona		Dona Josefina-Luisa Roquette Ricciardi	en nl			
Q76122476	title	Dona		Dona Maria da Assunção	en nl			
Q76122497	title	Lady		Lady Sarah MacDonnell	en			
Q76122498	title	Sir		Sir Henry O'Neill, 1st Bt.	en nl			
Q76122544	title	Sir		Sir William Courtenay	en nl			
Q76122602	title	Sir		Sir Richard Dixon	en nl			
Q76122679	title	Sir		Sir Henry Walter Hamilton Fowle	en fr de nl es pt			
Q76122737	title	Sir		Sir Richard Paul Atherton Onslow, 9th Bt.	en nl			
Q76122786	title	Sir		Sir Henry Onslow, 3rd Bt.	en nl			
Q76123064	title	Sir		Sir Charles James Knox-Gore, 2nd Bt.	en nl	6000000036057030894		
Q76123073	title	Sir		Sir Roger Warin Beaconsfield Onslow, 6th Bt.	en nl			
Q76123075	title	Sir		Sir Richard Wilmot Onslow, 7th Bt.	en nl			
Q76123103	title	Sir		Sir John Roger Wilmot Onslow, 8th Bt.	en nl			
Q76123146	title	Sir		Sir Michael Oppenheimer, 2nd Bt.	en nl			
Q76123214	title	Sir		Sir Richard Bettyson	en nl			
Q76123228	title	Sir		Sir Edward Duncombe, Bt.	en nl			
Q76123233	title	Sir		Sir Thomas Cheke	en nl			
Q76123252	title	Sir		Sir John Osborne, 1st Bt.	en nl			
Q76123253	title	Sir		Sir Henry Osborne	en nl			
Q76123265	title	Sir		Sir Charles Danvers	en nl			
Q76123267	title	Sir		Sir John Osborne, 2nd Bt.	en fr nl es pl			
Q76123424	title	Sir		Sir Benjamin Outram	en nl			
Q76123448	title	Sir		Sir Francis Davidson Outram, 4th Bt.	en nl			
Q76123464	title	Sir		Sir Alan James Outram, 5th Bt.	en nl			
Q76123630	title	Sir		Sir Henry Paget, 5th Baronet	en			
Q76123658	title	Sir		Sir James Francis Paget, 3rd Bt.	en nl			
Q76123687	title	Sir		Sir Lewis Tonna Dibdin	en nl			
Q76123702	title	Mrs.		Mrs. (?) Tite	en			
Q76123839	title	Sir		Sir Francis Wood 3rd Baronet	en			
Q76124010	title	Sir		Sir John Page Wood, 5th Baronet	en	6000000043972593136		
Q76124029	title	Sir		Sir John Page Wood, 6th Baronet	en	6000000043972650159		
Q76124035	title	Sir		Sir John Page Wood, 7th Baronet	en			
Q76124060	title	Lady		Lady Evelyn Bellville	en			
Q76124061	title	Sir		Sir Anthony Page Wood, 8th Baronet	en			
Q76124163	title	Sir		Sir Charles Eric Palmer	en en-ca fr nl es it pt			
Q76124357	title	Sir		Sir George Robson Palmer, 2nd Bt.	en nl	6000000018207539309		
Q76124477	title	Sir		Sir Thomas Teye	en nl			
Q76124479	title	Sir		Sir Giles Greville	en nl			
Q76124514	title	Sir		Sir Henry Parker, 4th Bt.	en nl			
Q76124522	title	Sir		Sir William Parker, 7th Bt.	en nl			
Q76124587	title	Sir		Sir Gabriel Lowe	en nl			
Q76124633	title	Sir		Sir William West	en nl			
Q76124678	title	Sir		Sir John Turton	en nl			
Q76124739	title	Donna		Donna Gail Parker	en nl			
Q76124833	title	Sir		Sir William Alan Parker, 4th Bt.	en nl	6000000002116027423		
Q76124846	title	Sir		Sir William Peter Brian Parker, 5th Bt.	en nl			
Q76124851	title	Professor		Professor Robert Samuel Moore	en nl			
Q76124931	title	Sir		Sir Matthew Ingle Joyce	en nl			
Q76125021	title	Sir		Sir Lawrence Weaver	en nl			
Q76125053	title	Sir		Sir Robert Pasley, 6th Baronet	en			
Q76125115	title	Sir		Sir Rodney Marshall Sabine Pasley, 4th Bt.	en nl			
Q76125392	title	Count		Count Herluison de Rilly	en nl			
Q76125417	title	Sir		Sir Henry Jenkyns	en nl			
Q76125431	title	Sir		Sir Richard Pauncefort	en nl			
Q76125436	title	Sir		Sir Aumary Pauncefort	en nl			
Q76125437	title	Sir		Sir Hugh Pauncefort	en nl			
Q76125441	title	Sir		Sir Andrew Herie	en nl			
Q76125446	title	Sir		Sir Henry Owgan	en nl			
Q76125493	title	Professor		Professor Alan G. Lawson	en nl			
Q76125520	title	Sir		Sir William Louis Primrose, 2nd Bt.	en nl			
Q76125569	title	Sir		Sir Francis Nicholas Fraser Pearson, 2nd Bt.	en nl			
Q76125628	title	Sir		Sir Wilfrid Peek, 3rd Bt.	en nl			
Q76125631	title	Sir		Sir Francis Henry Grenville Peek, 4th Bt.	en nl	6000000016920461532		
Q76125670	title	Sir		Sir John Ernest Perring	en de nl es pt			
Q76125687	title	Sir		Sir Peter Arthur Percival Hay Aitken	en en-ca fr nl es it pt			
Q76125719	title	Sir		Sir Henry Peto, 5th Bt.	en			
Q76125734	title	Prince		Prince Azamat Kadir Guirey	en nl			
Q76125735	title	Prince		Prince Sagat Adil Temujin Guirey	en nl			
Q76125737	title	Prince		Prince Temujin Serge Alexander Guirey	en nl			
Q76125775	title	Sir		Sir Edward John Johnson-Walsh, 2nd Bt.	en nl			
Q76125776	title	Sir		Sir Hunt Johnson-Walsh, 3rd Baronet	en			
Q76125861	title	Sir		Sir Henry Peto, 2nd Baronet	en			
Q76125886	title	Sir		Sir Robert Palmer Harding	en nl			
Q76125899	title	Baron		Baron Hermann Wrangel	en nl			
Q76125900	title	Baroness		Baroness Barbara Wrangel Wrangel	en nl			
Q76125936	title	Sir		Sir Robert Palmer Harding	en nl			
Q76125975	title	Sir		Sir Henry George Morton Peto, 4th Bt.	en nl			
Q76126044	title	Sir		Sir Edward Lindsay Haddon Petrie, 2nd Bt.	en nl			
Q76126050	title	Sir		Sir William Lowrie Sleigh	en nl			
Q76126082	title	Sir		Sir Charles Richard Borthwick Petrie, 4th Bt.	en nl			
Q76126093	title	Sir		Sir Robert Philipson-Stow, 6th Baronet	en			
Q76126179	title	Sir		Sir Frederic Philipson-Stow, 3rd Baronet	en			
Q76126183	title	Sir		Sir Edmond Philipson-Stow, 4th Baronet	en			
Q76126197	title	Sir		Sir Christopher Philipson-Stow, 5th Baronet	en			
Q76126225	title	Sir		Sir James Worsley-Taylor, 2nd Baronet	en			
Q76126291	title	Sir		Sir Nigel Campbell	en nl			
Q76126457	title	Sir		Sir John Craven	en nl			
Q76126611	title	Miles		Miles Godfrey Walter Phillimore	en nl	6000000052000784199		
Q76126674	title	Sir		Sir James Francis Mann Pickthorn, 3rd Bt.	en nl			
Q76126751	title	Sir		Sir James Gow Mann	en nl			
Q76126757	title	Sir		Sir James Desmond Piers, 11th Bt.	en nl			
Q76126767	title	Sir		Sir William Piers	en nl			
Q76126783	title	Sir		Sir John Piers, 4th Bt.	en nl			
Q76126791	title	Sir		Sir John Monro Troutbeck	en nl			
Q76126801	title	Count		Count Louis Le Coat de Kerveguen	en nl			
Q76127211	title	Sir		Sir David Pigott, 6th Baronet	en			
Q76127269	title	Sir		Sir George Pigott, 1st Bt.	en nl			
Q76127272	title	Sir		Sir Thomas Pigott, 2nd Bt.	en nl			
Q76127317	title	Sir		Sir Berkeley Pigott, 4th Bt.	en nl			
Q76127321	title	Sir		Sir Berkeley Henry Sebastian Pigott, 5th Bt.	en nl			
Q76127348	title	Sir		Sir Richard Edward Pilditch, 4th Bt.	en nl			
Q76127350	title	Sir		Sir John Pilditch, 5th Baronet	en			
Q76127359	title	Sir		Sir Philip Harold Pilditch, 2nd Bt.	en nl			
Q76127362	title	Sir		Sir Edmund Elwill, 3rd Bt.	en nl			
Q76127376	title	Sir		Sir Philip John Frederick Pilditch, 3rd Bt.	en nl			
Q76127398	title	Sir		Sir Frederick Devereux Pile, 3rd Bt.	en nl			
Q76127428	title	Sir		Sir Thomas Devereux Pile, 1st Bt.	en nl			
Q76127452	title	Sir		Sir John Devereux Pile	en nl			
Q76127457	title	Sir		Sir Anthony John Devereux Pile, 4th Bt.	en nl			
Q76127490	title	Sir		Sir Thomas Pinsent, 4th Baronet	en			
Q76127495	title	Sir		Sir Timothy Bartel Smit	en nl			
Q76127551	title	Count		Count Paul Colacicchi	en	6000000037525582381		
Q76127649	title	Sir		Sir Frank Wood	en nl			
Q76127694	title	Sir		Sir Robert Keith	en nl			
Q76127729	title	Sir		Sir William Hussey	en nl			
Q76127733	title	Lady		Lady unknown daughter Rothes	en nl			
Q76127934	title	Sir		Sir John Nesbet	en nl			
Q76128140	title	Sir		Sir John Pole	en nl			
Q76128141	title	Sir		Sir John Pole	en nl			
Q76128165	title	Sir		Sir William Pole	en nl			
Q76128167	title	Sir		Sir Thomas Trenchard	en nl			
Q76128201	title	Sir		Sir William Edmund Pole, 9th Bt.	en nl			
Q76128246	title	Count		Count Paul de Snasin	en nl			
Q76128321	title	Sir		Sir Richard Welby, 7th Baronet	en	6000000018278316344		
Q76128699	title	Mrs.		Mrs. Thomas Powell	en nl			
Q76128897	title	Sir		Sir Richard Pollen, 8th Bt.	en			
Q76128915	title	Sir		Sir Laurence Barton Grafftey-Smith	en nl			
Q76128954	title	Sir		Sir John Pollen, 1st Bt.	en nl			
Q76128966	title	Sir		Sir Richard Hungerford Pollen, 3rd Bt.	en nl			
Q76128969	title	Sir		Sir Richard Hungerford Pollen, 4th Bt.	en nl			
Q76128973	title	Sir		Sir Richard Hungerford Pollen, 5th Bt.	en nl			
Q76128974	title	Sir		Sir John Lancelot Hungerford Pollen, 6th Bt.	en nl			
Q76129055	title	Sir		Sir Archibald Campbell of Lochow	en nl			
Q76129056	title	Sir		Sir John de Somerville	en nl			
Q76129058	title	Sir		Sir John Herring	en nl			
Q76129061	title	Sir		Sir William Hay of Yester	en nl			
Q76129069	title	Sir		Sir Robert Logan of Restalrig	en nl			
Q76129214	title	Sir		Sir David Pollock, 6th Baronet	en			
Q76129247	title	Lady		Lady Helena Parker	en			
Q76129723	title	Sir		Sir George Frederick Pollock, 5th Bt.	en nl			
Q76129805	title	Sir		Sir John Hume, Bt.	en nl			
Q76129980	title	Sir		Sir Robert Dyneley	en nl			
Q76130084	title	Sir		Sir John Nisbet of Dirleton	en nl			
Q76130088	title	Sir		Sir Thomas Kerr of Fernielee	en nl			
Q76130121	title	Sir		Sir Patrick Hamilton	en nl			
Q76130150	title	Sir		Sir Alexander Don, Bt.	en nl			
Q76130337	title	Sir		Sir John C. McLeod	en de nl es pt			
Q76130438	title	Sir		Sir John Routh	en nl			
Q76130440	title	Sir		Sir Thomas Netham	en nl			
Q76130441	title	Sir		Sir John Constable	en nl			
Q76130445	title	Sir		Sir John de Heslarton	en nl			
Q76130448	title	Sir		Sir John Hercy	en nl			
Q76130504	title	Baron		Baron Gabriel Marie-François Guerrier de Dumast	en nl			
Q76130753	title	Sir		Sir Spencer Portal, 4th Baronet	en	6000000011101186355		
Q76131033	title	Sir		Sir John Portman, 3rd Bt.	en nl			
Q76131051	title	Sir		Sir Edward Berkeley	en nl			
Q76131081	title	Sir		Sir Christopher Powell	en			
Q76131127	title	Sir		Sir William Haslewood	en nl			
Q76131140	title	Sir		Sir James Powell, 5th Baronet	en			
Q76131305	title	Sir		Sir John Bennett	en nl			
Q76131307	title	Sir		Sir Douglas Powell, 2nd Baronet	en			
Q76131317	title	Sir		Sir Robert Malcolm McIlwraith	en nl	6000000069561432917		
Q76131476	title	Sir		Sir Alastair John Cecil Power, 4th Bt.	en nl			
Q76131616	title	Sir		Sir Charles Prevost, 3rd Baronet	en	6000000076571753948		
Q76131619	title	Sir		Sir Charles Prevost, 4th Baronet	en	6000000076610962931		
Q76131648	title	Sir		Sir George James Augustine Prevost, 5th Bt.	en nl	6000000013332620916		
Q76131656	title	Sir		Sir Christopher Gerald Prevost, 6th Bt.	en nl			
Q76131711	title	Sir		Sir Charles Dutton Price, 2nd Bt.	en nl	6000000011701238493		
Q76131715	title	Sir		Sir Rose Lambart Price, 3rd Bt.	en nl	6000000027497737928		
Q76131914	title	Sir		Sir Henry Rowe	en nl			
Q76132162	title	Sir		Sir Rose Price, 4th Bt.	en nl	6000000027497860398		
Q76132165	title	Sir		Sir Francis Caradoc Rose Price, 5th Bt.	en nl	6000000027497599316		
Q76132167	title	Sir		Sir William Russell	en nl			
Q76132170	title	Sir		Sir Rose Francis Price, 6th Bt.	en nl			
Q76132218	title	Sir		Sir Francis Caradoc Rose Price, 7th Bt.	en nl			
Q76132227	title	Sir		Sir David John Walter Prichard-Jones, 3rd Bt.	en nl			
Q76132317	title	Sir Prince		Sir Prince Smith, 1st Bt.	en nl			
Q76132334	title	Sir		Sir John Ure Primrose, 3rd Bt.	en nl			
Q76132339	title	Sir		Sir Alasdair Neil Primrose, 4th Bt.	en nl			
Q76132342	title	Sir		Sir John Ure Primrose, 5th Bt.	en nl			
Q76132380	title	Prince		Prince Smith	en nl			
Q76132387	title	Sir Prince		Sir Prince Prince-Smith, 2nd Bt.	en nl	6000000042418400758		
Q76132396	title	Sir		Sir William Prince-Smith, 3rd Bt.	en nl	6000000008492572126		
Q76132410	title	Sir		Sir William Richard Prince-Smith, 4th Bt.	en nl	6000000008492454010		
Q76132499	title	Sir		Sir Francis Clarke	en nl			
Q76132855	title	Sir		Sir Edward Watson	en nl			
Q76132861	title	Sir		Sir Lewis Palmer, 2nd Bt.	en nl			
Q76132870	title	Sir		Sir John Harpur, 3rd Bt.	en nl			
Q76132879	title	Sir		Sir Thomas Palmer, 6th Bt.	en nl			
Q76132887	title	Sir		Sir Geoffrey Palmer, 8th Bt.	en nl	6000000030846906379		
Q76132888	title	Sir.		Sir. Lewis Henry Palmer, 9th Bt.	en nl			
Q76132975	title	Sir		Sir Geoffrey Palmer, 11th Bt.	en	6000000067833715106		
Q76132984	title	Sir		Sir Geoffrey Palmer, 12th Bt.	en			
Q76133005	title	Sir		Sir Joseph Radcliffe, 1st Baronet	en			
Q76133177	title	Miles		Miles John Stapylton	en fr de nl es pt			
Q76133240	title	Miles		Miles Courtney	en			
Q76133265	title	Count		Count Giuseppe Petrobelli Anselmi	en nl			
Q76133307	title	Mrs.		Mrs. Elizabeth Poyser	en nl			
