qid	kind	leading_title	live_mul	live_en	langs_carrying_live	geni_ids	created_by	created_at
Q116053591	title	Doña	Doña Catarina de Ataide	Doña Catarina de Ataide	mul en			
Q116053593	title	Doña	Doña Violante Henriques	Doña Violante Henriques	mul en			
Q116053595	title	Doña	Doña Isabel Henriques	Doña Isabel Henriques	mul en			
Q116053599	title	Dona	Dona Leonor de Almeida	Dona Leonor de Almeida	mul en			
Q116053603	title	Dona	Dona Brites Anes	Dona Brites Anes	mul en			
Q116053631	title	Doña		Doña Briolanja de Sousa	en			
Q116053648	title	Sir	Sir Robert Darcy	Sir Robert Darcy	mul en			
Q116053651	pipe		Maria|Costanza de Valcarcel	Maria|Costanza de Valcarcel	mul en			
Q116053665	title	Don	Don José de Castellvi y de Alagón, 1.Marqués de Villatorcas	Don José de Castellvi y de Alagón, 1.Marqués de Villatorcas	mul en			
Q116053666	title	Doña	Doña NN Coloma	Doña NN Coloma	mul en			
Q116053667	title	Don	Don Juan VII Coloma Venegas Pérez-Calvillo y Espinosa, 4.Conde de Elda	Don Juan VII Coloma Venegas Pérez-Calvillo y Espinosa,  4.Conde de Elda	mul			
Q116053668	title	Doña	Doña Isabel Francisca Pujades de Borja y Matheu, 2.Condesa de Anna	Doña Isabel Francisca Pujades de Borja y Matheu, 2.Condesa de Anna	mul en			
Q116053686	title	Don		Don Alonso de Solis Osorio y Fonseca, 2.Duque de Montellano	en es			
Q116053696	title	Don	Don Fadrique de Silva, 3.Marqués de Orani	Don Fadrique de Silva, 3.Marqués de Orani	mul en			
Q116053730	title	Don		Don José Sarmiento de Sotomayor y Dávila,  Marqués del Sobroso	en			
Q116053732	title	Don		Don Juan Fernández de Villarroel y Chacón,  3.Marqués de San Vicente del Barco	en			
Q116053733	title	Don		Don Pedro Fernández de Villaroel y Vargas,  Caballero de Calatrava	en			
Q116053734	title	Doña		Doña Luisa Chacón	en			
Q116053735	title	Doña	Doña Catalina de Tovar	Doña Catalina de Tovar	mul en			
Q116053744	title	Sir	Sir Thomas Eversfield, of Denn	Sir Thomas Eversfield, of Denn	mul en			
Q116053829	title	Baron		Baron Hubert de La Rivière	en			
Q116053988	pipe		Zeno|Zeyno|Seyno Mulert	Zeno|Zeyno|Seyno Mulert	mul en			
Q116054077	title	Gräfin	Gräfin Louise zu Sayn-Wittgenstein	Gräfin Louise zu Sayn-Wittgenstein	mul en			
Q116054078	title	Graf	Graf Joseph zu Sayn-Wittgenstein	Graf Joseph zu Sayn-Wittgenstein	mul en			
Q116054093	title	Sir	Sir Edmund Walter, of Ludlow	Sir Edmund Walter, of Ludlow	mul en			
Q116054137	title	Sir	Sir Richard Egerton, of Ridley	Sir Richard Egerton, of Ridley	mul en			
Q116054141	title	Sir	Sir Randall Brereton, of Malpas	Sir Randall Brereton, of Malpas	mul en			
Q116054147	pipe		Richard Ottley (or Oteley|Ottely), of Pitchford	Richard Ottley (or Oteley|Ottely), of Pitchford	mul en			
Q116054221	pipe		Anne|Agnes Lawe, of Wigston Magna	Anne|Agnes Lawe, of Wigston Magna	mul en			
Q116054225	pipe		Mabel|Isabel Croftes	Mabel|Isabel Croftes	mul en			
Q116054227	pipe		Elizabeth|Joanna Villiers	Elizabeth|Joanna Villiers	mul en			
Q116054233	title	Sir	Sir Edmund Stanhope	Sir Edmund Stanhope	mul en			
Q116054245	title	Sir	Sir Nicholas Strelley, of Strelley, Notts	Sir Nicholas Strelley, of Strelley, Notts	mul en			
Q116054258	title	Sir	Sir John Byron, of Clayton	Sir John Byron, of Clayton	mul en			
Q116054273	title	Lady	Lady Margaret le Despencer	Lady Margaret le Despencer	mul en			
Q116054281	title	Sir	Sir Alexander Neville	Sir Alexander Neville	mul en			
Q116054284	title	Sir	Sir Francis Pinckney	Sir Francis Pinckney	mul en			
Q116054311	title	Sir		Sir John Burdett, of Bramcote	en			
Q116054325	pipe		Anne|Joan Cumberworth	Anne|Joan Cumberworth	mul en			
Q116054327	pipe		Margery|Margaret Braytofte	Margery|Margaret Braytofte	mul en			
Q116054363	title	Sir	Sir John Bruyn, of Bramcote	Sir John Bruyn, of Bramcote	mul en			
Q116054366	pipe		Agnes|Alice|Anne Clopton	Agnes|Alice|Anne Clopton	mul en			
Q116054389	title	Sir	Sir John Blount, of Burton-upon-Trent	Sir John Blount, of Burton-upon-Trent	mul en			
Q116054402	title	Sir	Sir Thomas Pope, of Oxfordshire	Sir Thomas Pope, of Oxfordshire	mul en			
Q116054405	title	Sir	Sir Henry Wychard	Sir Henry Wychard	mul en			
Q116054408	title	Sir	Sir Brian de Brompton, of Kinlet	Sir Brian de Brompton, of Kinlet	mul en			
Q116054425	title	Sir	Sir Roger Puleston, of Emral	Sir Roger Puleston, of Emral	mul en			
Q116054427	pipe		Jonet|Janet Bulkeley, of Eaton	Jonet|Janet Bulkeley, of Eaton	mul en			
Q116054592	title	Sir	Sir Geoffry de Warburton	Sir Geoffry de Warburton	mul en			
Q116054593	title+pipe	Sir	Sir Piers|Peter de Dutton aka Warburton	Sir Piers|Peter de Dutton aka Warburton	mul en			
Q116054599	title	Sir	Sir Geoffry de Dutton	Sir Geoffry de Dutton	mul en			
Q116054600	title	Sir	Sir Geoffry de Dutton	Sir Geoffry de Dutton	mul en			
Q116054623	pipe		Margaret|Margery Bruyn	Margaret|Margery Bruyn	mul en			
Q116054654	pipe		Elsbeth|Elizabeth ferch John Llwyd ab Ieuan ap Maredudd of Gwern-y-go	Elsbeth|Elizabeth ferch John Llwyd ab Ieuan ap Maredudd of Gwern-y-go	mul en			
Q116054661	pipe		Elen|Elsbeth ferch Dafydd Llwyd ap Dafydd ab Einion ap Hywel	Elen|Elsbeth ferch Dafydd Llwyd ap Dafydd ab Einion ap Hywel	mul en			
Q116054664	pipe		Mallt|Mawd ferch Jenkin ab Iorwerth ab Einion of Ynys-y-Maen-Gwyn	Mallt|Mawd ferch Jenkin ab Iorwerth ab Einion of Ynys-y-Maen-Gwyn	mul en			
Q116054722	pipe		John|Reginald Scriven	John|Reginald Scriven	mul en			
Q116054725	pipe		Marion|Mary Anne Salter	Marion|Mary Anne Salter	mul en			
Q116054746	title	Sir	Sir Robert Corbet, of Caus Castle	Sir Robert Corbet, of Caus Castle	mul en			
Q116054760	pipe		Alswn|Alice ferch Maredudd ap Hywel ab Adda ap Madog	Alswn|Alice ferch Maredudd ap Hywel ab Adda ap Madog	mul en			
Q116054807	pipe		Peter|Perkin ap Roger Corbet	Peter|Perkin ap Roger Corbet	mul en			
Q116054826	pipe		Lleici|Lleucu ferch Gruffudd ap Beli	Lleici|Lleucu ferch Gruffudd ap Beli	mul en			
Q116054975	pipe		Madog|Cadwgan ap Thomas ap Rhodri ab Owain Gwynedd	Madog|Cadwgan ap Thomas ap Rhodri ab Owain Gwynedd	mul en			
Q116055450	pipe			Ednowain|Owain ap Trahaearn ap Caradog	en			
Q116055531	title	Sir	Sir Robert ap Madog ab Einion Godris ap William of Brompton	Sir Robert ap Madog ab Einion Godris ap William of Brompton	mul en			
Q116055539	title	Sir	Sir Goodrich Bumpa, of Lydbury	Sir Goodrich Bumpa, of Lydbury	mul en			
Q116056949	title	Comtesse	Comtesse Marie Thérèse d'Elzius	Comtesse Marie Thérèse d'Elzius	mul en			
Q116056962	title	Baron	Baron Arnould Mathias François Joseph de Senzeilles	Baron Arnould Mathias François Joseph de Senzeilles	mul en			
Q116056972	title	Baron		Baron Evrard Joseph Ernest de Rougrave	en			
Q116056985	title	Comtesse	Comtesse Anne de Limminghe	Comtesse Anne de Limminghe	mul en			
Q116057007	title	Baron	Baron Ferdinand Conrad de Haxhe	Baron Ferdinand Conrad de Haxhe	mul en			
Q116057015	title	Baron	Baron Nicolas Erasme de Stockhem	Baron Nicolas Erasme de Stockhem	mul en			
Q116057017	title	Baron	Baron Nicolas de Stockem	Baron Nicolas de Stockem	mul en			
Q116057024	title	Baron	Baron Eugène Louis de Masières	Baron Eugène Louis de Masières	mul en			
Q116057660	pipe			Diebold|Theobald von Erlach, Herr zu Blimplitz	en			
Q116057672	pipe			Johann|Hans von Erlach, Herr von Bümplitz	en			
Q116057687	pipe		Adeheid|Isabelle Haller von Gurtlarin (Courtelary)	Adeheid|Isabelle Haller von Gurtlarin (Courtelary)	mul en			
Q116057709	pipe		Johanna Franziska|Francisquina von Raron	Johanna Franziska|Francisquina von Raron	mul en			
Q116057724	pipe		Heinrich|Heinzmann von Bubenberg, herr zu Spiez	Heinrich|Heinzmann von Bubenberg, herr zu Spiez	mul en			
Q116057745	pipe		Nicolas|Nicod, sire de La Sarraz	Nicolas|Nicod, sire de La Sarraz	mul en			
Q116057822	title	Mr.	Mr. Rutger van Randwijck	Mr. Rutger van Randwijck	mul en			
Q116058150	title	Comte	Comte NN Rességuier de Miremont	Comte NN Rességuier de Miremont	mul en	6000000216676931821		
Q116058174	title	Rev.	Rev. Laurence St.Lo	Rev. Laurence St.Lo	mul en			
Q116058205	title	Sir	Sir Francis Fulford	Sir Francis Fulford	mul en			
Q116058213	pipe		Bernard|Barnard Samways, of Toller Tratrum	Bernard|Barnard Samways, of Toller Tratrum	mul en			
Q116058360	title	Sir	Sir William Ludlow, of Stokesay, Salop	Sir William Ludlow, of Stokesay, Salop	mul en			
Q116058367	title	Sir	Sir Thomas de Pype	Sir Thomas de Pype	mul en			
Q116058425	title	Sir	Sir Henry Drury, of Hedgerley	Sir Henry Drury, of Hedgerley	mul en			
Q116058427	pipe		Drugo|Drew Brudenell	Drugo|Drew Brudenell	mul en			
Q116058432	pipe		Anne|Agnes Bourman (or Boorman), of Brooke	Anne|Agnes Bourman (or Boorman), of Brooke	mul en			
Q116058469	pipe		Robert|Roger Kempe, of Weston	Robert|Roger Kempe, of Weston	mul en			
Q116058539	title	Sir	Sir John Blackett, of Castleton, Oxon	Sir John Blackett, of Castleton, Oxon	mul en			
Q116058577	title	Donna	Donna Caterina Pignatelli	Donna Caterina Pignatelli	mul en			
Q116058655	title	Comte	Comte Edouard de Colbert du Cannet	Comte Edouard de Colbert du Cannet	mul en			
Q116058675	title	Comte	Comte Albert Henri de Colbert-Turgis	Comte Albert Henri de Colbert-Turgis	mul en			
Q116058764	title	Sir	Sir Robert Latimer	Sir Robert Latimer	mul en			
Q116058766	title	Sir	Sir John Pipard	Sir John Pipard	mul en			
Q116058779	pipe		Margaret|Maud Stonor	Margaret|Maud Stonor	mul en			
Q116058782	pipe		Anne|Catherine? Lovell	Anne|Catherine? Lovell	mul en			
Q116058783	title	Sir	Sir Gregory Lovell, of Barton Bendish	Sir Gregory Lovell, of Barton Bendish	mul en			
Q116058784	title	Sir	Sir Ralph Lovell, of Barton Bendish	Sir Ralph Lovell, of Barton Bendish	mul en			
Q116058785	title	Sir	Sir Thomas Lovell, of Barton Bendish	Sir Thomas Lovell, of Barton Bendish	mul en			
Q116058798	title	Sir	Sir William de Olney	Sir William de Olney	mul en			
Q116058801	title	Sir	Sir Laurence Brook	Sir Laurence Brook	mul en			
Q116058833	title	Sir	Sir Robert Scargill	Sir Robert Scargill	mul en			
Q116058835	title	Sir	Sir William Scargill II	Sir William Scargill II	mul en			
Q116072701	title	Comte		Comte Louis de Pierre de Bernis-Calvière	en			
Q116072711	title	Comte	Comte René V Amable Louis de La Tour du Pin-Chambly de La Charce	Comte René V Amable Louis de La Tour du Pin-Chambly de La Charce	mul en			
Q116073165	pipe		Ellen|Hélène FitzGerald	Ellen|Hélène FitzGerald	mul en			
Q116073167	pipe		Ellen|Hélène MacSeehy	Ellen|Hélène MacSeehy	mul en			
Q116073187	pipe		Edmond|Emmanuel MacSeehy	Edmond|Emmanuel MacSeehy	mul en			
Q116073293	pipe		Jean|Joan MacNamara	Jean|Joan MacNamara	mul en			
Q116084340	title	Sir		Sir Walter Waller, of Groombridge	en			
Q116084350	title	Sir	Sir John Dowdall	Sir John Dowdall	mul en			
Q116084800	pipe		John|Januarius|Janvier Dunstanville, of Ecland, Wilts, alias Castlecombe	John|Januarius|Janvier Dunstanville, of Ecland, Wilts, alias Castlecombe	mul en			
Q116084810	title	Sir	Sir John Lushill (Luteshull)	Sir John Lushill (Luteshull)	mul en			
Q116084819	pipe		Robert|James Drayton, of London	Robert|James Drayton, of London	mul en			
Q116085217	pipe		Sophie|Anna von Trümbach zu Wehrda	Sophie|Anna von Trümbach zu Wehrda	mul en			
Q116085324	pipe		Benedict|Benedikt von Ahlefeldt, in Lehmkulen	Benedict|Benedikt von Ahlefeldt, in Lehmkulen	mul en			
Q116085580	pipe		Anna|Elsa von Fleckenstein	Anna|Elsa von Fleckenstein	mul en			
Q116085870	pipe		Elsa|Esel von Büdesheim	Elsa|Esel von Büdesheim	mul en			
Q116085934	pipe			Johan|Johann von Ahlefeldt af Lehmkulen og Wittmold	en			
Q116086202	pipe		Döll|Tolde Wais von Fauerbach	Döll|Tolde Wais von Fauerbach	mul en			
Q116087330	pipe		Johann|Jakob von Helmstorff, Her auf Eppishausen	Johann|Jakob von Helmstorff, Her auf Eppishausen	mul en			
Q116087518	pipe		Jakob|Jacques Mayor de Lutry, seigneur de Maisery	Jakob|Jacques Mayor de Lutry, seigneur de Maisery	mul en			
Q116087615	pipe		Brigitte|Brida von Schlierbach	Brigitte|Brida von Schlierbach	mul en			
Q116088561	title	Sir	Sir John Fenwick, of Gunnerston	Sir John Fenwick, of Gunnerston	mul en			
Q116088573	pipe		Joan|Mary Strother	Joan|Mary Strother	mul en			
Q116088623	pipe		Robert|Nicholas (IV) Raynes, of Shortflatt	Robert|Nicholas (IV) Raynes, of Shortflatt	mul en			
Q116088749	title	Sir	Sir Nicholas de Reymes, of Shortflatt	Sir Nicholas de Reymes, of Shortflatt	mul en			
Q116088776	title	Sir		Sir Robert Clavering, of Callaly	en			
Q116088781	title	Sir		Sir Alan de Clavering, of Callaly	en			
Q116088809	title	Sir	Sir William Riddel	Sir William Riddel	mul en			
Q116088848	title	Sir	Sir John Lilburn	Sir John Lilburn	mul en			
Q116088891	title	Sir		Sir James Clavering, of Axwell	en			
Q116090273	title	Sir	Sir Richard Kirkby, of Kirkby	Sir Richard Kirkby, of Kirkby	mul en			
Q116090280	title	Sir	Sir Thomas Tunstall	Sir Thomas Tunstall	mul en			
Q116090513	pipe		Jane|Jone Widdrington	Jane|Jone Widdrington	mul en			
Q116090516	title	Sir	Sir Ephraim Widdrington of Ritton	Sir Ephraim Widdrington of Ritton	mul en			
Q116092306	title	Sir	Sir Thomas Temple, of Warwick	Sir Thomas Temple, of Warwick	mul en			
Q116092317	title	Sir	Sir John Ferrers, of Tamworth	Sir John Ferrers, of Tamworth	mul en			
Q116092678	title	Sir	Sir Hamon de Turvile, of Normanton-Turvile	Sir Hamon de Turvile, of Normanton-Turvile	mul en			
Q116092688	title	Sir	Sir William Flamville, of Aston Flamville	Sir William Flamville, of Aston Flamville	mul en			
Q116092690	title	Sir	Sir William Flamville, of Aston, Leics	Sir William Flamville, of Aston, Leics	mul en			
Q116093046	title	Sir	Sir Nicholas Leeke (or Luke), Baron of the Exchequer	Sir Nicholas Leeke (or Luke), Baron of the Exchequer	mul en			
Q116093049	title	Sir	Sir Walter Luke, of Cople, Beds.	Sir Walter Luke, of Cople, Beds.	mul en			
Q116093056	title	Sir	Sir Thomas Wauton, of Basmead, Beds.	Sir Thomas Wauton, of Basmead, Beds.	mul en			
Q116093069	title	Sir	Sir Richard Pell, of Dimbleby	Sir Richard Pell, of Dimbleby	mul en			
Q116093366	title	Sir	Sir Thomas Cave	Sir Thomas Cave	mul en			
Q116093404	title	Sir	Sir Richard Basset, of Fletborough	Sir Richard Basset, of Fletborough	mul en			
Q116093418	pipe		Margaret|Margery	Margaret|Margery	mul en			
Q116093614	pipe		Agnes|Alice Greene, of Gressingham	Agnes|Alice Greene, of Gressingham	mul en			
Q116093935	title	Sir	Sir Richard de Hudleston	Sir Richard de Hudleston	mul en			
Q116093938	title	Sir	Sir John de Hudleston	Sir John de Hudleston	mul en			
Q116093942	title	Sir	Sir Richard de Hudleston, of Hudleston	Sir Richard de Hudleston, of Hudleston	mul en			
Q116093954	title	Sir	Sir Lawrence de Cornwall	Sir Lawrence de Cornwall	mul en			
Q116093968	title	Sir	Sir William de Pennington	Sir William de Pennington	mul en			
Q116094693	title	Sir	Sir William Durham, of Grange, 1st of Grange	Sir William Durham, of Grange, 1st of Grange	mul en			
Q116094793	pipe		Françoise|Catherine d'Aiguières	Françoise|Catherine d'Aiguières	mul en			
Q116094942	pipe			Irlandé|Yoland de Genebrières	en			
Q116095768	pipe		Jane|Joan Warren, of Poynton	Jane|Joan Warren, of Poynton	mul en			
Q116096187	pipe		Catherine|Euphemia von Ebersbach	Catherine|Euphemia von Ebersbach	mul en			
Q116101877	pipe		Hans|Kunz von Schlieben, Lord of Kavertitz and Mühlberg	Hans|Kunz von Schlieben, Lord of Kavertitz and Mühlberg	mul en			
Q116101950	pipe		Caspar|Sigismund von Knobelsdorff	Caspar|Sigismund von Knobelsdorff	mul en			
Q116102434	pipe		Nikolaus|Claus von Lützow	Nikolaus|Claus von Lützow	mul en			
Q116102647	title	Sir	Sir John Herries, 1st of Terregles	Sir John Herries, 1st of Terregles	mul en			
Q116102799	title	Sir	Sir Henry de Graham, of Dalkeith	Sir Henry de Graham, of Dalkeith	mul en			
Q116102809	title	Sir	Sir Robert de Muschamp, of Wooler	Sir Robert de Muschamp, of Wooler	mul en			
Q116104856	title	Sir	Sir John Pickering, of Oswaldkirk, Yorks	Sir John Pickering, of Oswaldkirk, Yorks	mul en			
Q116104859	title	Sir	Sir Richard Pickering, of Oswaldkirk	Sir Richard Pickering, of Oswaldkirk	mul en			
Q116105018	title	Sir	Sir James Harington (Harrington)	Sir James Harington (Harrington)	mul en			
Q116105771	title	Sir	Sir William Strachan, of Monboddo	Sir William Strachan, of Monboddo	mul en			
Q116106020	pipe		Piers|Peter de Hatton, of Kirstybirches	Piers|Peter de Hatton, of Kirstybirches	mul en			
Q116106026	pipe		Hawisa|Anne Dalby	Hawisa|Anne Dalby	mul en			
Q116106051	pipe		Thomas|John Westby, of Kent	Thomas|John Westby, of Kent	mul en			
Q116106208	pipe		Thomas|Oliver Shires	Thomas|Oliver Shires	mul en			
Q116108294	pipe		Alice|Alicia	Alice|Alicia	mul en			
Q116108430	title	Sir	Sir John Drayton, of Nuneham	Sir John Drayton, of Nuneham	mul en			
Q116108590	title	Sir	Sir John Gower	Sir John Gower	mul en			
Q116108722	title	Sir	Sir Robert Wytham	Sir Robert Wytham	mul en			
Q116108724	title	Sir	Sir Guy St.Philbert	Sir Guy St.Philbert	mul en			
Q116108727	title	Sir	Sir John Ermyn	Sir John Ermyn	mul en			
Q116108813	pipe		John|Jenkin ab Ieuan ap Madog ab Iorwerth of Stansty	John|Jenkin ab Ieuan ap Madog ab Iorwerth of Stansty	mul en			
Q116108901	pipe		Gwenllian|Margred ferch Madog ab Ednyfed Gôch ap Cynwrig	Gwenllian|Margred ferch Madog ab Ednyfed Gôch ap Cynwrig	mul en			
Q116108942	pipe		Jane Almor (or Almer|Aylmer)	Jane Almor (or Almer|Aylmer)	mul en			
Q116110773	pipe		Roger Fychan|Estwick ap Roger	Roger Fychan|Estwick ap Roger	mul en			
Q116111575	pipe		Mawd ferch Richard|Roger Manley	Mawd ferch Richard|Roger Manley	mul en			
Q116111578	title	Sir	Sir Richard Manley, of Cheshire	Sir Richard Manley, of Cheshire	mul en			
Q116111629	title	Sir	Sir Roger ap Gronwy ap Tudur ap Rhys Sais Powys, of Trevor, lord of Whittington	Sir Roger ap Gronwy ap Tudur ap Rhys Sais Powys, of Trevor, lord of Whittington	mul en			
Q116113716	pipe		Alswn|Alice ferch Maredudd Ddû ap Gronwy ap Maredudd	Alswn|Alice ferch Maredudd Ddû ap Gronwy ap Maredudd	mul en			
Q116114405	title	Sir		Sir Edward Trevor, of Brynkynault	en			
Q116114703	pipe		Alice|Margred Kynaston	Alice|Margred Kynaston	mul en			
Q116115056	pipe		Margred|Catrin ferch Thomas ap Llywelyn ap Madog	Margred|Catrin ferch Thomas ap Llywelyn ap Madog	mul en			
Q116115848	pipe		Llywarch|Llywelyn	Llywarch|Llywelyn	mul en			
Q116116361	title	Sir	Sir Richard Done, of Utkinton	Sir Richard Done, of Utkinton	mul en			
Q116116536	title	Sir	Sir Richard Manley, of Cheshire	Sir Richard Manley, of Cheshire	mul en			
Q116117100	pipe		Mahaut|Marie de la Douve dite de Nieukercke (Nieuwkerke)	Mahaut|Marie de la Douve dite de Nieukercke (Nieuwkerke)	mul en			
Q116117292	title	Freiherr		Freiherr Albrecht von Kittlitz zu Gross-Waldeck	en			
Q116118010	title	Sir	Sir Anthony Bugge	Sir Anthony Bugge	mul en			
Q116118207	title	Sir	Sir Peter de Salford	Sir Peter de Salford	mul en			
Q116118344	title	Sir	Sir Reginald Ragon, of Bromham, Beds	Sir Reginald Ragon, of Bromham, Beds	mul en			
Q116118912	pipe			Johann|Hans, Herr von Biberstein in Beeskaw und Storkow	en			
Q116119468	pipe		Dignamenta|Margareta von Morsleben	Dignamenta|Margareta von Morsleben	mul en			
Q116119502	title	Graf	Graf Dietrich von Ahre	Graf Dietrich von Ahre	mul en			
Q116119887	title	Burggräfin		Burggräfin Agnes von Meissen	en			
Q116125245	pipe		Helena|Elena	Helena|Elena	mul en			
Q116125764	pipe		Eleanor|Joan de Oulton	Eleanor|Joan de Oulton	mul en			
Q116125778	title	Sir	Sir David Cradok	Sir David Cradok	mul en			
Q116125797	title	Sir	Sir William Hellesby	Sir William Hellesby	mul en			
Q116126151	pipe		Mathurine|Matheline Herbert	Mathurine|Matheline Herbert	mul en			
Q116126290	pipe		Philippe Burelle|Bureau	Philippe Burelle|Bureau	mul en			
Q116126506	pipe		Marie Péron|Peyron	Marie Péron|Peyron	mul en			
Q116126798	pipe		Isabelle|Jeanne de Chartres	Isabelle|Jeanne de Chartres	mul en			
