qid,mul_value,duplicate_langs,live_en,live_mul
Q116088623,"Robert (IV) Raynes, of Shortflatt",en,"Robert|Nicholas (IV) Raynes, of Shortflatt","Robert|Nicholas (IV) Raynes, of Shortflatt"
Q116090513,Jane Widdrington,en,Jane|Jone Widdrington,Jane|Jone Widdrington
Q116093418,Margaret,en,Margaret|Margery,Margaret|Margery
Q116093614,"Agnes Greene, of Gressingham",en,"Agnes|Alice Greene, of Gressingham","Agnes|Alice Greene, of Gressingham"
Q116094793,Françoise d'Aiguières,en,Françoise|Catherine d'Aiguières,Françoise|Catherine d'Aiguières
Q116094942,Irlandé de Genebrières,en,Irlandé|Yoland de Genebrières,
Q116095768,"Jane Warren, of Poynton",en,"Jane|Joan Warren, of Poynton","Jane|Joan Warren, of Poynton"
Q116096187,Catherine von Ebersbach,en,Catherine|Euphemia von Ebersbach,Catherine|Euphemia von Ebersbach
Q116101877,"Hans von Schlieben, Lord of Kavertitz and Mühlberg",en,"Hans|Kunz von Schlieben, Lord of Kavertitz and Mühlberg","Hans|Kunz von Schlieben, Lord of Kavertitz and Mühlberg"
Q116101950,Caspar von Knobelsdorff,en,Caspar|Sigismund von Knobelsdorff,Caspar|Sigismund von Knobelsdorff
Q116102434,Nikolaus von Lützow,en,Nikolaus|Claus von Lützow,Nikolaus|Claus von Lützow
Q116106020,"Piers de Hatton, of Kirstybirches",en,"Piers|Peter de Hatton, of Kirstybirches","Piers|Peter de Hatton, of Kirstybirches"
Q116106026,Hawisa Dalby,en,Hawisa|Anne Dalby,Hawisa|Anne Dalby
Q116106051,"Thomas Westby, of Kent",en,"Thomas|John Westby, of Kent","Thomas|John Westby, of Kent"
Q116106208,Thomas Shires,en,Thomas|Oliver Shires,Thomas|Oliver Shires
Q116108294,Alice,en,Alice|Alicia,Alice|Alicia
Q116108813,John ab Ieuan ap Madog ab Iorwerth of Stansty,en,John|Jenkin ab Ieuan ap Madog ab Iorwerth of Stansty,John|Jenkin ab Ieuan ap Madog ab Iorwerth of Stansty
Q116108901,Gwenllian ferch Madog ab Ednyfed Gôch ap Cynwrig,en,Gwenllian|Margred ferch Madog ab Ednyfed Gôch ap Cynwrig,Gwenllian|Margred ferch Madog ab Ednyfed Gôch ap Cynwrig
Q116108942,Jane Almor,en,Jane Almor (or Almer|Aylmer),Jane Almor (or Almer|Aylmer)
Q116110773,Roger Fychan ap Roger,en,Roger Fychan|Estwick ap Roger,Roger Fychan|Estwick ap Roger
Q116111575,Mawd ferch Richard Manley,en,Mawd ferch Richard|Roger Manley,Mawd ferch Richard|Roger Manley
Q116113716,Alswn ferch Maredudd Ddû ap Gronwy ap Maredudd,en,Alswn|Alice ferch Maredudd Ddû ap Gronwy ap Maredudd,Alswn|Alice ferch Maredudd Ddû ap Gronwy ap Maredudd
Q116114703,Alice Kynaston,en,Alice|Margred Kynaston,Alice|Margred Kynaston
Q116115056,Margred ferch Thomas ap Llywelyn ap Madog,en,Margred|Catrin ferch Thomas ap Llywelyn ap Madog,Margred|Catrin ferch Thomas ap Llywelyn ap Madog
Q116115848,Llywarch,en,Llywarch|Llywelyn,Llywarch|Llywelyn
Q116117100,Mahaut de la Douve dite de Nieukercke (Nieuwkerke),en,Mahaut|Marie de la Douve dite de Nieukercke (Nieuwkerke),Mahaut|Marie de la Douve dite de Nieukercke (Nieuwkerke)
Q116118912,Johann Herr von Biberstein in Beeskaw und Storkow,en,"Johann|Hans, Herr von Biberstein in Beeskaw und Storkow",
Q116119468,Dignamenta von Morsleben,en,Dignamenta|Margareta von Morsleben,Dignamenta|Margareta von Morsleben
Q116125245,Helena,en,Helena|Elena,Helena|Elena
Q116125764,Eleanor de Oulton,en,Eleanor|Joan de Oulton,Eleanor|Joan de Oulton
Q116126151,Mathurine Herbert,en,Mathurine|Matheline Herbert,Mathurine|Matheline Herbert
Q116126290,Philippe Burelle,en,Philippe Burelle|Bureau,Philippe Burelle|Bureau
Q116126506,Marie Péron,en,Marie Péron|Peyron,Marie Péron|Peyron
Q116126798,Isabelle de Chartres,en,Isabelle|Jeanne de Chartres,Isabelle|Jeanne de Chartres
Q116126931,"Pierre Bessoneau, seigneur de Germignon",en,"Pierre|Jean Bessoneau, seigneur de Germignon","Pierre|Jean Bessoneau, seigneur de Germignon"
Q116128837,Arndt von Wülffen,en,Arndt|Arnold von Wülffen,Arndt|Arnold von Wülffen
Q116128838,Arndt von Wülffen,en,Arndt|Arnold von Wülffen,Arndt|Arnold von Wülffen
Q116130057,Johann Zeller von Zell auf Riedau,en,Johann|Hans Zeller von Zell auf Riedau,Johann|Hans Zeller von Zell auf Riedau
Q116130555,Isabelle de Flandre (Flandren zu Praet),en,Isabelle|Marguerite de Flandre (Flandren zu Praet),Isabelle|Marguerite de Flandre (Flandren zu Praet)
Q116130558,"Jean I de Flandre et Praet, Seigneur de Praet et de La Woestine",en,"Jean|Johann I de Flandre et Praet, Seigneur de Praet et de La Woestine","Jean|Johann I de Flandre et Praet, Seigneur de Praet et de La Woestine"
Q116130730,Christine de Belle,en,Christine|Chrétienne de Belle,Christine|Chrétienne de Belle
Q116130744,Philippine du Quesnoy,en,Philippine|Philippotte du Quesnoy,Philippine|Philippotte du Quesnoy
Q116130752,"Gauvain de La Viéville, Seigneur de La Prée",en,"Gauvain|Gonin de La Viéville, Seigneur de La Prée","Gauvain|Gonin de La Viéville, Seigneur de La Prée"
Q116136365,"Rafe Vernon, of Haslington",en,"Rafe|Ralph Vernon, of Haslington","Rafe|Ralph Vernon, of Haslington"
Q116136369,Joan Molyneux,en,Joan|Jane Molyneux,Joan|Jane Molyneux
Q116136391,Alice Charleton,en,Alice|Elizabeth Charleton,Alice|Elizabeth Charleton
Q116136593,Helena Rozgönyi,en,Helena|Ilona Rozgönyi,Helena|Ilona Rozgönyi
Q116136594,Catherine Balassa de Gyarmat,en,Catherine|Katalin Balassa de Gyarmat,Catherine|Katalin Balassa de Gyarmat
Q116136641,Benedict Schifer auf Freiling,en,Benedict|Benedikt Schifer auf Freiling,Benedict|Benedikt Schifer auf Freiling
Q116136728,Konstancie Contessa di Collalto e San Salvatore,en,"Konstancie|Constanza, Contessa di Collalto e San Salvatore",
Q116143290,John Heslerton (Haslerton),en,John|Thomas Heslerton (Haslerton),John|Thomas Heslerton (Haslerton)
Q116144001,"George Scopham, of Scopham",en,"George|Thomas|John Scopham, of Scopham","George|Thomas|John Scopham, of Scopham"
Q116144966,Maud Molton,en,Maud|Matilda Molton,Maud|Matilda Molton
Q116144969,Isabel Fichet,en,Isabel Fichet (Fitchett|Fychet),Isabel Fichet (Fitchett|Fychet)
Q116145367,Matilda Lane,en,Matilda|Maud Lane,Matilda|Maud Lane
Q116145392,John Livesey,en,John|James Livesey,John|James Livesey
Q116145402,"Joan Radcliffe, of Ordsall",en,"Joan|Anne Radcliffe, of Ordsall","Joan|Anne Radcliffe, of Ordsall"
Q116145415,Jane Headlam,en,Jane|Joan Headlam,Jane|Joan Headlam
Q116145423,Lettice,en,Lettice|Letitia,Lettice|Letitia
Q116145437,Anne Toke (or Tooke),en,Anne|Amy Toke (or Tooke),
Q116145445,Avelina Rigmaden,en,Avelina|Anabella Rigmaden,Avelina|Anabella Rigmaden
Q116145453,Sibyl Hudleston,en,Sibyl|Sibilla|Isabella Hudleston,Sibyl|Sibilla|Isabella Hudleston
Q116145535,"Rowland Jay, of Jay, Salop",en,"Rowland|Richard Jay, of Jay, Salop","Rowland|Richard Jay, of Jay, Salop"
Q116145561,"George Onslow, of Rodington, Salop",en,"George|Thomas Onslow, of Rodington, Salop","George|Thomas Onslow, of Rodington, Salop"
Q116145604,Wilgiford Williams,en,Wilgiford|Wiliford Williams,Wilgiford|Wiliford Williams
Q116145635,Gwenllian ferch John ap Gruffudd ap Hywel Melyn,en,Gwenllian|Ann ferch John ap Gruffudd ap Hywel Melyn,Gwenllian|Ann ferch John ap Gruffudd ap Hywel Melyn
Q116146007,Joan ferch Lewis Marcross,en,Joan|Jane ferch Lewis Marcross,Joan|Jane ferch Lewis Marcross
Q116146111,"Thomas Basset, of St.Hilary",en,"Thomas|Richard Basset, of St.Hilary","Thomas|Richard Basset, of St.Hilary"
Q116146112,Susan de la Bere,en,Susan|Margaret de la Bere,Susan|Margaret de la Bere
Q116146114,Ann,en,Ann|Agnes,Ann|Agnes
Q116146141,Sir Tryw of Valence,en,Sir Tryw|Andryw of Valence,Sir Tryw|Andryw of Valence
Q116146210,John Beaumont,en,John|Nicholas Beaumont,John|Nicholas Beaumont
Q116146288,"John Soame, of Bestley (Betley)",en,"John|Thomas Soame, of Bestley (Betley)","John|Thomas Soame, of Bestley (Betley)"
Q116146456,Sir Richard Radcliffe (Ratcliffe),en,Sir Richard|Robert Radcliffe (Ratcliffe),Sir Richard|Robert Radcliffe (Ratcliffe)
Q116146620,Tangwystl ferch Jenkin Gôch ab Ieuan ap Gruffudd,en,Tangwystl|Angharad ferch Jenkin Gôch ab Ieuan ap Gruffudd,Tangwystl|Angharad ferch Jenkin Gôch ab Ieuan ap Gruffudd
Q116146799,Iorwerth ab Y Gwion ap Trahaearn ab Iorwerth,en,Iorwerth ab Y Gwion|Gwgon ap Trahaearn ab Iorwerth,Iorwerth ab Y Gwion|Gwgon ap Trahaearn ab Iorwerth
Q116146801,Efa ferch Adda,en,Efa|Elen ferch Adda,Efa|Elen ferch Adda
Q116146829,Y Gwion ap Trahaearn ab Iorwerth ab Einion,en,Y Gwion|Gwgon ap Trahaearn ab Iorwerth ab Einion,Y Gwion|Gwgon ap Trahaearn ab Iorwerth ab Einion
Q116147386,Maud ferch Madog ab Idnerth ap Cadwgan,en,Maud|Margred|Mallt ferch Madog ab Idnerth ap Cadwgan,Maud|Margred|Mallt ferch Madog ab Idnerth ap Cadwgan
Q116147485,Robin Llwyd ap Rhys ap Robert ap Gruffudd,en,Robin|Rotpert Llwyd ap Rhys ap Robert ap Gruffudd,Robin|Rotpert Llwyd ap Rhys ap Robert ap Gruffudd
Q116147595,Meuter Fawr ap Hedd ab Alunog ap Greddyf,en,Meuter Fawr|Fwr ap Hedd ab Alunog ap Greddyf,Meuter Fawr|Fwr ap Hedd ab Alunog ap Greddyf
Q116147632,Mallt ferch Llywelyn ap Bleddyn,en,Mallt|Jonet ferch Llywelyn ap Bleddyn,Mallt|Jonet ferch Llywelyn ap Bleddyn
Q116147987,Patrick de Chaworth,en,Patrick de Chaworth|Chaorces,Patrick de Chaworth|Chaorces
Q116147998,Alice ferch Gruffudd ap Rhys,en,Alice|Mallt ferch Gruffudd ap Rhys,Alice|Mallt ferch Gruffudd ap Rhys
Q116148399,Magdalena von Röder,en,Magdalena|Elisabeth von Röder,Magdalena|Elisabeth von Röder
Q116148429,"Arnould V de La Hamaide, Seigneur de Condé",en,"Arnould|Arnaud V de La Hamaide, Seigneur de Condé","Arnould|Arnaud V de La Hamaide, Seigneur de Condé"
Q116149839,Georg z Kravar (Krawarz),en,Georg|Jiri z Kravar (Krawarz),
Q116150164,Albrecht Herr von Zelking,en,"Albrecht|Andreas, Herr von Zelking",
Q116150167,Anna von Nussdorf,en,Anna|Margaretha|Maria von Nussdorf,
Q116150186,Jutta von Ellerbach,en,Jutta|Gutta von Ellerbach,Jutta|Gutta von Ellerbach
Q116150293,Mats Gustafsson 'den Gamle' [Sparre av Vik],en,Mats|Mathais Gustafsson 'den Gamle' [Sparre av Vik],Mats|Mathais Gustafsson 'den Gamle' [Sparre av Vik]
Q116150297,Lave Pedersen [Bielke],en,Lave|Lage Pedersen [Bielke],Lave|Lage Pedersen [Bielke]
Q116150304,"Bengt Ebbesen [Pik], Lord of Rossared",en,"Bengt|Benedict Ebbesen [Pik], Lord of Rossared","Bengt|Benedict Ebbesen [Pik], Lord of Rossared"
Q116150307,Jens [Ulf],en,Jens|Jon [Ulf],Jens|Jon [Ulf]
Q116150684,Farkas Szeszármai,en,Farkas|Domokos Szeszármai,
Q116150950,"Mircea Becleanu, 'Bethlen de Bethlen'",en,"Mircea|Marcu Becleanu, 'Bethlen de Bethlen'","Mircea|Marcu Becleanu, 'Bethlen de Bethlen'"
Q116150957,"Judit Becleanu, 'Bethlen de Bethlen'",en,"noble Judit|Judith Becleanu, 'Bethlen de Bethlen'",
Q116151212,Menze von Militz,en,Menze|Mechtild von Militz,
Q116151447,Margarete von Mecklenburg (von Rostock),en,Margarete|Margareta von Mecklenburg (von Rostock),
Q116155513,Alice ferch Gwilym ap Thomas ap Llywelyn,en,Alice|Joan ferch Gwilym ap Thomas ap Llywelyn,Alice|Joan ferch Gwilym ap Thomas ap Llywelyn
Q116156568,Catrin ferch Gruffudd Derwas,en,Catrin|Gwenllian ferch Gruffudd Derwas,Catrin|Gwenllian ferch Gruffudd Derwas
Q116159111,Dorothy Dene,en,Dorothy|Thomasine Dene,Dorothy|Thomasine Dene
Q116159112,"James Dene, of Barrowby",en,"James|Thomas Dene, of Barrowby","James|Thomas Dene, of Barrowby"
Q116159113,"John Dene, of Barrowby",en,"John|James Dene, of Barrowby","John|James Dene, of Barrowby"
Q116159116,Catherine Pedwardine,en,Catherine|Katherine Pedwardine,Catherine|Katherine Pedwardine
Q116159775,Eleanor Davison (Davies),en,Eleanor|Elen Davison (Davies),
Q116159871,Richard Carnesew,en,Richard|Robert Carnesew,Richard|Robert Carnesew
Q116159881,Jane Sherston,en,Jane|Joan Sherston,Jane|Joan Sherston
Q116159960,"Patrick Barclay, of Gartley",en,"Patrick Barclay, of Gartley|Garntully","Patrick Barclay, of Gartley|Garntully"
Q116160044,"Sir Giles Bray, of Great Barrington",en,"Sir Giles|Gyles Bray, of Great Barrington","Sir Giles|Gyles Bray, of Great Barrington"
Q116160489,Jane Drury,en,Jane|Margaret Drury,Jane|Margaret Drury
Q116160556,"William de Kingscote, of Kingscote",en,"William|Henry de Kingscote, of Kingscote","William|Henry de Kingscote, of Kingscote"
Q116168305,Marguerite Coet,en,Marguerite Coet (Coct|Cotée),Marguerite Coet (Coct|Cotée)
Q116168675,Jacob de Rho,en,Jacob de Rho|Rota,Jacob de Rho|Rota
Q116168882,Johanna Walsh,en,Johanna Walsh (Welsh|Waleys|Wilday),Johanna Walsh (Welsh|Waleys|Wilday)
Q116168884,Eleanor Veale,en,Eleanor|Elizabeth Veale,Eleanor|Elizabeth Veale
Q116168892,"Richard Turgis, of Melcombe, Dorset",en,"Richard|Robert Turgis, of Melcombe, Dorset","Richard|Robert Turgis, of Melcombe, Dorset"
Q116168923,Jean Barclay,en,Jean|Joneta Barclay,Jean|Joneta Barclay
Q116169014,Geoffrey de Staunton,en,Geoffrey|Galfridus de Staunton,Geoffrey|Galfridus de Staunton
Q116169015,Malgerus,en,Malgerus|Mauger,Malgerus|Mauger
Q116169036,Emoine le Boteler,en,Emoine|Edmunda le Boteler,Emoine|Edmunda le Boteler
Q116169737,Alexandra Lugg,en,Alexandra|Alice Lugg,Alexandra|Alice Lugg
Q116169746,"Edward Fowler, of Stonehouse",en,"Edward|Walter Fowler, of Stonehouse","Edward|Walter Fowler, of Stonehouse"
Q116169749,"Judith Bennet, of Stonehouse",en,"Judith|Margery Bennet, of Stonehouse","Judith|Margery Bennet, of Stonehouse"
Q116169815,Thomas Jennyns,en,Thomas|William Jennyns,Thomas|William Jennyns
Q116169850,Anne Browe,en,Anne Browe (Borrow|Broe),Anne Browe (Borrow|Broe)
Q116171556,"Alison Neville, of Liversedge",en,"Alison|Alice Neville, of Liversedge","Alison|Alice Neville, of Liversedge"
Q116171577,Margaret Laxham,en,Margaret|Anne Laxham,Margaret|Anne Laxham
Q116172147,Ann Broughton,en,Ann|Joan Broughton,Ann|Joan Broughton
Q116173950,Irmgard von Daun zu Wolkringen,en,Irmgard|Irmesind von Daun zu Wolkringen,Irmgard|Irmesind von Daun zu Wolkringen
Q116174056,Adelheid von Wildenberg,en,Adelheid|Aleide von Wildenberg,Adelheid|Aleide von Wildenberg
Q116174227,Joan Milbourn (Milborne),en,Joan|Agnes|Eleanor Milbourn (Milborne),Joan|Agnes|Eleanor Milbourn (Milborne)
Q116177435,Kater ze Hedcan,en,Kater|Katerina ze Hedcan,
Q116177560,Nikolaus von Wattenwyl (Watteville),en,Nikolaus|Niklaus von Wattenwyl (Watteville),Nikolaus|Niklaus von Wattenwyl (Watteville)
Q116177565,"Urban von Mühleren, Herr von Burgistein",en,"Urban|Ulrich von Mühleren, Herr von Burgistein","Urban|Ulrich von Mühleren, Herr von Burgistein"
Q116177576,Adelheid Meiss,en,Adelheid|Elisabeth Meiss,Adelheid|Elisabeth Meiss
Q116177680,Catherine de Vuillens,en,Catherine|Marguerite de Vuillens,Catherine|Marguerite de Vuillens
Q116177685,Ancelis,en,Ancelis|Amphélise,Ancelis|Amphélise
Q116177694,Jacqueline de Duyns,en,Jacqueline|Jakobea de Duyns,Jacqueline|Jakobea de Duyns
Q116177713,Jeannette de Cossonay,en,Jeannette|Jordane de Cossonay,Jeannette|Jordane de Cossonay
Q116177726,"Jean de Saint-Armour, seigneur de Vincelles",en,"Jean|Guillaume de Saint-Armour, seigneur de Vincelles","Jean|Guillaume de Saint-Armour, seigneur de Vincelles"
Q116177733,Marguerite de Thoyre (Thoire-Villars),en,Marguerite|Mathilde de Thoyre (Thoire-Villars),Marguerite|Mathilde de Thoyre (Thoire-Villars)
Q116177750,Elizabeth Balderston,en,Elizabeth|Anne Balderston,Elizabeth|Anne Balderston
Q116177754,"Alan Singleton, of the Tower",en,"Alan|William Singleton, of the Tower","Alan|William Singleton, of the Tower"
Q116177782,"William Carus, of Ashworth",en,"William|Thomas Carus, of Ashworth","William|Thomas Carus, of Ashworth"
Q116177783,"William Carus, of Ashworth",en,"William|Richard Carus, of Ashworth","William|Richard Carus, of Ashworth"
Q116177813,Margaret Cobham,en,Margaret|Elizabeth Cobham,Margaret|Elizabeth Cobham
Q116178153,Watkin ap Richard Gunter,en,Watkin|Walter ap Richard Gunter,Watkin|Walter ap Richard Gunter
Q116180008,Margaret le Walshe,en,Margaret le Walshe (Walsh|Waleys|Wallis),Margaret le Walshe (Walsh|Waleys|Wallis)
Q116180032,"Elizabeth Twinihoe (Twinyho), of Keyford",en,"Elizabeth|Edith Twinihoe (Twinyho), of Keyford","Elizabeth|Edith Twinihoe (Twinyho), of Keyford"
Q116182874,Kunz Osiander,en,Kunz Osiander|Osanner,Kunz Osiander|Osanner
Q116183109,Eva Lösch,en,Eva|Ella Lösch,Eva|Ella Lösch
Q116183134,Nikolaus Märklin,en,Nikolaus|Klaus Märklin,Nikolaus|Klaus Märklin
Q116183868,"Albrecht Volland, Vogt",en,"Albrecht|Aberlin Volland, Vogt","Albrecht|Aberlin Volland, Vogt"
Q116454884,"Edmund Warneford, of Sevenhampton",en,"Edmund|Edward Warneford, of Sevenhampton","Edmund|Edward Warneford, of Sevenhampton"
Q116454919,"Richard Flyer, of Uttoxeter, Staffs",en,"Richard|Raphe Flyer, of Uttoxeter, Staffs","Richard|Raphe Flyer, of Uttoxeter, Staffs"
Q116469630,Denise Llychwr,en,Denise Llychwr (Lougher|Loughor),Denise Llychwr (Lougher|Loughor)
Q116469808,"Wilcock Lewrch alias Clerke, of Knoyles Place, Llantwit",en,"Wilcock|William Lewrch alias Clerke, of Knoyles Place, Llantwit","Wilcock|William Lewrch alias Clerke, of Knoyles Place, Llantwit"
Q116470885,Rossor ap John ap Hywel ab Ieuan of Llanhenog,en,Rossor|Roger ap John|Jenkin ap Hywel ab Ieuan of Llanhenog,Rossor|Roger ap John|Jenkin ap Hywel ab Ieuan of Llanhenog
Q116470886,John ap Hywel ab Ieuan ap Meurig pf Llanover,en,John|Jenkin ap Hywel ab Ieuan ap Meurig pf Llanover,John|Jenkin ap Hywel ab Ieuan ap Meurig pf Llanover
Q116470910,"Reynold ap Gwilym Powell, of Perth-hir",en,"Reynold|Rheinallt ap Gwilym Powell, of Perth-hir","Reynold|Rheinallt ap Gwilym Powell, of Perth-hir"
Q116477674,Llywelyn Moel ap Hywel ap Tegwared Fychan ap Tegwared,en,Llywelyn Moel|Foel ap Hywel ap Tegwared Fychan ap Tegwared,Llywelyn Moel|Foel ap Hywel ap Tegwared Fychan ap Tegwared
Q116478238,Gronwy Sais ap Richard ap Gruffudd Ddwn ab Iorwerth,en,Gronwy Sais ap Richard|Rhys ap Gruffudd Ddwn ab Iorwerth,Gronwy Sais ap Richard|Rhys ap Gruffudd Ddwn ab Iorwerth
Q116478248,"Sir John Donne, of Utkinton",en,"Sir John|Jenkin Donne, of Utkinton","Sir John|Jenkin Donne, of Utkinton"
Q116478542,John ap Robin Fychan ap Gruffudd ap Hywel Wynn alias Whyte,en,John ap Robin|Robert Fychan ap Gruffudd ap Hywel Wynn alias Whyte,John ap Robin|Robert Fychan ap Gruffudd ap Hywel Wynn alias Whyte
Q116478704,Nest ferch Gruffudd ap John ap Gruffudd,en,Nest|Annes ferch Gruffudd ap John ap Gruffudd,Nest|Annes ferch Gruffudd ap John ap Gruffudd
Q116478775,Jonet ferch Ieuan ap Llywelyn ap Gruffudd Llwyd,en,Jonet|Elliw ferch Ieuan ap Llywelyn ap Gruffudd Llwyd,Jonet|Elliw ferch Ieuan ap Llywelyn ap Gruffudd Llwyd
Q116478989,Mali ferch Ieuan ap Llywelyn ap Gruffudd Llwyd,en,Mali|Gwladus ferch Ieuan ap Llywelyn ap Gruffudd Llwyd,Mali|Gwladus ferch Ieuan ap Llywelyn ap Gruffudd Llwyd
Q116480345,Anne de Botreaux,en,Anne|Alice de Botreaux,Anne|Alice de Botreaux
Q116812065,"Jennet ferch Lewys Raglan, of Vorganwg",en,"Jennet|Sionet ferch Lewys Raglan, of Vorganwg","Jennet|Sionet ferch Lewys Raglan, of Vorganwg"
Q116812185,"Julian Hawey, of St.Donat's",en,"Julian|Joan Hawey, of St.Donat's","Julian|Joan Hawey, of St.Donat's"
Q116812456,Richard ap Gruffudd Ddwn ab Iorwerth ap Maredudd of Mertyn Uwch Glan,en,Richard|Rhys ap Gruffudd Ddwn ab Iorwerth ap Maredudd of Mertyn Uwch Glan,Richard|Rhys ap Gruffudd Ddwn ab Iorwerth ap Maredudd of Mertyn Uwch Glan
Q116812564,Margred ferch Thomas Bawdrip,en,Margred ferch Thomas|Gwilym Bawdrip,Margred ferch Thomas|Gwilym Bawdrip
Q116812565,"Thomas Bawdrip, of Penmark",en,"Thomas|Gwilym Bawdrip, of Penmark","Thomas|Gwilym Bawdrip, of Penmark"
Q116812593,"Margred Giles, of Silstwn",en,"Margred|(Elizabeth) Giles, of Silstwn","Margred|(Elizabeth) Giles, of Silstwn"
Q116854564,Lady Mairi Sinclair,en,Lady Mairi|Marjory Sinclair,Lady Mairi|Marjory Sinclair
Q117024927,Anne Huntington,en,Anne|Agnes Huntington,Anne|Agnes Huntington
Q117243145,Johann Swellengrebel,en,Johann|Hans Swellengrebel,Johann|Hans Swellengrebel
Q117243157,Balthasar Fademrecht,en,Balthasar|Filerectus Fademrecht,Balthasar|Filerectus Fademrecht
Q117243361,Hans Schwellengrebel,en,Hans|Johann Schwellengrebel,Hans|Johann Schwellengrebel
Q117245776,Philip Philipszoon Kuvel,en,Philip Philipszoon Kuvel|Quivel|Quiveel,Philip Philipszoon Kuvel|Quivel|Quiveel
Q117302656,Eleanor Warren,en,Eleanor|Elinor Warren,Eleanor|Elinor Warren
Q117302948,Ralph Staveleigh,en,Ralph Staveleigh (Staveley|Stayley),Ralph Staveleigh (Staveley|Stayley)
Q117302950,Margaret Bostock,en,Margaret|Margery Bostock,Margaret|Margery Bostock
Q117306706,Dafydd ap Madog ap Dafydd Gôch ap Dafydd Hên,en,Dafydd|Deicws ap Madog ap Dafydd Gôch ap Dafydd Hên,Dafydd|Deicws ap Madog ap Dafydd Gôch ap Dafydd Hên
Q117306988,Elsbeth ferch John ap Humphrey Grey,en,Elsbeth|Elizabeth ferch John ap Humphrey Grey,Elsbeth|Elizabeth ferch John ap Humphrey Grey
Q117378853,"Margred Dyer, of Boulston",en,"Margred|Jane Dyer, of Boulston","Margred|Jane Dyer, of Boulston"
Q118173835,Margaret Chute,en,Margaret|Mary Chute,Margaret|Mary Chute
Q121340516,"Lewis Walker, of Bramshall",en,"Lewis|Ludowick Walker, of Bramshall","Lewis|Ludowick Walker, of Bramshall"
Q121344808,Isabel de Harcourt,en,Isabel|Elizabeth de Harcourt,Isabel|Elizabeth de Harcourt
Q122260514,Margaret Herbert,en,Margaret|Mary Herbert,Margaret|Mary Herbert
Q122260550,Dydvil ferch Thomas ap Gwilym ap Jenkin,en,Dydvil|Maud ferch Thomas ap Gwilym ap Jenkin,Dydvil|Maud ferch Thomas ap Gwilym ap Jenkin
Q122360620,"Egidia Moray (Murray), of Culbin",en,"Egidia|Giles Moray (Murray), of Culbin","Egidia|Giles Moray (Murray), of Culbin"
Q122360623,Cristina Mercer,en,Cristina|Christian Mercer,Cristina|Christian Mercer
Q122361169,Joanna Hoord,en,Joanna|Joan Hoord,Joanna|Joan Hoord
Q122361173,Eleanor Mytton,en,Eleanor|Helen Mytton,Eleanor|Helen Mytton
Q122361403,Joan Yonge,en,Joan|Jane Yonge,Joan|Jane Yonge
Q122361620,Gwylawg ab Eginyn ap Llesab Idnerth Benfras,en,Gwylawg|Gwallawe|Gwallog ab Eginyn ap Llesab Idnerth Benfras,Gwylawg|Gwallawe|Gwallog ab Eginyn ap Llesab Idnerth Benfras
Q122361761,Jean Lumsden,en,Jean|Euphemia Lumsden,Jean|Euphemia Lumsden
Q122362409,Marike Anthonisse,en,Marike|Magdalena Anthonisse,Marike|Magdalena Anthonisse
Q122362846,"Joan Tempest, of Bracewell",en,"Joan|Margaret Tempest, of Bracewell","Joan|Margaret Tempest, of Bracewell"
Q122364354,"Robert Gale, of Akeham Grange",en,"Robert|Francis Gale, of Akeham Grange","Robert|Francis Gale, of Akeham Grange"
Q122364561,"James Danby, of Thorpe, Yorks",en,"James|Robert Danby, of Thorpe, Yorks","James|Robert Danby, of Thorpe, Yorks"
Q122364575,Margery Constable,en,Margery|Margaret|Marian Constable,Margery|Margaret|Marian Constable
Q122677838,"Roger de Wynfield, of Edelstowe Hall",en,"Roger|Ralph de Wynfield, of Edelstowe Hall","Roger|Ralph de Wynfield, of Edelstowe Hall"
Q123207015,Sir Edmund Molineux,en,Sir Edmund|Edward Molineux,Sir Edmund|Edward Molineux
Q123207019,Dorothy Paynell,en,Dorothy|Dorathey Paynell,Dorothy|Dorathey Paynell
Q123207204,"Richard Lascelles, of Stourton",en,"Richard|George Lascelles, of Stourton","Richard|George Lascelles, of Stourton"
Q123585207,"Johannes Nissenpoika Pose, land commissioner",en,"Johannes|Hannu Nissenpoika Pose, land commissioner","Johannes|Hannu Nissenpoika Pose, land commissioner"
Q123651999,Rensie Feddans,en,Rensie Feddans|Fedders,Rensie Feddans|Fedders
Q125524447,Margaret Cathcart,en,Margaret|Marion Cathcart,Margaret|Marion Cathcart
Q125569134,"Robert Cowton, of Burgh",en,"Robert Cowton, of Burgh|Brough","Robert Cowton, of Burgh|Brough"
Q125569183,Jane Muswell,en,Jane|Joan Muswell,Jane|Joan Muswell
Q126902898,Ida du Chastelet (Châtelet),en,Ida|Odette du Chastelet (Châtelet),Ida|Odette du Chastelet (Châtelet)
Q126938430,"Hugh Wallace, of Cairnhill",en,"Hugh|Hew Wallace, of Cairnhill|Carnell","Hugh|Hew Wallace, of Cairnhill|Carnell"
Q126938448,Margaret Fresale,en,Margaret Fresale|Fraser,Margaret Fresale|Fraser
Q127225204,Ann Williams,en,Ann|Amy Williams,Ann|Amy Williams
Q127225219,"Augustine Porter, of Belton, Lincs",en,"Augustine|Austin Porter, of Belton, Lincs","Augustine|Austin Porter, of Belton, Lincs"
