geni_id	qid	cjk_names	han_tokens	ko	ja_sourced	zh
6000000012967245138		英悊 孔 | 奉聖侯 孔英悊	英悊 孔 奉聖侯 孔英悊	영철 공 봉성후 공영철		
6000000012967251172	Q1147803	伋 孔	伋 孔	급 공		
6000000012967255967	Q10944422	孔福 | 福 孔	孔福 福 孔	공복 복 공		
6000000012967260028		鮒 孔	鮒 孔	부 공		
6000000012967275156	Q22812635	鮮 鮮之 孔	鮮 鮮之 孔	선 선지 공		
6000000012967276191	Q22812633	撫 孔	撫 孔	무 공		
6000000012967278186	Q22812622	孔武 (子威) | 武 子威 孔	孔武 武 子威 孔	공무 무 자위 공		
6000000012967300599	Q22812629	讚 孔 | 孔讚	讚 孔 孔讚	찬 공 공찬		
6000000012967304091	Q10944537	孔霸 (次孺) | 霸 次孺 孔	孔霸 霸 次孺 孔	공패 패 차유 공		
6000000012967305625	Q10108931	穿 孔	穿 孔	천 공		
6000000012967326556	Q10944464	謙 孔	謙 孔	겸 공		
6000000012967332540	Q22812627	損 君益 孔	損 君益 孔	손 군익 공		
6000000012967336646	Q22812628	曜 君曜 孔	曜 君曜 孔	요 군요 공		
6000000012967336680	Q22812631	震 伯起 孔	震 伯起 孔	진 백기 공		
6000000012967351909	Q22812620	白 孔	白 孔	백 공		
6000000012967352005	Q22812640	長孫 孔	長孫 孔	장손 공		
6000000012967356967	Q15924364	嗣悊 孔	嗣悊 孔	사철 공		
6000000012967356972	Q22812642	崇基 孔	崇基 孔	숭기 공		
6000000012967359906	Q22812623	孔延年 | 延年 孔	孔延年 延年 孔	공연연 연연 공		
6000000012967383673		隨 元路 孔	隨 元路 孔	수 원노 공		
6000000012967402827	Q22812638	文泰 孔	文泰 孔	문태 공		
6000000012967402833	Q22812639	渠 孔	渠 孔	거 공		
6000000012967410661	Q22812641	德倫 大經 孔	德倫 大經 孔	덕윤 대경 공		
6000000012967608603	Q7240164	鯉 伯魚 孔	鯉 伯魚 孔	이 백어 공		
6000000012967668576	Q10944446	騰 孔	騰 孔	등 공		
6000000012967671413	Q22812634	懿 孔	懿 孔	의 공		
6000000012967677450	Q10944341	房 孔	房 孔	방 공		
6000000012967686435	Q22812637	靈珍 孔	靈珍 孔	영진 공		
6000000012967687548	Q22812630	羨 子餘 孔	羨 子餘 孔	선 자여 공		
6000000012967698299	Q10944385	求 孔	求 孔	구 공		
6000000012967698304	Q22812621	箕 孔	箕 孔	기 공		
6000000012967705264	Q22812682	孔忠 (子貞) | 忠 子貞 孔	孔忠 忠 子貞 孔	공충 충 자정 공		
6000000012967717254	Q22812625	均 長平 孔	均 長平 孔	균 장평 공		
6000000012967722241		完 孔	完 孔	완 공		
6000000012967875562		禹 姒姓 | 大禹	禹 姒姓 大禹	우 사성 대우		
6000000012973339197		卬 子卬 孔	卬 子卬 孔	앙 자앙 공		
6000000012973765818		驩 子仲 孔	驩 子仲 孔	환 자중 공		
6000000012973828865		茂 孔	茂 孔	무 공		
6000000012973833056		琳 孔	琳 孔	임 공		
6000000012973841590		捷 孔	捷 孔	첩 공		
6000000012973846063		訢 定伯 孔	訢 定伯 孔	흔 정백 공		
6000000012973847199		恂 士信 孔	恂 士信 孔	순 사신 공		
6000000012973862100		聚 子彥 孔	聚 子彥 孔	취 자언 공		
6000000012973888828		光 子夏 孔	光 子夏 孔	광 자하 공		
6000000012973899975		臧 子武 孔	臧 子武 孔	장 자무 공		
6000000012973919083		元 子元 孔	元 子元 孔	원 자원 공		
6000000012973923711		壽 孔	壽 孔	수 공		
6000000012973934493		孔	孔	공		
6000000012973955024		郁 孔	郁 孔	욱 공		
6000000012973958065		長彥 孔	長彥 孔	장언 공		
6000000012973958896		奮 君魚 孔	奮 君魚 孔	분 군어 공		
6000000012973971409		喜 孔	喜 孔	희 공		
6000000012973977037		孔	孔	공		
6000000012973985816		進 幼達 孔	進 幼達 孔	진 유달 공		
6000000012973988060		孔	孔	공		
6000000012973991100		啟 孔	啟 孔	계 공		
6000000012974013391		奇 子異 孔	奇 子異 孔	기 자이 공		
6000000012974025042		黃 孔	黃 孔	황 공		
6000000012974027091		衍 孔	衍 孔	연 공		
6000000012974028653		永 孔	永 孔	영 공		
6000000012974029027		安國 子國 魯國曲阜	安國 子國 魯國曲阜	안국 자국 노국곡부		
6000000012974037778		宣 孔	宣 孔	선 공		
6000000012974047739		放 孔	放 孔	방 공		
6000000012974070182		仁 孔	仁 孔	인 공		
6000000012974071042		安 孔	安 孔	안 공		
6000000012974073784		建 子建 孔	建 子建 孔	건 자건 공		
6000000012974075911		孔	孔	공		
6000000012974120615		吉 元士 孔 | 宋公 孔吉	吉 元士 孔 宋公 孔吉	길 원사 공 송공 공길		
6000000012974122312		樹 孔	樹 孔	수 공		
6000000012974132173		福民 孔	福民 孔	복민 공		
6000000012974148354		孔尚 | 尚 孔	孔尚 尚 孔	공상 상 공		
6000000012974151818		旭 延壽 孔	旭 延壽 孔	욱 연수 공		
6000000012974181955		麟廉 孔	麟廉 孔	인염 공		
6000000012974190504		恢 聖文 孔	恢 聖文 孔	회 성문 공		
6000000012974199738		誧 仲助 孔	誧 仲助 孔	포 중조 공		
6000000012974199933		孔融 (文舉) | 融 文舉 魯國曲阜 | 融 文舉 魯國曲阜 六	孔融 融 文舉 魯國曲阜 融 文舉 魯國曲阜 六	공융 융 문거 노국곡부 융 문거 노국곡부 육		
6000000012974205614		嘉 山甫 孔	嘉 山甫 孔	가 산보 공		
6000000012974217291		孔某 | 某 孔	孔某 孔	공모 공		
6000000012974223415		孔疇 (元疇) | 疇 元疇 孔	孔疇 疇 元疇 孔	공주 주 원주 공		
6000000012974223904		綱 孔	綱 孔	강 공		
6000000012974223918		又 元儁 孔	又 元儁 孔	우 원준 공		
6000000012974231253		立 子立 孔	立 子立 孔	입 자입 공		
6000000012974243474	Q22812626	志 道甫 孔	志 道甫 孔	지 도보 공		
6000000012974260218		何齊 孔	何齊 孔	하제 공		
6000000012974260347		方 廣平 孔	方 廣平 孔	방 광평 공		
6000000012974261698		孔賢 | 賢 孔	孔賢 賢 孔	공현 현 공		
6000000012974307080		彪 元上 孔	彪 元上 孔	표 원상 공		
6000000012974307261		澍 君德 孔	澍 君德 孔	주 군덕 공		
6000000012974307795		僖 仲和 孔	僖 仲和 孔	희 중화 공		
6000000012974310348		豐 子豐 孔	豐 子豐 孔	풍 자풍 공		
6000000012974314837		褒 文禮 孔	褒 文禮 孔	포 문예 공		
6000000012974315867		潛 景微 孔	潛 景微 孔	잠 경미 공		
6000000012974321190		毓 孔	毓 孔	육 공		
6000000012974325705		孔宙 (季將) | 宙 季將 孔	孔宙 宙 季將 孔	공주 주 계장 공		
6000000012974357984		暢 孔	暢 孔	창 공		
6000000012974358651		謙 孔	謙 孔	겸 공		
6000000012974370618		承 伯序 孔	承 伯序 孔	승 백서 공		
6000000012974394197		袛 承祖 孔	袛 承祖 孔	저 승조 공		
6000000012974411928		芝 德英 孔	芝 德英 孔	지 덕영 공		
6000000012974412107		揚 景蘇 孔	揚 景蘇 孔	양 경소 공		
6000000012974414882		侃 孔	侃 孔	간 공		
6000000012974424846		衍 舒元 孔	衍 舒元 孔	연 서원 공		
6000000012974425090		節 孔	節 孔	절 공		
6000000012974431863		猛 孔	猛 孔	맹 공		
6000000012974432331		遵 公孫 孔	遵 公孫 孔	준 공손 공		
6000000012974433780		蕃 安世 孔	蕃 安世 孔	번 안세 공		
6000000012974447712		旻 孔	旻 孔	민 공		
6000000012974461535		季彥 孔	季彥 孔	계언 공		
6000000012974461572		穎 子夏 孔	穎 子夏 孔	영 자하 공		
6000000012974512730		紀 孔	紀 孔	기 공		
6000000012974514609		廞 孔	廞 孔	흠 공		
6000000012974526565		竺 元慎 孔	竺 元慎 孔	축 원신 공		
6000000012974527313		恬 公默 孔	恬 公默 孔	염 공묵 공		
6000000012974529507		奕 孔	奕 孔	혁 공		
6000000012974540584		羣 敬林 孔	羣 敬林 孔	군 경임 공		
6000000012974542505		沖 孔	沖 孔	충 공		
6000000012974559626		默之 孔	默之 孔	묵지 공		
6000000012974569854		祥 孔	祥 孔	상 공		
6000000012974583184		休源 慶緒 會稽山陰	休源 慶緒 會稽山陰	휴원 경서 회계산음		
6000000012974588244		倫 敬序 孔	倫 敬序 孔	윤 경서 공		
6000000012974597425		混 孔	混 孔	혼 공		
6000000012974598089		岱 孔	岱 孔	대 공		
6000000012974598224		粲 孔	粲 孔	찬 공		
6000000012974599894		孔	孔	공		
6000000012974600121		琳之 彥琳 會稽	琳之 彥琳 會稽	임지 언임 회계		
6000000012974604049		滔 孔	滔 孔	도 공		
6000000012974606240		惔 孔	惔 孔	담 공		
6000000012974606401		淳之 彥深 孔	淳之 彥深 孔	순지 언심 공		
6000000012974608509		滔 孔	滔 孔	도 공		
6000000012974613675		誾 順言 會稽山陰	誾 順言 會稽山陰	은 순언 회계산음		
6000000012974614081		景進 孔	景進 孔	경진 공		
6000000012974618151		靖 季恭 會稽山陰	靖 季恭 會稽山陰	정 계공 회계산음		
6000000012974618371		坦 君平 會稽山陰	坦 君平 會稽山陰	탄 군평 회계산음		
6000000012974619366		源 孔	源 孔	원 공		
6000000012974620254		愉 敬康 會稽山陰	愉 敬康 會稽山陰	유 경강 회계산음		
6000000012974621324		奉聖亭侯 孔隱之	奉聖亭侯 孔隱之	봉성정후 공은지		
6000000012974628690		汪 德澤 會稽山陰	汪 德澤 會稽山陰	왕 덕택 회계산음		
6000000012974628711		嚴 彭祖 孔	嚴 彭祖 孔	엄 팽조 공		
6000000012974633024		孔	孔	공		
6000000012974638152		靈運 會稽山陰	靈運 會稽山陰	영운 회계산음		
6000000012974638782		幼 孔	幼 孔	유 공		
6000000012974649710		沉 德度 孔	沉 德度 孔	침 덕도 공		
6000000012974662980		祐 孔	祐 孔	우 공		
6000000012974666369		熙先 孔	熙先 孔	희선 공		
6000000012974672305		安國 安國 會稽山陰	安國 安國 會稽山陰	안국 안국 회계산음		
6000000012974672564		文憘 孔	文憘 孔	문희 공		
6000000012974684560		靜民 孔	靜民 孔	정민 공		
6000000012974688620		尚 孔	尚 孔	상 공		
6000000012974706389		道民 孔	道民 孔	도민 공		
6000000012974709540		基 孔	基 孔	기 공		
6000000012974716599		道穰 孔	道穰 孔	도양 공		
6000000012974718817		琇之 會稽山陰	琇之 會稽山陰	수지 회계산음		
6000000012974736520		湛之 會稽山陰	湛之 會稽山陰	담지 회계산음		
6000000012974743068		稚孫 孔	稚孫 孔	치손 공		
6000000012974752426		山士 會稽山陰	山士 會稽山陰	산사 회계산음		
6000000012974752629		伏承 孔	伏承 孔	복승 공		
6000000012974757428		白烏 孔	白烏 孔	백오 공		
6000000012974761266		俟 孔	俟 孔	사 공		
6000000012974770586		淵之 會稽山陰	淵之 會稽山陰	연지 회계산음		
6000000012974774163		志亮 孔	志亮 孔	지양 공		
6000000012974805314		靈符 會稽山陰	靈符 會稽山陰	영부 회계산음		
6000000012974828654		孔	孔	공		
6000000012974832381		遙之 孔	遙之 孔	요지 공		
6000000012974843376		景偉 孔	景偉 孔	경위 공		
6000000012974864333		靈龜 孔	靈龜 孔	영구 공		
6000000012974872223		璩之 孔	璩之 孔	거지 공		
6000000012974890065		安 孔	安 孔	안 공		
6000000012974962131		奐 休文 會稽山陰	奐 休文 會稽山陰	환 휴문 회계산음		
6000000012975036919		碩 孔	碩 孔	석 공		
6000000012975039782		邈 會稽山陰	邈 會稽山陰	막 회계산음		
6000000012975039962		虔孫 孔	虔孫 孔	건손 공		
6000000012975048806		道徽 孔	道徽 孔	도휘 공		
6000000012975077018		構 孔	構 孔	구 공		
6000000012975085062		志鉉 孔	志鉉 孔	지현 공		
6000000012975093727		畢 孔	畢 孔	필 공		
6000000012975102502		覬 思遠 會稽山陰	覬 思遠 會稽山陰	기 사원 회계산음		
6000000012975114164		紹安 越州山陰	紹安	소안		
6000000012975120493		長公 孔	長公 孔	장공 공		
6000000012975125597		範 孔	範 孔	범 공		
6000000012975126159		惠元 孔	惠元 孔	혜원 공		
6000000012975126390		道存 會稽山陰	道存 會稽山陰	도존 회계산음		
6000000012975133533		紹新 孔	紹新 孔	소신 공		
6000000012975136338		臻 孔	臻 孔	진 공		
6000000012975140683		至 孔	至 孔	지 공		
6000000012975155308		總 孔	總 孔	총 공		
6000000012975167527		穎達 沖遠 魯國曲阜	穎達 沖遠 魯國曲阜	영달 충원 노국곡부		
6000000012975182276		珮 孔	珮 孔	패 공		
6000000012975206626		子歡 孔	子歡 孔	자환 공		
6000000012975211332		雲童 孔	雲童 孔	운동 공		
6000000012975237475		紹忠 孝揚 孔	紹忠 孝揚 孔	소충 효양 공		
6000000012975238114		仲思 孔	仲思 孔	중사 공		
6000000012975241399		志約 孔	志約 孔	지약 공		
6000000012975241861		季詡 越州山陰	季詡	계후		
6000000012975250321		宗範 孔	宗範 孔	종범 공		
6000000012975256702		檷 孔	檷 孔	이 공		
6000000012975296353		楨 越州山陰	楨	정		
6000000012975305302		珪 孔	珪 孔	규 공		
6000000012975319247		琮 孔	琮 孔	종 공		
6000000012975322331		若思 越州山陰	若思	약사		
6000000012977074008	Q11091470	曾憲植 | 憲植 曾	曾憲植 憲植 曾	증헌식 헌식 증		
6000000012977162884		紀靜 湖南湘鄉 | 紀靜 湖南湘鄉 一	紀靜 紀靜 一	기정 기정 일		
6000000012977235108		廣漢 湖南湘鄉	廣漢	광한		
6000000012977245979	Q78083157	紀官 劍龍 湖南湘鄉 | 紀官 劍龍 湖南湘鄉 六	紀官 劍龍 紀官 劍龍 六	기관 검용 기관 검용 육		
6000000012977282998	Q30610932	紀芬 湖南湘鄉 | 紀芬 湖南湘鄉 六	紀芬 紀芬 六	기분 기분 육		
6000000012977293772	Q65032765	紀梁 介石 湖南湘鄉	紀梁 介石	기양 개석		
6000000012977323815		紀琛 湖南湘鄉 | 紀琛 湖南湘鄉 三	紀琛 紀琛 三	기침 기침 삼		
6000000012977350128		劍英 廣東梅縣	劍英 廣東梅縣	검영 광동매현		
6000000012977365790	Q65032741	廣祚 湖南湘鄉	廣祚	광조		
6000000012977391636	Q78083395	昭和 曾	昭和 曾	소화 증		
6000000012977441511		紀純 湖南湘鄉 | 紀純 湖南湘鄉 四	紀純 紀純 四	기순 기순 사		
6000000012977468326		紀瑞 符卿 湖南湘鄉 | 紀瑞 符卿 湖南湘鄉 四	紀瑞 符卿 紀瑞 符卿 四	기서 부경 기서 부경 사		
6000000012977484356	Q133281715	紀耀 仲坤 湖南湘鄉 | 紀耀 仲坤 湖南湘鄉 二	紀耀 仲坤 紀耀 仲坤 二	기요 중곤 기요 중곤 이		
6000000012979098751	Q24835105	亓官	亓官	기관		
6000000012985231320	Q15934408	緝槼 仲芳 湖南衡山	緝槼 仲芳 湖南衡山	집규 중방 호남형산		
6000000013004913706		花郡主	花郡主	화군주		
6000000013020969736		忙哥帖木兒	忙哥帖木兒	망가첩목아		
6000000013084301659		寶蓀 浩如 平芳 湖南湘鄉	寶蓀 浩如 平芳	보손 호여 평방		
6000000013157063808	Q378356	徵 玄成 鉅鹿曲城	徵 玄成	징 현성		
6000000013157402279		叔玉 鉅鹿曲城 | 叔玉 鉅鹿曲城 一	叔玉 叔玉 一	숙옥 숙옥 일		
6000000013184796146		王	王	왕		
6000000013185115050		靜 姬姓	靜 姬姓	정 희성		
6000000013185338043		滿 姬姓	滿 姬姓	만 희성		
6000000013185438789		囏 姬 | 囏 姬姓	囏 姬 囏 姬姓	간 희 간 희성		
6000000013185481835		宮湦 姬姓	宮湦 姬姓	궁생 희성		
6000000013185531341		瑕 姬姓	瑕 姬姓	하 희성		
6000000013185650204		發 姬姓	發 姬姓	발 희성		
6000000013185734480		棄 后稷 | 姬姓始祖 后稷	棄 后稷 姬姓始祖 后稷	기 후직 희성시조 후직		
6000000013218112986		處 姬姓 | 霍叔處	處 姬姓 霍叔處	처 희성 곽숙처		
6000000013331157405	Q699199	生 愛新覺羅	生 愛新覺羅	생 애신각나		
6000000013331296246	Q109173757	石霞 怡瑩 唐 | 石霞 怡瑩 唐 十	石霞 怡瑩 唐 石霞 怡瑩 唐 十	석하 이형 당 석하 이형 당 십	とうせきか	
6000000013341998978		蒙克塔斯哈喇 博爾濟吉特 | 蒙克塔斯哈喇 博爾濟吉特 一	蒙克塔斯哈喇 博爾濟吉特 蒙克塔斯哈喇 博爾濟吉特 一	몽극탑사합나 박이제길특 몽극탑사합나 박이제길특 일		
6000000013342183863		第達喇 博爾濟吉特 | 第達喇 博爾濟吉特 一	第達喇 博爾濟吉特 第達喇 博爾濟吉特 一	제달나 박이제길특 제달나 박이제길특 일		
6000000013342416365		美尼亞哈齊 博爾濟吉特 | 美尼亞哈齊 博爾濟吉特 二	美尼亞哈齊 博爾濟吉特 美尼亞哈齊 博爾濟吉特 二	미이아합제 박이제길특 미이아합제 박이제길특 이		
6000000013395606795		韓	韓	한		
6000000013395659609		劉	劉	유		
6000000013395699198		潘	潘	반		
6000000013395727342		嚴	嚴	엄		
6000000013395796196		張	張	장		
6000000013395897475		江	江	강		
6000000013395944234		王	王	왕		
6000000013395948645		孔	孔	공		
6000000013396068291		克 吳興長城	克 吳興長城	극 오흥장성		
6000000013443459911		滿都魯	滿都魯	만도노		
6000000013443814834		阿噶多爾濟 孛兒只斤·	阿噶多爾濟	아갈다이제		
6000000013443873409		巴彥蒙克 孛兒只斤·	巴彥蒙克	파언몽극		
6000000013462482733		勒伯克汗 孛兒只斤	勒伯克汗	늑백극한		
6000000013462551402		阿齋 孛兒只斤·	阿齋	아재		
6000000013462632506		脫脫不花	脫脫不花	탈탈불화		
6000000013462638379		哈爾古楚克 孛兒只斤·	哈爾古楚克	합이고초극		
6000000013463793102		捫達喇 博爾濟吉特 | 捫達喇 博爾濟吉特 二	捫達喇 博爾濟吉特 捫達喇 博爾濟吉特 二	문달나 박이제길특 문달나 박이제길특 이		
6000000013523273824		先 額森諾顏 綽羅斯	先 額森諾顏 綽羅斯	선 액삼낙안 작나사		
6000000013523392598		齊克妣吉 綽羅斯	齊克妣吉 綽羅斯	제극비길 작나사		
6000000013527280956		圖蘭青森 脱懽 綽羅斯	圖蘭青森 脱懽 綽羅斯	도난청삼 탈환 작나사		
6000000013538472322		奇 기 | 奇氏	奇 奇氏	기 기씨		
6000000013539727336		子敖 자오 奇 기 | 奇子敖 기자오	子敖 奇 奇子敖	자오 기 기자오		
6000000013539814409		轍 철 奇 기 | 奇轍 기철	轍 奇 奇轍	철 기 기철		
6000000013567302988	Q10869034	勝 子姓	勝 子姓	승 자성		
6000000013567421999	Q10944401	嘉 孔父 子姓	嘉 孔父 子姓	가 공부 자성		
6000000013567576377	Q15939908	子姓 | 防叔 子姓	子姓 防叔 子姓	자성 방숙 자성		
6000000013567653171	Q11093231	木 金父 子姓	木 金父 子姓	목 금부 자성		
6000000013567666036	Q15940896	睾 祁父 子姓	睾 祁父 子姓	고 기부 자성		
6000000013567681047	Q11123538	正 考父 子姓	正 考父 子姓	정 고부 자성		
6000000013567684089	Q10947776	周 宋父 子姓	周 宋父 子姓	주 송부 자성		
6000000013590171966		賀蘭 | 賀蘭氏	賀蘭 賀蘭氏	하난 하난씨		
6000000013590206488		順 獨孤 | 順 獨孤 五	順 獨孤 順 獨孤 五	순 독고 순 독고 오		
6000000013590211917		整 獨孤 | 整 獨孤 七	整 獨孤 整 獨孤 七	정 독고 정 독고 칠		
6000000013590231648		獨孤陀 | 陀 獨孤 六	獨孤陀 陀 獨孤 六	독고타 타 독고 육		
6000000013590232341		穆 獨孤 | 穆 獨孤 三	穆 獨孤 穆 獨孤 三	목 독고 목 독고 삼		
6000000013590262651		俊 弘農華陰 三	俊 三	준 삼		
6000000013590291739		麗華 弘農華陰	麗華	여화		
6000000013590293320		獨孤	獨孤	독고		
6000000013590298317		藏 拔臣 獨孤 | 獨孤藏(三) | 藏 拔臣 獨孤 三	藏 拔臣 獨孤 藏 拔臣 獨孤 三	장 발신 독고 장 발신 독고 삼		
6000000013590300597		阿五 弘農華陰 | 阿五 弘農華陰 五	阿五 阿五 五	아오 아오 오		
6000000013590311322		善 弩引 獨孤 | 獨孤善(二) | 善 弩引 獨孤 二	善 弩引 獨孤 善 弩引 獨孤 二	선 노인 독고 선 노인 독고 이		
6000000013590414208		如羅	如羅	여나		
6000000013590424257		機 獨孤 | 獨孤機	機 獨孤 獨孤機	기 독고 독고기		
6000000013590453290		宇文	宇文	우문		
6000000013590457103		毓 宇文 | 毓 宇文 一	毓 宇文 毓 宇文 一	육 우문 육 우문 일		
6000000013590549183		勇 弘農華陰 一	勇 一	용 일		
6000000013590564085		秀 弘農華陰 四	秀 四	수 사		
6000000013590598096		贇 乾伯 宇文 | 贇 乾伯 宇文 一	贇 乾伯 宇文 贇 乾伯 宇文 一	윤 건백 우문 윤 건백 우문 일		
6000000013735725976		思妮 邱	思妮 邱	사이 구		
6000000013859106000		筐 曾	筐 曾	광 증		
6000000013859176661		相 曾	相 曾	상 증		
6000000013859203857		㝵 若得 曾	㝵 若得 曾	애 약득 증		
6000000013859204790		高 曾	高 曾	고 증		
6000000013859213357		參 子輿 曾	參 子輿 曾	참 자여 증		
6000000013859218327		宜 曾	宜 曾	의 증		
6000000013859218482		鈐 曾	鈐 曾	검 증		
6000000013859236874		芳 曾	芳 曾	방 증		
6000000013859239606		欽 子敬 曾	欽 子敬 曾	흠 자경 증		
6000000013859242648		颺 曾	颺 曾	양 증		
6000000013859243734		軒 曾	軒 曾	헌 증		
6000000013859252675		城 曾	城 曾	성 증		
6000000013859255876		西 子照 曾	西 子照 曾	서 자조 증		
6000000013859263377		元 子元 曾	元 子元 曾	원 자원 증		
6000000013859280837		森 曾	森 曾	삼 증		
6000000013859289236		錫 曾	錫 曾	석 증		
6000000013859293402		鐸 曾	鐸 曾	탁 증		
6000000013859294665		道 曾	道 曾	도 증		
6000000013859304937		公羊	公羊	공양		
6000000013859324394		耕 曾	耕 曾	경 증		
6000000013859335446		晟 曾	晟 曾	성 증		
6000000013859336644		詞 曾	詞 曾	사 증		
6000000013859339485		城 曾	城 曾	성 증		
6000000013859340456		區 曾	區 曾	구 증		
6000000013859341526		赤 曾	赤 曾	적 증		
6000000013859342023		中 曾	中 曾	중 증		
6000000013859344766		塘 曾	塘 曾	당 증		
6000000013859347584		莊 曾	莊 曾	장 증		
6000000013859351579		轝 曾	轝 曾	여 증		
6000000013859356970		端木 | 端木氏	端木 端木氏	단목 단목씨		
6000000013859359602		連 曾	連 曾	연 증		
6000000013859367184		芬 曾	芬 曾	분 증		
6000000013859369231		星 曾	星 曾	성 증		
6000000013859380065		宴 曾	宴 曾	연 증		
6000000013859380300		華 曾	華 曾	화 증		
6000000013859387376		放 曾	放 曾	방 증		
6000000013859400209		棖 曾	棖 曾	정 증		
6000000013859406913		顏 | 顏氏	顏 顏氏	안 안씨		
6000000013859413128		炳 曾	炳 曾	병 증		
6000000013859423999		城 曾	城 曾	성 증		
6000000013859436093		鉅 曾	鉅 曾	거 증		
6000000013859439041		鏡 曾	鏡 曾	경 증		
6000000013859454513		侯	侯	후		
6000000013859460380		上官 | 上官氏	上官 上官氏	상관 상관씨		
6000000013859468674		閔 | 閔氏	閔 閔氏	민 민씨		
6000000013859487695		羨 學餘 曾	羨 學餘 曾	선 학여 증		
6000000013859528527		持 曾	持 曾	지 증		
6000000013859529564		閔 | 閔氏	閔 閔氏	민 민씨		
6000000013859533655		吳 曾	吳 曾	오 증		
6000000013859535106		陽	陽	양		
6000000013859537274		端木	端木	단목		
6000000013859559016		顏 | 顏氏	顏 顏氏	안 안씨		
6000000013859567124		游 | 游氏	游 游氏	유 유씨		
6000000013859572087		王 | 王氏	王 王氏	왕 왕씨		
6000000013859572300		卜 | 卜氏	卜 卜氏	복 복씨		
6000000013859581198		尹 | 尹氏	尹 尹氏	윤 윤씨		
6000000013859585657		江 曾	江 曾	강 증		
6000000013859587339		義 曾	義 曾	의 증		
6000000013859594121		公羊 | 公羊氏	公羊 公羊氏	공양 공양씨		
6000000013859595167		公羊 | 公羊氏	公羊 公羊氏	공양 공양씨		
6000000013859597296		卜 | 卜氏	卜 卜氏	복 복씨		
6000000013859601202		閔 | 閔氏	閔 閔氏	민 민씨		
6000000013859612677		顏	顏	안		
6000000013859620796		椇 曾	椇 曾	구 증		
6000000013859620915		行 曾	行 曾	행 증		
6000000013859622602		淮 曾	淮 曾	회 증		
6000000013859625690		言	言	언		
6000000013859629418		由	由	유		
6000000013859631579		湖 曾	湖 曾	호 증		
6000000013859638496		善 曾	善 曾	선 증		
6000000013859641740		愼 曾	愼 曾	신 증		
6000000013859642871		公冶	公冶	공야		
6000000013859646004		美 曾	美 曾	미 증		
6000000013859648365		杏 曾	杏 曾	행 증		
6000000013859652030		劉	劉	유		
6000000013859652290		淮 曾	淮 曾	회 증		
6000000013859661025		姜 曾	姜 曾	강 증		
6000000013859661224		公羊	公羊	공양		
6000000013859667856		顏	顏	안		
6000000013859668010		羲 曾	羲 曾	희 증		
6000000013859668439		任 曾	任 曾	임 증		
6000000013859668992		陳	陳	진		
6000000013859669772		江 曾	江 曾	강 증		
6000000013859671374		林 曾	林 曾	임 증		
6000000013859671996		鼐 曾	鼐 曾	내 증		
6000000013859674149		陳	陳	진		
6000000013859675662		穀梁	穀梁	곡양		
6000000013859683237		漢 曾	漢 曾	한 증		
6000000013859685114		遠 曾	遠 曾	원 증		
6000000013859686730		秩 曾	秩 曾	질 증		
6000000013859687338		閔	閔	민		
6000000013859695472		譔 曾	譔 曾	선 증		
6000000013859699406		海 曾	海 曾	해 증		
6000000013859700425		執 曾	執 曾	집 증		
6000000013859702564		家 曾	家 曾	가 증		
6000000013859702574		杞 曾	杞 曾	기 증		
6000000013859725344		尹	尹	윤		
6000000013859729241		王	王	왕		
6000000013859743612		池 曾	池 曾	지 증		
6000000013859757467		容 曾	容 曾	용 증		
6000000013859765122		俊 曾	俊 曾	준 증		
6000000013859771163		享 曾	享 曾	향 증		
6000000013859773357		泰 曾	泰 曾	태 증		
6000000013859775116		平 曾	平 曾	평 증		
6000000013859775153		鼎 曾	鼎 曾	정 증		
6000000013859781321		由	由	유		
6000000013859782990		方 曾	方 曾	방 증		
6000000013859783044		和 曾	和 曾	화 증		
6000000013859786800		遐 子盛 曾	遐 子盛 曾	하 자성 증		
6000000013859789420		桂 曾	桂 曾	계 증		
6000000013859794533		寓 曾	寓 曾	우 증		
6000000013859794812		惠 曾	惠 曾	혜 증		
6000000013859800462		議 曾	議 曾	의 증		
6000000013859805417		樂 訓韶 曾	樂 訓韶 曾	낙 훈소 증		
6000000013859806347		况 曾	况 曾	황 증		
6000000013859815439		墴 曾	墴 曾	황 증		
6000000013859815970		池 曾	池 曾	지 증		
6000000013859817938		盈 子美 曾	盈 子美 曾	영 자미 증		
6000000013859832935		扶 曾	扶 曾	부 증		
6000000013859857595		游 曾	游 曾	유 증		
6000000013859864888		據 恆仁 曾	據 恆仁 曾	거 항인 증		
6000000013859877528		頊 曾	頊 曾	욱 증		
6000000013859878673		柳 曾	柳 曾	유 증		
6000000013859884150		基 曾	基 曾	기 증		
6000000013859888343		㝯 曾	㝯 曾	교 증		
6000000013859898821		江 曾	江 曾	강 증		
6000000013859905068		浼 曾	浼 曾	매 증		
6000000013859908715		燿 曾	燿 曾	요 증		
6000000013859921817		昶 曾	昶 曾	창 증		
6000000013859923471		培 本固 曾	培 本固 曾	배 본고 증		
6000000013859933406		嘉 曾	嘉 曾	가 증		
6000000013859952710		仁 曾	仁 曾	인 증		
6000000013859955205		待 曾	待 曾	대 증		
6000000013859958342		傑 曾	傑 曾	걸 증		
6000000013859960938		璟 曾	璟 曾	경 증		
6000000013859969726		案 曾	案 曾	안 증		
6000000013859973098		倬 曾	倬 曾	탁 증		
6000000013859994430		蓼 曾	蓼 曾	요 증		
