geni_id	qid	cjk_names	han_tokens	ko	ja_sourced	zh
6000000003190585580		国平 成瀬 | 成瀬国平	国平 成瀬 成瀬国平	국평 성뇌 성뇌국평		
6000000003190589689		松平尚泰室のち広橋勝胤室 成瀬 | 松平尚泰室のち広橋勝胤室(成瀬正幸娘) | 松平尚泰室のち広橋勝胤室	成瀬	성뇌		
6000000003190598333		正義 成瀬 | 成瀬正義	正義 成瀬 成瀬正義	정의 성뇌 성뇌정의		
6000000003190637262		正頼 成瀬 | 成瀬正頼	正頼 成瀬 成瀬正頼	정뇌 성뇌 성뇌정뇌		
6000000003190637428		吉左衛門 成瀬 | 成瀬吉左衛門	吉左衛門 成瀬 成瀬吉左衛門	길좌위문 성뇌 성뇌길좌위문		
6000000003190658765		正泰 成瀬 | 成瀬正泰	正泰 成瀬 成瀬正泰	정태 성뇌 성뇌정태		
6000000003190677338		国重 成瀬 | 成瀬国重	国重 成瀬 成瀬国重	국중 성뇌 성뇌국중		
6000000003190751204		金丸治部左衛門室 成瀬 | 金丸治部左衛門室(成瀬正一娘)	成瀬	성뇌		
6000000003190760555		正純 成瀬 | 成瀬正純	正純 成瀬 成瀬正純	정순 성뇌 성뇌정순		
6000000003190781639		都築一成室 成瀬 | 都築一成室(成瀬正一娘)	成瀬	성뇌		
6000000003190783599		長治正室 成瀬 | 関長治正室	成瀬	성뇌		
6000000003190838125		一成 都築 | 都築一成	一成 都築 都築一成	일성 도축 도축일성		
6000000003190838288		七蔵 成瀬 | 成瀬七蔵	七蔵 成瀬 成瀬七蔵	칠장 성뇌 성뇌칠장		
6000000003190863640		正典正室 戸田 | 成瀬正典正室	戸田	호전		
6000000003190868512		直庸 成瀬 | 成瀬直庸	直庸 成瀬 成瀬直庸	직용 성뇌 성뇌직용		
6000000003190868963		正幸 成瀬 | 成瀬正幸	正幸 成瀬 成瀬正幸	정행 성뇌 성뇌정행		
6000000003190875082		基直 成瀬 | 成瀬基直	基直 成瀬 成瀬基直	기직 성뇌 성뇌기직		
6000000003190898377		成瀬正親正室 小出 | 成瀬正親正室(小出吉重娘)	小出	소출		
6000000003190942296		正典 成瀬 | 成瀬正典	正典 成瀬 成瀬正典	정전 성뇌 성뇌정전		
6000000003190963134		正幸正室 堀 | 成瀬正幸正室	堀	굴		
6000000003191049144		勝胤 広橋 | 広橋勝胤	勝胤 広橋 広橋勝胤	승윤 광교 광교승윤		
6000000003191089533		隆叙室 成瀬 | 四条隆叙室	成瀬	성뇌		
6000000003198215493		正育室 成瀬 | 成瀬正育室(正典娘)	成瀬	성뇌		
6000000003198216804		正周 青山 | 青山正周	正周 青山 青山正周	정주 청산 청산정주		
6000000003198221943		実顕 田村 | 田村実顕	実顕 田村 田村実顕	실현 전촌 전촌실현		
6000000003198266553		正育 成瀬 | 成瀬正育	正育 成瀬 成瀬正育	정육 성뇌 성뇌정육		
6000000003198274976		邦行 田村 | 田村邦行	邦行 田村 田村邦行	방행 전촌 전촌방행		
6000000003198298898		正壽 成瀬 | 成瀬正壽	正壽 成瀬 成瀬正壽	정수 성뇌 성뇌정수		
6000000003198303900		顕麿 坂上 | 坂上顕麿	顕麿 坂上 坂上顕麿	현마 판상 판상현마		
6000000003198310513		正住 成瀬 | 成瀬正住	正住 成瀬 成瀬正住	정주 성뇌 성뇌정주		
6000000003198311217		正賢 成瀬 | 成瀬正賢	正賢 成瀬 成瀬正賢	정현 성뇌 성뇌정현		
6000000003198318952		兼顕 田村 | 田村兼顕	兼顕 田村 田村兼顕	겸현 전촌 전촌겸현		
6000000003198340149		隆庸 小浜 | 小浜隆庸	隆庸 小浜 小浜隆庸	융용 소빈 소빈융용		
6000000003198350031		篤行 金田 | 金田篤行	篤行 金田 金田篤行	독행 금전 금전독행		
6000000003198364221		正邦 成瀬 | 成瀬正邦	正邦 成瀬 成瀬正邦	정방 성뇌 성뇌정방		
6000000003198374042		正邦室 成瀬 | 成瀬正邦室(正典娘)	成瀬	성뇌		
6000000003198382269		正壽正室 大久保 | 成瀬正壽正室	大久保	대구보		
6000000003198393601		邦行正室 成瀬 | 田村邦行正室	成瀬	성뇌		
6000000003198413815		家顕 田村 | 田村家顕	家顕 田村 田村家顕	가현 전촌 전촌가현		
6000000003198423724		古哲 田村 | 田村古哲	古哲 田村 田村古哲	고철 전촌 전촌고철		
6000000003198434584		顕谷 田村 | 田村顕谷	顕谷 田村 田村顕谷	현곡 전촌 전촌현곡		
6000000003198438981		忠顕 田村 | 田村忠顕	忠顕 田村 田村忠顕	충현 전촌 전촌충현		
6000000003198448704		朝顕 田村 | 田村朝顕	朝顕 田村 田村朝顕	조현 전촌 전촌조현		
6000000003198464474		浄野 坂上 | 坂上浄野	浄野 坂上 坂上浄野	정야 판상 판상정야		
6000000003198471665		行資 田村 | 田村行資	行資 田村 田村行資	행자 전촌 전촌행자		
6000000003198500089		内野 坂上 | 坂上内野	内野 坂上 坂上内野	내야 판상 판상내야		
6000000003198503396		輝顕 田村 | 田村輝顕	輝顕 田村 田村輝顕	휘현 전촌 전촌휘현		
6000000003198505177		平顕 田村 | 田村平顕	平顕 田村 田村平顕	평현 전촌 전촌평현		
6000000003198507209		吉顕 田村 | 田村吉顕	吉顕 田村 田村吉顕	길현 전촌 전촌길현		
6000000003198510289		宗顕 田村 | 田村宗顕	宗顕 田村 田村宗顕	종현 전촌 전촌종현		
6000000003198542171		光顕 田村 | 田村光顕	光顕 田村 田村光顕	광현 전촌 전촌광현		
6000000003198551095		長顕 田村 | 田村長顕	長顕 田村 田村長顕	장현 전촌 전촌장현		
6000000003198551305		政顕 田村 | 田村政顕	政顕 田村 田村政顕	정현 전촌 전촌정현		
6000000003198563072		友顕 田村 | 田村友顕	友顕 田村 田村友顕	우현 전촌 전촌우현		
6000000003198563369		満顕 田村 | 田村満顕	満顕 田村 田村満顕	만현 전촌 전촌만현		
6000000003198586914		則顕 田村 | 田村則顕	則顕 田村 田村則顕	칙현 전촌 전촌칙현		
6000000003198589212		綱顕 田村 | 田村綱顕	綱顕 田村 田村綱顕	강현 전촌 전촌강현		
6000000003198589267		家吉 田村 | 田村家吉	家吉 田村 田村家吉	가길 전촌 전촌가길		
6000000003198746863		正肥 成瀬 | 成瀬正肥	正肥 成瀬 成瀬正肥	정비 성뇌 성뇌정비		
6000000003198812880		正住正室 奥平 | 成瀬正住正室	奥平	오평		
6000000003198873375		忠高 青山 | 青山忠高	忠高 青山 青山忠高	충고 청산 청산충고		
6000000003198880671		幸利 青山 | 青山幸利	幸利 青山 青山幸利	행이 청산 청산행이		
6000000003198886729		幸実 青山 | 青山幸実	幸実 青山 青山幸実	행실 청산 청산행실		
6000000003198896075		正肥正室 成瀬 | 成瀬正肥正室	成瀬	성뇌		
6000000003199003110		幸秀 青山 | 青山幸秀	幸秀 青山 青山幸秀	행수 청산 청산행수		
6000000003199072929		政峻 内藤 | 内藤政峻	政峻 内藤 内藤政峻	정준 내등 내등정준		
6000000003199211534		政峻正室 大久保 | 内藤政峻正室	大久保	대구보		
6000000003199549060		政陽 内藤 | 内藤政陽	政陽 内藤 内藤政陽	정양 내등 내등정양		
6000000003201770367		忠卿 大久保 | 大久保忠卿	忠卿 大久保 大久保忠卿	충경 대구보 대구보충경		
6000000003201905590		本多正方室 菅沼 | 本多正方室(菅沼定賞娘)	菅沼	관소		
6000000003201996052		忠胤室 奥崎 | 奥崎氏	奥崎 奥崎氏	오기 오기씨		
6000000003202026189		忠卿正室 本多 | 大久保忠卿正室	本多	본다		
6000000003202063127		正珍正室 松平 | 本多正珍正室	松平	송평		
6000000003202067130		正珍 本多 | 本多正珍	正珍 本多 本多正珍	정진 본다 본다정진		
6000000003202090250		正矩正室 松野 | 本多正矩正室	松野	송야		
6000000003202189844		信政 分部 | 分部信政	信政 分部 分部信政	신정 분부 분부신정		
6000000003202231689		長信室 朝比奈 | 朝比奈氏	朝比奈 朝比奈氏	조비내 조비내씨		
6000000003202489398		長信 池田 | 池田長信	長信 池田 池田長信	장신 지전 지전장신		
6000000003202490158		連子 本多 | 連子	連子 本多 連子	연자 본다 연자		
6000000003202547518		祐次 伊東 | 伊東祐次	祐次 伊東 伊東祐次	우차 이동 이동우차		
6000000003202589165		信政正室 伊東 | 分部信政正室	伊東	이동		
6000000003212133821		市子 松前 | 松前市子	市子 松前 松前市子	시자 송전 송전시자		
6000000003212155393		喜佐 片倉 | 喜佐(松前安広妻)	喜佐 片倉	희좌 편창		
6000000003212203301		村休 片倉 | 片倉村休	村休 片倉 片倉村休	촌휴 편창 편창촌휴		
6000000003212220385		昌 敬業 吳興長城	昌 敬業 吳興長城	창 경업 오흥장성		
6000000003212222898		信堅 津軽 | 津軽信堅	信堅 津軽 津軽信堅	신견 진경 진경신견		
6000000003212236660		伯山 陳	伯山 陳	백산 진		
6000000003212263730		津軽信建継室 松前 | 津軽信建継室	松前	송전		
6000000003212278251		景長 小十郎 片倉 | 片倉小十郎景長	景長 小十郎 片倉 片倉小十郎景長	경장 소십낭 편창 편창소십낭경장		
6000000003212295090		安広 松前 | 松前安広	安広 松前 松前安広	안광 송전 송전안광		
6000000003212355282		伯義 陳	伯義 陳	백의 진		
6000000003212397228		要兒 吳興烏程	要兒 吳興烏程	요아 오흥오정		
6000000003212399024		村長 小十郎 片倉 | 片倉小十郎村長	村長 小十郎 片倉 片倉小十郎村長	촌장 소십낭 편창 편창소십낭촌장		
6000000003212423823		信建 津軽 | 津軽信建	信建 津軽 津軽信建	신건 진경 진경신건		
6000000003212456393		伯宗 奉業 吳興長城 | 伯宗 陈	伯宗 奉業 吳興長城 伯宗 陈	백종 봉업 오흥장성 백종 진		
6000000003212480563		伯茂 陳 | 伯茂 陈 | 陈伯茂 | 陳伯茂	伯茂 陳 伯茂 陈 陈伯茂 陳伯茂	백무 진 백무 진 진백무 진백무		
6000000003212524010		伊東重定妻 松前 | 伊東重定妻(松前安広娘)	松前	송전		
6000000003212606196		津軽信建正室 秋田 | 津軽信建正室	秋田	추전		
6000000003212615963		為信 津軽 | 津軽為信	為信 津軽 津軽為信	위신 진경 진경위신		
6000000003212636594		紀公 陳	紀公 陳	기공 진		
6000000003212639270		煉公 陳	煉公 陳	연공 진		
6000000003212641459		泰公 陳	泰公 陳	태공 진		
6000000003212659599		伯陵 陳	伯陵 陳	백능 진		
6000000003212732047		弁千代 津軽 | 津軽弁千代	弁千代 津軽 津軽弁千代	변천대 진경 진경변천대		
6000000003212734751		伯謀 陳	伯謀 陳	백모 진		
6000000003212740009		吳興	吳興	오흥		
6000000003212759072		伯固 陳	伯固 陳	백고 진		
6000000003212759414		信敏 津軽 | 津軽信敏	信敏 津軽 津軽信敏	신민 진경 진경신민		
6000000003212795234		信枚 津軽 | 津軽信枚	信枚 津軽 津軽信枚	신매 진경 진경신매		
6000000003212795375		伯仁 陳 | 伯仁 陳 七	伯仁 陳 伯仁 陳 七	백인 진 백인 진 칠		
6000000003212796005		熊千代 津軽 | 津軽熊千代	熊千代 津軽 津軽熊千代	웅천대 진경 진경웅천대		
6000000003212830009		富 津軽 | 富(津軽建広室)	富 津軽	부 진경		
6000000003212841700		清公 陳	清公 陳	청공 진		
6000000003212866253		伯智 陳	伯智 陳	백지 진		
6000000003212870741		正言 陳	正言 陳	정언 진		
6000000003212883074		伯恭 陳	伯恭 陳	백공 진		
6000000003212899513		伯禮 吳興長城 | 伯禮 吳興長城 十	伯禮 吳興長城 伯禮 吳興長城 十	백예 오흥장성 백예 오흥장성 십		
6000000003212968237		晃公 陳	晃公 陳	황공 진		
6000000003212968432		理公 陳	理公 陳	이공 진		
6000000003213141404		大化 陳	大化 陳	대화 진		
6000000003213141999		敬言 河東解縣	敬言	경언		
6000000003213149380		本公 陳	本公 陳	본공 진		
6000000003213158453		美与 津軽 | 美与	美与 津軽 美与	미여 진경 미여		
6000000003213249812		彬公 陳	彬公 陳	빈공 진		
6000000003213249895		材公 陳 | 陳材公, 字:以良, 111, 103, 70, 23, 7世	材公 陳	재공 진		
6000000003213262073		瑀 陳	瑀 陳	우 진		
6000000003213262633		日享 陳	日享 陳	일향 진		
6000000003213262965		矩公 陳 | 陳矩公, 110, 102, 69, 22, 6世	矩公 陳	구공 진		
6000000003213285014		文全 陳	文全 陳	문전 진		
6000000003213285084		仙公 陳	仙公 陳	선공 진		
6000000003213317153		煉全 陳	煉全 陳	연전 진		
6000000003213371635		舍盛 陳	舍盛 陳	사성 진		
6000000003213375916		友由正室 高木 | 遠山友由正室	高木	고목		
6000000003213384001		富宇姫 慶林院 松平 | 慶林院	富宇姫 慶林院 松平 慶林院	부우진 경임원 송평 경임원		
6000000003213454254		昌言 陳	昌言 陳	창언 진		
6000000003213464128		舍榮 陳	舍榮 陳	사영 진		
6000000003213525282		鑒公 陳 | 陳鑒公, 109, 101, 68, 21, 5世	鑒公 陳	감공 진		
6000000003213530934		保弘 服部 | 服部保弘	保弘 服部 服部保弘	보홍 복부 복부보홍		
6000000003213554026		政兕 津軽 | 津軽政兕	政兕 津軽 津軽政兕	정시 진경 진경정시		
6000000003213572015		阿久理 吉良 | 阿久理(津軽政兕正室)	阿久理 吉良	아구이 길양		
6000000003213575865		錦 陳	錦 陳	금 진		
6000000003213592278		濬公 陳	濬公 陳	준공 진		
6000000003213667004		剛公 陳	剛公 陳	강공 진		
6000000003213669017		日旺 陳	日旺 陳	일왕 진		
6000000003213693337		喜久 大道寺 | 喜久(大道寺為久妻)	喜久 大道寺	희구 대도사		
6000000003213782290		君通 陳 | 陳君通, 109, 101, 68, 21, 5世	君通 陳	군통 진		
6000000003213813225		妙容 沈	妙容 沈	묘용 침		
6000000003213821508		直堯正室 高木 | 永井直堯正室	高木	고목		
6000000003213961029		叔寶 元秀 陳 | 叔寶 元秀 陳 一	叔寶 元秀 陳 叔寶 元秀 陳 一	숙보 원수 진 숙보 원수 진 일		
6000000003213979234		衛衝正室 高木 | 谷衛衝正室	高木	고목		
6000000003213984223		勝里 板倉 | 板倉勝里	勝里 板倉 板倉勝里	승이 판창 판창승이		
6000000003213987430		氏利 北条 | 北条氏利	氏利 北条 北条氏利	씨이 북조 북조씨이		
6000000003213987755		志和 陳	志和 陳	지화 진		
6000000003213995059		正盛正室 板倉 | 高木正盛正室	板倉	판창		
6000000003214008701		里政 陳	里政 陳	이정 진		
6000000003214049028		直堯 永井 | 永井直堯	直堯 永井 永井直堯	직요 영정 영정직요		
6000000003214053688		勝里正室 相馬 | 板倉勝里正室	相馬	상마		
6000000003214072693		嘉猷 陳	嘉猷 陳	가유 진		
6000000003214075554		正府 高木 | 高木正府	正府 高木 高木正府	정부 고목 고목정부		
6000000003214108978		里正 陳	里正 陳	이정 진		
6000000003214114564		惟博 陳	惟博 陳	유박 진		
6000000003214121060		保弘正室 高木 | 服部保弘正室	高木	고목		
6000000003214153695		筠溪 陳	筠溪 陳	균계 진		
6000000003214153807		源溪 陳	源溪 陳	원계 진		
6000000003214200793		正府正室 内藤 | 高木正府正室	内藤	내등		
6000000003214209684		玄保 陳	玄保 陳	현보 진		
6000000003214221914		嘉績 陳	嘉績 陳	가적 진		
6000000003214235922		胤 松平 | 胤	胤 松平 胤	윤 송평 윤		
6000000003214254041		東 陳	東 陳	동 진		
6000000003214285923		兆 陳	兆 陳	조 진		
6000000003214308785		嘉源 陳	嘉源 陳	가원 진		
6000000003214325288		陳祥彥 陳	陳祥彥 陳	진상언 진		
6000000003214353205		光宗 陳	光宗 陳	광종 진		
6000000003214389144		嘉謀 陳	嘉謀 陳	가모 진		
6000000003214400187		嘉定 陳	嘉定 陳	가정 진		
6000000003214423223		三郎兵衛 白樫 | 白樫三郎兵衛	三郎兵衛 白樫 白樫三郎兵衛	삼낭병위 백견 백견삼낭병위		
6000000003214433321		長頼 東条 | 東条長頼	長頼 東条 東条長頼	장뇌 동조 동조장뇌		
6000000003214437530		惟常 陳	惟常 陳	유상 진		
