shape	kind	claimed_by	qid	geni_id	sources	component_qids	component_geni_ids
2x2	TANGLE - needs both merges	mixed	Q103568200	6000000005229750431	structural	Q103568200;Q20875133	6000000003051107082;6000000005229750431
2x2	TANGLE - needs both merges	mixed	Q20875133	6000000005229750431	zipper	Q103568200;Q20875133	6000000003051107082;6000000005229750431
1x2	one item, several Geni profiles	mixed	Q10367469	6000000074771241888	wikidata-p2600	Q10367469	6000000074771241888;6000000115604658832
1x2	one item, several Geni profiles	mixed	Q10367469	6000000115604658832	structural;zipper	Q10367469	6000000074771241888;6000000115604658832
1x2	one item, several Geni profiles	wikidata only	Q103765961	6000000007269610446	wikidata-p2600	Q103765961	6000000007269610446;6000000027652562439
1x2	one item, several Geni profiles	wikidata only	Q103765961	6000000027652562439	wikidata-p2600	Q103765961	6000000007269610446;6000000027652562439
1x2	one item, several Geni profiles	wikidata only	Q103768923	6000000007268878697	wikidata-p2600	Q103768923	6000000007268878697;6000000027652282460
1x2	one item, several Geni profiles	wikidata only	Q103768923	6000000027652282460	wikidata-p2600	Q103768923	6000000007268878697;6000000027652282460
2x1	several items, one Geni profile	mixed	Q103773414	6000000009098248550	wikidata-p2600	Q103773414;Q110621125	6000000009098248550
2x1	several items, one Geni profile	mixed	Q110621125	6000000009098248550	structural	Q103773414;Q110621125	6000000009098248550
2x2	TANGLE - needs both merges	ours only	Q103775136	6000000009974351402	structural	Q103775136;Q98698533	6000000009974351402;6000000012654301555
2x2	TANGLE - needs both merges	ours only	Q103775136	6000000012654301555	structural	Q103775136;Q98698533	6000000009974351402;6000000012654301555
2x2	TANGLE - needs both merges	ours only	Q98698533	6000000009974351402	zipper	Q103775136;Q98698533	6000000009974351402;6000000012654301555
2x1	several items, one Geni profile	mixed	Q103782153	6000000002814107346	structural	Q103782153;Q131860480	6000000002814107346
2x1	several items, one Geni profile	mixed	Q131860480	6000000002814107346	wikidata-p2600	Q103782153;Q131860480	6000000002814107346
1x2	one item, several Geni profiles	mixed	Q103784023	6000000172492341585	structural	Q103784023	6000000172492341585;6000000183586045823
1x2	one item, several Geni profiles	mixed	Q103784023	6000000183586045823	wikidata-p2600	Q103784023	6000000172492341585;6000000183586045823
1x2	one item, several Geni profiles	wikidata only	Q103811042	6000000012155903106	wikidata-p2600	Q103811042	6000000012155903106;6000000080760134101
1x2	one item, several Geni profiles	wikidata only	Q103811042	6000000080760134101	wikidata-p2600	Q103811042	6000000012155903106;6000000080760134101
1x2	one item, several Geni profiles	wikidata only	Q103811236	6000000014437907504	wikidata-p2600	Q103811236	6000000014437907504;6000000073137207941
1x2	one item, several Geni profiles	wikidata only	Q103811236	6000000073137207941	wikidata-p2600	Q103811236	6000000014437907504;6000000073137207941
1x2	one item, several Geni profiles	mixed	Q103817563	6000000007705363747	wikidata-p2600	Q103817563	6000000007705363747;6000000039164167389
1x2	one item, several Geni profiles	mixed	Q103817563	6000000039164167389	zipper	Q103817563	6000000007705363747;6000000039164167389
1x2	one item, several Geni profiles	wikidata only	Q103819215	6000000024757887164	wikidata-p2600	Q103819215	6000000024757887164;6000000045888454989
1x2	one item, several Geni profiles	wikidata only	Q103819215	6000000045888454989	wikidata-p2600	Q103819215	6000000024757887164;6000000045888454989
1x2	one item, several Geni profiles	wikidata only	Q103819224	6000000015151679024	wikidata-p2600	Q103819224	6000000015151679024;6000000082673313933
1x2	one item, several Geni profiles	wikidata only	Q103819224	6000000082673313933	wikidata-p2600	Q103819224	6000000015151679024;6000000082673313933
2x1	several items, one Geni profile	wikidata only	Q103819279	6000000014882880868	wikidata-p2600	Q103819279;Q130885409	6000000014882880868
2x1	several items, one Geni profile	wikidata only	Q130885409	6000000014882880868	wikidata-p2600	Q103819279;Q130885409	6000000014882880868
1x2	one item, several Geni profiles	wikidata only	Q103899525	6000000014947264951	wikidata-p2600	Q103899525	6000000014947264951;6000000028265875155
1x2	one item, several Geni profiles	wikidata only	Q103899525	6000000028265875155	wikidata-p2600	Q103899525	6000000014947264951;6000000028265875155
1x2	one item, several Geni profiles	wikidata only	Q103903312	6000000083820194298	wikidata-p2600	Q103903312	6000000083820194298;6000000130989090257
1x2	one item, several Geni profiles	wikidata only	Q103903312	6000000130989090257	wikidata-p2600	Q103903312	6000000083820194298;6000000130989090257
2x1	several items, one Geni profile	wikidata only	Q103922542	6000000015972329829	wikidata-p2600	Q103922542;Q108372045	6000000015972329829
2x1	several items, one Geni profile	wikidata only	Q108372045	6000000015972329829	wikidata-p2600	Q103922542;Q108372045	6000000015972329829
1x2	one item, several Geni profiles	wikidata only	Q103942821	6000000013548621899	wikidata-p2600	Q103942821	6000000013548621899;6000000190090630168
1x2	one item, several Geni profiles	wikidata only	Q103942821	6000000190090630168	wikidata-p2600	Q103942821	6000000013548621899;6000000190090630168
2x2	TANGLE - needs both merges	mixed	Q103954044	6000000016750017533	wikidata-p2600	Q103954044;Q106485733	6000000016750017533;6000000094083282850
2x2	TANGLE - needs both merges	mixed	Q106485733	6000000016750017533	structural	Q103954044;Q106485733	6000000016750017533;6000000094083282850
2x2	TANGLE - needs both merges	mixed	Q106485733	6000000094083282850	wikidata-p2600	Q103954044;Q106485733	6000000016750017533;6000000094083282850
1x2	one item, several Geni profiles	wikidata only	Q103954861	6000000028265674829	wikidata-p2600	Q103954861	6000000028265674829;6000000084632491886
1x2	one item, several Geni profiles	wikidata only	Q103954861	6000000084632491886	wikidata-p2600	Q103954861	6000000028265674829;6000000084632491886
1x2	one item, several Geni profiles	wikidata only	Q103955273	6000000020070655734	wikidata-p2600	Q103955273	6000000020070655734;6000000028265657861
1x2	one item, several Geni profiles	wikidata only	Q103955273	6000000028265657861	wikidata-p2600	Q103955273	6000000020070655734;6000000028265657861
1x2	one item, several Geni profiles	wikidata only	Q104006932	6000000003650750011	wikidata-p2600	Q104006932	6000000003650750011;6000000165166267854
1x2	one item, several Geni profiles	wikidata only	Q104006932	6000000165166267854	wikidata-p2600	Q104006932	6000000003650750011;6000000165166267854
1x2	one item, several Geni profiles	mixed	Q1040312	6000000008492638747	zipper	Q1040312	6000000008492638747;6000000036491110978
1x2	one item, several Geni profiles	mixed	Q1040312	6000000036491110978	wikidata-p2600	Q1040312	6000000008492638747;6000000036491110978
1x2	one item, several Geni profiles	wikidata only	Q104033368	6000000017753201083	wikidata-p2600	Q104033368	6000000017753201083;6000000094651325115
1x2	one item, several Geni profiles	wikidata only	Q104033368	6000000094651325115	wikidata-p2600	Q104033368	6000000017753201083;6000000094651325115
1x2	one item, several Geni profiles	wikidata only	Q104033369	6000000033329766475	wikidata-p2600	Q104033369	6000000033329766475;6000000094651325162
1x2	one item, several Geni profiles	wikidata only	Q104033369	6000000094651325162	wikidata-p2600	Q104033369	6000000033329766475;6000000094651325162
1x2	one item, several Geni profiles	wikidata only	Q104033370	6000000017753202049	wikidata-p2600	Q104033370	6000000017753202049;6000000094652274851
1x2	one item, several Geni profiles	wikidata only	Q104033370	6000000094652274851	wikidata-p2600	Q104033370	6000000017753202049;6000000094652274851
1x2	one item, several Geni profiles	wikidata only	Q104037323	6000000019469300344	wikidata-p2600	Q104037323	6000000019469300344;6000000195039898464
1x2	one item, several Geni profiles	wikidata only	Q104037323	6000000195039898464	wikidata-p2600	Q104037323	6000000019469300344;6000000195039898464
1x2	one item, several Geni profiles	wikidata only	Q104128340	6000000003939689160	wikidata-p2600	Q104128340	6000000003939689160;6000000008997648244
1x2	one item, several Geni profiles	wikidata only	Q104128340	6000000008997648244	wikidata-p2600	Q104128340	6000000003939689160;6000000008997648244
1x2	one item, several Geni profiles	mixed	Q10414698	6000000021121992451	zipper	Q10414698	6000000021121992451;6000000075403421823
1x2	one item, several Geni profiles	mixed	Q10414698	6000000075403421823	wikidata-p2600	Q10414698	6000000021121992451;6000000075403421823
1x2	one item, several Geni profiles	mixed	Q104368624	6000000013113983834	wikidata-p2600	Q104368624	6000000013113983834;6000000015755772169
1x2	one item, several Geni profiles	mixed	Q104368624	6000000015755772169	zipper	Q104368624	6000000013113983834;6000000015755772169
1x2	one item, several Geni profiles	mixed	Q104388625	6000000001837338664	wikidata-p2600	Q104388625	6000000001837338664;6000000003940567305
1x2	one item, several Geni profiles	mixed	Q104388625	6000000003940567305	structural;zipper	Q104388625	6000000001837338664;6000000003940567305
1x3	one item, several Geni profiles	wikidata only	Q104434100	6000000015346478921	wikidata-p2600	Q104434100	6000000015346478921;6000000018647774625;6000000086473062890
1x3	one item, several Geni profiles	wikidata only	Q104434100	6000000018647774625	wikidata-p2600	Q104434100	6000000015346478921;6000000018647774625;6000000086473062890
1x3	one item, several Geni profiles	wikidata only	Q104434100	6000000086473062890	wikidata-p2600	Q104434100	6000000015346478921;6000000018647774625;6000000086473062890
1x2	one item, several Geni profiles	wikidata only	Q104444488	6000000009006812704	wikidata-p2600	Q104444488	6000000009006812704;6000000206780488872
1x2	one item, several Geni profiles	wikidata only	Q104444488	6000000206780488872	wikidata-p2600	Q104444488	6000000009006812704;6000000206780488872
1x3	one item, several Geni profiles	wikidata only	Q104477830	6000000008651330863	wikidata-p2600	Q104477830	6000000008651330863;6000000190046853432;6000000190047298086
1x3	one item, several Geni profiles	wikidata only	Q104477830	6000000190046853432	wikidata-p2600	Q104477830	6000000008651330863;6000000190046853432;6000000190047298086
1x3	one item, several Geni profiles	wikidata only	Q104477830	6000000190047298086	wikidata-p2600	Q104477830	6000000008651330863;6000000190046853432;6000000190047298086
1x2	one item, several Geni profiles	wikidata only	Q104478164	6000000011275428930	wikidata-p2600	Q104478164	6000000011275428930;6000000190046853438
1x2	one item, several Geni profiles	wikidata only	Q104478164	6000000190046853438	wikidata-p2600	Q104478164	6000000011275428930;6000000190046853438
1x2	one item, several Geni profiles	wikidata only	Q104522218	6000000011706766353	wikidata-p2600	Q104522218	6000000011706766353;6000000024947919726
1x2	one item, several Geni profiles	wikidata only	Q104522218	6000000024947919726	wikidata-p2600	Q104522218	6000000011706766353;6000000024947919726
1x2	one item, several Geni profiles	wikidata only	Q104522426	6000000039239819485	wikidata-p2600	Q104522426	6000000039239819485;6000000087360252247
1x2	one item, several Geni profiles	wikidata only	Q104522426	6000000087360252247	wikidata-p2600	Q104522426	6000000039239819485;6000000087360252247
1x2	one item, several Geni profiles	wikidata only	Q104522429	6000000041469650378	wikidata-p2600	Q104522429	6000000041469650378;6000000094084263858
1x2	one item, several Geni profiles	wikidata only	Q104522429	6000000094084263858	wikidata-p2600	Q104522429	6000000041469650378;6000000094084263858
1x2	one item, several Geni profiles	wikidata only	Q104523661	6000000015387184733	wikidata-p2600	Q104523661	6000000015387184733;6000000176783424836
1x2	one item, several Geni profiles	wikidata only	Q104523661	6000000176783424836	wikidata-p2600	Q104523661	6000000015387184733;6000000176783424836
1x3	one item, several Geni profiles	wikidata only	Q104523980	6000000130880649836	wikidata-p2600	Q104523980	6000000130880649836;6000000142414361910;6000000207402402850
1x3	one item, several Geni profiles	wikidata only	Q104523980	6000000142414361910	wikidata-p2600	Q104523980	6000000130880649836;6000000142414361910;6000000207402402850
1x3	one item, several Geni profiles	wikidata only	Q104523980	6000000207402402850	wikidata-p2600	Q104523980	6000000130880649836;6000000142414361910;6000000207402402850
1x2	one item, several Geni profiles	wikidata only	Q104523990	6000000130880012821	wikidata-p2600	Q104523990	6000000130880012821;6000000207402480823
1x2	one item, several Geni profiles	wikidata only	Q104523990	6000000207402480823	wikidata-p2600	Q104523990	6000000130880012821;6000000207402480823
1x2	one item, several Geni profiles	wikidata only	Q104530946	6000000024758016141	wikidata-p2600	Q104530946	6000000024758016141;6000000045888636858
1x2	one item, several Geni profiles	wikidata only	Q104530946	6000000045888636858	wikidata-p2600	Q104530946	6000000024758016141;6000000045888636858
1x2	one item, several Geni profiles	wikidata only	Q104531054	6000000038188552163	wikidata-p2600	Q104531054	6000000038188552163;6000000038238417086
1x2	one item, several Geni profiles	wikidata only	Q104531054	6000000038238417086	wikidata-p2600	Q104531054	6000000038188552163;6000000038238417086
1x2	one item, several Geni profiles	mixed	Q104538482	6000000011242827610	wikidata-p2600;zipper	Q104538482	6000000011242827610;6000000090936577822
1x2	one item, several Geni profiles	mixed	Q104538482	6000000090936577822	wikidata-p2600	Q104538482	6000000011242827610;6000000090936577822
1x2	one item, several Geni profiles	wikidata only	Q104538484	6000000011242995218	wikidata-p2600	Q104538484	6000000011242995218;6000000090936593835
1x2	one item, several Geni profiles	wikidata only	Q104538484	6000000090936593835	wikidata-p2600	Q104538484	6000000011242995218;6000000090936593835
1x2	one item, several Geni profiles	mixed	Q10454303	6000000048525631295	structural;zipper	Q10454303	6000000048525631295;6000000075368353862
1x2	one item, several Geni profiles	mixed	Q10454303	6000000075368353862	wikidata-p2600	Q10454303	6000000048525631295;6000000075368353862
2x1	several items, one Geni profile	mixed	Q104550201	6000000006703703342	structural	Q104550201;Q128043764	6000000006703703342
