token,ancestors,descendants,ancestor_ids,example_descendant_ids
lisbeth,3,11,6000000002916189513 6000000003492045839 6000000005415158955,297801361540005457 321360278730004883 6000000006007882005 6000000010201720249 6000000018577087253 6000000024919119106 6000000030062807741 6000000176121887028 6000000195722564840 6000000197458573835 6000000203395771855
mons,11,3,6000000000496982764 6000000002963897777 6000000003025866430 6000000003492049758 6000000003492057200 6000000003894077739 6000000006776180821 6000000008784042334 6000000009326617021 6000000016176295927 6000000051510221382,6000000015501015076 6000000021849515765 6000000038553479181
torger,11,3,6000000003094935053 6000000005609113638 6000000005609202986 6000000005609325928 6000000006979663414 6000000007255394375 6000000008883349012 6000000011389095852 6000000014350800560 6000000022852736240 6000000033701822339,6000000004097683757 6000000012736892250 6000000018805608442
alfhild,2,17,6000000002889422335 6000000006209726376,6000000002042549453 6000000002171452229 6000000002450307771 6000000002948927712 6000000013133449175 6000000017583061834 6000000017875944651 6000000019480822992 6000000019599117102 6000000022812652169 6000000029878207747 6000000039169914228 6000000076852038844 6000000133675373884 6000000148868435966 6000000181803116859 6000000190689861837
barcelona,17,2,5555982345640054073 6000000000011075006 6000000000011272094 6000000000011284066 6000000000011333058 6000000000531148722 6000000000682370307 6000000001744871718 6000000001744871756 6000000001744871859 6000000001744871876 6000000004533625954 6000000006240544619 6000000007690972801 6000000010463529059 6000000010994178138 6000000227008757864,6000000000693695295 6000000000699383172
burkhard,2,17,6000000016629464625 6000000196144855822,6000000001500989139 6000000003827521521 6000000006727810776 6000000008116086970 6000000023723506821 6000000025538514847 6000000025955524617 6000000026109125941 6000000053280795844 6000000061215868898 6000000061709808944 6000000069429371570 6000000076850197187 6000000077157133955 6000000083733400313 6000000114025011014 6000000206624489940
marinus,2,17,6000000004533664395 6000000091604756821,6000000007341778420 6000000009516644199 6000000009516688083 6000000009516913008 6000000009517217621 6000000009517286541 6000000010349118861 6000000015139063221 6000000015139114295 6000000016811292897 6000000046986606391 6000000046987338953 6000000068127441821 6000000088753182897 6000000161105991834 6000000177332348839 6000000187465468842
ostrorog,1,34,6000000013630983026,6000000002026694916 6000000002026989919 6000000002027281470 6000000002027412108 6000000003273408130 6000000003613003748 6000000003616791585 6000000003616793317 6000000003616826683 6000000003616902123 6000000003616903116 6000000003616905645 6000000003616936388 6000000003617050174 6000000003617210527 6000000003617261703 6000000003617443520 6000000003640154968 6000000003640255478 6000000003640269341
putbus,1,34,6000000001828950711,6000000002939701359 6000000002959544191 6000000014201024543 6000000014201036482 6000000014339489787 6000000014775474739 6000000015976112595 6000000015976256460 6000000015976310802 6000000015976348559 6000000015976393794 6000000015976410249 6000000015976439001 6000000015976453212 6000000015976503054 6000000015976550776 6000000015976563794 6000000015976654155 6000000015976758001 6000000016046789987
stig,1,34,6000000160361429829,305559522510001557 307149082940001857 4412753681580025138 4828273293720062240 4897391741970063794 5544223856270079405 6000000002042702285 6000000002134296503 6000000004185160038 6000000006127120629 6000000007160717790 6000000007322535047 6000000008116157490 6000000009341755938 6000000010840256470 6000000012695483037 6000000012996935669 6000000014675882189 6000000017243387207 6000000023281179843
wera,2,17,6000000009232806925 6000000199972991851,6000000008777464956 6000000013113247289 6000000013471255723 6000000015216284159 6000000020498718687 6000000022102825867 6000000022936805178 6000000026036257215 6000000026037285968 6000000026451471162 6000000026933572737 6000000033949267889 6000000035592697019 6000000048605169925 6000000078056303198 6000000129356939910 6000000174973151090
yves,2,17,6000000001744855616 6000000004270563407,4369216296140014190 6000000002118620348 6000000007436434384 6000000012400584600 6000000035746361255 6000000037404668292 6000000048883879878 6000000049359876859 6000000054233587880 6000000063833181192 6000000188411552834 6000000191278936821 6000000210496145309 6000000210496145361 6000000216571190849 6000000218874178402 6000000227138473824
zona,1,34,6000000059813515841,6000000002027023892 6000000003113956333 6000000003265366237 6000000003723624493 6000000004168189341 6000000011187487747 6000000013039628802 6000000013070044636 6000000014179337912 6000000014199235264 6000000017286399107 6000000029722759989 6000000040572790950 6000000044350304854 6000000052014780868 6000000052704535821 6000000060150202821 6000000071281769265 6000000082637134071 6000000096047325225
ericsson,5,7,6000000003483750144 6000000021132026143 6000000177921516834 6000000177921516854 6000000177921516864,5500529333420122029 6000000004387283537 6000000010751969534 6000000030571509046 6000000035907519985 6000000079554392049 6000000177210447640
eudes,5,7,6000000000682391584 6000000002905028643 6000000003146960279 6000000009025893077 6000000011117297958,5088907621050111084 5117237483010136800 6000000008496150654 6000000009520080017 6000000009520923476 6000000009521359357 6000000027511174619
kare,7,5,6000000002512272005 6000000003243483277 6000000007223574603 6000000007345271587 6000000007423696305 6000000008248363913 6000000019505229909,6000000012329096582 6000000012810617818 6000000027212991107 6000000223061938853 6000000226517642905
marten,5,7,6000000011078927412 6000000012070692210 6000000013430852243 6000000016421263719 6000000016421401219,6000000006127846806 6000000017162984850 6000000018077429951 6000000039249428603 6000000192311342857 6000000199819327847 6000000205968426889
philippa,1,35,6000000000596503208,328128265560001109 5440267062580089676 6000000000752175059 6000000001504862165 6000000001504862309 6000000002846480897 6000000004097627510 6000000005663682196 6000000006727876826 6000000008093324645 6000000011042483152 6000000012944321774 6000000013005993457 6000000016242758412 6000000016421357465 6000000017137426250 6000000019103617642 6000000019408241265 6000000020250689127 6000000021514430263
saga,7,5,3970714729430045179 6000000006209953129 6000000078950852922 6000000078951052889 6000000078951236891 6000000078951253975 6000000078951568835,5310244061200024371 6000000001133441506 6000000001665650728 6000000082325998825 6000000176903511866
sponheim,7,5,6000000000437669873 6000000002750141103 6000000002750545795 6000000003761694375 6000000003827305685 6000000005599105351 6000000010226740465,6000000003827402301 6000000006727820321 6000000009428540756 6000000017332732210 6000000063637659220
sulzbach,1,35,6000000008640513165,6000000000727161781 6000000001389913914 6000000001390233175 6000000001881912272 6000000002188445883 6000000003827355602 6000000003827359015 6000000003827359880 6000000003827435455 6000000006727781811 6000000006727850000 6000000007200366445 6000000007206643495 6000000007206816424 6000000007206924208 6000000007337243848 6000000009519179709 6000000012579060499 6000000012579490510 6000000012579855869
alexios,4,9,6000000000125674313 6000000000515214098 6000000004680787142 6000000088515639151,6000000003827561331 6000000004094974286 6000000008020992573 6000000008021100514 6000000009965727848 6000000017606319532 6000000027724994928 6000000126169972892 6000000204184315840
algot,4,9,6000000002572569993 6000000005795638082 6000000028496912516 6000000028497248023,380465982210012097 6000000011232911476 6000000013133695272 6000000015730149778 6000000032067713528 6000000032067931078 6000000087251359016 6000000087251779891 6000000100898057821
cleves,2,18,6000000000437136028 6000000002141571449,6000000000140288155 6000000000350871478 6000000000350879192 6000000000735705369 6000000000735848449 6000000000883304840 6000000002650030267 6000000003443594323 6000000006101415836 6000000006444746658 6000000007273295799 6000000007283505061 6000000008090739220 6000000013247005285 6000000015871153179 6000000020892050183 6000000026185751596 6000000196942320854
eirik,9,4,4922464856720066618 6000000001209188278 6000000001827562398 6000000002492037845 6000000003101980999 6000000003645683322 6000000007980656795 6000000008248200854 6000000053178244087,6000000002325648503 6000000006910573908 6000000011603313174 6000000013567060315
eriksdatter,18,2,6000000001169238166 6000000001651502714 6000000002391761511 6000000002512252466 6000000003513731919 6000000003732806293 6000000004861553343 6000000004861652218 6000000005414930904 6000000005609398151 6000000005609518066 6000000007013306235 6000000007398990394 6000000008404669111 6000000008852021052 6000000059763681849 6000000177538127841 6000000206195160836,6000000009135307456 6000000010133033255
hedda,1,36,6000000177921459011,6000000006128152608 6000000006128152656 6000000008778922864 6000000013193137869 6000000014100555449 6000000015643023064 6000000017242073732 6000000018394855684 6000000018728108248 6000000020388066066 6000000020469814980 6000000023637489808 6000000024183511121 6000000024307366196 6000000025610923291 6000000025913227025 6000000026366201212 6000000030252387770 6000000033470836104 6000000034937097245
ioannes,9,4,6000000000125596647 6000000000682812378 6000000000768282653 6000000000768707125 6000000000937329305 6000000007175052771 6000000009432259678 6000000089154021857 6000000091228965439,6000000063582718891 6000000215451203831 6000000215451225860 6000000215451635828
jacobsson,3,12,6000000001138735296 6000000001144928065 6000000007052582083,6000000002949615105 6000000011087850640 6000000051750586997 6000000051751372881 6000000117667469832 6000000164660651265 6000000164661668851 6000000165031519062 6000000202316543828 6000000207954300834 6000000207954300838 6000000207954300846
malena,9,4,6000000003195477790 6000000005606976376 6000000005607081976 6000000005607268509 6000000005608892034 6000000006136389060 6000000007473365529 6000000045158864074 6000000196700516821,6000000009389579311 6000000013196422938 6000000108903274822 6000000203092547830
rurikid,6,6,362156517910013935 3696730 6000000000599365568 6000000003098118619 6000000003858595872 6000000005407291287,6000000003827674344 6000000006101381169 6000000013300683171 6000000076097382869 6000000076097748823 6000000192979149822
sune,4,9,363554498970006647 4293217 6000000004533866104 6000000007086528162,5051697643450100495 6000000002379780369 6000000004847058864 6000000010570857420 6000000023720915853 6000000035026423864 6000000079019809852 6000000087824267839 6000000183438934829
odon,1,37,6000000224651315882,324685357000005513 6000000002463703725 6000000004300120277 6000000007306094760 6000000007938710036 6000000008381128426 6000000009278265478 6000000009315989844 6000000010411202668 6000000013790340476 6000000016429409711 6000000016830734265 6000000016832427552 6000000017833865030 6000000020252974094 6000000021502786897 6000000022967375242 6000000023467624664 6000000024668643418 6000000024839615802
