token	first_given	later_given	family
(Dalem	0	0	3
(Dameron)	0	0	1
(Danielsson)	0	0	1
(Danmarks	0	0	1
(Dansk)	0	0	1
(Danske)	0	0	1
(Danupoyo)	0	0	1
(Dari	0	0	1
(Dass)	0	0	1
(Dato'	0	0	1
(Daughter	0	0	1
(daughter	0	0	1
(Dauphin,	0	0	1
(Dauphine)	0	0	1
(David)	0	0	1
(Davie)	0	0	1
(Davy)	0	0	4
(Dawkin)	0	0	1
(Day)	0	0	1
(Daza)	0	0	1
(De	0	0	6
(de	0	0	104
(De)	0	0	2
(de)	0	0	100
(Dean)	0	0	2
(DeBarrie)	0	0	2
(deceased)	0	0	1
(del	0	0	7
(della	0	0	4
(Demang	0	1	2
(Demidov)	0	0	1
(Den	0	0	5
(den	0	0	3
(den)	0	0	1
(DePaulis,	0	0	1
(der	0	0	4
(detti	0	0	5
(Deutsch)	0	0	3
(Devensen)	0	0	1
(Dewi	0	0	2
(Dg.	0	0	1
(di	0	0	11
(di)	0	0	1
(died	0	0	5
(Dietrich)	0	0	1
(Dietz)	0	0	1
(Dingtorp)	0	0	1
(Diniz)	0	0	1
(Ditlevsen)	0	0	1
(Djula)	0	0	1
(Djäkn)	0	0	2
(Djäkne)	0	0	1
(Dna.)	0	0	5
(Dobun-le-Bon-Viseur)	0	0	1
(dog	0	0	1
(Doherty)	0	0	1
(Doll)	0	0	1
(Dolles)	0	0	2
(Domdechant)	0	0	1
(Doortoghe)	0	0	1
(Doss)	0	0	1
(Doudeauville)	0	0	1
(Drake	0	0	1
(Drugge)	0	0	2
(Drummond)	0	0	1
(du	0	0	1
(du)	0	0	11
(dubbel	0	0	1
(Duchenes)	0	0	1
(Duckworth)	0	0	1
(Due)	0	0	26
(Dufva)	0	0	4
(Dukas)	0	0	1
(Dul	0	0	1
(Dume)	0	0	1
(Dunant)	0	0	1
(Durchman)	0	0	2
(Duschenes)	0	0	1
(Duse)	0	0	3
(Duwa~le~Borgne)	0	0	1
(Dyk)	0	0	1
(Dynna)	0	0	1
(Dyre)	0	0	20
(Dyrkollbotn)	0	0	2
(Dávila)	0	0	3
(Dårdis)	0	0	1
(Díaz)	0	0	1
(Dòu)	0	0	15
(död	0	1	60
(Dödfödd)	0	0	1
(Döfnäs)	0	0	2
(død	0	0	2
(Dødfødt)	0	0	1
(Døvik)	0	0	1
(Dücke)	0	0	2
(Dümcke)	0	0	1
(d’Aubigny)	0	0	1
(e	0	0	2
(e.	0	0	3
(E.)	0	0	1
(e.Lehto)	0	0	1
(Ebers)	0	0	1
(Edelberg)	0	0	1
(Edmark)	0	0	1
(Eeg	0	0	1
(eekhoft)	0	0	1
(Egeland)	0	0	1
(EGER)	0	0	1
(Eggeboe)	0	0	2
(Egger)	0	0	2
(Egsted)	0	0	1
(Ehefrau	0	0	1
(Ehnberg)	0	0	1
(Eickstedt)	0	0	3
(Eid)	0	0	1
(Eik)	0	0	2
(Eiken/Kroken)	0	0	2
(Eimhus)	0	0	1
(Eio)	0	0	2
(Eka)	0	0	15
(Eka-släkt)	0	0	8
(Ekaätten)	0	0	1
(Ekeblad	0	0	3
(Ekelund)	0	0	1
(Ekelöf)	0	0	2
(Ekenstierna)	0	0	1
(Eklund)	0	0	1
(Ekorre)	0	0	1
(El	0	0	1
(El-Malik	0	0	1
(Elers)	0	0	2
(ELGIE	0	0	2
(Eliae)	0	0	1
(Elias)	0	0	1
(Ella)	0	0	1
(eller	0	0	7
(Ellingsen)	0	0	1
(Elnæs)	0	0	1
(Elofsson)	0	0	2
(Elofssönerna)	0	0	1
(Eloranta)	0	0	1
(Elvedalensis)	0	0	1
(EMBAH	0	0	1
(Emilsdatter)	0	0	1
(Emmerich)	0	0	28
(Emperor)	0	0	1
(en	0	0	6
(Endo)	0	0	2
(Engels)	0	0	1
(Engersgau)	0	0	2
(Englund)	0	0	1
(ent.	0	0	6
(ent.Kronholm)	0	0	1
(ent.Strandholm)	0	0	1
(Ephraim)	0	0	1
(Erb)Schenkin	0	0	1
(Erevik)	0	0	2
(Erfjord)	0	0	1
(Eriksdotter)	0	0	1
(Eriksdtr.	0	0	1
(Eriksson)	0	0	8
(Erland)	0	0	2
(Ernesti)	0	0	1
(Erpel)	0	0	1
(Ersdotter)	0	0	2
(Ersrud)	0	0	1
(Ersson)	0	0	5
(Ersvær)	0	0	1
(esiintyy	0	0	1
(Espejo	0	0	1
(Espeland)	0	0	2
(Espelistøl)	0	0	1
(Estl.)	0	0	24
(Estridsøn)	0	0	1
(Etchezarra)	0	0	1
(Eticho),	0	0	1
(ett	0	0	3
(Eule)	0	0	1
(ev.)	0	0	1
(ex	0	0	1
(ex-Hamremoen)	0	0	1
(ex.	0	0	1
(Ey)	0	0	1
(Eyang	0	0	1
(Ezzonen)	0	0	1
(f	0	0	1
(f.	0	1	4
(f.1	0	0	1
(f.1263,	0	0	1
(F.M.1.)	0	0	1
(f.Pnepp/Knepp..?)	0	0	1
(Fabricius)	0	0	1
(Fabčič)	0	0	1
(Fagernäs-Grells)	0	0	1
(Fahlund)	0	0	1
(Fahne)	0	0	1
(Falk)	0	0	3
(Falker)	0	0	2
(Fallang)	0	0	1
(fallegaarden)	0	0	1
(falsk	0	0	1
(Farfar)	0	0	2
(Fargalt)	0	0	4
(Farrokh	0	0	1
(Fasti)	0	0	4
(father	0	0	1
(Faulconer)	0	0	2
(fdOlsdotter)	0	0	1
(Federatus,	0	0	1
(Feilchenfield)	0	0	1
(Feinberg)	0	0	1
(fem	0	0	1
(Fennonia)	0	0	1
(Fernandez)	0	0	1
(Fernández	0	0	1
(Ferreira)	0	0	1
(Ferslev)	0	0	1
(Field)	0	0	4
(Fiennes)	0	0	2
(Fikkesen)	0	0	2
(Fincke)	0	0	1
(Fincke?)	0	0	1
(Finckenhagen?)	0	0	1
(Fineberg)	0	0	1
(Finksztejn)	0	0	1
(Finne)	0	0	1
(Finsta)	0	0	7
(Finstaätten)	0	0	2
(Fischer?)	0	0	1
(Fisher)	0	0	1
(Fjellvik)	0	0	2
(Fjære)	0	0	1
(Fjærland)	0	0	2
(Flad)	0	0	1
(Flaidd?)	0	0	1
(Flak)	0	0	2
(Flander)	0	0	1
(Flatebø)	0	0	1
(Flatseth)	0	0	1
(Flink)	0	0	1
(Floman)	0	0	1
(Flores	0	0	1
(Flores)	0	0	1
(Florio)	0	0	1
(Flotene	0	0	1
(Fløgstad?)	0	0	1
(Fløystrup)	0	0	1
(Foged?)	0	0	1
(Fogh?)	0	0	1
(Folkesdotter	0	0	1
(Folkunga)	0	0	2
(Folkungaätt)	0	0	6
(Folkungaätt-oä)	0	0	8
(Folkungaätt-V)	0	0	2
(Folkungaätten)	0	0	13
(Folkungaättens	0	0	8
(Fong/Kuang)	0	0	2
(Forbes)	0	0	1
(Forman)	0	0	1
(formerly	0	0	3
(Forrestad)	0	0	1
(Fors)	0	0	2
(Forsand)	0	0	1
(Forsell)	0	0	1
(Forssell)	0	0	1
(Forstena)	0	0	55
(Forstenaätten)	0	0	2
(Foster)	0	0	1
(Fot)	0	0	1
(Fowleshurst)	0	0	1
(Fr)	0	0	2
(fra	0	0	2
(Frafjord	0	0	1
(Frafjord)	0	0	3
(Framigar)	0	0	1
(Franken)	0	0	1
(Frankl)	0	0	1
(Freck)	0	0	1
(Fredriksen)	0	0	1
(Fredriksson)	0	0	1
(Fredsted)	0	0	1
(Freireich	0	0	1
(Frende)	0	0	1
(Frese)	0	0	1
(Fresenius)	0	0	2
(Frey)	0	0	1
(Freyre)	0	0	1
(Fridbourg)	0	0	15
(Fridland)	0	0	18
(Friedman)	0	0	1
(frilla)	0	0	1
(Frillor)	0	0	2
(Frimodig)	0	0	1
(Frisvold)	0	0	1
(Froddes)	0	0	1
(from	0	0	1
(From?)	0	0	1
(frå	0	0	1
(Frössvik)	0	0	8
(Frösviksätten)	0	0	1
(Fuggeli)	0	0	1
(Fuglestad)	0	0	1
(Fuhrmann,	0	0	1
(Funthin)	0	0	2
(Funtin)	0	0	1
(Furner)	0	0	1
(furtenbach)	0	0	2
(Furtif-le-Craintif)	0	0	1
(Fuske)	0	0	1
(fyrfota	0	0	1
(Fyrsti	0	0	1
(fyrstyckad	0	0	2
(Fältman)	0	0	7
(Fänestad)	0	0	2
(Färla)	0	0	11
(Färm)	0	0	1
(Färnström)	0	0	1
(fågelhuvud)	0	0	1
(Fånö)	0	0	4
(Fånöätten)	0	0	7
(Föck)	0	0	1
(född	0	1	4
(fødenavn	0	0	1
(Født	0	0	1
(født	0	0	13
(før	0	0	1
(Førde)	0	0	1
(Føring)	0	0	1
(g#45)	0	0	4
(g.m..	0	0	1
(g.m.:	0	0	1
(G.R.Ajeng	0	0	1
(Gaard)	0	0	2
(Gabrielsdatter)	0	0	1
(Gaddy)	0	0	1
(Gahlnback)	0	0	10
(Gahlnbäck)	0	0	1
(Gaitán)	0	0	1
(Galen)	0	0	11
(Galindo)	0	0	1
(Gallo)	0	0	2
(Galsciødt)	0	0	1
(Galskyt)	0	0	3
(Galt)	0	0	3
(Galtebakken)	0	0	1
(Gammelgårdista)	0	0	1
(Gandara)	0	0	4
(Gangness)	0	0	1
(Gans)	0	0	2
(Gaon)	0	0	2
(Garces)	0	0	4
(Garcia)	0	0	1
(Garnier)	0	0	1
(Garwa	0	0	5
(Garwo	0	0	1
(garwo	0	0	5
(Gaulart	0	0	2
(Gaunt)	0	0	5
(Gaupne)	0	0	1
(Gausel)	0	0	1
(Gavlösläkt)	0	0	1
(Gaytel,	0	0	1
(geb.	0	0	3
(Gedda)	0	0	1
(Gedde)	0	0	1
(Geiss)	0	0	2
(gen.	0	0	1
(Gering)	0	0	1
(Gers)	0	0	1
(Gerstle)	0	0	1
(Get)	0	0	1
(Gette)	0	0	2
(Giedde?)	0	0	1
(Giers)	0	0	1
(Giever?)	0	0	2
(gift	0	0	2
(gift)	0	0	1
(giftSvensson)	0	0	1
(Gilja)	0	0	1
(Gilje)	0	0	1
(gin)	0	0	1
(Ginbalk	0	0	1
(ginbalk)	0	0	1
(Gisiko)	0	0	1
(Gjelsten)	0	0	1
(Gjerstrup)	0	0	1
(Gjesing)	0	0	3
(Gjøvåg)	0	0	1
(Gl.	0	0	1
(Glad)	0	0	2
(Gladhem)	0	0	3
(Glambek)	0	0	3
(Glančnik)	0	0	1
(Glass)	0	0	1
(Glazier)	0	0	1
(Glipping)	0	0	1
(Glob)	0	0	4
(Glondong	0	0	2
(Gløsen)	0	0	1
(Goa	0	0	1
(Goa)	0	0	2
(Godov)	0	0	1
(Godsen)	0	0	1
(Goldschmidt)	0	0	5
(Gollmer)	0	0	1
(Golmaier)	0	0	1
(Gomes)	0	0	1
(Gomperz)	0	0	1
(Gonzalez	0	0	1
(Gonzalvez)	0	0	1
(Goodell)	0	0	1
(Gotzou)	0	0	1
(Gould)	0	0	1
(Gramstad)	0	0	2
(Granbacka)	0	0	1
(Grange)	0	0	2
(Granholm)	0	0	1
(Grannabba)	0	0	3
(Granvik)	0	0	1
(Gras)	0	0	1
(gravningen)	0	0	1
(Greevers)	0	0	2
(Gren)	0	0	14
(Grepperud)	0	0	3
(Gresen)	0	0	1
(Greta	0	5	0
(Grieg)	0	0	1
(Griis)	0	0	1
(Grill)	0	0	6
(Grimestad)	0	0	1
(Grip)	0	0	2
(Gripenstedt)	0	0	7
(Griphuvud)	0	0	1
(Grisatorp)	0	0	5
(Gross)	0	0	1
(Groto)	0	0	1
(Grubb)	0	0	5
(Gruben)	0	0	2
(Grubendal)	0	0	1
(Grunnerus)	0	0	2
(Gräfin	0	0	1
(Grådin)	0	0	1
(Gråsten)	0	0	1
(Grön)	0	0	1
(Grönroos)	0	0	1
(Gröön)	0	0	1
(Grødum)	0	0	1
(Grünhut)	0	0	1
(Guan	0	0	2
(Gudesteiz)	0	0	1
(Gudmundi)	0	0	1
(Gudmundsson)	0	0	1
(Guedaz	0	0	1
(Gugur)	0	0	1
(Guibertus)	0	0	2
(Guidry)	0	0	1
(gulbraa)	0	0	2
(Gulbrandsdatter)	0	0	1
(Guldberg)	0	0	11
(Gullbringa)	0	0	1
(Gullerdalen)	0	0	1
(Gumsehuvud)	0	0	8
(gumsehuvud)	0	0	4
(Gundersen)	0	0	1
(Gundrosen)	0	0	1
(Gussich)	0	0	1
(Gustafsson)	0	0	1
(Gustavsen)	0	0	1
(Guterman)	0	0	2
(Guī	0	0	1
(Gwrddwfn)	0	0	1
(Gwrgeneu)	0	0	1
(Gyldenstierne)	0	0	1
(Gyllenhorn)	0	0	2
(Gyllensparre)	0	0	8
(Gyllenspetz)	0	0	1
(Gyllenstierna)	0	0	4
(Gylta)	0	0	1
(Gymnich)	0	0	1
(Gädda)	0	0	1
(Gåse)	0	0	5
(Gómez)	0	0	1
(Göstafsdotter)	0	0	1
(Gøye)	0	0	2
(Gøysavik)	0	0	1
(Günzburg)	0	0	2
(Ha-Sib'oni)	0	0	1
(Haagensdatter)	0	0	5
(Haagensdotter)	0	0	2
(Haaset)	0	0	1
(Habegger)	0	0	1
(Habsburgo)	0	0	1
(Hackzell)	0	0	6
(Hafridsons	0	0	2
(Hafridssons	0	0	5
(Haga)	0	0	1
(Hage)	0	0	1
(Hagemann)?	0	0	1
(Hager)	0	0	2
(Hagman)	0	0	1
(Haguenauer)	0	0	1
(Haim	0	0	1
(Haji	0	0	1
(Hakhnokhi)	0	0	1
(Hakimuddin	0	0	1
(Haland)	0	0	1
(Halberthal)	0	0	1
(Halevi)	0	0	1
(HaLevy)	0	0	1
(half	0	0	1
(Hallkvedsätten)	0	0	1
(Hallurson)	0	0	1
(Halphen)	0	0	1
(Hals)	0	0	1
(Halsey)	0	0	1
(Halsteensen)	0	0	2
(Halti	0	0	1
(Halv	0	0	3
(halv	0	0	7
(Halvarson)	0	0	1
(Halvhjort	0	0	39
(Halvhjort)	0	0	7
(halvhjort)	0	0	2
(Halvmåne)	0	0	2
(Halvorsen)	0	0	1
(Halvorsen,	0	0	1
(Halyday)	0	0	2
(Hamangkurat	0	0	1
(Hamberg)	0	0	2
(Hamburg)	0	0	1
(Hamburger)	0	0	1
(Hameln)	0	0	18
(Hammarstedt)	0	0	1
(Hammarstierna)	0	0	1
(Hammer)	0	0	4
(Hammersta)	0	0	11
(Hammerstadätten)	0	0	2
(Hammerstaätten)	0	0	2
(Hand)	0	0	3
(Hand))	0	0	1
(Haneberg)	0	0	1
(Hanebrekke)	0	0	1
(Hanelius)	0	0	1
(Hanhikoski)	0	0	2
(Hannuksela)	0	0	2
(Hans	0	0	1
(Hans]	0	1	0
(Hansdatter)	0	0	1
(Hansdotter	0	0	1
(Hansen	0	0	1
(Hansen)	0	0	9
(Hansson)	0	0	1
(Hanxler	0	0	1
(Haqvinius)	0	0	1
(Harbou)	0	0	1
(Harju)	0	0	1
(Harpmer)	0	0	4
(Hartwich)	0	0	1
(Hasdai)	0	0	1
(Hasmonean)	0	0	1
(Hassel)	0	0	2
(Hatt)	0	0	1
(Hauge)	0	0	1
(Haugedal)	0	0	1
(Haugen)	0	0	1
(Hauknes)	0	0	1
(Haus)	0	0	1
(Have)	0	0	2
(Havens)	0	0	2
(Hayman?)	0	0	1
(he	0	0	1
(Hebnes)	0	0	1
(Hebo)	0	0	2
(Hedlund)	0	0	1
(Heesbeen)	0	0	2
(Heggebø)	0	0	20
(Hegland)	0	0	2
(Heiabø)	0	0	1
(Heiberg)Johansen	0	0	1
(Heidulff)	0	0	3
(Heijenstedt)	0	0	1
(Heikel)	0	0	1
(Heikkilä)	0	0	1
(Heikkilä-Lavo)	0	0	1
(Heimvik)	0	0	1
(Helenius)	0	0	1
(Heliste)	0	0	1
(Helland	0	0	3
(Hellandt)	0	0	2
(Hellström)	0	0	1
(Helm)	0	0	1
(Hendersson)	0	0	1
(Henneberg)	0	0	1
(HENRIKSEN)	0	0	1
(Henriksen)	0	0	2
(Henriksson)	0	0	1
(Hephthalite/Kidarite	0	1	0
(Herman)	0	0	1
(Herriche)	0	0	2
(Herrin	0	0	1
(Hertz)	0	0	1
(Herzenskron)	0	0	1
(Herzfeld)	0	0	2
(Heschel)	0	0	1
(Heskestad)	0	0	1
(Hesselballe)	0	0	2
(Hesselroth?)	0	0	1
(Hestamoen	0	0	1
(Hetland)	0	0	1
(Heyerdahl)	0	0	1
(Heynemann)	0	0	1
(Hielman)	0	0	1
(Hielmer)	0	0	1
(Hielt)	0	0	1
(Hierta	0	0	1
(Hildesheim)	0	0	1
(Hille)	0	0	3
(Hillel)	0	0	1
(Hilli/Lassila)	0	0	1
(Himle)	0	0	2
(Himottu)	0	0	3
(Himyarite)	0	0	1
(Hinna	0	0	1
(Hinseberg)	0	0	6
(Hinsekind)	0	0	2
(Hircinius)	0	0	1
(Hirtzel)	0	0	1
(Hiskjo)	0	0	1
(Hjelmeland)	0	0	1
(Hjorteberg)	0	0	1
(Hjorthorn)	0	0	4
(hjorthorn)	0	0	7
(Hjorthorn,	0	0	3
(Hjorthufvud)	0	0	3
(Hjorthuvud)	0	0	1
(hjorthuvud)	0	0	1
(Hjortö)	0	0	8
(Hjulstaätt)	0	0	5
(hjärta)	0	0	1
(Hobro)	0	0	1
(Hocknell?)	0	0	1
(Hodlekje)	0	0	1
(Hofjude)	0	0	1
(Hofvit)	0	0	1
(Hokkinen)	0	0	1
(Holff)	0	0	5
(Holland-Frisien)	0	0	1
(Holleby)	0	0	3
(Hollsten)	0	0	1
(Holm)	0	0	2
(Holmberg)	0	0	1
(Holter)	0	0	1
(Holtzy)	0	0	11
(Hom	0	0	3
(Homem	0	0	1
(Homme?)	0	0	1
(Honstein)	0	0	1
(Hoofd	0	0	2
(Hoppe)	0	0	1
(Horm?)	0	0	1
(Hornemann	0	0	1
(Horowitz)	0	0	2
(Horreby)	0	0	1
(Horschitz)	0	0	1
(Horstius)	0	0	19
(Hourula)	0	0	3
(House	0	0	3
(Hove)	0	0	1
(Hovland)	0	0	1
(Hoyer)	0	0	2
(hr.	0	0	1
(Hradce)	0	0	1
(Hrolfurson)	0	0	1
(Huang	0	0	2
(Huitfeldt)	0	0	1
(Humppi)	0	0	1
(Hund	0	0	1
(Hundevad)	0	0	2
(Hunsala)	0	0	1
(Huntjovsdatter)	0	0	2
(hurwitz)	0	0	1
(Husebø)	0	0	1
(Huss)	0	0	1
(Huth)	0	0	1
(Hvass)Andersson	0	0	1
(Hvide)	0	0	55
(Hviding)	0	0	1
(Hviid)	0	0	1
(Hvittenstiern)	0	0	1
"(Hyksi"""	0	1	0
(házi)	0	0	18
(Hällekis)	0	0	1
(Härköin)	0	0	1
(Häsjebacka	0	0	1
(Hästbacka)	0	0	2
(Håkan	0	0	1
(Hålbonäs)	0	0	1
(Hålbonäsätten)	0	0	1
(Hård	0	0	8
(Håset)	0	0	1
(Hé)	0	0	4
(Högbacka)	0	0	1
(Hölderlin)	0	0	2
(Hörde)	0	0	1
(Høg)	0	0	1
(Hørby)	0	0	1
(Høvisheland)	0	0	1
(Hühnerhans)	0	0	1
(I	0	0	1
(i	0	0	13
(I)	0	0	2
(i)	0	0	3
(I.	0	0	1
(Ibn	0	0	1
(ibn	0	0	11
(Ibrahim	0	0	1
(IG)	0	0	1
(Iheronius)	0	0	1
(II)	0	0	3
(Ii)	0	0	1
(II.	0	0	1
(III)	0	0	6
(iii)	0	0	1
(Ijsel	0	0	1
(Ilkhan)	0	0	1
(Ille)	0	0	2
(illegitimate)	0	0	1
(Imperiale	0	0	1
(Imperiale)	0	0	2
(in	0	0	4
(incarnation	0	0	1
(Infante)	0	0	1
(Inflanty)	0	0	1
(Ingelin)	0	0	1
(Inkapööl)	0	0	1
(Instebø)	0	0	1
(inte	0	0	1
(Iranian	0	1	0
(Irubakidze)	0	0	1
(Isabel	0	1	0
(Ischenko)	0	0	1
(Isfar)	0	0	10
(Isopere)	0	0	1
(Isteri	0	0	2
(Istri	0	1	0
(Iudhael)	0	0	1
(IV)	0	0	1
(Ivano-Frankivsk)	0	0	1
(Ivar	0	0	8
(Iversen)	0	0	1
(Ixtlilochitl)	0	0	1
(Jaakkola)	0	0	5
(Jacobi)	0	0	2
(Jacobs	0	0	1
(Jacobsen)	0	0	2
(Jacobsson)	0	0	1
(Jaensson)	0	0	1
(Jalal	0	1	0
(Jampoller)	0	0	1
(janda	0	0	1
(Jannot)	0	0	3
(Jansdotter)	0	0	2
(Janse	0	0	1
(Janse)	0	0	1
(Jansson)	0	0	5
(Jatavallabha	0	0	12
(Javanese	0	0	1
(Jeblakow)	0	0	2
(Jedig)	0	0	1
(Jeger)	0	0	1
(Jelling)	0	0	1
(Jenggala)	0	0	2
(Jensen)	0	0	4
(Jepara)	0	0	1
(Jerez)	0	0	2
(Jernskjæg)	0	0	2
(Jerrling)	0	0	2
(Jin	0	0	1
(Jipang)	0	0	1
(Jirón)	0	0	1
(Jogorogo)	0	0	1
(Johanna	0	1	0
(Johannesdotter)	0	0	1
(Johannesen)	0	0	2
(Johansdatter)	0	0	1
(Johansen)	0	0	8
(Johansson)	0	0	4
(John)	0	0	1
(Johnsen)	0	0	2
(Johnston)	0	0	1
(Jokerti)	0	0	2
(Jonasson)	0	0	1
(Jonsdtr)	0	0	1
(Jonsson)	0	0	1
(Joro)	0	0	2
(JR)	0	0	1
(Juda?)	0	0	4
(Judah	0	0	1
(Jude)	0	0	2
(Juel)	0	0	1
(Julius	0	0	3
(Jungreis)	0	0	3
(junior)	0	0	2
(Justesen)	0	0	1
(Juul)	0	0	3
(Juusola)	0	0	3
(Juva)	0	0	1
(Jæger)	0	0	2
(Jönsson)	0	0	1
(Jørgensdatter)	0	0	1
(Jørstad)	0	0	1
(jüngere	0	0	1
(Kaas	0	0	3
(Kafle)	0	0	2
(Kagan)	0	0	1
(Kahan)	0	0	1
(Kahn)	0	0	1
(Kajsa	0	2	0
(Kakkinen)	0	0	2
(kaks.)	0	0	3
(Kalang)	0	0	1
(kaldet	0	0	1
(Kallesen)	0	0	1
(Kallis)	0	0	2
(Kallola)	0	0	1
(Kaltvedt)	0	0	1
(Kalvi)	0	0	1
(kan	0	0	1
(Kane)	0	0	2
(kanske	0	0	1
(Kapee)	0	0	1
(Kaplan)	0	0	1
(Kaptens)	0	0	10
(Karajärvi)	0	0	1
(Karkuensis)	0	0	1
(Karlsdotter)	0	0	3
(Karlsson)	0	0	3
(Karstensen	0	0	1
(Kartan)	0	0	1
(Kartid)	0	0	1
(Kase)	0	0	3
(Katt	0	0	1
(Katt)	0	0	1
(Kattevold)	0	0	6
(Kattilasaari)	0	0	1
(Katz)	0	0	1
(Katzenelenbogen)	0	0	1
(Katznelson)	0	0	1
(Kaupanger)	0	0	1
(Kaupanger,	0	0	1
(Kauppila/Hainari)	0	0	1
(Kause)	0	0	1
(Kebo	0	1	0
(Kecko)	0	0	1
(Kediri)	0	0	2
(Kedua)	0	0	1
(Kehä)	0	0	1
(kehä)	0	0	1
(Kekkonen)	0	0	1
(Kekonius)	0	0	5
(Kellogg)	0	0	1
(Keltti)	0	0	1
(Kent)	0	0	1
(Kerola)(Seickula)	0	0	1
(Kerto.Wijoyo)	0	0	1
(Kesanto)	0	0	1
(Ket.	0	0	1
(Ketiga)	0	0	1
(Keturunan	0	1	4
(keturunan	0	1	0
(Keurkall)	0	0	1
(Kg	0	1	0
(Khodabandeh)	0	0	1
(Khorramdin)	0	0	1
(KHVOSTCHINSKAYA)	0	0	1
(Kid)	0	0	1
(Kierup)	0	0	1
(Kiev)	0	0	1
(Kiib)	0	0	1
(Kile	0	0	3
(Kile)	0	0	4
(Killed	0	0	1
(Kiltsi)	0	0	2
(Kime)	0	0	4
(Kindingsland)	0	0	2
(King	0	0	7
(King)	0	0	13
(Kirchhof)	0	0	1
(Kittelkoski)	0	0	1
(Kittelty)	0	0	1
(Kjelland)	0	0	1
(Kjær)	0	0	1
(Kjærulf)	0	0	1
(Kjørbo)	0	0	1
(Kjørlien)	0	0	1
(Klasson)	0	0	1
(Klein)	0	0	1
(Klein?)	0	0	1
(Klengson)	0	0	2
(Kleven)	0	0	3
(Klikova)	0	0	1
(Klingen)	0	0	1
(Klok)	0	0	1
(Kluven	0	0	1
(kluven	0	0	1
(Klængsdóttir)	0	0	1
(Klöfverblad)	0	0	1
(Knaben)	0	0	1
(Knecht)	0	0	1
(Knoff)	0	0	1
(Knorring)	0	0	1
(Knutsdatter)	0	0	1
(Knutson	0	0	1
(Knutson)	0	0	1
(Koch)	0	0	1
(Kocheim)	0	0	1
(Kock)	0	0	3
(Koesoemahdinata	0	0	1
(Kohn)	0	0	7
(Kokkonen)	0	0	1
(Kolam)	0	0	2
(Kolstad)	0	0	2
(Kolström)	0	0	3
(kom	0	0	2
(Kongsvik?)	0	0	1
(Konttila)	0	0	3
(Kopčevič)	0	0	2
(Korch)	0	0	1
(Korff)	0	0	1
(Kortjärvi)	0	0	1
(Korvin)	0	0	1
(Kosler)	0	0	5
(Koster)	0	0	1
(Kostrowicki)	0	0	1
(Kozler)	0	0	1
(Kraft)	0	0	1
(Kratz)	0	0	1
(Kriel)	0	0	1
(Kring)	0	0	1
(Krog)	0	0	3
(Krogh)	0	0	1
(Krognos)	0	0	2
(Krok)	0	0	1
(Krokfors)	0	0	1
(Krokstad-Marstrandssläkten)	0	0	9
(Kronholm)	0	0	1
(Krotoschin)	0	0	5
(Krozer)	0	0	1
(Kruger)	0	0	2
(Kryz)	0	0	1
(Kråka)	0	0	2
(Kröger)	0	0	1
(książę	0	0	2
(Kudlin)	0	0	1
(Kuncen	0	0	1
(Kung)	0	0	1
(Kuntz)	0	0	3
(Kurki)	0	0	2
(Kurl.)	0	0	9
(Kuse)	0	0	3
(Kutlugh	0	0	1
(Kvadrerad	0	0	3
(kvadrerad	0	0	1
(Kvame)	0	0	1
(Kvamme)	0	0	1
(Kvarberg)	0	0	1
(Kvinesdal	0	0	2
(Kvinnherad)	0	0	3
(Kyai	0	0	1
(Kyle)	0	0	2
(Kyllingstad)	0	0	1
(Kyllén)	0	0	1
(Kyrketon)	0	0	1
(Kyrning)	0	0	1
(Kåck)	0	0	2
(Kåjonen)	0	0	1
(Köhler)	0	0	1
(Köslin)	0	0	1
(Kølenbrun)	0	0	1
(Kønnechen)	0	0	1
(Küchenmeister)	0	0	1
(Kühl)	0	0	2
(L'enlevé)	0	0	1
(L'Estranger)	0	0	1
(la	0	0	3
(Labaña)	0	0	2
(Labuc)	0	0	3
(Ladrón	0	0	1
(Laget)	0	0	1
(Lagmanshaga)	0	0	1
(Lahti)	0	0	1
(Lake)	0	0	1
(Lale)	0	0	1
(Lampa)	0	0	1
(Lampela)	0	0	1
(Landau)	0	0	3
(Landauer)	0	0	1
(Lane)	0	0	1
(Lange)	0	0	17
(Langi)	0	0	1
(Langsdorff)	0	0	1
(Langton)	0	0	1
(Lani)	0	0	1
(Larsdatter)	0	0	1
(Larsdotter)	0	0	1
(Larsson)	0	0	3
(Lasker)	0	0	1
(Lassila)	0	0	1
(later	0	0	1
(Laurelius)	0	0	2
(Laurentius)	0	0	4
(Laurin)	0	0	1
(Lauritsen?)	0	0	1
(Lausesen)	0	0	1
(Lausitz)	0	0	1
(Lauterberg)	0	0	2
(Lazarus)	0	0	1
(Le	0	0	1
(le	0	0	6
(Lecuna	0	0	2
(Lederhändler)	0	0	1
(Lee)	0	0	1
(Leer)	0	0	1
(Lehmann)	0	0	1
(Lehtiö)	0	0	1
(Leijel)	0	0	1
(Leijonhufvud)	0	0	2
(Leijonhuvud)	0	0	1
(Leijonlilja)	0	0	1
(Leino)	0	0	1
(Leirbekk)	0	0	1
(Lejel,	0	0	1
(lejon	0	0	1
(Lejon)	0	0	5
(lejon)	0	0	4
(lejonansikte)	0	0	18
(Lejonbalk)	0	0	9
(Lemberg)	0	0	1
(Lende)	0	0	4
(lensmand)	0	0	1
(Lensoord)	0	0	1
