token	first_given	later_given	family
Seong--Jung	1	0	0
Seong-Deok	1	0	0
Seopp	0	0	1
Seosamh	0	1	0
Seow	0	0	2
Sep	0	0	1
Separovich	0	0	6
Sepeda	0	0	2
Sepekos	0	1	0
Sepelin	0	0	8
Sepetmadu	0	0	1
sepeung	0	0	1
Sephanias	2	0	0
Sephare	1	0	0
Sephelia	1	0	0
Sepherino	0	1	0
Sephora	2	1	0
Sephronia	1	0	0
Sephryne	1	0	0
Sepi	0	2	0
Sepiah	0	3	0
Sepkull	0	0	4
Sepküll	0	0	4
Sepman	0	0	14
Sepmann	0	0	2
Sepoeh	0	4	0
Sepoko	0	1	0
Sepon	0	1	0
Seppal	1	0	0
Seppala	0	0	1
Seppä	0	0	1
Seppe	0	1	0
Seppelin	0	0	1
Seppi	0	0	18
Seppinen	0	0	2
Seppo	27	4	0
Seppola	0	0	11
Seppálá-sepola	0	0	1
Seppä	0	0	163
Seppä,	0	0	1
Seppäin	0	0	1
Seppäinen	0	0	2
Seppälä	0	0	314
Seppälä,	0	0	12
Seppälä-Sepola	0	0	1
Seppälä/Knaappila	0	0	2
Seppäläinen	0	0	40
Seppänen	0	0	110
Seppänen,Löf	0	0	1
Septembris	0	1	0
Septer	1	0	0
Septerious	1	0	0
Septeuil	0	0	1
Septicia	1	0	0
Septima	2	5	0
Septimania	0	0	1
Septimanie	0	0	3
Septimia	5	2	0
Septimianus	0	2	0
Septimii	0	4	1
Septimius	1	15	0
Septimo	0	0	2
Septimus	6	6	0
Septimus-Geta	0	0	1
Septvans	0	0	2
Sepu/RA	0	1	0
Sepudak	0	1	0
Sepuh	7	24	5
sepuh	1	0	0
Sepuh.	0	1	0
SEPULVEDA	0	0	1
Sepulveda	0	0	91
Sepulvera	0	0	1
Seputro	0	1	0
Sepänaho	0	0	2
Sepänmäki	0	0	1
Sepúlveda	0	0	205
Seqenenre	2	1	0
Sequeira	0	5	107
sequeira	0	0	1
Sequeira)	0	0	1
Sequeiros	0	0	15
sequeiros	0	0	2
Sequerra	0	0	1
Sequeyra	0	0	3
Sequiade	0	0	1
Ser	1	0	1
ser	0	0	1
Sera	3	1	0
Sera-Buka	1	0	0
Seraafiina	0	1	0
Serabut	0	0	2
Serach	2	0	0
Serada	1	0	0
Seradvan	1	0	0
Serafi	1	0	0
Serafia	110	173	0
Serafianpoika	0	2	0
Serafibe	1	0	0
Serafica	0	1	0
Serafiia	1	2	0
Serafiina	5	5	0
Serafim	1	1	0
Serafima	1	0	0
Serafin	3	6	0
Serafina	38	39	0
Serafinas	1	0	0
Serafino	1	3	0
Serafín	0	3	0
Serail	0	2	0
Seraja	0	1	0
Serajah	3	0	0
Serang	0	2	1
Seraph	1	0	0
Seraphia	23	14	0
Seraphicus	0	2	0
Seraphie	1	0	0
Seraphim	1	0	0
Seraphin	1	3	0
Seraphina	6	2	0
Seraphine	5	5	0
Serapio	2	2	1
Serapion	0	1	0
Serat	0	1	1
Seravine	1	0	0
Serbanun	0	1	0
Serbelloni	0	0	39
Serbia	0	2	4
Serbian	0	1	0
serbian	0	0	1
Serbin	0	0	4
Serbraems	0	0	1
Serbs	0	0	3
Serby	0	0	5
Sercarz	0	0	2
Serche	4	2	0
Serchen	4	0	0
Serck	0	2	4
Serck-Hanssen	0	0	7
Serclaes	0	0	16
Serda	0	1	4
Serdang	0	1	0
Sered	0	0	1
Seredang	0	0	1
Serefia	0	3	0
Serefina	0	2	0
Serefine	0	2	0
Serego	0	0	1
Sereina	1	1	0
Sereira	1	0	0
Serel	2	0	0
Serelius	0	0	1
Serena	35	22	1
Serena/Serine	1	0	0
Serene	4	18	3
Serenia	2	0	1
Serenius	1	1	15
Serenne	1	2	0
Sereno	2	0	0
Serentia	0	2	0
Serepta	5	1	0
Serera	1	0	0
Seressa	1	0	0
Serethor	1	0	0
Serette	2	0	0
Serevolo	0	0	1
SEREYS	0	0	1
Sereys	0	0	20
Sereïra	1	0	0
Serfati	0	0	1
Serfaty	0	0	39
Serfberr	0	0	2
Serfka	1	0	0
Sergardi	0	0	1
Serge	13	4	0
Sergeant	0	0	1
Sergeaux	0	0	4
Sergeeff	0	0	11
Sergeevch	0	1	0
Sergeevič	0	1	0
Sergeewitsch	0	1	0
Sergei	18	2	0
Sergei*	0	1	0
Sergeinpoika	0	4	0
Sergej	6	0	0
Sergejeff	0	0	14
Sergejev	0	1	1
Sergejeva	0	0	1
Sergejevitš	0	1	0
Sergejewitsch	0	1	0
Sergel	0	0	32
Sergelius	0	0	13
Sergent	0	1	1
Sergente	0	0	3
Sergey	3	0	0
Sergeyeva	0	1	0
Sergia	10	0	0
Sergianni	2	0	0
Sergieff	0	0	1
Sergieva	0	0	1
Sergije	1	0	0
Sergine	1	1	0
Sergio	22	2	0
Sergistad	0	0	2
Sergius	12	10	2
Sergiusz	0	1	0
Sergjevitj	0	1	0
Serguidi	0	0	1
Serguis	1	0	0
Sergway	0	1	0
Sergén	0	0	1
Serhendrickx	0	0	1
SERI	0	2	3
Seri	14	53	22
seri	0	9	3
Seri]	0	1	0
Seriah	1	0	0
Seriana	2	0	0
Seriane	2	0	0
Serianna	23	1	0
Serida	0	1	0
Serignon	0	0	1
Serigstad	0	0	191
Serikandis	0	1	0
Serikstad	0	0	8
Seril	1	1	0
Serilah	0	1	0
Serin	0	0	2
Serina	191	324	0
serina	2	0	0
Serine	150	425	2
Serinius	6	12	0
Serinne	0	1	0
Serio	0	1	1
Seripah	0	2	0
Seripando	0	0	2
Seritius	0	0	2
Serjlve	0	0	1
Serk	3	0	0
Serkaddis	2	0	0
Serke	2	0	0
Serker	3	0	0
Serkerson	0	0	4
Serket	1	0	0
Serkland	0	0	1
Serko	0	0	1
Serl	3	1	0
Serla	2	0	0
Serlachius	0	0	58
Serle	12	1	2
Serlein	1	0	0
Serlen	0	3	0
Serlijn	0	0	2
Serlin	0	1	29
Serlo	2	0	1
Serlon	2	0	0
Serlone	2	0	0
Serlonius	2	0	0
Serls	0	0	2
Serlupi	0	1	34
Serly	0	1	15
Serlé	0	1	0
Serlÿ	0	0	6
Sermage	0	0	1
Sermeno	0	0	2
Sermeño	0	0	10
Sermoneta	0	0	2
Sermunt	0	0	2
Sern	2	0	0
SERNA	0	0	1
Serna	0	1	217
Sernade	0	0	1
Sernado	0	0	1
Sernaken	0	0	1
Sernander	0	0	21
Sernandra	0	0	2
Sernetz	0	1	4
Sernigi	0	0	1
Sernon	0	0	3
Sernquist	0	0	5
Sernsköld	0	0	2
Sernström	0	0	1
Sero	0	1	1
Sero/Tuniawanga	0	1	0
Serocourt	0	0	1
Serog	0	0	3
Serones	0	0	4
Serooskerke	0	0	28
Serooskerken	0	0	17
SEROR	0	0	4
Seror	0	0	8
Serosin	0	0	1
Seroskerke	0	0	1
Serota	1	0	0
Serović	0	0	1
Serpa	0	5	11
SERPANTS	0	1	0
Serpe	0	0	7
Serpents	0	0	4
Serponti	0	0	9
Serpuhov	0	0	1
Serpukhov	0	0	2
Serra	0	0	116
Serra-Bas	0	0	1
Serracapriola	0	0	3
Serragli	0	0	5
Serrajahj	1	0	0
Serralde	0	0	1
Serrallonga	0	0	1
Serralonga	0	0	2
Serralonge	0	0	6
SERRANO	0	0	9
Serrano	0	0	289
serrano	0	0	1
Serrano)	0	0	1
Serrano-Acevedo	0	0	1
Serrano-Otero	0	0	2
Serrano-Serrano	0	0	2
Serranus	0	1	0
Serrao	0	0	1
Serras	0	0	2
Serraturo	0	0	1
Serravalle	0	0	2
Serres	0	0	3
Serrette	0	1	1
Serri	2	0	0
Serriano	0	0	1
Serrilo	0	0	1
Serrinia	0	0	3
Serrinius	0	0	5
Serrisorice	0	0	1
Serristori	0	0	40
Serrone	0	0	2
Serrovira	0	0	2
Serruier	0	0	2
Serrurier	0	4	326
Serruy	0	0	1
Serruys	0	0	8
Serrão	0	1	12
Sersale	0	0	59
Sersan	0	1	0
Serselli	0	0	1
Sersland	0	0	1
Sersóstris	1	0	0
Sertakas	2	0	0
Sertonaco	0	1	0
Sertoria	1	0	0
Sertorio	1	0	4
Sertorius	1	3	1
Seru	1	0	0
Seruan	1	0	2
Serubbaabel	1	0	0
Serudin	0	1	0
Serunuwara	0	0	3
Serup	0	0	7
Serurier	0	0	2
Seruya	0	0	2
Servain	0	0	2
Servais	2	0	3
Servan	0	1	1
Servanda	0	1	0
Servando	0	1	0
Servanius	0	0	1
servant	0	0	4
servants	0	1	0
Servasdotter	0	0	1
Servasina	0	1	0
Servasson	0	0	7
Servatius	3	0	1
Servatz	0	1	0
Servellon	0	0	1
Servenzia	1	0	0
Serverina	1	1	0
Serverine	0	1	0
Serverinus	1	0	0
Servero	0	0	8
Serviah	2	0	0
Servian	0	0	5
Serviana	0	2	0
Servianus	0	1	2
serviceman	0	1	0
Servier	0	0	1
Servilia	14	2	0
Servilius	1	30	7
Servilla	3	1	1
Servillia	2	0	0
Servillia-Caepionis	0	0	1
Servin	1	0	0
Servins	0	0	16
Servio	1	0	9
Servis	0	0	2
Serviss	0	1	0
Servius	30	0	1
Servières	0	0	1
Servolo	0	0	2
servus	0	1	0
Serwan	1	0	1
Serwyl	3	0	3
Serzedelo	0	0	2
Serédi	0	0	8
Serédy	0	0	15
Serén	0	0	2
Seréne	0	0	1
Serôdio	0	0	2
Sesaker	0	0	2
Sesca	0	1	0
Sescarina	1	0	0
Sesché	1	0	0
Sesel	1	0	0
Sesele	1	0	0
Seselia	9	1	0
Seselie	3	1	0
Seselja	4	0	0
Sesella	6	0	0
Seselle	1	0	0
Seseman	0	0	15
Sesemann	0	0	7
Sesenanda	1	0	0
Seser	0	1	0
seser	0	1	0
Seseña	0	0	3
Sesheshet	2	0	0
Seshseshet	2	7	0
Seshseshet?	1	0	0
Sesilia	15	6	0
Sesilie	7	7	0
Sesillia	1	0	0
Sesillie	1	0	0
Sesink	0	0	2
Sesnando	2	0	0
SESNE	0	0	2
Sesostris	5	0	0
SESSA	0	0	2
Sessa	0	1	2
Sesse	1	0	4
Sesselja	2	0	0
Sesseng	0	0	1
Sessenrieth	0	0	1
Sessi	0	0	4
Sessilen	0	0	1
Sessions	0	1	2
Sessler	0	0	1
Sesso	0	0	2
Sessu	0	1	0
Sessvegen	0	0	1
Sessvold	0	0	2
Sesswegen	0	0	12
Sessé	0	0	11
Sestad	0	0	13
Sested	0	0	62
Sestedt,	0	0	1
Sestilia	2	0	0
Sesto	0	2	7
sestra	1	0	0
sestre	0	1	0
Sestrid	7	0	0
sesuo	0	5	0
sesuruh	0	1	0
Set	10	6	0
Set.hir.khopshef	2	0	0
Seta	2	1	1
Setah	2	0	0
Setang	0	1	1
Setangkil	0	1	0
Setar	0	1	0
setari	0	1	0
Setbone	0	0	1
Sete	0	0	1
Setep-En-Re	0	1	0
Setep.en.amun	0	1	0
Setep.en.ptah	0	0	2
Setep.en.re'	0	2	8
Setepenamun	0	8	0
Setepenre	1	14	0
Setepenre,	0	1	0
Seteperre	0	1	0
Seter	0	0	7
Setermo	0	0	1
Setervik	0	0	1
Setesdal	0	0	2
SETH	2	0	0
Seth	141	29	174
SETHI	0	1	0
Sethi	0	1	0
Sethirkhopsef	1	1	0
Sethka-Re	1	0	0
Sethke	1	0	0
Sethtet	1	0	0
Seti	3	1	0
Seti-Merenptah	1	0	0
Seti-Merneptah	1	0	0
Setia	0	9	2
setia	0	1	0
Setiaboedhi	0	1	0
SETIADI	0	1	0
SETIADJID	0	1	0
Setianingsih	0	1	0
SETIARTI	0	0	1
Setiawan	0	1	1
Setiawardhani	0	1	0
Setiawati	0	2	0
Setibhor	1	0	0
Setijaka	0	1	0
Setijono	1	0	0
Setin	0	1	0
SETIOSO	0	1	0
SETIOTOMO	0	0	1
SETIOWATI	0	1	0
Setiowati	0	1	0
Setiu	0	1	9
Setiyo	0	1	0
Setjadiningrat	0	0	2
Setjakoesoema	0	1	0
Setjapati	0	1	0
Setjo	0	1	0
Setjodihardjo	0	1	2
Setjodiningrat	0	1	0
Setjomenggolo	0	1	0
Setjopranoto	0	1	0
Setna	1	0	0
Setnakhte	1	1	0
Seton	0	3	184
Setoun	0	0	2
Setre	0	0	11
Setro	0	3	0
Setroboyo	0	1	0
Setros	0	1	0
Setsuko	2	0	0
Setså	0	0	6
Setta	0	1	0
Settah	1	0	0
Settala	0	0	1
Settchen	3	5	0
Sette	3	0	0
Setteboun	0	0	3
Settegast	0	0	3
Settemsdal	0	0	3
Setten	0	0	7
Setterberg	0	0	7
Setterdahl	0	0	3
Settergren	0	0	3
Setterich	0	0	2
Setterkvist	0	0	1
Setterlund	0	0	8
Setterqvist	0	0	13
Setterström	0	0	5
Settervall	0	0	1
Setterwall	0	0	8
Setti	1	1	0
Settiaraja	1	0	0
Settie	1	0	0
Settima	0	1	0
Settimia	4	0	0
Settimio	2	0	0
Settimo	2	1	55
Settle	0	0	1
Settles	0	0	7
Settona	2	0	0
Setty	0	0	1
SETU	1	0	0
Setu	0	0	1
Setwa	1	0	0
SETWYN	0	0	1
Setwyn	0	0	1
Setya	0	1	0
Setyasih	0	1	0
SETYAWAN	0	1	0
Setyawan	1	0	0
Setyawati	0	1	0
setyoadiningrat	0	1	0
Setyobudi	0	1	0
Setyowati	0	3	0
Setzen	0	1	0
Setzer	0	0	20
Setälä	0	0	72
Setämaa	0	0	14
Setänen	0	0	3
seu	0	0	1
Seuberlich	0	0	2
Seubert	0	1	7
Seubotin	0	0	2
Seuderman	0	0	1
Seue	0	0	13
Seulenbach	0	0	2
Seulenberg	0	0	8
Seume	0	0	5
Seung	4	1	0
Seung-Bu	1	0	0
Seungno	1	0	0
Seunig	0	0	1
Seura	0	0	1
Seurette	6	2	0
Seureupeun	0	4	0
Seus	2	0	0
seuseupan	0	1	0
Seusski	0	1	0
Seuter	0	0	3
Seuthes	5	0	0
Sevada	1	1	0
Sevak	0	1	0
Seval	0	2	0
Sevald	13	5	5
Sevaldsdatter	0	0	7
Sevaldsen	0	0	3
Sevaldson	0	0	1
Sevaldstad	0	0	4
Sevallia	0	0	4
Sevallius	0	1	1
Sevander	0	0	1
Sevarda	2	0	0
Sevardus	1	0	0
Sevarin	0	1	0
Sevarson	0	0	1
Sevart	1	0	0
Sevartsen	0	0	1
Sevastian	0	1	0
Sevastiana	1	0	0
Sevastopoulos	0	0	1
Sevat	18	0	1
Sevatsdatter	0	0	6
Sevatsen	0	0	3
Sevatson	0	0	4
Seve	1	2	21
Seved	22	7	0
Seveke	0	0	1
Sevel	1	0	5
Sevelia	0	0	1
Sevelin	0	1	1
Sevelius	0	1	1
seven	1	0	0
Sevenia	0	0	1
Sevenius	0	0	14
Sevenson	0	0	1
Sevenster	0	0	1
Seventh	1	0	0
Sever	4	0	5
Severa	3	10	2
Severaas	0	0	2
Severaino	0	1	0
several	12	1	0
Severance	0	0	1
"Severe"""	0	0	1
Severein	0	1	0
Severen	1	1	0
Severena	1	0	0
Severi	3	10	0
Severiano	0	1	0
Severianus	1	5	2
Severianų	0	0	1
Severicha	0	0	1
Severiina	5	3	0
Severiinantytär	0	2	0
Severim	0	0	1
Severin	277	731	20
severin	0	1	0
Severin/Søren	1	0	0
Severina	33	40	1
Severinanpoika	0	2	0
Severine	181	304	0
Severini	0	4	2
Severinius	0	1	0
Severinna	1	0	0
Severino	4	6	13
Severinpoika	0	3	0
Severinsdatter	0	0	11
Severinsdotter	0	0	7
Severinsdtr.	0	0	1
Severinsen	0	0	21
Severinson	0	0	3
Severinsson	0	0	6
Severintytär	0	4	0
Severinuksentytär	0	1	0
Severinus	4	4	6
Severius	0	1	0
Severn	0	1	0
Severo	3	9	3
Severs	0	0	2
Seversen	0	0	2
Severson	0	0	32
Severt	8	1	0
Severts	0	0	15
Severud	0	1	0
Severuksenpoika	0	2	0
Severus	6	37	10
Severvin	0	1	0
Severy	0	1	0
Sevick	0	0	2
Sevid	1	0	0
Sevidsdatter	0	0	2
Sevier	0	0	3
Sevigón	0	0	1
Sevik	2	0	2
Sevilla	9	2	18
sevilla	0	0	1
Sevin	1	1	0
Sevinch	3	0	0
Sevinč	2	0	0
Sevira	2	0	0
Sevland	0	0	20
Sevold	0	0	1
Sevon	0	0	43
Sevonia	0	0	3
Sevonius	0	0	56
Sevre	0	0	6
Sevren	2	0	0
Sevrin	3	12	0
Sevrina	0	2	0
Sevrine	6	7	0
Sevén	0	0	1
Sevón	0	0	12
Sevón,	0	0	1
Sew	1	0	0
Sew/Thew	1	0	0
Sewaja	0	1	0
Sewall	0	1	1
Sewallis	5	0	3
Sewallius	0	0	1
Seward	0	2	18
Sewast	0	0	1
Sewat	1	0	0
Sewdla	0	1	0
Sewell	2	3	31
Sewer	0	0	3
Sewerin	0	1	7
Sewerine	1	0	0
Seweryn	3	2	0
Seweryna	2	0	0
Sewu	0	0	1
sewulan	0	1	0
Sewunagara	0	1	0
Sewén	0	0	3
Sexfontaine	0	0	1
Sexfontaines	0	0	11
sexfontaines	0	0	1
Sexjärv	0	0	1
Sexjärvi	0	0	1
Sexling	0	0	1
Sexmontanus	0	0	1
Sexsmith	0	0	1
Sexstrup	0	0	1
Sexta	1	1	0
Sexten	0	0	2
Sextia	5	2	0
Sextilia	1	0	0
Sextilius	0	5	3
Sextius	1	5	3
Sexto	0	1	0
SEXTON	0	0	11
Sexton	2	4	445
Sexton-Miller	0	0	1
"Sexton/""Saxton"""	0	0	1
Sexton/Saxton	0	0	1
Sextus	62	4	0
sexuddig	0	0	1
Seybert	0	0	7
Seybold	0	0	5
Seybrandt	0	2	0
Seyd	0	0	3
Seydel	0	0	1
Seydewitz	0	0	1
Seye	0	0	2
Seyed	11	1	0
Seyer	4	0	0
Seyers	0	0	1
Seyersted	0	2	5
Seyerstedt	0	2	0
Seyffert	0	0	2
Seyfort	0	0	1
Seyfried	1	6	0
Seyfritz	0	0	2
Seyh	1	0	0
Seyle	0	0	2
seyle	0	0	1
Seyler	0	0	6
Seyman	0	0	1
Seymer	0	0	1
Seymore	0	1	0
Seymour	11	12	47
Seymour-Smith	0	0	1
Seyms	0	0	2
Seyna	1	1	0
Seynes	0	0	3
Seyntclere	0	0	3
Seyon	0	3	0
Seyoum	1	0	3
Seyoun	1	0	0
Seyrig	0	0	7
Seys	0	0	2
Seyseyl	0	0	1
Seysildyc	1	0	3
Seyssel	0	0	28
Seysses	0	0	1
Seytres	0	0	8
SEYUM	0	2	0
Seyum	2	1	2
Seyyed	7	8	1
Sezima	2	0	0
Señoa	1	0	0
Señor	20	3	32
señor	2	2	29
Señora	16	0	7
señora	2	0	2
Señorita	1	0	0
Señorío	0	0	1
Sečen/Dej	0	1	0
Sežun	0	0	7
Sfadj	0	0	1
Sfedj	0	0	6
Sfenollar	0	0	3
Sfondrati	0	0	54
Sforca	0	0	2
Sforza	21	6	341
Sforza-Cesarini	0	0	10
Sforza-cesarini	0	0	1
Sforzesca	0	0	1
Sforzino	3	0	0
Sfrondati	0	0	1
Sfrondato	0	0	2
sg	0	0	1
Sg'l	0	1	0
SG-4	0	1	0
Sgaraglino	0	0	1
Sgarra	0	0	1
Sgherbi	0	0	1
Sgl	0	4	0
Sgouros	0	0	1
sgr	0	1	0
sgr,	0	1	0
Sgr.	0	0	3
Sgt	7	2	0
Sgt.	1	0	0
Sgto.	3	0	0
Sgto.My.	1	0	0
Sgualdo	0	0	1
SH	0	1	1
Sh.	0	0	1
Sha	1	1	0
Sha'ban	1	0	0
Sha'ya	1	0	0
Shaaban	2	0	0
Shaari	0	1	0
Shabab	1	0	0
Shabad	0	0	1
Shabaka	1	0	0
Shabaku	1	0	0
Shabana	1	0	0
Shabaran	0	1	0
Shabatka	0	1	0
Shabbatei	0	1	0
Shabbetei	1	0	0
Shabeeb	2	0	0
Shabez	0	0	1
Shabib	1	0	0
Shabil	1	0	0
Shabirah	0	1	0
Shabkana	1	0	0
Shabsi	1	0	0
Shabtai	10	4	1
Shabtay	0	2	1
Shabtheles	0	0	1
Shabtils	0	0	1
Shabty	1	0	0
Shabuddin	0	0	1
Shaburidze	0	0	1
Shachania	0	0	1
Shachna	3	1	5
Shachno	1	0	0
Shachor	0	0	4
Shack	0	1	1
Shackelford	0	1	3
Shacklett	0	0	1
Shad	2	1	0
Shadad	1	0	0
Shadada	0	1	0
Shadbolt	0	0	1
Shadd	0	0	1
Shaddad	6	0	0
Shadden	0	0	1
Shaddinger	0	0	25
Shaddock	0	0	4
Shaddon	0	0	1
Shadel	0	2	1
Shadiah	0	1	0
Shadie	1	0	0
Shadinger	0	0	1
Shadiq	0	1	0
Shadiq]	0	0	2
Shaditu	1	0	0
Shadow)	0	0	1
Shadrach	7	2	0
Shadrack	9	2	0
Shadrick	2	1	0
Shadrock	2	0	0
Shady	2	0	0
Shaevel	0	0	1
Shafa	0	0	2
Shafeek	1	0	0
Shafer	0	2	0
Shaffer	0	0	11
Shaffner	0	0	2
Shafi'i	1	0	0
Shafi-uddin	0	1	0
Shafiah	1	0	0
Shafie	2	1	9
shafie	1	0	0
Shafiuddin	0	4	1
shafiuddin	0	1	1
Shafiyah	0	1	0
shafiyah	1	0	0
Shafiyuddin	1	0	0
Shafiyyah	1	0	0
Shaft	0	1	0
Shafter	0	0	1
Shaftesbury	0	0	2
Shafura	1	0	0
Shaghab	1	0	0
shaghir@nik	0	1	0
Shaghla	1	0	0
Shagilath	1	0	0
SHAH	0	6	4
Shah	12	241	377
shah	0	28	30
"Shah"""	0	0	1
Shah,	0	4	0
Shah-Acheh	0	0	2
Shah-Aru	0	0	2
Shah-Daya	0	0	1
Shah-i-Afrid	1	0	0
Shah-Johore	0	1	0
Shah-Kampar	0	0	1
shah-kelantan	0	0	1
shah-pahang	0	0	1
Shah-Patani	0	0	1
shah-patani	0	0	1
Shah-Pattani	0	0	1
Shah-Perlak	0	0	1
Shah-Phg	0	0	1
shah-phg	0	0	1
shah-siak	0	0	3
Shah-Temasek	0	0	1
Shah-Varez	1	0	0
Shah@raja	0	1	0
shah@raja	0	1	0
Shahab	2	0	0
Shahab-ud-din	0	1	0
Shahabuddin	1	3	2
Shahak	0	0	1
SHAHAMA	0	1	0
Shahanshah	9	0	0
shahanshah	15	0	0
Shahanya	2	0	2
Shahara	1	0	0
Shahbandar	0	5	4
Shahbazi	0	0	1
Shahbek	1	0	0
Shahbuddin	0	3	0
Shahbudin	0	2	0
Shaheed	1	3	1
Shahid	0	2	5
shahid	0	0	1
Shahidallah	0	0	1
Shahiden@Shahidun	0	0	1
Shahidul	1	0	0
Shahidullah	0	1	1
Shahinshah	1	0	1
shahir	0	0	1
Shahma	0	1	0
Shahnavaz	1	0	0
Shahovsky	0	0	20
Shahpur	3	0	0
Shahr	1	1	0
Shahram	1	0	0
Shahran	1	0	0
Shahrbanu	1	0	0
Shahrbaraz	1	0	3
Shahriar	0	1	1
Shahrijar	2	1	10
Shahriyaar	1	0	0
Shahriyar	12	0	0
Shahrokh	2	0	0
Shahrukh	1	0	0
Shahruz	1	0	0
Shahryar	3	0	0
Shahrzad	1	0	0
Shahyad	1	0	0
Shahzad	0	1	0
Shahzada	3	0	0
Shahzadeh	2	0	0
Shai	1	0	0
Shaia	0	1	0
Shaikh	4	3	1
Shailene	1	0	0
Shain	0	0	2
Shaina	1	0	0
Shaindel	4	1	0
Shainline	0	0	1
Shaintza	1	0	0
Shairooba	0	0	2
SHAIVYA	1	0	0
Shaje	1	0	0
Shajna	1	0	0
Shakar	1	1	0
Shakay	1	0	0
Shakerley	0	0	6
Shakerly	0	0	1
Shakespeare	0	1	1
Shakhovskaya	0	0	1
Shakhovskoy	0	0	25
Shakir	2	0	0
Shakla	2	0	0
Shakna	0	1	0
Shakoor	0	0	1
Shakstad	0	0	2
SHAKTI	1	0	0
Shakti	0	0	2
SHAKUNI	2	0	0
Shakuni	0	0	2
SHAKUNTALA	1	0	0
Shakur	0	1	0
Shakya	0	0	23
SHAL	1	0	0
ShaLa	0	1	0
Shalcross	0	0	2
Shaleel	1	0	0
Shaleh	0	9	0
Shalehuddin	0	1	0
Shaler	0	1	6
Shales	0	0	1
Shalih	0	2	1
shalih	0	1	0
Shalih@tok	0	1	0
Shalik	0	2	0
Shalikahsvili	0	0	1
Shalikashvili	0	0	1
Shalinsky	0	0	1
Shalishuka	2	0	0
Shalit	0	0	2
Shaller	0	0	1
Shalma	3	0	6
Shalma.	0	0	1
Shalmaneser	5	0	0
Shalmath	1	0	0
Shalom	34	14	7
SHALTIEL	0	0	1
Shaltiel	6	1	13
Shalva	1	0	0
SHALYA	1	0	0
Shalya	0	0	2
Sham	0	1	0
Sham'un	1	0	2
Shamad	0	1	0
Shamai	1	0	0
Shamaila	1	0	0
Shamash-iddina	1	0	0
SHAMASH-MUDAMMIQ	0	1	0
Shamash-shum-ukin	1	0	0
Shamaya	1	0	0
Shambero	0	0	1
Shamblin	0	0	11
Shames	0	1	1
Shamgun	1	0	0
Shami	1	0	1
Shamir	1	3	0
Shamkh	1	0	0
Shamkuya	1	0	0
Shamlian	0	0	1
Shamma	1	0	0
Shammesh	0	0	1
Shammuramat	1	0	0
Shamohan	1	1	0
Shamotul	0	0	1
Shamran	1	1	0
Shams	27	10	0
Shams-os-Saltaneh	0	1	0
SHAMS-UD-DIN	0	1	0
Shamshi-Adad	4	0	0
Shamsu	0	1	1
Shamsudddin	0	1	0
Shamsuddin	4	3	8
shamsuddin	0	2	1
Shamsul	1	1	0
Shamyl	0	1	0
Shamʿūn	0	0	1
Shan	5	1	0
Shan-Shan	0	1	0
Shana	3	0	0
Shanahan	0	0	1
Shanawaz	1	0	0
Shandel	0	1	0
Shandibek-khan	1	0	0
Shane	0	1	0
Shanebeck	0	0	1
Shaner	0	0	3
Shang	3	0	0
Shangal	1	0	0
SHANI	1	1	0
Shani	1	0	0
Shank	0	0	4
Shankaran	0	1	0
Shankhanabha	1	0	0
SHANKHANĀBHA	1	0	0
Shankhya	1	0	0
Shankle	0	0	1
Shankman	0	0	1
Shanks	0	0	8
Shanku	1	0	0
Shann	1	0	0
Shannon	1	6	15
Shanshe	1	0	0
SHANTANU	2	0	0
Shantanu	0	0	2
SHANTI	1	0	0
Shanti	2	0	0
Shantz	0	11	224
Shantzen	0	0	1
Shanui	0	0	1
Shao	5	1	0
Shaode	1	0	0
Shaotsu	1	0	0
Shapenuapit	1	0	0
Shapertap	1	0	0
Shaphat	3	0	3
Shaphatai	0	1	0
SHAPIRA	0	0	1
Shapira	0	1	84
Shapira?	0	0	1
Shapiro	0	0	60
Shapiro?	0	0	1
Shapley	2	0	7
Shaprut	0	0	7
Shaprūṭ	0	0	1
Shapuh	1	0	0
Shapur	6	1	2
shapur	1	0	1
Shapurdukhtak	1	0	0
Shaqilath	3	0	0
SHARADWAT	1	0	0
Sharaf	9	0	0
Sharafeddin	0	2	1
SharafShah	1	0	0
Sharafshah	1	0	0
Sharafud	0	1	0
Sharagan	1	0	0
Sharahbeel	1	0	0
Sharahbil	0	1	0
Sharahil	1	0	0
Sharbanum	0	1	0
Sharbanun	0	5	0
Shard	0	0	25
shard	0	0	1
Shardelowe	0	0	2
Shardha	1	0	0
Share	0	0	5
Shareef	2	1	0
Shareshull	0	0	3
Sharezer	1	0	0
SHARF	0	1	0
Sharfuddin	1	0	0
Sharia	1	0	0
Sharick	0	0	2
Sharif	36	1	14
sharif	8	1	15
Sharifa	1	1	0
Sharifah	7	3	0
sharifah	2	0	0
Shariff	1	2	0
Sharifuddin	1	4	0
Shariful	1	0	2
Sharimas	1	0	0
Shariq	1	0	0
Sharir	0	0	1
Sharitz	0	0	3
Sharkov	0	0	2
Sharkova	0	0	1
Sharl	1	0	0
Sharlene	2	0	0
Sharlottie	1	0	0
Sharma	0	0	6
Sharma-Adad	2	0	0
SHARMAN	0	0	1
Sharman	1	0	0
Sharmayuda	0	1	0
SHARMISHTA	1	0	0
Sharmistha	1	0	0
