han	corpus_count	ko_readings	zh_pinyin	kKorean	kJapaneseOn	kJapaneseKun	definition
恒	178	항	héng	HANG KUNG	KOU	TSUNE TSUNENI	constant, regular, persistent
浦	178	포	pǔ	PHO	HO	URA	bank of river, shore; surname
鄉	178		xiāng	HYANG	KYOU GOU	SATO FURUSATO SAKINI	country; rural; village
園	176	원	yuán	WEN	EN ON	SONO	garden; park, orchard
嗣	174	사	sì	SA	SHI	TSUGU	to connect, inherit; descendants, heirs
月	172	월	yuè	WEL	GETSU GATSU	TSUKI	moon; month; Kangxi radical 74
新	171	신	xīn	SIN	SHIN	ATARASHII ARATA NII	new, recent, fresh, modern
我	171	아	wǒ	A	GA	WARE WA	our, us, i, me, my, we
雲	170	운	yún	WUN	UN	KUMO	clouds; Yunnan province
杉	170	삼	shān	SAM	SAN	SUGI	various species of pine and fir
岩	169	암	yán	AM	GAN	IWA	cliff; rocks; mountain
神	169	신	shén	SIN	SHIN JIN	KAMI KOU TAMASHII	spirit, god, supernatural being
間	169	간	jiān	KAN	KAN KEN	AIDA MA SHIZUKA	interval, space; place, between
郷	168		xiāng	HYANG	KYOU GOU	SATO FURUSATO SAKINI	country; rural; village
沢	168		zé	THAYK SEK	TAKU	SAWA URUOSU URUOI	marsh, swamp; grace, brilliance
祐	167	우	yòu	WU	YUU	TASUKERU	divine intervention, protection
七	167	칠	qī	CHIL	SHICHI SHITSU	NANATSU NANATABI	seven
丹	166	단 란	dān	TAN	TAN	AKA NI	cinnabar (native HgS); vermilion (artificial HgS used as pig
章	164	장	zhāng	CANG	SHOU	AYA SHIRUSHI AKIRAKA	composition; chapter, section
種	164	종	zhǒng	CONG	SHU	TANE UERU	seed; race; offspring; to plant
風	164	풍	fēng	PHWUNG	FUU FU	KAZE	wind; air; manners, atmosphere; Kangxi radical 182
立	163	립 입	lì	LIP	RITSU RYUU	TATSU TATERU TACHIDOKORO	stand; let stand; establish, set
澄	163	징	chéng	CING	CHOU	SUMU SUMASU SUMI	purify water by allowing sediment to settle; clear, pure
第	163	제	dì	CEY	DAI	TSUIDE YASHIKI TADA	sequence, number; grade, degree
莘	163	신	shēn	SIN	SHIN		long; numerous; wild ginger
壽	160	수	shòu	SWU	JU SU SHUU JUU	KOTOBUKI HISASHII KOTOOGU	old age, long life; lifespan
修	159	수	xiū	SWU	SHUU SHU	OSAMERU	study; repair; cultivate
晴	159	청	qíng	CHENG	SEI	HARERU HARE HARASU	clear weather, fine weather
希	157	희	xī	HUY	KI	MARE KOINEGAU	rare; hope, expect, strive for
祥	157	상	xiáng	SANG	SHOU	SAIWAI	good luck, good omen; happiness
牧	157	목	mù	MOK	BOKU MOKU	MAKI KAU YASHINAU	tend cattle, shepherd
輝	157	휘	huī	HWI	KI KUN	KAGAYAKU KAGAYAKI	brightness, luster, brilliance
殿	156	전	diàn	CEN	TEN DEN	TONO DONO SHINGARI	hall; palace; temple
寛	156	관	kuān	KWAN	KAN	HIROI YURUYAKA KUTSUROGU	broad
百	156	백	bǎi	PAYK MAYK	HYAKU HAKU	MOMO	one hundred; numerous, many
容	156	용	róng	YONG	YOU	IRERU YURUSU KATACHI	looks, appearance; figure, form
柏	155	백	bǎi bó	PAYK	HAKU	KASHIWA	cypress, cedar
助	153	조	zhù	CO	JO SHO	TASUKERU SUKE	help, aid, assist
辺	153		biān	PYEN	HEN	ATARI BE HOTORI	edge, margin, side, border
恭	152	공	gōng	KONG	KYOU	UYAUYASHII	respectful, polite, reverent
仙	151	선	xiān	SEN	SEN	SENNIN SENTO	Taoist super-being, transcendent, immortal
夫	150	부	fū	PWU	FU FUU	OTTO OTOKO SORE	man, male adult, husband; those
內	150	내	nèi	NAY NAP	DAI NAI	UCHI IRU IRERU	inside, interior; domestic
納	149	납	nà	NAP	TOU NOU NA	OSAMERU IRERU	admit, take, receive, accept
栄	149	영	róng	YENG	EI YOU	SAKAERU HAERU SAKAE	glory, honor; flourish, prosper
彦	149	언	yàn	EN	GEN	HIKO	elegant
畠	149	전	tián	CEN		HATA HATAKE	garden, field, farm, plantation
就	149	취	jiù	CHWI	SHUU JU	TSUKU	just, simply; to come, go to; to approach, near
扶	149	부	fú	PWU	FU HO	TASUKERU	support, help; protect; hold on
崇	148	숭	chóng	SWUNG	SUU SHUU	TAKAI AGAMERU TATTOBU	esteem, honor, revere, venerate
黒	148		hēi	HUK	KOKU	KUROI KURO	black; dark; evil
連	148	련 연	lián	LYEN	REN	TSURANARU TSURERU SHIKIRINI	join, connect; continuous; even
乗	147		chéng	SUNG	JOU SHOU	NORU NOSERU	ride, ascend; avail oneself of; numerary adjunct for vehicle
惟	147	유	wéi	YU	I YUI BI	OMOU OMOUNI KORE	but, however, nevertheless; only
羽	146	우	yǔ	WU	U	HA HANE	feather, plume; wings; Kangxi radical 124
衍	145	연	yǎn	YEN	EN	HABIKORU SHIKU AMARI	overflow, spill over, spread out
任	145	임	rèn	IM	NIN	MAKASERU NINAU TAERU	trust to, rely on, appoint; to bear, duty, office; allow
主	145	주	zhǔ	CWU	SHU SU	NUSHI OMO ARUJI	master, chief owner; host; lord
町	143	정	tǐng dīng	CENG	CHOU TEI	MACHI	raised path between fields
後	142	후	hòu	HWU	GO KOU	OKURERU NOCHI ATO	behind, rear, after; descendents
禮	141	례 예	lǐ	LYEY	REI RAI	REI OJIGI	social custom; manners; courtesy; rites
出	141	출	chū	CHWUL CHWU	SHUTSU SUI	DERU DASU	go out, send out; stand; produce
岐	141	기	qí	KI	KI GI	EDAMICHI	high; majestic; fork in road
越	141	월	yuè	WEL HWAL	ETSU OCHI KATSU	KOERU KOSU	exceed, go beyond; the more ...
志	140	지	zhì	CI	SHI	KOKOROZASU KOKOROZASHI SHIRUSU	purpose, will, determination; annals
極	140	극	jí	KUK	GOKU KYOKU GOKI	KIWAMERU MUNE KIWAMARU	extreme, utmost, furthest, final
卿	139	경	qīng	KYENG	KYOU KEI	KIMI	noble, high officer
嘉	139	가	jiā	KA	KA	YOMISURU YOI	excellent; joyful; auspicious
花	139	화	huā	HWA	KA	HANA	flower; blossoms
板	139	판	bǎn	PHAN	HAN BAN	ITA	plank, board; iron or tin plate
右	137	우	yòu	WU	U YUU	MIGI TASUKERU	right; west; right-wing
湘	136	상	xiāng	SANG	SHOU SOU	NIRU	alternate name for Hunan
菅	135	관	jiān	KWAN	KAN KEN	SUGE	coarse grass, Themedia forskalii
法	134	법	fǎ	PEP	HOU HATSU HOTSU	NORI OKITE NOTTORU	law, rule, regulation, statute; France, French
波	134	파	bō	PHA	HA HI	NAMI	waves, breakers; undulations
休	133	휴	xiū	HYU	KYUU KU	YASUMU IKOU YAMERU	rest, stop; retire; do not!
爾	133	이	ěr	I	JI NI	NANJI SONO SHIKARI	you; that, those; final particle
汾	133	분	fén	PWUN	FUN	OOKII	river in Shanxi province
宅	132	댁 택	zhái	TAYK THAYK	TAKU	IE SUMAU YAKE	residence, dwelling, home; grave
姜	132	강	jiāng	KANG	KYOU	TSUYOI	surname; ginger
龍	131	룡 용	lóng	LYONG LONG PANG	RYUU ROU	TATSU	dragon; Kangxi radical 212
理	130	리 이	lǐ	LI	RI	SUJI KOTOWARI OSAMERU	reason, logic; manage
尊	130	존	zūn	CON CWUN	SON	TATTOI TOUTOI TATTOBU	respect, revere, venerate; honor
字	129	자	zì	CA	JI	AZA UMU MASU	letter, character, word
甫	129	보	fǔ	PO	HO FU	HAJIME SUKE	begin; man, father; great; a distance of ten li
傳	129	전	chuán	CEN	DEN TEN	TSUTAERU	summon; propagate, transmit
邦	128	방	bāng	PANG	HOU	KUNI	nation, country, state
照	127	조	zhào	CO	SHOU	TERU TERASU TERI	shine, illumine, reflect
済	127	제	jì	CEY	SAI SEI	SUMU WATARU SUKUU	help, aid, relieve; ferry, cross
宋	127	송	sòng	SONG	SOU	SUMAI ORU	Song dynasty; surname
左	125	좌	zuǒ	CWA	SA	HIDARI MOTORU TASUKERU	left; east; unorthodox, improper
寧	125	녕 령 영	níng	NYENG	NEI NYOU	YASUI MUSHIRO NANZO	repose, serenity, peace; peaceful
譙	124	초	qiào	CHO	SHOU JOU SUI ZUI	SHIKARU	tower; surname
側	123	측	cè	CHUK	SOKU SHOKU	KAWA KATAWARA SOBAMERU	side; incline, slant, lean
管	123	관	guǎn	KWAN	KAN	KUDA FUE	pipe, tube, duct; woodwind music
尼	122	니	ní	NI IL	NI JITSU	AMA	Buddhist nun; transliteration
陸	122	륙 육	lù	LYUK	RIKU ROKU	OKA	land, continental; army
由	121	유	yóu	YU	YUU YU YUI	YOSHI YORU YORI	cause, reason; from
紹	121	소	shào	SO	SHOU JOU	TSUGU	continue, carry on; hand down; to join
比	121	비	bǐ	PI	HI	KURABERU NARABU NARABERU	to compare, liken; comparison; than; hexagram ䷇
好	119	호	hǎo	HO	KOU	KONOMU SUKU YOI	good, excellent, fine; well
台	119	태	tái	THAY I	DAI TAI I	UTENA YOROKOBU	platform; unit; term of address
如	118	여	rú	YE	JO NYO	GOTOKU SHIKU YUKU	if, supposing; as if; like, as
亮	118	량 양	liàng	LYANG	RYOU	AKIRAKA SUKE	bright, brilliant, radiant, light
敦	118	돈	dūn	TON THOY	TON DAN CHOU	ATSUI	esteem; honest, candid, sincere
今	118	금	jīn	KUM	KON KIN	IMA	now, today, modern era
植	118	식	zhí	SIK CHI	SHOKU CHI	UERU TATERU	plant, trees, plants; grow
棘	118	극	jí	KUK	KYOKU	IBARA TOGE	jujube tree; thorns, brambles
貴	117	귀	guì	KWI	KI	TOUTOI TATTOI TOUTOBU	expensive, costly, valuable
愛	117	애	ài	AY	AI	MEDERU OSHIMU ITOSHII	love, be fond of, like
长	117		zhǎng				long; length; excel in; leader
屋	115	옥	wū	OK	OKU	YA YANE	house; room; building, shelter
端	114	단	duān	TAN	TAN	HASHI HA HATA	end, extreme; head; beginning
在	113	재	zài	CAY	ZAI	ARU IMASU	be at, in, on; consist in, rest
秦	113	진	qín	CIN	SHIN JIN		feudal state of Qin; the Qin dynasty (from which the name 'C
辻	112	십	shí	SIP		TSUJI	crossroads; street
媛	112	원	yuàn	WEN	EN	HIME	beauty, beautiful woman
進	111	진	jìn	CIN	SHIN JIN	SUSUMU SUSUMERU	advance, make progress, enter
先	110	선	xiān	SEN	SEN	SAKI SAKINJIRU MAZU	first, former, previous
若	110	야 약	ruò	YAK YA	JAKU NYAKU	MOSHIKUHA WAKAI SHITAGAU	if, supposing, assuming; similar
孟	110	맹	mèng	MAYNG MANG	MOU MYOU MAN	KASHIRA HAJIME	first in series; great, eminent
熊	110	웅	xióng	WUNG	YUU	KUMA	a bear; brilliant; bright; surname
丸	110	환	wán	HWAN	GAN	MARUI MARUMERU TAMA	small round object; pellet, pill
心	110	심	xīn	SIM	SHIN	KOKORO	heart; mind, intelligence; soul; 5th lunar mansion, determin
斎	110		zhāi		SAI	MONOIMI TSUTSUSHIMU TOKI	vegetarian diet; study
香	110	향	xiāng	HYANG	KOU KYOU	KAORI KA	fragrant, sweet-smelling; incense; Kangxi radical 186
唐	109	당	táng	TANG	TOU	KARA	Tang dynasty; Chinese
覚	109		jué	KAK KYO	KAKU KOU	OBOERU SAMASU SATORU	to wake up from sleep; conscious
渡	109	도	dù	TO	TO	WATARU WATASU WATASHI	cross, ferry over; ferry
楊	109	양	yáng	YANG	YOU	YANAGI	willow, poplar, aspen; surname
司	108	사	sī	SA	SHI	TSUKASADORU TSUKASA	take charge of, control, manage; officer
万	108	만	wàn mò	MAN MWUK	MAN BAN	YOROZU	ten thousand; innumerable
円	108	엔	yuán	WEN YEYN	EN	MARUI MARU	yen
令	107	령 영	lìng	LYENG	REI RYOU	IITSUKE OSA	command, order; 'commandant', magistrate; allow, cause
胡	106	호	hú	HO	KO GO	NANZO EBISU	recklessly, foolishly; wildly
汝	106	여	rǔ	YE	JO	NANJI	you
鉅	105	거	jù	KE	KYO	HAGANE	steel, iron; great
以	104	이	yǐ	I	I	OMOU YUENI MOTTE	by means of; thereby, therefore; consider as; in order to
庭	104	정	tíng	CENG	TEI	NIWA	courtyard; spacious hall or yard
渤	104	발	bó	PAL	BOTSU HOTSU		swelling; (渤海) the Bohai Sea
虎	103	호	hǔ	HO	KO	TORA	tiger; brave, fierce; surname
沛	103	패	pèi	PHAY	HAI	SAWA SAKAN	abundant, full, copious; sudden
芳	102	방	fāng	PANG	HOU	KANBASHII KAORI	fragrant; virtuous; beautiful
鎮	102		zhèn	CIN	CHIN TEN	SHIZUMERU OSAE SHIZUMARU	town, market place; suppress
倍	102	배	bèi	PAY PHAY	BAI	SOMUKU MASU	times, fold, multiple times
特	102	특	tè	THUK	TOKU DOKU	OUSHI HITORI KOTONI	special, unique, distinguished
會	102	회	huì	HOY KOY	KAI E	AU	to assemble, meet together; a meeting; an organization
別	101	별	bié	PYEL	BETSU BECHI	WAKARERU WAKERU WAKARE	separate, other; do not
誠	101	성	chéng	SENG	SEI JOU	MAKOTO MAKOTONI	sincere, honest; true, real
樂	101	낙 락 악 요	lè	AK LAK YO	GAKU RAKU GOU	TANOSHII	happy, glad; enjoyable; music
慈	100	자	cí	CA	JI	ITSUKUSHIMU ITSUKUSHIMI	kind, charitable, benevolent
亀	100		guī	KWI KYUN	KI KYUU KIN	KAME	turtle or tortoise; cuckold
矩	100	구	jǔ	KWU	KU	SASHIGANE KANEZASHI NORI	carpenter's square, ruler, rule
懷	100	회	huái	HOY	KAI	NATSUKU FUTOKORO	bosom, breast; carry in bosom
同	98	동	tóng	TONG	DOU TOU	ONAJI TOMONI TOMONISURU	same, similar; together with
陈	97		chén				exhibit, display; plead; a surname
崎	97	기	qí	KI	KI	SAKI KEWASHII	rough, uneven, jagged, rugged
父	97	부	fù	PWU PO	FU HO	CHICHI	father; Kangxi radical 88
滋	97	자	zī	CA	JI SHI	SHIGERU MASU MASUMASU	grow, multiply, increase; thrive
斉	96		qí		SEI SAI ZAI	SOROU HITOSHII HITOSHIKU	even, uniform, of equal length
階	96	계	jiē	KYEY	KAI	KIZAHASHI HASHIGO SHINA	stairs, steps; rank, degree
維	95	유	wéi	YU	I YUI	TSUNA TSUNAGU KORE	maintain, preserve, safeguard
用	95	용	yòng	YONG	YOU	MOCHIIRU HATARAKI MOTTE	use, employ, apply, operate; use
尹	95	윤	yǐn	YUN	IN	OSA TADASU	govern; oversee; director
派	95	파	pài	PHA	HA	WAKARERU	school of thought, sect, branch
蓨	95		tiáo				Emilia sonchifolia; an ancient county name
科	94	과	kē	KWA	KA	SHINA TOGA	section, department, science
鷹	94	응	yīng	UNG	YOU OU	TAKA	eagle, falcon; Accipiter species (various)
拓	94	척 탁	tà	CHEK THAK	TAKU SEKI	HIRAKU HIROU	expand; open up; support or push
溝	93	구	gōu	KWU	KOU	MIZO	ditch, drain, narrow waterway
克	92	극	kè	KUK	KOKU	KATSU YOI YOKU	gram; overcome; transliteration
駒	92	구	jū	KWU	KU	KOMA	colt; fleet, swift; sun; surname
惠	91	혜	huì	HYEY	KEI E	MEGUMU MEGUMI	favor, benefit, confer kindness
齊	91	제	qí	CA CEY	SEI ZAI SAI	SOROU HITOSHII HITOSHIKU	even, uniform, of equal length; Kangxi radical 210
将	91	장	jiāng	CANG	SHOU SOU	HIKIIRU MOTTE MASANI	will, going to, future; general
可	91	가	kě	KA KUK	KA KOKU	YOI BESHI BAKARI	may, can, -able; possibly
蜂	91	봉	fēng	PONG	HOU	HACHI	bee, wasp, hornet
堯	90	요	yáo	YO	GYOU	TAKAI	a legendary ancient emperor-sage
全	90	전	quán	CEN	ZEN SEN	MATTAKU MATTAI MATTOUSURU	maintain, keep whole or intact
慎	90		shèn		SHIN	TSUTSUSHIMU TSUTSUSHIMI	act with care, be cautious
角	89	각	jiǎo	KAK LOK KOK	KAKU ROKU KOKU	TSUNO KADO SUMI	horn; angle, corner; point; Kangxi radical 148; 1st lunar ma
鍋	88	과	guō	KWA	KA	NABE	cooking-pot, saucepan
勢	88	세	shì	SEY	SEI SE	IKIOI	power, force; tendency
総	88	총	zǒng	CHONG	SOU	FUSA SUBERU SUBETE	collect; overall, altogether
儀	88	의	yí	UY	GI	YOI NORI	ceremony, rites gifts; admire
裕	87	유	yù	YU	YUU YU	YUTAKA	abundant, rich, plentiful
局	87	국	jú	KWUK	KYOKU	TSUBONE SHIKIRU	bureau, office; circumstance
跋	87	발	bá	PAL	BATSU HATSU	FUMU OKUGAKI	go by foot; epilogue, colophon
簡	87	간	jiǎn	KAN	KAN	FUDA ERABU	simple, terse, succinct; letter
允	86	윤	yǔn	YUN	IN	MAKOTO YURUSU JOU	to grant, to allow, to consent
登	86	등	dēng	TUNG	TOU TO	NOBORU	rise, mount, board, climb
那	86	나	nà	NA	DA NA	NANZO NANI	that, that one, those
冬	86	동	dōng	TONG	TOU	FUYU	winter, 11th lunar month
早	86	조	zǎo	CO	SOU SATSU	HAYAI HAYA SA	early; soon; morning
奥	86		ào	O WUK	OU	OKU KUMA	mysterious, obscure, profound
庸	86	용	yōng	YONG	YOU	MOCHIIRU TSUNE ANI	usual, common, ordinary, mediocre
珍	85	진	zhēn	CIN	CHIN	MEZURASHII	precious, valuable, rare
從	85	종	cóng	CONG	JUU SHOU JU	SHITAGAU SHITAGATTE OU	from, by, since, whence, through
庄	85	장	zhuāng	CANG	SOU SHOU HOU	INAKA MURAZATO	village, hamlet; villa, manor
祁	85	기	qí	KI	KI GI	OOINI SAKANNI KORE	pray; numerous, ample, abundant
娶	83	취	qǔ	CHWI	SHU	METORU	marry, take wife
后	82	후	hòu	HWU	KOU GO	KIMI KISAKI	queen, empress, sovereign; (simp. for 後) behind, rear, after
梅	82	매	méi	MAY	BAI	UME	plums; prunes; surname
雍	82	옹	yōng	ONG	YOU YU	YAWARAGU FUSAGU	harmony, union; harmonious
沈	81	심 침	shěn chén	CHIM SIM	CHIN JIN SHIN	SHIZUMU SHIZUMERU	sink, submerge; addicted to; surname
處	81	처	chù	CHE	SHO	TOKORO ORU	place, locale; department
菊	80	국	jú	KWUK	KIKU	KIKUNOHANA	chrysanthemum
入	80	입	rù	IP	NYUU JU JUU	IRU HAIRU	enter, come in(to), join
息	80	식	xī	SIK	SOKU	IKI YASUMU YAMERU	rest, put stop to, end, cease
瑞	80	서	ruì	SE	ZUI	SHIRUSHI MIZU	felicitous omen; auspicious
脩	80	수	xiū	SWU	SHUU	OSAMERU NAGAI	dried meat (used as teachers payment in ancient times)
増	80		zēng	CUNG	ZOU SOU	MASU FUERU FUYASU	increase
幼	79	유	yòu	YU	YOU YUU	OSANAI	infant, young child; immature
襄	79	양	xiāng	YANG	JOU SHOU	NOBORU AGERU TAKAI	aid, help, assist; undress
繁	79	번	fán	PEN PAN	HAN	SHIGESHI SHIGERU	complicated, complex, difficult
熙	79	희	xī	HUY	KI	HIKARI HIKARU	bright, splendid, glorious
葛	79	갈	gé	KAL	KATSU KACHI	KUZU TSUZURA	edible bean; surname
米	79	미	mǐ	MI	BEI MAI ME	KOME YONE MEETORU	hulled or husked uncooked rice
沼	79	소	zhǎo	SO	SHOU	NUMA	lake, fishpond, swamps
幹	79	간	gàn	KAN	KAN	MIKI WAZA	trunk of tree or of human body
撫	79	무	fǔ	MWU	BU FU	NADERU	pat, console, comfort; pacify
宜	78	의	yí	UY	GI	YOROSHII MUBE	suitable, right, fitting, proper
関	78		guān	KWAN WAN	KAN KEN WAN	SEKI KANNUKI KAKAWARU	frontier pass; close; relation
斯	78	사	sī	SA	SHI	KONO KORE KAKU	this, thus, such; to lop off; emphatic particle
度	77	도 탁	dù	TO THAK	TAKU DO TO	TABI HAKARU MEMORI	degree, system; manner; to consider
應	77	응	yīng	UNG	YOU OU	ATARU	should, ought to, must
堅	77	견	jiān	KYEN	KEN	KATAI KATAKU	hard, strong, firm; resolute
冷	77	냉 랭	lěng	LAYNG	REI	HIERU TSUMETAI SAMERU	cold, cool; lonely
充	76	충	chōng	CHWUNG	JUU SHUU	ATERU MICHIRU MITASU	fill, be full, supply
淵	76	연	yuān	YEN	EN	FUCHI	gulf, abyss, deep
伴	76	반	bàn	PAN	HAN BAN	TOMONAU TOMO	companion, comrade, partner; accompany
羅	76	나 라	luó	LA	RA	AMI TSURANERU USUMONO	net for catching birds; gauze
稽	76	계	jī	KYEY	KEI	TODOMERU KANGAERU	examine, investigate; delay
韓	75	한	hán	HAN	KAN	IGETA	fence; surname; Korea
所	74	소	suǒ	SO	SHO SO	TOKORO	place, location; numerary adjunct
匡	74	광	kuāng	KWANG	KYOU OU	TADASU SUKUU	correct, restore, revise
慕	74	모	mù	MO	BO	SHITAU	long for, desire; admire
兒	73	아 예	ér	A	JI NI GEI	KO	son, child, oneself; final part
弼	73	필	bì	PHIL	HITSU	TASUKERU YUDAME SUKE	aid, assist, help; correct
白	73	백	bái	PAYK PAY	HAKU BYAKU	SHIRO SHIROI MOUSU	white; pure, unblemished; bright
意	73	의	yì	UY	I	KOKORO OMOI OMOU	thought, idea, opinion; think
廉	73	렴 염	lián	LYEM	REN	KADO YASUI	upright, honorable, honest
洞	73	동 통	dòng	TONG THONG	DOU TOU	HOGARAKA FUKAI HORA	cave, grotto; ravine; hole
謙	73	겸	qiān	KYEM	KEN	HERIKUDARU	humble, modest; hexagram ䷎
譚	73	담	tán	TAM	TAN DAN	HANASHI	surname; to talk
閬	73	랑	làng	LANG	ROU TOU DOU RYOU		high door; high gate; high, lofty
無	72	무	wú	MWU	MU BU	NAI NAKARE	negative, no, not; lack, have no
留	72	류 유	liú	LYU	RYUU RU	TOMERU TODOMARU TOMARU	stop, halt; stay, detain, keep
詮	72	전	quán	CEN	SEN	NORI	explain, expound, comment on
欽	72	흠	qīn	HUM	KIN KON	TSUTSUSHIMU	respect, admire; respectful
望	71	망	wàng	MANG	BOU MOU	NOZOMU NOZOMI MOCHI	to look at, look forward; to hope, expect
侯	71	후	hóu	HWU	KOU	MATO KIMI	marquis, lord; target in archery
东	71		dōng				east, eastern, eastward
厚	70	후	hòu	HWU	KOU	ATSUI	thick; substantial; greatly
典	70	전	diǎn	CEN	TEN	NORI TSUKASADORU SAKAN	law, canon; documentation; classic, scripture
飛	70	비	fēi	PI	HI	TOBU TOBASU	fly; go quickly; dart; high; Kangxi radical 183
節	70	절	jié	CEL	SETSU SECHI	FUSHI MISAO NOTTO	knot, node, joint; section; hexagram ䷻
朱	70	주	zhū	CWU	SHU	AKA AKE	cinnabar, vermilion; surname
梁	69	량 양	liáng	LYANG	RYOU	HASHI HARI YANA	bridge; beam; rafters; surname
顯	69	현	xiǎn	HYEN	KEN GEN	AKIRAKA	manifest, display; evident, clear
姉	69	자	zǐ	CA	SHI	ANE	elder sister
鬼	69	귀	guǐ	KWI	KI	ONI	ghost; spirit of dead; devil; Kangxi radical 194; 23rd lunar
淑	69	숙	shū	SWUK	SHUKU	YOI	good, pure, virtuous, charming
赤	68	적	chì	CEK	SEKI SHAKU	AKA AKAI	red; bare; Kangxi radical 155
員	68	운 원	yuán	WEN	IN EN	KAZU	member; personnel, staff member
致	68	치	zhì	CHI	CHI	ITASU	send, deliver, present; cause
烏	68	오	wū	O	U O	KARASU IZUKUNSO	crow, rook, raven; black, dark
軽	68		zhì	KYENG	KEI KYOU KIN	KARUI KAROYAKA KARONJIRU	light; easy, simple; gentle
忌	68	기	jì	KI	KI	IMU	jealous, envious; fear
婺	68		wù		BU MU BOU BOKU MOKU		a river and county in Jiāngxī; ancient name for 女宿, one of t
倫	67	륜 윤	lún	LYUN	RIN	TAGUI TSUIDE MICHI	normal human relationships
具	67	구	jù	KWU	GU KU	SONAERU SONAE TSUBUSANI	tool, implement; draw up, write
功	67	공	gōng	KONG	KOU	ISAO	achievement, merit, good result
崔	67	최	cuī	CHOY	SAI SUI SE	MAJIWARU	high, lofty, towering; surname
殤	67	상	shāng	SANG	SHOU	WAKAJINI	die young; national mourning
杨	67		yáng				willow, poplar, aspen; surname
物	66	물	wù	MWUL	MOTSU BUTSU	MONO	thing, substance, creature
勧	66		quàn	KWEN	KAN	SUSUMERU	recommend, advise, urge
根	66	근	gēn	KUN	KON	NE	root, base(d on); foundation
素	66	소	sù	SO	SO SU	SHIROGINU KIJI MOTO	white (silk); plain; vegetarian; formerly; normally
稚	66	치	zhì	CHI	CHI	OSANAI ITOKENAI	young, immature; childhood
嬴	66	영	yíng	YENG	EI		to win; to have a surplus; surname
恕	65	서	shù	SE	JO SHO	YURUSU	forgive, excuse, show mercy
規	65	규	guī	KYU	KI	BUNMAWASHI NORI TADASU	rules, regulations, customs, law
辰	65	신 진	chén	CIN SIN	SHIN	TATSU	early morning; fifth earthly branch; Kangxi radical 161
伏	65	복	fú	POK PWU PWUK	FUKU FUU BUKU	FUSERU SHITAGAU	crouch, crawl, lie hidden, conceal
广	65	엄	guǎng	EM	GEN	IE	wide, extensive, broad; rad. 53
母	64	모	mǔ	MO	BO BOU MO	HAHA	mother; female elders; female
徽	64	휘	huī	HWI	KI	YOI SHIRUSHI	a badge, insignia
潤	64	윤	rùn	LYUN	JUN	URUOU URUMU MEGUMI	soft, moist; sleek; freshen
色	64	색	sè	SAYK	SHOKU SHIKI	IRO	color, tint, hue, shade; form, body; beauty, desire for beau
豐	64	풍	fēng	PHWUNG	HOU FUU	YUTAKA	abundant, lush, bountiful, plenty; hexagram ䷶
融	63	융	róng	YUNG	YUU	TOORU TOKERU	melt, fuse; blend, harmonize
起	63	기	qǐ	KI	KI	OKIRU OKORU TATSU	rise, stand up; go up; begin
實	62	실 지	shí	SIL	JITSU SHITSU	MI MINORU	real, true, solid, honest
鶴	62	학	hè	HAK	KAKU	TSURU	crane; Grus species (various)
諸	62	제	zhū	CEY	SHO	MORO KORE	several, various
岳	62	악	yuè	AK	GAKU	TAKE	mountain peak; surname
聖	62	성	shèng	SENG	SEI SHOU	HIJIRI	holy, sacred; sage
毓	62	육	yù	YUK	IKU	SODATERU	give birth to; bring up, educate
繼	62	계	jì	KYEY	KEI	TSUGU	continue, maintain, carry on
镇	62		zhèn				town, market place; suppress
兵	61	병	bīng	PYENG	HEI HYOU	TSUWAMONO IKUSA	soldier, troops
備	61	비	bèi	PI	BI	SONAERU SONAWARU SONAE	prepare, ready, perfect
約	61	약 요	yuē	YAK YO	YAKU	TSUZUMERU TSUZUMAYAKA	treaty, agreement, covenant
賓	61	빈	bīn	PIN	HIN	MAROUDO SHITAGAU	guest, visitor; surname; submit
