geni_id,field,value,numeral_tokens,found_in
6000000018562788015,GIVN,4) Berkhechar,4),exports/archive/export-geni/export-Forest-36.ged
6000000018564189410,GIVN,Nubkhas / Nubkhaes,/,exports/archive/export-geni/export-Forest-10.ged
6000000018565185173,GIVN,"Sensusret I Kheperkare, King of Egypt ""the KA of RE is created""",I,exports/archive/export-geni/export-Forest-10.ged
6000000018569322791,SURN,Bensaude ?,?,exports/8-19 exports/export-Forest-6000000227297589821.ged
6000000018570316683,GIVN,Albrecht II,II,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000018572897961,_MARNM,ali (33),(33),exports/chinese-clusters/export-Descendants-6000000227722412975.ged
6000000018573049669,_MARNM,muhammad (32),(32),exports/chinese-clusters/export-Descendants-6000000227722412975.ged
6000000018573561785,_MARNM,ali (26),(26),exports/chinese-clusters/export-Descendants-6000000227722412975.ged
6000000018574328920,_MARNM,abu bakar (29),(29),exports/chinese-clusters/export-Descendants-6000000227722412975.ged
6000000018575553292,_MARNM,abu bakar (31),(31),exports/chinese-clusters/export-Descendants-6000000227722412975.ged
6000000018575863004,_MARNM,abdullah (34),(34),exports/chinese-clusters/export-Descendants-6000000227722412975.ged
6000000018598386616,GIVN,Guy I,I,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018598499752,GIVN,Theophilus ??,??,exports/abul-hamza-descendants/export-Descendants-6000000227699971846.ged
6000000018598540407,GIVN,Edward ??,??,exports/abul-hamza-descendants/export-Descendants-6000000227699971846.ged
6000000018598557797,GIVN,Elizabeth ??,??,exports/abul-hamza-descendants/export-Descendants-6000000227699971846.ged
6000000018598913210,GIVN,John ??,??,exports/abul-hamza-descendants/export-Descendants-6000000227699971846.ged
6000000018598964109,GIVN,Jean IV,IV,exports/chain-seeds/export-Forest-6000000227313486929.ged
6000000018604006086,NICK,ַַ Moshe,ַַ,exports/bure-campaign/export-Forest-6000000227474827821.ged
6000000018604727731,GIVN,Willem III,III,exports/descendants/export-Descendants-6000000177955802827.ged
6000000018606329368,GIVN,Tul / Olith,/,exports/gaps/export-Forest-6000000227227039845.ged
6000000018611293670,GIVN,Ayssin II,II,exports/8-19 exports/export-Forest-6000000227297512829.ged
6000000018613784433,GIVN,Andrea III.,III.,exports/abul-hamza-descendants/export-Descendants-6000000227693965055.ged
6000000018613884704,GIVN,Giovanni I,I,exports/abul-hamza/export-Descendants-6000000227676734863.ged
6000000018613926409,GIVN,Andrea I.,I.,exports/abul-hamza-descendants/export-Descendants-6000000227693965055.ged
6000000018613926726,GIVN,Giovanni II,II,exports/abul-hamza-descendants/export-Descendants-6000000227693965055.ged
6000000018614032132,GIVN,Almoro III Francesco,III,exports/abul-hamza-descendants/export-Descendants-6000000227693965055.ged
6000000018614183066,GIVN,Andrea IV,IV,exports/abul-hamza-descendants/export-Descendants-6000000227693965055.ged
6000000018623627860,GIVN,Sophie 1 Nielsdatter,1,exports/edges/export-Forest-6000000227254292875.ged
6000000018623937888,GIVN,Sophie 2 Nielsdatter,2,exports/edges/export-Forest-6000000227254292875.ged
6000000018625610051,GIVN,Hans 2 Pedersen,2,exports/archive/export-geni/export-Forest-18.ged
6000000018626450140,GIVN,Arnaud IV,IV,exports/chain-seeds/export-Forest-6000000227326680842.ged
6000000018626530503,GIVN,Krystyna [?? Katarzyna - zakonnica],[??,exports/8-19 exports/export-Descendants-6000000227295719853.ged
6000000018629801092,GIVN,Costyn/Costen/Constantin II,II,exports/edges/export-Forest-6000000227254550821.ged
6000000018632603109,GIVN,Jan II,II,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018632603109,NICK,Meyer van Leuven van 1504 tot 1509,1504 1509,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018634199074,GIVN,Jan III,III,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018635607644,GIVN,"{18} Maulana Hasanudin ""Pangeran Sebakingking""",{18},exports/archive/export-geni/export-Forest-37.ged
6000000018637129956,GIVN,Werner XXIII,XXIII,exports/bure-campaign/export-Forest-6000000227474775946.ged
6000000018639995492,NICK,06.09.1694,06.09.1694,exports/abul-hamza-descendants/export-Descendants-6000000227710647857.ged
6000000018642470775,GIVN,Nicolaas I,I,exports/edges/export-Forest-6000000227254550821.ged
6000000018642574306,GIVN,Nicolaas III,III,exports/edges/export-Forest-6000000227254550821.ged
6000000018648093332,GIVN,Philippe II vrijheer,II,exports/abul-hamza-descendants/export-Descendants-6000000227710647857.ged
6000000018648093332,NICK,Baron Philippe II de Merode Marquis de Westerloo,II,exports/abul-hamza-descendants/export-Descendants-6000000227710647857.ged
6000000018648144038,GIVN,Philippe I Graaf,I,exports/abul-hamza-descendants/export-Descendants-6000000227710647857.ged
6000000018648144038,NICK,Philippe I,I,exports/abul-hamza-descendants/export-Descendants-6000000227710647857.ged
6000000018648771944,GIVN,?,?,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000018649368508,GIVN,6 barn,6,exports/8-19 exports/export-Descendants-6000000227320438845.ged
6000000018651097921,GIVN,Baudouin VI,VI,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018651205620,GIVN,Jehan III,III,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018655444216,GIVN,Arnold II,II,exports/chain-seeds/export-Forest-6000000227298391886.ged
6000000018657268110,SURN,+,+,exports/chain-seeds/export-Forest-6000000227311267869.ged
6000000018661352486,GIVN,Aimery VI,VI,exports/8-19 exports/export-Forest-6000000227297512829.ged
6000000018661355538,GIVN,Aimery V,V,exports/8-19 exports/export-Forest-6000000227297512829.ged
6000000018661376446,GIVN,Mariano IV,IV,exports/chain-seeds/export-Forest-6000000227313486929.ged
6000000018661376446,GIVN,Marianus IV,IV,exports/chain-seeds/export-Forest-6000000227313486929.ged
6000000018661376446,GIVN,Marià IV,IV,exports/chain-seeds/export-Forest-6000000227313486929.ged
6000000018661502317,GIVN,Guillaume I,I,exports/8-19 exports/export-Forest-6000000227297512829.ged
6000000018667545289,GIVN,Archimbaud I,I,exports/gaps/export-Forest-6000000227086620980.ged
6000000018667559308,NICK,Console in Siena nel 1168 e 1169  (pagus matisconensis),1168 1169,exports/gaps/export-Forest-6000000227086620980.ged
6000000018669634846,GIVN,Thomas (27),(27),exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000018669859142,NICK,husförhör burträsk AI:3  sid 59,59,exports/stragglers/export-geni/export-Forest-43.ged
6000000018672113281,GIVN,Otto IV,IV,exports/chain-seeds/export-Forest-6000000227299182891.ged
6000000018675120502,GIVN,Heinrich III,III,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018679654086,GIVN,Gerulf I,I,exports/gaps/export-Ancestors-6000000177921459114.ged
6000000018680427231,GIVN,??,??,exports/chain-seeds/export-Forest-6000000227325855824.ged
6000000018684539591,GIVN,Alexander III.,III.,exports/bure-campaign/export-Forest-6000000227474775946.ged
6000000018685031261,GIVN,Daniel III,III,exports/bure-campaign/export-Forest-6000000227474775946.ged
6000000018685263883,GIVN,Johann Friedrich II.,II.,exports/bure-campaign/export-Forest-6000000227474775946.ged
6000000018685776315,GIVN,Daniël IV,IV,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018686237159,GIVN,Jacob IV,IV,exports/bure-campaign/export-Forest-6000000227474775946.ged
6000000018686282030,GIVN,Alexander V,V,exports/bure-campaign/export-Forest-6000000227474775946.ged
6000000018690723046,NICK,Herman I von Werl,I,exports/8-19 exports/export-Forest-6000000227297393968.ged
6000000018690723046,NICK,Hermann I von Arnsberg,I,exports/8-19 exports/export-Forest-6000000227297393968.ged
6000000018691734133,SURN,?,?,exports/8-19 exports/export-Forest-6000000227294020862.ged
6000000018691949270,GIVN,Asser / Anshil Elias,/,exports/gaps/export-Forest-6000000227227141848.ged
6000000018694927091,NICK,* Stiernfelt eller Grubbe,*,exports/bure-campaign/export-Forest-6000000227468650841.ged
6000000018696838780,GIVN,Margaret / Amelia,/,exports/abul-hamza-descendants/export-Descendants-6000000227711041892.ged
6000000018698383927,SURN,von Ahn Abborre / von Ahnen-Abborre,/,exports/8-19 exports/export-Forest-6000000227294926845.ged
6000000018701896676,GIVN,Hugues II,II,exports/gaps/export-Forest-6000000227086620980.ged
6000000018707295593,NICK,Bardolph I,I,exports/midpoints/export-Forest-6000000227258314174.ged
6000000018709603848,GIVN,?,?,exports/gaps/export-Forest-6000000227227041063.ged
6000000018710337372,GIVN,?,?,exports/gaps/export-Forest-6000000227227041063.ged
6000000018710350072,GIVN,?,?,exports/gaps/export-Descendants-6000000227227041063.ged
6000000018710512277,GIVN,?,?,exports/gaps/export-Forest-6000000227227041063.ged
6000000018714406121,GIVN,Margareeta II,II,exports/northern-dfa/export-Descendants-6000000227726280959.ged
6000000018714406121,GIVN,Margreth II Alexandrine Þórhildur Ingrid,II,exports/northern-dfa/export-Descendants-6000000227726280959.ged
6000000018714406121,NICK,Margareeta II,II,exports/northern-dfa/export-Descendants-6000000227726280959.ged
6000000018722905702,GIVN,Thierry V,V,exports/edges/export-Forest-6000000227254550821.ged
6000000018723229122,GIVN,Raes IV,IV,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018723927133,_MARNM,Henderson / Phelps,/,exports/chain-seeds/export-Forest-6000000227315967852.ged
6000000018725414505,GIVN,Reinhard III,III,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018728303002,_MARNM,bar Mar Huna I,I,exports/archive/export-geni/export-Forest-39.ged
6000000018730200001,GIVN,?,?,exports/gaps/export-Forest-6000000227227132960.ged
6000000018736288028,GIVN,Philippe III,III,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018740225067,GIVN,???,???,exports/archive/export-geni/export-Forest-39.ged
6000000018744700477,GIVN,Jean IV,IV,exports/gaps/export-Forest-6000000227227016909.ged
6000000018744700477,GIVN,Johan IV,IV,exports/gaps/export-Forest-6000000227227016909.ged
6000000018746196234,GIVN,Jan III,III,exports/gaps/export-Forest-6000000227227016909.ged
6000000018746196234,GIVN,Jean III,III,exports/gaps/export-Forest-6000000227227016909.ged
6000000018746623421,GIVN,Allaert I,I,exports/gaps/export-Forest-6000000227227016909.ged
6000000018746998239,GIVN,Allaert II,II,exports/gaps/export-Forest-6000000227227016909.ged
6000000018748018140,GIVN,Hendrik III,III,exports/edges/export-Forest-6000000227254550821.ged
6000000018751168328,GIVN,Goswin I,I,exports/edges/export-Forest-6000000227254550821.ged
6000000018753431276,GIVN,Gunnar Gunnarsson V,V,exports/8-19 exports/export-Forest-6000000227290969847.ged
6000000018753431276,NICK,V - d.e. Født Berge,V,exports/8-19 exports/export-Forest-6000000227290969847.ged
6000000018753431276,NICK,V - d.e. Håland,V,exports/8-19 exports/export-Forest-6000000227290969847.ged
6000000018754227061,GIVN,Gunnar Gunnarsen IV,IV,exports/8-19 exports/export-Forest-6000000227290969847.ged
6000000018758069391,GIVN,Gebhard II.,II.,exports/bure-campaign/export-Forest-6000000227474775946.ged
6000000018758206302,GIVN,Matthias VI.,VI.,exports/bure-campaign/export-Forest-6000000227474775946.ged
6000000018758579047,GIVN,Friedrich Wilhelm III,III,exports/bure-campaign/export-Forest-6000000227474775946.ged
6000000018772998427,GIVN,Germanas IV,IV,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000018777781781,SURN,+,+,exports/8-19 exports/export-Forest-6000000227295934952.ged
6000000018782116722,GIVN,Johann (Hans) II,II,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000018791483742,GIVN,Friedrich II.,II.,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000018793966672,GIVN,?,?,exports/chain-seeds/export-Forest-6000000227323649841.ged
6000000018794579594,GIVN,Abe / Abraham Jacob,/,exports/chain-seeds/export-Forest-6000000227323649841.ged
6000000018796251239,_MARNM,Tuan Dalam Alyahya (33),(33),exports/chinese-clusters/export-Descendants-6000000227722412975.ged
6000000018798117038,GIVN,Otto V,V,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000018801120870,GIVN,Reinhold III,III,exports/chain-seeds/export-Forest-6000000227299182891.ged
6000000018801756320,GIVN,Margarethe II,II,exports/chain-seeds/export-Forest-6000000227299182891.ged
6000000018806025398,_MARNM,Reksoprodjo I,I,exports/archive/export-geni/export-Descendants-33.ged
6000000018807713976,GIVN,???,???,exports/archive/export-geni/export-Forest-39.ged
6000000018807746711,NICK,Col Gabriel Rizo de Cervera II,II,exports/edges/export-Descendants-6000000209721822822.ged
6000000018807746711,NICK,Colonel Gabriel II De Cervera,II,exports/edges/export-Descendants-6000000209721822822.ged
6000000018807746711,NICK,Gabriel De Servera II,II,exports/edges/export-Descendants-6000000209721822822.ged
6000000018808282216,_MARNM,I Vanvik,I,exports/skjalgsson/export-Descendants-6000000227295848846.ged
6000000018808378146,NICK,Lorenzo Suarez Salazar II Longoria,II,exports/fleshing-out/export-geni/export-Forest-7.ged
6000000018808378146,NICK,Lorenzo Suarez Salazar de Longoria  II,II,exports/fleshing-out/export-geni/export-Forest-7.ged
6000000018808378146,NICK,Lorenzo Suarez Salazar de Longoria II-,II-,exports/fleshing-out/export-geni/export-Forest-7.ged
6000000018808378146,NICK,Lorenzo Suarez Salazar deLongoria II,II,exports/fleshing-out/export-geni/export-Forest-7.ged
6000000018808378146,NICK,Lorenzo Suarez Salazar deLongoria II Ii,II,exports/fleshing-out/export-geni/export-Forest-7.ged
6000000018813680261,GIVN,Gerhard I,I,exports/chain-seeds/export-Forest-6000000227299182891.ged
6000000018814365848,NICK,Alonso De La Garza TrevinoFalcon III Iii,III,exports/archive/export-geni/export-Descendants-45.ged
6000000018814365848,NICK,Alonso De la Garza Trevino falcon III,III,exports/archive/export-geni/export-Descendants-45.ged
6000000018814404956,GIVN,Goddert III (Gottfried),III,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018815095087,GIVN,Goddert II,II,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018815095087,GIVN,Goddert II (Gottfried),II,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018815153270,GIVN,Johann II,II,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018817419358,GIVN,Gustav Adolf II,II,exports/no-name-descendants/export-Descendants-6000000227716065921.ged
6000000018817827862,GIVN,Johann I,I,exports/chain-seeds/export-Forest-6000000227297927829.ged
6000000018818499625,GIVN,Bartholomäus III,III,exports/chain-seeds/export-Forest-6000000227297927829.ged
6000000018820375020,SURN,+,+,exports/chain-seeds/export-Forest-6000000227311267869.ged
6000000018821408893,NICK,fikk kongens fortjenestemedalje 1910,1910,exports/chain-seeds/export-Forest-6000000227298269847.ged
6000000018822636597,GIVN,Hans IX,IX,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000018824006722,GIVN,Wife 1: 陳氏: Chen,1:,exports/chain-seeds/export-Forest-6000000227325855824.ged
6000000018824171233,GIVN,Wife 2: 蘇氏: Sū,2:,exports/chain-seeds/export-Forest-6000000227325855824.ged
6000000018824307160,GIVN,Wife 2: Gāo,2:,exports/chain-seeds/export-Forest-6000000227325855824.ged
6000000018824363062,GIVN,Wife 1: Chen,1:,exports/chain-seeds/export-Forest-6000000227325855824.ged
6000000018824438119,GIVN,Wife 1: Zhāng,1:,exports/chain-seeds/export-Forest-6000000227325855824.ged
6000000018824477088,GIVN,Wife 2: Lǐ,2:,exports/chain-seeds/export-Forest-6000000227325855824.ged
6000000018825380482,GIVN,Berthold I,I,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018825717441,GIVN,Dietrich / Diderich,/,exports/chain-seeds/export-Forest-6000000227299182891.ged
6000000018825798287,GIVN,Hunold V,V,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018825967236,GIVN,Walter IV,IV,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018826005079,GIVN,Walter I,I,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018826005156,GIVN,Christine / Christina Stineke,/,exports/chain-seeds/export-Forest-6000000227299182891.ged
6000000018826037041,GIVN,Walter II,II,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018826277977,GIVN,Maria / Mary,/,exports/bure-campaign/export-Forest-6000000227468650841.ged
6000000018826830005,GIVN,Heidenreich I.,I.,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018828095351,_MARNM,Chrigtoun / Chrichton ?,/ ?,exports/bure-campaign/export-Forest-6000000227468650841.ged
6000000018829099253,GIVN,Wife 2:  Gāo,2:,exports/chain-seeds/export-Forest-6000000227325855824.ged
6000000018829141353,GIVN,Wife 1:  Lín,1:,exports/chain-seeds/export-Forest-6000000227325855824.ged
6000000018832858853,GIVN,Wilhelm II,II,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018835869030,GIVN,Anna Kathrine II,II,exports/chain-seeds/export-Forest-6000000227316267834.ged
6000000018836477916,GIVN,William I,I,exports/abul-hamza-descendants/export-Descendants-6000000227709106861.ged
6000000018837336249,GIVN,Johan II. der Jünger,II.,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018837786548,_MARNM,von Transehe (II. Linie: Selsau-Erlaa),(II.,exports/bure-campaign/export-Forest-6000000227474099822.ged
6000000018837935232,GIVN,Heidenreich VI,VI,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018840968054,GIVN,Guillaume I,I,exports/chain-seeds/export-Forest-6000000227297843999.ged
6000000018841209157,GIVN,Niels Eriksen I.,I.,exports/archive/export-geni/export-Forest-18.ged
6000000018843020699,NICK,Mateo Rodriguez de Montemayor * 2nd Lieutenant,*,exports/archive/export-geni/export-Descendants-45.ged
6000000018843036194,NICK,Miguel Lopez de Jaen de Rivera 1,1,exports/hermenegildo/export-Descendants-6000000227725063822.ged
6000000018843036194,NICK,Miguel Manuel Lopez De Jaen *,*,exports/hermenegildo/export-Descendants-6000000227725063822.ged
6000000018843104279,GIVN,Heinrich I,I,exports/sparse_filling/export-Forest-6000000227380718910.ged
6000000018843372256,GIVN,Heinrich II,II,exports/sparse_filling/export-Forest-6000000227380718910.ged
6000000018843746042,NICK,Tomas Garcia DE QUINTANILLA 9ggf 1684,1684,exports/archive/export-geni/export-Forest-41.ged
6000000018844423689,NICK,Humbert V Sire de Thoire et Villars,V,exports/chain-seeds/export-Forest-6000000227313486929.ged
6000000018845088427,GIVN,Werner IV,IV,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000018849359630,GIVN,Ludolf I,I,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018849606994,GIVN,Gita / Gitel,/,exports/chain-seeds/export-Forest-6000000227323649841.ged
6000000018851467783,GIVN,Pierre II,II,exports/archive/export-geni/export-Forest-2.ged
6000000018852048538,GIVN,Jean II,II,exports/archive/export-geni/export-Forest-2.ged
6000000018854745872,GIVN,Anders 1,1,exports/chain-seeds/export-Forest-6000000227322079156.ged
6000000018856498633,GIVN,Heidenreich VII.,VII.,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018856695143,GIVN,Busso II,II,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000018856830151,GIVN,Heidenrich VI. 'der Jüngere',VI.,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018856844480,GIVN,Heinrich VII,VII,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018858001598,_MARNM,?,?,exports/8-19 exports/export-Forest-6000000227297027825.ged
6000000018861481263,GIVN,UPAKĪCHAKAS other 105 sons,105,exports/archive/export-geni/export-Forest-32.ged
6000000018865552593,GIVN,Jørund / Jørgen Olsen,/,exports/chain-seeds/export-Forest-6000000227326052897.ged
6000000018867534442,NICK,François Calvé I,I,exports/gaps/export-Forest-6000000227578111916.ged
6000000018877796365,GIVN,Wigand I,I,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018877945338,GIVN,Johann III,III,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018885615946,GIVN,Ludwig III,III,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018885731384,GIVN,Ludwig II,II,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018885844078,GIVN,Wigand II,II,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018886933770,GIVN,Niels / Nils Johnsen,/,exports/chain-seeds/export-Forest-6000000227326052897.ged
6000000018887021850,GIVN,Wouter III,III,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018887021850,NICK,Wauthier II van Rozebeke,II,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018887021850,NICK,Wauthier III van Harelbeke,III,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018888907902,GIVN,Diederik IX,IX,exports/gaps/export-Forest-6000000227227016909.ged
6000000018889875699,SURN,Batu Hampar 40,40,exports/chinese-clusters/export-Descendants-6000000227722412975.ged
6000000018890525369,SURN,Batu Hampar 40,40,exports/chinese-clusters/export-Descendants-6000000227722412975.ged
6000000018890575185,NICK,Феодора Павловна Джамбакур-Орбелиани ; Тебро Джамбакур-Орбелиани,;,exports/abul-hamza-descendants/export-Descendants-6000000227682842833.ged
6000000018891290225,NICK,VII Duca di Bellosguardo,VII,exports/abul-hamza-descendants/export-Descendants-6000000227696775867.ged
6000000018891290225,NICK,XII Marqués del Valle de Oaxaca,XII,exports/abul-hamza-descendants/export-Descendants-6000000227696775867.ged
6000000018891295652,NICK,IX Duca di Bellosguardo,IX,exports/abul-hamza-descendants/export-Descendants-6000000227710978823.ged
6000000018891295652,NICK,XIV Marqués del Valle de Oaxaca,XIV,exports/abul-hamza-descendants/export-Descendants-6000000227710978823.ged
6000000018891372266,NICK,VIII Duca di Bellosguardo,VIII,exports/abul-hamza-descendants/export-Descendants-6000000227696775867.ged
6000000018891372266,NICK,XIII Marqués del Valle de Oaxaca,XIII,exports/abul-hamza-descendants/export-Descendants-6000000227696775867.ged
6000000018893112928,NICK,John James Waldegrave 6,6,exports/abul-hamza-descendants/export-Descendants-6000000227707004886.ged
6000000018893113054,GIVN,Bernhard II,II,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018893206139,GIVN,Heidenreich II,II,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018898987229,SURN,I. Mæland,I.,exports/northern-dfa/export-Descendants-6000000227725842871.ged
6000000018902109690,GIVN,Philip VII,VII,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018902473184,GIVN,Jan I,I,exports/edges/export-Forest-6000000227254550821.ged
6000000018902853410,GIVN,Philip VIII,VIII,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018904662181,GIVN,Gerard II Arentsz / Arnoudsz,II /,exports/chain-seeds/export-Forest-6000000227326510857.ged
6000000018904662181,NICK,Gerrit II van Heemskerck,II,exports/chain-seeds/export-Forest-6000000227326510857.ged
6000000018905171166,GIVN,Philip IX,IX,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000018907077666,NICK,Clara del Valle Flores V,V,exports/abul-hamza/export-Descendants-6000000227676734863.ged
6000000018911102139,GIVN,Aribert II,II,exports/gaps/export-Forest-6000000227086455824.ged
6000000018913287838,GIVN,?,?,exports/chain-seeds/export-Forest-6000000227316148823.ged
6000000018918368435,GIVN,Hans Samuel ?? Abrahamson,??,exports/naf-descendants/export-Descendants-6000000227712832952.ged
6000000018922361575,NICK,Bnr. 3,3,exports/chain-seeds/export-Forest-6000000227327896857.ged
6000000018922517475,NICK,Bnr. 3,3,exports/chain-seeds/export-Forest-6000000227327896857.ged
6000000018930038154,NICK,Capitan Juan Jose Nepomuceno Rodriguez de Montemayor (1667–1720) Rodriguez de Montemayor de la Garza,(1667–1720),exports/archive/export-geni/export-Descendants-45.ged
6000000018932611123,GIVN,Alexander III,III,exports/no-name-descendants/export-Descendants-6000000227720816948.ged
6000000018934424717,GIVN,Ludolf II,II,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018935493540,GIVN,Johann II,II,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018937045190,NICK,1498-1510,1498-1510,exports/chain-seeds/export-Forest-6000000227314434935.ged
6000000018941683448,GIVN,Guy II,II,exports/midpoints/export-Forest-6000000227258314174.ged
6000000018950386826,GIVN,Ton / RM Martono,/,exports/fleshing-out/export-geni/export-Forest-22.ged
6000000018950556871,_MARNM,(Raja Armenia Kuno XXXIV (941-910 SM)),XXXIV (941-910,exports/archive/export-geni/export-Forest-16.ged
6000000018950611785,_MARNM,(Raja Armenia Kuno XXXV (883-838 SM)),XXXV (883-838,exports/archive/export-geni/export-Forest-16.ged
6000000018950622902,_MARNM,(Raja Armenia Kuno XXXIII (985-941 SM)),XXXIII (985-941,exports/archive/export-geni/export-Forest-16.ged
6000000018950861577,_MARNM,(Raja Armenia Kuno XXVI (1267-1242 SM)),XXVI (1267-1242,exports/archive/export-geni/export-Forest-16.ged
6000000018951003717,GIVN,Son / RM Sony Hindrohapsono,/,exports/fleshing-out/export-geni/export-Forest-22.ged
6000000018951035506,_MARNM,(Raja Armenia Kuno XXXII (1002-985 SM)),XXXII (1002-985,exports/archive/export-geni/export-Forest-16.ged
6000000018951062533,_MARNM,(Raja Armenia Kuno XXXI (1137-1002 SM)),XXXI (1137-1002,exports/archive/export-geni/export-Forest-16.ged
6000000018951179138,_MARNM,(Raja Armenia Kuno XXVIII (1197-1194 SM)),XXVIII (1197-1194,exports/archive/export-geni/export-Forest-16.ged
6000000018951215190,_MARNM,(Raja Armenia Kuno XXXVI (838-805 SM)),XXXVI (838-805,exports/archive/export-geni/export-Forest-16.ged
6000000018951216140,_MARNM,(Raja Armenia Kuno XXX (1180-1137 SM)),XXX (1180-1137,exports/archive/export-geni/export-Forest-16.ged
6000000018951679971,_MARNM,(Permaisuri Raja Armenia II),II),exports/archive/export-geni/export-Forest-16.ged
6000000018951755709,_MARNM,(Permaisuri Raja Arme-Supria I),I),exports/archive/export-geni/export-Forest-16.ged
6000000018951769898,_MARNM,(Permaisuri Raja Armenia Kuno XXVI),XXVI),exports/archive/export-geni/export-Forest-16.ged
6000000018951772745,_MARNM,(Permaisuri Raja Armenia Kuno XXXIV),XXXIV),exports/archive/export-geni/export-Forest-16.ged
6000000018951890559,_MARNM,(Permaisuri Raja Armenia Kuno XXX),XXX),exports/archive/export-geni/export-Forest-16.ged
6000000018951890888,_MARNM,(Permaisuri Raja Armenia IX),IX),exports/archive/export-geni/export-Forest-16.ged
6000000018951970382,_MARNM,(Raja Armenia I (631-606 SM)),I (631-606,exports/archive/export-geni/export-Forest-16.ged
6000000018951971742,GIVN,Anush / Aryenis,/,exports/archive/export-geni/export-Forest-16.ged
6000000018951971742,_MARNM,(Permaisuri Raja Armenia IV),IV),exports/archive/export-geni/export-Forest-16.ged
6000000018951973933,_MARNM,(Permaisuri Raja Armenia Kuno XXVII),XXVII),exports/archive/export-geni/export-Forest-16.ged
6000000018951979699,GIVN,Haikak II,II,exports/archive/export-geni/export-Forest-16.ged
6000000018951979699,_MARNM,(Raja Armenia II (606-569 SM)),II (606-569,exports/archive/export-geni/export-Forest-16.ged
6000000018952010581,GIVN,Hidarnes I,I,exports/archive/export-geni/export-Forest-16.ged
6000000018952010581,_MARNM,(Raja Armenia VI (515-... SM)),VI (515-...,exports/archive/export-geni/export-Forest-16.ged
6000000018952011336,_MARNM,(Permaisuri Raja Arme-Supria V),V),exports/archive/export-geni/export-Forest-16.ged
6000000018952014657,_MARNM,(Permaisuri Raja Armenia Kuno XXXI),XXXI),exports/archive/export-geni/export-Forest-16.ged
6000000018952015336,_MARNM,(Raja Arme-Supria IV (679-666 SM)),IV (679-666,exports/archive/export-geni/export-Forest-16.ged
6000000018952017979,_MARNM,(Permaisuri Raja Armenia III),III),exports/archive/export-geni/export-Forest-16.ged
