given_name,records,looks_placeholder
堯俞,1,no
堯年,1,no
修 德祖,1,no
品?,1,no
"Yang Liang 楊亮, 84, 31世",1,no
虁,1,no
Chiu 朝 Sai Ming 世 明,1,no
Hsiung Chien,1,no
Cheng Wang,1,no
"Zhèng Dāng Shí 鄭當時, 71, 22",1,no
當時,1,no
Liu Khan,1,no
Totejosh Chu,1,no
Ilingsh,1,no
Hulanjosh,1,no
(Yi Ling) Shih Chu Chiu,1,no
"Liu Zhi 劉志, Emperor Huan of Han",1,no
"Liu Bao 劉保, Emperor Shun of Han",1,no
克国,1,no
秦克国,1,no
秦足国,1,no
足国,1,no
You 由,1,no
"Yú Yóu 余由, 65, 56G",1,no
黃珙兴,1,no
珙兴,1,no
元馭,1,no
Yuán Yù 元馭,1,no
"Zhang Yuan Yu 張元馭 65,64世",1,no
Long 李隆,1,no
"Lǐ Lóng 李隆(龍), 76, 43G",1,no
濟唐 (Jì Táng),1,no
良謀,1,no
曜 君曜,1,no
旭 延壽,1,no
麟廉,1,no
訢 定伯,1,no
誧 仲助,1,no
宙 季將,1,no
翊 元世,1,no
彪 元上,1,no
僖 仲和,1,no
但,1,no
林奢,1,no
猶,1,no
历(厉)公 Lì (Lì) Gōng,1,no
"LÀI Lì (Lì) Gōng, 赖历(厉)公, 26世",1,no
"LÀI Lì (Lì) Gōng, 赖历(厉)公, 66, 26世",1,no
"Liang, 59G",1,no
巫,1,no
"Zēng Wū 曾巫, 66, 54, 1世",1,no
無鹽,1,no
"Chen Zhao Zi, 陳昭子, 67,59,26G",1,no
槐公,1,no
"Chen Yi Gong, 陳裔公, 67,59,26G",1,no
裔公,1,no
Zǎi Kong,1,no
"HUANG Zai Kong, 黄宰孔 66A",1,no
Surname Xuē,1,no
陸卭,1,no
卭,1,no
桓 叔文,1,no
Lu Huan 陸桓,1,no
永鑾,1,no
炳 文宗,1,no
駿 文長,1,no
珧 文琚,1,no
濟 文通,1,no
"Yang Yun 楊孕, 85, 32世",1,no
Yin 賢,1,no
"Zhèng Tāo 鄭韜, 72, 23",1,no
En sarmatisk,1,no
Balamber,1,no
Kiangkiy,1,no
Huching,1,no
(Tu Te Jo) Shih Chu Chiu,1,no
"Liu Zuan 劉纘, Emperor Zhi of Han",1,no
女瑩,1,no
妠,1,no
"Liu Bing 劉炳, Emperor Chong of Han",1,no
秦俊治,1,no
秦石竹,1,no
石竹,1,no
"Yú Chéng 余诚, 66, 57G",1,no
Cheng 诚,1,no
果显,1,no
黃果显,1,no
"Zhang Xi 張熙 66,65世",1,no
"Lǐ ài Gōng 李艾公, 81",1,no
Ai Gong 艾公,1,no
譚閎 (Tán Hóng),1,no
孔讚,1,no
進 幼達,1,no
遵 公孫,1,no
承 伯序,1,no
褒 文禮,1,no
又 元儁,1,no
長彥,1,no
林美,1,no
林全,1,no
"LÀI Píng Gōng, 赖平公, 27世",1,no
平公 Píng Gōng,1,no
"LÀI Píng Gōng, 赖平公, 67, 27世",1,no
An Min,1,no
"An Min, 60G",1,no
Wife 1: Gě,1,no
Wife 2: Yuán,1,no
"Zēng Yāo 曾夭, 67, 55, 2世",1,no
法章,1,no
"Chen Ji Zi, 陳季子, 68,60,27G",1,no
"Chen Bocheng , 陳伯成, 68,60,27G",1,no
"HUANG Chen, 黄陈 67A",1,no
亢(元),1,no
亞夫,1,no
起夫,1,no
"周起夫,字:齊,37世",1,no
瑞,1,no
陸驎,1,no
壟,1,no
續 智初,1,no
Lu Xu 陸續,1,no
縡,1,no
豔 瓊芝,1,no
芷 季蘭,1,no
"Yang Qu 杨渠, 86, 33世",1,no
充 士居,1,no
Gee 志 Jing 正,1,no
"Zhèng 鄭仲, 73, 24",1,no
"Zhèng Shū 鄭叔, 73, 24",1,no
"Zhèng Yán 鄭言, 73, 24",1,no
Turanbika (Turan-Bika),1,no
Alyp-bi,1,no
Uldin,1,no
Wadamerca,1,no
Uidin Balthazar Alip-bi Arbat Reridak,1,no
Waladamarca,1,no
Elarda Imen,1,no
Huchutsiuen,1,no
Chief Liu,1,no
Chiang Chiu,1,no
"Liu Bian 劉辯, Emperor of Han",1,no
協 伯和,1,no
"Liu Xie 劉協, Emperor Xian of Han",1,no
秦俊仲,1,no
俊仲,1,no
足長,1,no
秦足長,1,no
Xiang 祥,1,no
"Yú Xiáng 余祥, 67, 58G",1,no
满宽,1,no
黃满宽,1,no
叔玄,1,no
"Zhang Shu Xuan 張叔玄 67,66世",1,no
Shū Xuán 叔玄,1,no
Yong 李雍,1,no
"Lǐ Yōng 李雍, 78, 45G",1,no
Li Kai 李楷,1,no
楷 雄方,1,no
大常 (Dà Cháng),1,no
德純,1,no
羨 子餘,1,no
穎 子夏,1,no
芝 德英,1,no
蕃 安世,1,no
恂 士信,1,no
喜 長卿,1,no
林铺,1,no
林镇(次子祝居并),1,no
參 敬伯,1,no
桓公 Huán Gōng,1,no
"LÀI Huán Gōng, 赖桓公, 28世",1,no
"LÀI Huán Gōng, 赖桓公, 68, 28世",1,no
"Qian Xiu, 61G",1,no
Qian Xiu,1,no
Wife 1: Jī,1,no
阜,1,no
"Zēng Fù 曾阜, 68, 56, 3世",1,no
宪公,1,no
"Chen Xian Gong, 陳憲公, 69,61,28G",1,no
(钅监)公,1,no
"Chén Zhòngpī, 陳仲丕, 69, 61, 28G",1,no
Zhòngpī 仲丕,1,no
"HUANG Tuo, 黄妥 68A",1,no
Tuǒ,1,no
建道,1,no
德奏,1,no
德集,1,no
"周德集,字:何庭,38世",1,no
陸奉,1,no
璯,1,no
Lu Bao 陸裒,1,no
Sima Yan 司馬炎,1,no
晉惠帝 司馬衷,1,no
Sima Zhong 司馬衷,1,no
柬 弘度,1,no
瓚 國寶,1,no
"Yang Xuan 楊鉉, 87, 34世",1,no
Go 高 Yut Mun 逸 民,1,no
"Zhèng Fáng 鄭房, 74, 25",1,no
"Zhèng Yuǎn 鄭遠, 74, 25",1,no
Charaton,1,no
Ruhas,1,no
Oktar,1,no
Aybars,1,no
Kursyk,1,no
Wadamera,1,no
Labuc,1,no
Islan (Eslas),1,no
Islan Labuc,1,no
(Te Chih) Shih Chu Hou,1,no
Liu VII,1,no
Shih Chu Hou (KHAN) of,1,no
King Qizi Shisu Quti of the Southern,1,no
Cao Jie 曹節,1,no
Grandson,1,no
俊能,1,no
秦俊能,1,no
智奈里,1,no
秦智奈里,1,no
"Yú Dé Xián 余德贤, 68, 59G",1,no
De Xian 德贤,1,no
De Ming 德明,1,no
"Yú Dé Míng 余德明, 68, 59G",1,no
De Zheng 德政,1,no
"Yú Dé Zhèng 余德政, 68, 59G",1,no
Fang 芳,1,no
"Yú Fāng 余芳, 68, 59G",1,no
Ru 茹,1,no
"Yú Rú 余茹, 68, 59G",1,no
黃亮,1,no
"Zhang Feng Yi 張奉義 68,67世",1,no
Fèng Yì 奉義,1,no
Rou 李柔,1,no
"Lǐ Róu 李柔, 79, 46G",1,no
Lun 伦,1,no
"Lǐ Lún 李伦, 79, 46G",1,no
Li Jin 李勁,1,no
Li Rui 李叡,1,no
玉成 (Yù Chéng),1,no
衜,1,no
衍 舒元,1,no
揚 景蘇,1,no
潛 景微,1,no
林湍,1,no
窋,1,no
"LÀI Mǐn Gōng, 赖敏公, 29世",1,no
"LÀI Mǐn Gōng, 赖敏公, 69, 29世",1,no
敏公 Mǐn Gōng,1,no
"Yīng Yǐ 缨倚, 62G",1,no
Yīng Yǐ,1,no
Wife 1: Féng,1,no
Wife 2: Zhāng,1,no
Diǎn 子皙,1,no
蒧 子皙,1,no
曾蒧 (子皙),1,no
"Zēng Diǎn 曾蒧, 69, 57, 4世",1,no
"Chen Wu Gong, 陳武公, 70,62,29G",1,no
源公,1,no
"Chen Congshan, 陳從善, 70,62, 29G",1,no
"Chen Conggu, 陳從古,70, 62, 29G",1,no
Pian,1,no
"HUANG Pian, 黄扁 69A",1,no
端直,1,no
持之,1,no
元洪,1,no
"周元洪, 字:為洲,39世",1,no
韋,1,no
櫸,1,no
Lu Xu 陸紆,1,no
㻴,1,no
Sima Jian 司馬建,1,no
南風,1,no
獻容,1,no
遹 熙祖,1,no
"Sima Ye, Emperor Min of Jin 晉愍帝 司馬鄴",1,no
鄴 彥旗,1,no
"Yang Yuanshou 楊元壽, 88, 35世",1,no
赤黔,1,no
Wung 宏 Gwun Dai 君 大,1,no
"Zhèng Jì 鄭季, 75, 26",1,no
季,1,no
Näguvit Labuc,1,no
Näguvit Islanov,1,no
Liu Pao,1,no
Lord Achi 阿知使主,1,no
俊雅,1,no
秦俊雅,1,no
秦氏継,1,no
Ji Cheng 玑成,1,no
"Yú Jī Chéng 余玑成, 69, 60G",1,no
"Yú Chēng Chéng 余称成, 69, 60G",1,no
Cheng Cheng 称成,1,no
"Yú Xuán Chéng 余璇成, 69, 60G",1,no
Xuan Cheng 璇成,1,no
黃安民,1,no
Gāo Líng 高陵,1,no
高陵,1,no
"Zhang Gao Ling 張高陵 69,68世",1,no
"Lǐ Yān (Xī) 李弇(翕?), 80, 47G",1,no
Yan 李弇,1,no
弇,1,no
"Lǐ Cì Fáng 李次房, 80, 47G",1,no
Ci Fang 次房,1,no
Gai 盖,1,no
"Lǐ Gài 李盖, 83, 50G",1,no
Li Sheng 李盛,1,no
Li Long 李隆,1,no
章憲 (Zhāng Xiàn),1,no
嶷 成功,1,no
徽瑜,1,no
祜 叔子,1,no
續 興祖,1,no
暨,1,no
篇,1,no
竺 元慎,1,no
林森,1,no
竒,1,no
"LÀI Xiāng Gōng, 赖襄公, 70, 30世",1,no
襄公 Xiāng Gōng,1,no
"LÀI Xiāng Gōng, 赖襄公, 30世",1,no
You Zhi,1,no
"You Zhi, 63G",1,no
Wife 2: Yíng,1,no
Wife 3: Zhōu,1,no
Wife 1: Jiāng,1,no
Zengzi 曾子,1,no
參 子輿,1,no
"Chen Yu (陳餘), 72, 64G",1,no
"Chen Zhong Cheng, 陳仲成, 71,63,30G",1,no
景公,1,no
"陳獻章, 71,63,30G",1,no
德紹,1,no
"Chen Deshao, 陳德紹, 71,63,30G",1,no
Shú,1,no
"HUANG Shu, 黄叔 70A",1,no
黨,1,no
"周文鬱,40世",1,no
[示予],1,no
Lu Jun 陸駿,1,no
諳,1,no
颯,1,no
績 公紀,1,no
Lu Ji 陸績,1,no
穣,1,no
晉賢 惠風,1,no
虨,1,no
"Yang Huigu 楊惠嘏, 89, 36世",1,no
惠嘏,1,no
膺期,1,no
叔任,1,no
說道,1,no
Kuen 權 Duk Joong 得 中,1,no
"Zhèng Qí 鄭奇, 76, 27",1,no
"Zhèng Cǐ 鄭泚, 76, 27",1,no
Walaravans,1,no
Ulceh Näguvitski,1,no
Ulceh Labuc,1,no
坂上志努,1,no
秦春義,1,no
春義,1,no
永厚,1,no
惟宗永厚,1,no
"Yú Hōng 余烘, 70, 61G",1,no
"Yú Liè 余烈, 70, 61G",1,no
Lie 烈,1,no
Xiu 休,1,no
"Yú Xiū 余休, 70, 61G",1,no
黃前修,1,no
前修,1,no
"Zhang Xuan Wu 張宣武 70,69世",1,no
Xuān Wǔ 宣武,1,no
Chang 昶,1,no
"Lǐ Chǎng 李昶, 81, 48G",1,no
Li Xi 李襲,1,no
Li Yi 李頤,1,no
祥昭 (Xiáng Zhāo),1,no
撫,1,no
師 子元,1,no
Sima Shi 司馬師,1,no
Sima You 司馬攸,1,no
攸 大猷,1,no
繇 堪甫,1,no
憲英,1,no
恬 公默,1,no
嘗 伯周,1,no
林丙,1,no
"LÀI Chéng Gōng, 赖成公, 31世",1,no
成公 Chéng Gōng,1,no
"LÀI Chéng Gōng, 赖成公, 71, 31世",1,no
Dīng,1,no
"Xian Zhong, 64G",1,no
Xian Zhong,1,no
Surname Gōngyáng 公羊,1,no
"Zēng Yuán 曾元, 字:子元, 71, 59, 6, 2世",1,no
Zēng 曾,1,no
"Zēng Shēn 曾申, 71, 59, 6, 2世",1,no
"Zēng Huá, 曾華, 71, 59, 6, 2世",1,no
"Chen Gui (陳軌), 73, 65G",1,no
鱼公,1,no
"Chen Yu Gong, 陳魚公, 72,64,31G",1,no
昭公,1,no
"Chen Shu Gong, 陳述公, 72,64,31G",1,no
"HUANG Hao, 黄浩 71A",1,no
Hào,1,no
季善,1,no
離,1,no
"周岳公, 字:懷有,41世",1,no
岳公,1,no
Lu Gan 陸幹,1,no
[火荀],1,no
穗,1,no
遜 伯言,1,no
"Xun Boyan, 字:伯言",1,no
"Lu Xun 陸遜, 字:伯言",1,no
Lu Mao 陸瑁,1,no
Lu Hong 陸宏,1,no
Lu Rui 陸叡,1,no
鬱生,1,no
Lu Yusheng 陸鬱生,1,no
"Yang Lie 楊烈, 90, 37世",1,no
Yang Xing 楊興,1,no
敞之,1,no
慶之 弘先,1,no
虔之,1,no
劭之,1,no
融之,1,no
演之 臺真,1,no
璞之,1,no
穆夫,1,no
Tin 天 Sek 錫 Gwun Choong 君 寵,1,no
"Zhèng Jī 鄭積, 77, 28",1,no
"Zhèng Zhì 鄭稚, 77, 28",1,no
Elmir Ulceshki,1,no
Elmir Labuc,1,no
Liu Yao Shi,1,no
坂上駒子,1,no
行永,1,no
秦行永,1,no
具範,1,no
惟宗具範,1,no
Ren Gai 仁溉,1,no
"Yú Rén Gài 余仁溉, 71, 62G",1,no
"Yú Rén Zhān 余仁瞻, 71, 62G",1,no
Ren Zhan 仁瞻,1,no
婴倚,1,no
黃婴倚,1,no
Hóu 侯,1,no
"Zhang Hou 張侯 71,70世",1,no
暠 玄盛,1,no
Gao 李暠,1,no
"Lǐ Gǎo (Hào?) 李暠(皓?), 82, 49G",1,no
Li Xiu 李休,1,no
誕 紹元,1,no
Li Ge 李閣,1,no
閣,1,no
Li Bing 李昞,1,no
Li Xie 李勰,1,no
Li Xi 李系,1,no
綸康 (Lún Kāng),1,no
侵,1,no
羊玄之 (宏獻),1,no
莊 仲容,1,no
湛 孝若,1,no
الإمبراطور فلافيوس موريسيوس تيبيريوس أجوستوس,1,no
"Mauricius, Byzantine Emperor",1,no
Flavius Mauricius Tiberius Augustus,1,no
الإمبراطورة كونستانتينا,1,no
جستين,1,no
بتروس,1,no
باولوس,1,no
أناستازيا,1,no
ثيوكتيستا,1,no
Theoktista,1,no
كليوباترا,1,no
Kleopatra,1,no
تيبيريوس,1,no
Gordia,1,no
Theoctista,1,no
"Tiberius II Constantine, Eastern Roman Emperor",1,no
الإمبراطور فلافيوس تيبيريوس كونساتنتينوس أجوستوس,1,no
Flavius Tiberius Constantinus Augustus,1,no
الإمبراطورة إنو-أيليا,1,no
Marcellus of the Eastern Roman,1,no
Praejecta of the Eastern Roman,1,no
NN of the Eastern Roman,1,no
Ionna,1,no
Philippicus,1,no
Choroès 2,1,no
Kavad,1,no
Passara,1,no
Boraides,1,no
XXXXX,1,no
Hormidès 2,1,no
Shahpur (Asparapet),1,no
Vinduyih (Bendoy),1,no
Bav -,1,no
Vinduyih ibn Shapur,1,no
"Vistahm, Rival Shahanshah of Ērānshahr",1,no
Vistahm,1,no
sister of Vinduyih,1,no
Antipatra,1,no
"Justin I, Eastern Roman Emperor",1,no
"Wideric, Exiled King of the Ostrogoths",1,no
Wideric,1,no
Choroès 1,1,no
"Istämi ,King of the First Turkic Khaganate",1,no
Princess Ch'ang-lo of Western Wei,1,no
Khazar Tun Yabyu,1,no
T'ung Yabghu Ziebal,1,no
"T'ung Yabghu Ziebal, Khagan of the Khazars",1,no
Bawi,1,no
فرخ‌هرمز,1,no
Farrokh Hormozd (Hormozd V),1,no
Sohrab - son of Bav,1,no
Farrukh Hormizd,1,no
"Farrukh Hormizd, Rival Shah of Ērānshahr",1,no
Tiruyih,1,no
Jushnas,1,no
Narsi,1,no
Narsi of Kaskar,1,no
Mah-Adhur Gushnasp,1,no
"Mah-Adhur Gushnasp, Wuzurg framadār",1,no
Theodora Θεοδώρα Eastern Roman Empress,1,no
Euphemia (Lupicina),1,no
Sabbatius,1,no
"Justinian I, Eastern Roman Emperor",1,no
Flavius Petrus Sabbatius Justinianus Augustus,1,no
Berimud,1,no
"Berimud, Counselor to Theodorid I of the Visigoths",1,no
"Ereleuva, concubine of Theodimir",1,no
Ereleuva,1,no
Theodomir,1,no
"Theodomir, king of the Ostrogoths",1,no
Amalafrida,1,no
Amalafreda,1,no
𐌰𐌼𐌰𐌻𐌰𐍆𐍂𐌹𐌳𐌰,1,no
"Amalafreda, Queen of the Vandals",1,no
Kavad 1,1,no
Mengen,1,no
"Mengen, Chief of the Turks",1,no
Istemi,1,no
"Mukan Djigin, King khan of the Turks",1,no
Ziebel Tong Yabgu,1,no
Yuwen Jue 宇文覺,1,no
Wei Shikang 韋世康,1,no
世康,1,no
"Yuan Baoju 元寶炬, Emperor Wen of Western Wei",1,no
寶炬,1,no
Yuan Jian,1,no
Yuan Ning,1,no
"Yuan Gong 元公, Prince Wu of Western Wei",1,no
Princess Anle of Western Wei,1,no
Princess Yiyang of Western Wei,1,no
Kayu van,1,no
"Buli-shad, Khagan of the Khazars",1,no
Buli-shad,1,no
Farrukhzad r.651-665,1,no
Rostam Farrukhzad,1,no
Farrukhzad,1,no
"Farrukhzad, Ispahbadh of Tabaristan",1,no
"Rostam Farrokhzād, Spahbed of Atropatene and Khorasan",1,no
Rostam Farrokhzād,1,no
Anoshagan,1,no
"Hecebolus ""The Tyrian"" Governor of Pentapolis",1,no
Acacius,1,no
Unnamed mother of Theodora,1,no
Comito,1,no
Belisarius Byzantine General,1,no
Dulcissimus,1,no
Flavius Iustinus Iunior Augustus,1,no
"Justin II, Eastern Roman Emperor",1,no
"Thorismund ""The Chaste"" of the Ostrogoths",1,no
Vandalarius,1,no
King Walamir of the Ostrogoths,1,no
Walamir -,1,no
Vidimir (Amal Dynasty),1,no
King Vidimir of the Ostrogoths,1,no
"Hugo, Rex Francorum",1,no
"Theodahad, King of the Ostrogoths",1,no
Theodahad,1,no
Thrasamund,1,no
"Thrasamund, rey de los Vándalos",1,no
"Thrasamund, king of the Vandals",1,no
Mengsen,1,no
Yang Wenji 楊文紀,1,no
孝偡 世範,1,no
Yang Xiaozhan 楊孝湛,1,no
孝湛,1,no
孝儼,1,no
Yang Xiaoyan 楊孝儼,1,no
Yang Xiaoyi 楊孝怡,1,no
孝怡,1,no
"Yuan Qin, Emperor Fei (deposed) of Western Wei 西魏廢帝 元欽",1,no
"Yuan Wu 元戊, Prince Wudu of Westerm Wei",1,no
戊,1,no
奥妃 婉瀴,1,no
Anastasia Queen of Khasan,1,no
Khagan Irbis of the Khazars,1,no
Irbis of the,1,no
Surkhab I of the Bavandids,1,no
Shahram,1,no
Shahram ibn Farrukhzad,1,no
"Isfandyadh, Prince of Atropatene",1,no
Isfandyadh,1,no
Bahram ibn Farrukhzad,1,no
Farrukhan ibn Farrukhzad,1,no
Flavius Sittas Byzantine General,1,no
Aelia Sophia,1,no
Photius,1,no
Artabanes,1,no
Arabia,1,no
Hunimund,1,no
"Hunimund ""the Beautiful"" of the Ostrogoths",1,no
"Vinitharius ""the Just""",1,no
"Vinitharius ""the Just"", Warlord of the Ostrogoths",1,no
Vadamerca,1,no
Vidimir the Younger,1,no
Gudeliva,1,no
Yang Hongye 楊弘業,1,no
Yang Hongyi 楊弘毅,1,no
Yang Honglan 楊弘暕,1,no
弘暕,1,no
Yang Hongzhou 楊弘冑,1,no
弘冑,1,no
弘嗣 廣宗,1,no
"Yuan Hong 元宏, Emperor Xiaowen of Northern Wei",1,no
Pu-Li Shad,1,no
Mihr Mardan of the Bavandids,1,no
Mihr Mardan,1,no
[great granddaughter of Dagalaiphus],1,no
Badouarios,1,no
Firmina,1,no
Aírmanareiks,1,no
"Airmanareiks, King of the Goths",1,no
Valaravans,1,no
Tsugu Viengsun,1,no
有居斤,1,no
Chief Tsugu Viengsun of the Turks,1,no
芷 孟芳,1,no
Yang Jin 楊瑾,1,no
Yuan Tiao 元恌,1,no
"Feng Qing 馮清, Empress of Northern Wei",1,no
羅夫人,1,no
照容,1,no
"Yuan Ke 元恪, Emperor Xuanwu of Northern Wei",1,no
Princess Huaiyang of Northern Wei,1,no
Princess Shunyang of Northern Wei,1,no
Princess Ji'nan of Northern Wei,1,no
Princess Yiyang of Northern Wei,1,no
Princess Nanyang of Northern Wei,1,no
Princess Xihe of Northern Wei,1,no
Princess Gaoping of Northern Wei,1,no
Princess Huayang of Northern Wei,1,no
Consort Lin,1,no
"Feng Run 馮潤, Empress of Northern Wei",1,no
"Tuoba Hong 拓拔弘, Emperor Xianwen of Northern Wei",1,no
知敬,1,no
懷文,1,no
君步,1,no
義積,1,no
知勗,1,no
處常,1,no
楨干,1,no
全真,1,no
全質,1,no
知軌,1,no
I-Buzir Glavan,1,no
Surkhab II of the Bavandids,1,no
Flavius Aetius,1,no
"Huneric, King of the Vandals & Alans",1,no
Huneric,1,no
Hilderico,1,no
"Hilderic, King of the Vandals & Alans",1,no
Hilderic King of the Vandals,1,no
Hilderic Des,1,no
[grandson of Dagalaiphus],1,no
Achiulf,1,no
Achiulf of the Greuthungi,1,no
Ansila,1,no
Ansila of the Greuthungi,1,no
Ediulf of the Greuthungi,1,no
Ediulf,1,no
Vultwulf,1,no
"Vultwulf, Prince of the Greuthungi",1,no
Tsugu,1,no
孟蕤,1,no
誨 孝規,1,no
悌 孝睦,1,no
猛 豹兒,1,no
瑗 雅珍,1,no
穆 孝和,1,no
昌宇,1,no
昌仁,1,no
元聿 仲訓,1,no
士晟,1,no
Consort Poduolo,1,no
Yuan Xie 元勰,1,no
貴人 Consort née 韓 Budahan,1,no
Tuoba Gan 元幹,1,no
Yuan Yong 元雍,1,no
椒房 Consort née 高 Gao,1,no
Yuan Xiang 元詳,1,no
昭儀 Consort née 封 Shiben,1,no
Yuan Xi 元禧,1,no
Mother NN of,1,no
Princess Changshan of Northern Wei,1,no
Princess Lelang 樂浪,1,no
Princess Chenliu of Northern Wei,1,no
Princess Le'an of Northern Wei,1,no
"Tuoba Jun 拓拔濬, Emperor Wencheng of Northern Wei",1,no
Li Hui 李惠,1,no
思仁 思仁,1,no
kaz,1,no
Sharwin I of the Bavandids,1,no
NN Daughter of Carpilo,1,no
Carpilio,1,no
Flavius Gaudentius,1,no
Italian Noblewoman,1,no
NN Daughter of Bonifacius,1,no
queen consort of the Vandals & Alans,1,no
Genserico,1,no
"Genserico, rey de los Vándalos",1,no
"Genseric ""the Lame"", king of the Vandals",1,no
"Genserico, re dei Vandali",1,no
Genseric,1,no
Wife of Geiseric,1,no
Genzo,1,no
[son of Dagalaiphus],1,no
Athal,1,no
"Athal ""the Mild"" of the Greuthungi",1,no
Odwulf,1,no
Odwulf of the Greunthungi,1,no
Yang Zhan 楊鱣,1,no
庵羅辰,1,no
寶建 景植,1,no
鳳容,1,no
紹宗? 罗睺罗,1,no
元儀,1,no
Yuwen Tai 宇文泰,1,no
同娥,1,no
大車,1,no
恭 修業,1,no
始容,1,no
媛華,1,no
劭 子訥,1,no
子攸 彥達,1,no
子正 休度,1,no
季瑤,1,no
楚華,1,no
子直 方言,1,no
讞,1,no
譿,1,no
昕之 慶始,1,no
景緖,1,no
承緖,1,no
肅 恭懿,1,no
誕 思政,1,no
Consort Juqu 沮渠,1,no
Tuoba Jian 拓跋簡,1,no
Consort Xuan 玄,1,no
Tuoba Anping 拓跋安平,1,no
Consort Li 李,1,no
Tuboa Changle 拓跋長樂,1,no
Consort Yue 悅,1,no
Empress Wencheng 文成文明皇后,1,no
Princess Dunqiu of Northern Wei,1,no
Princess Wuyi of Northern Wei,1,no
Princess Jianxing of Northern Wei,1,no
Princess Pingyang of Northern Wei,1,no
Consort Cao 曹,1,no
Tuoba Lüe 拓跋略,1,no
Consort Yi 乙,1,no
Tuoba Ruo 拓跋若,1,no
Tuoba Huang 拓拔晃,1,no
盖,1,no
拏,1,no
Ziebel,1,no
unnamed son of Sharwin I,1,no
Sebastianus,1,no
Eurica,1,no
Eurica of the Visigoths,1,no
sister of Ataulf,1,no
brother of Ataulf,1,no
Valentina Justina,1,no
Kreka,1,no
Κρέκαν,1,no
Erekan,1,no
Ellak,1,no
"Elak, 60th king of the Huns",1,no
Dengizich,1,no
"Dengizich, 62nd king of the Huns",1,no
Ernakh (Ernac) син на Тохол,1,no
ИРНИК (Керемек Ернах) син на Тохол,1,no
"Ernak, 64th king of the Huns",1,no
кан ИРНИК,1,no
Ildico,1,no
"Mundzuk, chieftain of the Huns",1,no
Mundzuk,1,no
Mundzucus,1,no
Moundzouk,1,no
Bleda King of the Huns,1,no
Бледа,1,no
Concubine of Godegisl,1,no
Godegisl,1,no
"Godegisl, King of the Vandals",1,no
Wife of Gento,1,no
Gunthamund rey de los Vándalos,1,no
"Gunthamund, King of the Vandals",1,no
Godagis,1,no
Gailar,1,no
Wife of Theoderic of the Vandals,1,no
Triarius,1,no
Yang Chengqi 楊成器,1,no
成器,1,no
瓚 恒生,1,no
彧 子文,1,no
禮成,1,no
Cheng Li 成礼,1,no
"Lǐ Chéng Lǐ 李成礼, 88, 55G",1,no
剛,1,no
Zheng Youru 鄭幼儒,1,no
Zheng Jingdao 鄭敬道,1,no
Zheng Jingde 鄭敬德,1,no
儦 岐叔,1,no
祐 伯援,1,no
詮 休賢,1,no
延明 延明,1,no
貴妃,1,no
Xue Chuguba 薛初古拔,1,no
胤 寧宗,1,no
Xue Ji 薛驥,1,no
□ 崇業,1,no
染,1,no
"Tuoba Zhen 拓跋楨, Prince of Nan'an 南安",1,no
長壽,1,no
Tuoba Changshou 拓跋長壽,1,no
Consort Yuan 袁,1,no
Tuoba Xincheng 拓跋新成,1,no
Consort Murong 慕容,1,no
Tuoba Tailuo 拓跋太洛,1,no
太洛,1,no
Consort Yang of,1,no
Tuoba Tianci 拓跋天賜,1,no
Tuoba Yun 拓跋雲,1,no
Tuoba Xiu 拓跋休,1,no
Tuoba Shen 拓跋深,1,no
Princess Anle,1,no
Princess Boling,1,no
Consort Dugu 獨孤,1,no
Consort Yu 尉,1,no
Tuoba Zitui 拓跋子推,1,no
Tuoba Xiaoxincheng 拓跋小新成,1,no
小新成,1,no
胡兒,1,no
Tuoba Hu'er 拓跋胡兒,1,no
Empress He,1,no
"Tuoba Tao 拓拔燾, Emperor Taiwu of Northern Wei",1,no
Princess Wuwei of Northern Wei,1,no
Bulgar,1,no
"Abu ''Melik ""Isaac ben Qarin""",1,no
"Abu 'lMelik ""Isaac ben Qarin""",1,no
Gelimer of the Vandals,1,no
Alarich,1,no
"Alarich I., König der Westgoten",1,no
"Alarik I, kung av visigoterna",1,no
"Alarik I, konge av vestgoterne",1,no
"Alaric Ier, roi des Wisigoths",1,no
"Alaricus, rex Gothorum",1,no
Alarik,1,no
Alaric,1,no
Alaric I,1,no
Alarico I,1,no
Alaricus,1,no
"Alaric the Goth, king of the Visigoths",1,no
Wife of King Theodoric I,1,no
NN - wife of King Theodoric I,1,no
daughter Magnus C Maximus - Marina ?,1,no
Gratianus Flavius Augustus,1,no
Marina Severa,1,no
Flavius Julius Valens,1,no
"Valens, Eastern Roman Emperor",1,no
Egidius Africanus,1,no
Octar,1,no
"Octar, king of the Huns",1,no
Rugila,1,no
"Rugila, king of the Huns",1,no
"Flora, Queen of the Vandals (Fictitious Person)",1,no
Wife of Godegisel,1,no
Gunderic,1,no
"Gunderic, King of the Vandals",1,no
Ροδογαισοζ,1,no
Радагайс,1,no
Radagaisus,1,no
"Radagaisus ""the Vandal"", Horde military leader",1,no
Cella,1,no
Cella of the Vandals (Fictitious Person),1,no
"Corsicus, King of the Herulii",1,no
Corsicus König der Herulii,1,no
Wife of Gailar,1,no
Brother of Gailamir,1,no
Sister of Gailamir,1,no
"Tzazo, brother of Gailamir",1,no
Tzazo,1,no
Recitach,1,no
[daughter of Damonikos],1,no
[son of Matronianus],1,no
Zheng Zhengze 鄭正則,1,no
Zheng Hui 鄭撝,1,no
