given_name,records,looks_placeholder
宋子,1,no
嘉 子孔,1,no
圭媯,1,no
志 士孔,1,no
士子孔,1,no
少妃桃子,1,no
子夷,1,no
"Duke Ling of Zheng, Líng Gōng, Zǐ Yí, 鄭靈公, 子夷, 35, 7",1,no
夏姬,1,no
公子去疾 (子良),1,no
去疾 子良,1,no
"Duke Xiang of Zheng, Xiāng Gōng, Jiān, 鄭襄公, 堅, 56, 7",1,no
舒 子印,1,no
公子發 (子國),1,no
發 子國,1,no
公子偃 (子游),1,no
揮 子羽,1,no
公子揮 (子羽),1,no
公子喜 (子罕),1,no
喜 子罕,1,no
公子騑 (子駟),1,no
騑 子駟,1,no
平 子豐,1,no
公子平 (子豐),1,no
Marquis Jing of Cai 蔡景侯,1,no
鰤,1,no
孔公 Kǒng Gōng,1,no
"LÀI Kǒng Gōng, 赖孔公, 56, 16世",1,no
"LÀI Kǒng Gōng, 赖孔公, 16世",1,no
"Yǎn Zhēng 衍征, 49G",1,no
Yǎn Zhēng,1,no
"Sì Xiào Gōng 姒孝公, 第11任君主",1,no
孝公,1,no
益姑,1,no
Sì Yì Gū 姒益姑，第12任君主,1,no
Sì Yù 姒郁，第13任君,1,no
"Zēng Zhèn Yù 鄫鎭玉, 56, 44世",1,no
鎭玉,1,no
桓子,1,no
"田桓子, 57, 49G",1,no
"Tian Huanzi (田桓子), 57, 49G",1,no
"Chén Āi Gōng Nì, 陳哀公溺, 57,49,16G: 21st Ruler of Tan State (Guī Ruò 媯弱)",1,no
Āi Gōng 哀公溺,1,no
"Chen Si Tu Zhao, 陳司徒招, 57,49.16G",1,no
司徒招,1,no
公子过,1,no
"Chen Gong Zi Guo, 陳公子过, 57,49,16G",1,no
"Chen Gong Zi Huang, 陳公子黄, 57,49,16G",1,no
公子黄,1,no
Zhān Fù,1,no
"HUANG Zhan Fu, 黄詹父 56A",1,no
King Yuan of Zhou 周元王 仁,1,no
鳯 森,1,no
岳起,1,no
岳慶,1,no
"周善公, 字:繼述,26世",1,no
奉名,1,no
Surname Fā,1,no
宽,1,no
"Fú Kuān, 符宽, 3世",1,no
陸沮,1,no
沮,1,no
Lu Hong 陸鴻,1,no
鴻 叔鸞,1,no
良能,1,no
良才,1,no
太子嬰,1,no
韓釐王 咎,1,no
咎,1,no
公子蟣蝨,1,no
蟣蝨,1,no
"Yang Yin 楊胤, 75, 22世",1,no
Dai 大 Jing 正 Sing Goong 聖 公,1,no
Hui Kung,1,no
睔,1,no
"Duke Cheng of Zheng, Chéng Gōng, Gùn, 鄭成公, 睔, 57, 8",1,no
"Duke Sheng of Zheng, Shēng Gōng, Shèng, 鄭聲公, 勝, 62, 13",1,no
"Zǐ Fěi, 子朏",1,no
子朏,1,no
醜,1,no
"Duke Gong of Zheng, Gòng Gōng, Chǒu, 鄭共公, 醜, 62, 13",1,no
唐姬,1,no
娡,1,no
Empress Wang of Han Dynasty,1,no
"Liú Chè 劉徹, Emperor Wu of Han",1,no
程姬,1,no
兒姁,1,no
栗姬,1,no
賈夫人,1,no
阿嬌,1,no
Empress Chen,1,no
蟜,1,no
"Liu Mai 劉買, Prince Gong of Liang",1,no
周勝之,1,no
Sheng,1,no
魏媼,1,no
Lady Wei,1,no
"Liu Fei 劉肥, Prince of Qi",1,no
"Liu Ying 劉盈, Emperor Hui of Han",1,no
戚夫人,1,no
Liu Ruyi 劉如意,1,no
Princess Luyuan. Daughter of Emperor Liu Bang,1,no
煓 執嘉,1,no
"Liu Taigong, Grand Emperor of Han",1,no
含始,1,no
Wang Hanshi,1,no
喜 仲,1,no
Liu Jiao 劉交,1,no
Princess of Han,1,no
漢宗女,1,no
軍臣,1,no
Gunchen,1,no
Mete Han Chinese,1,no
Modu Chanyu,1,no
冒頓單于,1,no
"Motun (Batur Tengriqut, Mete, Mode)",1,no
Chedi Ti Hou,1,no
且鞮侯,1,no
Chedi Chanyu of Xiongnu,1,no
烏維 Uwei,1,no
烏維單于 Uwei Chanyu of Xiongnu,1,no
Kuligur,1,no
呴犁湖單于 Kulighu Chanyu of Xiongnu,1,no
"Yú Shū Jìng 余叔敬, 56, 47G",1,no
Shu Jing 叔敬,1,no
黃敦复,1,no
敦复,1,no
Líng 靈,1,no
"Zhang Ling 張靈 56,55世",1,no
Gǎn 敢,1,no
敢,1,no
"Lǐ Gǎn 李敢, 67,34G",1,no
"Lǐ Dānghù 李當戶, 67 34G",1,no
當戶,1,no
Jiāo 椒,1,no
"Lǐ Jiāo 李椒, 67 34G",1,no
道謀,1,no
星照 (Xīng Zhào),1,no
星光 (Xīng Guāng),1,no
隨 元路,1,no
忠 子貞,1,no
聚 子彥,1,no
林修(大夫),1,no
林仙,1,no
林仪,1,no
吳王 諸樊,1,no
諸樊,1,no
餘祭,1,no
吳王 餘祭,1,no
吳王 餘眛,1,no
餘眛,1,no
吳王 僚,1,no
前妻?,1,no
丹 子革,1,no
公孫洩,1,no
公孫輒 (子耳),1,no
輒 子耳,1,no
"Prince Xu of Zheng, Jūn Xū, 君繻, 公子繻, 57, 8",1,no
繻,1,no
公子繻,1,no
黑肱 子張,1,no
公孫黑肱 (子張),1,no
公孫僑 (子產),1,no
僑 子產,1,no
公孫虿 (子蟜),1,no
虿 子蟜,1,no
公孫楚 (子南),1,no
楚 子南,1,no
公孫申,1,no
舍之 子展,1,no
公孫舍之 (子展),1,no
鉏,1,no
公孫鉏,1,no
公孫夏 (子西),1,no
夏 子西,1,no
公孫黑 (子皙),1,no
黑 子皙,1,no
公孫段 (伯石),1,no
段 伯石,1,no
騋,1,no
"LÀI Ān Gōng, 赖安公, 17世",1,no
安公 Ān Gōng,1,no
"LÀI Ān Gōng, 赖安公, 57, 17世",1,no
Jiāng,1,no
"Bing, 50G",1,no
Sì Chéng 姒成，第14任君主,1,no
"浥,",1,no
"Zēng Yì 鄫浥, 57, 45世",1,no
"Tian Wuzi (田武子), 58, 50G",1,no
"田武子, 58, 50G",1,no
"Chén Dào Tàizǐ Yǎnshī, 陳悼太子 偃師, 58,50,17G: 22nd Ruler of Tan State",1,no
Yǎnshī 偃師,1,no
Wife 3,1,no
"Wife 3 Surname Cài, 蔡氏",1,no
"Chen Gong Zi Sheng, 陳公子胜, 58,50,17G",1,no
公子胜,1,no
"Wife 2 Surname Xià, 夏氏",1,no
公子留,1,no
"Chen Gong Zi Liu, 陳公子留, 58,50,17G",1,no
Jiān,1,no
"HUANG Jian, 黄囏 57A",1,no
King Zhending of Zhou 周貞定王 介,1,no
覃 彬,1,no
靖康,1,no
"周為貴,27世",1,no
"Fú Dá, 符达, 4世",1,no
陸立,1,no
建 公榮,1,no
Lu Jian 陸建,1,no
自得,1,no
自修,1,no
韓桓惠王 然,1,no
"Yang Chang 楊敞, 76, 23世",1,no
Jik 直 Yuen Choong 元 沖,1,no
Yi Kung,1,no
鄭哀公 易,1,no
"Duke Ai of Zheng, Āi Gōng, Yì , 鄭哀公, 易, 63, 14",1,no
已,1,no
"Duke You of Zheng, Yōu Gōng, Jǐ, 鄭幽公, 已, 63, 14",1,no
"Duke Xu of Zheng, Xū Gōng, Tái, 鄭繻公, 駘, 63, 14",1,no
駘,1,no
"Duke Kang of Zheng, Kāng Gōng, Yǐ, 鄭康公, 乙, 63, 14",1,no
乙,1,no
"Wei Zifu 衛子夫, Empress of Han Dynasty",1,no
子夫,1,no
"Liu Ju 劉據, Crown Prince",1,no
Princess Yangcheng of,1,no
"Liu Hong 劉閎, Prince Huai of Qi",1,no
Daughter of Liu Yue,1,no
李姬,1,no
"Liu Dan 劉旦, Prince La of Yan",1,no
"Liu Xu 劉胥, Prince Li of Guangling",1,no
"Liu Fuling 劉弗陵, Emperor Zhao of Han",1,no
平陽共侯 曹襄,1,no
青 仲卿,1,no
衛青,1,no
昭平君,1,no
Buhai,1,no
河間共王 劉不害 Liu Buhai,1,no
不害,1,no
"Liu Xiang 劉襄, Prince Ping of Liang",1,no
括之,1,no
戎奴,1,no
N.N. wife,1,no
Modu,1,no
Laoshang,1,no
Liu Ren 劉仁,1,no
痞非,1,no
郢客,1,no
歲,1,no
於單,1,no
Tóu màn,1,no
Touman (Tóu màn chán yú),1,no
頭曼,1,no
Hulughu Chanyu of Xiongnu,1,no
狐鹿姑,1,no
左賢王,1,no
左大都尉,1,no
烏師廬,1,no
兒單于 Er Chanyu of Xiongnu,1,no
Ying Fu 婴阜,1,no
"Yú Yīng Fù 余婴阜, 57, 48G",1,no
黃敏通,1,no
"Zhang Hong 張宏 57,56世",1,no
Hóng 宏,1,no
"Lǐ Yǔ 李瑀(禹?), 68, 35G",1,no
Yu Gong 瑀公,1,no
"Lǐ Zhōng 李忠, 67, 34G",1,no
陵 少卿,1,no
哆,1,no
軒冕 (Xuān Miǎn),1,no
武 子威,1,no
安國 子國,1,no
臧 子武,1,no
讓 子仕,1,no
激 公宜,1,no
林毓俊,1,no
吳王 闔盧,1,no
霄 伯有,1,no
段 子石,1,no
參 子思,1,no
眅 子明,1,no
吉 子太叔,1,no
虎 子皮,1,no
帶 子上,1,no
定子 駟帶 (子上),1,no
乞 子瑕,1,no
印,1,no
施 子旗,1,no
卷 子張,1,no
巨公 Jù Gōng,1,no
"LÀI Jù Gōng, 赖巨公, 18世",1,no
"LÀI Jù Gōng, 赖巨公, 58, 18世",1,no
"Qǐng È 请鄂(靖), 51G",1,no
Qǐng È,1,no
Sì Qǐ 姒乞，第15任君,1,no
乞,1,no
Sì Suì Guò 姒遂|過，第16任君主,1,no
遂|過,1,no
祥榑,1,no
"Zēng Xiáng Fú 鄫祥榑, 58, 46世",1,no
"田厘子, 59, 51G",1,no
"Tian Lizi (田厘子), 59, 51G",1,no
厘子,1,no
"Chén Huì Gōng Wú, 陳惠公 吳, 59,51,18G: 23rd Ruler of Tan State (Guī Wú 嬀吳)",1,no
Huì Gōng 惠公,1,no
"HUANG Yi, 黄繄 58A",1,no
King Ai of Zhou 周哀王 去疾,1,no
King Si of Zhou 周思王 叔襲,1,no
叔襲,1,no
King Kao of Zhou 周考王 嵬,1,no
嵬,1,no
渠 昇,1,no
"周寶公, 字:玉環,28世",1,no
"Fú Sǎ, 符洒, 5世",1,no
洒 Fú 符,1,no
"Fú Zāng, 符臧, 5世",1,no
曄 奉先,1,no
Lu Ye 陸曄,1,no
"Yang Zhong 楊忠, 77, 24世",1,no
Joon 縉,1,no
Wen Kung,1,no
"Zhèng Lǔ, 鄭 魯, 64, 15",1,no
鮒鮈,1,no
熊渠,1,no
外,1,no
良娣 (Liáng dì),1,no
Liu Jin 劉進,1,no
"Shi Chu Hou Ti (Shi Chu Hou Ti, Hin Batir, Tingtoshi, Tin-Toshih)",1,no
"Shi Chu Hou Ti (Hin Batir, Tingtoshi)",1,no
"Shi Chu Tsu (Avitohol, Tejoshi)",1,no
Shi Chu Tsu,1,no
Liu He 劉賀,1,no
Grand Empress Dowager Shangguan,1,no
"Liu Xun 劉詢, Emperor Xuan of Han",1,no
去,1,no
海陽,1,no
河間剛王 劉基 Liu Ji,1,no
尊,1,no
昆侈,1,no
毋傷,1,no
Princess Of Han,1,no
Ichise,1,no
賢 德明,1,no
辟強,1,no
顓渠閼氏 Chwangü,1,no
顓渠 Chwangü,1,no
壺衍鞮單于 Huandi Chanyu of Xiongnu,1,no
Khuyente,1,no
"Shuluy Qanghuy (Khuluy, Hu Li)",1,no
Hyuilui-Juankui Lu Chuan Chu,1,no
虛閭權渠,1,no
先賢撣,1,no
日逐王 先賢撣,1,no
右賢王,1,no
Ling 伶,1,no
"Yú Líng 余伶, 58, 49G",1,no
衍微,1,no
黃衍微,1,no
Dào 道,1,no
"Zhang Dao 張道 58,57世",1,no
Chéng Gōng 丞公,1,no
"Lǐ Chéng Gōng 李丞公, 69, 36G",1,no
馬 (Mǎ),1,no
明相 (Míng Xiāng),1,no
伍相 (Wǔ Xiāng),1,no
卬 子卬,1,no
員 季中,1,no
Mencius 孟子,1,no
林廷麟,1,no
夫差,1,no
吳王 夫差,1,no
婿,1,no
癸 子柳,1,no
速 子寬,1,no
嬰齊 子齹,1,no
襄子 駟偃 (子游),1,no
歂 子然,1,no
作蜀,1,no
叔徽,1,no
"LÀI Bīn Gōng, 赖斌公, 19世",1,no
"LÀI Bīn Gōng, 赖斌公, 59, 19世",1,no
斌公 Bīn Gōng,1,no
Zhoa,1,no
"Zhoa, 52G",1,no
Sì Wéi 姒維，第17任君主,1,no
"Sì è Lù 姒閼路, 第18任君主",1,no
閼路,1,no
"Zēng Zhù 鄫炷, 59, 47世",1,no
炷,1,no
"Tian Guan (田灌), 60, 52G",1,no
"田灌, 60, 52G",1,no
Huái Gōng 懷公,1,no
"Chén Huái Gōng Liǔ, 陳懷公 柳, 60,52,19G: 24th Ruler of Tan State (Guī Liǔ 嬀柳)",1,no
Fán,1,no
"HUANG Fan, 黄藩 59A",1,no
King Weilie of Zhou 周威烈王 午,1,no
豐 昱,1,no
"周群公, 字:俾,29世",1,no
"Fú Chóng, 符崇, 6世",1,no
恭 彥祖,1,no
Lu Gong 陸恭,1,no
埛,1,no
譚 翁君,1,no
"Yang Tan 楊谭, 78, 25世",1,no
See 仕 Git 傑,1,no
"Zhèng Jū 鄭琚, 65, 16",1,no
Wang 翁須 王,1,no
Lady Da Yi,1,no
Dà Yān,1,no
Shih Chu Chiu,1,no
Totejoshi (Shih Chu Chiu),1,no
Chongguo,1,no
充國,1,no
Liu Chongguo 劉充國,1,no
Liu Fengqin 劉奉親,1,no
Fengqin,1,no
代宗,1,no
Daizong,1,no
守,1,no
平君,1,no
"Liu Shi 劉奭, Emperor Yuan of Han 漢元帝",1,no
成君,1,no
河間頃王 劉授 Liu Shou,1,no
Shou,1,no
Chedi,1,no
握衍朐鞮單于 Uyan-Guidi Chanyu of Xiongnu,1,no
屠耆堂,1,no
左大且渠,1,no
左大且渠 都隆奇,1,no
都隆奇,1,no
Khukhenye I,1,no
Jī hóu shān Han Yeh,1,no
Huhanye Han Yeh,1,no
稽侯狦,1,no
"Khukhenye I (Hu Han Yeh, Hu Han Sha)",1,no
"Khukhenye I (Hu Han Yeh, Hu Han Hsie, Hu Han Sha, Cha Yo)",1,no
烏禪幕,1,no
丹照,1,no
Tanshō,1,no
"Yú Yuán Wén 余员文, 59, 50G",1,no
Yuan Wen 员文,1,no
黃丙,1,no
"Zhang Zhong 張仲 59,58世",1,no
Zhòng 仲,1,no
Hóng Gōng 宏公,1,no
"Lǐ Hóng Gōng 李宏公, 70,37G",1,no
"Lǐ Xiān Gōng 李先公, 70,37G",1,no
Xian Gong 先公,1,no
蔡 (Cài),1,no
純菁 (Chún Jīng),1,no
侖,1,no
霸 次孺,1,no
驩 子仲,1,no
黃,1,no
林潮,1,no
林贤,1,no
疾,1,no
達 子姚,1,no
弘 子般,1,no
卹 子循,1,no
玢公 Bīn Gōng,1,no
"LÀI Bīn Gōng, 赖玢公, 60, 20世",1,no
"LÀI Bīn Gōng, 赖玢公, 20世",1,no
"Lu Cheng, 53G",1,no
Lu Cheng,1,no
"Sì Chì 姒敕, 第19任君主",1,no
敕,1,no
方煋,1,no
"Zēng Fāng Xīng 鄫方煋, 60, 48世",1,no
"田襄子, 61, 53G",1,no
"Tian Xiangzi (田襄子), 61, 53G",1,no
襄子,1,no
Mǐn Gōng 湣公,1,no
"Chén Mǐn Gōng Zhōu, 陳閔(湣)公 周, 61,53, 20G: Ruler 25th Ruler of Tan State (Guī Yuè 嬀越)",1,no
Jí Fǔ,1,no
"HUANG Ji Fu, 黄吉甫 60A",1,no
黑,1,no
King An of Zhou 周安王 驕,1,no
芝 穎,1,no
"周臣公, 字:良,30世",1,no
Surname Zēng,1,no
"Fú Huá, 符华, 7世",1,no
Lu Huang 陸璜,1,no
璜 公伯,1,no
文纖,1,no
"Yang Bao 楊宝, 79, 26世",1,no
Chim 暹,1,no
Chan Kung,1,no
"Zhèng Wú Huǐ 鄭無悔, 66, 17",1,no
無悔,1,no
子張,1,no
第五閼氏 (5th Xiongnu),1,no
Wang Chao,1,no
Quanguy (Chiang Chiu),1,no
Quanguy,1,no
"Wang Zhengjun, Empress Xiaoyuan",1,no
政君,1,no
"Liu Ao 劉驁, Emperor Cheng of Han 漢成帝",1,no
"Liu Xing, 劉興",1,no
"Liu Xiu 劉秀, Emperor Guangwu of Han",1,no
煖,1,no
河間孝王 劉慶 Liu Qing,1,no
向 子政,1,no
"Ghuduarshi Davganoti - 呼都而尸道皋若鞮單于 (Hū dōu ér shī Dào gāo ruò dī, chán yú)",1,no
輿 (Yú),1,no
Wang Zhaojun 王昭君,1,no
伊屠智伢師,1,no
右日逐王 伊屠智伢師,1,no
復株累若鞮單于 Fujulei Jodi-Chanyu of Xiongnu,1,no
雕陶莫皋,1,no
搜諧若鞮單于 Seuxie Jodi-Chanyu of Xiongnu,1,no
Sutuhuban,1,no
Ulunoti,1,no
烏累若鞮單于 Ulunoti Chanyu of Xiongnu,1,no
烏珠留若鞮單于,1,no
囊知牙斯,1,no
烏珠留若鞮單于 Uchjulu Jodi-Chanyu of Xiongnu,1,no
Wu Chu Liu Jo,1,no
Wang Chao Gun Liu,1,no
"Uchilonoti (Uchjolu - Joti, Wu-Chu-Liu-Jo-Ti)",1,no
Kawa,1,no
"Yú Zhèng 余政, 60, 51G",1,no
Zheng 政,1,no
黃鄂,1,no
Zhòng 眾,1,no
"Zhang Zhong 張眾 60,59世",1,no
"Zhang Yi 張逸 60,59世",1,no
Ye Gong 业公,1,no
"Lǐ Yè Gōng 李业公, 70, 37G",1,no
"Lǐ Zhǎng Zōng 李长宗, 71, 38G",1,no
Zhang Zong 长宗,1,no
與方 (Yǔ Fāng),1,no
吉 元士,1,no
宋公 孔吉,1,no
光 子夏,1,no
立 子立,1,no
睪,1,no
林谧,1,no
[用鳥],1,no
凭公 Píng Gōng,1,no
"LÀI Píng Gōng, 赖凭公, 61, 21世",1,no
"LÀI Píng Gōng, 赖凭公, 21世",1,no
Wen Ye,1,no
"Wen Ye, 54G",1,no
Sì Chūn 姒春，第20任君主,1,no
Xià Hóu Tuó夏侯佗,1,no
宇鑾,1,no
"Zēng Yǔ Luán 鄫宇鑾, 61, 49世",1,no
"田白, 62, 54G",1,no
"Chen Quan Wen, 陳全温, 62,54, 21G",1,no
全温,1,no
"澄公, 62,54,21",1,no
"Chen Yan Gong, 陳衍公, 62,54,21G",1,no
"HUANG Shi, 黄适 61A",1,no
Shì,1,no
永則,1,no
永嘉,1,no
King Lie of Zhou 周烈王 喜,1,no
King Xian of Zhou 周顯王 扁,1,no
扁,1,no
億 榮,1,no
徽音,1,no
尚德,1,no
"周性公, 字:文材,31世",1,no
性 文材,1,no
"Fú Cháo Pìn, 符朝聘, 8世",1,no
朝聘,1,no
"Fú Cháo Yòu, 符朝佑, 8世",1,no
朝佑,1,no
文 孝平,1,no
Lu Wen 陸文,1,no
南華,1,no
南石,1,no
"Yang Zhen 楊震, 80, 27世",1,no
鄷,1,no
瓊 Duk Yueh 德 瑜,1,no
"Zhèng Ān Píng 鄭安平, 67, 18",1,no
魯人,1,no
玄 聖公,1,no
更始帝 劉玄,1,no
"Shih Chu hou, Chih Shih Chu",1,no
飛燕,1,no
合德,1,no
"Consort Wei, 衛姬",1,no
衛姬,1,no
"Liu Kan, Emperor Ping of Han 漢平帝 劉衎",1,no
"Liu Xin, Emperor Ai of Han 漢哀帝 劉欣",1,no
蘇屠胡 Han Yeh,1,no
醢落尸逐鞮單于 Khukhenye II,1,no
丘浮尤鞮單于 Chupunoti,1,no
莫,1,no
汗,1,no
伊伐於慮鞮單于 Ilgha Uluti Chanyu of Xiongnu,1,no
"Liu Zhuang 劉莊, Emperor Ming of Han",1,no
蒼,1,no
荊,1,no
聖通,1,no
義王,1,no
河間王 劉元 Liu Yuan,1,no
Hyuilui - Jauankui,1,no
歆 子駿,1,no
Yiu Khan des Huns,1,no
Panu,1,no
伊墨居次 云,1,no
當于居次,1,no
呼衍王,1,no
右致盧兒王 醯諧屠奴侯,1,no
醯諧屠奴侯,1,no
朐留斯侯,1,no
左祝都韓王 朐留斯侯,1,no
Udadiheu,1,no
Xiuybudan,1,no
烏夷當,1,no
右於涂仇撣王 烏夷當,1,no
Khukhenye II,1,no
国勝,1,no
Kunikatsu,1,no
"Yú Xiāng 余相, 61, 52G",1,no
黃昭,1,no
Bó Qiān 伯謙,1,no
"Zhang Bo Qian 張伯謙 61,60世",1,no
Hui Gong 翚公,1,no
"Lǐ Huī Gōng 李翚公, 71, 38G",1,no
"Lǐ Jūn Kuàng 李君况, 72, 39G",1,no
Jun Kuang 李君况,1,no
益裕 (Yì Yù),1,no
何齊,1,no
林遐,1,no
林迩,1,no
盛公 Shèng Gōng,1,no
"LÀI Shèng Gōng, 赖盛公, 22世",1,no
"LÀI Shèng Gōng, 赖盛公, 62, 22世",1,no
Hua Ling,1,no
"Hua Ling, 55G",1,no
沛恩,1,no
"Zēng Pèi Ēn 鄫沛恩, 62, 50世",1,no
悼子,1,no
"田悼子, 63, 55G",1,no
"齊太公 田和, 63, 55G",1,no
"Chen Wu Zi, 陳武子, 63,55,22G",1,no
"宾公 63,55,22",1,no
"Chen Lian Gong, 陳璉公, 63,55, 22G",1,no
"Chen Yu Gong, 陳璵公, 63,55,22G",1,no
"HUANG Shu Liang, 黄叔梁 62A",1,no
Shu Liang,1,no
King Shenjing of Zhou 周慎靚王 定,1,no
"周養公, 字:林,32世",1,no
庭桂,1,no
"Fú Tíng Guì, 符庭桂, 9世",1,no
Lu Qin 陸親,1,no
親 公道,1,no
元恩,1,no
元⡟,1,no
"Yang Mu 楊牧, 81, 28世",1,no
滸,1,no
Gin 建 Do Lop 道 立,1,no
Chuang Kung,1,no
"Zhèng Huī 鄭徽, 68, 19",1,no
"Liu Pao,",1,no
Empress Xiaoping of Han 孝平皇后,1,no
Liu of the Southern av Hiung,1,no
Shtongsi Suyghuti of the Southern,1,no
Ghushi Shisu Quti,1,no
Shulan Shisu Quti,1,no
丘除車林鞮單于,1,no
丘除車林鞮單于 Kuchi Qilindi of Xiongnu,1,no
Kuchi Qilindi,1,no
Iltu Uluti,1,no
貴人,1,no
"Liu Da 劉炟, Emperor Zhang of Han",1,no
松 伯孫,1,no
河間惠王 劉良 Liu Liang,1,no
Huhanye Chanyu of Xiongnu Empire,1,no
Eltekin Khan des Huns,1,no
Eltekin,1,no
Mo Khyganje,1,no
須卜當,1,no
醯櫝王,1,no
Yuliu (Liu),1,no
"Yuliu (Yu Liu, Liu, Yuliun, Liu Nu)",1,no
河勝,1,no
Kawakatsu,1,no
秦河勝,1,no
Hata no Kawakatsu,1,no
Zhog 盅,1,no
"Yú Zhōng 盅, 62, 53G",1,no
黃鲁成,1,no
鲁成,1,no
"Zhang Xin Ming 張信明 62,61世",1,no
Xìn Míng 信明,1,no
Shan Gong 李善公,1,no
"Lǐ Shàn Gōng 李善公, 72, 39G",1,no
"Lǐ Běn Gōng 李本公, 73, 40G",1,no
Ben Gong 本公,1,no
維簡 (Wéi Jiǎn),1,no
均 長平,1,no
奮 君魚,1,no
奇 子異,1,no
建 子建,1,no
林敉,1,no
林厘,1,no
晶,1,no
"LÀI Dǎi Gōng, 赖逮公, 63, 23世",1,no
逮公 Dǎi Gōng,1,no
"LÀI Dǎi Gōng, 赖逮公, 23世",1,no
Hè,1,no
Qí Xīng,1,no
"Qí Xīng 琪兴, 56G",1,no
"Zēng Pǔ 鄫朴, 63, 51世",1,no
"田侯剡, 64,, 56G",1,no
剡,1,no
"齊桓公 田午, 64, 56G",1,no
"Chen Cheng Zi, 陳成子, 64,56,23G",1,no
"麟公 64,56,23",1,no
"Chen Lü Gong, 陳履公, 64,56, 23G",1,no
"HUANG Chui, 黄垂 63A",1,no
Chuí,1,no
King Nan of Zhou 周赧王 延,1,no
王(濆貢賚賁)?,1,no
濆,1,no
"周真公, 字:成,33世",1,no
"Fú Dìng, 符定, 10世",1,no
Lu Zhong 陸眾,1,no
眾 世業,1,no
暮,1,no
"Yang Tong 楊统, 82, 29世",1,no
统,1,no
Tai 泰,1,no
Huan Kung,1,no
"Zhèng Chāng 鄭昌, 69, 20",1,no
Tingtosh Chu,1,no
Tindushsu Quti,1,no
湖邪尸逐侯鞮單于 (Hou Yeh) Shih Chu Hou Ti of Xiongnu,1,no
(Hou Yeh) Shih Chu Hou Ti Chu Hou,1,no
湖邪尸逐侯鞮單于,1,no
Kutino,1,no
Uzhqushsu,1,no
Wanchi,1,no
Finghey,1,no
"Liu Zhao 劉肇, Emperor He of Han",1,no
憲 伯度,1,no
Panghu,1,no
Panghu Khan des Huns,1,no
広国,1,no
秦広国,1,no
秦石勝,1,no
石勝,1,no
Yao Wan 瑶玩,1,no
"Yú Yáo Wán 瑶玩, 63, 54G",1,no
文叶,1,no
黃文叶,1,no
"Zhang Gui 張貴 63,62世",1,no
Guì 貴,1,no
"Zhang Shi 張實 63,62世",1,no
Shí 實,1,no
You Gong 尤公,1,no
"Lǐ Yóu Gōng 李尤公, 73, 40G",1,no
"Lǐ Cì Gōng 李次公, 74, 41G",1,no
Ci Gong 次公,1,no
Tián 恬,1,no
"Lǐ Tián 李恬, 74, 41G",1,no
時英 (Shí Yīng),1,no
志 道甫,1,no
方 廣平,1,no
疇 元疇,1,no
嘉 山甫,1,no
之後,1,no
林梧,1,no
頳,1,no
惠公 Huì Gōng,1,no
"LÀI Huì Gōng, 赖惠公, 64, 24世",1,no
"LÀI Huì Gōng, 赖惠公, 24世",1,no
"Guo Xian, 57G",1,no
Guo Xian,1,no
"Zēng Shì Měi 鄫世美, 64, 52世",1,no
因齊,1,no
"齊威王 田因齊, 65, 57G",1,no
哀子,1,no
"Chen Ai Zi, 陳哀子, 65,57,24G",1,no
弘公,1,no
"Chen Hui Gong, 陳辉公, 65,57, 24G",1,no
辉公,1,no
Xī,1,no
"HUANG Xi, 黄息 64A",1,no
渝(諭),1,no
"周惠, 號:世叔,34世",1,no
"Fú Dòng, 符洞, 11世",1,no
Lu Ci 陸賜,1,no
賜 思祖,1,no
陸暢,1,no
陽元,1,no
彪 文先,1,no
"Yang Qi 楊奇, 83, 30世",1,no
文淶,1,no
Jiu 炤 Leung 亮,1,no
"Zhèng Róng 鄭榮, 70, 21",1,no
Liu Yao,1,no
Tejosh Chu,1,no
(Chu Te Jo) Shih Chu Tsu,1,no
淑 Shu,1,no
漢殤帝 劉隆,1,no
"Liu Long, Emperor Shang of Han 漢殤帝 劉隆",1,no
漢安帝 劉祜,1,no
"Liu Hu, Emperor An of Han 漢安帝 劉祜",1,no
秦勝俊,1,no
秦百足,1,no
"Yú Gào Sūn 余告孙, 64, 55G",1,no
Gao Sun 告孙,1,no
华令,1,no
黃华令,1,no
"Zhang Yi Chen 張禹臣 64,63世",1,no
Yǔ Chén 禹臣,1,no
禹臣,1,no
Gui 李轨,1,no
"Lǐ Guǐ 李轨, 75, 42G",1,no
Qian 潜,1,no
"Lǐ Qián 李潜, 75, 42G",1,no
典書 (Diǎn Shū),1,no
損 君益,1,no
澍 君德,1,no
恢 聖文,1,no
豐 子豐,1,no
林钦,1,no
丘,1,no
䵸,1,no
"LÀI Xuān Gōng, 赖宣公, 25世",1,no
宣公 Xuān Gōng,1,no
"LÀI Xuān Gōng, 赖宣公, 65, 25世",1,no
"Mǎn Kuān 满宽, 58G",1,no
Mǎn Kuān,1,no
時泰,1,no
"Zēng Shí Tài 鄫時泰, 65, 53世",1,no
"齊宣王 辟疆, 66, 58G",1,no
"Chen Kang Zi, 陳康子, 66,58,25G",1,no
"Chen Zhouchang, 陳周昌, 66,58, 25G",1,no
周昌,1,no
"HUANG Chi, 黄炽 65A",1,no
Chì,1,no
息,1,no
"周曾公, 字:東三,35世",1,no
Surname Cén,1,no
"Fú Jiàn Zhōng, 符建中, 12世",1,no
閎 子春,1,no
Lu Hong 陸閎,1,no
