kind,name,occurrences,verdict,qids
given,Soenarti,2,no item,
given,[Berta],2,no item,
given,Aurembiaix,2,no item,
given,Πλειστοάναξ,2,resolved,Q117474818
given,Agesilaus,2,no item,
given,Ἀγησίπολις,2,no item,
given,Reiersdotter,2,no item,
given,al-Raḥmān,2,no item,
given,Imberte,2,no item,
given,Atia,2,no item,
given,Macedonica,2,no item,
given,Ichilda,2,no item,
given,Violette,2,resolved,Q1767450
given,”Märta”,2,no item,
given,武輔,2,no item,
given,庄一郎,2,no item,
given,平吉,2,no item,
given,智淵,2,no item,
given,庄右衛門,2,no item,
given,作子,2,no item,
given,晋一郎,2,no item,
given,教家,2,no item,
given,永手,2,no item,
given,保忠,2,no item,
given,Pái,2,no item,
given,Amely,2,no item,
given,Wernerine,2,no item,
given,Orengarde,2,no item,
given,العابد,2,no item,
given,Zenaide,2,ambiguous — several items share the label,Q56315712 | Q56316731
given,Jörgensdatter,2,no item,
given,Otter,2,ambiguous — several items share the label,Q110943486 | Q112155701
given,Deodatus,2,no item,
given,al-Rashid,2,no item,
given,الرشيد,2,no item,
given,al-Saffah,2,no item,
given,المهدي,2,no item,
given,Semenowicz,2,no item,
given,Borys,2,ambiguous — several items share the label,Q102249935 | Q20682286
given,Сямён,2,no item,
given,Siemion,2,no item,
given,Alexey,2,resolved,Q19830610
given,Roka,2,no item,
given,רצוציתא,2,no item,
given,חייא,2,no item,
given,Maudie,2,resolved,Q27642812
given,Vale,2,resolved,Q18169155
given,children,2,no item,
given,季晟,2,no item,
given,玄霸,2,no item,
given,輔機,2,no item,
given,瀍,2,no item,
given,士廉,2,no item,
given,玉環,2,no item,
given,太真,2,no item,
given,Åsmundsdtr,2,no item,
given,Boethius,2,no item,
given,Gauzlin,2,no item,
given,Sentia,2,no item,
given,Volodymyr,2,resolved,Q55006123
given,#15,2,no item,
given,Dawidowicz,2,no item,
given,Володимѣръ,2,no item,
given,Cheney,2,resolved,Q98543488
given,Mikail,2,no item,
given,Kristóf,2,ambiguous — several items share the label,Q18195737 | Q18195744 | Q18195748
given,Gun-Britt,2,no item,
given,Sobiesław,2,resolved,Q13503421
given,(Bella),2,no item,
given,Kield,2,no item,
given,Ambrogio,2,resolved,Q18551920
given,Día,2,no item,
given,Verhuslava,2,no item,
given,Vsevolodovaitė,2,no item,
given,Pelaya,2,resolved,Q100151665
given,Enke,2,no item,
given,Dmitryevich,2,no item,
given,"""Mažasis""",2,no item,
given,"Large""",2,no item,
given,Eneca,2,no item,
given,Temperence,2,no item,
given,Lemira,2,no item,
given,Tellef,2,resolved,Q30640453
given,Iнгваревич,2,no item,
given,Rurikovich,2,no item,
given,Andreivich,2,no item,
given,Lütgard,2,no item,
given,הרביעי,2,no item,
given,Ardingus,2,no item,
given,Krag,2,no item,
given,Jylland,2,no item,
given,lensbaron,2,no item,
given,Acfred,2,resolved,Q4060276
given,Virgilia,2,no item,
given,Fredeburga,2,no item,
given,Ingelberga,2,no item,
given,Ameli,2,no item,
given,(IV.),2,no item,
given,Dollie,2,resolved,Q134984380
given,Ulfson,2,no item,
given,Ledang,2,no item,
given,Hilmer,2,resolved,Q65117727
given,Mikhailov,2,no item,
given,Kleting,2,no item,
given,Rosy,2,no item,
given,Nudd,2,no item,
given,Cof,2,no item,
given,Fab,2,no item,
given,أمير,2,no item,
given,Beliarda,2,no item,
given,Fratricida',2,no item,
given,Cyndeyrn,2,no item,
given,Nathubhai,2,no item,
given,Narangdas,2,no item,
given,Narottam,2,no item,
given,Meram,2,no item,
given,Gwallog,2,no item,
given,'Borel',2,no item,
given,Tydecho,2,no item,
given,JANAKA,2,no item,
given,KUSHA,2,no item,
given,Iah,2,no item,
given,Morais,2,no item,
given,geronimo,2,ambiguous — several items share the label,Q20002168 | Q21401507
given,Villareal,2,no item,
given,Oscaria,2,no item,
given,Clemen,2,no item,
given,'Peggy',2,no item,
given,Piran,2,no item,
given,Ursela,2,no item,
given,Sveinungson,2,no item,
given,Tegfedd,2,no item,
given,Afan,2,no item,
given,Cynog,2,resolved,Q5199959
given,Baglan,2,no item,
given,Beuno,2,resolved,Q9169736
given,Gwynlliw,2,no item,
given,Glywys,2,no item,
given,Ferne,2,resolved,Q64172214
given,Cadfarch,2,no item,
given,Cadog,2,no item,
given,Sion,2,ambiguous — several items share the label,Q108802022 | Q7533488
given,Tudwen,2,no item,
given,Callwen,2,no item,
given,Llofan,2,no item,
given,Theodosiolus,2,no item,
given,Gude,2,no item,
given,Gwynog,2,no item,
given,Yati,2,no item,
given,Bleiddud,2,no item,
given,Cynllo,2,no item,
given,Rikke,2,resolved,Q1737333
given,Mademoiselle,2,no item,
given,Gudserk,2,no item,
given,brzeska,2,no item,
given,Semyon,2,resolved,Q19936362
given,Iwanovich,2,no item,
given,N1380,2,no item,
given,Nordis,2,no item,
given,仲尼,2,no item,
given,叔梁,2,no item,
given,Praet,2,no item,
given,Eudora,2,resolved,Q3734169
given,Benny,2,ambiguous — several items share the label,Q18640998 | Q30077179
given,(Aceh),2,no item,
given,Mollerussa',2,no item,
given,Milicent,2,resolved,Q29550127
given,died,2,no item,
given,Algernon,2,resolved,Q646313
given,Lousia,2,no item,
given,Mertle,2,no item,
given,Ayoe,2,no item,
given,Jonker,2,no item,
given,Guntroda,2,no item,
given,25th,2,no item,
given,Hafliði,2,resolved,Q16426526
given,Másson,2,resolved,Q111048142
given,Mår,2,ambiguous — several items share the label,Q16422714 | Q21029461
given,Sölvör,2,no item,
given,Pritzier,2,no item,
given,Bonus,2,no item,
given,Roestam,2,no item,
given,Soemodirdjo,2,no item,
given,Vinsens,2,no item,
given,Vilfred,2,no item,
given,Ragnhilde,2,no item,
given,Bonaventura,2,resolved,Q892113
given,Brok,2,no item,
given,Elaeth,2,no item,
given,Frenin,2,no item,
given,Angganaya,2,no item,
given,founder,2,no item,
given,Trabskis,2,no item,
given,Maluginensis,2,no item,
given,Mekuria,2,no item,
given,dødfødt,2,no item,
given,Djoeminah,2,no item,
given,Lorina,2,resolved,Q20000954
given,Elpinice,2,no item,
given,Aviola,2,no item,
given,Metilius,2,no item,
given,Deidamia,2,no item,
given,Statira,2,no item,
given,Agilmund,2,no item,
given,Nyonya,2,no item,
given,Prawirodilogo,2,no item,
given,Soewahjo,2,no item,
given,Soedargo,2,no item,
given,Loreta,2,resolved,Q1870257
given,Caudex,2,no item,
given,Østine,2,no item,
given,Atlaksdtr,2,no item,
given,Vestal,2,resolved,Q106648097
given,Galceràn,2,resolved,Q104253491
given,N.n.,2,no item,
given,Otlo,2,no item,
given,Karlsdtr,2,no item,
given,MUHAMMAD,2,resolved,Q5837762
given,Abu-al-Hassan,2,no item,
given,Lugardo,2,no item,
given,Sykes,2,resolved,Q125961551
given,Torkildsdatter,2,no item,
given,Gervásio,2,ambiguous — several items share the label,Q21285913 | Q238771
given,Jenett,2,no item,
given,Napoleonsdotter,2,no item,
given,Woodson,2,resolved,Q97119319
given,Fastisdatter,2,no item,
given,良仁,2,no item,
given,Tadayasu,2,resolved,Q124054041
given,英仁,2,no item,
given,大炊,2,no item,
given,Michitaka,2,resolved,Q6837934
given,雅仁,2,no item,
given,Kuniyoshi,2,resolved,Q118598768
given,政仁,2,no item,
given,誠仁,2,no item,
given,道康,2,no item,
given,稚日本根子彦大日日尊,2,no item,
given,直仁,2,no item,
given,量仁,2,no item,
given,邦頼,2,no item,
given,富美子,2,no item,
given,邦永,2,no item,
given,貞敬,2,no item,
given,邦輔,2,no item,
given,Torgeirsen,2,no item,
given,Kaneie,2,no item,
given,Morosuke,2,no item,
given,Rudel,2,no item,
given,Marlijah,2,no item,
given,Temoe,2,no item,
given,Satoto,2,no item,
given,Soepijah,2,no item,
given,Supiyah,2,no item,
given,Rat,2,no item,
given,Hwat,2,no item,
given,Al-Humaisi'a,2,no item,
given,الهميسع,2,no item,
given,Evans,2,resolved,Q18342073
given,Tim,2,resolved,Q1369663
given,Kayo,2,no item,
given,"Hitam""",2,no item,
given,Gonçalo),2,no item,
given,Gisilbert,2,no item,
given,Γαίος,2,no item,
given,Ιούλιος,2,no item,
given,Opgalli,2,no item,
given,Chrestus,2,no item,
given,Agrypina,2,resolved,Q20653672
given,Alexandr,2,resolved,Q21029874
given,Frideriche,2,no item,
given,Ибер,2,no item,
given,Себерджан,2,no item,
given,Agnus,2,no item,
given,Bardyllis,2,no item,
given,Thrine,2,no item,
given,Dirksdr,2,no item,
given,Wasilko,2,no item,
given,(1592-1654),2,no item,
given,Lukretia,2,no item,
given,Laurentsa,2,no item,
given,Kujula,2,no item,
given,Epander,2,no item,
given,DHRUVA,2,no item,
given,Ingerda,2,no item,
given,Sofyan,2,resolved,Q105835809
given,Emiso,2,no item,
given,Drodon,2,no item,
given,Mandudareja,2,no item,
given,Шварн,2,no item,
given,Kirk,2,resolved,Q19819758
given,Guedes,2,no item,
given,Aristomidas,2,no item,
given,Dausprungas,2,no item,
given,Esclarmonda,2,resolved,Q11919730
given,barn,2,no item,
given,במברגר,2,no item,
given,Thorkilsen,2,no item,
given,Maline,2,no item,
given,Δημάρατος,2,no item,
given,Archidamus,2,no item,
given,Fathimah,2,no item,
given,Gumilah,2,no item,
given,Mujeer,2,no item,
given,ウメ,2,no item,
given,吉三郎,2,no item,
given,さだ子,2,no item,
given,恵美子,2,no item,
given,あや,2,no item,
given,Mangor,2,no item,
given,Shizuko,2,resolved,Q7499483
given,Saloninus,2,no item,
given,Hiel,2,no item,
given,Azcapotzalco,2,no item,
given,陛下,2,no item,
given,キノ,2,no item,
given,保太郎,2,no item,
given,七三郎,2,no item,
given,教忠,2,no item,
given,房忠,2,no item,
given,ハツ子,2,no item,
given,静,2,no item,
given,顕,2,no item,
given,Abdulloh,2,no item,
given,煕通,2,no item,
given,Gundolf,2,no item,
given,Qodir,2,no item,
given,Ixtlilxochitl,2,no item,
given,Azcalxochitzin,2,no item,
given,師実,2,no item,
given,師通,2,no item,
given,広嗣,2,no item,
given,果安,2,no item,
given,継縄,2,no item,
given,良相,2,no item,
given,教実,2,no item,
given,実成,2,no item,
given,公季,2,no item,
given,Rokayah,2,no item,
given,Unk,2,no item,
given,Tezozomoctli,2,no item,
given,Huanitzin,2,no item,
given,Bint-e-Jarol,2,no item,
given,Kulthoom,2,no item,
given,Tezcatl,2,no item,
given,Popocatzin,2,no item,
given,Aasim,2,no item,
given,Aatika,2,no item,
given,Omro,2,no item,
given,Ayaz,2,no item,
given,Crisanto,2,resolved,Q26898134
given,Ådnesdtr.,2,no item,
given,Kusumawaningyun,2,no item,
given,Gerdy,2,no item,
given,(Elisabeth),2,no item,
given,Hagbart,2,resolved,Q30188568
given,Bergesen,2,no item,
given,Gunhil,2,no item,
given,Tjorvardsen,2,no item,
given,Dzislaw,2,no item,
given,Apphus,2,no item,
given,Theodoro,2,resolved,Q73045286
given,Bint-e-Khattab,2,no item,
given,Ervik,2,no item,
given,Ringardis,2,no item,
given,Rather,2,no item,
given,Italica,2,no item,
given,Kultsum,2,no item,
given,Muza,2,no item,
given,Walda,2,no item,
given,Arnbjørnsen,2,no item,
given,Stoddert,2,resolved,Q102227506
given,سلامة,2,no item,
given,Xabiera,2,no item,
given,Walan,2,no item,
given,Najib,2,resolved,Q20000771
given,Hamada,2,no item,
given,Stang,2,no item,
given,莫护跋,2,no item,
given,吐谷渾,2,no item,
given,涉歸,2,no item,
given,木延,2,no item,
given,廆,2,no item,
given,奕洛瓌,2,no item,
given,農,2,no item,
given,皝,2,no item,
given,Oxathres,2,no item,
given,玄恭,2,no item,
given,钟,2,no item,
given,Rogonojo,2,no item,
given,Kartomenggolo,2,no item,
given,B.R.Aj.,2,no item,
given,Joedonegoro,2,no item,
given,Tedjowati,2,no item,
given,Ya'qub,2,no item,
given,Gillis,2,resolved,Q10504943
given,Giselbertus,2,no item,
given,Emmo,2,no item,
given,(Irmfried),2,no item,
given,c.1280,2,no item,
given,'Draeckenbaert',2,no item,
given,Tambo,2,no item,
given,Tina,2,resolved,Q1670074
given,子度,2,no item,
given,Carmén,2,resolved,Q1043619
given,Abaye,2,no item,
given,Inoe,2,no item,
given,Ikami,2,no item,
given,Ricimer,2,no item,
given,Torlov,2,no item,
given,Leola,2,no item,
given,Walton,2,resolved,Q29370047
given,Lucious,2,resolved,Q90102540
given,Hayward,2,resolved,Q16276492
given,Grady,2,resolved,Q16276045
given,Forero,2,no item,
given,Walid,2,no item,
given,Heka,2,no item,
given,Pharoah,2,no item,
given,(Sophia),2,no item,
given,Muneyoshi,2,resolved,Q48978666
given,Kunimune,2,no item,
given,Yoshiyasu,2,resolved,Q8056328
given,Totomi-no-kami,2,no item,
given,Moertidjah,2,no item,
given,(Ludwig),2,no item,
given,Malvius,2,no item,
given,Nenchi-zenjoni,2,no item,
given,平君,2,no item,
given,Rokuro-maru,2,no item,
given,Moroshige,2,no item,
given,Muneyasu,2,no item,
given,Owari-no-kami,2,no item,
given,Kouen,2,no item,
given,Shichiro,2,no item,
given,Tahomaru,2,no item,
given,Chizen-ni,2,no item,
given,政君,2,no item,
given,合德,2,no item,
given,成君,2,no item,
given,飛燕,2,no item,
given,Yoshihumi良文,2,no item,
given,Tadayori忠頼,2,no item,
given,Yasuie,2,resolved,Q125375192
given,Takami,2,no item,
given,Nokei,2,no item,
given,Sadamichi,2,no item,
given,Gonshu,2,no item,
given,Tsunetaka経高,2,no item,
given,Jiro二郎,2,no item,
given,Hideyoshi秀義,2,no item,
given,Tadatsune忠常,2,no item,
given,Moritsuna,2,no item,
given,Masayoshi,2,ambiguous — several items share the label,Q64785813 | Q6782780
given,Taro,2,resolved,Q2293011
given,Sadatsuna定綱,2,no item,
given,Taro太郎,2,no item,
given,Kiyochika's,2,no item,
given,doughter,2,no item,
given,Saishin済信,2,no item,
given,Yoriyasu,2,resolved,Q139677814
given,Yoshikiyo義清,2,no item,
given,Mitsutsuna,2,no item,
given,Tsunekata経方,2,no item,
given,Tokinaka時仲,2,no item,
given,Suesada,2,no item,
given,Yoriyuki,2,resolved,Q16291796
given,Tokikata時方,2,no item,
given,Nariyori成頼,2,no item,
given,Masazane雅信,2,no item,
given,Michinori通義,2,no item,
given,Tokinobu時叙,2,no item,
given,寂源,2,no item,
given,Atsumi敦実,2,no item,
given,Sukenori扶義,2,no item,
given,Naritoki済時,2,no item,
given,Shigezane,2,no item,
given,又四郎,2,no item,
given,勝寿,2,no item,
given,Yasu,2,no item,
given,ヤス,2,no item,
given,金吉,2,no item,
given,タカ,2,no item,
given,SARASVATI,2,no item,
given,チカ子,2,no item,
given,Eormenred,2,no item,
given,平通,2,no item,
given,Masanari,2,resolved,Q48980461
given,慶喜,2,no item,
given,熊渠,2,no item,
given,外,2,no item,
given,炟,2,no item,
given,孟德,2,no item,
given,子桓,2,no item,
given,巨高,2,no item,
given,跋,2,no item,
given,修業,2,no item,
given,宣義,2,no item,
given,Daumantaitis,2,no item,
given,煖,2,no item,
given,昆侈,2,no item,
given,去,2,no item,
given,彭離,2,no item,
given,毋傷,2,no item,
given,尊,2,no item,
given,鮒鮈/附朐,2,no item,
given,魯人,2,no item,
given,不識,2,no item,
given,Comborn,2,no item,
given,Radjamantriya,2,no item,
given,祥子,2,no item,
given,恒德,2,no item,
given,恒久,2,no item,
given,成久,2,no item,
given,猷仁,2,no item,
given,Mineko,2,resolved,Q6864170
given,Javnutovich,2,no item,
given,Jaunutaitis,2,no item,
given,Jawnutowicz,2,no item,
given,Евнутьевич,2,no item,
given,Mitsunaru,2,resolved,Q110174432
given,義親,2,no item,
given,稔彦,2,no item,
given,夙子,2,no item,
given,Gierloug,2,no item,
given,Wojn,2,no item,
given,將閭,2,no item,
given,興居,2,no item,
given,信都,2,no item,
given,罷軍,2,no item,
given,辟光,2,no item,
given,雄渠,2,no item,
given,家仁,2,no item,
given,教輔,2,no item,
given,Yorikuni頼国,2,no item,
given,Mitsusada,2,no item,
given,Okinokami,2,no item,
given,Kunifusa,2,no item,
given,Mitsunobu,2,no item,
given,Michikane,2,no item,
given,Mitsunaga,2,no item,
given,Dewa-hangwan,2,no item,
given,Mitsuyuki,2,no item,
given,Asano-hangwan,2,no item,
given,Masara,2,no item,
given,Mitsukuni,2,resolved,Q139494565
given,ULMUKHA,2,no item,
given,Gayan,2,no item,
given,Yorisada,2,resolved,Q42753855
given,Hokinokami,2,no item,
given,Mitsuhira,2,no item,
given,(Liáng,2,no item,
given,dì),2,no item,
given,ANGIRAS,2,no item,
given,PURU,2,no item,
given,SIBI,2,no item,
given,邦忠,2,no item,
given,福子,2,no item,
given,女王,2,no item,
given,Wiradipradja,2,no item,
given,能円,2,no item,
given,Yoshikane良兼,2,no item,
given,Kunika国香,2,no item,
given,Yoshimasa良将,2,no item,
given,Tokitsuna,2,no item,
given,Koretoki維時,2,no item,
given,Dhumrakethu,2,no item,
given,Peregrino,2,no item,
given,Arcadia,2,no item,
given,Clearchus,2,no item,
given,愭,2,no item,
given,Акинфиевич,2,no item,
given,"""Queen's",2,no item,
given,"Lover""",2,no item,
given,Andreu,2,resolved,Q13257568
given,Hara,2,no item,
given,Geralda,2,resolved,Q104622106
given,由辰,2,no item,
given,Galceranda,2,no item,
given,Jannikinus,2,no item,
given,Benno,2,resolved,Q381098
given,Diana*,2,no item,
given,辟方,2,no item,
given,繄扈,2,no item,
given,伯服,2,no item,
given,胡齊,2,no item,
given,壬臣,2,no item,
given,息姑,2,no item,
given,酋,2,no item,
given,驕,2,no item,
given,Kū,2,no item,
given,不窟,2,no item,
given,伯禽,2,no item,
given,Jū,2,ambiguous — several items share the label,5 items
given,弗湟,2,no item,
given,糾,2,no item,
given,慶父,2,no item,
given,共仲,2,no item,
given,叔牙,2,no item,
given,僖叔,2,no item,
given,呂靜,2,no item,
given,具,2,no item,
given,呂赤,2,no item,
given,慈母,2,no item,
given,仲年,2,no item,
given,呂購,2,no item,
given,呂諸兒,2,no item,
given,子牙,2,no item,
given,呂無忌,2,no item,
given,祿甫,2,no item,
given,呂不辰,2,no item,
given,呂脫,2,no item,
given,陽生,2,no item,
given,貸,2,no item,
given,商人,2,no item,
given,無虧,2,no item,
given,舍,2,no item,
given,無野,2,no item,
given,服人,2,no item,
given,緡,2,no item,
given,任好,2,no item,
given,仇,2,no item,
given,子於,2,no item,
given,詭諸,2,no item,
given,申生,2,no item,
given,夷皋,2,no item,
given,寧族,2,no item,
given,費王,2,no item,
given,費生,2,no item,
given,獳,2,no item,
given,鱓,2,no item,
given,成師,2,no item,
given,郄,2,no item,
given,司徒,2,no item,
given,黑臀,2,no item,
given,奚齊,2,no item,
given,Bonifacius,2,resolved,Q19967789
given,Gaudentius,2,resolved,Q134513920
given,Numantinus,2,no item,
given,Serapio,2,resolved,Q3955783
given,Salonianus,2,no item,
given,稻,2,no item,
given,罃,2,no item,
given,籍?,2,no item,
given,穆姬,2,no item,
given,師隰,2,no item,
given,悼,2,no item,
given,非子,2,no item,
given,渠梁,2,no item,
given,欣?,2,no item,
given,柱,2,no item,
given,駟,2,no item,
given,子楚,2,no item,
given,趙姬,2,no item,
given,亥,2,no item,
given,Hezzelin,2,no item,
given,Quinctia,2,no item,
given,Celer,2,no item,
given,Pilea,2,no item,
given,Medhatithi,2,no item,
given,Haakonsdatter,2,no item,
given,Bengo,2,no item,
given,Eimeric,2,no item,
given,Shruthi,2,no item,
given,Raju,2,no item,
given,Ramoneta,2,no item,
given,Kikatan,2,no item,
given,81,2,no item,
given,Mécia),2,no item,
given,Slette,2,no item,
given,Yorimasa頼政,2,no item,
given,Yoritsuna頼綱,2,no item,
given,Nakamasa仲政,2,no item,
given,Merrick,2,resolved,Q26884770
given,Plautianus,2,no item,
given,Saturnius,2,no item,
given,Sumadi,2,no item,
given,Marsaid,2,no item,
given,Roosheroe,2,no item,
given,Johannsen,2,no item,
given,Mi,2,ambiguous — several items share the label,4 items
given,Gjørond,2,no item,
given,Djatikusumo,2,no item,
given,Yasutsuna,2,no item,
given,Tokimichi時通,2,no item,
given,Yamakage's,2,no item,
given,Mehi,2,no item,
given,Elva,2,no item,
given,叔佳,2,no item,
given,廣釗,2,no item,
given,揚和,2,no item,
given,國荃,2,no item,
given,沅甫,2,no item,
given,大綱,2,no item,
given,廣鈞,2,no item,
given,重伯,2,no item,
given,環遠,2,no item,
given,紀鴻,2,no item,
given,粟誠,2,no item,
given,麟書,2,no item,
given,竹亭,2,no item,
given,尚庭,2,no item,
given,輔臣,2,no item,
given,Tseng,2,no item,
given,滌生,2,no item,
given,大絪,2,no item,
given,溫甫,2,no item,
given,大縝,2,no item,
given,劼剛,2,no item,
given,大綵,2,no item,
given,國潢,2,no item,
given,澄侯,2,no item,
given,衍勝,2,no item,
given,竟希,2,no item,
given,廣璇,2,no item,
given,廣鎔,2,no item,
given,甄遠,2,no item,
given,廣鍾,2,no item,
given,君融,2,no item,
given,貞楨,2,no item,
given,大絜,2,no item,
given,大絢,2,no item,
given,大綸,2,no item,
given,大緗,2,no item,
given,Nobumasa信昌,2,no item,
given,Nobumune信宗,2,no item,
given,Nobuharu信春,2,no item,
given,Nobuari信在,2,no item,
given,Nobushige信繁,2,no item,
given,Kuninobu国信,2,no item,
given,Ujinobu氏信,2,no item,
given,Nobumitsu信満,2,no item,
given,信榮,2,no item,
given,Nobushige信重,2,no item,
given,Ankhefenmut,2,no item,
given,al-Khatab,2,no item,
given,الحجاج,2,no item,
given,Salem,2,ambiguous — several items share the label,Q16281136 | Q66264125
given,廣鑾,2,no item,
given,君和,2,no item,
given,廣珣,2,no item,
given,廣鐊,2,no item,
given,廣銓,2,no item,
given,敬貽,2,no item,
given,廣銘,2,no item,
given,叔偉,2,no item,
given,Gwijde,2,resolved,Q18190949
given,Ervin,2,resolved,Q531710
given,Tilman,2,resolved,Q1264039
given,Շուշանիկ,2,no item,
given,Berchthold,2,no item,
given,Yukiie,2,no item,
given,Ruodhaid,2,no item,
given,Hidekiyo,2,no item,
given,Kiyotsuna,2,no item,
given,Sadayasu,2,no item,
given,Beltran,2,resolved,Q25936433
given,Guglielmina,2,resolved,Q27902425
given,법,2,no item,
given,Sea,2,no item,
given,Maríana,2,resolved,Q14437342
given,Theophilius,2,no item,
given,유리,2,no item,
given,Pedersdatter??,2,no item,
given,叔望,2,no item,
given,Kagamichi景通,2,no item,
given,騖璽,2,no item,
given,Tadamichi忠通,2,no item,
given,Akina章名,2,no item,
given,Tamemichi為通,2,no item,
given,振鐸,2,no item,
given,Kageaki景明,2,no item,
given,Tadamitsu忠光,2,no item,
given,Kagemasa景政,2,no item,
given,Oliva,2,resolved,Q632389
given,荒,2,no item,
given,獻舞,2,no item,
given,Yoshimasa良正,2,no item,
given,Yoshishige良茂,2,no item,
given,Kagenari景成,2,no item,
given,Tsunemasa常将,2,no item,
given,Chiba-no-suke千葉介,2,no item,
given,Kagemura景村,2,no item,
given,Ruccia,2,no item,
given,Nazaria,2,no item,
given,成功,2,no item,
given,敬山,2,no item,
given,英悊,2,no item,
given,鮮之,2,no item,
given,撫,2,no item,
given,子威,2,no item,
given,次孺,2,no item,
given,君益,2,no item,
given,君曜,2,no item,
given,嗣悊,2,no item,
given,元路,2,no item,
given,文泰,2,no item,
given,德倫,2,no item,
given,大經,2,no item,
given,鯉,2,no item,
given,伯魚,2,no item,
given,靈珍,2,no item,
given,長平,2,no item,
given,Jiao,2,resolved,Q96251268
given,子卬,2,no item,
given,22.,2,no item,
given,定伯,2,no item,
given,士信,2,no item,
given,聚,2,no item,
given,長彥,2,no item,
given,君魚,2,no item,
given,子異,2,no item,
given,元士,2,no item,
given,福民,2,no item,
given,麟廉,2,no item,
given,聖文,2,no item,
given,誧,2,no item,
given,仲助,2,no item,
given,疇,2,no item,
given,元疇,2,no item,
given,又,2,no item,
given,元儁,2,no item,
given,何齊,2,no item,
given,廣平,2,no item,
given,元上,2,no item,
given,澍,2,no item,
given,文禮,2,no item,
given,景微,2,no item,
given,季將,2,no item,
given,伯序,2,no item,
given,袛,2,no item,
given,景蘇,2,no item,
given,舒元,2,no item,
given,公孫,2,no item,
given,公默,2,no item,
given,敬林,2,no item,
given,休源,2,no item,
given,慶緒,2,no item,
given,敬序,2,no item,
given,琳之,2,no item,
given,彥琳,2,no item,
given,誾,2,no item,
given,順言,2,no item,
given,景進,2,no item,
given,君平,2,no item,
given,德澤,2,no item,
given,沉,2,no item,
given,德度,2,no item,
given,熙先,2,no item,
given,文憘,2,no item,
given,靜民,2,no item,
given,道民,2,no item,
given,道穰,2,no item,
given,琇之,2,no item,
given,稚孫,2,no item,
given,山士,2,no item,
given,伏承,2,no item,
given,白烏,2,no item,
given,淵之,2,no item,
given,靈符,2,no item,
given,遙之,2,no item,
given,景偉,2,no item,
given,靈龜,2,no item,
given,璩之,2,no item,
given,虔孫,2,no item,
given,道徽,2,no item,
given,紹安,2,no item,
given,惠元,2,no item,
given,道存,2,no item,
given,紹新,2,no item,
given,穎達,2,no item,
given,子歡,2,no item,
given,雲童,2,no item,
given,紹忠,2,no item,
given,志約,2,no item,
given,季詡,2,no item,
given,宗範,2,no item,
given,檷,2,no item,
given,Tadamichi's,2,no item,
given,憲植,2,no item,
given,紀靜,2,no item,
given,紀官,2,no item,
given,劍龍,2,no item,
given,紀芬,2,no item,
given,紀梁,2,no item,
given,介石,2,no item,
given,紀琛,2,no item,
given,廣祚,2,no item,
given,昭和,2,no item,
given,紀純,2,no item,
given,紀瑞,2,no item,
given,符卿,2,no item,
given,紀耀,2,no item,
given,仲坤,2,no item,
given,Naosada直貞,2,no item,
given,Naotaka直孝,2,no item,
given,Naozane直実,2,no item,
given,Naoie直家,2,no item,
given,Naosue直季,2,no item,
given,Naohiro直廣,2,no item,
given,Amenemopet,2,no item,
given,Manos,2,no item,
given,Eggertsen,2,no item,
given,Buenos,2,no item,
given,Gustios,2,no item,
given,Nikeforos,2,no item,
given,Alinakh,2,no item,
given,منکو,2,no item,
given,Oljei,2,no item,
given,Олджай,2,no item,
given,Arnaud-Sanche,2,no item,
given,Turtezendo,2,no item,
given,Wulfhard,2,no item,
given,Belasquita,2,no item,
given,Ffylip,2,no item,
given,Hatheburg,2,no item,
given,浩如,2,no item,
given,平芳,2,no item,
given,Chernigov,2,no item,
given,as,2,no item,
given,is,2,no item,
given,named,2,no item,
given,Djordje,2,no item,
given,Leonardus,2,resolved,Q19967529
given,BLATER,2,no item,
given,Cathamal,2,no item,
given,Al-Mansour,2,no item,
given,叔玉,2,no item,
given,Jordette,2,no item,
given,Bø,2,no item,
given,囏,2,no item,
given,宮湦,2,no item,
given,Fēi,2,ambiguous — several items share the label,Q124625972 | Q96240522 | Q96933195
given,棄,2,no item,
given,Iyengar,2,no item,
given,Narasimhacharyar,2,no item,
given,Askelson,2,no item,
given,Obodas,2,no item,
given,Setah,2,no item,
given,Joazar,2,no item,
given,Tobit,2,resolved,Q19968411
given,Zeredah,2,no item,
given,Hananiah?,2,no item,
given,Isaksdtr.,2,no item,
given,Determinado»,2,no item,
given,Ilvala,2,no item,
given,Fiodoraitis,2,no item,
given,Федоровна,2,no item,
given,Vierne,2,no item,
given,Richer,2,resolved,Q26854047
given,yet,2,no item,
given,Angiras,2,no item,
given,Viswadevas,2,no item,
given,Manes,2,ambiguous — several items share the label,Q109508852 | Q19967534
given,石霞,2,no item,
given,怡瑩,2,no item,
given,Luksemburska,2,no item,
given,老童(或称卷章),2,no item,
given,蒙克塔斯哈喇,2,no item,
given,第達喇,2,no item,
given,美尼亞哈齊,2,no item,
given,Enock,2,resolved,Q108520438
given,al-Tayyib,2,no item,
given,الطيب,2,no item,
given,宋氏,2,no item,
given,Hermanfried,2,no item,
given,Haninaï,2,no item,
given,Soekarman,2,no item,
given,Sumodipuro,2,no item,
given,Semarang,2,no item,
given,Bekker,2,no item,
given,Djaman,2,no item,
given,Couto,2,no item,
given,Mertomenggolo,2,no item,
