role,name,people,kind,item_state,qids
given,Odilia,5,ordinary Western given name,exists,Q2014517
given,岸,5,CJK clan name,no item found,
given,Ruò,5,ordinary Western given name,exists,Q96483223
given,Suan,5,ordinary Western given name,no item found,
given,Eindridesson,5,patronymic,no item found,
given,Reimão,5,ordinary Western given name,no item found,
given,Ocllo,5,ordinary Western given name,no item found,
given,Oria,5,ordinary Western given name,exists,Q3885771
given,Burt,5,ordinary Western given name,exists,Q16275122
given,Huehue,5,ordinary Western given name,no item found,
given,文彬,5,CJK clan name,no item found,
given,Shan,5,ordinary Western given name,ambiguous,Q104536587 | Q107980294 | Q20001236
given,Gyri,5,ordinary Western given name,no item found,
given,Lodin,5,ordinary Western given name,no item found,
given,al-Azmatkhan,5,ordinary Western given name,no item found,
given,al-Husaini,5,ordinary Western given name,no item found,
given,Olausdotter,5,patronymic,no item found,
given,貞朝,5,CJK clan name,no item found,
given,Kunti,5,ordinary Western given name,no item found,
given,Marton,5,ordinary Western given name,ambiguous,Q114299086 | Q18002424
given,Marlene,5,ordinary Western given name,ambiguous,Q1402673 | Q18220856
given,Vagn,5,ordinary Western given name,exists,Q32999984
given,Willumsen,5,patronymic,no item found,
given,Giorgi,5,ordinary Western given name,exists,Q17534804
given,Jonssøn,5,ordinary Western given name,no item found,
given,Benita,5,ordinary Western given name,exists,Q5725770
given,弘之,5,CJK clan name,no item found,
given,眺,5,CJK clan name,no item found,
given,次公,5,CJK clan name,no item found,
given,Mu,5,ordinary Western given name,ambiguous,Q125342584 | Q22809411 | Q69514238
given,Idde,5,ordinary Western given name,no item found,
given,Ke,5,ordinary Western given name,ambiguous,Q109636967 | Q124329077 | Q124407900
given,懿宗,5,CJK clan name,no item found,
given,Shun,5,ordinary Western given name,exists,Q106814234
given,Viffert,5,ordinary Western given name,no item found,
given,Christier,5,ordinary Western given name,no item found,
given,Sendang,5,ordinary Western given name,no item found,
given,Garcés,5,ordinary Western given name,no item found,
given,Zilpha,5,ordinary Western given name,no item found,
given,Xīng,5,ordinary Western given name,ambiguous,Q106832390 | Q106913548 | Q55681990
given,Vakhtang,5,ordinary Western given name,exists,Q29516593
given,Kutlug,5,ordinary Western given name,no item found,
given,طلحة,5,non-Latin script (ARABIC),no item found,
given,Danurejo,5,ordinary Western given name,no item found,
given,9.,5,not a name,no item found,
given,Justinien,5,ordinary Western given name,exists,Q19914744
given,Hercules,5,ordinary Western given name,ambiguous,Q18180935 | Q18819898
given,Araiza,5,ordinary Western given name,no item found,
given,محارب,5,non-Latin script (ARABIC),no item found,
given,Suleiman,5,ordinary Western given name,exists,Q1806880
given,Ross,5,ordinary Western given name,exists,Q2043428
given,Philander,5,ordinary Western given name,exists,Q57409708
given,córka,5,ordinary Western given name,no item found,
given,Karimah,5,ordinary Western given name,no item found,
given,Pancuran,5,ordinary Western given name,no item found,
given,João),5,ordinary Western given name,no item found,
given,هرمز,5,non-Latin script (ARABIC),no item found,
given,Benoit,5,ordinary Western given name,ambiguous,Q18341911 | Q19967779
given,Abdul-Razzaq,5,ordinary Western given name,no item found,
given,كثير,5,non-Latin script (ARABIC),no item found,
given,Trulsen,5,patronymic,no item found,
given,Jenson,5,patronymic,no item found,
given,Yldefonso,5,ordinary Western given name,no item found,
given,Artaude,5,ordinary Western given name,no item found,
given,Gwladus,5,ordinary Western given name,no item found,
given,Soerawijaya,5,ordinary Western given name,no item found,
given,Gieronimo,5,ordinary Western given name,no item found,
given,Неизвестна,5,non-Latin script (CYRILLIC),no item found,
given,Олегович,5,non-Latin script (CYRILLIC),no item found,
given,Александър,5,non-Latin script (CYRILLIC),no item found,
given,Jes,5,ordinary Western given name,exists,Q1232489
given,Maj,5,ordinary Western given name,ambiguous,Q12795434 | Q16421734
given,Turi,5,ordinary Western given name,exists,Q19968419
given,ANNA,5,ordinary Western given name,ambiguous,Q137303680 | Q22713652 | Q56886804
given,Roderick,5,ordinary Western given name,exists,Q18978420
given,N1,5,ordinary Western given name,no item found,
given,Claës,5,ordinary Western given name,ambiguous,Q19818179 | Q31522621
given,Mihail,5,ordinary Western given name,no item found,
given,Хаджи,5,non-Latin script (CYRILLIC),no item found,
given,57,5,not a name,no item found,
given,Pros,5,ordinary Western given name,no item found,
given,Titianus,5,ordinary Western given name,no item found,
given,Benoît,5,ordinary Western given name,ambiguous,Q18341911 | Q19967779
given,Paramesvaravarman,5,ordinary Western given name,no item found,
given,Mahendravarman,5,ordinary Western given name,no item found,
given,Krumpen,5,ordinary Western given name,no item found,
given,Ginevra,5,ordinary Western given name,exists,Q18059354
given,Giselberthe,5,ordinary Western given name,no item found,
given,Nanda,5,ordinary Western given name,exists,Q21647002
given,Holte,5,ordinary Western given name,no item found,
given,Guillermina,5,ordinary Western given name,exists,Q43400230
given,Tönnesdotter,5,patronymic,no item found,
given,Léonie,5,ordinary Western given name,ambiguous,Q19968546 | Q20000100
given,Djedbastesankh,5,ordinary Western given name,no item found,
given,Avis,5,ordinary Western given name,exists,Q96117812
given,Merid,5,ordinary Western given name,no item found,
given,Azmach,5,ordinary Western given name,no item found,
given,SUHOTRA,5,ordinary Western given name,no item found,
given,Vasu,5,ordinary Western given name,no item found,
given,Anani,5,ordinary Western given name,no item found,
given,Kavi,5,ordinary Western given name,no item found,
given,(Titi),5,ordinary Western given name,no item found,
given,Koon,5,ordinary Western given name,no item found,
given,Jahan,5,ordinary Western given name,exists,Q111017927
given,本盛,5,CJK clan name,no item found,
given,Schack,5,ordinary Western given name,exists,Q111072808
given,文信,5,CJK clan name,no item found,
given,Rosanna,5,ordinary Western given name,exists,Q2603416
given,Caninius,5,ordinary Western given name,no item found,
given,Teofila,5,ordinary Western given name,exists,Q1318213
given,Thormod,5,ordinary Western given name,exists,Q30088066
given,Bendiksen,5,patronymic,no item found,
given,Anggadipa,5,ordinary Western given name,no item found,
given,Léonard,5,ordinary Western given name,ambiguous,Q14704293 | Q18228390 | Q1842454
given,Smedsdatter,5,patronymic,no item found,
given,Qián,5,ordinary Western given name,ambiguous,Q124640612 | Q124663885 | Q96374446
given,敬和,5,CJK clan name,no item found,
given,Jīn,5,ordinary Western given name,ambiguous,Q108474944 | Q124254492 | Q124363346
given,茂先,5,CJK clan name,no item found,
given,守禮,5,CJK clan name,no item found,
given,佚,5,CJK clan name,no item found,
given,Jǐng,5,ordinary Western given name,ambiguous,Q106823468 | Q106860110 | Q110920532
given,龍雲,5,CJK clan name,no item found,
given,Babet,5,ordinary Western given name,no item found,
given,Ghazi,5,ordinary Western given name,exists,Q81897576
given,Rhoemetalces,5,ordinary Western given name,no item found,
given,Sebekemsaf,5,ordinary Western given name,no item found,
given,Andrée,5,ordinary Western given name,ambiguous,Q119583916 | Q18180970
given,Zénaïde,5,ordinary Western given name,ambiguous,Q56315712 | Q56316731
given,Luna,5,ordinary Western given name,exists,Q4963425
given,Sunigajłowicz,5,ordinary Western given name,no item found,
given,Nahum,5,ordinary Western given name,exists,Q3869947
given,Willemsz,5,ordinary Western given name,exists,Q113288545
given,Quinctilia,5,ordinary Western given name,no item found,
given,Almeda,5,ordinary Western given name,exists,Q61895959
given,Magnusen,5,patronymic,no item found,
given,Jaufre,5,ordinary Western given name,exists,Q42867304
given,Hallvardsdotter,5,patronymic,no item found,
given,Gudesdatter,5,patronymic,no item found,
given,Nawab,5,ordinary Western given name,no item found,
given,Wasilewicz,5,ordinary Western given name,no item found,
given,Soemarto,5,ordinary Western given name,no item found,
given,Velma,5,ordinary Western given name,exists,Q18761030
given,Thorsdatter,5,patronymic,no item found,
given,Augustinussen,5,patronymic,no item found,
given,Fattah,5,ordinary Western given name,no item found,
given,Nepos,5,ordinary Western given name,no item found,
given,Tertullus,5,ordinary Western given name,no item found,
given,ISABEL,5,ordinary Western given name,exists,Q4218918
given,Antnio,5,ordinary Western given name,no item found,
given,al-Rahman,5,ordinary Western given name,no item found,
given,al-Walid,5,ordinary Western given name,no item found,
given,Harper,5,ordinary Western given name,ambiguous,Q17505775 | Q3783460
given,Antunes,5,ordinary Western given name,no item found,
given,Megatsari,5,ordinary Western given name,no item found,
given,Girilaya,5,ordinary Western given name,no item found,
given,Øysteinsen,5,patronymic,no item found,
given,Khattab,5,ordinary Western given name,exists,Q6400956
given,Eilefsen,5,patronymic,no item found,
given,Kaya,5,ordinary Western given name,exists,Q3194383
given,Newell,5,ordinary Western given name,exists,Q21161973
given,doña,5,ordinary Western given name,exists,Q19968509
given,Ubaidullah,5,ordinary Western given name,exists,Q113459139
given,Alemany,5,ordinary Western given name,no item found,
given,Roelofs,5,ordinary Western given name,no item found,
given,Enderquina,5,ordinary Western given name,no item found,
given,Page,5,ordinary Western given name,exists,Q15471528
given,Yasin,5,ordinary Western given name,no item found,
given,R.Tmg.,5,ordinary Western given name,no item found,
given,Dean,5,ordinary Western given name,exists,Q1796595
given,Juhel,5,ordinary Western given name,no item found,
given,Marìa,5,ordinary Western given name,ambiguous,Q109785195 | Q1157981 | Q125964684
given,Svenkesdtr,5,patronymic,no item found,
given,伯和,5,CJK clan name,no item found,
given,班,5,CJK clan name,no item found,
given,突,5,CJK clan name,no item found,
given,Gomathi,5,ordinary Western given name,no item found,
given,Scribonianus,5,ordinary Western given name,no item found,
given,비,5,non-Latin script (HANGUL),no item found,
given,초,5,non-Latin script (HANGUL),no item found,
given,Hinricus,5,ordinary Western given name,no item found,
given,伯起,5,CJK clan name,no item found,
given,箕,5,CJK clan name,no item found,
given,君德,5,CJK clan name,no item found,
given,Skeel,5,ordinary Western given name,no item found,
given,Amundsdtr,5,patronymic,no item found,
given,Bulgaria,5,ordinary Western given name,no item found,
given,Abdurrohman,5,ordinary Western given name,no item found,
given,后稷,5,CJK clan name,no item found,
given,Josie,5,ordinary Western given name,exists,Q15821851
given,DR.,5,ordinary Western given name,no item found,
given,Kudus,5,ordinary Western given name,no item found,
given,Pandanaran,5,ordinary Western given name,no item found,
given,Cyril,5,ordinary Western given name,no item found,
given,Cirebon),5,ordinary Western given name,no item found,
given,轍,5,CJK clan name,no item found,
given,Khodjah,5,ordinary Western given name,no item found,
given,تختامش,5,non-Latin script (ARABIC),no item found,
given,行,5,CJK clan name,no item found,
given,樂,5,CJK clan name,no item found,
given,墴,5,CJK clan name,no item found,
given,佳,5,CJK clan name,no item found,
given,田,5,CJK clan name,no item found,
given,Tallak,5,ordinary Western given name,exists,Q30088047
given,Титович,5,non-Latin script (CYRILLIC),no item found,
given,Siva,5,ordinary Western given name,no item found,
given,Xl,5,not a name,no item found,
given,子上,5,CJK clan name,no item found,
given,Leonor),5,ordinary Western given name,no item found,
given,Ynez,5,ordinary Western given name,no item found,
given,Moesa,5,ordinary Western given name,no item found,
given,Tam,5,ordinary Western given name,ambiguous,Q112597427 | Q21396323
given,first,5,ordinary Western given name,no item found,
given,Anggadiredja,5,ordinary Western given name,no item found,
given,Luth,5,ordinary Western given name,no item found,
given,Kantjana,5,ordinary Western given name,no item found,
given,Harith,5,ordinary Western given name,exists,Q63777551
given,Philinda,5,ordinary Western given name,no item found,
given,Root,5,ordinary Western given name,exists,Q128034489
given,"""Lizzie""",5,ordinary Western given name,no item found,
given,Astrug,5,ordinary Western given name,no item found,
given,Perfet,5,ordinary Western given name,no item found,
given,Trijntje,5,ordinary Western given name,exists,Q21141832
given,Melchiorsdatter,5,patronymic,no item found,
given,Assiz,5,ordinary Western given name,no item found,
given,Froilos,5,ordinary Western given name,no item found,
given,Freire,5,ordinary Western given name,no item found,
given,Abraha,5,ordinary Western given name,no item found,
given,Aad,5,ordinary Western given name,exists,Q300770
given,senhor,5,ordinary Western given name,no item found,
given,Majapahit),5,ordinary Western given name,no item found,
given,Anthonie,5,ordinary Western given name,exists,Q4771915
given,Mauridsdatter,5,patronymic,no item found,
given,Ambroise,5,ordinary Western given name,exists,Q19869352
given,عمران,5,non-Latin script (ARABIC),no item found,
given,Yarbu'a,5,ordinary Western given name,no item found,
given,Thabit,5,ordinary Western given name,no item found,
given,Diomede,5,ordinary Western given name,exists,Q225020
given,Kertoyudo,5,ordinary Western given name,no item found,
given,Singowijoyo,5,ordinary Western given name,no item found,
given,Alqama,5,ordinary Western given name,no item found,
given,Jiří,5,ordinary Western given name,ambiguous,Q168563 | Q74691961
given,文行,5,CJK clan name,no item found,
given,Guimar,5,ordinary Western given name,no item found,
given,Brooke,5,ordinary Western given name,exists,Q3645341
given,Joost,5,ordinary Western given name,exists,Q1703549
given,Verna,5,ordinary Western given name,exists,Q11900974
given,Espain,5,ordinary Western given name,no item found,
given,Lucetta,5,ordinary Western given name,exists,Q108548478
given,Dewa,5,ordinary Western given name,no item found,
given,Kaum,5,ordinary Western given name,no item found,
given,Vicência,5,ordinary Western given name,exists,Q23688101
given,Singgih,5,ordinary Western given name,no item found,
given,Cushman,5,ordinary Western given name,exists,Q19839041
given,繼祖,5,CJK clan name,no item found,
given,轂,5,CJK clan name,no item found,
given,Xiǎn,5,ordinary Western given name,ambiguous,Q105621943 | Q106855787 | Q107581265
given,用,5,CJK clan name,no item found,
given,賈,5,CJK clan name,no item found,
given,子春,5,CJK clan name,no item found,
given,祈,5,CJK clan name,no item found,
given,伯言,5,CJK clan name,no item found,
given,Tanuwijaya,5,ordinary Western given name,no item found,
given,Agnethe,5,ordinary Western given name,exists,Q30073020
given,Ahlsen,5,patronymic,no item found,
given,Andreza,5,ordinary Western given name,no item found,
given,Kertowongso,5,ordinary Western given name,no item found,
given,dau.,5,ordinary Western given name,no item found,
given,Brandão,5,ordinary Western given name,no item found,
given,Nissim,5,ordinary Western given name,exists,Q52354504
given,ʿAmr,5,ordinary Western given name,no item found,
given,Khalaf,5,ordinary Western given name,no item found,
given,Soerjo,5,ordinary Western given name,no item found,
given,r.,5,ordinary Western given name,exists,Q19803517
given,Galba,5,ordinary Western given name,no item found,
given,Perrine,5,ordinary Western given name,exists,Q3375583
given,Eulogia,5,ordinary Western given name,exists,Q11697317
given,Roelof,5,ordinary Western given name,exists,Q2161431
given,Sinuhun,5,ordinary Western given name,no item found,
given,Sugih,5,ordinary Western given name,no item found,
given,RATU,5,ordinary Western given name,no item found,
given,Hubayra,5,ordinary Western given name,no item found,
given,Powell,5,ordinary Western given name,exists,Q57959338
given,Aleksandr,5,ordinary Western given name,ambiguous,Q17501806 | Q45087221
given,Damian,5,ordinary Western given name,ambiguous,Q15063044 | Q5212616
given,Halim,5,ordinary Western given name,ambiguous,Q122207021 | Q1571140
given,Semenovich,5,patronymic,no item found,
given,Bergersdatter,5,patronymic,no item found,
given,حزن,5,non-Latin script (ARABIC),no item found,
given,子仁,5,CJK clan name,no item found,
given,Arvilla,5,ordinary Western given name,no item found,
given,حرام,5,non-Latin script (ARABIC),no item found,
given,Hudhaifa,5,ordinary Western given name,no item found,
given,شيبة,5,non-Latin script (ARABIC),no item found,
given,Ulrikke,5,ordinary Western given name,exists,Q18925001
given,角,5,CJK clan name,no item found,
given,仰,5,CJK clan name,no item found,
given,Geertruida,5,ordinary Western given name,exists,Q20231869
given,ABDUL,5,ordinary Western given name,exists,Q19818134
given,Asnawi,5,ordinary Western given name,no item found,
given,Jeronimas,5,ordinary Western given name,exists,Q1687764
given,Amazasp,5,ordinary Western given name,no item found,
given,كليب,5,non-Latin script (ARABIC),no item found,
given,Gerson,5,patronymic,ambiguous,Q21285805 | Q5878908
given,Tedja,5,ordinary Western given name,no item found,
given,Permaningrat,5,ordinary Western given name,no item found,
given,Ula,5,ordinary Western given name,no item found,
given,Colin,5,ordinary Western given name,exists,Q495635
given,Tara,5,ordinary Western given name,exists,Q1611595
given,大有,5,CJK clan name,no item found,
given,Ellefsen,5,patronymic,no item found,
given,Tjøstel,5,ordinary Western given name,no item found,
given,Bayan,5,ordinary Western given name,no item found,
given,Wironegoro,5,ordinary Western given name,no item found,
given,Buminoto,5,ordinary Western given name,no item found,
given,Saturnino,5,ordinary Western given name,exists,Q28914190
given,Åsmundsdatter,5,patronymic,no item found,
given,Sinan,5,ordinary Western given name,exists,Q19818116
given,Geusan,5,ordinary Western given name,no item found,
given,宗元,5,CJK clan name,no item found,
given,4世,5,CJK clan name,no item found,
given,5世,5,CJK clan name,no item found,
given,juan,5,ordinary Western given name,ambiguous,Q110700065 | Q475210 | Q97011570
given,xxxx,5,not a name,no item found,
given,Puger,5,ordinary Western given name,no item found,
given,Mandura,5,ordinary Western given name,no item found,
given,Armenian,5,ordinary Western given name,no item found,
given,Perpétua,5,ordinary Western given name,ambiguous,Q60679846 | Q935759
given,Gunerius,5,ordinary Western given name,exists,Q30078413
given,Talcott,5,ordinary Western given name,exists,Q73960414
given,Symphoria,5,ordinary Western given name,no item found,
given,子澄,5,CJK clan name,no item found,
given,子臧,5,CJK clan name,no item found,
given,Prudencia,5,ordinary Western given name,no item found,
given,"Isabel,",5,ordinary Western given name,no item found,
given,子容,5,CJK clan name,no item found,
given,Mathurin,5,ordinary Western given name,exists,Q18228399
given,Pattojo,5,ordinary Western given name,no item found,
given,Максим,5,non-Latin script (CYRILLIC),no item found,
given,SONS,5,ordinary Western given name,no item found,
given,世英,5,CJK clan name,no item found,
given,仲達,5,CJK clan name,no item found,
given,本立,5,CJK clan name,no item found,
given,子達,5,CJK clan name,no item found,
given,伯華,5,CJK clan name,no item found,
given,宗厚,5,CJK clan name,no item found,
given,Asiah,5,ordinary Western given name,no item found,
given,文炳,5,CJK clan name,no item found,
given,友直,5,CJK clan name,no item found,
given,延孫,5,CJK clan name,no item found,
given,德威,5,CJK clan name,no item found,
given,安壽,5,CJK clan name,no item found,
given,尚卿,5,CJK clan name,no item found,
given,文壽,5,CJK clan name,no item found,
given,"""Mollie""",5,ordinary Western given name,no item found,
given,Victurnien,5,ordinary Western given name,exists,Q108343084
given,謹,5,CJK clan name,no item found,
given,Mavis,5,ordinary Western given name,exists,Q10296732
given,Richmond,5,ordinary Western given name,exists,Q19968319
given,Adomas,5,ordinary Western given name,exists,Q366030
given,堯卿,5,CJK clan name,no item found,
given,昭遠,5,CJK clan name,no item found,
given,德成,5,CJK clan name,no item found,
given,遊藝,5,CJK clan name,no item found,
given,則之,5,CJK clan name,no item found,
given,子祥,5,CJK clan name,no item found,
given,Perette,5,ordinary Western given name,no item found,
given,Ermenegildo,5,ordinary Western given name,exists,Q1355877
given,Calletano,5,ordinary Western given name,no item found,
given,Øivind,5,ordinary Western given name,exists,Q3108635
given,Sentono,5,ordinary Western given name,no item found,
given,昌宗,5,CJK clan name,no item found,
given,Muḥammad,5,ordinary Western given name,exists,Q5837762
given,天與,5,CJK clan name,no item found,
given,用中,5,CJK clan name,no item found,
given,Murtaza,5,ordinary Western given name,no item found,
given,Tostensen,5,patronymic,no item found,
given,Dhuhl,5,ordinary Western given name,no item found,
given,Maurycy,5,ordinary Western given name,exists,Q16290663
given,Josephina,5,ordinary Western given name,exists,Q20162033
given,Soeriadilaga,5,ordinary Western given name,no item found,
given,Matis,5,ordinary Western given name,exists,Q20000582
given,解,5,CJK clan name,no item found,
given,Kolvsdtr,5,patronymic,no item found,
given,Celedonia,5,ordinary Western given name,no item found,
given,Sukabumi),5,ordinary Western given name,no item found,
given,Teposono,5,ordinary Western given name,no item found,
given,Khanom,5,ordinary Western given name,no item found,
given,Inocencio,5,ordinary Western given name,ambiguous,Q21285956 | Q43371155
given,pedro,5,ordinary Western given name,exists,Q15897419
given,Franciscus,5,ordinary Western given name,exists,Q17126213
given,Antje,5,ordinary Western given name,exists,Q16390927
given,Jiak,5,ordinary Western given name,no item found,
given,Siok,5,ordinary Western given name,no item found,
given,al-Malik,5,ordinary Western given name,no item found,
given,(Mandala),5,ordinary Western given name,no item found,
given,Timoer,5,ordinary Western given name,no item found,
given,Permas,5,ordinary Western given name,no item found,
given,Radwan,5,ordinary Western given name,no item found,
given,[EM],5,ordinary Western given name,no item found,
given,Юсуф,5,non-Latin script (CYRILLIC),no item found,
given,Prigent,5,ordinary Western given name,no item found,
given,Ingebor,5,ordinary Western given name,no item found,
given,Tek,5,ordinary Western given name,no item found,
given,"Janvre,",5,ordinary Western given name,no item found,
given,Bouchetière,5,ordinary Western given name,no item found,
given,炎帝,5,CJK clan name,no item found,
given,少典,5,CJK clan name,no item found,
given,范,5,CJK clan name,no item found,
given,Samad,5,ordinary Western given name,exists,Q7408427
given,Sindurejo,5,ordinary Western given name,no item found,
given,Pamot,5,ordinary Western given name,no item found,
given,(RM,5,ordinary Western given name,no item found,
given,헌,5,non-Latin script (HANGUL),no item found,
given,반,5,non-Latin script (HANGUL),no item found,
given,실,5,non-Latin script (HANGUL),no item found,
given,만,5,non-Latin script (HANGUL),no item found,
given,백,5,non-Latin script (HANGUL),no item found,
given,약,5,non-Latin script (HANGUL),no item found,
given,응,5,non-Latin script (HANGUL),no item found,
given,Cheong,5,ordinary Western given name,exists,Q69513413
given,희,5,non-Latin script (HANGUL),no item found,
given,Махмуд,5,non-Latin script (CYRILLIC),no item found,
given,Джанай,5,non-Latin script (CYRILLIC),no item found,
given,Timuras,5,ordinary Western given name,no item found,
given,Ходжа,5,non-Latin script (CYRILLIC),no item found,
given,Dionillo,5,ordinary Western given name,no item found,
given,Barbur,5,ordinary Western given name,no item found,
given,Figueira,5,ordinary Western given name,no item found,
given,Kajoran,5,ordinary Western given name,no item found,
given,Rumi,5,ordinary Western given name,no item found,
given,Vatia,5,ordinary Western given name,no item found,
given,Osvald,5,ordinary Western given name,exists,Q8568757
given,Soemantri,5,ordinary Western given name,no item found,
given,Kesultanan,5,ordinary Western given name,no item found,
given,Hadiwinoto,5,ordinary Western given name,no item found,
given,Syversdtr,5,patronymic,no item found,
given,시,5,non-Latin script (HANGUL),no item found,
given,Venkatacharya,5,ordinary Western given name,no item found,
given,Malik-Shah,5,ordinary Western given name,no item found,
given,Sharwin,5,ordinary Western given name,no item found,
given,Neil,5,ordinary Western given name,exists,Q5570878
given,Anastasio,5,ordinary Western given name,exists,Q19002263
given,Sacapati,5,ordinary Western given name,no item found,
given,Rustam,5,ordinary Western given name,exists,Q21416484
given,Farrukhan,5,ordinary Western given name,no item found,
given,Svenningsen,5,patronymic,no item found,
given,Еремеевич,5,non-Latin script (CYRILLIC),no item found,
given,Erhard,5,ordinary Western given name,exists,Q203232
given,Eddie,5,ordinary Western given name,exists,Q430699
given,Kertadiningrat,5,ordinary Western given name,no item found,
given,Arang,5,ordinary Western given name,no item found,
given,Haagen,5,ordinary Western given name,exists,Q11973572
given,Paltiel,5,ordinary Western given name,exists,Q19998914
given,Ahimaaz,5,ordinary Western given name,no item found,
given,子隆,5,CJK clan name,no item found,
given,Badr,5,ordinary Western given name,exists,Q4074985
given,Danukusumo,5,ordinary Western given name,no item found,
given,BMAy.,5,ordinary Western given name,no item found,
given,份,5,CJK clan name,no item found,
given,Sosronegoro,5,ordinary Western given name,no item found,
given,Gusta,5,ordinary Western given name,exists,Q21146119
given,Yáo,5,ordinary Western given name,ambiguous,Q124633079 | Q124668715 | Q124852980
given,Amira,5,ordinary Western given name,exists,Q695525
given,Jani,5,ordinary Western given name,exists,Q19860316
given,Кутлуг-Тимур,5,non-Latin script (CYRILLIC),no item found,
given,孝仁,5,CJK clan name,no item found,
given,RAj.,5,ordinary Western given name,no item found,
given,Arjo,5,ordinary Western given name,no item found,
given,Caswallon,5,ordinary Western given name,no item found,
given,得之,5,CJK clan name,no item found,
given,سلمى,5,non-Latin script (ARABIC),no item found,
given,مصعب,5,non-Latin script (ARABIC),no item found,
given,Pradjadinata,5,ordinary Western given name,no item found,
given,Ijoh,5,ordinary Western given name,no item found,
given,Johnnie,5,ordinary Western given name,exists,Q20165752
given,Anine,5,ordinary Western given name,exists,Q4587552
given,敏修,5,CJK clan name,no item found,
given,仲甫,5,CJK clan name,no item found,
given,Bakht,5,ordinary Western given name,no item found,
given,Heide,5,ordinary Western given name,exists,Q19689439
given,[10],5,not a name,no item found,
given,Dipanagara,5,ordinary Western given name,no item found,
given,Candrawarman,5,ordinary Western given name,no item found,
given,ke-7,5,ordinary Western given name,no item found,
given,ke-6,5,ordinary Western given name,no item found,
given,Mayangsari,5,ordinary Western given name,no item found,
given,Sangrama-Vijayottunggawarman),5,ordinary Western given name,no item found,
given,Surawijaya,5,ordinary Western given name,no item found,
given,Agda,5,ordinary Western given name,exists,Q10403123
given,Bhimavarman)),5,ordinary Western given name,no item found,
given,(4th,5,ordinary Western given name,no item found,
given,(Husband,5,ordinary Western given name,no item found,
given,Emesa),5,ordinary Western given name,no item found,
given,Pulcher),5,ordinary Western given name,no item found,
given,Seuthes,5,ordinary Western given name,no item found,
given,Lollius,5,ordinary Western given name,no item found,
given,Vistilia),5,ordinary Western given name,no item found,
given,Blaesus,5,ordinary Western given name,no item found,
given,Sextilius,5,ordinary Western given name,no item found,
given,Farrokhzad,5,ordinary Western given name,no item found,
given,Fras,5,ordinary Western given name,no item found,
given,Бука-Тимур,5,non-Latin script (CYRILLIC),no item found,
given,Урук-Тимур,5,non-Latin script (CYRILLIC),no item found,
given,Edigėjaus,5,ordinary Western given name,no item found,
given,Scheschonq,5,ordinary Western given name,no item found,
given,Lima,5,ordinary Western given name,no item found,
given,Parung,5,ordinary Western given name,no item found,
given,Vilém,5,ordinary Western given name,exists,Q2625084
given,Cantu,5,ordinary Western given name,no item found,
given,안,5,non-Latin script (HANGUL),no item found,
given,Ponggawa,5,ordinary Western given name,no item found,
given,Croswell,5,ordinary Western given name,exists,Q99466409
given,Luigia,5,ordinary Western given name,exists,Q1876285
given,Balthes,5,ordinary Western given name,no item found,
given,國珍,5,CJK clan name,no item found,
given,仲宗,5,CJK clan name,no item found,
given,Lamblichus,5,ordinary Western given name,no item found,
given,Delgadillo,5,ordinary Western given name,no item found,
given,提,5,CJK clan name,no item found,
given,匡,5,CJK clan name,no item found,
given,Soepeno,5,ordinary Western given name,no item found,
given,Magelang),5,ordinary Western given name,no item found,
given,Soedjono,5,ordinary Western given name,no item found,
given,Asiyah,5,ordinary Western given name,no item found,
given,鍵,5,CJK clan name,no item found,
given,Lesmes,5,ordinary Western given name,no item found,
given,Johanesen,5,patronymic,no item found,
given,al-Bantani,5,ordinary Western given name,no item found,
given,Silverio,5,ordinary Western given name,ambiguous,Q21285930 | Q739551
given,Husein,5,ordinary Western given name,no item found,
given,Sisulfo,5,ordinary Western given name,no item found,
given,"LIN,",5,ordinary Western given name,no item found,
given,Christoval,5,ordinary Western given name,no item found,
given,Pui,5,ordinary Western given name,no item found,
given,Magnusdtr,5,patronymic,no item found,
given,Anastacio,5,ordinary Western given name,no item found,
given,Velasquez,5,ordinary Western given name,no item found,
given,Gordiano,5,ordinary Western given name,no item found,
given,Incognita,5,ordinary Western given name,no item found,
given,Vélez,5,ordinary Western given name,no item found,
given,(Lóng,5,ordinary Western given name,no item found,
given,女,5,CJK clan name,no item found,
given,Sembah,5,ordinary Western given name,no item found,
given,Pucuk,5,ordinary Western given name,no item found,
given,Saringsingan,5,ordinary Western given name,no item found,
given,Jph.,5,ordinary Western given name,no item found,
given,لیث,5,non-Latin script (ARABIC),no item found,
given,Layth,5,ordinary Western given name,no item found,
given,Hazn,5,ordinary Western given name,no item found,
given,Xie's,5,ordinary Western given name,no item found,
given,married,5,ordinary Western given name,no item found,
given,Tarkhan,5,ordinary Western given name,no item found,
given,Baldassarre,5,ordinary Western given name,exists,Q18190446
given,Tiburce,5,ordinary Western given name,exists,Q97098029
given,Jair,5,ordinary Western given name,exists,Q16580669
given,혁,5,non-Latin script (HANGUL),no item found,
given,규,5,non-Latin script (HANGUL),no item found,
given,윤원,5,non-Latin script (HANGUL),no item found,
given,ta,5,ordinary Western given name,no item found,
given,계생,5,non-Latin script (HANGUL),no item found,
given,총,5,non-Latin script (HANGUL),no item found,
given,완,5,non-Latin script (HANGUL),no item found,
given,매,5,non-Latin script (HANGUL),no item found,
given,절,5,non-Latin script (HANGUL),no item found,
