qid,label,token,position,father_qid,father_given,sex,verdict,evidence,form
Q116004475,"Alfonso Fernandez de Cordoba, Señor de Cañete de las Torres",de,2,,,M,no father recorded,,
Q116004475,"Alfonso Fernandez de Cordoba, Señor de Cañete de las Torres","Cordoba,",3,,,M,no father recorded,,
Q116004475,"Alfonso Fernandez de Cordoba, Señor de Cañete de las Torres",Señor,4,,,M,no father recorded,,
Q116004475,"Alfonso Fernandez de Cordoba, Señor de Cañete de las Torres",de,5,,,M,no father recorded,,
Q116004475,"Alfonso Fernandez de Cordoba, Señor de Cañete de las Torres",Cañete,6,,,M,no father recorded,,
Q116004475,"Alfonso Fernandez de Cordoba, Señor de Cañete de las Torres",de,7,,,M,no father recorded,,
Q116004475,"Alfonso Fernandez de Cordoba, Señor de Cañete de las Torres",las,8,,,M,no father recorded,,
Q116004475,"Alfonso Fernandez de Cordoba, Señor de Cañete de las Torres",Torres,9,,,M,"patronymic (inferred, no father recorded)",-es,-es
Q116004476,Teresa Ximenes de Cordoba,Ximenes,1,,,F,"patronymic (inferred, no father recorded)",-es,-es
Q116004476,Teresa Ximenes de Cordoba,de,2,,,F,no father recorded,,
Q116004476,Teresa Ximenes de Cordoba,Cordoba,3,,,F,no father recorded,,
Q116004478,"Rodrigo Iñiguez de Biedma, 1.Señor de la Villa de Ortolanca",Iñiguez,1,,,M,"patronymic (inferred, no father recorded)",-ez,-ez
Q116004478,"Rodrigo Iñiguez de Biedma, 1.Señor de la Villa de Ortolanca",de,2,,,M,no father recorded,,
Q116004478,"Rodrigo Iñiguez de Biedma, 1.Señor de la Villa de Ortolanca","Biedma,",3,,,M,no father recorded,,
Q116004478,"Rodrigo Iñiguez de Biedma, 1.Señor de la Villa de Ortolanca",1.Señor,4,,,M,no father recorded,,
Q116004478,"Rodrigo Iñiguez de Biedma, 1.Señor de la Villa de Ortolanca",de,5,,,M,no father recorded,,
Q116004478,"Rodrigo Iñiguez de Biedma, 1.Señor de la Villa de Ortolanca",la,6,,,M,no father recorded,,
Q116004478,"Rodrigo Iñiguez de Biedma, 1.Señor de la Villa de Ortolanca",Villa,7,,,M,no father recorded,,
Q116004478,"Rodrigo Iñiguez de Biedma, 1.Señor de la Villa de Ortolanca",de,8,,,M,no father recorded,,
Q116004478,"Rodrigo Iñiguez de Biedma, 1.Señor de la Villa de Ortolanca",Ortolanca,9,,,M,no father recorded,,
Q116004492,"Fernando Diaz Carrillo, 1.Señor De Santogimia",Diaz,1,,,M,"patronymic (inferred, no father recorded)",-az,-az
Q116004492,"Fernando Diaz Carrillo, 1.Señor De Santogimia","Carrillo,",2,,,M,no father recorded,,
Q116004492,"Fernando Diaz Carrillo, 1.Señor De Santogimia",1.Señor,3,,,M,no father recorded,,
Q116004492,"Fernando Diaz Carrillo, 1.Señor De Santogimia",De,4,,,M,no father recorded,,
Q116004492,"Fernando Diaz Carrillo, 1.Señor De Santogimia",Santogimia,5,,,M,no father recorded,,
Q116004493,Maria Garcia,Garcia,1,,,F,no father recorded,,
Q116004416,Juana Fernández de Córdova,Fernández,1,,,F,"patronymic (inferred, no father recorded)",-ez,-ez
Q116004416,Juana Fernández de Córdova,de,2,,,F,no father recorded,,
Q116004416,Juana Fernández de Córdova,Córdova,3,,,F,no father recorded,,
Q116004410,Maria Fernández de Córdova,Fernández,1,Q116004411,Diego,F,"AMBIGUOUS: form, father differs",-ez,-ez
Q116004410,Maria Fernández de Córdova,de,2,Q116004411,Diego,F,not patronymic,,
Q116004410,Maria Fernández de Córdova,Córdova,3,Q116004411,Diego,F,not patronymic,,
Q11927757,Joan II de Cabrera,de,2,Q16182220,Joan,M,not patronymic,,
Q11927757,Joan II de Cabrera,Cabrera,3,Q16182220,Joan,M,not patronymic,,
Q136121595,"Pedro Dávila Zuniga, 1.Marqués de Las Navas, 3.Conde del Risco",Dávila,1,,,M,no father recorded,,
Q136121595,"Pedro Dávila Zuniga, 1.Marqués de Las Navas, 3.Conde del Risco","Zuniga,",2,,,M,no father recorded,,
Q136121595,"Pedro Dávila Zuniga, 1.Marqués de Las Navas, 3.Conde del Risco",1.Marqués,3,,,M,"patronymic (inferred, no father recorded)",-es,-es
Q136121595,"Pedro Dávila Zuniga, 1.Marqués de Las Navas, 3.Conde del Risco",de,4,,,M,no father recorded,,
Q136121595,"Pedro Dávila Zuniga, 1.Marqués de Las Navas, 3.Conde del Risco",Las,5,,,M,no father recorded,,
Q136121595,"Pedro Dávila Zuniga, 1.Marqués de Las Navas, 3.Conde del Risco","Navas,",6,,,M,no father recorded,,
Q136121595,"Pedro Dávila Zuniga, 1.Marqués de Las Navas, 3.Conde del Risco",3.Conde,7,,,M,no father recorded,,
Q136121595,"Pedro Dávila Zuniga, 1.Marqués de Las Navas, 3.Conde del Risco",del,8,,,M,no father recorded,,
Q136121595,"Pedro Dávila Zuniga, 1.Marqués de Las Navas, 3.Conde del Risco",Risco,9,,,M,no father recorded,,
Q136121574,"Don Alvaro de Bracamonte Dávila y Guzmán, 1.Conde de Peñaranda de Bracamonte",Alvaro,1,Q136121593,,M,father has no label,,
Q136121574,"Don Alvaro de Bracamonte Dávila y Guzmán, 1.Conde de Peñaranda de Bracamonte",de,2,Q136121593,,M,father has no label,,
Q136121574,"Don Alvaro de Bracamonte Dávila y Guzmán, 1.Conde de Peñaranda de Bracamonte",Bracamonte,3,Q136121593,,M,father has no label,,
Q136121574,"Don Alvaro de Bracamonte Dávila y Guzmán, 1.Conde de Peñaranda de Bracamonte",Dávila,4,Q136121593,,M,father has no label,,
Q136121574,"Don Alvaro de Bracamonte Dávila y Guzmán, 1.Conde de Peñaranda de Bracamonte",y,5,Q136121593,,M,father has no label,,
Q136121574,"Don Alvaro de Bracamonte Dávila y Guzmán, 1.Conde de Peñaranda de Bracamonte","Guzmán,",6,Q136121593,,M,father has no label,,
Q136121574,"Don Alvaro de Bracamonte Dávila y Guzmán, 1.Conde de Peñaranda de Bracamonte",1.Conde,7,Q136121593,,M,father has no label,,
Q136121574,"Don Alvaro de Bracamonte Dávila y Guzmán, 1.Conde de Peñaranda de Bracamonte",de,8,Q136121593,,M,father has no label,,
Q136121574,"Don Alvaro de Bracamonte Dávila y Guzmán, 1.Conde de Peñaranda de Bracamonte",Peñaranda,9,Q136121593,,M,father has no label,,
Q136121574,"Don Alvaro de Bracamonte Dávila y Guzmán, 1.Conde de Peñaranda de Bracamonte",de,10,Q136121593,,M,father has no label,,
Q136121574,"Don Alvaro de Bracamonte Dávila y Guzmán, 1.Conde de Peñaranda de Bracamonte",Bracamonte,11,Q136121593,,M,father has no label,,
Q137558552,Gabriel Fernández de la Lama,Fernández,1,Q137558498,,M,"AMBIGUOUS: form, father unnamed",-ez,-ez
Q137558552,Gabriel Fernández de la Lama,de,2,Q137558498,,M,father has no label,,
Q137558552,Gabriel Fernández de la Lama,la,3,Q137558498,,M,father has no label,,
Q137558552,Gabriel Fernández de la Lama,Lama,4,Q137558498,,M,father has no label,,
Q130681999,"Jacques I le Hongre, seigneur de Villeneurve-la-Dongarge",le,2,Q130682000,,M,father has no label,,
Q130681999,"Jacques I le Hongre, seigneur de Villeneurve-la-Dongarge","Hongre,",3,Q130682000,,M,father has no label,,
Q130681999,"Jacques I le Hongre, seigneur de Villeneurve-la-Dongarge",seigneur,4,Q130682000,,M,father has no label,,
Q130681999,"Jacques I le Hongre, seigneur de Villeneurve-la-Dongarge",de,5,Q130682000,,M,father has no label,,
Q130681999,"Jacques I le Hongre, seigneur de Villeneurve-la-Dongarge",Villeneurve-la-Dongarge,6,Q130682000,,M,father has no label,,
Q130682002,Denise Chanteprime,Chanteprime,1,,,F,no father recorded,,
Q136386939,"Johannes 'Koivukivi', sheriff of Asikkala","'Koivukivi',",1,,,M,no father recorded,,
Q136386939,"Johannes 'Koivukivi', sheriff of Asikkala",sheriff,2,,,M,no father recorded,,
Q136386939,"Johannes 'Koivukivi', sheriff of Asikkala",of,3,,,M,no father recorded,,
Q136386939,"Johannes 'Koivukivi', sheriff of Asikkala",Asikkala,4,,,M,no father recorded,,
Q136386940,Ulriikka of Berneri,of,1,,,F,no father recorded,,
Q136386940,Ulriikka of Berneri,Berneri,2,,,F,no father recorded,,
Q96318005,Jon Jonsson,Jonsson,1,,,M,"patronymic (inferred, no father recorded)",-sson,-sson
Q96318006,Karin Jönsdotter,Jönsdotter,1,,,F,"patronymic (inferred, no father recorded)",-sdotter,-sdotter
Q96318008,Håkan Samuelsson Wiklund,Samuelsson,1,Q96318009,,M,"AMBIGUOUS: form, father unnamed",-sson,-sson
Q96318008,Håkan Samuelsson Wiklund,Wiklund,2,Q96318009,,M,father has no label,,
Q96318011,Karin Jönsdotter,Jönsdotter,1,Q96318012,,F,"AMBIGUOUS: form, father unnamed",-sdotter,-sdotter
Q96318016,Samuel Samuelsson,Samuelsson,1,Q96318017,,M,"AMBIGUOUS: form, father unnamed",-sson,-sson
Q96318022,Karin Eriksdotter,Eriksdotter,1,,,F,"patronymic (inferred, no father recorded)",-sdotter,-sdotter
Q96318024,Mårten Olsson,Olsson,1,,,M,"patronymic (inferred, no father recorded)",-sson,-sson
Q96318025,Anna Jonsdotter,Jonsdotter,1,Q96318026,,F,"AMBIGUOUS: form, father unnamed",-sdotter,-sdotter
Q96318033,Johan Hugg,Hugg,1,,,M,no father recorded,,
Q96318034,Brita Olsdotter,Olsdotter,1,,,F,"patronymic (inferred, no father recorded)",-sdotter,-sdotter
Q96318036,Erik Forslin,Forslin,1,,,M,no father recorded,,
Q96318037,Anna Olsdotter,Olsdotter,1,,,F,"patronymic (inferred, no father recorded)",-sdotter,-sdotter
Q96318040,Jonas Jonsson,Jonsson,1,,,M,"patronymic (inferred, no father recorded)",-sson,-sson
Q96318041,Kerstin Larsdotter,Larsdotter,1,,,F,"patronymic (inferred, no father recorded)",-sdotter,-sdotter
Q96318044,Erik Ek,Ek,1,,,M,no father recorded,,
Q96318045,Anna Persdotter,Persdotter,1,,,F,"patronymic (inferred, no father recorded)",-sdotter,-sdotter
Q117024914,Rowland Cartwright,Cartwright,1,Q116028964,Hugh,M,not patronymic,,
Q117024916,"John Shobridge, of Chester","Shobridge,",1,,,M,no father recorded,,
Q117024916,"John Shobridge, of Chester",of,2,,,M,no father recorded,,
Q117024916,"John Shobridge, of Chester",Chester,3,,,M,no father recorded,,
Q125044580,Leigh Hill French Jr.,Hill,1,,,M,no father recorded,,
Q125044580,Leigh Hill French Jr.,French,2,,,M,no father recorded,,
Q125044580,Leigh Hill French Jr.,Jr.,3,,,M,no father recorded,,
Q138417354,George Franklin French,Franklin,1,,,M,no father recorded,,
Q138417354,George Franklin French,French,2,,,M,no father recorded,,
Q111466495,"Thomas Madden, of Bagotsrath","Madden,",1,Q111466496,,M,father has no label,,
Q111466495,"Thomas Madden, of Bagotsrath",of,2,Q111466496,,M,father has no label,,
Q111466495,"Thomas Madden, of Bagotsrath",Bagotsrath,3,Q111466496,,M,father has no label,,
Q111466499,Elizabeth Pettitver,Pettitver,1,Q111466500,,F,father has no label,,
Q75552115,Charles Waterhouse,Waterhouse,1,,,M,no father recorded,,
Q137910545,Walter Leisenring,Leisenring,1,,,M,no father recorded,,
Q24951723,Abdullah al-Mu'tassim Billah Shah,al-Mu'tassim,1,Q19646418,,M,father has no label,,
Q24951723,Abdullah al-Mu'tassim Billah Shah,Billah,2,Q19646418,,M,father has no label,,
Q24951723,Abdullah al-Mu'tassim Billah Shah,Shah,3,Q19646418,,M,father has no label,,
Q12497032,Maria Menado,Menado,1,,,F,no father recorded,,
Q6260196,John Talbot Dillon,Talbot,1,,,M,no father recorded,,
Q6260196,John Talbot Dillon,Dillon,2,,,M,no father recorded,,
Q113883097,"Ferry Servais de Lalaing, Heer van Zandbergen, Burggraaf van Oudenaarde",Servais,1,Q113883098,Charles,M,not patronymic,,
Q113883097,"Ferry Servais de Lalaing, Heer van Zandbergen, Burggraaf van Oudenaarde",de,2,Q113883098,Charles,M,not patronymic,,
Q113883097,"Ferry Servais de Lalaing, Heer van Zandbergen, Burggraaf van Oudenaarde","Lalaing,",3,Q113883098,Charles,M,not patronymic,,
Q113883097,"Ferry Servais de Lalaing, Heer van Zandbergen, Burggraaf van Oudenaarde",Heer,4,Q113883098,Charles,M,not patronymic,,
Q113883097,"Ferry Servais de Lalaing, Heer van Zandbergen, Burggraaf van Oudenaarde",van,5,Q113883098,Charles,M,not patronymic,,
Q113883097,"Ferry Servais de Lalaing, Heer van Zandbergen, Burggraaf van Oudenaarde","Zandbergen,",6,Q113883098,Charles,M,not patronymic,,
Q113883097,"Ferry Servais de Lalaing, Heer van Zandbergen, Burggraaf van Oudenaarde",Burggraaf,7,Q113883098,Charles,M,not patronymic,,
Q113883097,"Ferry Servais de Lalaing, Heer van Zandbergen, Burggraaf van Oudenaarde",van,8,Q113883098,Charles,M,not patronymic,,
Q113883097,"Ferry Servais de Lalaing, Heer van Zandbergen, Burggraaf van Oudenaarde",Oudenaarde,9,Q113883098,Charles,M,not patronymic,,
Q113883104,Anne-Marie van der Noot,van,1,Q113883106,,F,father has no label,,
Q113883104,Anne-Marie van der Noot,der,2,Q113883106,,F,father has no label,,
Q113883104,Anne-Marie van der Noot,Noot,3,Q113883106,,F,father has no label,,
Q113883094,"Don Lope Maria Carlos de Lalaing, 'Comte de Lalaing'",Lope,1,Q113883095,Jacques,M,not patronymic,,
Q113883094,"Don Lope Maria Carlos de Lalaing, 'Comte de Lalaing'",Maria,2,Q113883095,Jacques,M,not patronymic,,
Q113883094,"Don Lope Maria Carlos de Lalaing, 'Comte de Lalaing'",Carlos,3,Q113883095,Jacques,M,not patronymic,,
Q113883094,"Don Lope Maria Carlos de Lalaing, 'Comte de Lalaing'",de,4,Q113883095,Jacques,M,not patronymic,,
Q113883094,"Don Lope Maria Carlos de Lalaing, 'Comte de Lalaing'","Lalaing,",5,Q113883095,Jacques,M,not patronymic,,
Q113883094,"Don Lope Maria Carlos de Lalaing, 'Comte de Lalaing'",'Comte,6,Q113883095,Jacques,M,not patronymic,,
Q113883094,"Don Lope Maria Carlos de Lalaing, 'Comte de Lalaing'",de,7,Q113883095,Jacques,M,not patronymic,,
Q113883094,"Don Lope Maria Carlos de Lalaing, 'Comte de Lalaing'",Lalaing',8,Q113883095,Jacques,M,not patronymic,,
Q136337174,Caroline Françoise de Lalaing,Françoise,1,Q113883095,Jacques,F,not patronymic,,
Q136337174,Caroline Françoise de Lalaing,de,2,Q113883095,Jacques,F,not patronymic,,
Q136337174,Caroline Françoise de Lalaing,Lalaing,3,Q113883095,Jacques,F,not patronymic,,
Q110586964,"Charles Rym, Baron de Bellem","Rym,",1,,,M,no father recorded,,
Q110586964,"Charles Rym, Baron de Bellem",Baron,2,,,M,no father recorded,,
Q110586964,"Charles Rym, Baron de Bellem",de,3,,,M,no father recorded,,
Q110586964,"Charles Rym, Baron de Bellem",Bellem,4,,,M,no father recorded,,
Q110586965,Maria Rodrigues de Evora,Rodrigues,1,Q110586966,,F,"AMBIGUOUS: form, father unnamed",-es,-es
Q110586965,Maria Rodrigues de Evora,de,2,Q110586966,,F,father has no label,,
Q110586965,Maria Rodrigues de Evora,Evora,3,Q110586966,,F,father has no label,,
Q136005757,"Jan van Cortenwylle, Heer van La Chambre en Toriswal",van,1,,,M,no father recorded,,
Q136005757,"Jan van Cortenwylle, Heer van La Chambre en Toriswal","Cortenwylle,",2,,,M,no father recorded,,
Q136005757,"Jan van Cortenwylle, Heer van La Chambre en Toriswal",Heer,3,,,M,no father recorded,,
Q136005757,"Jan van Cortenwylle, Heer van La Chambre en Toriswal",van,4,,,M,no father recorded,,
Q136005757,"Jan van Cortenwylle, Heer van La Chambre en Toriswal",La,5,,,M,no father recorded,,
Q136005757,"Jan van Cortenwylle, Heer van La Chambre en Toriswal",Chambre,6,,,M,no father recorded,,
Q136005757,"Jan van Cortenwylle, Heer van La Chambre en Toriswal",en,7,,,M,no father recorded,,
Q136005757,"Jan van Cortenwylle, Heer van La Chambre en Toriswal",Toriswal,8,,,M,no father recorded,,
Q136005759,Madeleine de Lannoy dite de Maingoval,de,1,Q136005760,Guillaume,F,not patronymic,,
Q136005759,Madeleine de Lannoy dite de Maingoval,Lannoy,2,Q136005760,Guillaume,F,not patronymic,,
Q136005759,Madeleine de Lannoy dite de Maingoval,dite,3,Q136005760,Guillaume,F,not patronymic,,
Q136005759,Madeleine de Lannoy dite de Maingoval,de,4,Q136005760,Guillaume,F,not patronymic,,
Q136005759,Madeleine de Lannoy dite de Maingoval,Maingoval,5,Q136005760,Guillaume,F,not patronymic,,
Q116085540,Johann von Stockheim zu Heldenbergen,von,1,,,M,no father recorded,,
Q116085540,Johann von Stockheim zu Heldenbergen,Stockheim,2,,,M,no father recorded,,
Q116085540,Johann von Stockheim zu Heldenbergen,zu,3,,,M,no father recorded,,
Q116085540,Johann von Stockheim zu Heldenbergen,Heldenbergen,4,,,M,no father recorded,,
Q136325976,William John Orr,John,1,,,M,no father recorded,,
Q136325976,William John Orr,Orr,2,,,M,no father recorded,,
Q136325977,Julia Doyle,Doyle,1,,,F,no father recorded,,
Q103945761,"William Stapleton, of Edenhall","Stapleton,",1,,,M,no father recorded,,
Q103945761,"William Stapleton, of Edenhall",of,2,,,M,no father recorded,,
Q103945761,"William Stapleton, of Edenhall",Edenhall,3,,,M,no father recorded,,
Q103945766,Mary Ritson,Ritson,1,Q103946152,,F,"AMBIGUOUS: form, father unnamed",-son,-son
Q103945789,Nicholas 'the elder' Vipont,'the,1,,,M,no father recorded,,
Q103945789,Nicholas 'the elder' Vipont,elder',2,,,M,no father recorded,,
Q103945789,Nicholas 'the elder' Vipont,Vipont,3,,,M,no father recorded,,
Q75597620,Thomas Forster,Forster,1,,,M,no father recorded,,
Q75597621,Elizabeth de Etherstone,de,1,Q75597623,,F,father has no label,,
Q75597621,Elizabeth de Etherstone,Etherstone,2,Q75597623,,F,father has no label,,
Q75721971,John Widdrington,Widdrington,1,,,M,no father recorded,,
Q75721975,John Pemberton,Pemberton,1,Q115958713,,M,father has no label,,
Q115958711,"Captain John Pemberton, of Hilton",John,1,Q75721975,John,M,not patronymic,,
Q115958711,"Captain John Pemberton, of Hilton","Pemberton,",2,Q75721975,John,M,not patronymic,,
Q115958711,"Captain John Pemberton, of Hilton",of,3,Q75721975,John,M,not patronymic,,
Q115958711,"Captain John Pemberton, of Hilton",Hilton,4,Q75721975,John,M,not patronymic,,
Q116168725,"George Lawson, of Little Usworth","Lawson,",1,,,M,no father recorded,,
Q116168725,"George Lawson, of Little Usworth",of,2,,,M,no father recorded,,
Q116168725,"George Lawson, of Little Usworth",Little,3,,,M,no father recorded,,
Q116168725,"George Lawson, of Little Usworth",Usworth,4,,,M,no father recorded,,
Q116168718,"Godfrey Lawson, Mayor of Leeds","Lawson,",1,Q116168719,Edward,M,not patronymic,,
Q116168718,"Godfrey Lawson, Mayor of Leeds",Mayor,2,Q116168719,Edward,M,not patronymic,,
Q116168718,"Godfrey Lawson, Mayor of Leeds",of,3,Q116168719,Edward,M,not patronymic,,
Q116168718,"Godfrey Lawson, Mayor of Leeds",Leeds,4,Q116168719,Edward,M,not patronymic,,
Q116088595,"Robert Clavering, of Callaly","Clavering,",1,Q116088597,,M,father has no label,,
Q116088595,"Robert Clavering, of Callaly",of,2,Q116088597,,M,father has no label,,
Q116088595,"Robert Clavering, of Callaly",Callaly,3,Q116088597,,M,father has no label,,
Q116088615,Joan Raynes,Raynes,1,Q116088617,,F,"AMBIGUOUS: form, father unnamed",-es,-es
Q75457406,Hieronyma Chator,Chator,1,,,F,no father recorded,,
Q75457407,Nicholas Swinbourne,Swinbourne,1,Q75457404,Thomas,M,not patronymic,,
Q116090441,Percival de Selby,de,1,,,M,no father recorded,,
Q116090441,Percival de Selby,Selby,2,,,M,no father recorded,,
Q116090443,Cicely Collingwood,Collingwood,1,Q110580771,,F,father has no label,,
Q110731545,"Eléonore de Thiennes, Dame de Lombise et de Rebecques",de,1,Q110731546,,F,father has no label,,
Q110731545,"Eléonore de Thiennes, Dame de Lombise et de Rebecques","Thiennes,",2,Q110731546,,F,father has no label,,
Q110731545,"Eléonore de Thiennes, Dame de Lombise et de Rebecques",Dame,3,Q110731546,,F,father has no label,,
Q110731545,"Eléonore de Thiennes, Dame de Lombise et de Rebecques",de,4,Q110731546,,F,father has no label,,
Q110731545,"Eléonore de Thiennes, Dame de Lombise et de Rebecques",Lombise,5,Q110731546,,F,father has no label,,
Q110731545,"Eléonore de Thiennes, Dame de Lombise et de Rebecques",et,6,Q110731546,,F,father has no label,,
Q110731545,"Eléonore de Thiennes, Dame de Lombise et de Rebecques",de,7,Q110731546,,F,father has no label,,
Q110731545,"Eléonore de Thiennes, Dame de Lombise et de Rebecques",Rebecques,8,Q110731546,,F,"AMBIGUOUS: form, father unnamed",-es,-es
Q110731554,"Anthonis van Northout, Seigneur de Northout",van,1,Q110731555,,M,father has no label,,
Q110731554,"Anthonis van Northout, Seigneur de Northout","Northout,",2,Q110731555,,M,father has no label,,
Q110731554,"Anthonis van Northout, Seigneur de Northout",Seigneur,3,Q110731555,,M,father has no label,,
Q110731554,"Anthonis van Northout, Seigneur de Northout",de,4,Q110731555,,M,father has no label,,
Q110731554,"Anthonis van Northout, Seigneur de Northout",Northout,5,Q110731555,,M,father has no label,,
Q110731563,Catharina de Baenst,de,1,Q110731564,,F,father has no label,,
Q110731563,Catharina de Baenst,Baenst,2,Q110731564,,F,father has no label,,
Q110731619,Agnes van Bylandt,van,1,Q110506597,Roeleman,F,not patronymic,,
Q110731619,Agnes van Bylandt,Bylandt,2,Q110506597,Roeleman,F,not patronymic,,
Q138012937,Соф’я Хлявінская,Хлявінская,1,,,F,no father recorded,,
Q132398907,Міхал Война-Ясянецкі,Война-Ясянецкі,1,,,M,no father recorded,,
Q132401812,Н Рымкевіч,Рымкевіч,1,,,M,no father recorded,,
Q132401823,Феліцыян Ляснеўскі,Ляснеўскі,1,,,M,no father recorded,,
Q87878771,Tatiana Vialle,Vialle,1,,,F,no father recorded,,
Q136311128,Pieter van Peene,van,1,Q136311146,,M,father has no label,,
Q136311128,Pieter van Peene,Peene,2,Q136311146,,M,father has no label,,
Q136311130,Anna Baelde,Baelde,1,,,F,no father recorded,,
Q136311105,Constantijn Nobel,Nobel,1,,,M,no father recorded,,
Q136311106,Aletta (Neeltje) Zegermans,(Neeltje),1,,,F,no father recorded,,
Q136311106,Aletta (Neeltje) Zegermans,Zegermans,2,,,F,no father recorded,,
Q136311110,"Mr. Jan Bitter, Burgemeester van Wijk-bij-Duurstede",Jan,1,,,M,no father recorded,,
Q136311110,"Mr. Jan Bitter, Burgemeester van Wijk-bij-Duurstede","Bitter,",2,,,M,no father recorded,,
Q136311110,"Mr. Jan Bitter, Burgemeester van Wijk-bij-Duurstede",Burgemeester,3,,,M,no father recorded,,
Q136311110,"Mr. Jan Bitter, Burgemeester van Wijk-bij-Duurstede",van,4,,,M,no father recorded,,
Q136311110,"Mr. Jan Bitter, Burgemeester van Wijk-bij-Duurstede",Wijk-bij-Duurstede,5,,,M,no father recorded,,
Q136311111,Bartha Eyghels,Eyghels,1,Q136311112,,F,father has no label,,
Q76311694,Catherine Campbell,Campbell,1,,,F,no father recorded,,
Q76143359,Robert Collace of Balnamoon,Collace,1,,,M,no father recorded,,
Q76143359,Robert Collace of Balnamoon,of,2,,,M,no father recorded,,
Q76143359,Robert Collace of Balnamoon,Balnamoon,3,,,M,no father recorded,,
Q76143389,Sir John Drummond of Carnock,John,1,,,M,no father recorded,,
Q76143389,Sir John Drummond of Carnock,Drummond,2,,,M,no father recorded,,
Q76143389,Sir John Drummond of Carnock,of,3,,,M,no father recorded,,
Q76143389,Sir John Drummond of Carnock,Carnock,4,,,M,no father recorded,,
Q76143391,John Rollo of Powhouse,Rollo,1,,,M,no father recorded,,
Q76143391,John Rollo of Powhouse,of,2,,,M,no father recorded,,
Q76143391,John Rollo of Powhouse,Powhouse,3,,,M,no father recorded,,
Q76318170,John Drummond of Pitkellony,Drummond,1,,,M,no father recorded,,
Q76318170,John Drummond of Pitkellony,of,2,,,M,no father recorded,,
Q76318170,John Drummond of Pitkellony,Pitkellony,3,,,M,no father recorded,,
Q76143395,William Mercer of Clavadge,Mercer,1,,,M,no father recorded,,
Q76143395,William Mercer of Clavadge,of,2,,,M,no father recorded,,
Q76143395,William Mercer of Clavadge,Clavadge,3,,,M,no father recorded,,
Q76318171,unknown Drummond of Pitcairns,Drummond,1,,,M,no father recorded,,
Q76318171,unknown Drummond of Pitcairns,of,2,,,M,no father recorded,,
Q76318171,unknown Drummond of Pitcairns,Pitcairns,3,,,M,no father recorded,,
Q76143397,William Halliday of Tullibole,Halliday,1,,,M,no father recorded,,
Q76143397,William Halliday of Tullibole,of,2,,,M,no father recorded,,
Q76143397,William Halliday of Tullibole,Tullibole,3,,,M,no father recorded,,
Q76318159,Annabel Buchanan,Buchanan,1,Q76318160,,F,father has no label,,
Q76318161,Helen Sinclair,Sinclair,1,Q76318162,,F,father has no label,,
Q76143379,Catharine Peebles,Peebles,1,Q76143377,,F,"AMBIGUOUS: form, father unnamed",-es,-es
Q76321734,Donald Campbell of Urchany,Campbell,1,,,M,no father recorded,,
Q76321734,Donald Campbell of Urchany,of,2,,,M,no father recorded,,
Q76321734,Donald Campbell of Urchany,Urchany,3,,,M,no father recorded,,
Q76321755,Jean Randall,Randall,1,,,F,no father recorded,,
Q76321756,Elizabeth Martin,Martin,1,Q76321758,,F,father has no label,,
Q76321759,Jeremy Innes,Innes,1,Q76321754,Andrew,M,"AMBIGUOUS: form, father differs",-es,-es
Q76321762,William Innes,Innes,1,Q76321754,Andrew,M,"AMBIGUOUS: form, father differs",-es,-es
Q76321763,John Innes,Innes,1,Q76321754,Andrew,M,"AMBIGUOUS: form, father differs",-es,-es
Q110556363,"Dietrich von der Borch, Herr von Holzhausen",von,1,Q110556364,,M,father has no label,,
Q110556363,"Dietrich von der Borch, Herr von Holzhausen",der,2,Q110556364,,M,father has no label,,
Q110556363,"Dietrich von der Borch, Herr von Holzhausen","Borch,",3,Q110556364,,M,father has no label,,
Q110556363,"Dietrich von der Borch, Herr von Holzhausen",Herr,4,Q110556364,,M,father has no label,,
Q110556363,"Dietrich von der Borch, Herr von Holzhausen",von,5,Q110556364,,M,father has no label,,
Q110556363,"Dietrich von der Borch, Herr von Holzhausen",Holzhausen,6,Q110556364,,M,"AMBIGUOUS: form, father unnamed",-sen,-sen
Q110556368,Catharina von Viermünden,von,1,Q110556369,Johann,F,not patronymic,,
Q110556368,Catharina von Viermünden,Viermünden,2,Q110556369,Johann,F,not patronymic,,
Q107305495,"Allard Philip von der Borch, Heer van Langendreer",Philip,1,Q94873998,Johann,M,not patronymic,,
Q107305495,"Allard Philip von der Borch, Heer van Langendreer",von,2,Q94873998,Johann,M,not patronymic,,
Q107305495,"Allard Philip von der Borch, Heer van Langendreer",der,3,Q94873998,Johann,M,not patronymic,,
Q107305495,"Allard Philip von der Borch, Heer van Langendreer","Borch,",4,Q94873998,Johann,M,not patronymic,,
Q107305495,"Allard Philip von der Borch, Heer van Langendreer",Heer,5,Q94873998,Johann,M,not patronymic,,
Q107305495,"Allard Philip von der Borch, Heer van Langendreer",van,6,Q94873998,Johann,M,not patronymic,,
Q107305495,"Allard Philip von der Borch, Heer van Langendreer",Langendreer,7,Q94873998,Johann,M,not patronymic,,
Q110556372,"Julien de Girard de Bergeries, Seigneur de Villneufve",de,1,,,M,no father recorded,,
Q110556372,"Julien de Girard de Bergeries, Seigneur de Villneufve",Girard,2,,,M,no father recorded,,
Q110556372,"Julien de Girard de Bergeries, Seigneur de Villneufve",de,3,,,M,no father recorded,,
Q110556372,"Julien de Girard de Bergeries, Seigneur de Villneufve","Bergeries,",4,,,M,no father recorded,,
