qid,label,token,position,father_qid,father_given,sex,verdict,evidence,form
Q75870532,Lorna Stephanie Devitt,Devitt,2,Q75870513,Peter,F,not patronymic,,
Q75870538,Jacquetta Anne Devitt,Anne,1,Q75870513,Peter,F,not patronymic,,
Q75870538,Jacquetta Anne Devitt,Devitt,2,Q75870513,Peter,F,not patronymic,,
Q75870543,Vivien Gay Devitt,Gay,1,Q75870513,Peter,M,not patronymic,,
Q75870543,Vivien Gay Devitt,Devitt,2,Q75870513,Peter,M,not patronymic,,
Q76028965,Cyril Michael,Michael,1,,,M,no father recorded,,
Q113622644,"Charles de Clermont-Tonnerre, comte de Thoury",de,1,Q113622579,,M,father has no label,,
Q113622644,"Charles de Clermont-Tonnerre, comte de Thoury","Clermont-Tonnerre,",2,Q113622579,,M,father has no label,,
Q113622644,"Charles de Clermont-Tonnerre, comte de Thoury",comte,3,Q113622579,,M,father has no label,,
Q113622644,"Charles de Clermont-Tonnerre, comte de Thoury",de,4,Q113622579,,M,father has no label,,
Q113622644,"Charles de Clermont-Tonnerre, comte de Thoury",Thoury,5,Q113622579,,M,father has no label,,
Q33104809,Denis de Kergorlay,de,1,Q137697961,Yves,M,not patronymic,,
Q33104809,Denis de Kergorlay,Kergorlay,2,Q137697961,Yves,M,not patronymic,,
Q100707540,Geoffroy de Kergorlay,de,1,Q137697961,Yves,M,not patronymic,,
Q100707540,Geoffroy de Kergorlay,Kergorlay,2,Q137697961,Yves,M,not patronymic,,
Q116041875,"Charles Louis Albert, Prince d'Hénin, Comte d'Alsace",Louis,1,Q3383513,,M,father has no label,,
Q116041875,"Charles Louis Albert, Prince d'Hénin, Comte d'Alsace","Albert,",2,Q3383513,,M,father has no label,,
Q116041875,"Charles Louis Albert, Prince d'Hénin, Comte d'Alsace",Prince,3,Q3383513,,M,father has no label,,
Q116041875,"Charles Louis Albert, Prince d'Hénin, Comte d'Alsace","d'Hénin,",4,Q3383513,,M,father has no label,,
Q116041875,"Charles Louis Albert, Prince d'Hénin, Comte d'Alsace",Comte,5,Q3383513,,M,father has no label,,
Q116041875,"Charles Louis Albert, Prince d'Hénin, Comte d'Alsace",d'Alsace,6,Q3383513,,M,father has no label,,
Q116041876,Laure Françoise Pauline Durand de Pisieux,Françoise,1,,,F,no father recorded,,
Q116041876,Laure Françoise Pauline Durand de Pisieux,Pauline,2,,,F,no father recorded,,
Q116041876,Laure Françoise Pauline Durand de Pisieux,Durand,3,,,F,no father recorded,,
Q116041876,Laure Françoise Pauline Durand de Pisieux,de,4,,,F,no father recorded,,
Q116041876,Laure Françoise Pauline Durand de Pisieux,Pisieux,5,,,F,no father recorded,,
Q110560843,Isaac (Eizik) Günzburg,(Eizik),1,,,M,no father recorded,,
Q110560843,Isaac (Eizik) Günzburg,Günzburg,2,,,M,no father recorded,,
Q110560844,NN Goldes,Goldes,1,,,F,"patronymic (inferred, no father recorded)",-es,-es
Q76026610,Godfrey Charles Saxton Oliver,Charles,1,Q76026607,Godfrey,M,"AMBIGUOUS: form, father differs",-es,-es
Q76026610,Godfrey Charles Saxton Oliver,Saxton,2,Q76026607,Godfrey,M,not patronymic,,
Q76026610,Godfrey Charles Saxton Oliver,Oliver,3,Q76026607,Godfrey,M,not patronymic,,
Q76026609,Edward Falkener,Falkener,1,,,M,no father recorded,,
Q76266862,P. K. Freeland,K.,1,,,M,no father recorded,,
Q76266862,P. K. Freeland,Freeland,2,,,M,no father recorded,,
Q75409137,Caroline Clare Westcott,Clare,1,,,F,no father recorded,,
Q75409137,Caroline Clare Westcott,Westcott,2,,,F,no father recorded,,
Q75409139,Suzy M. Twycross,M.,1,,,F,no father recorded,,
Q75409139,Suzy M. Twycross,Twycross,2,,,F,no father recorded,,
Q75409154,Robert Stanley Deacon,Stanley,1,,,M,no father recorded,,
Q75409154,Robert Stanley Deacon,Deacon,2,,,M,no father recorded,,
Q75409124,William Hazzard,Hazzard,1,,,M,no father recorded,,
Q75398978,Philip John Steele,John,1,,,M,no father recorded,,
Q75398978,Philip John Steele,Steele,2,,,M,no father recorded,,
Q75398998,John Robert Russel,Robert,1,,,M,no father recorded,,
Q75398998,John Robert Russel,Russel,2,,,M,no father recorded,,
Q75398982,Archibald Jennings Ironside,Jennings,1,,,M,no father recorded,,
Q75398982,Archibald Jennings Ironside,Ironside,2,,,M,no father recorded,,
Q75398983,William Bethel Thompson,Bethel,1,,,M,no father recorded,,
Q75398983,William Bethel Thompson,Thompson,2,,,M,"patronymic (inferred, no father recorded)",-son,-son
Q75398994,Margaret Joan Francklyn Ironside,Joan,1,Q75398982,Archibald,F,not patronymic,,
Q75398994,Margaret Joan Francklyn Ironside,Francklyn,2,Q75398982,Archibald,F,not patronymic,,
Q75398994,Margaret Joan Francklyn Ironside,Ironside,3,Q75398982,Archibald,F,not patronymic,,
Q75398986,Philip Norman Jennings Ironside,Norman,1,Q75398982,Archibald,M,not patronymic,,
Q75398986,Philip Norman Jennings Ironside,Jennings,2,Q75398982,Archibald,M,not patronymic,,
Q75398986,Philip Norman Jennings Ironside,Ironside,3,Q75398982,Archibald,M,not patronymic,,
Q75399006,Edwin Hellard,Hellard,1,,,M,no father recorded,,
Q75399104,Isaac Van Cleef,Van,1,,,M,no father recorded,,
Q75399104,Isaac Van Cleef,Cleef,2,,,M,no father recorded,,
Q75419864,Elizabeth Huff,Huff,1,,,F,no father recorded,,
Q75399204,John Malone,Malone,1,,,M,no father recorded,,
Q76154677,Samuel Norris,Norris,1,,,M,no father recorded,,
Q75399107,Raymond A. Connelly,A.,1,,,M,no father recorded,,
Q75399107,Raymond A. Connelly,Connelly,2,,,M,no father recorded,,
Q75399124,Carol Connelly,Connelly,1,Q75399107,Raymond,F,not patronymic,,
Q75399110,Robert Connelly,Connelly,1,Q75399107,Raymond,M,not patronymic,,
Q75270303,Henry Grant Maddock,Grant,1,,,M,no father recorded,,
Q75270303,Henry Grant Maddock,Maddock,2,,,M,no father recorded,,
Q75270304,Jacqueline Lee Maddock,Lee,1,Q75270303,Henry,F,not patronymic,,
Q75270304,Jacqueline Lee Maddock,Maddock,2,Q75270303,Henry,F,not patronymic,,
Q76094491,unknown Grove,Grove,1,,,M,no father recorded,,
Q76214197,Angela Rahilly,Rahilly,1,Q76214195,,F,father has no label,,
Q76059485,Jennifer Jane More,Jane,1,Q76155879,,F,father has no label,,
Q76059485,Jennifer Jane More,More,2,Q76155879,,F,father has no label,,
Q76214200,Helen Marguerite Wigram,Marguerite,1,Q76214194,Richard,F,not patronymic,,
Q76214200,Helen Marguerite Wigram,Wigram,2,Q76214194,Richard,F,not patronymic,,
Q76214199,David Roland Wigram,Roland,1,Q76214194,Richard,M,not patronymic,,
Q76214199,David Roland Wigram,Wigram,2,Q76214194,Richard,M,not patronymic,,
Q76214202,Nicholas Miller,Miller,1,,,M,no father recorded,,
Q76214203,Lydia Miller,Miller,1,Q76214202,Nicholas,F,not patronymic,,
Q76214204,Emily Miller,Miller,1,Q76214202,Nicholas,F,not patronymic,,
Q75618683,John Flower,Flower,1,,,M,no father recorded,,
Q75618689,Andrea West,West,1,Q75618688,,F,father has no label,,
Q75618694,Anne Bridget McGowan,Bridget,1,Q75618693,,F,father has no label,,
Q75618694,Anne Bridget McGowan,McGowan,2,Q75618693,,F,"AMBIGUOUS: form, father unnamed",prefix mc,prefix mc
Q75618696,Kevin Hames Somerset Massy,Hames,1,Q75618691,Paul,M,"AMBIGUOUS: form, father differs",-es,-es
Q75618696,Kevin Hames Somerset Massy,Somerset,2,Q75618691,Paul,M,not patronymic,,
Q75618696,Kevin Hames Somerset Massy,Massy,3,Q75618691,Paul,M,not patronymic,,
Q75618698,Colin Hugh Somerset Massy,Hugh,1,Q75618691,Paul,M,not patronymic,,
Q75618698,Colin Hugh Somerset Massy,Somerset,2,Q75618691,Paul,M,not patronymic,,
Q75618698,Colin Hugh Somerset Massy,Massy,3,Q75618691,Paul,M,not patronymic,,
Q76297198,Tristan Graham Feather,Graham,1,,,M,no father recorded,,
Q76297198,Tristan Graham Feather,Feather,2,,,M,no father recorded,,
Q76205670,Anthony J. Perry,J.,1,,,M,no father recorded,,
Q76205670,Anthony J. Perry,Perry,2,,,M,no father recorded,,
Q76297792,Ali Mahiru,Mahiru,1,,,M,no father recorded,,
Q76211232,Dorothy Ann Pratchitt,Ann,1,Q76333212,,F,father has no label,,
Q76211232,Dorothy Ann Pratchitt,Pratchitt,2,Q76333212,,F,father has no label,,
Q76327028,Hugh Borrer Roberts,Borrer,1,Q76327031,,M,father has no label,,
Q76327028,Hugh Borrer Roberts,Roberts,2,Q76327031,,M,father has no label,,
Q76327029,Eveline Henrietta Mary Kelly,Henrietta,1,Q76327036,,F,father has no label,,
Q76327029,Eveline Henrietta Mary Kelly,Mary,2,Q76327036,,F,father has no label,,
Q76327029,Eveline Henrietta Mary Kelly,Kelly,3,Q76327036,,F,father has no label,,
Q76327022,Joyce M. S. Scorer,M.,1,,,F,no father recorded,,
Q76327022,Joyce M. S. Scorer,S.,2,,,F,no father recorded,,
Q76327022,Joyce M. S. Scorer,Scorer,3,,,F,no father recorded,,
Q75485410,Robert John Key,John,1,,,M,no father recorded,,
Q75485410,Robert John Key,Key,2,,,M,no father recorded,,
Q75486711,Eric C. Tutbury,C.,1,,,M,no father recorded,,
Q75486711,Eric C. Tutbury,Tutbury,2,,,M,no father recorded,,
Q75486718,Murray Elford,Elford,1,,,M,no father recorded,,
Q75486723,John Graham Haddock,Graham,1,,,M,no father recorded,,
Q75486723,John Graham Haddock,Haddock,2,,,M,no father recorded,,
Q75486724,Bradley Graham Geoffrey Haddock,Graham,1,Q75486723,John,M,not patronymic,,
Q75486724,Bradley Graham Geoffrey Haddock,Geoffrey,2,Q75486723,John,M,not patronymic,,
Q75486724,Bradley Graham Geoffrey Haddock,Haddock,3,Q75486723,John,M,not patronymic,,
Q75486725,Holly Rachelle Haddock,Rachelle,1,Q75486723,John,F,not patronymic,,
Q75486725,Holly Rachelle Haddock,Haddock,2,Q75486723,John,F,not patronymic,,
Q75486824,Mark Vander Klei,Vander,1,,,M,no father recorded,,
Q75486824,Mark Vander Klei,Klei,2,,,M,no father recorded,,
Q75486826,Jordan Lena Anne Vander Klei,Lena,1,Q75486824,Mark,F,not patronymic,,
Q75486826,Jordan Lena Anne Vander Klei,Anne,2,Q75486824,Mark,F,not patronymic,,
Q75486826,Jordan Lena Anne Vander Klei,Vander,3,Q75486824,Mark,F,not patronymic,,
Q75486826,Jordan Lena Anne Vander Klei,Klei,4,Q75486824,Mark,F,not patronymic,,
Q76298373,Carmen Schuler,Schuler,1,,,F,no father recorded,,
Q76285646,Zharn Logan Bolton,Logan,1,Q75486839,John,M,not patronymic,,
Q76285646,Zharn Logan Bolton,Bolton,2,Q75486839,John,M,not patronymic,,
Q75486843,Deborah Hall,Hall,1,,,F,no father recorded,,
Q75486846,Jasmine Bolton,Bolton,1,Q75486840,Michael,F,not patronymic,,
Q75486845,Jake Bolton,Bolton,1,Q75486840,Michael,M,not patronymic,,
Q76298374,Dana Tombs,Tombs,1,,,F,no father recorded,,
Q76298375,Olivia Paige McRae Bolton,Paige,1,Q75486849,Ian,F,not patronymic,,
Q76298375,Olivia Paige McRae Bolton,McRae,2,Q75486849,Ian,F,"AMBIGUOUS: form, father differs",prefix mc,prefix mc
Q76298375,Olivia Paige McRae Bolton,Bolton,3,Q75486849,Ian,F,not patronymic,,
Q76298376,Victoria Grace Tombs Bolton,Grace,1,Q75486849,Ian,F,not patronymic,,
Q76298376,Victoria Grace Tombs Bolton,Tombs,2,Q75486849,Ian,F,not patronymic,,
Q76298376,Victoria Grace Tombs Bolton,Bolton,3,Q75486849,Ian,F,not patronymic,,
Q76298378,Riley Blake Cheney Bolton,Blake,1,Q75486849,Ian,M,not patronymic,,
Q76298378,Riley Blake Cheney Bolton,Cheney,2,Q75486849,Ian,M,not patronymic,,
Q76298378,Riley Blake Cheney Bolton,Bolton,3,Q75486849,Ian,M,not patronymic,,
Q75486867,Kathryn Jessica Buchanan,Jessica,1,,,F,no father recorded,,
Q75486867,Kathryn Jessica Buchanan,Buchanan,2,,,F,no father recorded,,
Q75486870,Oliver Hugo Johnston,Hugo,1,Q75486866,Christopher,M,not patronymic,,
Q75486870,Oliver Hugo Johnston,Johnston,2,Q75486866,Christopher,M,not patronymic,,
Q76298380,Thomas Christopher Johnston,Christopher,1,Q75486866,Christopher,M,not patronymic,,
Q76298380,Thomas Christopher Johnston,Johnston,2,Q75486866,Christopher,M,not patronymic,,
Q75486877,Steven Richard Harris,Richard,1,,,M,no father recorded,,
Q75486877,Steven Richard Harris,Harris,2,,,M,no father recorded,,
Q76298381,Amelia Elizabeth Harris,Elizabeth,1,Q75486877,Steven,F,not patronymic,,
Q76298381,Amelia Elizabeth Harris,Harris,2,Q75486877,Steven,F,not patronymic,,
Q76298382,Oscar William Harris,William,1,Q75486877,Steven,M,not patronymic,,
Q76298382,Oscar William Harris,Harris,2,Q75486877,Steven,M,not patronymic,,
Q76298384,Carol Stewart,Stewart,1,,,F,no father recorded,,
Q76298386,Joshua Thor Johnston Johnston,Thor,1,Q58338670,David,M,not patronymic,,
Q76298386,Joshua Thor Johnston Johnston,Johnston,2,Q58338670,David,M,not patronymic,,
Q76298386,Joshua Thor Johnston Johnston,Johnston,3,Q58338670,David,M,not patronymic,,
Q76298387,Rachel Caroline Tylee,Caroline,1,,,F,no father recorded,,
Q76298387,Rachel Caroline Tylee,Tylee,2,,,F,no father recorded,,
Q76298390,Kitty Elizabeth Margo White,Elizabeth,1,Q75486883,Charles,F,not patronymic,,
Q76298390,Kitty Elizabeth Margo White,Margo,2,Q75486883,Charles,F,not patronymic,,
Q76298390,Kitty Elizabeth Margo White,White,3,Q75486883,Charles,F,not patronymic,,
Q76298392,Laura Caroline Sydney White,Caroline,1,Q75486883,Charles,F,not patronymic,,
Q76298392,Laura Caroline Sydney White,Sydney,2,Q75486883,Charles,F,not patronymic,,
Q76298392,Laura Caroline Sydney White,White,3,Q75486883,Charles,F,not patronymic,,
Q76298393,Pia Marion White,Marion,1,Q75486883,Charles,F,not patronymic,,
Q76298393,Pia Marion White,White,2,Q75486883,Charles,F,not patronymic,,
Q76298394,Bruce Stevenson Gault,Stevenson,1,,,M,"patronymic (inferred, no father recorded)",-son,-son
Q76298394,Bruce Stevenson Gault,Gault,2,,,M,no father recorded,,
Q76298395,Samuel Anthony John Gault,Anthony,1,Q76298394,Bruce,M,not patronymic,,
Q76298395,Samuel Anthony John Gault,John,2,Q76298394,Bruce,M,not patronymic,,
Q76298395,Samuel Anthony John Gault,Gault,3,Q76298394,Bruce,M,not patronymic,,
Q76298396,Paul Andrew Stevens,Andrew,1,,,M,no father recorded,,
Q76298396,Paul Andrew Stevens,Stevens,2,,,M,no father recorded,,
Q76298398,Lucy Sydney Stevens,Sydney,1,Q76298396,Paul,F,not patronymic,,
Q76298398,Lucy Sydney Stevens,Stevens,2,Q76298396,Paul,F,not patronymic,,
Q76298400,Andrew David Glover,David,1,,,M,no father recorded,,
Q76298400,Andrew David Glover,Glover,2,,,M,no father recorded,,
Q76298401,Phoebe Alice Glover,Alice,1,Q76298400,Andrew,F,not patronymic,,
Q76298401,Phoebe Alice Glover,Glover,2,Q76298400,Andrew,F,not patronymic,,
Q76298403,George Timothy Glover,Timothy,1,Q76298400,Andrew,M,not patronymic,,
Q76298403,George Timothy Glover,Glover,2,Q76298400,Andrew,M,not patronymic,,
Q76298404,Melanie Jayne Veitch,Jayne,1,,,F,no father recorded,,
Q76298404,Melanie Jayne Veitch,Veitch,2,,,F,no father recorded,,
Q76298405,Paige Tahiti Bolton,Tahiti,1,Q75486855,Andrew,F,not patronymic,,
Q76298405,Paige Tahiti Bolton,Bolton,2,Q75486855,Andrew,F,not patronymic,,
Q76298406,Timothy Abercrombie Bolton,Abercrombie,1,Q75486855,Andrew,M,"AMBIGUOUS: form, father differs",prefix ab,prefix ab
Q76298406,Timothy Abercrombie Bolton,Bolton,2,Q75486855,Andrew,M,not patronymic,,
Q76298408,Aaron Ross McLeod,Ross,1,,,M,no father recorded,,
Q76298408,Aaron Ross McLeod,McLeod,2,,,M,"patronymic (inferred, no father recorded)",prefix mc,prefix mc
Q76298409,Angus Timothy Ross McLeod,Timothy,1,Q76298408,Aaron,M,not patronymic,,
Q76298409,Angus Timothy Ross McLeod,Ross,2,Q76298408,Aaron,M,not patronymic,,
Q76298409,Angus Timothy Ross McLeod,McLeod,3,Q76298408,Aaron,M,"AMBIGUOUS: form, father differs",prefix mc,prefix mc
Q76298411,Benjamin Samuel McLeod,Samuel,1,Q76298408,Aaron,M,not patronymic,,
Q76298411,Benjamin Samuel McLeod,McLeod,2,Q76298408,Aaron,M,"AMBIGUOUS: form, father differs",prefix mc,prefix mc
Q76022068,Louise Marie McLaughlan,Marie,1,,,F,no father recorded,,
Q76022068,Louise Marie McLaughlan,McLaughlan,2,,,F,"patronymic (inferred, no father recorded)",prefix mc,prefix mc
Q76022069,Samuel Mason Neale,Mason,1,Q75486894,Simon,M,"AMBIGUOUS: form, father differs",-son,-son
Q76022069,Samuel Mason Neale,Neale,2,Q75486894,Simon,M,not patronymic,,
Q76022072,James Lorcan Neale,Lorcan,1,Q75486894,Simon,M,not patronymic,,
Q76022072,James Lorcan Neale,Neale,2,Q75486894,Simon,M,not patronymic,,
Q76022063,Carla Mary Nansett,Mary,1,,,F,no father recorded,,
Q76022063,Carla Mary Nansett,Nansett,2,,,F,no father recorded,,
Q76022065,Elizabeth Mary Neale,Mary,1,Q75486895,Jonathan,F,not patronymic,,
Q76022065,Elizabeth Mary Neale,Neale,2,Q75486895,Jonathan,F,not patronymic,,
Q76022066,Joshua Michael Neale,Michael,1,Q75486895,Jonathan,M,not patronymic,,
Q76022066,Joshua Michael Neale,Neale,2,Q75486895,Jonathan,M,not patronymic,,
Q76022067,Benjamin Harper Neale,Harper,1,Q75486895,Jonathan,M,not patronymic,,
Q76022067,Benjamin Harper Neale,Neale,2,Q75486895,Jonathan,M,not patronymic,,
Q75486777,Robin Holloway,Holloway,1,,,M,no father recorded,,
Q75486786,Peter L. Marshall,L.,1,,,M,no father recorded,,
Q75486786,Peter L. Marshall,Marshall,2,,,M,no father recorded,,
Q75486804,Michael Pouajen,Pouajen,1,,,M,no father recorded,,
Q76372507,John Hewlett Brabazon Urmston,Hewlett,1,Q76372505,Edward,M,not patronymic,,
Q76372507,John Hewlett Brabazon Urmston,Brabazon,2,Q76372505,Edward,M,not patronymic,,
Q76372507,John Hewlett Brabazon Urmston,Urmston,3,Q76372505,Edward,M,not patronymic,,
Q75595027,Philip Charles Austin,Charles,1,,,M,"patronymic (inferred, no father recorded)",-es,-es
Q75595027,Philip Charles Austin,Austin,2,,,M,no father recorded,,
Q75595029,Hero Elizabeth Cardew Austin,Elizabeth,1,Q75595027,Philip,F,not patronymic,,
Q75595029,Hero Elizabeth Cardew Austin,Cardew,2,Q75595027,Philip,F,not patronymic,,
Q75595029,Hero Elizabeth Cardew Austin,Austin,3,Q75595027,Philip,F,not patronymic,,
Q75595030,Octavia Clare Cardew Austin,Clare,1,Q75595027,Philip,F,not patronymic,,
Q75595030,Octavia Clare Cardew Austin,Cardew,2,Q75595027,Philip,F,not patronymic,,
Q75595030,Octavia Clare Cardew Austin,Austin,3,Q75595027,Philip,F,not patronymic,,
Q75595032,Matilda Joyce Cardew Austin,Joyce,1,Q75595027,Philip,F,not patronymic,,
Q75595032,Matilda Joyce Cardew Austin,Cardew,2,Q75595027,Philip,F,not patronymic,,
Q75595032,Matilda Joyce Cardew Austin,Austin,3,Q75595027,Philip,F,not patronymic,,
Q75595042,Ann Elizabeth Niclle,Elizabeth,1,,,F,no father recorded,,
Q75595042,Ann Elizabeth Niclle,Niclle,2,,,F,no father recorded,,
Q75595036,Traci Barton,Barton,1,,,F,no father recorded,,
Q75595040,Millicent Maraid Cardew,Maraid,1,Q75595035,James,F,not patronymic,,
Q75595040,Millicent Maraid Cardew,Cardew,2,Q75595035,James,F,not patronymic,,
Q75595037,Frederique Fleetwood Cardew,Fleetwood,1,Q75595035,James,M,not patronymic,,
Q75595037,Frederique Fleetwood Cardew,Cardew,2,Q75595035,James,M,not patronymic,,
Q76243501,Julian Lawrence Stuart Beauchamp,Lawrence,1,Q76243495,Lawrence,M,not patronymic,,
Q76243501,Julian Lawrence Stuart Beauchamp,Stuart,2,Q76243495,Lawrence,M,not patronymic,,
Q76243501,Julian Lawrence Stuart Beauchamp,Beauchamp,3,Q76243495,Lawrence,M,not patronymic,,
Q76243506,Timothy Christopher Julian Beauchamp,Christopher,1,Q76243501,Julian,M,not patronymic,,
Q76243506,Timothy Christopher Julian Beauchamp,Julian,2,Q76243501,Julian,M,"AMBIGUOUS: form, father differs",-ian,-ian
Q76243506,Timothy Christopher Julian Beauchamp,Beauchamp,3,Q76243501,Julian,M,not patronymic,,
Q76243513,Caroline Susan Beauchamp,Susan,1,Q76243501,Julian,F,not patronymic,,
Q76243513,Caroline Susan Beauchamp,Beauchamp,2,Q76243501,Julian,F,not patronymic,,
Q116041254,François Stevens,Stevens,1,,,M,no father recorded,,
Q116041255,Catherine de Vos,de,1,,,F,no father recorded,,
Q116041255,Catherine de Vos,Vos,2,,,F,no father recorded,,
Q116041256,Dominique Moris,Moris,1,,,M,no father recorded,,
Q116041257,Barbe Wielmans,Wielmans,1,,,F,no father recorded,,
Q110423313,Jacques de Naeyer,de,1,Q110423314,,M,father has no label,,
Q110423313,Jacques de Naeyer,Naeyer,2,Q110423314,,M,father has no label,,
Q110423318,Jeanne Hamelinck,Hamelinck,1,,,F,no father recorded,,
Q110423320,Jean Verhaeghe,Verhaeghe,1,Q110423321,,M,father has no label,,
Q110423325,Alexandrine Marguerite de Savoye,Marguerite,1,,,F,no father recorded,,
Q110423325,Alexandrine Marguerite de Savoye,de,2,,,F,no father recorded,,
Q110423325,Alexandrine Marguerite de Savoye,Savoye,3,,,F,no father recorded,,
Q110423334,Pieter Herman,Herman,1,,,M,no father recorded,,
Q110423335,Jenneken de Vuyst,de,1,Q110423336,,F,father has no label,,
Q110423335,Jenneken de Vuyst,Vuyst,2,Q110423336,,F,father has no label,,
Q75310961,Patrick Stewart,Stewart,1,,,M,no father recorded,,
Q76145468,Adelaide F. Nevins,F.,1,,,F,no father recorded,,
Q76145468,Adelaide F. Nevins,Nevins,2,,,F,no father recorded,,
Q76264409,James Gilder,Gilder,1,,,M,no father recorded,,
Q76264392,Maria Louisa Hunter,Louisa,1,,,F,no father recorded,,
Q76264392,Maria Louisa Hunter,Hunter,2,,,F,no father recorded,,
Q76264394,Archibald Lorenzo Sherrington Gilder,Lorenzo,1,Q75655367,Sherrington,M,not patronymic,,
Q76264394,Archibald Lorenzo Sherrington Gilder,Sherrington,2,Q75655367,Sherrington,M,not patronymic,,
