missing,steps,destination,destination_geni_id,destination_missing,action,path,first_missing,first_missing_geni_id
7,17,Professor Abraham Thorberg,6000000011717304476,1,export,isolate-geni-professor-abraham-thorberg-1759-1790.tsv,Brita Stina Scharin,6000000026380869035
7,48,Shah Sultan Hossein Safavi,6000000008019212360,1,export,isolate-geni-shah-sultan-hossein-safavi-1668-1726.tsv,Shah Tahmasp I Safavi - r.1524-1576,6000000008009146219
7,40,Pope Urban III,6000000003122318746,1,export,isolate-geni-uberto-umberto-crivelli-1120-1187-ferrara.tsv,Antiochia Visconti,6000000032603405202
7,26,Vilém Dušan Lambl,6000000029855059699,1,export,isolate-geni-vil-m-du-an-lambl-1824-1895-warsaw.tsv,Александра Александровна Вадковская,6000000047734172979
7,24,Walter Laqueur,4760501467940073096,1,export,isolate-geni-walter-louis-moritz-laqueur-1921-2018-washington.tsv,Ernst James Heilbrunn,6000000032423901067
7,44,Wilfried Karl Theodor Schlau,6000000020669241036,1,export,isolate-geni-wilfried-karl-theodor-schlau-1917-2010-friedrichsdorf.tsv,Anna Henriksdotter Ruuth,6000000010360958772
7,49,Wolmar(Jammi) Nyberg,6000000072404632839,1,export,isolate-geni-wolmar-jammi-nyberg-1919-1973-sibbo.tsv,Wolmar (Wolli) Nyberg,6000000003295170574
6,46,Aira Tellervo Kemiläinen,6000000027448463340,1,export,isolate-geni-aira-tellervo-kemil-inen-1919-2006-vesanto.tsv,Agneta Maria Jakobsdotter Hoffrén,6000000027438685962
6,40,Pope Saint Pius V,6000000071638439878,1,export,isolate-geni-antonio-michele-ghislieri-1504-1572-rome.tsv,Bianca Maria Pico,6000000108322400841
6,33,Arne Rettedal,6000000041071183503,1,export,isolate-geni-arne-rettedal-1926-2001-stavanger.tsv,Karen Birgitte Persdatter Eiane,6000000174455899070
6,42,Christen Christian Dreyer Collin,6000000012880340255,1,export,isolate-geni-christen-christian-dreyer-collin-1857-1926-oslo.tsv,Maren Østensdatter Dreyer,4341841
6,18,Christian Sørensen Blinkenberg,6000000122243199821,1,export,isolate-geni-christian-s-rensen-blinkenberg-1863-1948.tsv,Anders Larssøn Vethe,6000000001142600408
6,50,Cristóbal Holzapfel Ossa,6000000039737494589,1,export,isolate-geni-crist-bal-holzapfel-ossa-1953-d.tsv,Guillermo De la Cruz Antúnez,6000000025756824700
6,20,Edvard Wilhelm Welander,6000000014619027420,1,export,isolate-geni-edvard-wilhelm-welander-1846-1917-stockholm.tsv,Magnus Wickenberg,6000000021721103378
6,23,Eemeli Knaap(e),6000000182795670852,1,export,isolate-geni-eemeli-knaap-e-1883-1933-helsinki.tsv,Karl August Meriluoto,6000000009029792927
6,21,Eliel Lagercrantz,6000000038337943245,1,export,isolate-geni-eliel-lagercrantz-1894-1973-helsinki.tsv,Anders Henrik Hornborg,6000000015809642004
6,47,Erik Oscar von Kraemer,6000000000708789795,1,export,isolate-geni-erik-oscar-von-kraemer-1911-1980.tsv,Aino Maria von Kraemer,6000000013254659742
6,38,Frank Henrik Aarebrot,6000000066817305822,1,export,isolate-geni-frank-henrik-aarebrot-1947-2017-bergen.tsv,Steen Roaldsson Hansen,6000000075797855057
6,31,Gaudenzio Fantoli,6000000163452220850,1,export,isolate-geni-gaudenzio-fantoli-1867-1940.tsv,Alessandro Carlo Jacques Rattazzi,6000000163452851824
6,78,Pope Benedict XV,6000000076714784457,0,export,isolate-geni-giacomo-paolo-giovanni-battista-della-chiesa-1854-1922-.tsv,Hugo Ragnar Parr,6000000014611598440
6,32,Håkon Nilsen,6000000006080715460,1,export,isolate-geni-h-kon-nilsen-1913-1976-stavanger.tsv,Kornelius Nilsson Nilsen,6000000000606009663
6,29,Hallvard Sandnes,6000000008062966266,1,export,isolate-geni-hallvard-sandnes-1893-1968.tsv,Torjus Olsson Sandnes,6000000019706823105
6,24,Hans Torsten Alarik Rynell,6000000037807931214,1,export,isolate-geni-hans-torsten-alarik-rynell-1913-1992.tsv,Carl Fredrik Trotzig,6000000025997296835
6,42,Hartvig Sverdrup Eckhoff,6000000027507886451,1,export,isolate-geni-hartvig-sverdrup-eckhoff-1855-1928-gausel-hetland-n-sta.tsv,Ole Evenssøn Gjerdrum,6000000013487830550
6,49,Jaakko Alfred Ahokas,6000000179031212825,1,export,isolate-geni-jaakko-alfred-ahokas-1923-2007.tsv,Julia Liuksiala (Rongain),6000000004752747001
6,51,Jaakko Suolahti,6000000004407798014,1,export,isolate-geni-jaakko-wilhelm-suolahti-1918-1987-helsinki.tsv,Ida Charlotta Bonsdorff,6000000000195938159
6,46,Jarl Axel Wasastjerna,6000000000252324893,1,export,isolate-geni-jarl-axel-wasastjerna-1896-1972-helsinki.tsv,Katarina Kristina Jakobsdotter Bange,6000000005962073417
6,18,Jens Johannesen Tvedt,6000000173916064919,1,export,isolate-geni-jens-johannesen-tvedt-1857-1935-stavanger.tsv,Magdeli Jakobsdatter Ekse,6000000009342592770
6,25,Joachim Jungius,6000000180557973855,1,export,isolate-geni-joachim-jungius-junge-1587-1657-hamburg.tsv,Anne Dideriksdatter Bartsker,6000000055137159079
6,25,Joachim Völschow,6000000173732509833,1,export,isolate-geni-joachim-v-lschow-1591-1664.tsv,Erik Gustaf von Hirscheit,6000000010971483166
6,24,Johan Carl Wilcke,6000000022731943835,1,export,isolate-geni-johan-carl-wilcke-1732-1796-stockholm.tsv,Carl Edvard Strömberg,6000000027647292832
6,18,Johan Marnburg,6000000023286661837,1,export,isolate-geni-johan-marnburg-1882-1966-stavanger.tsv,<private> Idland (Sleveland),6000000002335691974
6,50,Elias Melin,6000000021175859420,1,export,isolate-geni-johannes-botvid-elias-melin-1889-1979.tsv,Carl Wictor Stenborg,6000000008958730634
6,30,"Karl Aimo (""Kalle"") Achté",6000000088332676834,1,export,isolate-geni-karl-aimo-kalle-acht-1928-2019-helsinki.tsv,Lorenz Wilhelm (Lorentz) von Poll,6000000009944999621
6,21,Karl Frithiof Sundman,6000000076365776966,1,export,isolate-geni-karl-frithiof-sundman-1873-1949-helsinki.tsv,Gustaf Alfred Björklöf,6000000006886662058
6,31,Luciano Anceschi,6000000007242265283,1,export,isolate-geni-luciano-anceschi-1911-1995.tsv,Luisa Buranelli,6000000205181771826
6,31,Olaf Helliesen Lange,6000000015165484143,1,export,isolate-geni-olaf-helliesen-lange-1875-1965-stavanger.tsv,"Ole Olson Helliesen, d.y",6000000015130581501
6,17,Ole RØISLAND,6000000008230605732,1,export,isolate-geni-ole-r-island-1911-c-1975-stavanger.tsv,Gustav Kaltveit,6000000005609095389
6,42,organist Christian Cappelen,6000000014487411458,1,export,isolate-geni-organist-christian-cappelen-1845-1916-kristiania.tsv,Ellen Pladt,6000000003894077323
6,78,Pope John XXI,6000000139834612831,1,export,isolate-geni-pedro-juli-o-rebolo-c-1215-1277-viterbo.tsv,Maria Gonçalves,6000000001412918838
6,19,"Philip Heinrich Kriebel, tegnelærer",6000000035740078536,1,export,isolate-geni-philip-heinrich-kriebel-tegnel-rer-1771-1846-stavanger.tsv,Edvardine Margrethe Qvale,6000000017023039247
6,22,PM Ralf Törngren,6000000007389262598,1,export,isolate-geni-pm-ralf-johan-gustaf-t-rngren-1899-1961-turku.tsv,Eliel Ervast,6000000013421063751
6,22,professori Leo Eino Aario,6000000088057306880,1,export,isolate-geni-professori-leo-eino-aario-engman-1906-1998-espoo.tsv,Frans Vilhelm Carlsson Sjögren,6000000010219869584
6,36,Svein Isaksen Rosseland,6000000153693421821,1,export,isolate-geni-svein-isaksen-rosseland-1894-1985.tsv,Kristie Larsdtr Tveito,6000000163387312874
6,20,Sven Adolf Diego Helander,6000000014164192090,1,export,isolate-geni-sven-adolf-diego-helander-1889-1970-stockholm.tsv,Carl Magnus Hèrnod,6000000014734188446
6,21,Ulf Söderblom,6000000018816467565,1,export,isolate-geni-ulf-arne-s-derblom-1930-2016.tsv,Helena Blondina Hornborg,6000000002588972589
6,45,Väinö Grönholm,6000000015353381395,1,export,isolate-geni-v-in-gr-nholm-1868-1936-helsinki.tsv,Oskar Grönholm,6000000010349135288
5,59,"Ada Yonath, Nobel Prize in Chemistry 2009",6000000013733469109,1,export,isolate-geni-ada-yonath-livshitz.tsv,Channah Notkin,6000000003327789204
5,29,Andreas Bauer,6000000046011846033,1,export,isolate-geni-andreas-bauer-1590-1638-leipzig.tsv,Anne Sophie Johannsdatter Boldich,6000000014166756187
5,19,Birgit Åkesson,6000000004968284614,1,export,isolate-geni-anna-ida-birgit-kesson-1908-2001.tsv,Svein Magne Osnes,6000000023982578053
5,43,Botaniker Per Axel Rydberg,6000000065951815821,1,export,isolate-geni-botaniker-per-axel-rydberg-1860-1931-new-york-city.tsv,"Johan Jean Bruno, dy, häradsskrivare",6000000000534840466
5,49,Cæsar Peter Møller Boeck,6000000011955281927,0,export,isolate-geni-c-sar-peter-m-ller-boeck-1845-1917.tsv,Magnhild Dyresdatter Hanestad,6000000002392010019
5,20,Carl Ferdinand Allen,6000000023880019324,1,export,isolate-geni-carl-ferdinand-allen-1811-1871-frederiksberg.tsv,Hans Paludan Smith Schreuder,6000000022391870783
5,45,Pope Innocent XII,6000000179688632838,1,export,isolate-geni-carlo-giacinto-antonio-pignatelli-1615-1700-rome.tsv,Ippolita Carafa,6000000029787200183
5,23,Caspar Frederich Harsdorff,6000000018212260392,1,export,isolate-geni-caspar-frederich-harsdorff-1735-1799-copenhagen.tsv,Georg Heinrich (Giord) von Scheel,6000000012878346373
5,23,Désiré-Joseph Mercier,6000000032009421109,1,export,isolate-geni-d-sir-f-licien-fran-ois-josep-mercier-1851-1926-brussel.tsv,Prins Axel af Danmark,6000000002937687386
5,64,"Amadeus VIII, duke of Savoy",6000000003841524471,0,export,isolate-geni-duke-amadeus-viii-the-peaceful-of-savoy-antipope-felix-v-1383-1451.tsv,"Philipp von Schleswig-Holstein-Sonderburg, Herzog zu Schleswig-Holstein-Sonderburg-Glücksburg",6000000002632052574
5,23,Eino Armas Saari,6000000174047945870,1,export,isolate-geni-eino-armas-saari-1894-1971.tsv,Inga Ilia Durchman,6000000013049978993
5,62,Ernest Ezra Mandel,6000000025607889400,1,export,isolate-geni-ernest-ezra-mandel-1923-1995.tsv,Malka Marmorek,6000000153995110822
5,64,Fredrik Amadeus Wulff,1623833,0,export,isolate-geni-fredrik-amadeus-wulff-1845-1930-lund.tsv,Anna Andersdotter Mansnerus,6000000010673299859
5,20,"Georg von Engelbrecht, auf Uddach",6000000019172017966,1,export,isolate-geni-georg-von-engelbrecht-auf-uddach-1626-1693.tsv,Olav Larsson Ljosland,6000000010333531069
5,22,Pekka Hirsjärvi,6000000166423479878,1,export,isolate-geni-heimo-pekka-hirsj-rvi-1919-2007.tsv,Olga Maria Torkkola,6000000171890257276
5,16,John Norem,6000000041308652692,1,export,isolate-geni-john-johnsen-norem-1888-1976-stavanger.tsv,Nils Andreas Njellson Helland,6000000040627135051
5,19,Kaare Alexander Ørnung,6000000018905914346,1,export,isolate-geni-kaare-alexander-rnung-1931-2013.tsv,Anna Birgitte Johnsbraaten,6000000019078409007
5,48,Ernst Palmén,6000000000593379030,1,export,isolate-geni-kansleri-ernst-philip-palm-n-1916-1991-helsinki.tsv,Anna Charlotta Johansdotter Gadd,5585872912330106850
5,19,Åke Ohlmarks (Olsson),6000000038523658661,1,export,isolate-geni-ke-joel-ohlmarks-olsson-1911-1984.tsv,Sverre Larsen Schjetlein,6000000024696329060
5,21,Carl Dahl,6000000012801048713,1,export,isolate-geni-niels-carl-michael-ius-flindt-dahl-1812-1865-frederiksb.tsv,Hans Ulrik Oxholm,6000000019484159395
5,43,Pope Benedict XIII,6000000010329851747,1,export,isolate-geni-pietro-francesco-orsini-1649-1730-rome.tsv,Elisabetta Frangipani della Tolfa,6000000031507405975
5,21,Prof. Dr. phil. David Holde,6000000042927624852,1,export,isolate-geni-prof-dr-phil-david-holde-1864-1938-berlin-wilmersdorf.tsv,Marianne Sigrid Knopf,6000000016239225523
5,22,prof.mr. Johannes Hendrik Carpentier Alting,6000000036123664824,1,export,isolate-geni-prof-mr-johannes-hendrik-carpentier-alting-1864-1929-s-.tsv,Augustinus Adrianus Franciscus Maria Deutmann,6000000197689472823
5,18,Rudolf Max Isay,6000000005085096235,0,export,isolate-geni-rudolf-max-isay-1886-1956-bonn.tsv,"Eleonore ""Lella"" Holmboe",6000000001827619573
5,75,Sven Axel Hoflund,6000000030646126873,1,export,isolate-geni-sven-axel-hoflund-1906-1979-kalmar-h.tsv,Magdalena Christina Ringberg,6000000116753598923
5,21,Tage Gillis Torsten* Carleman,6000000048017768881,1,export,isolate-geni-tage-gillis-torsten-carleman-1892-1949-danderyd.tsv,Eva Lovisa Mörner af Morlanda,6000000006802406186
5,61,"William (Wilhelm) Franz Latzko, MD",6000000016409836515,1,export,isolate-geni-william-wilhelm-franz-latzko-md-1863-1945-new-york.tsv,Placeholder Latzko,6000000225289126902
4,14,Alf Gowart-Olsen,6000000006764979093,1,export,isolate-geni-alf-gowart-olsen-1912-1972.tsv,Hjørdis Karlsen,6000000035541831822
4,22,Arvo Kunto Viljanti,6000000087669641938,1,export,isolate-geni-arvo-kunto-viljanti-wiklund-1900-1974-turku.tsv,Charles Ilmari Rainesalo,6000000006286505409
4,22,August Tuhka,6000000050669648872,1,export,isolate-geni-august-tuhka-tuhkanen-1895-1973-helsinki.tsv,Anna Wilhelmina Planting,6000000050671226858
4,26,Benno Erdmann,6000000084318378867,1,export,isolate-geni-benno-erdmann-1851-1921-berlin.tsv,Cecilia Viegener,6000000071002574965
4,22,Bert Bolin,6000000016651651794,1,export,isolate-geni-bert-rickard-johannes-bolin-1925-2007.tsv,Petra Bolette Frykstrand,6000000019028119111
4,16,Bjarne Kristensen,6000000003813808900,1,export,isolate-geni-bjarne-kristensen-1897-d.tsv,Cornelius Olsen Skjæveland,6000000019001425975
4,31,Bjarne Restan,6000000000631615727,1,export,isolate-geni-bjarne-restan-1898-1969.tsv,Anna Pedersdtr. Restan,323815601420002718
4,20,Carl Adolph Langberg,6000000006589269376,0,export,isolate-geni-carl-adolph-langberg-1850-1889-vads.tsv,Isach Wilhelm Castberg Fleischer,6000000017783340955
4,44,Christen Thomsen Barfoed,6000000017055223022,1,export,isolate-geni-christen-thomsen-barfoed-1815-1889.tsv,Erik Christian Barfoed,6000000014200933293
4,20,Christer Thorn,6000000002449490697,1,export,isolate-geni-christer-thorn-1879-1956-stockholm.tsv,Simon Olsson,6000000001708611078
4,19,Christian Frederik Lütken,6000000034067577422,1,export,isolate-geni-christian-frederik-l-tken-1827-1901.tsv,Gabriel Thomas Skat Rørdam Heiberg,6000000004272139298
4,17,Dr. Phil. Arthur Mahler,6000000013134497484,1,export,isolate-geni-dr-phil-arthur-mahler-1871-1916-vienna.tsv,Solveig Margrethe Mahler,6000000031045570866
4,39,Erik Sjöqvist,6000000040126197216,1,export,isolate-geni-erik-sj-qvist-1903-1975-eker-b.tsv,Erik Sjöqvist,6000000040126197216
4,43,Erling Christophersen,6000000026051778638,0,export,isolate-geni-erling-christophersen-1898-1994-oslo.tsv,Karen Ingeborg Cathrine Blehr,6000000020483686602
4,32,Erling Hansson Kvadsheim,6000000006563253878,0,export,isolate-geni-erling-hansson-kvadsheim-1885-1967.tsv,Ingrid Olesdotter Lomeland,6000000008337655543
4,47,Pope Alexander VII,4419858038520054927,1,export,isolate-geni-fabio-chigi-1599-1667.tsv,Filomena Marsili,6000000063791647082
4,99,Freiherr Karl Heinrich Ernst* Stromer von Reichenbach,6000000162064187855,1,export,isolate-geni-freiherr-karl-heinrich-ernst-stromer-von-reichenbach-18.tsv,Freiherr Karl Otto* Stromer von Reichenbach,6000000136293794938
4,18,Gabriel Adolf Gustafson,6000000002565671528,1,export,isolate-geni-gabriel-adolf-gustafson-1853-1915-oslo.tsv,Olaus Fredrik Sand Vogt,6000000011081106506
4,14,Garmann Granfoss,6000000044160484143,1,export,isolate-geni-garmann-granfoss-schmidt-1910-2008-sundbyberg.tsv,<private> Sola (Henriksen),6000000004178002926
4,76,Gertrude Mary Cox,6000000121159833867,0,export,isolate-geni-gertrude-mary-cox-1900-1978.tsv,Elizabeth Bulkeley,6000000002447223500
4,43,Pope Innocent X,6000000009544774015,1,export,isolate-geni-giovanni-battista-pamphilj-1574-1655-rome.tsv,Ciriaco Mattei,6000000015521590083
4,19,Gregers Otto Bruun Begtrup,6000000061177284916,0,export,isolate-geni-gregers-otto-bruun-begtrup-1769-1841-k-benhavn.tsv,Elisabeth Augusta Utke Gudme/Mørch,6000000061290436874
4,21,Hans Gram,6000000018319921158,1,export,isolate-geni-hans-gram-1685-1748-k-benhavn.tsv,Margaretha Henriette Henricha Susanne Frimann Müller,6000000006131990075
4,22,Hans Mathias Velschow,6000000024670994885,1,export,isolate-geni-hans-mathias-velschow-1796-1862-k-benhavn.tsv,Johannes Frederik Fich,6000000024668437554
4,22,Hans Robert Viktor Buch,6000000004884044177,1,export,isolate-geni-hans-robert-viktor-buch-1883-1964-helsinki.tsv,Carl Johan Henriksson Tawaststjerna,6000000000424413472
4,18,Helge Fiskaa,6000000035239314374,1,export,isolate-geni-helge-fiskaa-1942-d.tsv,<private> Strømskag,6000000002608107250
4,16,Hjalmar Johnssen,6000000018338407673,1,export,isolate-geni-hjalmar-johnssen-1852-1901.tsv,Herman Fredrik Obstfelder,6000000018338655636
4,17,Jens Jenssen,6000000007692423610,1,export,isolate-geni-jens-jenssen-1842-1905-trondheim.tsv,Mariane Jensine Jenssen,6000000013434625696
4,23,"Johan Ernst Gunnerus, Biskop i Trondheim",6000000003958968521,1,export,isolate-geni-johan-ernst-gunnerus-biskop-i-trondheim-1718-1773-krist.tsv,Inger Olsdatter Dorph,6000000014814372062
4,21,Johan Floderius,6000000019483266692,1,export,isolate-geni-johan-floderius-floderus-1721-1789.tsv,Elisabet Steuch,6000000006979190560
4,47,Johan Friis,6000000010201060159,1,export,isolate-geni-johan-friis-1820-1875-kristiansand.tsv,Peter Leth Friis,6000000014193022399
4,28,Jonas Hallenberg,6000000074687899978,1,export,isolate-geni-jonas-hallenberg-1748-1834-stockholm.tsv,Jon Larsson,6000000062013094847
4,21,Joonas Kokkonen,6000000003220505291,1,export,isolate-geni-joonas-kokkonen-1921-1996-j-rvenp.tsv,Martta Erika Purola,6000000210349166839
4,39,"Just Henrich von Ely, Eidsvollsmann",6000000014347515827,0,export,isolate-geni-just-henrich-von-ely-eidsvollsmann-1759-1824-kristiansa.tsv,Maren Elisabeth Jansdatter von Ely,6000000011880851711
4,16,Øjvind Winge,6000000169035317870,0,export,isolate-geni-jvind-winge-1886-1964-copenhagen.tsv,Frank Ingvald Wathne,6000000036584077539
4,38,Kristoffer Bertram Louis Berg,6000000018958663014,0,export,isolate-geni-kristoffer-bertram-louis-berg-1867-1944-stavanger.tsv,Peter Nikolai Randulf,6000000018955849762
4,23,Kyösti Haataja,6000000015548836652,1,export,isolate-geni-ky-sti-haataja-1881-1956-p-lk-ne.tsv,Gustafva Johansdotter Nordberg,6000000103422901931
4,26,Lars Arvid Axel von Haartman,6000000001813250098,1,export,isolate-geni-lars-arvid-axel-von-haartman-1919-1998-helsinki.tsv,Lovisa Charlotta Wilhelmina Jägerhorn af Storby,6000000000908776758
4,38,Lars Kristian Holm Brynildsen,6000000032392264556,1,export,isolate-geni-lars-kristian-holm-brynildsen-1954-2009-bergen.tsv,Berit Oftedal Brynildsen,6000000032392657087
4,21,Lars Magnus Möller,6000000020882809831,1,export,isolate-geni-lars-magnus-m-ller-1857-1912-stockholm.tsv,Anna Hilda Rudolfina Pauli,6000000007714590616
4,51,Ludvig Holm-Olsen,6000000033849935940,0,export,isolate-geni-ludvig-holm-olsen-1914-1990-bergen.tsv,Anne Gundersdatter Nærebø,6000000020023006034
4,51,Magnus Bernhard Olsen,6000000084591209979,0,export,isolate-geni-magnus-bernhard-olsen-1878-1963.tsv,Anne Ellevsdatter Langan,6000000016566217576
4,53,Niels Thorkild Rovsing,6000000031052850655,1,export,isolate-geni-niels-thorkild-rovsing-1862-1927.tsv,Ane Charlotte Crone,6000000008714449952
4,17,Oscar Stig Wikander,6000000017857202967,1,export,isolate-geni-oscar-stig-wikander-1908-1983-uppsala-c.tsv,Maria Brock (Malmström),6000000046043076970
4,58,Otto Halpern,6000000072050755070,1,export,isolate-geni-otto-halpern-1899-1982-london.tsv,Nechama Halpern,6000000027816770931
4,19,Pekka Juhana Myrberg,6000000000458217244,1,export,isolate-geni-pekka-juhana-myrberg-1892-1976-helsinki.tsv,Veli Esko Ilmari Katajarinne,6000000202135709839
4,33,Per Inge Torkelsen,6000000018941002216,1,export,isolate-geni-per-inge-torkelsen-1953-2021-radiumhospitalet-oslo.tsv,Judith Marie Torkelsen,6000000017124704110
4,38,Peter Wilhelm Bøckman,6000000017089393301,1,export,isolate-geni-peter-wilhelm-b-ckman-k-b-ckman-1927-2006.tsv,Anton Bøckman Jervell,6000000005441141462
4,17,Søren Tobias Aarstad,6000000064755109128,1,export,isolate-geni-s-ren-tobias-aarstad-1861-1928.tsv,Svend Rasmussen,6000000008888586056
4,36,Sverre Bruland,6000000012956997840,1,export,isolate-geni-sverre-tonning-olsen-bruland-1923-2013-oslo.tsv,Olaus Thonning Olsen,6000000012957159677
4,50,Thorvald Buch,6000000042754216220,0,export,isolate-geni-thorvald-buch-1863-1925.tsv,Friderich Casimirus Buch,6000000003737382558
4,48,Tuomo Mannermaa,6000000071408689846,1,export,isolate-geni-tuomo-seppo-mannermaa-1937-2015-espoo.tsv,Johannes Abraham Juhonpoika Mannermaa,6000000031451333105
3,48,Anders Wilhelm Ingman,6000000008034160064,0,save-pages,isolate-geni-anders-wilhelm-ingman-1819-1877-helsinki.tsv,Harald Johansson Nauclérus,6000000010240000883
3,28,Arnaldo Deodato da Fonseca Rozeira,6000000001088154772,1,save-pages,isolate-geni-arnaldo-deodato-da-fonseca-rozeira-1912-1984-lordelo-do.tsv,Arnaldo Narciso da Fonseca,6000000001088021553
3,72,Pope Clement V,6000000057327773067,1,save-pages,isolate-geni-betrand-de-goth-1264-1314-roquemaure.tsv,Pope Clement V,6000000057327773067
3,18,Carl Franz Dørr,6000000054990622176,1,save-pages,isolate-geni-carl-franz-d-rr-1879-1962.tsv,Ane Margrete Johannesdatter Sæland,6000000005607187224
3,15,Dagfinn Aarskog,6000000039766619938,1,save-pages,isolate-geni-dagfinn-aarskog-1928-2014-bergen.tsv,Knut Pedersen Mittet,6000000019557061076
3,55,Pope Clement X,6000000016524856961,1,save-pages,isolate-geni-emilio-bonaventura-altieri-1590-1676-rome.tsv,Ersilia Capranica,6000000032658035873
3,72,Francisco Caldeira Cabral,6000000003152860875,0,save-pages,isolate-geni-francisco-caldeira-cabral-1908-1992-coimbra.tsv,Herman Axelsen Huitfeldt,6000000184442109821
3,49,Prof. Georg Henrik von Wright,5502964838900085605,0,save-pages,isolate-geni-georg-henrik-von-wright-1916-2003-helsinki.tsv,Henrik Magnus von Wright,6000000000589541967
3,44,Georg Stein Rokkan,6000000011807777264,0,save-pages,isolate-geni-georg-stein-rokkan-1921-1979-bergen.tsv,Sonja Frafjord,6000000006336803890
3,43,Pope Urban V,6000000183986957910,1,save-pages,isolate-geni-guillaume-de-grimoard-1310-1370-avignon.tsv,? De Mostuejouls,6000000031522057461
3,23,Gustav Schmahl,6000000177463770840,1,save-pages,isolate-geni-gustav-schmahl-1929-2003-schwielowsee.tsv,Prof Ernst Ludwig Adolf von Aster,6000000141991252871
3,70,Hans Henrik Fattenborg,6000000006253433055,1,save-pages,isolate-geni-hans-henrik-fattenborg-1769-1849-kaarina.tsv,Anna Christina Eriksdotter,5207146917280118653
3,38,Harald Natvig,6000000057175128821,0,save-pages,isolate-geni-harald-natvig-1872-1947-hjerkinn.tsv,Aase Berntsdatter Aurebekk,6000000009412979361
3,38,Henrik Finne,6000000015399620672,1,save-pages,isolate-geni-henrik-finne-1898-1992.tsv,Henrik Finne,6000000015399620672
3,44,Ivar Giæver,6000000030009027971,1,save-pages,isolate-geni-ivar-gi-ver-1929-2025-schenectady.tsv,Godseier Rørosgården Søren Schieldrup Holst,6000000001827585947
3,21,Jöns Ivan Hjalmar Frisk,6000000155055551821,1,save-pages,isolate-geni-j-ns-ivan-hjalmar-frisk-1900-1984.tsv,Ernst Paulus Bendz,6000000140997657859
3,18,"Jens Erichstrup, Eidsvollsmann",6000000014287321085,1,save-pages,isolate-geni-jens-erichstrup-eidsvollsmann-1775-1826.tsv,Claus Heide Christophersen Bomhoff,6000000016476125295
3,20,Johan Browallius,6000000008715164518,1,save-pages,isolate-geni-johan-browallius-1707-1755-turku-bo.tsv,Bishop Jakob Gadolin,6000000005442236186
3,49,Johan Peter Weisse,6000000027593736914,0,save-pages,isolate-geni-johan-peter-weisse-1832-1886-kristiania.tsv,Karen (Kari) Dyresdatter Hanestad,6000000007279272308
3,18,Johan Severin Axell,6000000005545740001,1,save-pages,isolate-geni-johan-severin-axell-1843-1892-wiesbaden.tsv,Gunnar Unger,6000000007587694720
3,23,Johannes Jonasson Columbus,6000000015302506749,1,save-pages,isolate-geni-johannes-jonasson-columbus-columbus-1640-1684-uppsala.tsv,Catharina von Scheffer,6000000008798575043
3,52,Rafael Koskimies,6000000051276273861,1,save-pages,isolate-geni-kaarlo-rafael-koskimies-forsman-1898-1977-helsinki.tsv,Jaakko Forsman,6000000007051275051
3,21,Karl Oskar Karl Medin,6000000035169497997,1,save-pages,isolate-geni-karl-oskar-karl-medin-1847-1927-stockholm.tsv,Ida Fredrica Petersén,6000000049134640939
3,27,Kichimatsu Kishi,365466687720012045,1,save-pages,isolate-geni-kichimatsu-kishi-1872-1956-orange.tsv,John Hirasaki,365313857240013083
3,51,Lauritz Scavenius,6000000007959864423,0,save-pages,isolate-geni-lauritz-scavenius-1562-1626-stavanger.tsv,Gudrun Guttormsdatter Hudfat,6000000018464035156
3,25,Martinus Henrici Stodius,6000000007182167503,1,save-pages,isolate-geni-martin-henriksson-stodius-1590-1676-n-dendal.tsv,Anders Eskilsson Petraeus,6000000007182829201
3,47,Michelangelo Conti - Pope Innocent XIII,6000000020013489270,1,save-pages,isolate-geni-michelangelo-conti-1655-1724-rome.tsv,Violante Conti,6000000052215030827
3,20,Niels W. Gade,6000000015485735160,1,save-pages,isolate-geni-niels-wilhelm-gade-1817-1890-holmens-sogn-k-benhavn.tsv,Oswalde Adolphe Fibiger,6000000019023540872
3,18,Professor Oskar Sillén,6000000007339101221,1,save-pages,isolate-geni-oskar-carl-gustaf-sill-n-1883-1965-stockholm.tsv,Carl Georg Juhlin-Dannfelt,6000000026972756419
3,37,Pope Innocent VI,6000000129556183032,1,save-pages,isolate-geni-papa-inoc-ncio-vi-tienne-aubert-1282-1362-avignon.tsv,"sergent d'armes du roi Gautier Aubert, Seigneur de Mons, de Berac de Saint Saturnin",6000000006910218376
3,25,Pehr Kalm,6000000007676113728,1,save-pages,isolate-geni-pehr-kalm-1716-1779-turku.tsv,Valborg Larsdotter Gallus,6000000007630944209
3,18,Peter Petersen Waage,6000000007243462851,1,save-pages,isolate-geni-peter-petersen-waage-1833-1900-karl-johans-gate-47-oslo.tsv,Peder Andreassen Bull,6000000002278450149
3,39,Pope Adrian I di via Lata,6000000003367976924,1,save-pages,isolate-geni-pope-adrian-i-di-via-lata-c-700-795-roma.tsv,Benedetto di Tuscolo,6000000010644712727
3,21,Risto Kalevi Tuomikoski,6000000095688098893,1,save-pages,isolate-geni-risto-kalevi-tuomikoski-1911-1989-helsinki.tsv,Kalle Väisälä,6000000004429730005
3,60,Salomon Munk,6000000015960507216,1,save-pages,isolate-geni-salomon-munk-1803-1867-paris.tsv,Samuel Munk,6000000019553763111
