token,usage,bearers,script,marker,existing_qid,action
Poulsen,family,17,Latin,,Q1434084,link
Simonsen,given,17,Latin,,,create
Israël,family,17,Latin,,Q61031800,link
Dale,given,17,Latin,,Q3701009,link
Benveniste,family,17,Latin,,Q21508658,link
Giles,family,17,Latin,,Q16870187,link
Grünhut,family,17,Latin,,Q83495795,link
Dangstorp,family,17,Latin,,,create
Perry,given,17,Latin,,Q205027,link
Syversen,family,17,Latin,,,create
Dyfnwal,family,17,Latin,,,create
Ingerø,family,17,Latin,,,create
Monroe,family,17,Latin,,Q2780460,link
Honig,family,17,Latin,,Q21450412,link
Contreras,family,17,Latin,,Q30102559,link
Jordan,given,17,Latin,,Q14021944,link
Vatvet,family,17,Latin,,,create
Sloss,family,17,Latin,,Q37039234,link
og,family,17,Latin,,,create
(de,family,17,Latin,,,create
Loewenstein,family,17,Latin,,Q21449567,link
Sigurdsson,family,17,Latin,,Q21506553,link
Noye,family,17,Latin,,,create
Hamm,family,17,Latin,,Q16870468,link
Liebmann,family,17,Latin,,Q21487152,link
Peñaloza,family,17,Latin,,Q56809508,link
Franck,family,17,Latin,,Q18609095,link
Alleman,family,17,Latin,,Q21448932,link
Alvares,family,17,Latin,,,create
Comte,given,17,Latin,,,create
徐,family,17,Han,,,create
Assersen,family,17,Latin,,Q122835376,link
Mendez,family,17,Latin,,Q19848883,link
Tangen,family,17,Latin,,Q27888838,link
Trolle,family,17,Latin,,Q42748130,link
Alcoforado,family,17,Latin,,Q95131441,link
Pinheiro,family,17,Latin,,Q10349837,link
Ustick,family,17,Latin,,,create
Valabrègue,family,17,Latin,,Q54529311,link
Bartlett,family,17,Latin,,Q15785662,link
Carneiro,family,17,Latin,,Q9697598,link
Castañeda,family,17,Latin,,Q15715634,link
Fois,family,17,Latin,,,create
Jåtten,family,17,Latin,,,create
Orellana,family,17,Latin,,,create
Rochechouart,family,17,Latin,,,create
Bazán,family,17,Latin,,Q53672050,link
Dirdal,family,17,Latin,,Q39043109,link
Reuse-Bingen,family,17,Latin,,,create
Bours,family,17,Latin,,,create
Gagge,family,17,Latin,,Q34681338,link
Haugsten,family,17,Latin,,,create
Soldal,family,17,Latin,,,create
Avery,family,17,Latin,,Q790638,link
Wertheimstein,family,17,Latin,,Q92101101,link
Cordova,family,17,Latin,,Q36949856,link
Fawr,given,17,Latin,,,create
Griffin,family,17,Latin,,Q1546592,link
Samuels,family,17,Latin,,Q21475212,link
Borda,family,17,Latin,,,create
Guttormsen,given,17,Latin,,,create
Lastic,family,17,Latin,,,create
Leser,family,17,Latin,,Q37182135,link
Lorena,family,17,Latin,,,create
Oxe,family,17,Latin,,Q47010919,link
Rosseland,family,17,Latin,,Q27888982,link
Telles,family,17,Latin,,Q37522132,link
Torsnes,family,17,Latin,,,create
Garces,family,17,Latin,,Q37102874,link
Gausland,family,17,Latin,,,create
Hamilton,given,17,Latin,,Q19818110,link
Hocking,family,17,Latin,,Q16870814,link
Omer,family,17,Latin,,,create
Selden,family,17,Latin,,Q20997865,link
Tengesdal,family,17,Latin,,,create
Villanueva,family,17,Latin,,,create
Vizela,family,17,Latin,,,create
Lagesen,given,17,Latin,,,create
Martinsen,given,17,Latin,,,create
Straus,family,17,Latin,,Q12803580,link
구,family,17,Hangul,,,create
Anjou,family,17,Latin,,Q46994884,link
Fasti,family,17,Latin,,,create
Kiempe,family,17,Latin,,,create
Ledford,family,17,Latin,,,create
Margolioth,family,17,Latin,,,create
Sørum,family,17,Latin,,,create
Tudor,family,17,Latin,,Q7851265,link
Billy,family,17,Latin,,,create
Holstein-Schauenburg,family,17,Latin,,,create
Laval,family,17,Latin,,,create
Tømmerstøl,family,17,Latin,,,create
전,family,17,Hangul,,,create
Aanestad,family,17,Latin,,,create
Bråstein,family,17,Latin,,,create
Kleppa,family,17,Latin,,,create
Marques,family,17,Latin,,Q25352580,link
Paullus,given,17,Latin,,,create
Potter,family,17,Latin,,Q2106585,link
Tréfousse,family,17,Latin,,Q97141630,link
Åsland,family,17,Latin,,Q30307411,link
131,family,17,none,,,create
Gunnarsson,given,17,Latin,,,create
Taira,given,17,Latin,,,create
Valen,family,17,Latin,,Q16911570,link
Årsland,family,17,Latin,,,create
Akbar,given,17,Latin,,Q28790469,link
Alsvik,family,17,Latin,,Q30829723,link
Roquefeuil,family,17,Latin,,,create
Rosensparre,family,17,Latin,,Q49606598,link
Trondson,given,17,Latin,,,create
Ábrego,family,17,Latin,,,create
Breisach,family,17,Latin,,Q106066275,link
Byre,family,17,Latin,,,create
Caspar,given,17,Latin,,Q18145725,link
Gegg,family,17,Latin,,,create
Gould,family,17,Latin,,Q669368,link
Jaques,family,17,Latin,,Q37511637,link
d'Aire,family,17,Latin,,,create
Øystre,family,17,Latin,,,create
Al-Azdi,family,17,Latin,,,create
Cámara,family,17,Latin,,,create
César,given,17,Latin,,Q18342089,link
FitzRoy,family,17,Latin,,,"AMBIGUOUS - review, do not create"
Gestrinius,family,17,Latin,,,create
Jin,given,17,Latin,,,"AMBIGUOUS - review, do not create"
Jordbræk,family,17,Latin,,,create
Kanō,family,17,Latin,,Q26203565,link
Lauritzen,given,17,Latin,,,create
Munn,family,17,Latin,,Q21449207,link
Nachum,given,17,Latin,,Q20000649,link
Nilsdtr,given,17,Latin,,,create
Teomim-Frankel,family,17,Latin,,,create
n-Araidhe,family,17,Latin,,,create
澤,given,17,Han,,,create
Coronado,family,17,Latin,,Q23805591,link
Fiszel,family,17,Latin,,Q48553436,link
Hinojos,family,17,Latin,,,create
Klingshei,family,17,Latin,,,create
Mikkelson,given,17,Latin,,,create
Milbourne,family,17,Latin,,Q37071398,link
Montlhéry,family,17,Latin,,,create
Nord-Halleland,family,17,Latin,,,create
Sabinus,given,17,Latin,,Q7396201,link
Toucy,family,17,Latin,,,create
Zyngier,family,17,Latin,,,create
alias,given,17,Latin,,,create
Alcalá,family,17,Latin,,,create
Egede,given,17,Latin,,,create
Eriksdtr.,given,17,Latin,,,create
Ligne,family,17,Latin,,,create
Megas,given,17,Latin,,,create
Surya,given,17,Latin,,,create
Tjugum,family,17,Latin,,,create
Tobón,family,17,Latin,,,create
Vazquez,family,17,Latin,,Q28800796,link
Weekley,family,17,Latin,,Q7979489,link
סופר,family,17,Hebrew,,,create
真田,family,17,Han,,,create
(Dalem,given,17,Latin,,,create
Allan,given,17,Latin,,Q2616573,link
Aziz,given,17,Latin,,Q18608332,link
Baez,family,17,Latin,,,create
Berrong,family,17,Latin,,,create
Crespin,family,17,Latin,,Q37291426,link
Eochaid,given,17,Latin,,,create
Erwin,given,17,Latin,,Q16747215,link
Knutsdtr,given,17,Latin,,,create
Lundin,family,17,Latin,,Q21450868,link
Mangkubumi,given,17,Latin,,,create
Miltzow,family,17,Latin,,,create
Neufville,family,17,Latin,,Q37555184,link
Sa'id,given,17,Latin,,,create
Salmelid,family,17,Latin,,,create
Shearman,family,17,Latin,,Q21491128,link
Tilden,family,17,Latin,,Q7802093,link
Wegner,family,17,Latin,,Q21450698,link
Zainal,given,17,Latin,,,create
d'Arpajon,family,17,Latin,,Q105771623,link
三村,family,17,Han,,,create
(Adipati,given,17,Latin,,,create
Abbas,given,17,Latin,,Q479503,link
Abe,given,17,Latin,,Q2918456,link
Al-Awadhli,family,17,Latin,,,create
Arispe,family,17,Latin,,,create
Camarena,family,17,Latin,,,create
Cilli,family,17,Latin,,,create
Eilevson,given,17,Latin,,,create
Grafin,given,17,Latin,,,create
Jati,given,17,Latin,,,create
Joy,given,17,Latin,,Q4539731,link
Maltesen,given,17,Latin,,,create
Manlius,given,17,Latin,,,create
Marchand,given,17,Latin,,,create
Ormson,given,17,Latin,,,create
Rufius,given,17,Latin,,,create
Sæve,family,17,Latin,,,create
Treat,family,17,Latin,,Q37543308,link
raja,given,17,Latin,,Q56872239,link
蘆名,family,17,Han,,,create
#4,given,17,none,,,create
143,family,17,none,,,create
17,given,17,none,,,create
18世,family,17,Han,,,create
4.,given,17,none,,,create
Aymar,given,17,Latin,,Q19883115,link
Dagfinn,given,17,Latin,,Q3481066,link
Endang,given,17,Latin,,,create
Gediminaitis,family,17,Latin,,,create
Harrach,family,17,Latin,,,create
Ingjald,given,17,Latin,,Q138380744,link
Joko,given,17,Latin,,,create
Karsten,given,17,Latin,,Q18823058,link
Mstislavich,given,17,Latin,,,create
Paulinus,given,17,Latin,,Q18978408,link
Piotr,given,17,Latin,,Q15897269,link
Prego,family,17,Latin,,,create
RADEN,given,17,Latin,,,create
Raimundo,given,17,Latin,,Q19819793,link
Ronggo,given,17,Latin,,,create
Sandobal,family,17,Latin,,,create
Sina,given,17,Latin,,Q15847639,link
Thrace,given,17,Latin,,,create
Ubayd,given,17,Latin,,,create
Vogn,given,17,Latin,,,create
ÁRPÁD,family,17,Latin,,,create
Белозерский,family,17,Cyrillic,,,create
Долгово-Сабуров,family,17,Cyrillic,,,create
לאנדא,family,17,Hebrew,,,create
משולם,given,17,Hebrew,,,create
悅,given,17,Han,,,create
식,given,17,Hangul,,,create
(Molher,given,17,Latin,,,create
(odm.),family,17,Latin,,,create
78,family,17,none,,,create
Aamund,given,17,Latin,,,create
Agostinho,given,17,Latin,,Q20819853,link
Alberic,given,17,Latin,,Q2637375,link
Alfrida,given,17,Latin,,Q10405115,link
Alhed,given,17,Latin,,,create
Amicie,given,17,Latin,,Q109237312,link
Antonette,given,17,Latin,,Q21142193,link
Ar,given,17,Latin,,,create
Arnfinn,given,17,Latin,,Q3481835,link
Arnoud,given,17,Latin,,Q18039276,link
Arturo,given,17,Latin,,Q18075656,link
Berthilde,given,17,Latin,,,create
Bror,given,17,Latin,,Q4563550,link
Brosse,family,17,Latin,,Q56537865,link
Caius,given,17,Latin,,Q1026023,link
Camillo,given,17,Latin,,Q20000570,link
Celia,given,17,Latin,,Q900312,link
Chongling,family,17,Latin,,,create
Cordelia,given,17,Latin,,Q831123,link
Ebbesdatter,patronymic,17,Latin,sdatter,,create
Eggert,given,17,Latin,,Q55375963,link
Eilev,given,17,Latin,,Q30147489,link
Eisik,given,17,Latin,,,create
Elionor,given,17,Latin,,Q19729592,link
Ellef,given,17,Latin,,Q15362369,link
Encarnación,given,17,Latin,,Q5832317,link
Enevoldsdatter,patronymic,17,Latin,sdatter,,create
Engebret,given,17,Latin,,Q11967473,link
Eskild,given,17,Latin,,,create
Feliciano,given,17,Latin,,Q5858003,link
Fernan,given,17,Latin,,,create
GRAy,given,17,Latin,,Q29514598,link
Genendel,given,17,Latin,,Q135526850,link
Gjøa,given,17,Latin,,,create
Gontinha,given,17,Latin,,,create
Gudmundsdtr.,given,17,Latin,,,create
Guichard,given,17,Latin,,,create
Halldor,given,17,Latin,,Q19688806,link
Helfenstein-Wiesensteig,family,17,Latin,,,create
Henricus,given,17,Latin,,Q16908634,link
Hepzibah,given,17,Latin,,Q28937735,link
Ildefonso,given,17,Latin,,Q3796357,link
Ivanovna,patronymic,17,Latin,ovna,,create
Ivy,given,17,Latin,,Q1269797,link
Jacobine,given,17,Latin,,Q21148030,link
Jelena,given,17,Latin,,,"AMBIGUOUS - review, do not create"
Jonasdotter,patronymic,17,Latin,sdotter,,create
Josua,given,17,Latin,,Q18327995,link
Julienne,given,17,Latin,,Q1705088,link
Julián,given,17,Latin,,Q5850421,link
Jutlé,given,17,Latin,,,create
KPH,given,17,Latin,,,create
Lagesdatter,patronymic,17,Latin,sdatter,,create
Lancelot,given,17,Latin,,Q3216952,link
Larine,given,17,Latin,,,create
Leander,given,17,Latin,,Q664915,link
Lilian,given,17,Latin,,Q18107460,link
Lleucu,given,17,Latin,,Q19008026,link
Lucrezia,given,17,Latin,,Q18196477,link
Lugarda,given,17,Latin,,,create
Maltesdatter,patronymic,17,Latin,sdatter,,create
Marem,given,17,Latin,,,create
Markvard,given,17,Latin,,,create
Metella,given,17,Latin,,,create
Natalie,given,17,Latin,,Q14899148,link
Ngb,given,17,Latin,,,create
Nicola,given,17,Latin,,Q951924,link
Obadiah,given,17,Latin,,Q1249281,link
Olaves,given,17,Latin,,,create
Pang,given,17,Latin,,Q96637391,link
Paola,given,17,Latin,,Q13137395,link
Pascuala,given,17,Latin,,Q43400218,link
Pelayo,given,17,Latin,,Q43653325,link
Phyllis,given,17,Latin,,Q18577853,link
Pétronille,given,17,Latin,,Q28042676,link
Reizche,given,17,Latin,,,create
Riccardo,given,17,Latin,,Q15720880,link
Rodolphe,given,17,Latin,,Q18010027,link
Saeed,given,17,Latin,,Q23049755,link
Stéphanie,given,17,Latin,,Q19819808,link
Susana,given,17,Latin,,Q14936073,link
Sviatoslavich,given,17,Latin,,,create
Swee,given,17,Latin,,,create
Sybilla,given,17,Latin,,Q65179333,link
Tale,given,17,Latin,,Q12005110,link
Tangwystl,given,17,Latin,,Q21573681,link
Thord,given,17,Latin,,Q20730759,link
Thorsdatter,patronymic,17,Latin,sdatter,,create
Torgrim,given,17,Latin,,Q19572144,link
Tormodsson,given,17,Latin,,,create
Ture,given,17,Latin,,Q2460609,link
Tønne,given,17,Latin,,Q51171141,link
Udalrich,given,17,Latin,,Q2472988,link
Village,family,17,Latin,,,create
Willum,given,17,Latin,,Q16430433,link
Yong,given,17,Latin,,,"AMBIGUOUS - review, do not create"
Yves,given,17,Latin,,,create
Yì),given,17,Latin,,,create
Yù,given,17,Latin,,,"AMBIGUOUS - review, do not create"
Zerline,given,17,Latin,,Q63681222,link
prabhu,given,17,Latin,,,create
sri,given,17,Latin,,,create
Øysteinsdatter,patronymic,17,Latin,sdatter,,create
Þóra,given,17,Latin,,Q163495,link
Þórðardóttir,patronymic,17,Latin,dóttir,Q25434621,link
Давид,given,17,Cyrillic,,,create
Львович,given,17,Cyrillic,,,create
Сасанид,family,17,Cyrillic,,,create
Тимофей,given,17,Cyrillic,,,create
الحنفي,family,17,Arabic,,,create
العمري,family,17,Arabic,,,create
المذحجي,family,17,Arabic,,,create
بكر,given,17,Arabic,,,create
ثعلبة,given,17,Arabic,,,create
عيسى,given,17,Arabic,,,create
五島,family,17,Han,,,create
京兆高陵,family,17,Han,,,create
佐々,family,17,Han,,,create
儉,given,17,Han,,,create
天皇,family,17,Han,,,create
川勝,family,17,Han,,,create
川口,family,17,Han,,,create
广东清山县后衙,family,17,Han,,,create
广东香县山县库充乡,family,17,Han,,,create
廣東香縣山縣庫充鄉,family,17,Han,,,create
志,given,17,Han,,,create
昌,given,17,Han,,,create
會稽餘姚,family,17,Han,,,create
楷,given,17,Han,,,create
樂浪,family,17,Han,,,create
欽,given,17,Han,,,create
汴州開封,family,17,Han,,,create
清,given,17,Han,,,create
琮,given,17,Han,,,create
瑾,given,17,Han,,,create
翼,given,17,Han,,,create
蒲池,family,17,Han,,,create
衡,given,17,Han,,,create
諏訪,family,17,Han,,,create
趙州,family,17,Han,,,create
長尾,family,17,Han,,,create
León,given,16,Latin,,Q20000925,link
Ali,family,16,Latin,,Q648010,link
Munk,given,16,Latin,,,create
Porter,given,16,Latin,,Q29709394,link
Chilton,given,16,Latin,,Q85470719,link
Samson,family,16,Latin,,Q13538867,link
יוסף,family,16,Hebrew,,,create
Erikson,family,16,Latin,,Q1294105,link
郭,family,16,Han,,,create
Santa,given,16,Latin,,Q16281197,link
Goch,family,16,Latin,,,create
Yú,family,16,Latin,,,create
Person,family,16,Latin,,Q16881132,link
Ithel,family,16,Latin,,,create
Ieuan,family,16,Latin,,,create
HaKohen,family,16,Latin,,,create
Castelo-Branco,family,16,Latin,,,create
Eng,given,16,Latin,,,create
Olavson,family,16,Latin,,,create
Solano,given,16,Latin,,Q58525724,link
Dale,family,16,Latin,,Q13582244,link
Heen,family,16,Latin,,Q36909751,link
Portocarreiro,family,16,Latin,,Q106427548,link
Ovalle,family,16,Latin,,Q37185668,link
신,given,16,Hangul,,,create
Pettersen,given,16,Latin,,,create
Mason,family,16,Latin,,Q12664711,link
Ríos,family,16,Latin,,Q27436684,link
Schwelm,family,16,Latin,,Q97163030,link
Gibbs,family,16,Latin,,Q16870181,link
Holte,family,16,Latin,,Q30097996,link
Sigurdsson,given,16,Latin,,,create
Clemens,given,16,Latin,,,"AMBIGUOUS - review, do not create"
Olea,given,16,Latin,,Q19384494,link
Bezerra,family,16,Latin,,Q16833391,link
Stiefel,family,16,Latin,,Q56245150,link
Izarra,family,16,Latin,,,create
Kahana,family,16,Latin,,Q37561533,link
Schmelkes,family,16,Latin,,Q106070045,link
Gabestad,family,16,Latin,,,create
Ljosland,family,16,Latin,,,create
Urbina,family,16,Latin,,Q21450187,link
Amorim,family,16,Latin,,Q21488914,link
Filtvet,family,16,Latin,,,create
Ladrón,family,16,Latin,,,create
Bengtsson,family,16,Latin,,Q21493506,link
Azagra,family,16,Latin,,,create
Bell,given,16,Latin,,Q21423096,link
Cordoba,family,16,Latin,,,create
Austvoll,family,16,Latin,,,create
Cerqueira,family,16,Latin,,,create
Chacim,family,16,Latin,,,create
Kuno,given,16,Latin,,Q19967528,link
Panter,family,16,Latin,,Q37144141,link
Arriola,family,16,Latin,,,create
우,family,16,Hangul,,,create
Narbona,family,16,Latin,,,create
Willoughby,family,16,Latin,,Q29546788,link
Francia,family,16,Latin,,,create
Hussey,family,16,Latin,,Q21493098,link
Sanford,given,16,Latin,,Q7417600,link
Hedin,family,16,Latin,,Q23135942,link
Sang,given,16,Latin,,Q27350540,link
Sutton,family,16,Latin,,Q16884069,link
Gugenheim,family,16,Latin,,Q104971535,link
Khoo,given,16,Latin,,,create
Rochefort,family,16,Latin,,,create
Brynildsen,family,16,Latin,,Q27824333,link
Heggeland,family,16,Latin,,,create
Hove,family,16,Latin,,Q30131972,link
Ji,given,16,Latin,,,"AMBIGUOUS - review, do not create"
Kessel,family,16,Latin,,Q21484625,link
Margaliyot,family,16,Latin,,,create
Tocco,family,16,Latin,,Q36928230,link
Ugarte,family,16,Latin,,Q21501846,link
Axelsson,given,16,Latin,,,create
Botne,family,16,Latin,,,create
Edland,family,16,Latin,,,create
Fugger,family,16,Latin,,Q37018433,link
Løvenbalk,family,16,Latin,,Q47538589,link
St,family,16,Latin,,,create
Alva,given,16,Latin,,Q448135,link
Beichlingen,family,16,Latin,,,create
Dypedal,family,16,Latin,,,create
Fleming,family,16,Latin,,Q1427982,link
Laverde,family,16,Latin,,,create
Lien,family,16,Latin,,,create
Riaño,family,16,Latin,,,create
Rueff,family,16,Latin,,Q37467347,link
Woodward,family,16,Latin,,Q20727244,link
Aukland,family,16,Latin,,Q4821650,link
Domínguez,family,16,Latin,,,create
Wallish,family,16,Latin,,,create
d'Aubigny,family,16,Latin,,Q104594322,link
Bryske,family,16,Latin,,Q130350607,link
Dahle,family,16,Latin,,Q30079876,link
Emesa,family,16,Latin,,,create
Frost,family,16,Latin,,Q1470501,link
지,given,16,Hangul,,,create
Agdestein,family,16,Latin,,Q21501754,link
Darmstadt,family,16,Latin,,Q37024550,link
Eriksdtr,family,16,Latin,,,create
Fotland,family,16,Latin,,Q29726874,link
Godov,family,16,Latin,,,create
Lencastre,family,16,Latin,,,create
Roode,family,16,Latin,,Q37212499,link
Townsend,family,16,Latin,,Q7830161,link
d'Alsace,family,16,Latin,,Q104825226,link
Curnow,family,16,Latin,,Q37507093,link
Floersheim,family,16,Latin,,,create
Hellgren,family,16,Latin,,Q31804729,link
文,given,16,Han,,,create
Ceredig,family,16,Latin,,,create
Correal,family,16,Latin,,,create
Fragoso,family,16,Latin,,Q37192652,link
Grancey,family,16,Latin,,Q105107709,link
Grødaland,family,16,Latin,,,create
Janvre,family,16,Latin,,,create
Las,family,16,Latin,,,create
Skave,family,16,Latin,,,create
Stræt,family,16,Latin,,,create
Ya'ish,family,16,Latin,,,create
Abrahamsen,given,16,Latin,,,create
Aleth,given,16,Latin,,,create
Beermann,family,16,Latin,,Q814099,link
Brooker,family,16,Latin,,Q16860541,link
Eliasson,given,16,Latin,,,create
Fitch,family,16,Latin,,Q14915274,link
Ile,family,16,Latin,,,create
Kaulla,family,16,Latin,,Q55697486,link
Pelet,family,16,Latin,,Q104832352,link
Blasco,given,16,Latin,,Q43382219,link
Florida,family,16,Latin,,,create
Gore,family,16,Latin,,Q12018387,link
Helleren,family,16,Latin,,,create
Hvite,family,16,Latin,,,create
Jensdtr,given,16,Latin,,,create
Kalberg,family,16,Latin,,,create
Montaigu,family,16,Latin,,,create
Salas,family,16,Latin,,Q30423674,link
Torreblanca,family,16,Latin,,,create
경,given,16,Hangul,,,create
Bluemel,family,16,Latin,,Q37020075,link
Gavelius,family,16,Latin,,Q47463363,link
Gavere,family,16,Latin,,,create
Lezcano,family,16,Latin,,,create
Rappoport,family,16,Latin,,Q15539460,link
Salih,given,16,Latin,,Q1509192,link
Våga,family,16,Latin,,,create
נחום,given,16,Hebrew,,,create
Beaumetz,family,16,Latin,,,create
Dandridge,family,16,Latin,,Q20996050,link
Fadrique,given,16,Latin,,Q21401506,link
Hadi,given,16,Latin,,Q1457859,link
Hovda,family,16,Latin,,Q37278926,link
Ii,given,16,Latin,,,create
Manheim,family,16,Latin,,Q33089183,link
Welfen,family,16,Latin,,,create
Woodbridge,family,16,Latin,,Q17057482,link
Ballenstedt,family,16,Latin,,,create
Benitez,family,16,Latin,,,create
Botetourt,family,16,Latin,,,create
Hohenzollern-Nürnberg,family,16,Latin,,,create
Lindeberg,family,16,Latin,,Q27877587,link
Phinehas,given,16,Latin,,Q18978410,link
Rethel,family,16,Latin,,Q99981785,link
Roisin,family,16,Latin,,,create
