token	usage	bearers	existing_item	action	native_label	p144_targets	p144_names	p144_ambiguous	p144_unknown	p144_withdrawn	p5278_pair	stem	p407
gitleivsdatter	patronymic	4		create	gitleivsdatter				Gitleiv			gitleiv	Q9043
gitlesdatter	patronymic	45		create	gitlesdatter	Q12715080	Gitle				gitleson	gitle	Q9043
gitlesdotter	patronymic	1		create	gitlesdotter	Q12715080	Gitle				gitleson	gitles	Q9027
gitlesen	patronymic	16		create	gitlesen	Q12715080	Gitle				gitlesdatter	gitle	Q9043
gitleson	patronymic	27		create	gitleson	Q12715080	Gitle				gitlesdatter	gitle	
gitlesson	patronymic	1		create	gitlesson	Q12715080	Gitle				gitlesdatter	gitle	Q9027
gizurarson	patronymic	1		create	gizurarson	Q838800	Gizur					gizurar	
giälarsdotter	patronymic	1		create	giälarsdotter				Gälar		giälarsson	giälars	Q9027
giälarsson	patronymic	1		create	giälarsson				Gälar		giälarsdotter	giälar	Q9027
giödesdatter	patronymic	1		create	giödesdatter				Giøde			giöde	Q9043
giødesdatter	patronymic	7		create	giødesdatter				Giøde		giødesen	giøde	Q9043
giødesen	patronymic	5		create	giødesen				Giøde Giøte		giødesdatter	giøde	Q9043
giøtesdatter	patronymic	2		create	giøtesdatter				Giøte		giøtesen	giøte	Q9043
giøtesen	patronymic	2		create	giøtesen				Giøte		giøtesdatter	giøte	Q9043
gjardarsdotter	patronymic	1		create	gjardarsdotter				Gjardar		gjardarsson	gjardars	Q9027
gjardarsson	patronymic	1		create	gjardarsson				Gjardar		gjardarsdotter	gjardar	Q9027
gjeiruvsdatter	patronymic	1		create	gjeiruvsdatter				Gjeiruv			gjeiruv	Q9043
gjerdtsdatter	patronymic	1		create	gjerdtsdatter				Gierdt			gjerdt	Q9043
gjerlaugsdatter	patronymic	7		create	gjerlaugsdatter				Gjerlaug		gjerlaugsen	gjerlaug	Q9043
gjerlaugsen	patronymic	6		create	gjerlaugsen				Gjerlaug		gjerlaugsdatter	gjerlaug	Q9043
gjerlougsdatter	patronymic	2		create	gjerlougsdatter				Gjerlaug Gjerloug		gjerlougsen	gjerloug	Q9043
gjerlougsen	patronymic	1		create	gjerlougsen				Gjerlaug		gjerlougsdatter	gjerloug	Q9043
gjerlovsdatter	patronymic	1		create	gjerlovsdatter				Gjerløv			gjerlov	Q9043
gjerløvsdatter	patronymic	4		create	gjerløvsdatter				Gjerløv		gjerløvsen	gjerløv	Q9043
gjerløvsen	patronymic	7		create	gjerløvsen				Gjerløv		gjerløvsdatter	gjerløv	Q9043
gjerløwsdatter	patronymic	1		create	gjerløwsdatter				Gjerløv		gjerløwsen	gjerløw	Q9043
gjerløwsen	patronymic	3		create	gjerløwsen				Gjerløv		gjerløwsdatter	gjerløw	Q9043
gjermundsdatter	patronymic	44		create	gjermundsdatter	Q3441894 Q24401711	Gjermund Geirmund				gjermundsen	gjermund	Q9043
gjermundsdotter	patronymic	8		create	gjermundsdotter	Q3441894 Q24401711	Gjermund Geirmund				gjermundsen	gjermunds	Q9027
gjermundsen	patronymic	41		create	gjermundsen	Q3441894	Gjermund				gjermundsdatter	gjermund	Q9043
gjermundson	patronymic	26		create	gjermundson	Q3441894 Q24401711	Gjermund Geirmund				gjermundsdatter	gjermund	
gjermundsson	patronymic	4		create	gjermundsson	Q3441894	Gjermund				gjermundsdatter	gjermund	Q9027
gjertsdatter	patronymic	40		create	gjertsdatter	Q19572194 Q21146848 Q71148594 Q7996169 Q5553169	Gjert Gerdt Giert Gerhard Gert				gjertsen	gjert	Q9043
gjertsdotter	patronymic	2		create	gjertsdotter	Q19572194	Gjert				gjertsen	gjerts	Q9027
gjertsen	patronymic	51		create	gjertsen	Q19572194 Q71148594 Q21146848	Gjert Giert Gerdt				gjertsdatter	gjert	Q9043
gjertson	patronymic	4		create	gjertson	Q19572194 Q5553169 Q21146848	Gjert Gert Gerdt				gjertsdatter	gjert	
gjeruldsdatter	patronymic	9		create	gjeruldsdatter	Q30153670	Gjeruld				gjeruldsen	gjeruld	Q9043
gjeruldsen	patronymic	6		create	gjeruldsen	Q30153670	Gjeruld				gjeruldsdatter	gjeruld	Q9043
gjerulvsdatter	patronymic	5		create	gjerulvsdatter				Gjerulv		gjerulvsen	gjerulv	Q9043
gjerulvsen	patronymic	7		create	gjerulvsen				Gjerulv		gjerulvsdatter	gjerulv	Q9043
gjestdatter	patronymic	5		create	gjestdatter	Q121766356	Gjest				gjestsen	gjest	
gjestsdatter	patronymic	5		create	gjestsdatter	Q121766356	Gjest				gjestsen	gjest	Q9043
gjestsen	patronymic	23		create	gjestsen	Q121766356	Gjest		Gjæst		gjestsdatter	gjest	Q9043
gjestson	patronymic	1		create	gjestson	Q121766356	Gjest				gjestsdatter	gjest	
gjordsdatter	patronymic	6		create	gjordsdatter				Gjord		gjordsen	gjord	Q9043
gjordsen	patronymic	5		create	gjordsen				Gjord		gjordsdatter	gjord	Q9043
gjordsson	patronymic	3		create	gjordsson	Q132882575	Gjurd		Gjord		gjordsdatter	gjord	Q9027
gjurddotter	patronymic	1		create	gjurddotter	Q132882575	Gjurd				gjurdsen	gjurd	
gjurdsdatter	patronymic	5		create	gjurdsdatter	Q132882575	Gjurd				gjurdsen	gjurd	Q9043
gjurdsdotter	patronymic	4		create	gjurdsdotter	Q132882575	Gjurd				gjurdsen	gjurds	Q9027
gjurdsen	patronymic	7		create	gjurdsen	Q132882575	Gjurd				gjurdsdatter	gjurd	Q9043
gjurdsson	patronymic	4		create	gjurdsson	Q132882575	Gjurd				gjurdsdatter	gjurd	Q9027
gjursdatter	patronymic	1		create	gjursdatter				Gjur			gjur	Q9043
gjødesdatter	patronymic	4		create	gjødesdatter	Q131919080	Gjøde				gjødesen	gjøde	Q9043
gjødesen	patronymic	6		create	gjødesen	Q131919080	Gjøde				gjødesdatter	gjøde	Q9043
glbrandsdatter	patronymic	1		create	glbrandsdatter	Q131579132	Gulbrand					glbrand	Q9043
globsdatter	patronymic	4		create	globsdatter				Glob		globsen	glob	Q9043
globsen	patronymic	2		create	globsen				Glob		globsdatter	glob	Q9043
gloersdatter	patronymic	1		create	gloersdatter				Gloer			gloer	Q9043
glumurson	patronymic	1		create	glumurson	Q16425312	Glúmur					glumur	
glødersdatter	patronymic	1		create	glødersdatter				Gløder		glødersson	gløder	Q9043
gløderson	patronymic	2		create	gløderson				Gløder		glødersdatter	gløder	
glødersson	patronymic	3		create	glødersson				Gløder		glødersdatter	gløder	Q9027
gløersdatter	patronymic	2		create	gløersdatter	Q121766400	Gløer				gløersen	gløer	Q9043
gløersen	patronymic	1		create	gløersen	Q121766400	Gløer				gløersdatter	gløer	Q9043
godfredsdatter	patronymic	1		create	godfredsdatter	Q23497956	Gotfred				godfredsen	godfred	Q9043
godfredsen	patronymic	6		create	godfredsen	Q23497956 Q124096080	Gotfred Godfred				godfredsdatter	godfred	Q9043
godfredsson	patronymic	1		create	godfredsson	Q124096080	Godfred				godfredsdatter	godfred	Q9027
godgestsdatter	patronymic	1		create	godgestsdatter				Godgest		godgestsson	godgest	Q9043
godgestsson	patronymic	1		create	godgestsson				Godgest		godgestsdatter	godgest	Q9027
godhjaltsson	patronymic	1		create	godhjaltsson				Godhjalt			godhjalt	Q9027
godscalksdatter	patronymic	1		create	godscalksdatter				Godtskalk			godscalk	Q9043
godskalksdatter	patronymic	4		create	godskalksdatter				Godskalk		godskalksson	godskalk	Q9043
godskalksen	patronymic	3		create	godskalksen				Godskalk		godskalksdatter	godskalk	Q9043
godskalksson	patronymic	5		create	godskalksson	Q30153695	Gotskalk		Godskalk		godskalksdatter	godskalk	Q9027
godskedatter	patronymic	2		create	godskedatter	Q30153677	Godske				godskesen	godske	
godskesdatter	patronymic	11		create	godskesdatter	Q30153677	Godske				godskesen	godske	Q9043
godskesen	patronymic	15		create	godskesen	Q30153677	Godske				godskesdatter	godske	Q9043
godskeson	patronymic	4		create	godskeson	Q30153677	Godske				godskesdatter	godske	
godtskalksdatter	patronymic	3		create	godtskalksdatter	Q30153695	Gotskalk		Gotschalk		godtskalkson	godtskalk	Q9043
godtskalkson	patronymic	2		create	godtskalkson	Q30153695	Gotskalk				godtskalksdatter	godtskalk	
goetmersen	patronymic	1		create	goetmersen				Gothamar			goetmer	Q9043
gommesdatter	patronymic	5		create	gommesdatter				Gomme		gommesen	gomme	Q9043
gommesen	patronymic	2		create	gommesen				Gomme		gommesdatter	gomme	Q9043
goransdotter	patronymic	1		create	goransdotter	Q1559427	Göran				goranson	gorans	Q9027
goranson	patronymic	4		create	goranson	Q1559427	Göran				goransdotter	goran	
gorgsdatter	patronymic	1		create	gorgsdatter	Q1985538	Georg					gorg	Q9043
gormsen	patronymic	2		create	gormsen	Q1782248	Gorm					gorm	Q9043
gormsson	patronymic	3		create	gormsson	Q1782248	Gorm					gorm	Q9027
gorosdatter	matronymic	1		create	gorosdatter			Goro(2)				goro	Q9043
gorsson	patronymic	4		create	gorsson	Q11972374	Gor					gor	Q9027
gotfredsdatter	patronymic	2		create	gotfredsdatter	Q124096080 Q16746939	Godfred Gottfried				gotfredsen	gotfred	Q9043
gotfredsen	patronymic	1		create	gotfredsen	Q23497956	Gotfred				gotfredsdatter	gotfred	Q9043
gothardsdatter	patronymic	1		create	gothardsdatter				Gødert		gothardsen	gothard	Q9043
gothardsen	patronymic	3		create	gothardsen	Q107190449	Gothard		Gødert		gothardsdatter	gothard	Q9043
gotschalksdatter	patronymic	2		create	gotschalksdatter	Q30153695	Gotskalk		Gotschalk			gotschalk	Q9043
gotskalkdatter	patronymic	2		create	gotskalkdatter	Q30153695	Gotskalk				gotskalksson	gotskalk	
gotskalksdatter	patronymic	15		create	gotskalksdatter	Q30153695	Gotskalk		Godtskalk Godskalk		gotskalksson	gotskalk	Q9043
gotskalksdotter	patronymic	9		create	gotskalksdotter	Q30153695	Gotskalk		Godskalk Godtskalk		gotskalksson	gotskalks	Q9027
gotskalksen	patronymic	9		create	gotskalksen	Q30153695	Gotskalk				gotskalksdatter	gotskalk	Q9043
gotskalkson	patronymic	8		create	gotskalkson	Q30153695	Gotskalk		Godtskalk		gotskalksdatter	gotskalk	
gotskalksson	patronymic	11		create	gotskalksson	Q30153695	Gotskalk		Godtskalk		gotskalksdatter	gotskalk	Q9027
gottfridsdotter	patronymic	1		create	gottfridsdotter	Q21061257	Gottfrid				gottfridsson	gottfrids	Q9027
gottfridsson	patronymic	2		create	gottfridsson	Q16746939 Q21061257	Gottfried Gottfrid				gottfridsdotter	gottfrid	Q9027
gottfriedsdatter	patronymic	4		create	gottfriedsdatter	Q16746939	Gottfried		Godfrid		gottfriedsson	gottfried	Q9043
gottfriedsdotter	patronymic	3		create	gottfriedsdotter	Q16746939	Gottfried				gottfriedsson	gottfrieds	Q9027
gottfriedsson	patronymic	2		create	gottfriedsson	Q16746939	Gottfried				gottfriedsdatter	gottfried	Q9027
gottliebsdatter	patronymic	1		create	gottliebsdatter	Q18020611	Gottlieb				gottliebsson	gottlieb	Q9043
gottliebsson	patronymic	1		create	gottliebsson	Q18020611	Gottlieb				gottliebsdatter	gottlieb	Q9027
gottskalkson	patronymic	1		create	gottskalkson	Q30153695	Gotskalk					gottskalk	
gottskálksson	patronymic	1		create	gottskálksson	Q16425395	Gottskalk					gottskálk	Q9027
govertsdatter	patronymic	6		create	govertsdatter			Govert(2)			govertsen	govert	Q9043
govertsen	patronymic	7		create	govertsen			Govert(2)			govertsdatter	govert	Q9043
gramsdatter	patronymic	1		create	gramsdatter	Q112933653	Gram				gramson	gram	Q9043
gramson	patronymic	1		create	gramson	Q112933653	Gram				gramsdatter	gram	
graversdatter	patronymic	1		create	graversdatter	Q123679322	Gravers					graver	Q9043
gregersdatter	patronymic	26		create	gregersdatter	Q18704201 Q18704199	Gregers Greger				gregersen	greger	Q9043
gregersdotter	patronymic	19		create	gregersdotter	Q18704201 Q18704199	Gregers Greger				gregersen	gregers	Q9027
gregersen	patronymic	36		create	gregersen	Q18704201 Q18704199	Gregers Greger				gregersdatter	greger	Q9043
gregersson	patronymic	19		create	gregersson	Q18704201 Q18704199	Gregers Greger				gregersdatter	greger	Q9027
gregori	patronymic	1		create	gregori	Q18558712	Gregorius						
gregoridotter	patronymic	1		create	gregoridotter	Q18558712	Gregorius					gregori	
gregorii	patronymic	2		create	gregorii	Q18558712	Gregorius						
gregoriudotter	patronymic	1		create	gregoriudotter	Q18156264	Gregor				gregoriusson	gregoriu	
gregoriusdatter	patronymic	9		create	gregoriusdatter	Q18558712	Gregorius				gregoriusson	gregoriu	Q9043
gregoriusdotter	patronymic	5		create	gregoriusdotter	Q18558712	Gregorius				gregoriusson	gregorius	Q9027
gregoriusen	patronymic	3		create	gregoriusen	Q18558712	Gregorius				gregoriusdatter	gregoriu	Q9043
gregoriussen	patronymic	5		create	gregoriussen	Q18558712	Gregorius				gregoriusdatter	gregorius	Q9043
gregoriusson	patronymic	9		create	gregoriusson	Q18558712 Q18156264	Gregorius Gregor				gregoriusdatter	gregoriu	Q9027
gregorsdotter	patronymic	5		create	gregorsdotter	Q18156264 Q18704199	Gregor Greger					gregors	Q9027
gregson	patronymic	1		create	gregson			George(2)				greg	
gregusdatter	patronymic	17		create	gregusdatter				Gregus		gregussen	gregu	Q9043
gregusen	patronymic	1		create	gregusen				Gregus		gregusdatter	gregu	Q9043
gregussen	patronymic	18		create	gregussen				Gregus		gregusdatter	gregus	Q9043
greipson	patronymic	2		create	greipson				Greip			greip	
grelsdotter	patronymic	23		create	grelsdotter	Q61957903	Grels				grelsson	grels	Q9027
grelsson	patronymic	18		create	grelsson	Q61957903	Grels				grelsdotter	grel	Q9027
gretasdotter	matronymic	1		create	gretasdotter	Q16639594	Greta				gretason	gretas	Q9027
gretason	matronymic	1		create	gretason	Q16639594	Greta				gretasdotter	greta	
gretasson	matronymic	1		create	gretasson	Q16639594	Greta				gretasdotter	greta	Q9027
grimaldi	patronymic	5		create	grimaldi	Q1455827	Grimaldo						
grimkellsson	patronymic	1		create	grimkellsson	Q16425638	Grimkell					grimkell	Q9027
grimkelsson	patronymic	2		create	grimkelsson				Grimkel			grimkel	Q9027
grimsdatter	patronymic	5		create	grimsdatter				Grim Grím		grimson	grim	Q9043
grimsen	patronymic	4		create	grimsen				Grim		grimsdatter	grim	Q9043
grimson	patronymic	4		create	grimson	Q87325772	Grimm		Grim		grimsdatter	grim	
grimsson	patronymic	2		create	grimsson				Grim		grimsdatter	grim	Q9027
grinkelson	patronymic	1		create	grinkelson				Grinkel			grinkel	
grjotgardsdatter	patronymic	2		create	grjotgardsdatter				Grjotgard		grjotgardsson	grjotgard	Q9043
grjotgardsson	patronymic	6		create	grjotgardsson				Grjotgard Grjötgard		grjotgardsdatter	grjotgard	Q9027
groersdatter	patronymic	8		create	groersdatter				Groer		groersen	groer	Q9043
groersen	patronymic	1		create	groersen				Groer		groersdatter	groer	Q9043
grothausen	patronymic	1		create	grothausen				Grotthuss			grothau	Q9043
grothusen	patronymic	2		create	grothusen				Grotthuss			grothu	Q9043
grummesen	patronymic	2		create	grummesen				Grumme			grumme	Q9043
grundesdatter	patronymic	8		create	grundesdatter	Q81902111	Grunde				grundesen	grunde	Q9043
grundesen	patronymic	3		create	grundesen	Q81902111	Grunde				grundesdatter	grunde	Q9043
gréttarsson	patronymic	1		create	gréttarsson				Gréttir			gréttar	Q9027
grímkelsson	patronymic	1		create	grímkelsson	Q16425638	Grimkell					grímkel	Q9027
gudbrandsdatter	patronymic	30		create	gudbrandsdatter	Q12715173	Gudbrand				gudbrandsen	gudbrand	Q9043
gudbrandsdotter	patronymic	4		create	gudbrandsdotter	Q12715173	Gudbrand				gudbrandsen	gudbrands	Q9027
gudbrandsen	patronymic	18		create	gudbrandsen	Q12715173	Gudbrand				gudbrandsdatter	gudbrand	Q9043
gudbrandson	patronymic	3		create	gudbrandson	Q12715173	Gudbrand				gudbrandsdatter	gudbrand	
gudbrandssen	patronymic	2		create	gudbrandssen	Q12715173	Gudbrand				gudbrandsdatter	gudbrands	Q9043
gudbrandsson	patronymic	14		create	gudbrandsson	Q12715173	Gudbrand				gudbrandsdatter	gudbrand	Q9027
gudesdatter	patronymic	4		create	gudesdatter	Q124630667	Gude					gude	Q9043
gudfastsdotter	patronymic	3		create	gudfastsdotter				Gudfast		gudfastsson	gudfasts	Q9027
gudfastsson	patronymic	9		create	gudfastsson				Gudfast		gudfastsdotter	gudfast	Q9027
gudlaugsdatter	patronymic	2		create	gudlaugsdatter	Q16426011	Gudlaug				gudlaugsson	gudlaug	Q9043
gudlaugsson	patronymic	1		create	gudlaugsson	Q16426011	Gudlaug				gudlaugsdatter	gudlaug	Q9027
gudleiksdatter	patronymic	11		create	gudleiksdatter	Q33082889	Gudleik				gudleiksson	gudleik	Q9043
gudleiksdotter	patronymic	7		create	gudleiksdotter	Q33082889	Gudleik				gudleiksson	gudleiks	Q9027
gudleiksen	patronymic	5		create	gudleiksen	Q33082889	Gudleik				gudleiksdatter	gudleik	Q9043
gudleikson	patronymic	3		create	gudleikson	Q33082889	Gudleik				gudleiksdatter	gudleik	
gudleiksson	patronymic	10		create	gudleiksson	Q33082889	Gudleik				gudleiksdatter	gudleik	Q9027
gudmarsdotter	patronymic	1		create	gudmarsdotter	Q10510277	Gudmar				gudmarsson	gudmars	Q9027
gudmarsson	patronymic	3		create	gudmarsson	Q10510277	Gudmar				gudmarsdotter	gudmar	Q9027
gudmundi	patronymic	5		create	gudmundi	Q1557742 Q114245737	Gudmund Gudmundus						
gudmundsdatter	patronymic	90		create	gudmundsdatter	Q1557742	Gudmund				gudmundsen	gudmund	Q9043
gudmundsdotter	patronymic	30		create	gudmundsdotter	Q1557742 Q114245737	Gudmund Gudmundus				gudmundsen	gudmunds	Q9027
gudmundsen	patronymic	125		create	gudmundsen	Q1557742	Gudmund				gudmundsdatter	gudmund	Q9043
gudmundson	patronymic	31		create	gudmundson	Q1557742	Gudmund				gudmundsdatter	gudmund	
gudmundsson	patronymic	66		create	gudmundsson	Q1557742 Q114245737	Gudmund Gudmundus				gudmundsdatter	gudmund	Q9027
gudraudsdatter	patronymic	1		create	gudraudsdatter				Gudraud		gudraudsson	gudraud	Q9043
gudraudsen	patronymic	1		create	gudraudsen				Gudraud		gudraudsdatter	gudraud	Q9043
gudraudsson	patronymic	1		create	gudraudsson				Gudraud		gudraudsdatter	gudraud	Q9027
gudrodsen	patronymic	1		create	gudrodsen				Gudrod			gudrod	Q9043
gudrodsson	patronymic	1		create	gudrodsson				Gudrod			gudrod	Q9027
gudrödsson	patronymic	2		create	gudrödsson	Q106612608	Gudröd		Gudrod			gudröd	Q9027
gudrødsson	patronymic	6		create	gudrødsson				Gudrød Godred Gudrod			gudrød	Q9027
guicciardini	patronymic	1		create	guicciardini				Guicciardino				
guidi	patronymic	38		create	guidi	Q639762	Guido						
gulaugsdatter	patronymic	1		create	gulaugsdatter				Gulaug		gulaugsen	gulaug	Q9043
gulaugsen	patronymic	2		create	gulaugsen				Gulaug		gulaugsdatter	gulaug	Q9043
gulaugsson	patronymic	1		create	gulaugsson				Gulaug		gulaugsdatter	gulaug	Q9027
gulbrandesen	patronymic	1		create	gulbrandesen	Q131579132	Gulbrand					gulbrande	Q9043
gulbrandsdatter	patronymic	118		create	gulbrandsdatter	Q131579132	Gulbrand				gulbrandsen	gulbrand	Q9043
gulbrandsen	patronymic	148		create	gulbrandsen	Q131579132	Gulbrand				gulbrandsdatter	gulbrand	Q9043
gulbrandsson	patronymic	2		create	gulbrandsson	Q139913880 Q131579132	Gullbrand Gulbrand				gulbrandsdatter	gulbrand	Q9027
guldbrandsdatter	patronymic	1		create	guldbrandsdatter	Q139913871	Guldbrand				guldbrandsen	guldbrand	Q9043
guldbrandsdotter	patronymic	4		create	guldbrandsdotter	Q139913871	Guldbrand				guldbrandsen	guldbrands	Q9027
guldbrandsen	patronymic	4		create	guldbrandsen	Q139913871	Guldbrand				guldbrandsdotter	guldbrand	Q9043
guliksdotter	patronymic	4		create	guliksdotter	Q30177689	Gullik					guliks	Q9027
gullachsen	patronymic	2		create	gullachsen				Gullak			gullach	Q9043
gullaksdatter	patronymic	3		create	gullaksdatter				Gullak		gullaksen	gullak	Q9043
gullaksen	patronymic	14		create	gullaksen				Gullak Gulleik		gullaksdatter	gullak	Q9043
gullakson	patronymic	6		create	gullakson				Gullak		gullaksdatter	gullak	
gullaugsdatter	patronymic	3		create	gullaugsdatter				Gulaug Gullaug			gullaug	Q9043
gullbrandsdotter	patronymic	5		create	gullbrandsdotter	Q139913880	Gullbrand				gullbrandsson	gullbrands	Q9027
gullbrandson	patronymic	2		create	gullbrandson	Q139913880 Q131579132	Gullbrand Gulbrand				gullbrandsdotter	gullbrand	
gullbrandsson	patronymic	11		create	gullbrandsson	Q139913880	Gullbrand				gullbrandsdotter	gullbrand	Q9027
gulleiksdatter	patronymic	20		create	gulleiksdatter	Q30177689	Gullik		Gulleik Gullak		gulleikson	gulleik	Q9043
