round	geni_id	fs_id	slot	method	from_geni	from_fs_id	evidence
9	6000000146361026821	GGV4-82D	father	solo	6000000146358130833	GXBN-54K	position
9	6000000146496194858	L341-HMN	spouse	solo	6000000003095047808	LZXD-S3Q	position
9	6000000169841070904	MMYF-9GF	child	date	4592505	L78H-7LN	born 1751 vs 1751
9	6000000170726594000	KV5M-LZ4	child	date	6000000013884815328	KV5M-LS9	born 1842 vs 1842
9	6000000171685540391	MFGC-R57	child	date	6000000010211646046	K2S7-7B7	born 1807 vs 1807
9	6000000173052653065	KH8W-YVY	child	date	6000000024386225214	KPQN-J32	born 1759 vs 1759
9	6000000173590684817	93C5-V6B	child	date	6000000005609265378	KHSQ-V7L	born 1753 vs 1753
9	6000000173591975082	93C5-VXD	child	date	6000000005609265378	KHSQ-V7L	born 1749 vs 1749
9	6000000173713743961	L2YT-Q2V	spouse	solo	6000000003816916461	9C9D-CHX	position
9	6000000173736065278	K4K1-X11	child	date	6000000005609265378	KHSQ-V7L	born 1765 vs 1765
9	6000000174675222901	KV5M-LHJ	child	date	6000000013884815328	KV5M-LS9	born 1838 vs 1838
9	6000000177941163942	MMK3-49S	father	solo	6000000177921940825	MLPC-HBB	position
9	6000000177943415863	LH15-HMD	father	solo	6000000177922284827	KZHR-8B2	position
9	6000000177943545836	KD7B-KRP	father	solo	6000000177922284822	L5YP-F27	position
9	6000000177943993821	GGQB-NLZ	father	solo	6000000177921940830	GGQD-NJF	position
9	6000000178898487831	GZBP-X3L	mother	solo	6000000014174173885	G2RD-LSS	position
9	6000000180200260866	KNQJ-42D	spouse	solo	6000000180200251895	KN7C-MBK	position
9	6000000186577175919	KV5M-L8C	child	date	6000000013884815328	KV5M-LS9	born 1849 vs 1849
9	6000000188893237823	KHF9-L9F	child	date	6000000000581187590	KZKM-ZD4	born 1748 vs 1748
9	6000000190246981888	L51X-P8D	child	name	6000000020048217282	MFGC-YWG	shared: halvorsen,sem
9	6000000190522907842	27X5-WBV	spouse	solo	6000000190522950827	27X5-7SV	position
9	6000000190523189821	M29H-3PG	child	date	6000000190522950827	27X5-7SV	born 1837 vs 1837
9	6000000194930153887	27HT-668	child	date	6000000010069377928	LH5C-19H	born 1784 vs 1784
9	6000000194957490898	K462-GGK	spouse	solo	6000000194958154832	KD17-YHC	position
9	6000000195164167821	9JWF-CZF	child	date	6000000009243757359	LZT1-GW6	born 1756 vs 1756
9	6000000195536257869	LDHC-QWH	child	date	6000000009287048035	LW6P-362	born 1815 vs 1815
9	6000000196292602859	G7JT-WBF	child	name	6000000004533221346	GK1K-WLX	shared: lothar
9	6000000196349752830	PQXT-H9V	spouse	solo	6000000029369217105	L5BG-KDT	position
9	6000000202951675822	KCBW-WZQ	child	date	6000000005609265378	KHSQ-V7L	born 1768 vs 1768
9	6000000205866517829	9KWY-FQG	spouse	solo	6000000091708118117	MFXV-WTP	position
9	6000000206012315823	KHYN-XN3	child	date	6000000010211646046	K2S7-7B7	born 1811 vs 1811
9	6000000206688665822	GXS6-35P	spouse	solo	6000000206688720905	LWJL-R3C	position
9	6000000212709290842	GKFY-MMD	father	solo	6000000002938810414	G668-W9R	position
9	6000000212709336827	PC2M-88F	mother	solo	6000000002938810414	G668-W9R	position
9	6000000220409178865	GRCM-78S	father	solo	6000000220409175851	GRCM-3QP	position
9	6000000220715459887	GR8X-TJG	father	solo	6000000220409028821	GR8N-7MJ	position
9	6000000220754300864	GKY8-V5S	mother	solo	6000000220730522822	PXR4-Y6Y	position
9	6000000220754355839	GKY8-JKH	father	solo	6000000220730522822	PXR4-Y6Y	position
9	6000000220756694824	LZ2H-94P	father	solo	6000000220756448870	LZ2H-9Q9	position
9	6000000221197647828	GRNT-BDQ	father	solo	6000000010859543717	PS1Z-5T8	position
9	6000000222584505851	MFB3-P16	child	date	6000000005609518007	L7LY-1C8	born 1826 vs 1826
9	6000000225002866880	L1V5-56D	mother	solo	6000000003828224923	L1V5-HB4	position
9	6000000225002976828	PZNW-F9M	father	solo	6000000003828224923	L1V5-HB4	position
9	6000000227006457900	PS3B-LR6	child	name	6000000004533221346	GK1K-WLX	shared: berthe
9	6000000227803023904	LVGN-QMT	father	solo	6000000015841664317	LVGN-31M	position
9	6000000227892521880	L4P9-XGJ	child	name	6000000089670539965	LH4D-XWX	shared: olsson
9	6000000227892530091	L41Y-RK3	spouse	solo	6000000227892530087	9J3R-7NW	position
9	6000000227893554852	LZ2H-9CF	mother	solo	6000000220756448870	LZ2H-9Q9	position
9	6000000227893648833	L7GJ-QJ3	mother	solo	6000000227893408838	L7GJ-Q6B	position
9	6000000227893665824	GC9N-B35	father	solo	6000000227893408838	L7GJ-Q6B	position
10	3128249	2R1S-KP7	father	solo	6000000003209091929	GC4W-PWW	position
10	3137288	GC4W-PRW	mother	solo	6000000003209091929	GC4W-PWW	position
10	316051184070005675	LCMD-5GW	child	date	6000000005609271149	LHNN-49P	born 1736 vs 1736
10	316085773200003309	LH65-DNC	father	solo	6000000005609271149	LHNN-49P	position
10	335864977810005408	MFXH-D43	child	date	340324056590012630	L2Z2-4GX	born 1736 vs 1736
10	337606717430005362	KG9K-S8W	child	date	6000000007895860271	L7PV-BWV	born 1726 vs 1726
10	337608930950002908	MFXK-JNX	child	date	340324056590012630	L2Z2-4GX	born 1739 vs 1739
10	340327325060013983	KL8C-25Z	father	solo	340324484050012647	KH4K-YRR	position
10	340327809540013028	KL8C-25J	mother	solo	340324484050012647	KH4K-YRR	position
10	353440830330013057	L619-C57	spouse	date	5381159762450127210	LKDZ-MRK	born 1132 vs 1132
10	3624768	GPJZ-38S	father	solo	6000000002325801413	GBRT-N7F	position
10	3961941	KL6S-BCH	child	date	6000000003094916237	KL6S-1DL	born 1710 vs 1710
10	4365626	9KWY-6XQ	spouse	solo	4365730	9KWY-FM6	position
10	4590742	L78H-7P2	child	date	4591449	LWMC-Y24	born 1796 vs 1796
10	4592146	27SD-Q1S	child	date	6000000001311917463	27SD-7DW	born 1701 vs 1701
10	4592744	27SF-837	child	date	6000000002374528860	27SF-835	born 1716 vs 1716
10	4627285	G44B-13L	father	date	5413393304250084700	LHD5-CGX	born 1605 vs 1605
10	4627727	LWVM-ZVS	father	solo	6000000003094919467	LH38-GBH	position
10	4635906	27SG-MN4	spouse	solo	6000000003134274315	KL6W-KQ9	position
10	4636448	L6SQ-1G3	mother	solo	6000000003094961773	LZB7-ZF9	position
10	4770058398420121460	27SQ-P4Z	spouse	solo	6000000003095089142	27SQ-PHF	position
10	4771100615880022308	LZXR-WWL	child	date	4771125430840074465	LZ2J-DJB	born 1770 vs 1770
10	4774961	GBLR-2F2	spouse	solo	6000000002043204073	LDMK-RJ4	position
10	5329378750330085741	GK58-V3H	father	date	6000000003095195051	KL8W-PCR	born 1650 vs 1650
10	5335391149890074971	L7RQ-3BF	spouse	solo	6000000005607272643	L7RQ-M9K	position
10	5352807347120050259	G4QR-8RZ	child	date	5352797478440100328	KNYR-HRZ	born 1786 vs 1786
10	5412271165350027358	LWVQ-HT7	child	date	6000000005607491260	LHD6-2B3	born 1802 vs 1802
10	5413412517210046689	KTZL-RCS	child	date	5413393304250084700	LHD5-CGX	born 1696 vs 1696
10	5437478636470133597	L71K-LVD	spouse	solo	5437478596250133591	L71K-LJW	position
10	5522265801180023798	LTH6-DK7	spouse	solo	6000000034013672054	LCTC-G3D	position
10	5522320867850060430	P85Y-L3X	father	solo	6000000003865794618	PH7D-3NM	position
10	5701539714260053034	L47M-NNR	mother	solo	6000000006805014072	L47M-NT5	position
10	6000000000136616524	LH77-BHN	mother	solo	6000000007559278400	LRT7-TX9	position
10	6000000000136652372	GPVD-8YR	father	solo	6000000007598824585	GPWM-HF6	position
10	6000000000172045542	GPVP-QTX	spouse	solo	6000000005609322330	G39W-K2D	position
10	6000000000172794330	LVCR-13R	father	solo	6000000001200495470	99ZG-BB8	position
10	6000000000261034172	KHZK-C49	child	name	6000000000260928967	LHFW-JZV	shared: rasmus
10	6000000000314926486	LHKX-3GK	child	name	6000000003086844445	LRGB-SM7	shared: frodi
10	6000000000351128438	L1WD-GN4	father	solo	6000000000351128377	G851-4SB	position
10	6000000000437100887	G6ZT-SWX	father	solo	6000000004533774225	GKZH-YSZ	position
10	6000000000437119373	L5XY-PCM	child	date	6000000002738578723	G6DK-YFB	born 982 vs 982
10	6000000000437348772	GR2Y-Q65	father	solo	6000000002005852025	GG6D-7PX	position
10	6000000000437379968	PH93-PV7	child	name	6000000001745033284	LDST-G1M	shared: hildeburge
10	6000000000496982295	LK72-LCL	mother	solo	6000000002836363103	KLF3-WCL	position
10	6000000000496983309	LKS4-B2M	father	solo	6000000000496983281	GPPD-CRL	position
10	6000000000571761309	ML2K-PW9	mother	solo	6000000006187584476	PXRD-ZK4	position
10	6000000000581187547	LC74-GDX	spouse	date	6000000000581187536	LC74-GZF	born 1688 vs 1688
10	6000000000628841520	GNCQ-WZB	child	date	6000000004533725607	LZ4F-QP4	born 1100 vs 1100
10	6000000000664801584	994Z-MDK	mother	solo	6000000006907072659	276V-C25	position
10	6000000000664832184	L2H4-QDZ	father	solo	6000000006907072659	276V-C25	position
10	6000000000944947338	GSWW-YKN	child	date	6000000008264795922	GYQS-6MG	born 1140 vs 1140
10	6000000001169154511	P7X3-RKR	spouse	solo	6000000007295500655	P7XS-1HY	position
10	6000000001169174345	G39S-48V	mother	solo	6000000000351128377	G851-4SB	position
10	6000000001169228992	GNCQ-998	child	date	6000000004533725607	LZ4F-QP4	born 1110 vs 1110
10	6000000001169229682	GFHV-MR1	child	name	6000000003398531458	99C4-2JZ	shared: brynjolv
10	6000000001209791197	P4GQ-HD5	father	solo	6000000001209626897	P4H9-R66	position
10	6000000001311538267	LHP6-TQH	child	date	6000000005609271149	LHNN-49P	born 1739 vs 1739
10	6000000001311996277	27SD-QKJ	child	date	6000000003094967990	27SD-QMT	born 1715 vs 1715
10	6000000001353737592	P3XD-6G6	father	solo	6000000001353737574	MRJF-7TH	position
10	6000000001354324165	LZ8H-159	child	name	6000000027876110865	LZ8H-1BH	shared: jeanne
10	6000000001354324226	9QDW-Y66	father	solo	6000000001353737222	LZ8H-11Y	position
10	6000000001531202546	GXQT-DLW	child	name	6000000003098031833	KN84-BQR	shared: judith
10	6000000001651502714	LZY4-QJH	spouse	solo	6000000000351087690	G915-LRC	position
10	6000000001745096712	LB5K-4TK	spouse	date	6000000000437032028	L87D-4G2	born 1100 vs 1100
10	6000000001770188397	LZD2-TNT	father	solo	6000000005609304829	KCH7-ZRK	position
10	6000000002043193415	9Z8X-1VF	spouse	solo	6000000001588362960	9Z8X-1VX	position
10	6000000002043204044	LDMK-R8Z	child	solo	6000000002043204079	GM83-WRR	position
10	6000000002043204087	GW5X-H4D	father	solo	6000000002043204073	LDMK-RJ4	position
10	6000000002043260161	GYKJ-HYK	spouse	solo	6000000002188008632	KD3V-T8J	position
10	6000000002187582696	GXFC-9Q6	mother	solo	6000000007417141707	LZDT-BC8	position
10	6000000002187684559	GQ9S-8GW	mother	solo	6000000002187823837	L1HS-2GN	position
10	6000000002187721997	GDXW-RHL	child	name	6000000003098031833	KN84-BQR	shared: alberada,bertha
10	6000000002187723061	GSKB-QSC	child	name	6000000003098031833	KN84-BQR	shared: eilika
10	6000000002187794955	G618-3FZ	child	date	6000000002187796127	LVCS-SMK	born 1149 vs 1149
10	6000000002187796007	GHB3-P43	father	solo	6000000002187796127	LVCS-SMK	position
10	6000000002187801867	P4ZR-ZB4	child	date	6000000001744902441	LZ1V-KT6	born 1021 vs 1021
10	6000000002187805203	GNJF-TDK	mother	solo	6000000004533774225	GKZH-YSZ	position
10	6000000002187812637	G8H6-47R	father	solo	6000000009688091900	GDMM-6H6	position
10	6000000002187812645	GJQ7-5YF	mother	solo	6000000009688091900	GDMM-6H6	position
10	6000000002187812738	G185-QLM	mother	solo	6000000003827618255	GLQ3-DMV	position
10	6000000002187814242	KP3J-S4P	father	solo	6000000019511741569	KP3J-9Y5	position
10	6000000002187818447	G9WV-GRZ	child	name	6000000019509842607	GWFX-FG5	shared: agnes
10	6000000002187818960	KZ8N-15Y	mother	solo	6000000003827618249	GR4J-8WH	position
10	6000000002187826916	GD88-RVW	child	date	362185222750011958	G4FF-FYC	born 1116 vs 1116
10	6000000002187826959	9CDZ-QYR	child	date	362185222750011958	G4FF-FYC	born 1111 vs 1111
10	6000000002187826987	LCXF-J6K	child	date	362185222750011958	G4FF-FYC	born 1122 vs 1122
10	6000000002187828377	GT4F-3GG	spouse	solo	6000000022843155017	G6JB-HD8	position
10	6000000002187855123	GKGF-KJF	spouse	solo	6000000006906706448	GZB2-H4L	position
10	6000000002187855251	G67X-RH4	child	name	6000000009214755609	GJY9-FRK	shared: ebles
10	6000000002187968997	GPMF-84P	child	date	6000000003049548759	LDP6-J3G	born 1121 vs 1121
10	6000000002187978884	L619-BW2	child	date	5381159762450127210	LKDZ-MRK	born 1148 vs 1148
10	6000000002187988139	PFD6-V8N	father	solo	6000000002188110824	LBH8-WL8	position
10	6000000002188166756	LHDH-6TP	father	solo	6000000002188166652	GLW3-DS1	position
10	6000000002188289500	GVF6-QBV	mother	solo	6000000008861833558	GVXR-P29	position
10	6000000002188409975	GKZZ-7DS	father	solo	6000000003827618255	GLQ3-DMV	position
10	6000000002188559898	P89S-TMW	spouse	solo	6000000003086882540	G17F-91K	position
10	6000000002188563954	GK5P-8PL	spouse	name	6000000008640629738	L5F3-88F	shared: lauretta,saarbrücken
10	6000000002188578591	GXSY-7L2	child	name	6000000003051184265	LZKV-2WG	shared: renaud
10	6000000002238778379	GYQL-1DY	spouse	solo	6000000012268669361	GYQG-ZB1	position
10	6000000002374603324	K29P-TJH	child	date	6000000002374733126	KL6W-NDD	born 1767 vs 1767
10	6000000002374716908	LWYG-2CP	spouse	solo	6000000003094956749	GDLY-RMV	position
10	6000000002386726593	L4FJ-17S	child	date	6000000002387058317	LCRM-7J4	born 1701 vs 1701
10	6000000002386727966	LCFL-84V	child	date	6000000002387058317	LCRM-7J4	born 1713 vs 1713
10	6000000002386984483	LC5W-794	child	date	6000000002387058317	LCRM-7J4	born 1703 vs 1703
10	6000000002387123274	K159-K7Q	child	date	6000000002387058317	LCRM-7J4	born 1705 vs 1705
10	6000000002391786177	L85T-P64	child	name	6000000001169094604	MHJ3-8PD	shared: erik
10	6000000002512230586	GHMC-17C	spouse	name	6000000002512230594	LZVZ-JNP	shared: vegard,verdal
10	6000000002545426326	LCFX-ZZ3	spouse	solo	6000000003398531458	99C4-2JZ	position
10	6000000002553329994	M4Q7-35Y	mother	solo	6000000025071931914	KZP3-HLV	position
10	6000000002553402401	MFF1-VW3	father	solo	6000000025071931914	KZP3-HLV	position
10	6000000002553688769	P9C8-T9B	spouse	solo	6000000001169094604	MHJ3-8PD	position
10	6000000002585603481	L7G2-8TN	child	date	6000000013485850411	L7FL-CSJ	born 1780 vs 1780
10	6000000002585735142	L7G2-81R	child	date	6000000002585634410	27C4-HYT	born 1775 vs 1775
10	6000000002619563457	MFGD-LT6	spouse	solo	6000000002619360784	MFGD-LRY	position
10	6000000002619891019	M5P5-7M1	father	solo	6000000002619360784	MFGD-LRY	position
10	6000000002619895042	26KX-R44	mother	solo	6000000002619360784	MFGD-LRY	position
10	6000000002689789514	LZV5-GY7	child	date	6000000005607146061	LTQD-YMH	born 1806 vs 1806
10	6000000002690086678	2Z3J-4BK	spouse	solo	6000000005607335630	2Z3J-HMR	position
10	6000000002701296930	G6QK-S44	spouse	solo	6000000005607146061	LTQD-YMH	position
10	6000000002735003886	LWFJ-568	child	date	6000000003094916237	KL6S-1DL	born 1708 vs 1708
10	6000000002738552382	LCVL-P99	child	date	6000000005607146061	LTQD-YMH	born 1796 vs 1796
10	6000000002738943954	MFVM-PH8	child	date	6000000005607146061	LTQD-YMH	born 1799 vs 1799
10	6000000002775181131	LZVJ-VTJ	child	date	6000000005607335630	2Z3J-HMR	born 1810 vs 1810
10	6000000002775306168	2743-44R	mother	solo	6000000002325801413	GBRT-N7F	position
10	6000000002801145707	KC68-SJQ	spouse	solo	6000000002711365308	K637-69H	position
10	6000000002801150346	LWJD-5BL	mother	solo	6000000002801150442	LWJD-48J	position
10	6000000002801150432	L7N4-68Y	child	date	6000000005609265407	LWJD-Q4Z	born 1731 vs 1731
10	6000000002801159496	L7R4-P3G	father	solo	6000000006776171900	LH1H-FPK	position
10	6000000002805495594	GPS2-K32	spouse	solo	6000000005609325708	GPSK-YRG	position
10	6000000002806088612	GCM8-YBD	mother	solo	6000000003010834539	L9PS-19H	position
10	6000000002835598280	GPP6-2ZD	child	date	6000000002836363103	KLF3-WCL	born 1707 vs 1707
10	6000000002853215758	LCQQ-2JC	child	date	6000000011090937224	L7G2-DHF	born 1781 vs 1781
10	6000000002853601089	KZ1F-Q49	child	date	6000000011090937224	L7G2-DHF	born 1784 vs 1784
10	6000000002853953330	9W45-R9D	spouse	solo	6000000003492033766	KZT2-WZG	position
10	6000000002857250151	L1X8-4F4	spouse	solo	6000000002374733126	KL6W-NDD	position
10	6000000002857250200	L9PS-13V	child	solo	6000000003010834539	L9PS-19H	position
10	6000000002866431340	L6QM-9KS	child	name	5206037195990079715	K81G-NJF	shared: elisabet
10	6000000002867850621	K894-R4R	spouse	solo	6000000002866476200	K8Y6-93T	position
10	6000000002881477002	M44N-TZW	child	date	6000000002882233045	GFG3-51P	born 1120 vs 1120
10	6000000002892972098	L619-X1X	mother	solo	6000000003645760154	GYQM-HDF	position
10	6000000002893033084	9XRJ-BMG	mother	solo	6000000001169340548	P45C-DJV	position
10	6000000002924509796	L4S2-1T2	child	date	6000000002805787283	L4S2-1PJ	born 1727 vs 1727
10	6000000002963897777	LKKR-KHQ	father	solo	5709972759930135327	LHDQ-473	position
10	6000000002964041672	LWM4-BQ1	mother	solo	6000000000496960541	G6BG-WT1	position
10	6000000002976630069	KZX7-QCY	spouse	solo	6000000002976502147	KHWT-PR3	position
10	6000000002977379154	LQR8-W9G	spouse	solo	6000000003087245477	LQR8-WXT	position
10	6000000002980191996	L87F-RS8	spouse	solo	6000000005598872029	93T9-FVT	position
10	6000000003010873519	LZDF-8YD	father	solo	6000000003010834539	L9PS-19H	position
10	6000000003012468747	LVHX-6YP	mother	solo	6000000003783023344	LZ5X-YK8	position
10	6000000003014752838	L9PS-1RT	child	date	6000000003014935457	27SD-72B	born 1705 vs 1705
10	6000000003014761913	L4MV-DM4	child	date	6000000003014794957	L6PH-39F	born 1617 vs 1617
10	6000000003014833450	L47M-FWK	father	solo	6000000006994904996	K235-6KN	position
10	6000000003014972228	L4MV-8RT	mother	solo	6000000003014935457	27SD-72B	position
10	6000000003023352400	KLCM-1LJ	mother	solo	6000000002805787283	L4S2-1PJ	position
10	6000000003023400331	KLCM-1L6	father	solo	6000000002805787283	L4S2-1PJ	position
10	6000000003023400685	LW1R-DVX	mother	solo	6000000003094961330	LCX7-R1L	position
10	6000000003023846219	2S22-NN9	mother	solo	6000000003094971118	L47M-J1G	position
10	6000000003023856057	2S22-N6W	father	solo	6000000003094971118	L47M-J1G	position
10	6000000003025030940	KF55-Y72	spouse	solo	6000000003024841490	KF5Y-ZY4	position
10	6000000003025548346	GQX9-J24	father	solo	6000000003094961773	LZB7-ZF9	position
10	6000000003025779755	27C4-4PB	father	solo	6000000003025725880	27SD-7XC	position
10	6000000003025853747	LVLR-7WX	mother	solo	6000000011043803107	LZ2K-V1J	position
10	6000000003025866430	L4SB-74V	father	solo	6000000011043803107	LZ2K-V1J	position
10	6000000003051267456	G3MC-8XP	father	solo	6000000007151099425	GZ58-YQK	position
10	6000000003086797714	L4QC-6MC	father	solo	6000000007559278400	LRT7-TX9	position
10	6000000003094916253	KLGW-YJ1	spouse	solo	6000000003094916237	KL6S-1DL	position
10	6000000003094916290	KLGW-TTD	child	date	6000000003094916237	KL6S-1DL	born 1715 vs 1715
10	6000000003094916356	LYHP-2XC	mother	solo	6000000003094916245	KL63-SKR	position
10	6000000003094919474	L7LY-172	father	solo	6000000007581050929	LH38-GB2	position
10	6000000003094935397	LCC4-BQR	child	date	6000000003094919467	LH38-GBH	born 1714 vs 1714
10	6000000003094935423	K4N8-QTN	father	solo	6000000206688665822	GXS6-35P	position
10	6000000003094936883	GMLZ-SB6	father	solo	6000000006979615129	27NH-17L	position
10	6000000003094936943	LCXW-F3R	father	solo	4627273	LHD5-C2Y	position
10	6000000003094939115	PWLM-QYS	child	date	6000000002374528860	27SF-835	born 1720 vs 1720
10	6000000003094939184	KL6Q-DDL	child	date	6000000002374528860	27SF-835	born 1705 vs 1705
10	6000000003094939233	GQX9-5C2	father	solo	6000000002374528860	27SF-835	position
10	6000000003094939660	KL6C-4M8	father	solo	6000000003134274315	KL6W-KQ9	position
10	6000000003094939667	L4S1-9H3	mother	solo	6000000003134274315	KL6W-KQ9	position
10	6000000003094956540	KJPW-83J	father	solo	6000000003094971290	2S22-F4K	position
10	6000000003094956550	KJJ4-Y22	mother	solo	6000000003094971290	2S22-F4K	position
10	6000000003094956695	MFGH-V8K	child	date	6000000003094956749	GDLY-RMV	born 1782 vs 1782
10	6000000003094956781	KNYP-TT2	child	date	6000000003094956749	GDLY-RMV	born 1778 vs 1778
10	6000000003094961709	KCPZ-R96	father	solo	6000000002836363103	KLF3-WCL	position
10	6000000003094967258	LZP7-FL9	child	solo	6000000003094967344	9K9L-GBW	position
10	6000000003094967354	27SG-MLL	father	solo	6000000003094967344	9K9L-GBW	position
10	6000000003094967365	9K9L-GB7	spouse	solo	6000000003094967344	9K9L-GBW	position
10	6000000003094967489	L4S6-X2Y	mother	solo	4618321	GVQH-161	position
10	6000000003094967544	27SH-N2H	child	date	6000000003094967535	27SH-NFZ	born 1720 vs 1720
10	6000000003094967579	27SQ-59N	father	solo	6000000003094967525	27SQ-P1P	position
10	6000000003094967683	27SH-NJ3	mother	solo	6000000003094967535	27SH-NFZ	position
10	6000000003094967879	LWLQ-W99	spouse	solo	6000000014215442166	LWLQ-WM8	position
10	6000000003094967998	27SD-QY2	spouse	solo	6000000001311917463	27SD-7DW	position
10	6000000003094971090	27SD-76B	child	date	5709972759930135327	LHDQ-473	born 1668 vs 1668
10	6000000003094971150	L781-M9T	child	date	6000000003094971118	L47M-J1G	born 1691 vs 1691
10	6000000003094971270	2QVR-8N1	spouse	solo	6000000003094971290	2S22-F4K	position
10	6000000003094973510	K265-Y35	child	date	6000000002805787283	L4S2-1PJ	born 1717 vs 1717
10	6000000003094973517	L4WY-XTS	child	date	6000000002805787283	L4S2-1PJ	born 1720 vs 1720
10	6000000003094973975	GQFM-31T	child	date	6000000003094919467	LH38-GBH	born 1709 vs 1709
10	6000000003094973983	GQFM-QN3	child	date	6000000003094919467	LH38-GBH	born 1716 vs 1716
10	6000000003095003690	LWCN-DR3	spouse	solo	6000000003095195159	LWCN-DT3	position
10	6000000003095022175	L78H-7B6	spouse	solo	4591449	LWMC-Y24	position
10	6000000003095022520	L7FY-2FF	child	date	6000000003094961330	LCX7-R1L	born 1708 vs 1708
10	6000000003095022698	P7TN-W79	child	date	6000000003094961773	LZB7-ZF9	born 1712 vs 1712
10	6000000003095022713	KNY5-2LF	spouse	solo	5352797478440100328	KNYR-HRZ	position
10	6000000003095028018	27SF-ZPW	father	solo	6000000028707116966	L7PC-3Y7	position
10	6000000003095033447	G3CT-KSN	father	solo	6000000003492045949	G3CT-LRG	position
10	6000000003095047761	2S22-F5H	child	date	6000000003094961773	LZB7-ZF9	born 1715 vs 1715
10	6000000003095047769	27SF-89M	child	date	6000000003094961773	LZB7-ZF9	born 1717 vs 1717
10	6000000003095047786	LDMT-6QX	child	date	6000000003094961773	LZB7-ZF9	born 1726 vs 1726
10	6000000003095047793	LH14-XC4	child	date	6000000003094961773	LZB7-ZF9	born 1728 vs 1728
10	6000000003095047800	MFFZ-DGV	child	date	6000000003094961773	LZB7-ZF9	born 1735 vs 1735
10	6000000003095060379	9QXP-8D7	mother	solo	6000000003025725880	27SD-7XC	position
10	6000000003095089113	9Q67-M6F	child	solo	6000000003095089142	27SQ-PHF	position
10	6000000003095094636	KHZM-LT4	child	date	6000000003094961330	LCX7-R1L	born 1696 vs 1696
10	6000000003095115547	K4YL-44Q	child	date	6000000011713920415	LDTQ-Q4X	born 1821 vs 1821
10	6000000003095115557	936V-HNK	child	date	6000000011713920415	LDTQ-Q4X	born 1824 vs 1824
10	6000000003095115581	K8WV-7WC	spouse	solo	6000000003094967385	K674-JJ1	position
10	6000000003095137111	L7B8-6TN	child	date	6000000005609271149	LHNN-49P	born 1733 vs 1733
10	6000000003095137297	LH6Y-PDX	father	solo	6000000003094916237	KL6S-1DL	position
10	6000000003095146336	LCFF-7DZ	child	date	6000000006608072164	LWM4-1JX	born 1754 vs 1754
10	6000000003095156690	LH7G-M9R	child	date	5413393304250084700	LHD5-CGX	born 1691 vs 1691
10	6000000003095156745	KCT4-WLP	child	date	5413393304250084700	LHD5-CGX	born 1701 vs 1701
10	6000000003095174167	KCWB-29M	mother	solo	6000000003094916237	KL6S-1DL	position
10	6000000003095195017	KH44-HBS	mother	solo	6000000206688665822	GXS6-35P	position
10	6000000003095195068	KL8W-PLG	father	solo	6000000003095195060	KL8W-P2K	position
10	6000000003095209403	27Y4-CKY	child	date	340324056590012630	L2Z2-4GX	born 1730 vs 1730
10	6000000003095237260	L4C8-5XK	father	solo	6000000005609304839	LHKN-BRY	position
10	6000000003095255673	27SD-3R6	father	solo	6000000002836313613	27SD-3GY	position
10	6000000003123933615	9V1T-KKY	child	date	6000000002857209335	KCNC-94Z	born 1802 vs 1802
10	6000000003124046253	MFVM-Q88	child	date	6000000002585634410	27C4-HYT	born 1776 vs 1776
10	6000000003158711375	27SF-8TD	mother	solo	5709972759930135327	LHDQ-473	position
10	6000000003171945710	L4YM-D1X	father	solo	6000000005606976376	L47M-J5P	position
10	6000000003243441055	G4RS-Y8D	spouse	date	6000000012724604098	L6BB-Z99	born 1231 vs 1231
10	6000000003243489440	GBZS-NTV	child	date	6000000002882233045	GFG3-51P	born 1115 vs 1115
10	6000000003243493509	LZ51-YSS	child	date	6000000006277467384	P7H5-CS6	born 1033 vs 1033
10	6000000003251725930	G82L-CF5	spouse	solo	6000000002187826932	LCXF-VYN	position
10	6000000003253601093	LCV9-5TM	mother	solo	5447505087810135067	L78G-GHL	position
10	6000000003253726139	LCQJ-S9T	father	solo	6000000003492072263	LCRM-7V3	position
10	6000000003256451849	GVM1-6QQ	father	solo	6000000019505229909	GW2Q-LCD	position
10	6000000003262975685	LHVF-CCD	child	date	6000000000351087690	G915-LRC	born 1264 vs 1264
10	6000000003263030645	L7DP-G2J	child	date	6000000000351087690	G915-LRC	born 1262 vs 1262
10	6000000003265152737	27SH-NNK	father	solo	6000000003094967535	27SH-NFZ	position
10	6000000003341415472	L8RV-Z5Z	mother	solo	6000000001200495470	99ZG-BB8	position
10	6000000003432521882	LCZM-X5N	father	date	6000000001169296643	GF87-Q2L	born 1240 vs 1240
10	6000000003491933634	KLXC-2L5	child	date	6000000009549459797	27TN-DD7	born 1732 vs 1732
10	6000000003491933963	LRT7-9ZH	child	date	6000000009549459797	27TN-DD7	born 1727 vs 1727
10	6000000003491940271	KH4C-5ST	child	solo	6000000003491948216	LZKC-9TZ	position
10	6000000003491944070	LWF8-XYZ	child	date	6000000003491944060	MFV7-P7F	born 1700 vs 1700
10	6000000003491944086	KJ5C-X9X	child	date	6000000003491944060	MFV7-P7F	born 1708 vs 1708
10	6000000003491944585	LH8N-SLW	mother	solo	6000000003491944615	G9TZ-68T	position
10	6000000003491947603	LH6Y-QWQ	father	solo	6000000003492007823	KP4F-PF8	position
10	6000000003491947608	LH6Y-QDQ	mother	solo	6000000003492007823	KP4F-PF8	position
