geni_id,qid,wikidata_en,latin_name_count,first_latin_name,first_verdict,first_token_diff,best_latin_name,best_verdict
6000000002586221607,Q103784141,"Poul Mogensen, Lord of Holbaekgaard",2,Paul Mogensen Munk Til Holbækgaard,"overlap, under half",0,Paul Mogensen Munk Til Holbækgaard,"overlap, under half"
6000000002598422917,Q128985993,NN,2,wife Worotyńska,nothing in common,1,wife Worotyńska,nothing in common
6000000002598892743,Q451949,"Amadeus IV, Count of Savoy",10,Amadeus IV of Savoy,Wikidata is a superset,-1,"Amadeus IV, count of Savoy",identical bar case/diacritics
6000000002598920203,Q1620487,Constance of York,2,Constance of York Countess of Gloucester,Geni is a superset,2,Constance of York Countess of Gloucester,Geni is a superset
6000000002603370196,Q679266,"Roger Mortimer, 2nd Earl of March",2,"Roger de Mortimer 2nd Earl of March, 4th Lord Mortimer, KG",Geni is a superset,4,"Roger de Mortimer 2nd Earl of March, 4th Lord Mortimer, KG",Geni is a superset
6000000002603390248,Q111699042,Hugues IV de Gournay,2,Hugh . de Gournay IV,"overlap, half or more",0,Hugues IV Baron de Gournay,Geni is a superset
6000000002603403806,Q4197646,Igor Yaroslavich,2,Igor Yaroslavich Vladimir Volynsk Duke,Geni is a superset,3,Igor Yaroslavich Vladimir Volynsk Duke,Geni is a superset
6000000002603425887,Q16863383,"Ralph de Greystoke, 3rd Baron Greystoke",2,Ralph Greystoke,Wikidata is a superset,-3,Ralph Greystoke,Wikidata is a superset
6000000002603460625,Q96201627,Samuel Chapin,1,Samuel Chapin,identical,0,Samuel Chapin,identical
6000000002603558980,Q75675953,Christopher Throckmorton,2,Christopher Throckmorton of Croose Court,Geni is a superset,3,Christopher Throckmorton of Croose Court,Geni is a superset
6000000002603651439,Q18735713,"William Ferrers, 3rd Lord Ferrers",2,William de Ferrers 3rd Lord Ferrers of Groby,Geni is a superset,3,William de Ferrers 3rd Lord Ferrers of Groby,Geni is a superset
6000000002603670286,Q18784066,William Throckmorton,1,William Throckmorton 1st of Croose Court,Geni is a superset,4,William Throckmorton 1st of Croose Court,Geni is a superset
6000000002603688655,Q7526404,Sir David Mathew,2,"Dafydd ap Mathew Lord of Landaff, Baron of Glamorgan","overlap, under half",5,Sir Dafydd Mathew,"overlap, half or more"
6000000002605405839,Q102166,Duke Ferdinand Frederick Augustus of Württemberg,1,Ferdinand Friedrich August Württemberg Herzog,"overlap, under half",-1,Ferdinand Friedrich August Württemberg Herzog,"overlap, under half"
6000000002605540283,Q75391041,Karl Herzog von Württemberg,1,Karl Friedrich Heinrich von Württemberg Herzog,Geni is a superset,2,Karl Friedrich Heinrich von Württemberg Herzog,Geni is a superset
6000000002605546398,Q61274,Peter I of Oldenburg,1,"Peter I Fredrik Ludvig Schleswig-Holstein-Gottorp, Oldenburg","overlap, half or more",2,"Peter I Fredrik Ludvig Schleswig-Holstein-Gottorp, Oldenburg","overlap, half or more"
6000000002605551502,Q215027,Duke Alexander of Württemberg,3,Alexander Friederich Karl von Württemberg,"overlap, half or more",1,Duke Alexander of Württemberg,identical
6000000002606652260,Q3438704,"Roger Bigod, 2nd Earl of Norfolk",2,"Roger Le Bigod 2nd Earl of Norfolk, Surety of the Magna Carta",Geni is a superset,5,"Roger Le Bigod 2nd Earl of Norfolk, Surety of the Magna Carta",Geni is a superset
6000000002607381870,Q15814770,Ole Gabriel Kverneland,2,Ole Gabriel Gabrielson Kverneland,Geni is a superset,1,Ole Gabriel Gabrielson Kverneland,Geni is a superset
6000000002618659027,Q478304,"Heinrich XIII, Prince Reuss of Greiz",1,Heinrich XIII Reuß zu Greiz Fürst F3,"overlap, half or more",1,Heinrich XIII Reuß zu Greiz Fürst F3,"overlap, half or more"
6000000002622461500,Q131360041,Mehitabel Webster,1,Mehitabel Webster,identical,0,Mehitabel Webster,identical
6000000002624281002,Q12301969,Anton Jacob Coucheron,1,Anthon Jacob Coucheron,"overlap, half or more",0,Anthon Jacob Coucheron,"overlap, half or more"
6000000002625054159,Q110302760,Blanceflor Cathrine Berntsdatter Orning,1,Blanceflor Catharine Berntsdatter Orning,"overlap, half or more",0,Blanceflor Catharine Berntsdatter Orning,"overlap, half or more"
6000000002625081056,Q110302758,Daniel Andersson Vogt,1,Daniel Andersen Vogt,"overlap, half or more",0,Daniel Andersen Vogt,"overlap, half or more"
6000000002631408243,Q27062540,Sofija Ona Manvydaitė,4,Sophia Anna Moniwid,nothing in common,0,Sofija Ona Manvydaitė,identical
6000000002631904773,Q675093,"Charles, Prince of Hohenzollern-Sigmaringen",2,Karl III Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen Fürst,"overlap, under half",5,Karl III Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen Fürst,"overlap, under half"
6000000002632163398,Q472209,"Maximilian I, Prince of Hohenzollern-Sigmaringen",2,Maximilian I Hohenzollern 3'rd Prince,"overlap, half or more",0,Maximilian I Hohenzollern 3'rd Prince,"overlap, half or more"
6000000002632690162,Q152727,Frederick William of Brandenburg,2,"Friedrich Wilhelm I ""der Große Kurfürst"" Hohenzollern Kurfürst zu Brandenburg, Herzog in Preußen","overlap, under half",9,"Friedrich Wilhelm I ""der Große Kurfürst"" Hohenzollern Kurfürst zu Brandenburg, Herzog in Preußen","overlap, under half"
6000000002639061356,Q106394891,Mary Andrews,1,Mary Moss,"overlap, half or more",0,Mary Moss,"overlap, half or more"
6000000002644652306,Q346,Louis IX of France,5,"Louis IX ""the Saint"" of France King of France",Geni is a superset,3,"Louis IX ""the Saint"" of France King of France",Geni is a superset
6000000002649904133,Q84454739,Edwin Conway Jr.,2,Edwin Conway Jr.,identical,0,Edwin Conway Jr.,identical
6000000002649910164,Q126241160,Ann Taliaferro,1,Ann Champe,"overlap, half or more",0,Ann Champe,"overlap, half or more"
6000000002649925982,Q115921374,Richard Scott Blackburn Washington,1,Richard Scott Blackburn Washington Sr.,Geni is a superset,1,Richard Scott Blackburn Washington Sr.,Geni is a superset
6000000002649950531,Q83489226,John Augustine Washington,1,John Augustine Washington II,Geni is a superset,1,John Augustine Washington II,Geni is a superset
6000000002649950539,Q114410978,Jane Charlotte Washington,1,Jane Charlotte Blackburn,"overlap, half or more",0,Jane Charlotte Blackburn,"overlap, half or more"
6000000002649950932,Q58576666,Thornton A. Washington,2,Thornton Augustine Washington,"overlap, half or more",0,Thornton Washington,Wikidata is a superset
6000000002649969062,Q114458288,Lucy Elizabeth Washington Packett,1,Lucy Elizabeth Payne Washington,"overlap, half or more",0,Lucy Elizabeth Payne Washington,"overlap, half or more"
6000000002649969469,Q123785886,Lawrence Augustine Washington,1,Lawrence Augustine Washington MD,Geni is a superset,1,Lawrence Augustine Washington MD,Geni is a superset
6000000002660069175,Q108840616,Sivert til Alslev og Lystrup Nielsen Grubbe,2,Sivert Nielsen Grubbe til Lystrup,Wikidata is a superset,-2,Sivert Nielsen Grubbe til Lystrup,Wikidata is a superset
6000000002663183423,Q127165328,Naomi Pomeroy,1,Naomi Kibbe,"overlap, half or more",0,Naomi Kibbe,"overlap, half or more"
6000000002663193403,Q108601968,Noah Pomeroy,1,Noah Pomeroy,identical,0,Noah Pomeroy,identical
6000000002663274795,Q126954167,"Jacob Kibbe, Sr",1,Jacob Kibbe Sr,identical bar case/diacritics,0,Jacob Kibbe Sr,identical bar case/diacritics
6000000002665155925,Q5354355,"Eleanor Percy, Duchess of Buckingham",1,Eleanor Percy Duchess of Buckingham,identical bar case/diacritics,0,Eleanor Percy Duchess of Buckingham,identical bar case/diacritics
6000000002665402337,Q2641763,Ceredig Ceredigion,3,Ceredig ap Cunedda Brenin Ceredigion,Geni is a superset,3,Ceredig ap Cunedda Brenin Ceredigion,Geni is a superset
6000000002666326471,Q123625597,Deacon Joseph Shaw,1,Joseph Shaw,Wikidata is a superset,-1,Joseph Shaw,Wikidata is a superset
6000000002676502286,Q63373,Anne of Bavaria,4,Anna von Wittelsbach Wittelsbach,nothing in common,0,Anna von Wittelsbach Wittelsbach,nothing in common
6000000002677112817,Q567506,John of Görlitz,3,Jan De Zhořelecký Duke of Gorlitz,"overlap, half or more",3,John of Görlitz,identical
6000000002677501720,Q1411309,Ruricius,2,Ruricius évêque de Limoges,Geni is a superset,3,Ruricius évêque de Limoges,Geni is a superset
6000000002677701050,Q121395720,Ruth Moore,1,Ruth Stanley,"overlap, half or more",0,Ruth Stanley,"overlap, half or more"
6000000002677826707,Q115916325,"Isaac Morse, I",1,Isaac Morse I,identical bar case/diacritics,0,Isaac Morse I,identical bar case/diacritics
6000000002678634287,Q94764626,Bertha Flechtheim,1,Betty Bertha (Betty) Goldschmidt,"overlap, half or more",1,Betty Bertha (Betty) Goldschmidt,"overlap, half or more"
6000000002682817330,Q62649,"Henry XIV, Duke of Bavaria",2,"Henry XIV, Duke Wittelsbach Herzog zu Niederbayern","overlap, half or more",2,"Henry XIV, Duke Wittelsbach Herzog zu Niederbayern","overlap, half or more"
6000000002684839229,Q76993,Glückel of Hameln,3,Glückel Pinkerle,"overlap, half or more",-1,Glückel Pinkerle,"overlap, half or more"
6000000002700598061,Q7327313,Richard Lee I,2,Richard Lee,Wikidata is a superset,-1,Richard Lee,Wikidata is a superset
6000000002701210806,Q104537662,Amos Moss,1,Amos Moss,identical,0,Amos Moss,identical
6000000002712759294,Q266265,"Elisabeth, Duchess of Luxembourg",2,"Eliška Zhořelecká Princess of Bohemia, Duchess of Luxembourg 1411-1451","overlap, half or more",4,"Elisabeth von Görlitz, Duchess of Luxembourg",Geni is a superset
6000000002712954187,Q6225714,Holger Vind,1,Holger Jørgensen Vind til Harrestedgaard,Geni is a superset,3,Holger Jørgensen Vind til Harrestedgaard,Geni is a superset
6000000002712993176,Q61062057,Jørgen Wilhelmsen Gyldenkrone,1,Jørgen Gyldenkrone til Urup,"overlap, half or more",1,Jørgen Gyldenkrone til Urup,"overlap, half or more"
6000000002713142517,Q318478,Eric I of Denmark,9,Eric I - 'the Good' Sweynsøn King of Denmark,Geni is a superset,5,Eric I - 'the Good' Sweynsøn King of Denmark,Geni is a superset
6000000002713356451,Q110303926,Niels Eriksen 'Krag',2,Niels Eriksen Krag,"overlap, half or more",0,Niels Eriksen Krag,"overlap, half or more"
6000000002713586427,Q135196224,"Col. William Ball, III, of ""Millenbeck""",1,"William Ball III, of ""Millenbeck""",Wikidata is a superset,-1,"William Ball III, of ""Millenbeck""",Wikidata is a superset
6000000002717891583,Q238352,Bertha of Kent,3,Bertha,Wikidata is a superset,-2,Bertha Of Kent,identical bar case/diacritics
6000000002719833027,Q449884,Isabel Marshal,1,Isabel Marshal Countess of Cornwall,Geni is a superset,3,Isabel Marshal Countess of Cornwall,Geni is a superset
6000000002721975615,Q104551518,Patience Case,1,Patience Draper,"overlap, half or more",0,Patience Draper,"overlap, half or more"
6000000002748115908,Q6791156,Nachman of Horodenka,1,Nachman Horodenker [Breslaver Gd.Father],"overlap, under half",2,Nachman Horodenker [Breslaver Gd.Father],"overlap, under half"
6000000002749362681,Q110549433,Jørgen Pedersen Marsvin,1,Jørgen Pedersen Marsvin Lord of Hollufgaard & Lindved,Geni is a superset,5,Jørgen Pedersen Marsvin Lord of Hollufgaard & Lindved,Geni is a superset
6000000002749426384,Q108840611,Anne Andersdatter til Terslose,1,Anne von Passow,"overlap, under half",-1,Anne von Passow,"overlap, under half"
6000000002750067529,Q104889642,Gregers Holgersen Ulfstand,2,Gregers Holgersen Ulfstand Til Sønder Vosborg,Geni is a superset,3,Gregers Holgersen Ulfstand Til Sønder Vosborg,Geni is a superset
6000000002750114123,Q104992079,Anne Eriksdatter Lange,2,"Anne Eriksdatter Lange, 3 Roser",Geni is a superset,2,"Anne Eriksdatter Lange, 3 Roser",Geni is a superset
6000000002750141103,Q91590,Siegfried I,1,Siegfried I von Sponheim Graf im Pustertal,Geni is a superset,5,Siegfried I von Sponheim Graf im Pustertal,Geni is a superset
6000000002750609569,Q110303930,Stygge Hoeg Banner,1,Stygge Høeg (Banner) til Vang og Kærgaardsholm,"overlap, half or more",4,Stygge Høeg (Banner) til Vang og Kærgaardsholm,"overlap, half or more"
6000000002750625234,Q112540574,Aksel Henriksonn Urup,1,Axel Henrikson Urup,"overlap, under half",0,Axel Henrikson Urup,"overlap, under half"
6000000002750714381,Q110303936,"Anne Gregersdatter Ulfstand, heiress of Kjaergaardsholm",1,Anne Gregersdatter Ulfstand Til Kjærgaardsholm,"overlap, half or more",-1,Anne Gregersdatter Ulfstand Til Kjærgaardsholm,"overlap, half or more"
6000000002750721519,Q110303983,Ellen Nielsen Banner,1,Eline Nielsdatter Banner til Skarregaard,"overlap, under half",2,Eline Nielsdatter Banner til Skarregaard,"overlap, under half"
6000000002750725514,Q110303932,Jacob Eskildsen Hoeg Banner,1,"Jacob Eskildsen Høeg Banner til Lergrav, Eskær og Vang","overlap, half or more",5,"Jacob Eskildsen Høeg Banner til Lergrav, Eskær og Vang","overlap, half or more"
6000000002760503826,Q134986490,"Pedro ""El Mozo"" Dávila y Bracamonte I Conde del Risco",1,"Pedro ""El Mozo"" Dávila y Bracamonte I Conde del Risco",identical,0,"Pedro ""El Mozo"" Dávila y Bracamonte I Conde del Risco",identical
6000000002763563531,Q75577631,Samuel Porter,1,Samuel Porter I,Geni is a superset,1,Samuel Porter I,Geni is a superset
6000000002764344967,Q24629488,Charlotte von Königswarter,1,Charlotte Edle von Wertheimstein,"overlap, half or more",1,Charlotte Edle von Wertheimstein,"overlap, half or more"
6000000002764344974,Q1586366,Moriz Königswarter,1,Moriz Freiherr Von Königswarter,Geni is a superset,2,Moriz Freiherr Von Königswarter,Geni is a superset
6000000002764356260,Q75335805,Alfred von Wertheimstein,2,"Alfred Josef, Ludwig von Wertheimstein",Geni is a superset,2,"Alfred Josef, Ludwig von Wertheimstein",Geni is a superset
6000000002764373680,Q15430177,Henri Louis Bischoffsheim,1,Henri Louis Bischoffsheim,identical,0,Henri Louis Bischoffsheim,identical
6000000002764373695,Q75311840,Amelia Bischoffsheim,1,Amelia Catherine Bischoffsheim,Geni is a superset,1,Amelia Catherine Bischoffsheim,Geni is a superset
6000000002764417869,Q6271942,Jonah Teomim-Frankel,2,Jonah (Kikayon DeYonah) Teomim A.B.D. Grodno and then Metz,"overlap, half or more",9,Jonah (Kikayon DeYonah) Teomim A.B.D. Grodno and then Metz,"overlap, half or more"
6000000002764419000,Q21953093,Leopold von Wertheimstein,1,Leopold Edler Ritter von Wertheimstein,Geni is a superset,2,Leopold Edler Ritter von Wertheimstein,Geni is a superset
6000000002764431306,Q214114,Felix M. Warburg,1,Felix Moritz Warburg,"overlap, half or more",0,Felix Moritz Warburg,"overlap, half or more"
6000000002764431358,Q60185,Aby Warburg,2,Abraham (Aby) Moritz Warburg,Geni is a superset,2,Aby Warburg,identical
6000000002764431481,Q96087217,Frieda Schiff,1,Frieda Fanny Schiff,Geni is a superset,1,Frieda Fanny Schiff,Geni is a superset
6000000002764431487,Q96087253,Carola Warburg,1,Carola Therese Warburg,Geni is a superset,1,Carola Therese Warburg,Geni is a superset
6000000002764431493,Q96087256,Frederick Marcus Warburg,1,Frederick Marcus Warburg,identical,0,Frederick Marcus Warburg,identical
6000000002764431499,Q55571046,Gerald Felix Warburg,1,Gerald Felix Warburg Sr.,Geni is a superset,1,Gerald Felix Warburg Sr.,Geni is a superset
6000000002764431511,Q18934929,Edward Warburg,1,Edward Mortimer Morris Warburg,Geni is a superset,2,Edward Mortimer Morris Warburg,Geni is a superset
6000000002764431997,Q96087215,Marion Bab,1,Marion Bab,identical,0,Marion Bab,identical
6000000002764440229,Q23059571,Recha Meyer,1,Rechel Mendelssohn,nothing in common,0,Rechel Mendelssohn,nothing in common
6000000002764447491,Q114655,Sophie von Todesco,1,Sophie Freifrau Gomperz,"overlap, under half",0,Sophie Freifrau Gomperz,"overlap, under half"
6000000002764447883,Q127784206,Jacob Naftali Herz Borchardt,1,Jacob Naftali Herz Borchardt,identical,0,Jacob Naftali Herz Borchardt,identical
6000000002764447983,Q128694816,Bela Ephraim,1,Bela Gomperz,"overlap, half or more",0,Bela Gomperz,"overlap, half or more"
6000000002764454283,Q126197957,Klara Riess Driesen Gumperz,1,Klara Ephraim,"overlap, half or more",-2,Klara Ephraim,"overlap, half or more"
6000000002764454671,Q128791995,Jeremias Jacob Wolff,2,Jeremias Jacob WOLFF,identical bar case/diacritics,0,Jeremias Jacob WOLFF,identical bar case/diacritics
6000000002764484712,Q15060086,Émile Halphen,1,Emile Salomon Georges Halphen,Geni is a superset,2,Emile Salomon Georges Halphen,Geni is a superset
6000000002764498816,Q140435321,Gnedel Hendel Oppenheimer,2,Genendel Hendele Oppenheim,nothing in common,0,Genendel Hendele Oppenheim,nothing in common
6000000002764498892,Q16132216,Isaak Joseph Jonas Teomim-Fränkel,1,Isaak Joseph Jonas Teomim-Fränkel A.B.D. Slutzk and Cracow and then Breslau,Geni is a superset,8,Isaak Joseph Jonas Teomim-Fränkel A.B.D. Slutzk and Cracow and then Breslau,Geni is a superset
6000000002764501612,Q126369470,Ascher Ephraim Marcus,1,Ascher Ephraim Marcus,identical,0,Ascher Ephraim Marcus,identical
6000000002764501776,Q137907309,Max Julius Philip Bonn,2,Max Julius Philip Bonn,identical,0,Max Julius Philip Bonn,identical
6000000002764502921,Q68483,Emil Hübner,2,Ernst Willibald Emil Hübner,Geni is a superset,2,Ernst Willibald Emil Hübner,Geni is a superset
6000000002764509748,Q77271,Dorothea von Schlegel,1,Dorothea Veronika Breindel Mendelssohn,"overlap, under half",1,Dorothea Veronika Breindel Mendelssohn,"overlap, under half"
6000000002764674959,Q94918957,Paul Moritz Goldschmidt,1,Paul Moritz Heymann Goldschmidt,Geni is a superset,1,Paul Moritz Heymann Goldschmidt,Geni is a superset
6000000002764690330,Q3419404,Raphaël Bischoffsheim,1,Raphael Louis Bischoffsheim,Geni is a superset,1,Raphael Louis Bischoffsheim,Geni is a superset
6000000002764690858,Q97929278,Henriette Goldschmidt,1,Henriette Goldschmidt,identical,0,Henriette Goldschmidt,identical
6000000002764690890,Q27916538,Lucien de Hirsch de Gereuth,1,Lucien Jacques-Maurice de Hirsch,"overlap, half or more",0,Lucien Jacques-Maurice de Hirsch,"overlap, half or more"
6000000002764690956,Q2960670,Charles de Noailles,1,Charles Arthur Anne Marie de Noailles Vicomte de Noailles,Geni is a superset,4,Charles Arthur Anne Marie de Noailles Vicomte de Noailles,Geni is a superset
