geni_id,qid,wikidata_en,latin_name_count,first_latin_name,first_verdict,first_token_diff,best_latin_name,best_verdict
6000000005482834004,Q110457708,Birgitte Lauridsdatter Brockenhuus til Urup,1,Birgitte Lauridsdatter Brockenhuus,Wikidata is a superset,-2,Birgitte Lauridsdatter Brockenhuus,Wikidata is a superset
6000000005483175013,Q12324020,Laurids Brockenhuus,1,Laurids Frandsen Brockenhuus,Geni is a superset,1,Laurids Frandsen Brockenhuus,Geni is a superset
6000000005483540006,Q110457714,Karen Pedersdatter Skram,1,Karen Pedersdatter Skram,identical,0,Karen Pedersdatter Skram,identical
6000000005517038003,Q272233,Æthelred I,7,Æþelræd,nothing in common,-1,AEthelred I,"overlap, half or more"
6000000005560006354,Q1701828,"John Stewart, 2nd Earl of Atholl",2,John Stewart,Wikidata is a superset,-4,"John Stewart, 2nd Earl of Atholl",identical
6000000005563048656,Q223576,Edmund von Hellmer,1,Edmund Karl von Hellmer,Geni is a superset,1,Edmund Karl von Hellmer,Geni is a superset
6000000005563094983,Q11840441,Émile Deutsch de la Meurthe,2,Emile Michel Deutsch de la Meurthe,Geni is a superset,1,Emile Deutsch de la Meurthe,identical bar case/diacritics
6000000005566351597,Q527438,William V of Angoulême,5,William of Angoulême,Wikidata is a superset,-1,"William V 'Taillefer', Count of Angoulême",Geni is a superset
6000000005566692200,Q312904,"Fulk, King of Jerusalem",4,"Fulk V ""le Jeune"" of Anjou King of Jerusalem",Geni is a superset,4,"Fulk V ""le Jeune"" of Anjou King of Jerusalem",Geni is a superset
6000000005577875739,Q555033,Jean de Créquy,2,Jean de Créquy,identical,0,Jean de Créquy,identical
6000000005578027461,Q123122524,Jean VII de Crequy,2,"Jean dit le Riche de Crequy VII, sgr de Fressin, de Canaples",Geni is a superset,6,"Jean dit le Riche de Crequy VII, sgr de Fressin, de Canaples",Geni is a superset
6000000005578103396,Q111995962,Jean VI de Crequy,2,Jean VI de Créquy,identical bar case/diacritics,0,Jean VI de Créquy,identical bar case/diacritics
6000000005578154214,Q110580551,"Jean IV de Créquy, Seigneur de Fressin",3,Jean IV de Créquy seigneur de Fressin et de Canaples,Geni is a superset,2,Jean IV de Créquy seigneur de Fressin et de Canaples,Geni is a superset
6000000005584219764,Q133307904,Margrethe Henriksdatter Gyldenstierne,1,Margrethe Henriksdatter Gyldenstierne,identical,0,Margrethe Henriksdatter Gyldenstierne,identical
6000000005587276070,Q4766894,Anna Bülow,1,Anna Fickesdotter Bülow,Geni is a superset,1,Anna Fickesdotter Bülow,Geni is a superset
6000000005587789441,Q230561,Adelaide of Maurienne,2,Adelaide de Savoie de Maurienne,"overlap, half or more",1,Adelaide de Savoie de Maurienne,"overlap, half or more"
6000000005587855694,Q220799,Bernard I,4,Bernhard I Billung Duke of Saxony,"overlap, half or more",4,"Bernard I, duke of Saxony",Geni is a superset
6000000005588616059,Q71231,Charles the Bald,8,"Charles den Skallete, le Chauve","overlap, under half",2,Charles,Wikidata is a superset
6000000005588774140,Q735704,Hnabi,1,Hnabi - Nebi Duke of Alamannia,Geni is a superset,5,Hnabi - Nebi Duke of Alamannia,Geni is a superset
6000000005597728020,Q347480,Adalbert of Italy,4,"Adalbert II Re d'Italia, Marchese d'Ivrea","overlap, under half",3,"Adalbert II, king of Italy",Geni is a superset
6000000005598801866,Q657578,"Albert II, Margrave of Brandenburg-Ansbach",2,Albrecht Hohenzollern II(V),"overlap, under half",-1,"Albrecht II, margrave of Brandenburg-Ansbach","overlap, half or more"
6000000005598803071,Q650182,Philip William of Brandenburg-Schwedt,2,Philipp Wilhelm Hohenzollern Markgraf zu Brandenburg-Schwedt,"overlap, under half",2,"Philip William, Margarve of Brandenburg-Schwedt",Geni is a superset
6000000005598803186,Q442252,Margravine Elisabeth Sophie of Brandenburg,1,"Elisabeth Sofie Von Brandenburg und Preußen Hohenzollern Herzogin zu Kurland, Markgräfin zu Brandenburg-Bayreuth, Herzo Herzogin zu Kurland, Markgräfin zu Brandenburg-Bayreuth, Herzo","overlap, under half",8,"Elisabeth Sofie Von Brandenburg und Preußen Hohenzollern Herzogin zu Kurland, Markgräfin zu Brandenburg-Bayreuth, Herzo Herzogin zu Kurland, Markgräfin zu Brandenburg-Bayreuth, Herzo","overlap, under half"
6000000005598803278,Q824322,Charles Philip of Brandenburg-Schwedt,1,"Karl Philipp ""Karl"" Wilhelm Hohenzollern Prinz, Markgraf von Brandenburg-Schwedt","overlap, under half",5,"Karl Philipp ""Karl"" Wilhelm Hohenzollern Prinz, Markgraf von Brandenburg-Schwedt","overlap, under half"
6000000005598803285,Q824990,Ludwig von Brandenburg,3,Ludwig Leopold von Brandenburg,Geni is a superset,1,Ludwig Leopold von Brandenburg,Geni is a superset
6000000005598803342,Q75807257,Wilhelm Heinrich von Brandenburg,1,Wilhelm Heinrich Hohenzollern prinz,"overlap, half or more",0,Wilhelm Heinrich Hohenzollern prinz,"overlap, half or more"
6000000005598803931,Q19667575,Marie Elisabeth of Brunswick-Wolfenbüttel,1,Marie Elisabeth von Braunschweig-Wolfenbüttel Prinzessin,"overlap, half or more",1,Marie Elisabeth von Braunschweig-Wolfenbüttel Prinzessin,"overlap, half or more"
6000000005598803949,Q9348705,Sibylle Ursula of Brunswick-Wolfenbüttel,2,Sybille Ursula Welf Herzogin zu Schleswig-Holstein-Sonderburg-Glücksburg,"overlap, under half",2,Sybille Ursula Welf Herzogin zu Schleswig-Holstein-Sonderburg-Glücksburg,"overlap, under half"
6000000005598803980,Q61574,George William of Brunswick-Lüneburg-Celle,2,"Georg II Wilhelm Welf Herzog, Fürst zu Calenberg und Lüneburg",nothing in common,6,"Georg II Wilhelm Welf Herzog, Fürst zu Calenberg und Lüneburg",nothing in common
6000000005598815940,Q75393514,Sophie Luise zu Castell-Remlingen,1,Sofie Luise von Castell-Remlingen Gräfin,"overlap, half or more",1,Sofie Luise von Castell-Remlingen Gräfin,"overlap, half or more"
6000000005598851327,Q3978513,Sveva del Balzo,2,Sueva del Balzo,"overlap, half or more",0,Sveva del Balzo,identical
6000000005598851643,Q382119,"Theobald V, Count of Blois",5,"Thibaud ""the Good"" de Blois","overlap, under half",0,Thibault V of Blois & Champagne,"overlap, half or more"
6000000005598859830,Q271821,Rosamund Clifford,1,Rosamond de Clifford,"overlap, half or more",1,Rosamond de Clifford,"overlap, half or more"
6000000005598872880,Q80714,"Godfrey I, Count of Namur",7,Godfrey I of Namur,Wikidata is a superset,-1,"Godfrey I, count of Namur",identical bar case/diacritics
6000000005598882201,Q134985899,María Pérez de Oñate,2,María Pérez de Oñate,identical,0,María Pérez de Oñate,identical
6000000005598888440,Q134986368,Ruy Díaz de Zaldívar,1,Ruy Díaz de Zaldívar,identical,0,Ruy Díaz de Zaldívar,identical
6000000005598904003,Q7365775,Gersende of Maine,2,Gersende du Maine,"overlap, half or more",0,Gersende du Maine,"overlap, half or more"
6000000005598912554,Q224215,"Prince Edward, Duke of York and Albany",3,"Edward Augustus Welf, Guelph Prince","overlap, under half",-2,"Prince Edward, Duke of York",Wikidata is a superset
6000000005598912788,Q699738,"Prince Henry, Duke of Cumberland and Strathearn",2,"Henry Frederick Hanover Prince, Duke of Cumberland and Strathearn",Geni is a superset,2,"Henry Frederick Hanover Prince, Duke of Cumberland and Strathearn",Geni is a superset
6000000005599009339,Q65933,Dorothea of Schleswig-Holstein-Sonderburg-Glücksburg,2,"Dorothea Sophie Schleswig-Holstein, Oldenburg Kurfürstin zu Brandenburg, Herzogin in Preußen","overlap, under half",7,Sophia Dorothea of Schleswig-Holstein-Sonderburg-Glücksburg,Geni is a superset
6000000005599009573,Q75243655,Ernst Casimir von Schleswig-Holstein-Sonderburg-Beck,1,"Ernst Kasimir Schleswig-Holstein, Oldenburg Prinz","overlap, under half",1,"Ernst Kasimir Schleswig-Holstein, Oldenburg Prinz","overlap, under half"
6000000005599009627,Q50825540,Anton Günther Schleswig-Holstein-Sonderburg-Beck,1,"Anton Günther Schleswig-Holstein, Oldenburg Prinz","overlap, half or more",2,"Anton Günther Schleswig-Holstein, Oldenburg Prinz","overlap, half or more"
6000000005599009966,Q61264,Princess Christine Louise of Oettingen-Oettingen,1,"Christina Louise Oettingen Prinzessin, Fürstin zu Braunschweig-Lüneburg-Wolfenbüttel","overlap, under half",2,"Christina Louise Oettingen Prinzessin, Fürstin zu Braunschweig-Lüneburg-Wolfenbüttel","overlap, under half"
6000000005599082513,Q21004278,Marie Albertine of Nassau-Usingen,2,Marie Albertine Nassau-Usingen,Wikidata is a superset,-1,Marie Albertine Pss of Nassau-Usingen,Geni is a superset
6000000005599082530,Q279873,William Henry I of Nassau-Usingen,2,William Henry von Nassau-Usingen,"overlap, half or more",-1,William Henry von Nassau-Usingen,"overlap, half or more"
6000000005599098019,Q467019,"Margaret II, Countess of Hainaut",2,Margaretha Countess Of de Hainault Kaiserin des Heiligen Römischen Reiches,"overlap, under half",5,Margaretha Countess Of de Hainault Kaiserin des Heiligen Römischen Reiches,"overlap, under half"
6000000005599120031,Q203996,Sancho II of Portugal,2,Sancho 'o Capello' de Portugal II,"overlap, half or more",2,Sancho 'o Capello' de Portugal II,"overlap, half or more"
6000000005599137632,Q69249,"Albert V, Duke of Saxe-Coburg",2,"Albrecht V Wettin, Ernestiner Hertog zu Sachsen-Coburg","overlap, under half",2,"Albert V, Duke of Saxe-Coburg",identical
6000000005599183311,Q18029700,"Wilhelm Moritz, Count of Solms-Braunfels",1,Wilhelm Moritz von Solms-Braunfels Graf,"overlap, half or more",0,Wilhelm Moritz von Solms-Braunfels Graf,"overlap, half or more"
6000000005599189170,Q73427540,"Sir Edward Stanley, 1st Baronet",2,Edward Stanley Bt.,"overlap, half or more",-2,Edward Stanley Bt.,"overlap, half or more"
6000000005599199914,Q75250853,Elizabeth Uvedale,2,Elizabeth Uvedale,identical,0,Elizabeth Uvedale,identical
6000000005599214336,Q64204,Duchess Marie of Württemberg,2,Marie Antoinette Friederike Auguste (Marie) Anna Württemberg Duchess of Saxe-Coburg and Gotha,Geni is a superset,7,Marie Antoinette Friederike Auguste (Marie) Anna Württemberg Duchess of Saxe-Coburg and Gotha,Geni is a superset
6000000005599214403,Q97043,"Josias II, Count of Waldeck-Wildungen",2,Josias II Count of Waldeck-Wildungen,identical bar case/diacritics,0,Josias II Count of Waldeck-Wildungen,identical bar case/diacritics
6000000005599214945,Q62996,Princess Antoinette of Saxe-Coburg-Saalfeld,3,"Antoinette Ernestine Amalie Wettin Princess, Herzogin von Württemberg","overlap, half or more",4,Princess Antoinette of Saxe-Coburg-Saalfeld,identical
6000000005599219053,Q63042,"Louis Eugene, Duke of Württemberg",2,Ludwig Eugen Johann Herzog von Württemberg,"overlap, under half",1,Ludwig Eugen Johann Herzog von Württemberg,"overlap, under half"
6000000005606972075,Q120025335,Soetan Mohamad Sahab,1,Soetan Mohamad Sahab,identical,0,Soetan Mohamad Sahab,identical
6000000005607119222,Q1806306,Lars Oftedal,2,Lars Svendsen Oftedahl,"overlap, half or more",1,Lars Svendsen Oftedahl,"overlap, half or more"
6000000005607119317,Q7652061,Sven Oftedal,2,Sven Svensen Oftedal,Geni is a superset,1,Sven Oftedal,identical
6000000005607295709,Q1678546,Leffmann Behrends,2,Leffmann (Liepmann) Behrens-Cohen,"overlap, half or more",1,Leffmann (Liepmann) Behrens-Cohen,"overlap, half or more"
6000000005607701373,Q110548187,"Benedikte Simonsdatter af Kyrning, heiress of Lundås manor",1,Bengta Simonsdotter Körning,nothing in common,-5,Bengta Simonsdotter Körning,nothing in common
6000000005617793611,Q47687555,Abraham Eriksen Gyldenstierne,1,Abraham Eriksson (Gyllenstierna),"overlap, under half",0,Abraham Eriksson (Gyllenstierna),"overlap, under half"
6000000005617857527,Q47508255,Else Laxmand,1,Else Poulsdatter Laxmand til Asserbo,Geni is a superset,3,Else Poulsdatter Laxmand til Asserbo,Geni is a superset
6000000005619893152,Q110549526,"Barnum Eriksen, Lord of Skarsholm",1,Barnum Eriksen til Skarsholm,"overlap, half or more",-1,Barnum Eriksen til Skarsholm,"overlap, half or more"
6000000005625451573,Q6249349,"John Mordaunt, 2nd Baron Mordaunt",2,"John Mordaunt KB, 2nd Baron Mordaunt",Geni is a superset,1,"John Mordaunt KB, 2nd Baron Mordaunt",Geni is a superset
6000000005631429001,Q19303221,William FitzPatric de Hertburn,2,William FitzPatric de Wessington,"overlap, half or more",0,William FitzPatric de Wessington,"overlap, half or more"
6000000005656274004,Q103773553,"Johan Fegraeus, 1.Lord Strömfelt",2,Johan Haraldsson Fegræus till Strömhult,"overlap, under half",0,Johan Haraldsson Fegræus till Strömhult,"overlap, under half"
6000000005677143001,Q514079,Heinrich Rantzau,1,"Heinrich Rantzau zu Breitenburg, Melbeck und Sturenhagen",Geni is a superset,5,"Heinrich Rantzau zu Breitenburg, Melbeck und Sturenhagen",Geni is a superset
6000000005700439018,Q110304110,"Niels, Greve Friis til Friisenborg",1,Niels Mogensen Friis,"overlap, half or more",-2,Niels Mogensen Friis,"overlap, half or more"
6000000005701329007,Q11916131,Christian Danneskiold-Samsøe,1,Christian Danneskjold-Samsøe Greve,"overlap, half or more",1,Christian Danneskjold-Samsøe Greve,"overlap, half or more"
6000000005703890001,Q48925204,Beatrix de Hainaut,2,Béatrix de Hainaut,identical bar case/diacritics,0,Béatrix de Hainaut,identical bar case/diacritics
6000000005705768014,Q206774,Reginar I Longneck,10,"Reginar I ""Longneck"" of Lotharingia Duke of Lorraine and Count of Hainault","overlap, half or more",7,"Reginar I Longneck de Lotharingia duc de Lorraine, comte de Hainault",Geni is a superset
6000000005735680561,Q1453147,Frederik Gabel,1,Frederik Wilhelm von Gabel til Bavelse & Giesegård,Geni is a superset,6,Frederik Wilhelm von Gabel til Bavelse & Giesegård,Geni is a superset
6000000005735814434,Q3355978,Vincens Budde,1,Vincents Budde,"overlap, half or more",0,Vincents Budde,"overlap, half or more"
6000000005736754159,Q110303316,Helvig Ebbesdatter Ulfeldt,5,Hedvig Ebbesdatter Ulfeldt,"overlap, half or more",0,Hedvig Ebbesdatter Ulfeldt,"overlap, half or more"
6000000005741159564,Q23063336,Siegmund Warburg,1,Siegmund Warburg,identical,0,Siegmund Warburg,identical
6000000005741310039,Q126132880,Abraham Samuel Warburg,1,Abraham Samuel Warburg,identical,0,Abraham Samuel Warburg,identical
6000000005741337155,Q20980146,Sara Warburg,1,Sara Warburg,identical,0,Sara Warburg,identical
6000000005741424001,Q20980014,Moses Marcus Warburg,2,Moses Marcus Warburg,identical,0,Moses Marcus Warburg,identical
6000000005742469028,Q128043670,Gumprich Marcus Samuel Warburg,1,Gumprich Marcus Samuel Warburg,identical,0,Gumprich Marcus Samuel Warburg,identical
6000000005744903659,Q103780526,Sidsel Romelsdatter Brun,1,Sidsel Rommelsdatter Brun,"overlap, half or more",0,Sidsel Rommelsdatter Brun,"overlap, half or more"
6000000005745346330,Q103780426,"captain Knut Danielsson Bildt, lord of Morland, Lungegård & Abildgård",1,"Knut Danielsen Bildt to Abildgaard, Morland og Lungegaard","overlap, under half",-2,"Knut Danielsen Bildt to Abildgaard, Morland og Lungegaard","overlap, under half"
6000000005745911218,Q140456900,Anna Rasmunda Munthe-Kaas,1,Anna Rasmunda Rønneberg,"overlap, half or more",0,Anna Rasmunda Rønneberg,"overlap, half or more"
6000000005745986585,Q140456898,Marie Schelven Lund,1,Marie Schelven Munthe-Kaas,"overlap, half or more",0,Marie Schelven Munthe-Kaas,"overlap, half or more"
6000000005746022056,Q60461846,Rasmus Gerhard Rønneberg,1,Rasmus Gerhard Karlsson Rønneberg,Geni is a superset,1,Rasmus Gerhard Karlsson Rønneberg,Geni is a superset
6000000005747654068,Q255870,Julia,1,Julia Caesaris,Geni is a superset,1,Julia Caesaris,Geni is a superset
6000000005747654261,Q3515798,Tarquinia,1,Tarquinia,identical,0,Tarquinia,identical
6000000005747654292,Q3290274,Marcus Junius,1,Marcus Junius Brutus,Geni is a superset,1,Marcus Junius Brutus,Geni is a superset
6000000005747722099,Q5442200,Felix Ennodius,1,Felix Ennodius,identical,0,Felix Ennodius,identical
6000000005747740478,Q29603990,Justus,2,Vettius Justus II,Geni is a superset,2,Vettius Justus II,Geni is a superset
6000000005757895476,Q12297787,Fulvia,2,Fulvia (or Crossutia),Geni is a superset,2,Fulvia (or Crossutia),Geni is a superset
6000000005758041019,Q366998,Baldwin II,7,Baldwin,Wikidata is a superset,-1,"Baldwin II ""the Bald"", count of Flanders",Geni is a superset
6000000005759156012,Q651208,Gaius Julius Caesar,2,Gaius Julius Caesar,identical,0,Gaius Julius Caesar,identical
6000000005767888778,Q168669,Gerberga of Saxony,7,Gerberga von Sachsen,"overlap, under half",0,Gerberga of Saxony,identical
6000000005768265987,Q615040,Sextus Julius Caesar,2,Sextus Julius Caesar,identical,0,Sextus Julius Caesar,identical
6000000005769561206,Q362113,William Adelin,5,William de Normandie Duke of Normandy,"overlap, half or more",4,William de Normandie Duke of Normandy,"overlap, half or more"
6000000005770948239,Q101247948,Elin Torresdottir av Leikvang,3,Elin Toresdatter Bjarkøy,"overlap, under half",-1,Elin Toresdatter,"overlap, half or more"
6000000005772896016,Q110304351,Niels Eilersen Lykke,1,Niels Eilersen Lykke af Torp til Tanderup,Geni is a superset,4,Niels Eilersen Lykke af Torp til Tanderup,Geni is a superset
6000000005778447793,Q229836,Antonia Minor,2,Antonia Minor Augusta,Geni is a superset,1,Antonia Minor Augusta,Geni is a superset
6000000005781328437,Q113359189,Christian Charlot Amalia Huitfeldt,2,Kristian Charlot Amalia Huitfeldt,"overlap, half or more",0,Christian Charlot Amalia Huitfeldt,identical
6000000005784623194,Q453069,Berenice,2,Berenice (Berenike) III d'Idumée Princess of Judaea,Geni is a superset,6,Berenice (Berenike) III d'Idumée Princess of Judaea,Geni is a superset
6000000005784701201,Q76240875,Frances Gregory,1,Mary Frances Gregory,Geni is a superset,1,Mary Frances Gregory,Geni is a superset
6000000005784744035,Q716075,Aristobulus IV,1,"Aristóbulus IV, Prince of Judaea",Geni is a superset,3,"Aristóbulus IV, Prince of Judaea",Geni is a superset
6000000005784777539,Q61310641,Husayn,1,Al-Husayn Al-Hasani,nothing in common,1,Al-Husayn Al-Hasani,nothing in common
6000000005789572102,Q266591,Salome Alexandra,3,Salome Alexandra Alexandra bat Shatach Queen of Judaea,Geni is a superset,5,Salome Alexandra Alexandra bat Shatach Queen of Judaea,Geni is a superset
6000000005791896564,Q134259,Louis VII of France,8,"Louis VII ""le Jeune le Pieux"" king of France",Geni is a superset,5,"Louis VII ""le Jeune le Pieux"" king of France",Geni is a superset
6000000005791900593,Q130969,Philip IV of France,6,Philippe 'le Bel' de France IV,"overlap, half or more",2,King Philip IV of France,Geni is a superset
6000000005791943640,Q1815122,"Margaret of Bourbon, Queen of Navarre",3,Marguerite de Dampierre Bourbon reina de Navarra,"overlap, under half",1,Marguerite de Dampierre Bourbon reina de Navarra,"overlap, under half"
6000000005792904234,Q231827,Ermengarde of Hesbaye,4,Ermengarde de Hesbaye,"overlap, half or more",0,Ermengarde of Hesbaye,identical
6000000005794015133,Q75627903,Lydia Belden,1,Lydia Belden,identical,0,Lydia Belden,identical
6000000005799605794,Q108403930,Experience Baldwin,1,Experience Abell,"overlap, half or more",0,Experience Abell,"overlap, half or more"
6000000005800515466,Q99172486,Elizabeth Catlett,1,Elizabeth Catlett,identical,0,Elizabeth Catlett,identical
6000000005846256197,Q230091,Herodias,1,Herodias . of Judaea,Geni is a superset,2,Herodias . of Judaea,Geni is a superset
6000000005856941001,Q945379,"Thomas de Beauchamp, 12th Earl of Warwick",1,Thomas de Beauchamp 12th Earl of Warwick,identical bar case/diacritics,0,Thomas de Beauchamp 12th Earl of Warwick,identical bar case/diacritics
6000000005857671004,Q7351378,"Robert d'Ufford, 1st Earl of Suffolk",1,Robert III d'Ufford 1st Earl of Suffolk,Geni is a superset,1,Robert III d'Ufford 1st Earl of Suffolk,Geni is a superset
6000000005858685119,Q3122244,"Guy de Beauchamp, 10th Earl of Warwick",1,Guy de Beauchamp 10th Earl of Warwick,identical bar case/diacritics,0,Guy de Beauchamp 10th Earl of Warwick,identical bar case/diacritics
6000000005863198667,Q2575747,Rzepicha,3,Rzepicha Piast,Geni is a superset,1,Rzepicha,identical
6000000005864637017,Q328755,"Hugh I, Count of Vermandois",2,Hugues 'Magnus' Capet I,"overlap, under half",-1,Hugues 'Magnus' Capet I,"overlap, under half"
6000000005874387003,Q360116,Bořivoj I,10,Bořivoj,Wikidata is a superset,-1,"Bořivoj I, duke of Bohemia",Geni is a superset
6000000005896395021,Q124821984,Benjamin Wolf Fraenkel-Mirels,1,Benjamin Wolf Fraenkel-Mirels-Neumark of Berlin,"overlap, half or more",2,Benjamin Wolf Fraenkel-Mirels-Neumark of Berlin,"overlap, half or more"
6000000005910721929,Q178918,Robert II of France,7,"Robert II Capet ""the Pious"" king of the Franks","overlap, half or more",5,"Robert II Capet ""the Pious"" king of the Franks","overlap, half or more"
6000000005912902306,Q109860,Dagobert I,7,Dagobert Roi des Francs Meroving King of the Franks,"overlap, half or more",7,Dagobert I,identical
6000000005913016304,Q243118,Chilperic I,7,Chilperic I de Soissons roi des Francs,Geni is a superset,5,Chilperic I de Soissons roi des Francs,Geni is a superset
6000000005913162130,Q2899786,Bertrude,2,Haldetrude Adaltrudis,nothing in common,1,Haldetrude Adaltrudis,nothing in common
6000000005913253971,Q193869,Childeric I,4,Childéric Mérovingiens,"overlap, half or more",0,"Childéric I, King of the Franks",Geni is a superset
6000000005913350166,Q82339,Clovis I,6,Clovis (Chlodwig) Mérovingiens I,Geni is a superset,2,Clovis (Chlodwig) Mérovingiens I,Geni is a superset
6000000005924906190,Q380371,Ariobarzanes I of Cappadocia,3,Ariobarzanes,Wikidata is a superset,-3,"Ariobarzanes I, king of Cappadocia",Geni is a superset
6000000005924910281,Q2854115,Antonin-Just-Léon-Marie de Noailles,2,Antoine Just Leon Marie de Noailles,"overlap, half or more",3,Antoine Just Leon Marie de Noailles,"overlap, half or more"
6000000005929135693,Q129419810,Amaziah Wright,2,Amaziah Wright,identical,0,Amaziah Wright,identical
6000000005931229140,Q664561,"Umberto III, Count of Savoy",8,Humbert III of Savoy the Blessed,"overlap, half or more",1,Humbert III of Savoy the Blessed,"overlap, half or more"
6000000005932972569,Q101247689,"Filippa Mogensdatter, Heiress of Grensholmen",1,Filippa Magnusdotter Gren,"overlap, under half",-2,Filippa Magnusdotter Gren,"overlap, under half"
6000000005933238750,Q125414,Pompey,1,Gnaeus Pompeius Magnus Pompeius,nothing in common,2,Gnaeus Pompeius Magnus Pompeius,nothing in common
6000000005933702020,Q442503,Pompeia Magna,2,Pompeia Magna,identical,0,Pompeia Magna,identical
6000000005936551695,Q314521,Berengar II of Italy,4,Berengar II of Ivrea king of Italy,Geni is a superset,2,Berengar II of Ivrea king of Italy,Geni is a superset
6000000005944438076,Q2253,Scipio Africanus,1,Publius Cornelius Scipio Africanus,Geni is a superset,2,Publius Cornelius Scipio Africanus,Geni is a superset
6000000005944489249,Q3132764,Simon Grundel-Helmfelt,1,Simon Grundel Helmfelt,"overlap, half or more",1,Simon Grundel Helmfelt,"overlap, half or more"
6000000005946324308,Q269950,Laodice II,3,Laodice,Wikidata is a superset,-1,"Laodice II, queen of the Seleucid Empire",Geni is a superset
6000000005952514116,Q3299317,Bircenna,1,Andromache of Epirus,nothing in common,2,Andromache of Epirus,nothing in common
6000000005954375615,Q212109,Tiberius Gracchus,1,Tiberius Sempronius Gracchus,Geni is a superset,1,Tiberius Sempronius Gracchus,Geni is a superset
6000000005965926452,Q2364602,"Arthur Stewart, Duke of Rothesay",2,Arthur Stewart Duke of Rothesay,identical bar case/diacritics,0,Arthur Stewart Duke of Rothesay,identical bar case/diacritics
6000000005966758093,Q4725858,Alice FitzAlan,1,Alice FitzAlan Baroness Cherleton,Geni is a superset,2,Alice FitzAlan Baroness Cherleton,Geni is a superset
6000000005980497729,Q39589,Caesarion,3,Ptolemy Philopator Philometor Caesar,nothing in common,3,Ptolemy Philopator Philometor Caesar,nothing in common
6000000005987293003,Q39952,Ptolemy VI,2,Ptolemy,Wikidata is a superset,-1,"Ptolemy VI Philometor, Pharaoh of Egypt",Geni is a superset
6000000005990411008,Q40258,Arsinoe III of Egypt,2,Arsinoe,Wikidata is a superset,-3,"Arsinoe III Philopator, queen of Egypt",Geni is a superset
6000000005997274764,Q101248138,"Arne Ivarrson 'Kongsmaag', Lord of Stodreim",2,Arne Kongsmåg Stovrheim,"overlap, under half",-3,Arne Stovreim,"overlap, half or more"
6000000006007855001,Q3373,Seleucus II Callinicus,2,Seleucus,Wikidata is a superset,-2,Seleucus,Wikidata is a superset
6000000006009035001,Q222930,Antiochus II Theos,2,Antiochus,Wikidata is a superset,-2,Antiochus,Wikidata is a superset
6000000006011320007,Q211488,Antiochus I Soter,2,Antiochus,Wikidata is a superset,-2,Antiochus,Wikidata is a superset
6000000006012676007,Q123900658,Margaret Morgan Davis,2,Margaret Morgan,Wikidata is a superset,-1,Margaret Morgan Davis,identical
6000000006018220006,Q184176,Seleucus I Nicator,2,Seleucus,Wikidata is a superset,-2,"Seleucus I Nicator, king of the Seleucid Empire",Geni is a superset
6000000006018596002,Q579596,Antiochus,1,Antiochus,identical,0,Antiochus,identical
6000000006019314001,Q446503,Laodice of Macedonia,1,Laodice,Wikidata is a superset,-2,Laodice,Wikidata is a superset
6000000006019691008,Q237626,Apama,2,Apama,identical,0,Apama,identical
6000000006078785713,Q129165,Xerxes I,4,Xerxes,Wikidata is a superset,-1,"Xerxes I 'the Great', king of Persia",Geni is a superset
6000000006079286768,Q271527,Astyages,2,Astyages,identical,0,Astyages,identical
6000000006079492556,Q271260,Mandane of Media,1,Mandana of Media Queen of Anshan,"overlap, half or more",2,Mandana of Media Queen of Anshan,"overlap, half or more"
6000000006082972615,Q6739909,"Thomas de Mowbray, 4th Earl of Norfolk",1,Thomas de Mowbray 4th Earl of Norfolk,identical bar case/diacritics,0,Thomas de Mowbray 4th Earl of Norfolk,identical bar case/diacritics
6000000006087782713,Q96240773,Gyde Lavesdatter,2,Gyde Lagesdatter,"overlap, half or more",0,Gyde Lagesdatter,"overlap, half or more"
6000000006088075478,Q116150301,Ingefred,3,Ingefred,identical,0,Ingefred,identical
6000000006090580622,Q12591,Nebuchadnezzar II,2,Nebuchadnezzar,Wikidata is a superset,-1,"Nebuchadnezzar II, king of Babylon",Geni is a superset
6000000006093087545,Q75386614,Gytha (?),2,Gytha,Wikidata is a superset,-1,Gytha,Wikidata is a superset
6000000006093466520,Q312606,Childebert II,4,Childébert von Bayern roi d' Austrasie et de Bourgogne,"overlap, half or more",7,"Childébert II, King of Austrasia & Burgundy",Geni is a superset
6000000006096044564,Q51718,Baldwin II of Jerusalem,12,Baldwin,Wikidata is a superset,-3,"Baldwin II, king of Jerusalem",Geni is a superset
6000000006097316212,Q11954555,Vespasius Pollio,1,Vespasius Pollio,identical,0,Vespasius Pollio,identical
6000000006097322087,Q291086,Elisabeth of Bohemia,3,Elisabeth von Luxemburg-Böhmen,"overlap, under half",0,Elisabeth von Luxemburg-Böhmen,"overlap, under half"
6000000006098591118,Q110549417,Birgitte Corfitzdatter Rud,1,Birgitte Corfitzdotter Rud,"overlap, half or more",0,Birgitte Corfitzdotter Rud,"overlap, half or more"
6000000006098810152,Q12325962,Margrethe Hedevig Juel,1,Margrethe Helvig Juel,"overlap, half or more",0,Margrethe Helvig Juel,"overlap, half or more"
6000000006100782176,Q3616222,Andrey Bolshoy,1,"Andrei ""Big"" Vasilyevich Moskovsky",nothing in common,2,"Andrei ""Big"" Vasilyevich Moskovsky",nothing in common
6000000006100786044,Q12086698,Agrippina,2,Agrippina,identical,0,Agrippina,identical
