file	subject	cards	with_relation
6000000035956517862.html	6000000035956517862	12	12
6000000036357505108.html	6000000036357505108	12	12
6000000036357582274.html	6000000036357582274	12	12
6000000037035247723.html	6000000037035247723	12	12
6000000037035530796.html	6000000037035530796	12	12
6000000037061234630.html	6000000037061234630	10	10
6000000037061491552.html	6000000037061491552	8	8
6000000037080891969.html	6000000037080891969	6	6
6000000037499373524.html	6000000037499373524	8	8
6000000037499674070.html	6000000037499674070	10	10
6000000039348882765.html	6000000039348882765	12	12
6000000039632819016.html	6000000039632819016	12	12
6000000039766619938.html	6000000039766619938	6	6
6000000040374803004.html	6000000040374803004	12	12
6000000040464859483.html	6000000040464859483	12	12
6000000040996845017.html	6000000040996845017	6	6
6000000041536548158.html	6000000041536548158	12	12
6000000041537287092.html	6000000041537287092	12	12
6000000042729202545.html	6000000042729202545	12	12
6000000043648586698.html	6000000043648586698	0	0
6000000043648786217.html	6000000043648786217	7	7
6000000043649084885.html	6000000043649084885	4	4
6000000043649220131.html	6000000043649220131	10	10
6000000043815150026.html	6000000043815150026	5	5
6000000044128793940.html	6000000044128793940	10	10
6000000046292822989.html	6000000046292822989	12	12
6000000047943564981.html	6000000047943564981	12	12
6000000049134640939.html	6000000049134640939	8	8
6000000050635310838.html	6000000050635310838	12	12
6000000051276273861.html	6000000051276273861	9	9
6000000051555644950.html	6000000051555644950	12	12
6000000051556352836.html	6000000051556352836	12	12
6000000051633524915.html	6000000051633524915	12	12
6000000052215030827.html	6000000052215030827	9	9
6000000052215334833.html	6000000052215334833	12	12
6000000052215809962.html	6000000052215809962	12	12
6000000054990622176.html	6000000054990622176	9	9
6000000054992850924.html	6000000054992850924	9	9
6000000056330118941.html	6000000056330118941	12	12
6000000056333864823.html	6000000056333864823	12	12
6000000056945714362.html	6000000056945714362	12	12
6000000057172875007.html	6000000057172875007	12	12
6000000057175128821.html	6000000057175128821	12	12
6000000057327773067.html	6000000057327773067	6	6
6000000057959889971.html	6000000057959889971	4	4
6000000057959975839.html	6000000057959975839	6	6
6000000058002247415.html	6000000058002247415	12	12
6000000059809756110.html	6000000059809756110	12	12
6000000060993725243.html	6000000060993725243	12	12
6000000063114008888.html	6000000063114008888	7	7
6000000063114171008.html	6000000063114171008	11	11
6000000063114223064.html	6000000063114223064	10	10
6000000065981704822.html	6000000065981704822	12	12
6000000065991527068.html	6000000065991527068	12	12
6000000066263754251.html	6000000066263754251	12	12
6000000066264516851.html	6000000066264516851	7	7
6000000066264526835.html	6000000066264526835	8	8
6000000066264650876.html	6000000066264650876	8	8
6000000067502220858.html	6000000067502220858	4	4
6000000068333150865.html	6000000068333150865	0	0
6000000069050151452.html	6000000069050151452	2	2
6000000069051592822.html	6000000069051592822	7	7
6000000069466362236.html	6000000069466362236	12	12
6000000070396611338.html	6000000070396611338	12	12
6000000070497375043.html	6000000070497375043	11	11
6000000071637497156.html	6000000071637497156	7	7
6000000071638053857.html	6000000071638053857	7	7
6000000071638234914.html	6000000071638234914	6	6
6000000071638302829.html	6000000071638302829	7	7
6000000071638439878.html	6000000071638439878	4	4
6000000071768187852.html	6000000071768187852	8	8
6000000071769436089.html	6000000071769436089	6	6
6000000072112528902.html	6000000072112528902	12	12
6000000072962073961.html	6000000072962073961	6	6
6000000073011630896.html	6000000073011630896	10	10
6000000073057747827.html	6000000073057747827	9	9
6000000073120561949.html	6000000073120561949	5	5
6000000073132490036.html	6000000073132490036	5	5
6000000073622488100.html	6000000073622488100	12	12
6000000074341208894.html	6000000074341208894	12	12
6000000074341809000.html	6000000074341809000	12	12
6000000074342040898.html	6000000074342040898	12	12
6000000076761806976.html	6000000076761806976	11	11
6000000076805697475.html	6000000076805697475	11	11
6000000076807199992.html	6000000076807199992	3	3
6000000077107182863.html	6000000077107182863	12	12
6000000077297672317.html	6000000077297672317	12	12
6000000077297739021.html	6000000077297739021	12	12
6000000077316240007.html	6000000077316240007	12	12
6000000077667834821.html	6000000077667834821	2	2
6000000077762121855.html	6000000077762121855	12	12
6000000077795945062.html	6000000077795945062	8	8
6000000078378778833.html	6000000078378778833	6	6
6000000078379065845.html	6000000078379065845	12	12
6000000079267271590.html	6000000079267271590	5	5
6000000080929243843.html	6000000080929243843	9	9
6000000081000509607.html	6000000081000509607	7	7
6000000081001770518.html	6000000081001770518	9	9
6000000081001960578.html	6000000081001960578	9	9
6000000081001962237.html	6000000081001962237	6	6
6000000081003033570.html	6000000081003033570	5	5
6000000081003222288.html	6000000081003222288	8	8
6000000081003290197.html	6000000081003290197	7	7
6000000081003784512.html	6000000081003784512	3	3
6000000081003814187.html	6000000081003814187	3	3
6000000081003838952.html	6000000081003838952	6	6
6000000081003840360.html	6000000081003840360	12	12
6000000081003941823.html	6000000081003941823	6	6
6000000081004270036.html	6000000081004270036	12	12
6000000081729286896.html	6000000081729286896	11	11
6000000082033862114.html	6000000082033862114	11	11
6000000082819939353.html	6000000082819939353	12	12
6000000082822675871.html	6000000082822675871	7	7
6000000082862457204.html	6000000082862457204	12	12
6000000082894655175.html	6000000082894655175	11	11
6000000082895620836.html	6000000082895620836	8	8
6000000083072935969.html	6000000083072935969	10	10
6000000083767537112.html	6000000083767537112	4	4
6000000083767648821.html	6000000083767648821	4	4
6000000083768071842.html	6000000083768071842	6	6
6000000085676763948.html	6000000085676763948	12	12
6000000086903454833.html	6000000086903454833	12	12
6000000087535357291.html	6000000087535357291	3	3
6000000089141178845.html	6000000089141178845	11	11
6000000089141527885.html	6000000089141527885	12	12
6000000089171988019.html	6000000089171988019	12	12
6000000089437494952.html	6000000089437494952	12	12
6000000091348678858.html	6000000091348678858	12	12
6000000091348678867.html	6000000091348678867	12	12
6000000091348678897.html	6000000091348678897	12	12
6000000091525536068.html	6000000091525536068	6	6
6000000091525814902.html	6000000091525814902	6	6
6000000091526339970.html	6000000091526339970	12	12
6000000091526612901.html	6000000091526612901	8	8
6000000091528437842.html	6000000091528437842	8	8
6000000091529796831.html	6000000091529796831	4	4
6000000091602117821.html	6000000091602117821	3	3
6000000093411354957.html	6000000093411354957	12	12
6000000094193729218.html	6000000094193729218	12	12
6000000094194176187.html	6000000094194176187	12	12
6000000094725759821.html	6000000094725759821	3	3
6000000094788864010.html	6000000094788864010	12	12
6000000096398991038.html	6000000096398991038	9	9
6000000096399963028.html	6000000096399963028	5	5
6000000096400842905.html	6000000096400842905	8	8
6000000099934709827.html	6000000099934709827	3	3
6000000100082504307.html	6000000100082504307	12	12
6000000100302352316.html	6000000100302352316	11	11
6000000100733843835.html	6000000100733843835	8	8
6000000103633571840.html	6000000103633571840	12	12
6000000103752573902.html	6000000103752573902	12	12
6000000105712682826.html	6000000105712682826	12	12
6000000105715318851.html	6000000105715318851	11	11
6000000108322400841.html	6000000108322400841	12	12
6000000111817455021.html	6000000111817455021	12	12
6000000111817701912.html	6000000111817701912	12	12
6000000112537545366.html	6000000112537545366	2	2
6000000112538374159.html	6000000112538374159	0	0
6000000112538736189.html	6000000112538736189	2	2
6000000112538853251.html	6000000112538853251	3	3
6000000112539042138.html	6000000112539042138	0	0
6000000112539226128.html	6000000112539226128	3	3
6000000112539233010.html	6000000112539233010	3	3
6000000112539370000.html	6000000112539370000	0	0
6000000112539909876.html	6000000112539909876	12	12
6000000112539932868.html	6000000112539932868	10	10
6000000112539941956.html	6000000112539941956	0	0
6000000112540048870.html	6000000112540048870	0	0
6000000112540071069.html	6000000112540071069	4	4
6000000112540181834.html	6000000112540181834	0	0
6000000115667769821.html	6000000115667769821	8	8
6000000115668545101.html	6000000115668545101	9	9
6000000115668584966.html	6000000115668584966	7	7
6000000116694298987.html	6000000116694298987	9	9
6000000120884050897.html	6000000120884050897	12	12
6000000122450336924.html	6000000122450336924	6	6
6000000126234285831.html	6000000126234285831	8	8
6000000127314445823.html	6000000127314445823	8	8
6000000129556183032.html	6000000129556183032	3	3
6000000130515775874.html	6000000130515775874	5	5
6000000130516552831.html	6000000130516552831	8	8
6000000136584255821.html	6000000136584255821	10	10
6000000137763536821.html	6000000137763536821	12	12
6000000140114350029.html	6000000140114350029	12	12
6000000140996282158.html	6000000140996282158	10	10
6000000140997657859.html	6000000140997657859	9	9
6000000140998307832.html	6000000140998307832	12	12
6000000141085184010.html	6000000141085184010	6	6
6000000141086236875.html	6000000141086236875	5	5
6000000141991252871.html	6000000141991252871	12	12
6000000147798365860.html	6000000147798365860	12	12
6000000155055551821.html	6000000155055551821	6	6
6000000161721983869.html	6000000161721983869	12	12
6000000161721983881.html	6000000161721983881	12	12
6000000161721983893.html	6000000161721983893	12	12
6000000167856262821.html	6000000167856262821	4	4
6000000167857079822.html	6000000167857079822	5	5
6000000169037819865.html	6000000169037819865	12	12
6000000171058400024.html	6000000171058400024	12	12
6000000172054164872.html	6000000172054164872	12	12
6000000174847323565.html	6000000174847323565	5	5
6000000174849656050.html	6000000174849656050	6	6
6000000175680503879.html	6000000175680503879	9	9
6000000177462988887.html	6000000177462988887	12	12
6000000177463069892.html	6000000177463069892	10	10
6000000177463770840.html	6000000177463770840	6	6
6000000177920129831.html	6000000177920129831	12	12
6000000177921458827.html	6000000177921458827	7	7
6000000177921458833.html	6000000177921458833	12	12
6000000177921458845.html	6000000177921458845	4	4
6000000177921458863.html	6000000177921458863	9	9
6000000177921458990.html	6000000177921458990	12	12
6000000177921458999.html	6000000177921458999	4	4
6000000177921459033.html	6000000177921459033	4	4
6000000177921459052.html	6000000177921459052	7	7
6000000177921459056.html	6000000177921459056	10	10
6000000177921459066.html	6000000177921459066	9	9
6000000177921459072.html	6000000177921459072	12	12
6000000177921459078.html	6000000177921459078	12	12
6000000177921459094.html	6000000177921459094	12	12
6000000177921459104.html	6000000177921459104	12	12
6000000177921459114.html	6000000177921459114	12	12
6000000177921459129.html	6000000177921459129	9	9
6000000177921459134.html	6000000177921459134	12	12
6000000177921459169.html	6000000177921459169	12	12
6000000177921516822.html	6000000177921516822	4	4
6000000177921516839.html	6000000177921516839	4	4
6000000177921516859.html	6000000177921516859	5	5
6000000177944025822.html	6000000177944025822	8	8
6000000177987312850.html	6000000177987312850	7	7
6000000178669824833.html	6000000178669824833	9	9
6000000178670150833.html	6000000178670150833	5	5
6000000180280592858.html	6000000180280592858	12	12
6000000180285636825.html	6000000180285636825	8	8
6000000180745893830.html	6000000180745893830	12	12
6000000180823601861.html	6000000180823601861	12	12
6000000181163135859.html	6000000181163135859	12	12
6000000181166108829.html	6000000181166108829	12	12
6000000181289074845.html	6000000181289074845	12	12
6000000182737012832.html	6000000182737012832	8	8
6000000183986957910.html	6000000183986957910	4	4
6000000184169690842.html	6000000184169690842	6	6
6000000184266592868.html	6000000184266592868	0	0
6000000184266734830.html	6000000184266734830	0	0
6000000184267864840.html	6000000184267864840	8	8
6000000184442109821.html	6000000184442109821	6	6
6000000184590962909.html	6000000184590962909	6	6
6000000184888139875.html	6000000184888139875	11	11
6000000185157445888.html	6000000185157445888	12	12
6000000185158249846.html	6000000185158249846	12	12
6000000185447097943.html	6000000185447097943	12	12
6000000186115707839.html	6000000186115707839	12	12
6000000186609053824.html	6000000186609053824	12	12
6000000191391773823.html	6000000191391773823	12	12
6000000194783603884.html	6000000194783603884	12	12
6000000197656493859.html	6000000197656493859	12	12
6000000197657301823.html	6000000197657301823	12	12
6000000197657328821.html	6000000197657328821	12	12
6000000200892917834.html	6000000200892917834	12	12
6000000202543587856.html	6000000202543587856	9	9
6000000207618037836.html	6000000207618037836	6	6
6000000207769838867.html	6000000207769838867	12	12
6000000207770099821.html	6000000207770099821	9	9
6000000207770887863.html	6000000207770887863	12	12
6000000212832088822.html	6000000212832088822	8	8
6000000212832554822.html	6000000212832554822	11	11
6000000216588093869.html	6000000216588093869	12	12
6000000216588272880.html	6000000216588272880	6	6
6000000216825684836.html	6000000216825684836	9	9
6000000218930532858.html	6000000218930532858	12	12
6000000221151631885.html	6000000221151631885	4	4
6000000221151780844.html	6000000221151780844	4	4
6000000222599111823.html	6000000222599111823	12	12
