qid	geni_id	en_label	en_description
Q45431819	6000000075420545251	Shi Anchi	person, CBDB = 38686
Q45431820	6000000075420614070	Wang Huaizhong	Song dynasty person CBDB = 38385
Q45431821	6000000075421462959	Tian Jing	Song dynasty person CBDB = 38786
Q45431822	6000000075426105889	Qi Shi	Song dynasty person (CBDB = 41589)
Q45431823	6000000075419795932	Ding Zhuan	Song dynasty person CBDB = 37787
Q45431824	6000000075420250959	Wang  Chaozuo	Song dynasty person (CBDB = 37986)
Q45431825	6000000075425356932	Li Chou	Song dynasty person CBDB = 41088
Q45431826	6000000075425143124	Li Yousun	Song dynasty person CBDB = 41187
Q45431827	6000000075428733863	Hu Xi	Song dynasty person CBDB = 43190
Q45431828	6000000075425173971	Li Shouzhuo	person, CBDB = 40988
Q45431830	6000000075414679261	Zhu Qun	Song dynasty person CBDB = 39886
Q45431831	6000000075423233923	Wang Suo	Song dynasty person CBDB = 39586
Q45431832	6000000075420573829	Wang Qiyu	Song dynasty person CBDB = 38086
Q45431833	6000000075427385982	Wang Shi	Song dynasty person CBDB=42886
Q45431834	6000000075424758948	Li Lin	Song dynasty person CBDB = 40686
Q45431835	6000000075423206320	Zhu Zhi	Song dynasty person CBDB=40087
Q45431836	6000000075426987908	Lin Yun	Song dynasty person CBDB = 42289
Q45431837	6000000075424501915	Shi Huaizu	Song dynasty person CBDB = 40487
Q45431838	6000000075429151838	Hu Menglin	Song dynasty person CBDB = 43486
Q45431839	6000000075420716826	Yu Yuan	Song dynasty person CBDB = 38186
Q45431840	6000000075427236946	Zhou Mu	Song dynasty person CBDB = 42687
Q45431843	6000000074691165136	Fan Niande	Song dynasty person (CBDB = 43588)
Q45431844	6000000075428547858	Hong Chuhou	Song dynasty person CBDB = 43386
Q45431845	6000000075427467897	Zhuo Yifu	Song dynasty person CBDB = 42786
Q45431846	6000000075426212927	Wu Shiheng	Song dynasty person CBDB = 41689
Q45431847	6000000075427173859	Geng Shi	Song dynasty person CBDB = 42486
Q45431848	6000000075422139950	Wang Chu	Song dynasty person CBDB = 38987
Q45431849	6000000075422794026	Zhu Shiting	Song dynasty person CBDB=39489
Q45431851	6000000075421403978	Wang Zhongning	Song dynasty person CBDB = 38887
Q45431852	6000000075422012167	Yuan Pu	person, CBDB = 39187
Q45431853	6000000075424479874	Du Zhen	Song dynasty person CBDB = 40390
Q45431854	6000000075426225044	Wu Mi	Song dynasty person CBDB=41888
Q45431855	6000000075419900607	Wang Yong	Song dynasty person CBDB = 38588
Q45431856	6000000075419610232	Ding Yu	Song dynasty person CBDB = 37888
Q45431857	6000000075424999885	Li Chengzhi	Song dynasty person CBDB=40789
Q45431858	6000000075424893821	Li Qian	Song dynasty person (CBDB = 40589)
Q45431859	6000000075420132218	Wang Gongzuo	Song dynasty person CBDB = 38289
Q45431860	6000000075426675883	Yu Jifang	Song dynasty person CBDB = 42088
Q45431861	6000000075423329938	Xiang Zonghou	Song dynasty person CBDB = 39689
Q45431862	6000000075422218056	Bao Shun	Song dynasty person CBDB = 39287
Q45431863	6000000075422907119	Mou Ji	Song dynasty person CBDB = 39787
Q45431864	6000000075423065822	An Zhaozu	Song dynasty person CBDB = 39387
Q45431865	6000000075425956826	Ruan Xiushi	Song dynasty person CBDB=41387
Q45431866	6000000075426259358	Lin Zhen	Song dynasty person CBDB = 42588
Q45431867	6000000075424330905	Li Tai	Song dynasty person CBDB = 40287
Q45431868	6000000075424235878	Gu Yuan	Song dynasty person CBDB = 40186
Q45431869	6000000075425882822	Wu Shan	Song dynasty person CBDB = 41287
Q45431870	6000000074789510971	Hu Juren	Song dynasty person (CBDB = 42989)
Q45431872	6000000075426423119	Lin Zishan	Song dynasty person CBDB = 42388
Q45431873	6000000075428343050	Hu Yuanyi	Song dynasty person CBDB = 43289
Q45431874	6000000075427185387	Hu Jianzhi	Song dynasty person CBDB = 43089
Q45431875	6000000075422200945	Wang Xiaozhong	Song dynasty person CBDB = 39088
Q45431876	6000000075419836822	Wang Zhongmin	Song dynasty person CBDB = 37689
Q45431877	6000000075425107896	Li Dayou	Song dynasty person (CBDB = 40888)
Q45431878	6000000075423698007	Wang Tingmei	Song dynasty person CBDB = 39988
Q45431879	6000000075425363417	Lv Ding	Song dynasty person CBDB = 41789
Q45431880	6000000075425918887	Huang Jubao	Song dynasty person CBDB = 41488
Q45431881	6000000075421157945	Shi Anxing	person, CBDB = 38687
Q45431882	6000000075420124036	Wang Sheng	Song dynasty person CBDB = 38386
Q45431883	6000000074727651960	Li Shouyuan	Song dynasty person CBDB = 41590
Q45431885		Chao Shi	Song dynasty person CBDB = 37788
Q45431886	6000000075421287025	Wang Gai	Song dynasty person CBDB = 38787
Q45431887	6000000075419651017	Ding Jimin	Song dynasty person CBDB = 37987
Q45431888	6000000075425628891	Li Jingwen	Song dynasty person CBDB = 41188
Q45431889	6000000075425415912	Guo Yundao	Song dynasty person CBDB = 41089
Q45431890	6000000075425136047	Li Lin	Song dynasty person CBDB = 40989
Q45431891	6000000075421003898	Mao Zizhong	Song dynasty person CBDB = 38488
Q45431892	6000000075428202991	Zhou Qianneng	Song dynasty person CBDB = 43191
Q45431893	6000000075423702913	Ren Sanjie	Song dynasty person CBDB=39887
Q45431894	6000000075421104882	Zhu Ruxian	Song dynasty person CBDB = 39587
Q45431895	6000000075420243043	Ding Rui	Song dynasty person CBDB = 38087
Q45431896	6000000075427635871	Lin Mo	person, CBDB = 42887
Q45431897	6000000075424888943	Li Jin	Song dynasty person (CBDB = 40687)
Q45431898	6000000075423206325	Wang Ya	Song dynasty person CBDB = 40088
Q45431899	6000000075426343900	He Xialing	Song dynasty person CBDB = 42290
Q45431900	6000000075424610974	Song Han	Song dynasty person CBDB = 40488
Q45431901	6000000075420396032	Wang Shanchang	Song dynasty person CBDB = 38187
Q45431902	6000000075429147862	Hu Yanfa	Song dynasty person (CBDB = 43487)
Q45431903	6000000075427124969	Zhou Qinglao	Song dynasty person (CBDB = 42688)
Q45431904	6000000075426386005	Yu Qianyi	Song dynasty person CBDB = 41992
Q45431905	6000000075426418272	Yu Tingchun	Song dynasty person CBDB = 43589
Q45431906	6000000038200969307	Diao Shi	Song dynasty person (CBDB = 43387)
Q45431907	6000000075426690930	Yu Yingcheng	Song dynasty person CBDB = 42187
Q45431909	6000000075426221902	Wu Weining	Song dynasty person CBDB = 41690
Q45431910	6000000075427202851	Sun Ting	Song dynasty person CBDB = 42487
Q45431911	6000000075421510246	Wang Wan	Song dynasty person (CBDB = 38988)
Q45431912	6000000075422661077	Zhu Ge	Song dynasty person CBDB = 39490
Q45431913	6000000075421648899	Sima Kou	Song dynasty person CBDB = 38888
Q45431914	6000000075422388977	Zhang Qi	Song dynasty person CBDB = 39188
Q45431915	6000000075424064104	Du Baoheng	Song dynasty person CBDB = 40391
Q45431916	6000000075421405833	Mao Banghan	Song dynasty person CBDB = 38589
Q45431917	6000000075426161080	Lv Kai	Song dynasty person CBDB = 41889
Q45431919	6000000075420226835	Wang Heng	Song dynasty person CBDB = 37889
Q45431920	6000000075424530163	Shi Haiyin	Song dynasty person CBDB = 40790
Q45431921	6000000075424734903	Li Shi	Song dynasty person CBDB = 40590
Q45431923	6000000075420480995	Wang Gongbi	Song dynasty person CBDB = 38290
Q45431924	6000000075423562825	Yi Xiaoyi	Song dynasty person CBDB = 39690
Q45431925	6000000075421852332	Jiang Huan	Song dynasty person CBDB = 39288
Q45431926	6000000075426737883	He Cheng	Song dynasty person CBDB = 42089
Q45431927	6000000075423677876	Zhu Qishou	Song dynasty person CBDB = 39788
Q45431928	6000000075422892903	Jiang Zhongxing	person, CBDB = 39388
Q45431929	6000000075425966842	Li Ruorong	Song dynasty person CBDB = 41388
Q45431930	6000000075427233919	Zhou Liang	Song dynasty person CBDB = 42589
Q45431931	6000000075424463822	Li Dong	Song dynasty person CBDB = 40288
Q45431932	6000000075423544215	Cheng Rui	Song dynasty person CBDB = 40187
Q45431933	6000000075428479882	Zhou Shi	Song dynasty person CBDB = 42990
Q45431934	6000000075426769004	Lin Yan	Song dynasty person CBDB = 42389
Q45431935	6000000075425548015	Xing Congshan	Song dynasty person CBDB = 41288
Q45431936	6000000075428644860	Zhang Ruli	Song dynasty person CBDB = 43090
Q45431937	6000000075422368870	Shi Shouwen	Song dynasty person CBDB = 39089
Q45431938	6000000075428923831	Hu Hongxiu	Song dynasty person CBDB = 43290
Q45431939	6000000075425081995	Gao Shi	Song dynasty person CBDB = 40889
Q45431940	6000000075423962886	Ren Jingzhang	Song dynasty person CBDB = 39989
Q45431941	6000000075419670946	Dong Xian	Song dynasty person CBDB = 37690
Q45431942	6000000075426448905	Lv Ding	Song dynasty person CBDB = 41790
Q45431944	6000000075421370883	Fang Xiaoneng	person, CBDB = 38688
Q45431946	6000000075420211279	Wang Xi	Song dynasty person CBDB=38387
Q45431947	6000000075426121849	Wu Dao	Song dynasty person CBDB = 41591
Q45431948	6000000075419830008	Guo Shi	Song dynasty person CBDB = 37789
Q45431949	6000000074703797866	Sima Liang	Song dynasty person CBDB = 38788
Q45431950	6000000075420127010	Wang Chaojun	Song dynasty person CBDB=37988
Q45431951	6000000075425485948	Li Defu	Song dynasty person CBDB = 41189
Q45431952	6000000075425501885	Li Mingfu	Song dynasty person CBDB = 41090
Q45431953	6000000075425252950	Li Zhongyuan	Song dynasty person CBDB = 40990
Q45431954	6000000075420465148	Fang Yuanji	person, CBDB = 38489
Q45431955	6000000074704997834	Wang Lvdao	Song dynasty person CBDB = 39888
Q45431956	6000000075422647141	Zhao Daheng	Song dynasty person CBDB = 39588
Q45431959	6000000075420381868	Wang Xin	Song dynasty person (CBDB = 38088)
Q45431960	6000000075424467012	Shi Xiaozhen	Song dynasty person CBDB = 40688
Q45431961	6000000075423798951	Song Wu	Song dynasty person CBDB = 40089
Q45431962	6000000075426727909	Fu Meng	Song dynasty person CBDB = 42291
Q45431963	6000000075427658838	Zhou Mao	Song dynasty person CBDB = 42888
Q45431964	6000000075424570972	Li Zhu	Song dynasty person CBDB = 40489
Q45431965	6000000075420100252	Yu Ge	Song dynasty person CBDB=38188
Q45431966	6000000075427354885	Ji Zhu	Song dynasty person CBDB = 42689
Q45431967	6000000075429159845	Fan Quan	Song dynasty person CBDB=43488
Q45431968	6000000075426680885	Yu Daya	Song dynasty person CBDB = 41993
Q45431969	6000000075429091822	Hong Guishu	Song dynasty person CBDB = 43388
Q45431970	6000000075427568851	Zhuo Xianfu	Song dynasty person CBDB = 42788
Q45431971	6000000075426417972	Fang Tianhui	Song dynasty person CBDB = 42188
Q45431972	6000000075429157886	Wei Fuyao	Song dynasty person CBDB = 43590
Q45431973	6000000075426034994	Wu Bohou	Song dynasty person CBDB = 41691
Q45431974	6000000075427186893	Lin Renze	Song dynasty person CBDB = 42488
Q45431975	6000000075421812096	Tian Jinxian	Song dynasty person CBDB = 38989
Q45431976	6000000075423035918	Zhu Shicong	Song dynasty person CBDB=39491
Q45431977	6000000075422577872	Shi Menglong	Song dynasty person CBDB = 39189
Q45431978	6000000075424469886	Zhu Gui	Song dynasty person CBDB = 40392
Q45431979	6000000075421662931	Sima Fu	Song dynasty person CBDB = 38889
Q45431980	6000000075421237913	Mao Zhong	Song dynasty person CBDB = 38590
Q45431981	6000000075425875245	Wu Yinglong	Song dynasty person CBDB = 41890
Q45431983	6000000075424809878	Song Sisun	Song dynasty person CBDB = 40591
Q45431985	6000000075425040945	Li Shiyong	Song dynasty person CBDB = 40791
Q45431986	6000000075420657951	Wang Jingguo	Song dynasty person CBDB = 38291
Q45431987	6000000075423583836	Zhu Huchen	Song dynasty person CBDB = 39691
Q45431988	6000000075422769251	Zhu Huan	Song dynasty person CBDB = 39789
Q45431989	6000000075422547888	Bao Ding	Song dynasty person CBDB=39289
Q45431990	6000000075423057834	Zhu Guang	person, CBDB = 39389
Q45431991	6000000075425979195	Li Kangyan	Song dynasty person CBDB = 42090
Q45431992	6000000075425911851	Wu Qi	Song dynasty person CBDB = 41389
Q45431993	6000000075427077951	Zhou Dui	Song dynasty person CBDB = 42590
Q45431994	6000000075424037953	Song Yongnian	Song dynasty person CBDB = 40188
Q45431996	6000000075426854973	Shao Qing	Song dynasty person CBDB = 42390
Q45431997	6000000075425491032	Xing Mengchen	Song dynasty person CBDB=41289
Q45431998	6000000075428198939	Du Minwang	Song dynasty person CBDB=43091
Q45431999	6000000075427901091	Lin Shuqing	Song dynasty person CBDB = 42991
Q45432000	6000000075422389857	Gu Xingyi	Song dynasty person CBDB=39090
Q45432001	6000000074747953871	Hong Wenbo	Song dynasty person (CBDB = 43291)
Q45432002	6000000075425303828	Lei Shi	Song dynasty person CBDB=40890
Q45432003	6000000075423933879	Zhu Yi	Song dynasty person (CBDB = 39990)
Q45432004	6000000075419394129	Wang Shangzhong	Song dynasty person CBDB = 37691
Q45432005	6000000075420286355	Qiu Ding	Song dynasty person CBDB=38689
Q45432006	6000000075425672362	Wu Hongde	Song dynasty person CBDB = 41791
Q45432007	6000000075425874939	Wu Jia	Song dynasty person CBDB=41490
Q45432008	6000000075421001829	Wang Xi	Song dynasty person CBDB = 38388
Q45432009	6000000075425245328	Wu Shouyi	Song dynasty person CBDB = 41592
Q45432010	6000000075050388874	Wang Zhongli	Song dynasty person (CBDB = 37791)
Q45432011	6000000075421417964	Tian Yu	Song dynasty person CBDB = 38789
Q45432012	6000000075419422325	Fang Qi	Song dynasty person CBDB = 37989
Q45432013	6000000075425099224	Li Yanxian	Song dynasty person CBDB=41190
Q45432014	6000000075424322935	Li Gonghui	person, CBDB = 40991
Q45432015	6000000075420886024	Wang Ji	Song dynasty person CBDB = 38490
Q45432016	6000000075423589902	Zhu Ji	Song dynasty person CBDB = 39889
Q45432017	6000000075424887225	Li Wencai	Later Shu person CBDB = 41091
Q45432018	6000000075423367852	Wei Song	Song dynasty person CBDB = 39589
Q45432020	6000000075428844822	Shi Tingxian	Song dynasty person CBDB = 43193
Q45432021	6000000075423885016	Yin Xian	Song dynasty person CBDB = 40090
Q45432022	6000000075424896918	Li Lin	Song dynasty person CBDB = 40689
Q45432023	6000000075426056307	Lin Xian	Song dynasty person CBDB = 42292
Q45432024	6000000075427222047	Hu Ming	Yuan dynasty person CBDB = 42889
Q45432025	6000000075424197169	Shi Huaixiu	Song dynasty person CBDB = 40490
Q45432027	6000000075420197099	Wang Xianglong	Song dynasty person CBDB = 38189
Q45432028	6000000075427168010	Zhou Chunzhong	Song dynasty person CBDB = 42690
Q45432030	6000000075425788271	Qiu Yuquan	Song dynasty person CBDB = 41994
Q45432031	6000000075428828887	Su Youan	Yuan dynasty person CBDB = 43389
Q45432032	6000000075426991087	Zhou Zhongmei	Song dynasty person CBDB = 42789
Q45432034	6000000075429412824	Fan Gui	Song dynasty person CBDB = 43591
Q45432035	6000000075426269881	Wu Jingsi	Song dynasty person CBDB = 41692
Q45432036	6000000075423185854	Zhu Zimei	Song dynasty person CBDB = 39492
Q45432037	6000000075427099955	Lin  Tianrui	Song dynasty person CBDB = 42489
Q45432038	6000000075422591851	Han Yongshi	Song dynasty person CBDB = 39190
Q45432039	6000000075424338961	Du Tangqing	Song dynasty person CBDB = 40393
Q45432040	6000000075422002975	Wang Zhishu	Jin dynasty person CBDB = 38990
Q45432041	6000000075421587833	Shi Cangshu	Song dynasty person CBDB = 38890
Q45432042	6000000075421411822	Shi Qi	Song dynasty person CBDB = 38591
Q45432043	6000000075425675328	He Shizhao	Song dynasty person CBDB = 41891
Q45432044	6000000075419777107	Wang Ruone	Song dynasty person CBDB = 37891
Q45432045	6000000075424571931	Li Chong	Song dynasty person CBDB = 40592
Q45432046	6000000075424924019	Li Zhi	Song dynasty person CBDB = 40792
Q45432047	6000000075420683946	Wang Mengde	Song dynasty person CBDB = 38292
Q45432048	6000000075423003165	Yang Sunzhi	Song dynasty person CBDB = 39790
Q45432050	6000000075422892908	Wang Yansi	Song dynasty person CBDB = 39390
Q45432051	6000000075426834829	Lin Qi	Song dynasty person CBDB = 42091
Q45432052	6000000075422569933	An Mei	Song dynasty person CBDB = 39290
Q45432053	6000000075425162197	Li Shengyuan	Song dynasty person CBDB = 41390
Q45432055	6000000075427173888	Zhou zhihan	Song dynasty person CBDB = 42591
Q45432056	6000000075424466822	Li Pin	Song dynasty person CBDB = 40290
Q45432057	6000000075426533855	He Guiling	Song dynasty person CBDB = 42391
Q45432058	6000000075424250856	Gu Fang	Song dynasty person CBDB = 40189
Q45432061	6000000075423394915	Xiang Zongjie	Song dynasty person CBDB = 39693
Q45432062	6000000075422100939	Gu Yizhong	Song dynasty person CBDB = 39091
Q45432064	6000000075428607822	Shi Quan	Song dynasty person CBDB = 42992
Q45432065	6000000075425298826	Li Dan	Song dynasty person CBDB = 40891
Q45432066	6000000075423945872	Wang Bogeng	Song dynasty person CBDB = 39991
Q45432067	6000000075419823840	Wang Qixian	Song dynasty person CBDB = 37692
Q45432068	6000000075421402870	Wang Gen	Song dynasty person CBDB = 38690
Q45432069	6000000075426060920	Wu Fuyao	Song dynasty person CBDB = 41792
Q45432070	6000000075425297292	Ma Huaide	Song dynasty person CBDB = 41491
Q45432071	6000000075419885457	Wang Rong	Song dynasty person CBDB = 38389
Q45432072	6000000075426132849	Wu Yu	Song dynasty person CBDB = 41593
Q45432073	6000000075419165288	Zhou shi	Song dynasty person CBDB = 37792
Q45432074	6000000075421417969	Shi Yunshou	Song dynasty person CBDB = 38790
Q45432075	6000000075425415847	Li Zhongguang	Song dynasty person CBDB = 40992
Q45432076	6000000075420433822	Ding Weibao	person, CBDB = 37990
Q45432077	6000000075421239822	Wang Mu	Song dynasty person CBDB = 38491
Q45432078	6000000075423867835	Ren Dazhong	Song dynasty person CBDB = 39890
Q45432079	6000000075425627897	Li Yi	Song dynasty person CBDB = 41191
Q45432080	6000000075420098153	Wang Youzhong	Song dynasty person CBDB = 38090
Q45432081	6000000075425544845	Li Mingfu	Song dynasty person CBDB = 41092
Q45432082	6000000075428821846	Shi Decao	Song dynasty person CBDB = 43194
Q45432083	6000000075422830145	Zhao Qianli	Song dynasty person CBDB = 39590
Q45432084	6000000075422379318	Che Siqing	Song dynasty person (CBDB = 40091)
Q45432085	6000000075425021838	Li Zhong	Song dynasty person (CBDB = 40690)
Q45432086	6000000075426686058	Lin Huang	Song dynasty person (CBDB = 42293)
Q45432087	6000000075427483953	Lin Tingxiu	Song dynasty person CBDB = 42890
Q45432088	6000000075420225071	Shao Yuan	Song dynasty person CBDB=38190
Q45432089	6000000075424605891	Du Yingzhi	Song dynasty person CBDB = 40491
Q45432090	6000000075427469828	Lin Yingjia	Song dynasty person CBDB = 42691
Q45432091	6000000075429221822	Jiang Lin	Yuan dynasty person CBDB = 43490
Q45432092	6000000075426693906	Yu Dayou	Song dynasty person CBDB = 41995
Q45432093	6000000075428941880	Hong Wujing	Song dynasty person CBDB = 43390
Q45432096	6000000075427473861	Li Yinzhong	Song dynasty person CBDB = 42790
Q45432097	6000000075425902137	Wu Bohai	Song dynasty person CBDB = 41693
Q45432098	6000000075422379137	Han Wenguang	Song dynasty person CBDB = 39493
Q45432099	6000000075426725910	He Weiqing	Song dynasty person CBDB = 42190
Q45432100	6000000075426975986	Shao Cheng	Song dynasty person CBDB = 42490
Q45432102	6000000075424043132	Li Shou	Song dynasty person CBDB = 40394
Q45432103	6000000075421936060	Gong He	Song dynasty person CBDB = 38991
Q45432104	6000000075420273330	Wang Li	Song dynasty person CBDB = 38592
Q45432105	6000000075426640862	Wu Shi	Song dynasty person CBDB = 41892
Q45432106	6000000075421674855	Gong Xizhen	Song dynasty person (CBDB = 38891)
Q45432107	6000000074736101901	Shi Yi'ao	Song dynasty person CBDB = 37892
Q45432108	6000000075420847862	Wang Gonggun	Song dynasty person CBDB = 38293
Q45432109	6000000075424812870	Song Wannian	Song dynasty person CBDB = 40593
Q45432110	6000000075423579908	Shen Lianghui	Song dynasty person CBDB = 39791
Q45432112	6000000074692049045	He Dexun	Song dynasty person CBDB=42092
Q45432113	6000000075422389078	An Jun	Song dynasty person CBDB = 39291
Q45432114	6000000075425845892	Ruan Xifu	Song dynasty person CBDB = 41392
Q45432116	6000000075422995842	Wang Shi	Song dynasty person CBDB = 39391
Q45432117	6000000075427267862	Lin Xu	Song dynasty person CBDB = 42592
Q45432119	6000000075427105869	Zhao Youtai	Song dynasty person CBDB = 42392
Q45432120	6000000075423623158	Wang Ji	Song dynasty person CBDB = 40190
Q45432121	6000000075423544235	Li Gongze	Song dynasty person CBDB = 40291
Q45432122	6000000075423504868	Zhu Xue	Song dynasty person CBDB = 39694
Q45432124	6000000075428705839	Hu Yingfa	Song dynasty person CBDB = 43093
Q45432125	6000000075428802861	Hu Yuanyan	Song dynasty person CBDB = 43293
Q45432126	6000000075428495889	Shi Hang	Song dynasty person CBDB = 42993
Q45432127	6000000075425045252	Li Mai	Song dynasty person CBDB = 41291
Q45432128	6000000075423722000	Shen Gong	Song dynasty person CBDB = 39992
Q45432129	6000000075419322129	Wang Shangzhi	Song dynasty person CBDB=37693
Q45432130	6000000075421233021	Qiu Zhu	Song dynasty person CBDB = 38691
Q45432131	6000000074698795579	Li Zhi	Song dynasty person CBDB = 40892
Q45432132	6000000075425784099	Wu Dongming	Song dynasty person CBDB = 41793
Q45432134	6000000075425519095	Wu Gai	Song dynasty person CBDB = 41492
Q45432135	6000000075425672179	Wu Yingfa	Song dynasty person CBDB = 41594
Q45432136	6000000075419899890	Wang Mo	Song dynasty person CBDB = 37793
Q45432137	6000000075421035825	Wang Zhengmin	Song dynasty person CBDB = 38391
Q45432138	6000000075421541925	Wang Wo	person, CBDB = 38791
Q45432139	6000000075420102992	Wang Chong	Song dynasty person CBDB = 37991
Q45432140	6000000075425299899	Li Cheng	Song dynasty person CBDB = 40993
Q45432142	6000000075419827342	Xu Shi	Song dynasty person CBDB = 38091
Q45432143	6000000075420871985	Mao Wenchang	Song dynasty person CBDB=38492
Q45432145	6000000075425170166	Xing Dun	Song dynasty person CBDB = 41192
Q45432146	6000000074719028888	Yuan Shi	Song dynasty person (CBDB = 43195)
Q45432147	6000000075423401824	Zhu Ruyi	Song dynasty person CBDB = 39591
Q45432148	6000000075424882928	Shi Tanyi	Song dynasty person CBDB = 40691
Q45432149	6000000075426766034	Lai Boyou	Song dynasty person CBDB = 42294
Q45432150	6000000075423969903	Yin Ji	Song dynasty person CBDB = 40092
Q45432151	6000000075427719863	Hu Fang	person, CBDB = 42891
Q45432152	6000000075420659866	Yu Cui	Song dynasty person CBDB = 38191
Q45432153	6000000075424642902	Du Gai	Song dynasty person CBDB = 40492
Q45432154	6000000075427060041	Zhou Zhu	Song dynasty person CBDB = 42692
Q45432155	6000000075429184847	Lin Chuhou	Song dynasty person CBDB = 43491
Q45432156	6000000075426102074	He Shichang	Song dynasty person CBDB = 41996
Q45432157	6000000075428730947	Hu Yingji	Song dynasty person CBDB = 43391
Q45432159	6000000075425826027	Wu Bokai	Song dynasty person CBDB = 41694
Q45432160	6000000075429407837	Wei Xingzong	Song dynasty person CBDB = 43593
Q45432161	6000000075423114855	Zhu Dadong	Song dynasty person CBDB = 39494
Q45432162	6000000075427403941	Shang Yu	Song dynasty person CBDB = 42791
Q45432163	6000000075426671023	Qu Yongcheng	Song dynasty person CBDB = 42191
Q45432164	6000000075426308343	Wei Shi	Song dynasty person (CBDB = 42491)
Q45432165	6000000075424300996	Li Rui	Song dynasty person CBDB = 40395
Q45432166	6000000075422078938	Zuo Fu	Song dynasty person CBDB=38992
Q45432167	6000000075421084936	Fang Rujiang	Song dynasty person CBDB = 38593
Q45432168	6000000075421997160	Shi Runci	Song dynasty person CBDB = 39192
Q45432169	6000000075426279167	Hu Chubang	Song dynasty person CBDB = 41893
Q45432170	6000000075420250858	Huangfu Shi	Song dynasty person CBDB = 37893
Q45432171	6000000075420811128	Wang Zhongfu	Song dynasty person CBDB = 38892
Q45432172	6000000074725680606	Wang Gui	Song dynasty person (CBDB = 38294)
Q45432174	6000000075423722854	Yang Chengzhang	Song dynasty person CBDB = 39792
Q45432175	6000000075426824845	Jing Shi	Song dynasty person (CBDB = 42093)
Q45432176	6000000075425490045	Wu Guan	Song dynasty person CBDB = 41393
Q45432177	6000000075424759012	Shi Zunshi	Song dynasty person CBDB = 40794
Q45432179	6000000075422645055	Wang Yanqing	Song dynasty person CBDB = 39392
Q45432180	6000000075426225343	Zhao Bangfu	person, CBDB = 42393
Q45432181	6000000075427142935	Zhou Fu	Song dynasty person CBDB = 42593
Q45432182	6000000075424314824	Yin Zhiqing	Song dynasty person CBDB = 40191
Q45432183	6000000075423885116	Shi Xianda	Song dynasty person CBDB = 40292
Q45432184	6000000074727762893	Hu Ju	Song dynasty person CBDB = 43094
Q45432185	6000000075422035089	Shi Zhen	Song dynasty person CBDB = 39093
Q45432186	6000000075428920845	Hong Dounan	Song dynasty person (CBDB = 43294)
Q45432187	6000000075427749119	Li Shi	Song dynasty person CBDB = 42994
Q45432188	6000000074750180880	Li Zhi	Song dynasty person CBDB = 41292
Q45432189	6000000075423918908	Zhang Jian	person, CBDB = 39993
Q45432191	6000000075419601961	Wang Shi	Yuan dynasty person CBDB = 37694
Q45432192	6000000075421454872	Fang Xize	person, CBDB = 38692
Q45432193	6000000075425204865	Li Caifu	Song dynasty person CBDB = 40893
Q45432194	6000000075426407881	Wu Gong	Song dynasty person CBDB = 41794
Q45432195	6000000075425990919	Wu Kui	Song dynasty person CBDB = 41493
Q45432197	6000000075419792995	Han Shi	Song dynasty person (CBDB = 37794)
Q45432198	6000000075420543094	Wang Huaichun	person, CBDB = 38392
Q45432199	6000000075426153849	Li Yiwen	Song dynasty person (CBDB = 41595)
Q45432200	6000000075421106082	Sun Shi	Yuan dynasty person CBDB = 38792
Q45432201	6000000075420325885	Wang Chaosun	Song dynasty person CBDB = 37992
Q45432202	6000000075425403867	Li Cheng	Song dynasty person CBDB = 40994
Q45432203	6000000075423842854	Zhu Fu	person, CBDB = 39893
Q45432204	6000000075420388949	Wang Ge	Song dynasty person CBDB = 38092
Q45432205	6000000075421183867	Fang Yuanke	person, CBDB = 38493
Q45432207	6000000075423313884	Zhao Xiyuan	Song dynasty person CBDB = 39592
Q45432208	6000000075425612890	Li Jingguang	Song dynasty person CBDB = 41194
Q45432209	6000000075426962859	Meng Ji	Song dynasty person CBDB = 42295
Q45432210	6000000075424205603	Li Min	Song dynasty person CBDB = 41094
Q45432211	6000000075424196832	Wang Qiaonian	Song dynasty person CBDB=40093
Q45432212	6000000075424991862	Li Quan	Song dynasty person CBDB = 40692
Q45432213	6000000075427325039	Lin Tinglong	Song dynasty person CBDB = 42892
Q45432214	6000000075420481971	Wang Dunshi	Song dynasty person CBDB = 38192
Q45432215	6000000075424741840	Li yi	Song dynasty person CBDB = 40493
Q45432216	6000000075427458854	Zhou Qiming	Song dynasty person CBDB = 42693
Q45432217	6000000075429046896	Duan Shi	Song dynasty person (CBDB = 43492)
Q45432218	6000000075428944859	Hong Menglong	Song dynasty person CBDB = 43392
Q45432219	6000000075426723840	Yu Wenqi	person, CBDB = 41997
Q45432220	6000000075425592187	Wu Meiqing	Song dynasty person CBDB = 41695
Q45432221	6000000075429186889	Fan Duo	person, CBDB = 43594
Q45432222	6000000075427085163	Zhou Zhongqing	Song dynasty person CBDB = 42792
Q45432224	6000000075427192847	Ming Mu	Song dynasty person CBDB = 42492
Q45432225	6000000075424411985	Du Qi	Song dynasty person CBDB = 40396
Q45432226	6000000075426800909	Fang Lian	Song dynasty person CBDB = 42192
Q45432227	6000000075421902017	Tian Zhirun	Song dynasty person CBDB = 38993
Q45432228	6000000075421336830	Shi Jian	Song dynasty person CBDB = 38594
Q45432229	6000000075422568854	Yuan Dang	Song dynasty person CBDB = 39193
Q45432231	6000000075426563903	He Tan	Song dynasty person CBDB = 41894
