qid,references,as_given_name,as_family_name,in_store
Q1773031,278,no,yes,no
Q20000625,278,yes,no,no
Q1627663,278,yes,yes,no
Q15616677,278,no,yes,no
Q6951606,278,no,yes,no
Q1873288,277,yes,no,no
Q4472145,277,yes,no,no
Q1231746,277,no,yes,no
Q16931305,277,no,yes,no
Q19800846,276,yes,no,no
Q13479473,275,no,yes,no
Q17518364,275,yes,no,no
Q13557324,274,no,yes,no
Q37018433,274,no,yes,no
Q55550590,274,no,yes,no
Q592176,274,no,yes,no
Q15240355,273,no,yes,no
Q1474819,271,yes,no,no
Q18012535,271,yes,no,no
Q18145725,270,yes,no,no
Q956196,269,yes,no,no
Q15731774,269,yes,no,no
Q17457234,269,yes,no,no
Q18686588,269,yes,no,no
Q808995,269,yes,no,no
Q5975091,269,no,yes,no
Q5693617,268,no,yes,no
Q19819746,267,yes,no,no
Q12785500,267,no,yes,no
Q18147196,267,yes,no,no
Q13400757,266,no,yes,no
Q19803507,266,yes,no,no
Q347929,266,no,yes,no
Q1158195,265,no,yes,no
Q639762,265,yes,no,no
Q17144855,265,no,yes,no
Q21452734,265,no,yes,no
Q37436734,264,yes,yes,no
Q2227398,263,yes,no,no
Q17317988,263,yes,no,no
Q354370,263,yes,no,no
Q2287331,263,no,yes,no
Q18028739,262,yes,no,no
Q15729076,262,yes,no,no
Q827140,262,no,yes,no
Q145210,262,no,yes,no
Q13391761,262,no,yes,no
Q482671,262,yes,no,no
Q4018995,262,yes,no,no
Q16870300,262,no,yes,no
Q15813744,261,no,yes,no
Q1814118,261,yes,no,no
Q11703653,261,no,yes,no
Q18180635,261,yes,no,yes
Q15905580,260,yes,no,no
Q827835,260,yes,no,no
Q7237008,260,no,yes,no
Q987902,259,yes,no,no
Q14647745,259,yes,no,no
Q16881041,259,no,yes,no
Q52984204,259,no,yes,no
Q1605531,258,yes,no,no
Q18180121,258,yes,no,no
Q18091370,258,yes,no,no
Q1160640,258,yes,no,no
Q16479827,258,no,yes,no
Q1440104,257,no,yes,no
Q913073,257,yes,no,no
Q2694490,256,no,yes,no
Q817199,256,yes,no,no
Q1260304,256,no,yes,no
Q16931215,256,no,yes,no
Q783934,256,yes,no,no
Q15728988,255,yes,no,no
Q1938195,255,yes,no,no
Q15621047,255,yes,no,no
Q16870181,255,no,yes,no
Q16840485,255,no,yes,no
Q1602218,255,yes,no,no
Q669368,255,yes,yes,no
Q10622039,255,yes,no,no
Q1120708,255,yes,no,no
Q16869876,254,no,yes,no
Q1354011,254,no,yes,no
Q16870910,253,no,yes,no
Q19754236,253,yes,no,no
Q513524,253,no,yes,no
Q16865452,253,no,yes,no
Q6949677,252,yes,no,no
Q18571948,252,yes,no,no
Q17501985,252,yes,no,no
Q63431015,252,no,yes,no
Q125252076,252,yes,no,no
Q2043428,251,yes,no,no
Q1158188,251,no,yes,no
Q18115587,251,yes,no,no
Q18914827,251,yes,no,no
Q29819125,251,no,yes,no
Q1152453,250,yes,no,no
Q1348074,250,no,yes,no
Q16652258,250,yes,no,yes
Q16871486,250,no,yes,no
Q1094239,250,yes,no,no
Q18201538,249,yes,no,yes
Q13560071,249,no,yes,no
Q16871816,249,no,yes,no
Q18428430,249,yes,no,no
Q3133296,248,yes,no,no
Q2662465,248,no,yes,no
Q16880593,248,no,yes,no
Q780883,247,no,yes,no
Q18914832,247,yes,no,no
Q4927273,247,yes,no,no
Q16882027,247,no,yes,no
Q905954,246,yes,no,no
Q985858,246,no,yes,no
Q10450274,246,no,yes,no
Q16882608,246,no,yes,no
Q13422277,246,yes,no,no
Q21500414,246,no,yes,no
Q27037180,246,no,yes,no
Q27106112,246,no,yes,no
Q7535869,246,no,yes,no
Q1795260,245,yes,no,no
Q16148536,245,no,yes,no
Q805107,245,no,yes,no
Q3828059,245,yes,no,no
Q15897708,245,yes,no,no
Q15725864,244,no,yes,no
Q13570390,244,no,yes,no
Q14649096,244,yes,no,no
Q14650387,244,no,yes,no
Q19799548,244,yes,no,no
Q925678,244,yes,no,no
Q13585060,244,yes,no,no
Q6697602,244,no,yes,no
Q1260201,243,no,yes,no
Q16002809,243,yes,no,no
Q1245268,243,no,yes,no
Q1410170,243,no,yes,no
Q16869702,243,no,yes,no
Q2106585,242,no,yes,no
Q645757,242,yes,no,no
Q13484571,241,yes,no,no
Q13583397,241,no,yes,no
Q813701,241,no,yes,no
Q1305819,241,yes,no,no
Q10887793,241,no,yes,no
Q13409273,240,yes,no,no
Q1514735,240,yes,no,no
Q16883767,240,no,yes,no
Q29043256,240,yes,no,no
Q19962796,240,yes,no,yes
Q21448727,240,no,yes,no
Q15921890,239,yes,no,no
Q1067071,239,yes,no,no
Q41660685,239,no,yes,no
Q1983554,239,no,yes,no
Q15897040,239,no,yes,no
Q2832886,238,no,yes,no
Q2779549,238,no,yes,no
Q16869393,238,no,yes,no
Q22992247,238,no,yes,no
Q16865385,238,no,yes,no
Q15731728,237,yes,no,no
Q2581264,237,yes,yes,no
Q2300098,237,yes,no,no
Q21502034,237,no,yes,no
Q599668,237,yes,no,no
Q15238531,237,yes,no,no
Q16908530,237,yes,no,no
Q29477197,237,no,yes,no
Q1260948,236,no,yes,no
Q3275790,236,yes,no,no
Q18130894,235,yes,no,no
Q17035149,235,no,yes,no
Q105991675,235,no,yes,no
Q18190932,235,yes,no,no
Q20995659,235,no,yes,no
Q16865881,235,no,yes,no
Q13560458,234,no,yes,no
Q15789303,234,no,yes,no
Q2630093,234,yes,no,no
Q13554360,234,no,yes,no
Q14899148,233,yes,no,no
Q1499767,233,yes,no,no
Q2965735,233,yes,no,no
Q15436271,233,no,yes,no
Q15897269,233,yes,no,no
Q18808411,233,no,yes,no
Q15041096,232,yes,no,no
Q2712367,232,no,yes,no
Q17520944,232,yes,no,no
Q2780711,231,yes,yes,no
Q20899030,231,yes,no,no
Q16275020,231,yes,no,no
Q28053272,231,yes,no,no
Q12898824,231,yes,no,no
Q1158535,231,no,yes,no
Q18001873,230,yes,no,no
Q17539276,230,yes,no,no
Q4953163,230,no,yes,no
Q2688708,229,no,yes,no
Q665407,229,yes,no,no
Q17035455,229,no,yes,no
Q16275786,229,no,yes,no
Q18118122,228,yes,no,no
Q903741,228,yes,no,no
Q10471460,228,no,yes,no
Q717763,228,no,yes,no
Q1591888,228,no,yes,no
Q16883856,228,no,yes,no
Q16884655,227,no,yes,no
Q2793334,226,no,yes,no
Q16582071,226,yes,no,no
Q12787061,226,no,yes,no
Q16870334,226,no,yes,no
Q5556418,226,yes,no,no
Q1734206,225,yes,no,no
Q681468,225,yes,no,no
Q1278816,225,yes,no,no
Q1735678,225,yes,no,no
Q2163153,225,yes,no,no
Q830357,225,yes,no,no
Q76829929,225,no,yes,no
Q16479596,225,no,yes,no
Q16860404,225,no,yes,no
Q4848819,224,yes,no,no
Q20643430,224,yes,no,no
Q508553,224,yes,no,no
Q2711174,223,no,yes,no
Q694764,223,no,yes,no
Q2660575,223,no,yes,no
Q4267021,223,yes,no,no
Q18219684,222,yes,no,no
Q22713652,222,yes,no,no
Q1798473,222,yes,no,no
Q2720681,222,no,yes,no
Q16276979,222,yes,no,no
Q9317185,221,yes,no,no
Q2071244,221,no,yes,no
Q18010311,221,yes,no,no
Q21233885,221,no,yes,no
Q16462393,221,no,yes,no
Q21507592,221,no,yes,no
Q1679656,220,yes,no,no
Q7963813,220,no,yes,no
Q816407,220,yes,no,no
Q17539144,220,yes,no,no
Q170455,219,no,yes,yes
Q900312,219,yes,no,no
Q16865190,219,no,yes,no
Q16479600,219,no,yes,no
Q16865545,219,no,yes,no
Q16870404,218,yes,yes,no
Q378867,218,yes,no,no
Q16001784,218,yes,no,no
Q11004155,218,no,yes,no
Q21501619,217,no,yes,no
Q3026175,217,yes,no,no
Q1751954,217,no,yes,no
Q18915235,217,yes,no,no
Q37501466,216,no,yes,no
Q318375,216,yes,yes,no
Q19692516,216,yes,no,no
Q19803442,216,yes,no,no
Q14936686,216,yes,no,no
Q21504801,216,no,yes,no
Q1703599,215,no,yes,no
Q16975961,215,no,yes,no
Q992341,214,yes,no,no
Q56292415,214,yes,no,no
Q1558167,214,yes,no,no
Q842166,214,no,yes,no
Q1617357,214,yes,no,no
Q16870507,214,no,yes,no
Q3579048,214,yes,no,no
Q13560595,213,no,yes,no
Q168960,213,yes,no,no
Q17144522,213,no,yes,no
Q19968531,213,yes,no,no
Q37451550,213,no,yes,no
Q2079518,213,no,yes,no
Q453020,213,yes,no,no
Q1820274,213,yes,no,no
Q16880910,213,no,yes,no
Q13580461,213,no,yes,no
Q21512224,213,no,yes,no
Q717011,212,yes,no,no
Q12785738,212,no,yes,no
Q18092018,212,yes,no,no
Q16860565,212,no,yes,no
Q30465251,212,yes,no,no
Q7849873,212,no,yes,no
Q1914312,212,yes,no,no
Q16282683,212,no,yes,no
Q15725008,212,yes,no,no
Q263542,211,no,yes,no
Q5837762,211,yes,no,no
Q29179325,211,no,yes,no
Q735211,210,no,yes,no
Q7623589,210,no,yes,no
Q16423275,209,yes,no,no
Q20187,209,yes,no,yes
Q4928115,209,yes,no,no
Q386015,209,yes,no,no
Q16148136,209,no,yes,no
Q16880515,208,no,yes,no
Q13573116,208,no,yes,no
Q2364643,207,yes,yes,no
Q1094218,207,yes,no,no
Q1665973,207,yes,no,no
Q7386141,207,no,yes,no
Q13584864,206,yes,no,no
Q951694,206,yes,no,no
Q1099246,206,no,yes,no
Q12668666,206,no,yes,no
Q2578531,206,no,yes,no
Q17497496,206,yes,no,no
Q650494,206,yes,no,no
Q127069,205,yes,no,no
Q19816474,205,yes,no,no
Q18814789,205,yes,no,no
Q19767732,205,yes,no,no
Q431890,205,no,yes,no
Q588700,204,yes,no,no
Q21449521,204,no,yes,no
Q23835490,203,no,yes,no
Q1437477,203,no,yes,no
Q18020485,203,yes,no,no
Q18201530,202,yes,no,no
Q19688764,202,yes,no,no
Q15727164,202,yes,no,no
Q5254911,202,yes,no,no
Q14753732,202,yes,no,no
Q16747215,201,yes,no,no
Q12900074,201,yes,no,no
Q656870,201,yes,no,no
Q21431135,201,no,yes,no
Q1043619,201,yes,no,no
Q18145860,201,yes,no,no
Q374807,201,yes,no,no
Q1929446,201,yes,yes,no
Q12678725,201,no,yes,no
Q1725244,201,no,yes,no
Q2166362,201,yes,no,no
Q21142133,200,yes,no,no
Q26868923,200,no,yes,no
Q11790733,200,no,yes,no
Q914279,200,no,yes,no
Q18177147,199,yes,no,no
Q18606102,199,yes,no,no
Q19803505,199,yes,no,no
Q15304232,199,yes,no,no
Q16869662,199,no,yes,no
Q16865701,199,no,yes,no
Q63973593,199,no,yes,no
Q37098485,199,no,yes,no
Q15785531,198,no,yes,no
Q1946438,198,no,yes,no
Q13099113,198,yes,no,no
Q63124171,198,yes,no,no
Q19803499,197,yes,no,no
Q245304,197,yes,no,no
Q2588576,197,yes,no,no
Q12364182,197,yes,no,no
Q5371795,197,yes,no,no
Q17862013,197,yes,no,no
Q13553878,197,no,yes,no
Q20727244,197,no,yes,no
Q18809734,197,no,yes,no
Q19802961,197,yes,no,no
Q21512594,197,no,yes,no
Q21484688,196,no,yes,no
Q13028078,196,yes,no,no
Q15897047,196,no,yes,no
Q16597664,196,yes,no,no
Q4217257,196,yes,no,no
Q2318855,196,yes,no,no
Q21428216,196,no,yes,no
Q16870307,196,no,yes,no
Q2837257,195,yes,no,no
Q2666084,195,no,yes,no
Q21491435,195,no,yes,no
Q16842504,195,no,yes,no
Q21491920,194,no,yes,no
Q2167274,194,no,yes,no
Q1746523,194,yes,no,no
Q16880488,194,no,yes,no
Q16881319,194,no,yes,no
Q14947702,193,no,yes,no
Q1115088,193,yes,no,no
Q19986366,193,no,yes,no
Q21493476,193,no,yes,no
Q3354086,192,yes,no,no
Q1158185,192,no,yes,no
Q1051881,192,yes,no,no
Q221396,192,yes,no,no
Q18021635,192,yes,no,no
Q15278582,192,no,yes,no
Q31044372,192,yes,no,no
Q2526219,192,no,yes,no
Q17596118,191,yes,no,no
Q2435284,191,yes,no,no
Q19768452,191,yes,no,no
Q2936353,191,yes,no,no
Q4086835,190,yes,yes,no
Q20671646,190,no,yes,no
Q21502179,190,no,yes,no
Q5263823,190,no,yes,no
Q28146521,190,no,yes,no
Q21504541,190,no,yes,no
Q15727905,189,yes,no,no
Q16639594,189,yes,no,no
Q1502100,189,yes,no,no
Q16869517,189,no,yes,no
Q143129,189,no,yes,no
Q21493287,189,no,yes,no
Q16276103,189,yes,no,no
Q61045912,189,no,yes,no
Q2550388,188,no,yes,no
Q11487195,188,yes,no,no
Q19729788,188,yes,no,no
Q945123,188,no,yes,no
Q1680909,188,no,yes,no
Q42373577,188,yes,no,no
Q1193018,188,yes,no,no
Q4732148,188,yes,no,no
Q13570075,187,no,yes,no
Q2672029,187,no,yes,no
Q647875,186,yes,no,no
Q1043021,186,no,yes,no
Q61045556,186,yes,no,no
Q19816553,186,yes,no,no
Q11977502,185,yes,no,no
Q2539239,185,no,yes,no
Q13570373,185,yes,no,no
Q12794332,185,yes,no,no
Q18177306,185,yes,no,no
Q617272,185,yes,no,no
Q17023939,185,no,yes,no
Q29530473,185,no,yes,no
Q1765453,184,yes,no,no
Q14346236,184,yes,no,no
Q2200026,184,no,yes,no
Q6699136,184,yes,no,no
Q1446906,184,yes,no,no
Q21497115,184,no,yes,no
Q18245781,184,yes,no,no
Q16872303,184,no,yes,no
Q5039154,184,no,yes,no
Q47008677,184,no,yes,no
Q2637103,184,yes,no,no
Q34997882,183,yes,no,yes
Q1485942,183,no,yes,no
Q16479442,182,no,yes,no
Q1927285,182,no,yes,no
Q347243,182,yes,no,no
Q4151201,182,no,yes,no
Q1965022,181,no,yes,no
Q1315397,181,yes,no,no
Q16862940,181,no,yes,no
Q24090411,181,no,yes,no
Q18020611,180,yes,no,no
Q2646814,180,yes,no,no
Q15620049,180,yes,yes,no
Q77622521,180,no,yes,no
Q17781870,179,yes,no,no
Q12325000,179,yes,no,no
Q2542509,179,yes,no,no
Q21431219,179,no,yes,no
Q20998240,179,no,yes,no
Q18073645,179,yes,no,no
Q30102635,179,yes,yes,no
Q20909610,179,no,yes,no
Q21510091,179,no,yes,no
Q746548,178,yes,no,no
Q666112,178,yes,no,no
Q14624930,178,yes,no,no
Q23907787,178,no,yes,no
Q1544833,178,no,yes,no
Q2136484,178,no,yes,no
Q16479457,178,no,yes,no
Q21487996,177,no,yes,no
Q1061262,177,yes,no,no
Q6377001,177,yes,no,no
Q1677404,177,no,yes,no
Q3216952,177,yes,no,no
Q19818179,177,yes,no,no
Q15238167,177,yes,no,no
Q3786711,177,yes,no,no
Q19803523,177,yes,no,no
Q13403801,177,yes,no,no
Q15727982,177,yes,no,no
Q18670193,176,yes,no,no
Q6664314,176,no,yes,no
Q18572439,176,no,yes,no
Q1986777,175,yes,no,no
Q17520949,175,yes,no,no
Q3836481,175,yes,no,no
Q105991749,175,no,yes,no
Q18620837,175,no,yes,no
Q4848454,175,no,yes,no
Q17149756,175,no,yes,no
Q28654382,175,no,yes,no
Q13632220,175,no,yes,no
Q15731758,175,no,yes,no
Q22673958,174,no,yes,no
Q29546788,174,no,yes,no
Q65648419,174,no,yes,no
Q20679907,174,no,yes,no
Q16741113,174,yes,no,no
Q1818817,174,yes,no,no
Q1233098,174,no,yes,no
Q16833377,174,no,yes,no
Q854464,173,yes,no,no
Q1708613,173,yes,no,no
Q16279740,173,yes,no,no
Q1423817,173,yes,no,no
Q4502336,173,no,yes,no
Q105996704,173,no,yes,no
Q5716947,173,no,yes,no
Q1009647,173,yes,no,no
Q105996699,173,no,yes,no
Q4697014,173,yes,no,no
Q27235850,173,no,yes,no
Q16884058,172,no,yes,no
Q4928226,172,yes,no,no
Q12788015,172,no,yes,no
Q21507974,172,no,yes,no
Q16865798,172,no,yes,no
Q12786498,171,no,yes,no
Q13478831,171,yes,no,no
Q23019134,171,no,yes,no
Q14379449,171,yes,no,no
Q16883933,171,no,yes,no
Q1158566,171,no,yes,no
Q368894,171,no,yes,no
Q19826472,171,yes,no,no
Q16479452,171,no,yes,no
Q19768198,171,no,yes,no
Q1622710,171,no,yes,no
Q13501137,170,yes,no,no
Q19798802,170,yes,no,no
Q21484845,170,no,yes,no
Q49440464,170,no,yes,no
Q1546592,170,no,yes,no
Q16473357,170,no,yes,no
Q16869940,170,no,yes,no
Q12790756,170,no,yes,no
Q21449422,170,no,yes,no
Q29892695,169,no,yes,no
Q15868042,169,yes,no,no
Q18607880,169,yes,no,no
Q2143892,169,yes,no,no
Q21450238,169,no,yes,no
Q1640958,169,no,yes,no
Q2227672,169,no,yes,no
Q16870856,169,no,yes,no
Q15635405,169,no,yes,no
Q11682369,168,yes,no,no
Q13553506,168,no,yes,no
Q13553902,168,no,yes,no
Q1559648,168,yes,no,no
Q20087968,168,yes,no,no
Q1688617,168,yes,no,no
Q1272737,168,no,yes,no
Q12671103,168,no,yes,no
Q405906,167,no,yes,no
Q19803501,167,yes,no,no
Q181502,167,no,yes,no
Q2798180,167,yes,yes,no
Q21143968,167,no,yes,no
Q16872373,167,no,yes,no
Q6774,167,yes,no,no
Q16882327,167,no,yes,no
Q23045945,167,no,yes,no
Q18352645,166,yes,no,no
Q955953,166,no,yes,no
Q37284520,166,no,yes,no
Q16859848,166,yes,no,no
Q22815393,166,no,yes,no
Q28946763,166,no,yes,no
Q1418855,166,yes,no,yes
Q2792882,165,no,yes,no
Q831069,165,yes,no,no
Q12657428,165,no,yes,no
Q645734,165,yes,no,no
Q17523781,165,yes,no,no
Q3881452,165,yes,no,no
Q13589975,165,no,yes,no
Q16882074,165,no,yes,no
Q16279190,165,no,yes,no
Q16870772,165,no,yes,no
Q222053,165,yes,no,no
Q18697427,164,yes,no,no
Q2160221,164,no,yes,no
Q16102227,164,no,yes,no
Q7648707,164,yes,no,no
Q21509457,164,no,yes,no
Q29811687,164,no,yes,no
Q16275893,163,yes,no,no
Q5331334,163,no,yes,no
Q4962499,163,yes,no,no
Q230229,163,no,yes,no
Q814067,163,no,yes,no
Q16278348,163,yes,no,no
Q37548462,163,no,yes,no
Q570669,162,yes,no,no
Q13560407,162,no,yes,no
Q14915264,162,no,yes,no
Q221774,162,yes,no,no
Q18220021,162,yes,no,no
Q686532,162,yes,no,no
Q2675368,162,no,yes,no
Q21491382,162,no,yes,no
Q2671794,162,yes,no,no
Q36981024,162,no,yes,no
Q37077425,162,no,yes,no
Q29646119,162,no,yes,no
Q1397056,162,no,yes,no
Q77025162,162,no,yes,no
Q16742085,161,no,yes,no
Q18755442,161,yes,no,no
Q18176270,161,yes,no,no
Q18105736,161,yes,no,no
Q94176694,161,no,yes,no
Q94572903,161,no,yes,no
Q21491289,161,no,yes,no
Q1523103,160,yes,no,no
Q1010138,160,yes,no,no
Q896987,160,no,yes,no
Q18141405,160,yes,no,no
Q14437342,160,yes,no,no
Q1409748,160,no,yes,no
Q354330,160,no,yes,no
Q28194317,160,no,yes,no
Q84315320,160,no,yes,no
Q16880366,160,no,yes,no
Q2526475,160,no,yes,no
Q8095855,159,yes,no,no
Q351311,159,yes,no,no
Q13648620,159,yes,no,no
Q951924,159,yes,no,no
Q18226374,159,yes,no,no
Q16870943,159,no,yes,no
Q11680149,159,no,yes,no
Q4539731,159,yes,no,no
Q13403812,159,yes,no,no
Q23718991,159,no,yes,no
Q16860084,159,no,yes,no
Q15208210,158,no,yes,no
Q3924778,158,yes,no,no
Q406384,158,no,yes,no
Q998338,158,yes,no,no
Q734575,158,yes,no,no
Q933726,158,yes,no,no
Q16870183,158,no,yes,no
Q16423696,158,yes,no,no
Q19826481,158,yes,no,no
Q605821,157,yes,no,no
Q7701015,157,yes,no,no
Q1076681,157,yes,no,no
Q16865411,157,no,yes,no
Q106069705,157,no,yes,no
Q16870332,157,no,yes,no
Q56541454,157,no,yes,no
Q50819224,157,yes,no,no
Q991275,157,yes,no,no
Q790638,156,no,yes,no
Q3834677,156,yes,no,no
Q3135653,156,yes,no,no
Q378694,156,yes,no,no
Q106076499,156,no,yes,no
Q1607500,156,yes,no,no
Q29627647,156,no,yes,no
Q28943646,156,no,yes,no
Q17521245,155,no,yes,no
Q19803510,155,yes,no,no
Q97156058,155,yes,no,no
Q13258171,155,yes,no,no
Q5163687,155,yes,no,no
Q20000246,155,yes,no,no
Q18001587,155,yes,no,no
Q1408775,155,no,yes,no
Q16865454,155,no,yes,no
Q39069607,155,no,yes,no
Q16878075,154,yes,yes,no
Q18508449,154,yes,no,no
Q1002298,154,yes,yes,no
Q18086818,154,yes,no,no
Q18607853,154,yes,no,no
Q5160736,154,yes,no,no
Q1965666,154,no,yes,no
Q19816555,154,yes,no,no
Q37536322,154,no,yes,no
Q27680785,154,no,yes,no
Q16479425,154,no,yes,no
Q16542374,153,yes,no,no
Q18272482,153,no,yes,no
Q1158580,153,yes,yes,no
Q6420340,153,no,yes,no
Q28193056,153,yes,no,no
Q16419560,153,yes,no,no
Q18755447,153,no,yes,no
Q5088647,153,no,yes,no
Q21454108,153,no,yes,no
Q18915237,153,no,yes,no
Q34930922,153,no,yes,no
Q4926315,152,yes,no,no
Q1618104,152,no,yes,no
Q14966209,152,no,yes,no
Q13426635,152,yes,no,no
Q4927589,152,yes,no,no
Q1043415,152,yes,no,no
Q18352986,152,yes,no,no
Q1522852,152,no,yes,no
Q16870901,152,no,yes,no
Q40386,152,no,yes,no
Q13872259,152,yes,no,no
Q18229895,152,no,yes,no
Q13584199,152,no,yes,no
Q21492126,151,no,yes,no
Q1813129,151,no,yes,no
Q10667549,151,yes,no,no
Q1258348,151,no,yes,no
Q16280379,151,yes,no,no
Q1333689,151,no,yes,no
Q18325890,151,yes,no,no
Q30106749,151,yes,no,no
Q365625,151,yes,no,no
Q16865309,151,no,yes,no
Q21079649,151,yes,no,no
Q36880186,151,no,yes,no
Q30524248,151,no,yes,no
Q21493044,150,no,yes,no
Q4280567,150,no,yes,no
Q18341985,150,yes,no,no
Q886147,150,no,yes,no
Q786989,150,yes,no,no
Q1895358,150,yes,no,no
Q3294006,150,yes,no,no
Q1043107,150,no,yes,no
Q37564353,150,no,yes,no
Q21430837,150,no,yes,no
Q37166874,150,no,yes,no
Q786005,149,yes,no,no
Q14923293,149,no,yes,no
Q16881170,149,no,yes,no
Q17518680,149,yes,no,no
Q16883409,149,no,yes,no
Q2275863,149,yes,no,no
Q4305906,149,no,yes,no
Q18565341,149,yes,no,no
Q137887329,149,no,yes,no
Q16869738,148,no,yes,no
Q634916,148,yes,no,no
Q1676756,148,yes,no,no
Q14917207,148,no,yes,no
Q14921544,148,no,yes,no
Q769032,148,yes,no,no
Q105996433,148,no,yes,no
Q14968419,148,yes,no,no
Q13581093,148,no,yes,no
Q16882409,148,no,yes,no
Q21650432,148,yes,no,no
Q21492933,148,no,yes,no
Q16870357,147,no,yes,no
Q2127308,147,yes,no,no
Q16870834,147,no,yes,no
Q21510026,147,no,yes,no
Q607829,147,no,yes,no
Q7814374,147,no,yes,no
Q16870902,146,no,yes,no
Q17064726,146,no,yes,no
Q16323364,146,yes,no,no
Q105991774,146,no,yes,no
Q573375,146,no,yes,no
Q16839807,146,no,yes,no
Q105991680,146,no,yes,no
Q16876189,146,no,yes,no
Q19817029,146,yes,no,no
Q7600484,146,no,yes,no
Q16883139,145,no,yes,no
Q19936362,145,yes,no,no
Q4010125,145,yes,no,no
Q16726240,145,no,yes,no
Q105759494,145,yes,no,no
Q18535317,145,yes,no,no
Q346047,145,yes,no,no
Q2487038,145,yes,no,no
Q492730,145,yes,no,no
Q21492006,145,no,yes,no
Q1674029,145,yes,no,no
Q12800227,145,no,yes,no
Q37571024,145,no,yes,no
Q17414824,145,no,yes,no
Q29857090,145,no,yes,no
Q21492593,145,no,yes,no
Q19801202,145,yes,no,no
Q56245070,145,no,yes,no
Q3806969,145,yes,no,no
Q5054878,145,no,yes,no
Q19018108,144,yes,no,no
Q18987420,144,no,yes,no
Q16884749,144,no,yes,no
Q82005140,144,no,yes,no
Q1474085,144,yes,no,no
Q16869432,144,no,yes,no
Q1058731,144,yes,no,no
Q600155,144,yes,no,no
Q16739722,144,no,yes,no
Q36898632,144,no,yes,no
Q5054503,144,no,yes,no
Q9053129,143,yes,no,no
Q28758139,143,no,yes,no
Q27133759,143,no,yes,no
Q17520955,143,yes,no,no
Q16511262,143,yes,no,no
Q14647648,143,yes,no,no
Q21491519,143,no,yes,no
Q18182698,143,yes,no,no
Q29422451,143,no,yes,no
Q5039608,143,yes,no,no
Q20519374,143,no,yes,no
Q24419041,143,no,yes,no
Q837421,143,no,yes,no
Q54867855,143,no,yes,no
Q3481095,142,yes,no,no
Q3679132,142,yes,no,no
Q56682479,142,yes,no,no
Q20046430,142,no,yes,no
Q4161550,142,no,yes,no
Q16871009,142,no,yes,no
Q19961852,142,yes,no,no
Q16877461,142,no,yes,no
Q29405242,142,no,yes,no
Q25114256,142,no,yes,no
Q15728056,141,yes,no,no
Q15840785,141,no,yes,no
Q167755,141,yes,no,no
Q4134361,141,yes,no,no
Q1796595,141,yes,no,no
Q15627437,141,yes,no,no
Q13137220,141,yes,no,no
Q18180801,141,yes,no,no
Q16280537,141,yes,no,no
Q6968341,141,yes,no,no
Q16870703,141,no,yes,no
Q14921982,140,no,yes,no
Q1738213,140,no,yes,no
Q773057,140,yes,no,no
Q19801054,140,yes,no,no
Q15635230,140,yes,no,no
Q2829505,140,yes,no,no
Q404721,140,no,yes,no
Q16869969,140,no,yes,no
Q29599,139,no,yes,no
Q2782533,139,yes,no,no
Q13647280,139,no,yes,no
Q11215365,139,no,yes,no
Q4153205,139,no,yes,no
Q20827080,139,no,yes,no
Q27988862,138,no,yes,no
Q18552466,138,yes,no,no
Q20727240,138,no,yes,no
Q23542895,138,no,yes,no
Q2242896,138,yes,no,no
Q18190444,138,yes,no,no
Q18218536,138,yes,no,no
Q3958283,138,yes,no,no
Q19914943,138,yes,no,no
Q106070074,138,no,yes,no
Q18181297,138,yes,no,no
Q4500455,138,no,yes,no
Q16865671,138,no,yes,no
Q21487998,138,no,yes,no
Q21491712,138,no,yes,no
Q59196750,138,no,yes,no
Q16029694,137,no,yes,no
Q5272610,137,no,yes,no
Q25931595,137,no,yes,no
Q1739021,137,no,yes,no
Q14312974,137,no,yes,no
Q1160233,137,yes,no,no
Q21147717,137,yes,no,no
Q7813711,137,no,yes,no
Q18609914,137,yes,no,no
Q37444798,137,no,yes,no
Q12786548,136,no,yes,no
Q16865668,136,yes,yes,no
Q16868070,136,yes,no,no
Q18180444,136,yes,no,no
Q897716,136,no,yes,no
Q11927467,136,no,yes,no
Q962602,136,yes,no,no
Q29535046,136,no,yes,no
Q1801322,136,no,yes,no
Q5519511,136,no,yes,no
Q18398186,135,yes,no,no
Q4962685,135,yes,no,no
Q2547568,135,no,yes,no
Q18331735,135,no,yes,no
Q10379699,135,no,yes,no
Q15785662,135,no,yes,no
Q16281067,135,no,yes,no
Q10546861,135,yes,no,no
Q18012537,135,yes,no,yes
Q1157241,135,yes,no,no
Q16870941,135,no,yes,no
Q21488855,135,no,yes,no
Q16882049,135,no,yes,no
Q21079652,135,yes,no,no
Q21489101,135,no,yes,no
Q19839064,135,yes,no,no
Q19803517,135,yes,no,no
Q16871334,135,no,yes,no
Q3409323,134,yes,no,no
Q856300,134,no,yes,no
Q19803497,134,yes,no,no
Q1586017,134,no,yes,no
Q654581,134,yes,no,no
Q18658557,134,yes,no,no
Q36899107,134,no,yes,no
Q16881847,134,no,yes,no
Q19672745,134,yes,no,no
Q2654471,134,no,yes,no
Q6845358,133,yes,no,no
Q2588339,133,yes,no,no
Q2253414,133,no,yes,no
Q1072149,133,no,yes,no
Q2139077,133,no,yes,no
Q4527092,133,no,yes,no
Q17121278,133,yes,yes,no
Q19830664,132,yes,no,no
Q1559427,132,yes,no,no
Q168233,132,yes,no,no
