qid,references,as_given_name,as_family_name,in_store
Q30080134,2,no,yes,no
Q37449350,2,no,yes,no
Q36960569,2,no,yes,no
Q43387721,2,yes,no,no
Q36883235,2,no,yes,no
Q37121941,2,no,yes,no
Q37299351,2,no,yes,no
Q37559112,2,no,yes,no
Q72806032,2,no,yes,no
Q18978410,2,yes,no,no
Q21475376,2,no,yes,no
Q133867418,2,no,yes,no
Q27941070,2,no,yes,no
Q37530558,2,no,yes,no
Q47016324,2,no,yes,no
Q28132966,2,no,yes,no
Q6838889,2,yes,no,no
Q1237225,2,yes,no,no
Q97153961,2,no,yes,no
Q37241375,2,no,yes,no
Q96577197,2,yes,no,no
Q16870664,2,no,yes,no
Q37276863,2,no,yes,no
Q36887991,2,no,yes,no
Q58842434,2,no,yes,no
Q49775787,2,no,yes,no
Q108265694,2,yes,no,no
Q123401323,2,no,yes,no
Q37096291,2,no,yes,no
Q37488853,2,no,yes,no
Q47015864,2,no,yes,no
Q6394749,2,no,yes,no
Q139471189,2,no,yes,no
Q56291414,2,no,yes,no
Q65683697,2,yes,no,no
Q37572371,2,no,yes,no
Q125726501,2,no,yes,no
Q28151028,2,no,yes,no
Q28008518,2,no,yes,no
Q101037950,2,no,yes,no
Q5277547,2,yes,no,no
Q104621363,2,yes,no,no
Q131470364,2,yes,no,no
Q64781622,2,no,yes,no
Q98776948,2,yes,no,no
Q56856555,2,yes,no,no
Q6802743,2,no,yes,no
Q37261165,2,no,yes,no
Q65084073,2,no,yes,no
Q98831444,2,no,yes,no
Q98831451,2,no,yes,no
Q101037267,2,no,yes,no
Q110951596,2,no,yes,no
Q42102256,2,no,yes,no
Q116266572,2,no,yes,no
Q72825528,2,no,yes,no
Q37071392,2,no,yes,no
Q96477208,2,yes,no,no
Q45735257,2,no,yes,no
Q21494021,2,no,yes,no
Q37439685,2,no,yes,no
Q104531201,2,yes,no,no
Q105532757,2,no,yes,no
Q16880533,2,no,yes,no
Q105701566,2,no,yes,no
Q4105755,2,no,yes,no
Q56821747,2,no,yes,no
Q21493354,2,no,yes,no
Q16860334,2,no,yes,no
Q115009395,2,no,yes,no
Q20996011,2,no,yes,no
Q21475360,2,no,yes,no
Q37488069,2,no,yes,no
Q98969195,2,yes,no,no
Q18130910,2,yes,no,no
Q55210518,2,no,yes,no
Q21508841,2,no,yes,no
Q52012679,2,no,yes,no
Q20087929,2,yes,no,no
Q99888985,2,no,yes,no
Q37231923,2,no,yes,no
Q64214961,2,yes,no,no
Q60567803,2,yes,no,no
Q19968314,2,yes,no,no
Q50928605,2,yes,no,no
Q68241726,2,no,yes,no
Q21428368,2,no,yes,no
Q24085357,2,no,yes,no
Q30073617,2,yes,no,no
Q37010710,2,no,yes,no
Q7901159,2,no,yes,no
Q4668301,2,no,yes,no
Q130907222,2,yes,no,no
Q16874931,2,no,yes,no
Q66722408,2,yes,no,no
Q5576679,2,no,yes,no
Q64590088,2,no,yes,no
Q37501604,2,no,yes,no
Q111756076,2,no,yes,no
Q37066040,2,no,yes,no
Q110548997,2,no,yes,no
Q37299651,2,no,yes,no
Q16869612,2,no,yes,no
Q96352512,2,no,yes,no
Q21509186,2,no,yes,no
Q37559057,2,no,yes,no
Q36943063,2,no,yes,no
Q84600463,2,no,yes,no
Q7132478,2,no,yes,no
Q37463427,2,no,yes,no
Q61651057,2,yes,no,no
Q37317849,2,no,yes,no
Q98777162,2,yes,no,no
Q105623311,2,yes,no,no
Q111911595,2,no,yes,no
Q98771300,2,no,yes,no
Q55300759,2,no,yes,no
Q136239316,2,no,yes,no
Q21449645,2,no,yes,no
Q37163038,2,no,yes,no
Q56244212,2,no,yes,no
Q21491908,2,no,yes,no
Q23001742,2,no,yes,no
Q37091711,2,no,yes,no
Q122011265,2,yes,no,no
Q21494143,2,no,yes,no
Q14393122,2,yes,no,no
Q92265086,2,no,yes,no
Q76522595,2,no,yes,no
Q107182189,2,no,yes,no
Q66085036,2,no,yes,no
Q21508777,2,no,yes,no
Q93456389,2,yes,no,no
Q59383791,2,no,yes,no
Q36885545,2,no,yes,no
Q16878497,2,no,yes,no
Q28968129,2,no,yes,no
Q25125971,2,no,yes,no
Q65090614,2,no,yes,no
Q37530323,2,no,yes,no
Q36976862,2,no,yes,no
Q101439892,2,no,yes,no
Q27987974,2,no,yes,no
Q59381138,2,no,yes,no
Q37534783,2,no,yes,no
Q56246601,2,no,yes,no
Q41207869,2,no,yes,no
Q95585350,2,no,yes,no
Q7496062,2,no,yes,no
Q85879317,2,no,yes,no
Q2871961,2,yes,no,no
Q21452050,2,no,yes,no
Q51881927,2,yes,no,no
Q25127052,2,no,yes,no
Q37164393,2,no,yes,no
Q56669298,2,yes,no,no
Q37467892,2,no,yes,no
Q116759421,2,no,yes,no
Q75978935,2,yes,no,no
Q37455909,2,no,yes,no
Q125406651,2,no,yes,no
Q108742925,2,no,yes,no
Q21125611,2,no,yes,no
Q55644100,2,no,yes,no
Q125239039,2,yes,no,no
Q120640400,2,no,yes,no
Q79315048,2,no,yes,no
Q124639872,2,no,yes,no
Q21507427,2,no,yes,no
Q135269963,2,yes,no,no
Q29001414,2,no,yes,no
Q36973767,2,no,yes,no
Q60438593,2,no,yes,no
Q37480100,2,no,yes,no
Q125672788,2,no,yes,no
Q50199703,2,no,yes,no
Q1958035,2,yes,no,no
Q21448954,2,no,yes,no
Q65112102,2,no,yes,no
Q37460043,2,no,yes,no
Q87083857,2,no,yes,no
Q29551312,2,yes,no,no
Q114712228,2,no,yes,no
Q94670132,2,yes,no,no
Q21079686,2,yes,no,no
Q135658712,2,no,yes,no
Q112595261,2,no,yes,no
Q47500366,2,yes,no,no
Q96114158,2,no,yes,no
Q47001571,2,no,yes,no
Q111337383,2,yes,no,no
Q112599542,2,no,yes,no
Q114706047,2,no,yes,no
Q104177983,2,no,yes,no
Q21079782,2,yes,no,no
Q16479547,2,no,yes,no
Q86640216,2,no,yes,no
Q37554875,2,no,yes,no
Q112692163,2,no,yes,no
Q37141151,2,no,yes,no
Q37571443,2,no,yes,no
Q111168623,2,yes,no,no
Q16865424,2,no,yes,no
Q37515220,2,no,yes,no
Q125524538,2,no,yes,no
Q112599611,2,no,yes,no
Q21145418,2,yes,no,no
Q131288003,2,yes,no,no
Q112596166,2,no,yes,no
Q28943768,2,yes,no,no
Q124804786,2,no,yes,no
Q110929819,2,yes,no,no
Q94176123,2,no,yes,no
Q123759072,2,yes,no,no
Q111048134,2,yes,no,no
Q37474673,2,no,yes,no
Q28150817,2,no,yes,no
Q102048120,2,yes,no,no
Q136528045,2,yes,no,no
Q94144013,2,no,yes,no
Q16865482,2,no,yes,no
Q93012885,2,yes,no,no
Q112600495,2,no,yes,no
Q56538692,2,no,yes,no
Q37193730,2,no,yes,no
Q66741597,2,no,yes,no
Q110401125,2,no,yes,no
Q47936996,2,no,yes,no
Q135493397,2,no,yes,no
Q89151131,2,no,yes,no
Q100521967,2,no,yes,no
Q105611900,2,no,yes,no
Q48688298,2,no,yes,no
Q136396392,2,no,yes,no
Q94569896,2,yes,no,no
Q136140360,2,yes,no,no
Q36938749,2,no,yes,no
Q128012180,2,no,yes,no
Q104621114,2,yes,no,no
Q47006630,2,no,yes,no
Q107636927,2,yes,no,no
Q102413964,2,yes,no,no
Q16479514,2,no,yes,no
Q17125502,2,no,yes,no
Q19901956,2,no,yes,no
Q112599560,2,no,yes,no
Q315397,2,no,yes,no
Q37532989,2,no,yes,no
Q54768584,2,no,yes,no
Q19902485,2,no,yes,no
Q7085711,2,no,yes,no
Q107365234,2,no,yes,no
Q111048090,2,yes,no,no
Q116730337,2,no,yes,no
Q5183013,2,no,yes,no
Q37078951,2,no,yes,no
Q106607373,2,yes,no,no
Q112589923,2,no,yes,no
Q56246448,2,no,yes,no
Q37544497,2,no,yes,no
Q21513164,2,no,yes,no
Q138544513,2,no,yes,no
Q37027213,2,no,yes,no
Q111048115,2,yes,no,no
Q131403490,2,no,yes,no
Q65113523,2,no,yes,no
Q51844630,2,yes,no,no
Q120637959,2,yes,no,no
Q113293049,2,yes,yes,no
Q47068234,2,no,yes,no
Q3857549,2,yes,no,no
Q106704841,2,yes,no,no
Q30669572,2,no,yes,no
Q83500983,2,no,yes,no
Q112898775,2,no,yes,no
Q56246582,2,no,yes,no
Q112601110,2,no,yes,no
Q126997156,2,no,yes,no
Q122405788,2,no,yes,no
Q113396436,2,yes,no,no
Q16882079,2,no,yes,no
Q126721102,2,no,yes,no
Q106729055,2,no,yes,no
Q98696123,2,yes,no,no
Q125422178,2,no,yes,no
Q92094971,2,no,yes,no
Q21396394,2,yes,no,no
Q116178122,2,yes,no,no
Q67814034,2,no,yes,no
Q54437103,2,no,yes,no
Q124806032,2,no,yes,no
Q107345990,2,no,yes,no
Q112599040,2,no,yes,no
Q16877904,2,no,yes,no
Q91736529,2,no,yes,no
Q112590945,2,no,yes,no
Q117788591,2,no,yes,no
Q37440495,2,no,yes,no
Q37227308,2,no,yes,no
Q116760950,2,yes,no,no
Q56244537,2,no,yes,no
Q112590843,2,no,yes,no
Q137554057,2,yes,no,no
Q37159090,2,no,yes,no
Q55948261,2,no,yes,no
Q109680448,2,yes,no,no
Q112589883,2,no,yes,no
Q19873128,2,yes,no,no
Q37490321,2,no,yes,no
Q119583610,2,no,yes,no
Q94062693,2,no,yes,no
Q123297016,2,yes,no,no
Q94143716,2,no,yes,no
Q118150500,2,no,yes,no
Q111072605,2,yes,no,no
Q113388852,2,no,yes,no
Q112599437,2,no,yes,no
Q6791838,2,no,yes,no
Q5500357,2,no,yes,no
Q21476712,2,no,yes,no
Q16275255,2,yes,no,no
Q55809983,2,no,yes,no
Q112591805,2,no,yes,no
Q37522335,2,no,yes,no
Q37116889,2,no,yes,no
Q110892232,2,no,yes,no
Q36861177,2,no,yes,no
Q21513474,2,no,yes,no
Q65100481,2,no,yes,no
Q127602324,2,yes,no,no
Q112590217,2,no,yes,no
Q136226012,2,yes,no,no
Q112591784,2,no,yes,no
Q29838362,2,no,yes,no
Q28677641,2,no,yes,no
Q111097268,2,yes,no,no
Q123531910,2,no,yes,no
Q96653530,2,yes,no,no
Q27220537,2,yes,no,no
Q50843210,2,no,yes,no
Q74262265,2,no,yes,no
Q112595149,2,no,yes,no
Q92208204,2,yes,no,no
Q5533396,2,no,yes,no
Q90396927,2,yes,no,no
Q84691728,2,yes,no,no
Q107378162,2,no,yes,no
Q76151613,2,no,yes,no
Q112595445,2,no,yes,no
Q36956967,2,no,yes,no
Q112595646,2,no,yes,no
Q16870635,2,no,yes,no
Q107208780,2,yes,no,no
Q79004399,2,no,yes,no
Q20995893,2,no,yes,no
Q56448933,2,no,yes,no
Q100629765,2,yes,no,no
Q36880321,2,no,yes,no
Q37319894,2,no,yes,no
Q88553706,2,yes,no,no
Q21452647,2,no,yes,no
Q98059919,2,yes,no,no
Q37322134,2,no,yes,no
Q7115184,2,no,yes,no
Q36969574,2,no,yes,no
Q84673470,2,yes,no,no
Q65101881,2,no,yes,no
Q37440697,2,no,yes,no
Q37474660,2,no,yes,no
Q37183297,2,no,yes,no
Q6389528,2,no,yes,no
Q115305232,2,yes,no,no
Q112599083,2,no,yes,no
Q112600012,2,no,yes,no
Q65120449,2,no,yes,no
Q37484634,2,no,yes,no
Q112591931,2,no,yes,no
Q123531896,2,no,yes,no
Q18324552,2,no,yes,no
Q112600582,2,no,yes,no
Q112591544,2,no,yes,no
Q60589214,2,yes,no,no
Q120599698,2,no,yes,no
Q112963336,2,no,yes,no
Q7635153,2,no,yes,no
Q37525290,2,no,yes,no
Q112595358,2,no,yes,no
Q112600549,2,no,yes,no
Q21449917,2,no,yes,no
Q112601035,2,no,yes,no
Q133994152,2,yes,no,no
Q37471648,2,no,yes,no
Q21482713,2,no,yes,no
Q37071071,2,no,yes,no
Q37569448,2,no,yes,no
Q112595451,2,no,yes,no
Q36856106,2,no,yes,no
Q4936226,2,no,yes,no
Q28727512,2,yes,no,no
Q113582192,2,no,yes,no
Q113585199,2,yes,no,no
Q112591614,2,no,yes,no
Q112599858,2,no,yes,no
Q23781432,2,no,yes,no
Q98076964,2,no,yes,no
Q120648129,2,yes,no,no
Q108440345,2,yes,no,no
Q98890834,2,no,yes,no
Q99528780,2,no,yes,no
Q117842458,2,no,yes,no
Q114276363,2,no,yes,no
Q37506585,2,no,yes,no
Q112595585,2,no,yes,no
Q45446164,2,no,yes,no
Q98807416,2,no,yes,no
Q132131367,2,yes,no,no
Q29313866,2,no,yes,no
Q37568839,2,no,yes,no
Q37223481,2,no,yes,no
Q20995680,2,no,yes,no
Q20727216,2,no,yes,no
Q37175725,2,no,yes,no
Q63315340,2,no,yes,no
Q37511495,2,no,yes,no
Q29862822,2,no,yes,no
Q65047528,2,no,yes,no
Q123133710,2,yes,no,no
Q112599494,2,no,yes,no
Q112589724,2,no,yes,no
Q89210502,2,no,yes,no
Q6801359,2,no,yes,no
Q37491897,2,no,yes,no
Q97154255,2,no,yes,no
Q125636350,2,no,yes,no
Q37010651,2,no,yes,no
Q81907828,2,yes,no,no
Q37121780,2,no,yes,no
Q112599786,2,no,yes,no
Q20995647,2,no,yes,no
Q104621234,2,yes,no,no
Q29353428,2,yes,no,no
Q114759350,2,yes,no,no
Q106121902,2,no,yes,no
Q37105860,2,no,yes,no
Q37492483,2,no,yes,no
Q29972337,2,no,yes,no
Q111049867,2,no,yes,no
Q5100981,2,no,yes,no
Q37509889,2,no,yes,no
Q37535987,2,no,yes,no
Q112601033,2,no,yes,no
Q63252665,2,yes,no,no
Q43048057,2,yes,yes,no
Q37505896,2,no,yes,no
Q37437679,2,no,yes,no
Q5131093,2,no,yes,no
Q7116276,2,no,yes,no
Q112595401,2,no,yes,no
Q131544807,2,no,yes,no
Q39269975,2,no,yes,no
Q112081484,2,no,yes,no
Q16870545,2,no,yes,no
Q56244567,2,no,yes,no
Q37172470,2,no,yes,no
Q37451984,2,no,yes,no
Q21144068,2,yes,no,no
Q16874574,2,no,yes,no
Q25160539,2,no,yes,no
Q112606822,2,no,yes,no
Q88400344,2,no,yes,no
Q37479360,2,no,yes,no
Q112600580,2,no,yes,no
Q37043150,2,no,yes,no
Q36985197,2,no,yes,no
Q93449577,2,no,yes,no
Q112599215,2,no,yes,no
Q112599422,2,no,yes,no
Q37121722,2,no,yes,no
Q112601153,2,no,yes,no
Q112589757,2,no,yes,no
Q112599449,2,no,yes,no
Q12800153,2,no,yes,no
Q60038067,2,no,yes,no
Q21502197,2,no,yes,no
Q112595998,2,no,yes,no
Q36903084,2,no,yes,no
Q92118059,2,yes,no,no
Q5527723,2,no,yes,no
Q109391044,2,no,yes,no
Q112595437,2,no,yes,no
Q37524072,2,no,yes,no
Q61788014,2,no,yes,no
Q37134103,2,no,yes,no
Q1010464,2,yes,no,no
Q37064718,2,no,yes,no
Q94917735,2,no,yes,no
Q111049439,2,no,yes,no
Q16870540,2,no,yes,no
Q115799643,2,yes,no,no
Q112599899,2,no,yes,no
Q66685450,2,no,yes,no
Q111633087,2,no,yes,no
Q21475333,2,no,yes,no
Q128447463,2,no,yes,no
Q106786405,2,yes,no,no
Q106636353,2,yes,no,no
Q37024496,2,no,yes,no
Q112595307,2,no,yes,no
Q123348289,2,no,yes,no
Q122227703,2,yes,no,no
Q36898547,2,no,yes,no
Q36886296,2,no,yes,no
Q19902481,2,no,yes,no
Q107208622,2,yes,no,no
Q107208624,2,yes,no,no
Q96639407,2,yes,no,no
Q16866809,2,no,yes,no
Q7495017,2,no,yes,no
Q112598862,2,no,yes,no
Q37552442,2,no,yes,no
Q21491689,2,no,yes,no
Q107636874,2,yes,no,no
Q112589868,2,no,yes,no
Q112599474,2,no,yes,no
Q112600105,2,no,yes,no
Q37509424,2,no,yes,no
Q42589369,2,yes,no,no
Q80341708,2,no,yes,no
Q37559702,2,no,yes,no
Q30669289,2,no,yes,no
Q99195801,2,no,yes,no
Q88502478,2,no,yes,no
Q37568833,2,no,yes,no
Q21142099,2,yes,no,no
Q134385956,2,yes,no,no
Q18019714,2,yes,no,no
Q20892655,2,yes,no,no
Q27887852,2,no,yes,no
Q124088984,2,yes,no,no
Q116875014,2,no,yes,no
Q113489686,2,no,yes,no
Q37464977,2,no,yes,no
Q126964568,2,no,yes,no
Q116178523,2,yes,no,no
Q37511915,2,no,yes,no
Q112590074,2,no,yes,no
Q37430987,2,no,yes,no
Q112591887,2,no,yes,no
Q37014681,2,no,yes,no
Q37467484,2,no,yes,no
Q112601217,2,no,yes,no
Q68954488,2,no,yes,no
Q8031636,2,no,yes,no
Q112595852,2,no,yes,no
Q112595573,2,no,yes,no
Q5749770,2,yes,yes,no
Q6800695,2,no,yes,no
Q113128290,2,yes,no,no
Q105437149,2,yes,no,no
Q111644903,2,no,yes,no
Q37437685,2,no,yes,no
Q37482917,2,no,yes,no
Q75134914,2,no,yes,no
Q22340499,2,yes,no,no
Q51600662,2,yes,no,no
Q135187428,2,yes,no,no
Q99910585,2,no,yes,no
Q16868404,2,no,yes,no
Q65110859,2,no,yes,no
Q19967827,2,yes,no,no
Q113815113,2,no,yes,no
Q15849638,2,yes,no,no
Q56539102,2,no,yes,no
Q15043256,2,no,yes,no
Q95137738,2,no,yes,no
Q37561660,2,no,yes,no
Q37177302,2,no,yes,no
Q92100036,2,no,yes,no
Q26422451,2,no,yes,no
Q37554926,2,no,yes,no
Q21450390,2,no,yes,no
Q30106358,2,no,yes,no
Q83354053,2,no,yes,no
Q68729876,2,no,yes,no
Q37102770,2,no,yes,no
Q77998820,2,no,yes,no
Q56539730,2,no,yes,no
Q111740368,2,no,yes,no
Q112064158,2,no,yes,no
Q37430835,2,no,yes,no
Q37204760,2,no,yes,no
Q56244987,2,no,yes,no
Q16281359,2,no,yes,no
Q76824364,2,no,yes,no
Q37458554,2,no,yes,no
Q37534098,2,no,yes,no
Q60894826,2,no,yes,no
Q37005518,2,no,yes,no
Q47493352,2,no,yes,no
Q21450358,2,no,yes,no
Q78600500,2,no,yes,no
Q83407693,2,yes,no,no
Q7709046,2,yes,no,no
Q112256929,2,no,yes,no
Q40213065,2,no,yes,no
Q37170285,2,no,yes,no
Q107020889,2,no,yes,no
Q12758770,2,yes,no,no
Q118119253,2,no,yes,no
Q37181783,2,no,yes,no
Q99906661,2,no,yes,no
Q134520920,2,no,yes,no
Q37231854,2,no,yes,no
Q13537362,2,no,yes,no
Q29080681,2,no,yes,no
Q129175701,2,no,yes,no
Q1180464,2,no,yes,no
Q128701487,2,yes,no,no
Q1627964,2,no,yes,no
Q106066269,2,no,yes,no
Q81906089,2,no,yes,no
Q37438185,2,no,yes,no
Q37536167,2,no,yes,no
Q37107319,2,no,yes,no
Q25845938,2,yes,no,no
Q134890393,2,no,yes,no
Q16479467,2,no,yes,no
Q108703875,2,no,yes,no
Q37437879,2,no,yes,no
Q88628834,2,yes,no,no
Q37249437,2,no,yes,no
Q56538067,2,no,yes,no
Q37012641,2,no,yes,no
Q118194196,2,no,yes,no
Q51990158,2,no,yes,no
Q37115498,2,no,yes,no
Q21510940,2,no,yes,no
Q7235879,2,no,yes,no
Q87226612,2,no,yes,no
Q30585163,2,yes,no,no
Q30585164,2,no,yes,no
Q122540993,2,no,yes,no
Q84600571,2,no,yes,no
Q47498434,2,no,yes,no
Q62784109,2,no,yes,no
Q41587382,2,no,yes,no
Q96391540,2,yes,no,no
Q63078306,2,no,yes,no
Q20996403,2,no,yes,no
Q65953314,2,no,yes,no
Q64166450,2,no,yes,no
Q106676470,2,yes,no,no
Q42857954,2,no,yes,no
Q30573886,2,no,yes,no
Q113015223,2,yes,no,no
Q43766790,2,no,yes,no
Q71743671,2,yes,no,no
Q21491164,2,no,yes,no
Q129884651,2,yes,no,no
Q21491745,2,no,yes,no
Q136731686,2,yes,no,no
Q21296606,2,yes,no,no
Q16870501,2,no,yes,no
Q63456328,2,no,yes,no
Q72103116,2,no,yes,no
Q123059045,2,no,yes,no
Q21507761,2,no,yes,no
Q105222808,2,no,yes,no
Q16876436,2,no,yes,no
Q77444406,2,no,yes,no
Q113343777,2,no,yes,no
Q109508852,2,yes,no,no
Q132179952,2,no,yes,no
Q31280101,2,yes,no,no
Q104496710,2,no,yes,no
Q135441468,2,no,yes,no
Q80929972,2,no,yes,no
Q36886355,2,no,yes,no
Q36868711,2,no,yes,no
Q123059029,2,no,yes,no
Q1489832,2,yes,no,no
Q4377885,2,no,yes,no
Q16872881,2,no,yes,no
Q119604087,2,no,yes,no
Q136203075,2,yes,no,no
Q137592888,2,no,yes,no
Q110870867,2,no,yes,no
Q12805302,2,yes,no,no
Q133809501,2,no,yes,no
Q7923751,2,yes,no,no
Q121542630,2,no,yes,no
Q133863617,2,no,yes,no
Q24703380,2,no,yes,no
Q58200597,2,no,yes,no
Q37311968,2,no,yes,no
Q7812929,2,no,yes,no
Q131753117,2,no,yes,no
Q111727420,2,no,yes,no
Q105962071,2,no,yes,no
Q137163148,2,no,yes,no
Q108800528,2,no,yes,no
Q65255592,2,no,yes,no
Q19766373,2,yes,no,no
Q64769871,2,no,yes,no
Q18626083,2,yes,no,no
Q79605581,2,yes,no,no
Q21143057,2,yes,no,no
Q19967535,2,yes,no,no
Q79605828,2,yes,no,no
Q32290412,2,yes,no,no
Q79606481,2,yes,no,no
Q79606749,2,yes,no,no
Q79606675,2,yes,no,no
Q56462464,2,yes,no,no
Q79606196,2,yes,no,no
Q52188656,2,yes,no,no
Q79607367,2,yes,no,no
Q36945331,2,no,yes,no
Q16426739,2,yes,no,no
Q37569288,2,no,yes,no
Q4670540,2,no,yes,no
Q58498860,2,yes,no,no
Q122932240,2,no,yes,no
Q110979240,2,yes,no,no
Q6925907,2,no,yes,no
Q37471243,2,no,yes,no
Q58326481,2,yes,no,no
Q16867735,2,no,yes,no
Q37498729,2,no,yes,no
Q63922349,2,yes,no,no
Q37436066,2,no,yes,no
Q60551646,2,yes,no,no
Q37537322,2,no,yes,no
Q37503247,2,no,yes,no
Q37136087,2,no,yes,no
Q36890100,2,no,yes,no
Q110857203,2,yes,no,no
Q131521854,2,yes,no,no
Q37516486,2,no,yes,no
Q110626474,2,yes,no,no
Q21507772,2,no,yes,no
Q21482465,2,no,yes,no
Q23308653,2,yes,no,no
Q37177098,2,no,yes,no
Q37532925,2,no,yes,no
Q115047171,2,no,yes,no
Q80549085,2,no,yes,no
Q28147300,2,no,yes,no
Q115042181,2,yes,no,no
Q88542301,2,yes,no,no
Q27887720,2,no,yes,no
Q16148029,2,no,yes,no
Q60673726,2,yes,no,no
Q130902189,2,no,yes,no
Q19795195,2,yes,no,no
Q107277830,2,yes,no,no
Q101041538,2,no,yes,no
Q37308508,2,no,yes,no
Q1050527,2,yes,no,no
Q119351041,2,no,yes,no
Q130359956,2,yes,no,no
Q120728976,2,no,yes,no
Q2660018,2,yes,no,no
Q37241118,2,no,yes,no
Q111512987,2,no,yes,no
Q36855688,2,no,yes,no
Q96478651,2,no,yes,no
Q47188427,2,no,yes,no
Q30526509,2,no,yes,no
Q96193643,2,yes,no,no
Q66561362,2,no,yes,no
Q18331298,2,no,yes,no
Q37555010,2,no,yes,no
Q104857261,2,no,yes,no
Q19914143,2,yes,no,no
Q37535641,2,no,yes,no
Q21508910,2,no,yes,no
Q9283629,2,no,yes,no
Q4895841,2,yes,no,no
Q106358584,2,no,yes,no
Q81907465,2,no,yes,no
Q37322776,2,no,yes,no
Q89423636,2,no,yes,no
Q27688597,2,yes,no,no
Q95692443,2,no,yes,no
Q62071502,2,no,yes,no
Q65767417,2,yes,no,no
Q104832217,2,no,yes,no
Q19970431,2,no,yes,no
Q105817956,2,no,yes,no
Q136458807,2,no,yes,no
Q37147423,2,no,yes,no
Q35000050,2,no,yes,no
Q9339657,2,no,yes,no
Q111192662,2,no,yes,no
Q36926929,2,no,yes,no
Q37442443,2,no,yes,no
Q62784893,2,no,yes,no
Q37513654,2,no,yes,no
Q6544104,2,no,yes,no
Q112617256,2,no,yes,no
Q21145527,2,yes,no,no
Q1232181,2,no,yes,no
Q17541998,2,no,yes,no
Q27887291,2,no,yes,no
Q37530314,2,no,yes,no
Q37502109,2,no,yes,no
Q47092011,2,no,yes,no
Q122838114,2,no,yes,no
Q37549769,2,no,yes,no
Q62785010,2,no,yes,no
Q115869482,2,no,yes,no
Q86868744,2,no,yes,no
Q132444530,2,no,yes,no
Q7850218,2,yes,no,no
Q21508620,2,no,yes,no
Q37530262,2,no,yes,no
Q135989893,2,no,yes,no
Q21484532,2,no,yes,no
Q37254094,2,no,yes,no
Q30823111,2,no,yes,no
Q65925947,2,no,yes,no
Q111746161,2,no,yes,no
Q106398373,2,no,yes,no
Q134410942,2,no,yes,no
Q111024079,2,no,yes,no
Q104879561,2,no,yes,no
Q37457710,2,no,yes,no
Q131739848,2,no,yes,no
Q16161145,2,no,yes,no
Q110998095,2,no,yes,no
Q108583608,2,no,yes,no
Q37509862,2,no,yes,no
Q92528842,2,yes,no,no
Q28197036,2,no,yes,no
Q21146497,2,yes,no,no
Q865625,2,no,yes,no
Q138836673,2,no,yes,no
Q86093788,2,no,yes,no
Q21192552,2,no,yes,no
Q72405360,2,yes,no,no
Q37495018,2,no,yes,no
Q105072348,2,yes,no,no
Q30083703,2,no,yes,no
Q30448750,2,yes,no,no
Q49798337,2,no,yes,no
Q37566381,2,no,yes,no
Q1158269,2,yes,no,no
Q37498759,2,no,yes,no
Q92096359,2,no,yes,no
Q78146719,2,no,yes,no
Q37197288,2,no,yes,no
Q107204411,2,no,yes,no
Q130386052,2,no,yes,no
Q101039872,2,no,yes,no
Q87172892,2,no,yes,no
Q7368631,2,no,yes,no
Q20726815,2,no,yes,no
Q92096249,2,no,yes,no
Q56540372,2,no,yes,no
Q517046,2,yes,no,no
Q33512446,2,no,yes,no
Q47769898,2,no,yes,no
Q16865911,2,no,yes,no
Q37112510,2,no,yes,no
Q132861118,2,no,yes,no
Q111022366,2,no,yes,no
Q57249851,2,no,yes,no
Q15725619,2,yes,no,no
Q63034812,2,no,yes,no
Q116189237,2,no,yes,no
Q54600500,2,no,yes,no
Q111337926,2,yes,no,no
Q16278077,2,no,yes,no
Q37434702,2,no,yes,no
Q3982948,2,yes,no,no
Q37522379,2,no,yes,no
Q53681735,2,yes,no,no
Q64395775,2,yes,no,no
Q37041455,2,no,yes,no
Q10543969,2,yes,no,no
Q63725949,2,yes,no,no
Q124438072,2,no,yes,no
Q131937697,2,no,yes,no
Q21507619,2,no,yes,no
Q21502042,2,no,yes,no
Q28807138,2,yes,no,no
Q430038,2,no,yes,no
Q62078972,2,yes,no,no
Q16275568,2,no,yes,no
Q18331033,2,no,yes,no
Q116200183,2,no,yes,no
Q16549012,2,yes,no,no
Q16422744,2,yes,no,no
Q30014653,2,no,yes,no
Q112074333,2,no,yes,no
Q21693789,2,no,yes,no
Q115641602,2,no,yes,no
Q76545337,2,no,yes,no
Q64361093,2,no,yes,no
Q21482673,2,no,yes,no
Q110783657,2,yes,no,no
Q98651326,2,yes,no,no
Q21475361,2,no,yes,no
Q37479519,2,no,yes,no
Q36937927,2,no,yes,no
Q16810606,2,no,yes,no
Q21508869,2,no,yes,no
Q1250729,2,yes,no,no
Q75170080,2,yes,no,no
Q1613795,2,no,yes,no
Q35830438,2,no,yes,no
Q122838242,2,no,yes,no
Q60794642,2,no,yes,no
Q48980239,2,no,yes,no
Q80565670,2,yes,no,no
Q17747314,2,yes,no,no
Q1569579,2,no,yes,no
Q66263996,2,yes,no,no
Q101043003,2,no,yes,no
Q16883590,2,no,yes,no
Q47514957,2,no,yes,no
Q7367468,2,no,yes,no
Q16277846,2,no,yes,no
Q15635239,2,no,yes,no
Q136007911,2,no,yes,no
Q115913058,2,no,yes,no
Q5895860,2,yes,no,no
Q21401516,2,yes,no,no
Q37513413,2,no,yes,no
Q56655072,2,no,yes,no
Q20997185,2,no,yes,no
