qid,geni_id,label,countries,occupation_count
Q25427025,6000000035735124826,Lorentz K. Brattberg Aa,Norway,1
Q25428220,6000000012569404304,Hans Emahus Tønder Sandborg,Norway,0
Q2542932,6000000018081884224,Johannes Wtenbogaert,Denmark-Norway,4
Q25429747,6000000008696776862,Birgit Hertzberg Kaare,Norway,1
Q25430026,6000000036620644556,Olav Breck,Norway,1
Q25430732,6000000011723135210,Kjell A. Wang,Norway,1
Q25430940,6000000001801008263,Herman Laading,Norway,0
Q25431453,6000000001762285009,Carl Skaar,Norway,2
Q25434995,6000000018265018235,Mathias Lund,Norway,2
Q25435096,6000000014033641979,Bortinus Ydsti,Norway,2
Q25435408,6000000014304320646,Ivar Ertzgaard,Norway,2
Q25435496,6000000042436371846,Gustav Kappfjell,Norway,1
Q25435566,6000000026532836445,Birger Hals,Norway,0
Q25439843,6000000009035751840,Paul Okkenhaug,Norway,3
Q2544873,6000000183191424828,Emilie Voe Nereng,Norway,5
Q25451246,6000000008650935017,Richard Lorentz,Finland,1
Q254518,6000000000609512288,Astrid Varnay,Sweden,6
Q25454048,6000000060301560870,Eino Rautaruoho,Finland,2
Q25454104,6000000001016293800,Ilmari Heinonen,Finland,1
Q25454139,6000000139461223558,Leo Korpela,Finland,1
Q25454150,6000000096049818856,Arvo Kotilainen,Finland,2
Q25454220,6000000180393768856,Aukusti Alopaeus,Finland,1
Q25454274,6000000118016365825,Mauno Lindholm,Finland,1
Q25454300,6000000030990998119,Gustaf Jysky,Finland,1
Q25454342,6000000016063925628,Alvar Kangasmaa,Finland,1
Q25454350,6000000003213827689,Eino Heljo,Finland,1
Q25454373,6000000175214532187,Kalle Havas,Finland,2
Q25454426,6000000011780614260,Karl Ingelius,Finland,1
Q25454444,6000000038206731039,Jon Väinö Karsten,Finland,1
Q25476224,6000000004397662166,Magnus Løvfold,Norway,1
Q25481,6000000045684953984,Suzann Pettersen,Norway,1
Q255261,6000000017250873005,Anna Maria van Schurman,Denmark-Norway,18
Q255359,6000000009056069748,Herbjørg Wassmo,Norway,3
Q2554665,6000000021526479456,Pieter van der Schelling,Denmark-Norway,1
Q25553887,6000000030828560857,Aatos Fred,Finland,1
Q25585571,6000000056376107975,Adam Christian Hassel,Norway,1
Q25594677,6000000052866049905,Hans Emil Andreas Jahn,Norway,2
Q2563458,6000000004248967822,John Schjelderup Giæver,Norway,4
Q256750,6000000051506072868,Bertine Zetlitz,Norway,3
Q2567555,6000000011894704410,Sven Aarrestad,Norway,6
Q256830,6000000033181822821,Gunn-Rita Dahle Flesjå,Norway,2
Q256856,6000000003570951930,Elisabeth Andreassen,Norway | Sweden,8
Q25742406,6000000007175298234,Arne Jernström,Finland,1
Q25742529,86032,Gösta Fredberg,Sweden,1
Q25742681,6000000010401634660,Georg Ullberg,Finland,1
Q25742698,6000000182655085855,Filip Fredén,Sweden,1
Q25742728,6000000002743058679,Toni Alfthan-Grönroos,Finland,1
Q25742913,6000000072184060935,Leo Lehmussaari,Finland,1
Q25742954,6000000065909337877,Eero Könönen,Finland,1
Q2582430,6000000059379673821,Alfred Engelsen,Norway,2
Q2582439,6000000019756019015,Hans Beyer,Norway,1
Q2582880,6000000025453703378,Hartmann Bjørnsen,Norway,1
Q25845796,6000000006795961243,Hilkka Östman,Finland,1
Q2585353,6000000024918625103,Christoffer Bogislaus Zibet,Sweden,5
Q258555,6000000181035184822,Nicolaas Kruik,Denmark-Norway,9
Q25864168,6000000113596479821,Karl Kristian Emil Fischer,Norway,1
Q25929760,6000000016392167648,Nils Johan Christian Vibe Stockfleth Schanche,Norway,2
Q25929781,6000000015773492434,Erika Relander,Finland,1
Q25929814,6000000172441396282,Gerda Höglund,Sweden,1
Q25929875,6000000073711841966,Kirsten Bergh,Norway,2
Q2593262,6000000010506538357,Heikki Suolahti,Finland,1
Q25933343,6000000181262619844,Antoni Burzyński,Grand Duchy of Finland,1
Q2595428,6000000082601201474,Eero Haapalainen,Finland,4
Q2595869,6000000047516415084,Matti Pulli,Finland,2
Q25973876,4765520239220032031,Hans Maartmann,Norway,1
Q25982696,6000000165964509821,Yrjö Yrjölä,Finland,1
Q25982707,6000000078672494152,Urho Lauanne,Finland,1
Q25982719,6000000011602469261,Fahle Basilier,Finland,1
Q25982765,6000000142635751842,Ewert Saarnio,Finland,1
Q25982774,6000000160166482821,Willehad Martin,Finland,1
Q25982797,6000000059097834068,Asti Vermanen,Finland,1
Q25982817,6000000072184060938,Lauri Lehmussaari,Finland,1
Q25982847,6000000060222062900,August Backman,Finland,1
Q2598822,6000000014559564005,Andreas Samuel Krebs,Norway,1
Q2598847,6000000002452644925,Ivar Martinsen,Norway,1
Q2599645,6000000009562080534,Jacob Mincer,Grand Duchy of Finland,2
Q26000672,6000000000943914431,Nikolai Lima,Norway,4
Q26000882,6000000011077020337,Lars Jelsa,Norway,3
Q2600489,6000000001475097615,Yngve Zotterman,Sweden,3
Q2601994,6000000019097576439,Klemetti Näkkäläjärvi,Finland,4
Q2602732,6000000017923834560,Jan Pieter Theodoor Huydecoper,Denmark-Norway,1
Q2604528,6000000013689591653,Willem van Outhoorn,Denmark-Norway,1
Q2605274,6000000016122091635,Jan-Erik Enestam,Finland,1
Q260597,6000000183536418964,Veronica Maggio,Sweden,2
Q26084489,6000000000782760758,Henrik Christian Lie,Norway,2
Q2610236,6000000025197170866,Johannes Flintoe,Norway,1
Q2612894,6000000183198705822,Ingrid Sandahl,Sweden,1
Q2613489,6000000021923744868,Magnus Petersson,Sweden,1
Q261685,6000000070642737205,Jon Istad,Norway,1
Q26179433,6000000003408832230,Fritz Bange,Sweden,2
Q26179628,6000000029906546340,Elisabeth Bastholm,Sweden,1
Q2618070,6000000173775982928,Hendrik van Wijn,Denmark-Norway,2
Q2619665,6000000003370625612,Carl Björkman,Finland,2
Q2619687,6000000007896933159,Axel Heikel,Finland,2
Q26197854,6000000170293147452,Emma Kivekäs,Finland,1
Q26197915,6000000120980506923,Urho Oinila,Finland,1
Q26197917,6000000057900634967,Toimi Laaksonen,Finland,1
Q26197933,6000000061703344837,Niilo Latva,Finland,1
Q26197975,6000000002738252583,John Ekelund,Finland,1
Q26198013,6000000102773530865,Elsa Fohström,Finland,1
Q2620463,6000000022922827268,Konstanty Plisowski,Grand Duchy of Finland,1
Q26211796,6000000073858441852,Erika Vikman,Finland,1
Q2621859,6000000069950159821,Hendrik Cannegieter,Denmark-Norway,3
Q26235801,6000000019845894151,David Arnesen,Norway,2
Q2623726,6000000029241505253,Gerard Hendrik Aretz Kruseman,Denmark-Norway,1
Q26239722,6000000146029196839,Andreas Malmlöf,Sweden,1
Q26239732,6000000019950766544,Johan Gustaf Edelfelt,Sweden,2
Q26239736,6000000075776613834,Axel Arvid Raab,Sweden,2
Q26239739,4325808101360011549,Jonas Wallström,Sweden,1
Q26239744,6000000009678552748,Gilius Giliusson Ehrenberg,Sweden,0
Q26239804,6000000002565689749,Nils Johansson Enequist,Sweden,1
Q26239816,6000000011717304476,Abraham Thorberg,Sweden,2
Q26239928,6000000064801169148,Staffan Ekeroth,Sweden,1
Q26239993,6000000017836891616,Axel Floderus,Sweden,2
Q26240019,6000000019257524144,Johan Oedman,Sweden,1
Q26240347,6000000036724175958,Sten Wåhlin,Sweden,1
Q26240363,6000000024186787251,Gerda Fleetwood,Sweden,3
Q26240389,6000000019483717877,Matts Floderus,Sweden,1
Q26240433,6000000003903446160,Gunnar Bergner,Sweden,3
Q26240436,6000000000091148100,Einar Bergsten,Sweden,5
Q26244644,6000000150890128056,Aino Muukka,Finland,1
Q26244647,6000000037650486541,Maiju Ollilainen,Finland,1
Q26244676,6000000000616483889,Lennart Fritiof Munck af Fulkila,Finland,2
Q26254822,6000000027754932811,Klaus Alakoski,Finland,1
Q26260240,6000000003321297039,Karin Borgström,Sweden,1
Q26260543,6000000002843121140,Knut Borgh,Sweden,2
Q26260552,6000000116273608858,Hanna Borrie,Sweden,1
Q2626127,6000000015875336266,Carl Jansson,Sweden,1
Q26262027,6000000028645928625,Lembit Kriisa,Sweden,2
Q26262590,6000000028725322635,Fredrik Wehtje,Sweden,1
Q26262610,6000000078060936934,August Schumacher,Norway,1
Q2626637,6000000084808218590,Werner Nilsen,Norway,2
Q26270037,6000000004689897744,Jakob Högfors,Sweden,1
Q26270038,6000000007656359550,Johan Jürgen von Essen,Finland,2
Q26270044,6000000039660667308,Johannes Inborr,Finland,1
Q26270047,6000000040607751193,Vilho Cornér,Finland,2
Q26270068,6000000020612596489,Hugo Linna,Finland,1
Q26270078,6000000154353553826,Matti Mannonen,Finland,2
Q26270091,6000000034029684874,Heikki Kääriäinen,Finland,1
Q26275315,380051349660011050,Bo Gyllensvärd,Sweden,1
Q26276878,6000000044099577998,Ture Thomander,Sweden,1
Q2628955,6000000020721544592,Elie Luzac,Denmark-Norway,7
Q2628958,6000000003271917557,Olav Hagen,Norway,1
Q2628963,6000000069325870985,Olav Økern,Norway,1
Q2629451,6000000166977641833,Sauli Rytky,Finland,1
Q2629461,6000000114351906979,Eero Kolehmainen,Finland,1
Q2630130,6000000079307028957,Jorma Kortelainen,Finland,2
Q2630148,6000000143778485942,August Kiuru,Finland,1
Q263032,6000000045092469870,Marit Malm Frafjord,Norway,1
Q2630371,6000000007338199562,Martin Ekström,Sweden,2
Q2630565,6000000180248960857,Kalevi Laurila,Finland,3
Q2630739,6000000011507737806,Martin Stokken,Norway,4
Q263094,6000000050833637114,Elizabeth Stride,Sweden,2
Q2632168,6000000137569987822,Birger Wasenius,Finland,1
Q26327664,2258983,Sten Burén,Sweden,1
Q2636376,6000000191540889160,Kipryian Kandratovich,Grand Duchy of Finland,3
Q2636380,6000000175157842051,Bernt Hulsker,Norway,3
Q2638245,6000000023752671827,Paula Koivuniemi,Finland,2
Q2638669,6000000176624128841,Hellmer Hermandsen,Norway,1
Q2638688,6000000042357726007,Tom Seeberg,Norway,1
Q26389352,6000000010088501512,Helge Cardell,Sweden,1
Q26389361,6000000033976473538,Anna-Lisa Böös,Sweden,1
Q26389364,6000000043025013652,Elisabeth Glantzberg,Sweden,3
Q263979,6000000012227776004,Anders Hansen Grønneberg,Norway,2
Q26399400,6000000038737475231,Richard Melander,Sweden,2
Q2640392,6000000077880222025,Juho Heiskanen,Finland,2
Q2642157,6000000032929161626,Fanni Luukkonen,Finland,2
Q2642577,6000000010352201210,Aleksander Loit,Sweden,2
Q26449035,6000000039028306777,Antero Leinola,Finland,2
Q26449043,6000000028972606399,Yrjö Kiuru,Finland,3
Q26449068,6000000011138613232,Johan Sjöblom,Finland,1
Q26449075,6000000046570652901,Vili Taskinen,Finland,3
Q26449082,6000000030052382128,Juho Ryynänen,Finland,2
Q26449089,6000000004150966112,Veli Kustaa Simelius,Finland,2
Q26449113,6000000066750999044,Kaarlo Anttila,Finland,3
Q26449119,6000000093357006127,Eetu Vaarama,Finland,1
Q26449143,6000000000692231583,Ernesti Aarnio,Finland,2
Q2646376,6000000116859558908,Viola Gråsten,Sweden | Finland,3
Q264732,6000000013420262459,John Willem Gran,Norway,2
Q2648342,6000000002978598182,Svend Aspås,Norway,1
Q2648705,6000000038072588935,Bjarne Johnsen,Norway,1
Q2652027,6000000026324907420,Einar Werner Sahlstein,Finland,1
Q2652033,6000000032645254089,Hjalmar Cedercrona,Sweden,1
Q2652040,6000000175866565908,Aarne Pohjonen,Finland,2
Q2652225,6000000008546660829,Johan Kemp,Finland,2
Q2652232,6000000079263941903,Kurt Enoch Stenberg,Finland,1
Q2652241,6000000006603843143,Yrjö Linko,Finland,1
Q265553,6000000129420042821,Mirja Hietamies,Finland,2
Q2656524,6000000020551258288,Francis Kjeldsberg,Norway,3
Q265702,6000000046203852842,Berit Mørdre Lammedal,Norway,2
Q2658279,6000000030776225987,Konstantyn Dominik,Grand Duchy of Finland,6
Q265957,6000000008339440171,Axel Londen,Finland,1
Q2659992,6000000068976278877,Marita Lindahl,Finland,2
Q2663888,6000000037890994177,Jan Gildemeester,Denmark-Norway,3
Q266499,6000000208406582821,Trude Dybendahl,Norway,2
Q2670536,6000000011727038753,Niels Treschow,Norway,6
Q26707685,6000000004808294002,Margit Lindegård Solem,Norway,2
Q26710653,6000000145227030881,Einar Christiansson,Sweden,1
Q26715171,6000000003899736991,Bendiks Andreas Heide,Norway,3
Q26720225,6000000022465864653,John Henriksson,Finland,1
Q26720299,6000000108834855821,Oskari Herttua,Finland,2
Q26720300,6000000000614160462,Knut Molin,Finland,1
Q26720425,6000000011636766972,Christian Teilman,Norway,3
Q26723776,6000000084314601857,Ville Hänninen,Finland,2
Q2673867,6000000107550312867,Eino Lahti,Finland,3
Q26767352,6000000059780808108,Toivo Nokelainen,Finland,2
Q267839,6000000039930647229,Yrjö Lindegren,Finland,1
Q2679579,6000000015353381395,Väinö Grönholm,Finland,3
Q2679649,6000000007168921404,Gustaf Hjalmar Grönroos,Finland,3
Q2679655,4274442820880031685,Carl Edvard Gyldenstolpe,Finland,2
Q2680828,6000000012589273909,Eiliv Austlid,Norway,1
Q2680880,6000000059628662933,Per Mathiesen,Norway,1
Q2680916,6000000059653262948,Nils Opdahl,Norway,1
Q2681022,6000000005102147233,Georg Selenius,Norway,1
Q2681027,6000000059657399884,Bjarne Pettersen,Norway,1
Q2681036,6000000059716420120,Øistein Schirmer,Norway,1
Q2681057,6000000036055221462,Petter Martinsen,Norway,1
Q2681061,6000000059450282122,Knud Leonard Knudsen,Norway,1
Q2681066,6000000036669373835,Tor Lund,Norway,1
Q26818553,6000000006423812045,Scholem Bolotowsky,Finland,2
Q26834145,6000000021355876323,Hans Christian Bergersen,Norway,1
Q26835764,6000000009198886492,Sven Ericson,Sweden,1
Q26835799,6000000011273318860,Steen Flemming,Sweden,5
Q26838396,6000000068135676854,Viljo Viklund,Finland,1
Q2687902,6000000040754862686,Valdemar Nyman,Finland,2
Q269055,6000000005441911795,Jens Gasmann,Norway,2
Q2690828,6000000067374793891,Jørgen Alexander Knudtzon,Norway,8
Q269291,6000000036594131833,Tua Forsström,Finland,2
Q26931557,6000000012850068339,John Brynildsen,Norway,3
Q2693350,6000000023012537040,Harry Roeck-Hansen,Sweden,2
Q269355,6000000069130187894,Ole Stenen,Norway,3
Q269709,6000000010140315276,Belle Gunness,Norway,4
Q26987405,6000000040154700382,Kauko Vainio,Finland,3
Q26993221,6000000006918706889,Gösta Gartz,Sweden,1
Q26993248,6000000003456164983,Bertil Gottsén,Sweden,1
Q26994719,6000000020221879822,August Georgii,Sweden,1
Q26994762,6000000015377728055,Olle Hagdahl,Sweden,3
Q26994961,6000000010616610772,Gunnar Haking,Sweden,2
Q26994969,6000000000048323745,Lennart Alexis,Sweden,1
Q26995022,6000000009895244719,Gösta Hallencreutz,Sweden,1
Q26995043,6000000178870021824,Elin Halling,Sweden,1
Q26995045,6000000001035688794,Anna Hallgren,Sweden,1
Q26998292,6000000092723521418,Leo Telivuo,Finland,2
Q27016802,6000000208131836824,Stanisław Kunicki,Grand Duchy of Finland,0
Q2702775,6000000040416043188,Väinö Myllyrinne,Finland,1
Q27042116,6000000024680239971,John Hamner,Sweden,5
Q27042123,6000000064116678946,Even Christian Gjestvang,Norway,2
Q27042151,6000000011637897200,Ivar Hammarlund,Sweden,1
Q27042166,6000000015366229104,Alexander Harling,Sweden,2
Q27042170,6000000011032801371,Brita Hansson,Sweden,1
Q27042173,6000000011799573944,Björn Harald,Sweden,2
Q270435,5109747773230115137,Kari Aalvik Grimsbø,Norway,3
Q2706401,6000000014196403086,Abraham Langlet,Sweden,1
Q27074912,6000000073846357995,Jan-Erik Sundström,Finland,1
Q27074925,6000000039870081421,Alpo Hukka,Finland,0
Q27074959,6000000116968210923,Jon Esti,Finland,2
Q27074975,6000000010693950444,Ragnar Wessman,Finland,1
Q27074984,6000000073218051102,Paavo Kaarlehto,Finland,2
Q27075131,6000000059365026954,Else Aropaltio,Finland,1
Q27075145,6000000019213361070,Aino Kallio-Ericsson,Finland,1
Q270863,6000000173210823419,Åke Blomström,Sweden,1
Q270891,6000000125892679949,Åke Lassas,Sweden,1
Q270896,6000000001584342116,Åke Mattas,Finland,1
Q270901,6000000038523658661,Åke Ohlmarks,Sweden,8
Q270927,6000000037849985024,Åke Wallenquist,Sweden,2
Q2711855,6000000063155991065,Olavi Alakulppi,Finland,2
Q27122064,6000000180619292846,Gustaf Nyholm,Finland,1
Q27131240,6000000005032009806,Harald Pedersen,Norway,2
Q27149995,6000000041426751641,Yrjö Sallakoski,Finland,1
Q271605,6000000010145379519,Lydia Wideman,Finland,1
Q27164939,6000000012857066344,Kirsti Rein,Finland,1
Q2719292,6000000077176027989,Viljo Vesterinen,Finland,2
Q2720552,6000000056293757850,Aarne Honkavaara,Finland,3
Q27230004,6000000011445240184,Aagot Jung,Finland,1
Q27231103,6000000050815402286,Konrad Nerheim,Norway,1
Q2723961,6000000070665558870,Michael Onuphrius thoe Schwartzenberg en Hohenlansberg,Denmark-Norway,1
Q2728636,6000000180622894834,Eeva-Liisa Manner,Finland,5
Q27299881,6000000026354674209,Gösta Rollin,Sweden,1
Q27299886,2591273,Arne Björner,Sweden,1
Q27299942,6000000006595624679,Vidar Höjer,Sweden,1
Q27299948,6000000049441015051,Oskar Grahnén,Sweden,0
Q27299968,6000000092731328065,Birgit Hygrell,Sweden,1
Q27300017,6000000012321832781,Carl-William Hammar,Sweden,1
Q27300020,6000000174996866829,Bengt Gösta Hansson,Sweden,1
Q273279,6000000014233209639,Roald Hoffmann,Grand Duchy of Finland,5
Q273324,6000000012759098358,Harri Holkeri,Finland,4
Q27335302,6000000050266607037,Einar Halleland,Norway,1
Q27340492,6000000006585699595,Lars Bach,Norway,2
Q2743675,6000000007224749596,Jaanus Kuum,Norway,1
Q274371,6000000002930585817,Dagmar Lange,Sweden,4
Q2743751,6000000042112233990,Nils Voss,Norway,1
Q2743777,6000000059757947073,Robert Sjursen,Norway,1
Q2743895,6000000059772646100,Einar Strøm,Norway,1
Q2744062,6000000069594767821,Gerda Höjer,Sweden,4
Q2744992,6000000023854412681,Edvin Laine,Finland,4
Q2745789,6000000017320713409,Mattheus de Haan,Denmark-Norway,1
Q27514192,6000000054913674830,Hilding Högberg,Sweden,1
Q27514245,6000000124429399133,Åke Nettelbladt,Sweden,1
Q27516741,6000000020652226171,Mendel Bernstein,Norway,0
Q27551,6000000011250041386,Søren Tybring,Norway,2
Q275537,6000000000902285441,Mona Seilitz,Sweden,6
Q27556,6000000024567620014,Aad Davidsen Kløve,Norway,2
Q27562,6000000019981179245,Johan Frederik Sartz,Norway,2
Q2756324,6000000017166441792,Torsten Bergström,Sweden,5
Q2756713,6000000183124707826,Bolesław Orliński,Grand Duchy of Finland,3
Q275688,6000000015730266078,Birgit Åkesson,Sweden,7
Q275867,6000000007042345891,Peter Hognestad,Norway,7
Q27588703,6000000179398664821,Anna-Liisa Riikkala,Finland,1
Q27588710,6000000039645249160,Kari Ahola,Finland,1
Q27588718,6000000032758429626,Markku Linnoila,Finland,6
Q27588729,6000000000589733518,Ragnar Meinander,Finland,0
Q27588756,6000000080916595841,Elias Palola,Finland,4
Q27588786,6000000017424080405,Paavo Asanti,Finland,1
Q27602984,340283696420007007,Stanisław Justyna,Grand Duchy of Finland,2
Q2777773,6000000032394790902,Raija Siekkinen,Finland,2
Q27825362,6000000075930913927,Arnt Ferdinand Moss,Norway,1
Q27825392,6000000005441922080,Hans Møller Gasmann,Norway,2
Q27830474,6000000040183593822,Olavi Puro,Finland,1
Q2783214,6000000063645998835,Ingar Nielsen,Norway,2
Q27862460,6000000004128710062,Abraham Aakre,Norway,2
Q27865791,6000000042856583485,Trygve Wang,Norway,1
Q27882672,6000000011447857344,Anders Forsland,Norway,2
Q27888933,6000000100747192885,Maren Elisabeth Bang,Norway,3
Q27891271,6000000119358506856,Bengt Enander,Sweden,2
Q27912876,6000000017731891985,Carl-Erik Stockenberg,Sweden,2
Q27916902,6000000002810627990,Haakon Oliver Karlsen,Norway,1
Q27917159,6000000015259897376,Otto Knoph Rømcke,Norway,2
Q27918087,6000000024477016889,Johan Dokka,Norway,1
Q27920266,6000000007062830178,Søren Georg Daniel de Fine von Krogh Hasle,Norway,2
Q27920687,6000000178138145836,Leena Pietilä,Finland,2
Q27923876,6000000180891324849,Sten Åkerstedt,Sweden,1
Q27923922,6000000172613782821,Per-Olof Larsson,Sweden,2
Q2798546,6000000005442138771,Rolv Wesenlund,Norway,11
Q27996926,6000000036826908148,Petrus Norberg,Sweden,2
Q27996948,6000000021766263032,Otto Bertil Ekberg,Sweden,1
Q27996975,6000000037807931214,Alarik Rynell,Sweden,3
Q27996979,6000000021276439919,Sven Emanuel Dedering,Sweden,3
Q27996995,6000000016498484905,Gunvor Margareta Widmark,Sweden,3
Q27997012,6000000040475707910,Arvid Viktor Zetterling,Sweden,3
Q28000226,6000000023107674013,Anna Ekström,Sweden,2
Q2800527,6000000021314382329,Enni Rukajärvi,Finland,1
Q28025574,3554260,Willy Lindeberg,Sweden,2
Q28025652,6000000021564892866,Maja Beskow,Sweden,2
Q28025700,4128849430280040151,Greta Lundén,Sweden,1
Q28025731,6000000021532635499,Oskar Lycke,Sweden,2
Q28025839,6000000179024789209,Emanuel Branzell,Sweden,2
Q28028729,6000000057544105860,Veikko Matinolli,Finland,1
Q28028801,6000000145863630848,Joel Räsänen,Finland,1
Q28028862,6000000011601751155,Gabriel Aspegren,Finland,1
Q28045520,6000000150827037900,Oscar Magnus Löfdahl,Sweden,3
Q28045538,6000000036948042825,Johan von Sydow,Sweden,0
Q28048759,6000000022920932853,Oskar Sandberg,Sweden,1
Q28049841,6000000018920938544,Ole Mæhle,Norway,1
Q2805299,6000000000698562399,Jarl Hagelstam,Finland,1
Q28053695,6000000019441037626,Hans Malmstedt,Sweden,1
Q28056005,6000000032737770868,Viljo Jääskeläinen,Finland,1
Q28056063,6000000014793808936,Axel Falk,Sweden,2
Q28056077,6000000046797621091,Jöns Engström,Sweden,2
Q28056094,6000000019748270308,Henrik Lagerlöf,Sweden,0
Q28056095,6000000025041622106,Anton Karlgren,Sweden,1
Q28056114,6000000065173655845,Gunnar Asplund,Sweden,1
Q28056115,6000000178702216823,Edvard Andersson,Sweden,3
Q2805888,6000000010833595851,Ester Toivonen,Finland,4
Q2805939,6000000175001855738,Riitta Väisänen,Finland,4
Q2805995,6000000122593814860,Inga-Britt Söderberg,Finland,2
Q2806192,6000000018844369061,Carel Bentinck,Denmark-Norway,1
Q28065077,6000000081404473906,Folke Lind,Sweden,3
Q280753,6000000029977189157,Mari Bjørgan,Norway,2
Q2807961,6000000011268661788,Anders Lorange,Norway,3
Q2812487,6000000083383337878,Lorentz Henrik Müller Segelcke,Norway,1
Q28125286,6000000010743708280,Brita Nordencreutz,Sweden,1
Q28125289,6000000001007742614,Olof Burman,Sweden,0
Q28125315,6000000003525804058,Inger Manne,Sweden,1
Q28125333,6000000120878296196,Carl Martin Eggesbø,Norway,1
Q28125365,6000000025554482074,Arvid Huss,Sweden,1
Q28155217,6000000013648901822,Rolf Mellström,Sweden,4
Q2815531,6000000040194708669,Petar Guberina,Norway,1
Q2820019,6000000011707328698,Aarne Ervi,Finland,1
Q2831434,6000000003667081186,Albert Nyberg,Finland,1
Q2831488,6000000058846045821,Albert Pudas,Finland,1
Q2832615,6000000041383353577,Aleksanteri Ahola-Valo,Finland,6
Q28335970,6000000001622804018,Unto Kaipainen,Finland,1
Q28354660,6000000008005671448,Erik Uluots,Sweden,1
Q28355244,6000000012091938170,Sverre Christophersen,Norway,3
Q28356483,6000000050769690974,Gustaf Bergman,Sweden,1
Q28356551,6000000025704202107,Henrik Lagerlöf,Sweden,1
Q28356824,6000000071063682144,Harry Harryan,Sweden,1
Q28356855,6000000032580357332,Leo Skurnik,Finland,1
Q28356878,6000000004043833842,Gunnar Takolander,Finland,1
Q28356896,6000000019718389940,Antti Kuisma,Finland,1
Q28356914,6000000180402993903,Robert Janson,Sweden,0
Q28356972,6000000072376126850,Irma Hamara,Finland,1
Q28356978,6000000084476829142,Helena Virkki,Finland,2
Q28356985,6000000088841647502,Lyyli Rapola,Finland,1
Q28357047,6000000012964124769,Ernst Larsson,Sweden,2
Q28357104,6000000021898509432,Erik Lindholm,Sweden,1
Q28357156,6000000000144001748,Gustaf Lundqvist,Sweden,2
Q28357226,6000000180478441856,Carl Waldemar Olson,Sweden,2
Q28357312,6000000009526030710,Otto Paas,Sweden,1
Q28357325,6000000019187779325,Gabriel Oxenstierna,Sweden,3
Q28357370,6000000015219114616,Sven-Olof Olsson,Sweden,1
Q28357929,6000000081911776851,Halvard Drægni,Norway,0
Q28358031,6000000002679785502,Stein Backe,Norway,1
Q28358114,6000000019718735832,Thomas Sinding,Norway,2
Q28358181,6000000002664634835,Gunnar Aftret,Norway,4
Q28358188,6000000002258425816,Jørginus Grande,Norway,3
Q28358207,6000000030478093995,Toralf Aalberg,Norway,1
Q28358208,6000000024142630884,Nils Kvam,Norway,0
Q28358215,6000000020315819507,Gabriel Kielland,Norway,0
Q28360730,6000000011358335759,Caspar Ermes,Sweden,1
Q28424434,6000000018825552900,Kerttu Tamminen,Finland,1
Q2843266,6000000136840044838,Johan Ivar Liro,Finland,1
Q2846124,6000000008647449344,Anders Sandvig,Norway,1
Q2850448,6000000114626675822,Anna-Maja Henriksson,Finland,1
Q2850734,6000000001285144100,Annar Ryen,Norway,1
Q285144,6000000005738420158,Johan Bülow Wamberg,Norway,2
Q2851911,6000000069050151452,Bjørn Myhre,Norway,2
Q28529836,6000000059513963832,Gerda Palm,Sweden,2
Q28529869,6000000143991129965,Ingrid Patlagean,Sweden,2
Q2853015,6000000006979657520,Stinius Fredriksen,Norway,2
Q28538371,6000000011414991185,Sven Perlow,Sweden,1
Q2854546,6000000035156008391,Bendix Edvard Bendixen,Norway,3
Q28549807,6000000007287818087,Gunilla Hegfeldt,Sweden | Norway,1
Q28555258,6000000020205725814,Rolf Rønningen,Norway,1
Q2857046,6000000016579968391,Anton Wilhelm Arppe,Finland,1
Q28587751,6000000025581725368,Einar Henden,Norway,1
Q2863558,6000000006927873779,Oluf Steen,Norway,1
Q28650124,6000000019641386500,Severin Hallberg,Sweden,1
Q28650154,6000000085198561098,Gunnar Palmgren,Sweden,3
Q28650155,6000000076998611821,Maija Ponsi-Pettinen,Finland | Sweden,1
Q28650229,6000000011450122864,Valentine Pääbo Laroche,Sweden,1
Q28650237,6000000159309001882,Charles Portin,Sweden,2
Q28653823,6000000021208023455,Hulda Nordenstreng,Finland,1
Q28653899,6000000032877035010,Jan Okupski,Grand Duchy of Finland,2
Q2865905,6000000001461762031,Artturi Järviluoma,Finland,3
Q28717906,6000000000687680278,Mildrid Støre,Norway,0
Q28718067,6000000013184489833,Olaf Opperud,Norway,0
Q28718245,6000000001504663902,Hartvig Knudssøn Bille,Norway,1
Q28720647,6000000002417809275,Henrik Spåre,Finland,0
Q28720669,6000000000631640139,Georg Helsingius,Finland,0
Q28720878,6000000009178320875,Elwa Molin,Finland,1
Q28720928,6000000019271810783,Olavi Gunnar,Finland,2
Q28740351,6000000180145286848,Veikko Korttila,Finland,0
Q2874745,6000000013469530107,Axel Erlandson,Sweden,1
Q287784,3949090,Sara Lidman,Sweden,2
Q28780563,6000000017325524090,Tanja Sanila,Finland,8
Q28819011,6000000010201060159,Johan Friis,Norway,1
Q28831403,6000000007403077530,Eilert Pedersen Præsteng,Norway,5
Q28840153,6000000009226436971,Fredrik Rung,Sweden,1
Q28840157,6000000056923903928,Carl Rosenbaum,Sweden,2
Q28840170,6000000015730149778,Algot Ringström,Sweden,2
Q28840182,6000000009420236441,Carl Herman Wetterwik,Sweden,3
Q28840239,6000000098305882941,Ernst Roos,Sweden,4
Q28840655,4618600276790028010,Karin Hjelmqvist,Sweden,1
