qid	geni_id	en_label	enwiki	zhwiki	family_properties	sitelinks
Q45404146	6000000074712804843	Lin Bangjun	no	no	P22,P40	0
Q45404147	6000000074711798423	Lin Cirong	no	no	P22,P25	0
Q45404148	6000000074712401093	Lin Ciling	no	no	P22	0
Q45404149	6000000074746324083	Yu Jing	no	no	P40	0
Q45404150	6000000074745798280	Yu Duan	no	no	P22,P40	0
Q45404151	6000000074746405875	Yu Kai	no	no	P22,P40	0
Q45404152	6000000074745902100	Peng Zhongde	no	no	P40	0
Q45404154	6000000074745155488	Peng Xuan	no	no	P22,P40	0
Q45404156	6000000074745741149	Peng Yanchang	no	no	P22,P40	0
Q45404157	6000000074769799825	Shi Zuwen	no	no	P40	0
Q45404161	6000000074769812823	Shi Zhongxian	no	no	P22,P40	0
Q45404164	6000000074769780837	Shi Qinian	no	no	P22,P40	0
Q45404165	6000000074769290079	Shi Cairu	no	no	P22,P25	0
Q45404166	6000000074691792857	Fan Wo	no	no	P22,P40	0
Q45404168	6000000074691842879	Fan Zuren	no	no	P22,P40	0
Q45404171	6000000074691437975	Fan Hong	no	no	P22,P40	0
Q45404174	6000000074747862822	Bao Dabai	no	no	P40	0
Q45404175	6000000074747857843	Bao Yaoqing	no	no	P22	0
Q45404176	6000000074747673980	Bao Anshi	no	no	P40	0
Q45404179	6000000074747870825	Bao Jing	no	no	P22,P40	0
Q45404180	6000000074747776875	Bao Zhiguang	no	no	P22,P40	0
Q45404183	6000000074769733856	Wang Jushan	no	no	P40	0
Q45404184	6000000074769665844	Wang Shiyao	no	no	P22,P40	0
Q45404186	6000000074769799829	Wang Xing	no	no	P22,P40	0
Q45404187	6000000074769759848	Wang Bin	no	no	P22,P25	0
Q45404188	6000000074769770845	Li Qingxiang	no	no	P40	0
Q45404191	6000000074769784851	Li Liangdan	no	no	P22,P40	0
Q45404192	6000000074769369932	Li Jie	no	no	P22,P40	0
Q45404193	6000000074769739860	Li Kai	no	no	P22,P25	0
Q45404194	6000000074769277117	He Jingzhi	no	no	P40	0
Q45404195	6000000074769717864	He Shengqing	no	no	P22,P40	0
Q45404196	6000000074769636899	He Jiang	no	no	P22,P40	0
Q45404198	6000000074769825840	He Teng	no	no	P22,P25	0
Q45404200	6000000074769724847	Huang Lvzhong	no	no	P40	0
Q45404201	6000000074769179113	Huang Fu	no	no	P22,P40	0
Q45404202	6000000074769622913	Huang Yue	no	no	P22,P40	0
Q45404204	6000000074769804855	Huang Wenchang	no	no	P22,P25	0
Q45404206	6000000074768666407	Huang Wensheng	no	no	P22,P40	0
Q45404207	6000000074769504952	Huang Nan	no	no	P22	0
Q45404209	6000000074769847823	Huang Chun	no	no	P22	0
Q45404211	6000000074769445026	Huang Fei	no	no	P22	0
Q45404212	6000000074769762849	Huang Shu	no	no		0
Q45404214	6000000074769093067	Huang Cai	no	no		0
Q45404215	6000000074769455059	Lian Dengqing	no	no	P40	0
Q45404216	6000000074769656890	Lian Zhiwei	no	no	P22,P40	0
Q45404218	6000000074768361746	Lian Gangu	no	no	P22	0
Q45404221	6000000074769449991	Lian Ganyu	no	no	P22	0
Q45404223	6000000074769809853	Lian Gai	no	no	P22	0
Q45404225	6000000074758636903	Shi Deyi	no	no	P40	0
Q45404226	6000000074758372170	Shi Xiang	no	no	P22,P40	0
Q45404228	6000000074769108307	Shi Ji	no	no		0
Q45404231	6000000074769073142	Shi Quan	no	no		0
Q45404232	6000000074769745840	Wang Anzhi	no	no	P40	0
Q45404234	6000000074769658948	Wang Zuan	no	no	P22,P40	0
Q45404236	6000000074769444007	Wang Zhao	no	no	P22,P40	0
Q45404237	6000000074769604939	Wang Zongheng	no	no	P22,P25	0
Q45404239	6000000074691847859	Zhongli Jingrong	no	no	P22,P40	0
Q45404240	6000000074691696962	Zhongli Yi	no	no	P22,P40	0
Q45404244	6000000074690945199	Zhongli Song	no	no	P22,P25	0
Q45404245	6000000074769469893	Lin Xun	no	no	P40	0
Q45404247	6000000074769833838	Lin Gu	no	no	P22,P40	0
Q45404248	6000000074769067183	Lin Zao	no	no	P22,P40	0
Q45404250	6000000074769819865	Lin Dui	no	no	P22,P25	0
Q45404252	6000000074769404002	Chen Yu	no	no	P40	0
Q45404253	6000000074769600889	Chen Zhan	no	no	P22,P40	0
Q45404255	6000000074769456002	Chen Fu	no	no	P22	0
Q45404257	6000000074769719865	Chen Yan	no	no	P22,P40	0
Q45404258	6000000074769718885	Chen Dexiu	no	no	P22,P25	0
Q45404260	6000000074769869823	Yong Zongdan	no	no	P40	0
Q45404262	6000000074769132208	Yong Bianfang	no	no	P22,P40	0
Q45404264	6000000074769665862	Yong Ruji	no	no	P22,P40	0
Q45404265	6000000074769756900	Yong En	no	no	P22,P25	0
Q45404267	6000000074769866847	Zheng Jun	no	no	P40	0
