qid	sex
Q75818669	F
Q75356958	M
Q76047070	F
Q76236100	F
Q76236101	F
Q76047072	M
Q76047075	M
Q76047112	F
Q7526712	M
Q76047083	M
Q76047087	M
Q76047116	F
Q75777711	M
Q75777716	F
Q75777844	F
Q75777893	F
Q75777914	F
Q75777915	M
Q75777918	F
Q75777920	F
Q75777921	F
Q75777895	M
Q75777898	M
Q75777900	M
Q75777903	M
Q75777905	M
Q75777907	M
Q75777909	F
Q75777911	F
Q75777843	M
Q75777862	M
Q75777886	F
Q75777888	F
Q75777891	F
Q75777861	M
Q75777863	M
Q102683592	M
Q7186346	M
Q91012851	F
Q87837430	M
Q75626521	F
Q75626523	M
Q64578491	M
Q12230327	F
Q240227	F
Q310406	M
Q208135	M
Q361273	M
Q316974	M
Q361291	M
Q361281	M
Q231552	F
Q136393956	F
Q75508356	F
Q19871853	F
Q7610477	M
Q19881610	F
Q42300662	F
Q42301487	M
Q4954620	M
Q131257127	F
Q4865241	M
Q2722594	M
Q100427105	M
Q2905119	M
Q109724928	F
Q115941479	F
Q137561192	M
Q55902416	M
Q106091083	F
Q8008058	M
Q140461561	F
Q5046252	M
Q58839324	M
Q55496872	M
Q2076281	M
Q2675406	M
Q8295550	M
Q69783056	F
Q5741462	M
Q4948816	F
Q75603384	F
Q2429662	M
Q106272207	F
Q12779926	M
Q75644763	F
Q75268337	F
Q75268340	M
Q75270711	F
Q316263	M
Q115471497	F
Q794581	M
Q106950987	F
Q106950800	M
Q75447429	M
Q131444677	F
Q75256957	F
Q76007844	F
Q76007845	F
Q75256959	M
Q76007836	M
Q76007841	M
Q76007848	F
Q11797974	F
Q5482002	M
Q75316774	F
Q75316784	F
Q75316778	M
Q75275285	F
Q75275438	F
Q75275290	M
Q75388612	F
Q6170833	F
Q73415176	M
Q75292629	F
Q75292631	F
Q75292632	F
Q75292634	F
Q18274750	M
Q134290267	M
Q2659766	M
Q136029213	M
Q136029219	F
Q108739931	M
Q136191984	F
Q18274753	M
Q20197960	F
Q2329850	F
Q2086086	M
Q52155473	M
Q75267149	F
Q75267156	F
Q21557309	F
Q75891301	F
Q75891303	F
Q75891378	F
Q75891379	F
Q75891384	F
Q75891386	F
Q75891388	F
Q75891377	M
Q75891390	F
Q55849273	M
Q4065319	M
Q4329525	M
Q138722222	F
Q138722291	F
Q138722321	F
Q84723426	M
Q138722305	M
Q75963578	M
Q75244263	M
Q4398449	F
Q3052332	M
Q27538385	M
Q91091675	F
Q562945	F
Q123150478	F
Q4767002	F
Q4172403	M
Q13052790	M
Q19367363	F
Q55560271	F
Q14100867	M
Q2482366	F
Q16404228	M
Q320977	M
Q19912631	M
Q136807330	F
Q19912658	F
Q97962508	M
Q75295870	F
Q75295887	F
Q75295872	M
Q1040087	M
Q75295891	F
Q75295892	F
Q75295883	M
Q75295886	M
Q95196185	F
Q1353004	M
Q20261570	M
Q76336726	F
Q18421229	F
Q95963184	M
Q55102268	M
Q96095938	M
Q75391799	M
Q131626395	F
Q21132138	M
Q115790759	M
Q110505709	M
Q110505713	F
Q110505707	M
Q139563622	F
Q139573474	M
Q1536017	M
Q4149538	M
Q5076959	M
Q16931526	F
Q18201858	F
Q109098492	M
Q3160247	M
Q315642	M
Q134529134	F
Q138505123	F
Q120836354	M
Q205797	M
Q69922	F
Q546620	F
Q2145250	M
Q112483999	M
Q87738353	M
Q17062757	F
Q133005800	F
Q6245709	M
Q63870771	F
Q108734372	M
Q110363635	F
Q125391004	F
Q110371373	F
Q116029426	F
Q117242270	M
Q8182038	M
Q31817991	M
Q112366601	M
Q136142234	F
Q465720	M
Q55823672	F
Q2493083	M
Q2789065	M
Q19930919	M
Q76236643	F
Q76236645	F
Q76236646	M
Q3478437	M
Q76295548	F
Q75937522	F
Q76101364	F
Q75272487	F
Q139710324	F
Q139710331	F
Q112539623	M
Q112539647	F
Q106612439	M
Q20810873	M
Q26835649	F
Q26835914	M
Q94760528	F
Q76129875	M
Q76129876	F
Q75241714	F
Q3568591	M
Q75306725	F
Q76250949	M
Q75872963	F
Q75310562	F
Q75310564	F
Q75310563	M
Q75355373	M
Q75355375	F
Q75355378	M
Q75249699	F
Q75251585	F
Q64735347	M
Q134289990	M
Q134290008	F
Q76259576	F
Q75815059	M
Q76259601	F
Q75358267	F
Q75358271	F
Q75358275	M
Q75358278	F
Q75358274	M
Q75358277	M
Q75348400	M
Q76229575	M
Q75721714	M
Q76136825	F
Q119789178	F
Q75816777	F
Q75816783	F
Q75816786	F
Q75816789	F
Q24577557	M
Q75355740	F
Q75355754	F
Q116029377	F
Q75336682	M
Q75336687	F
Q26827900	F
Q26827840	F
Q55871246	M
Q48090666	F
Q18225206	M
Q105983152	F
Q75960906	F
Q76183704	F
Q109807873	F
Q76261794	F
Q76261800	F
Q75279465	F
Q75279468	M
Q75279475	F
Q57625966	F
Q126811438	F
Q61568173	M
Q19942191	M
Q237165	F
Q96223042	F
Q463503	F
Q20810758	M
Q76236830	M
Q26836807	F
Q76236836	M
Q19958145	M
Q117870	M
Q27887466	M
Q75361836	F
Q73018058	F
Q1803880	F
Q12035399	F
Q6660673	F
Q110558231	F
Q19946433	M
Q19946429	M
Q19946435	M
Q7339721	M
Q105582652	M
Q95751190	F
Q105585302	M
Q3132312	M
Q2960626	M
Q3263861	F
Q3133195	M
Q3086242	M
Q10309572	M
Q2745815	F
Q17182956	F
Q65126693	F
Q2857807	F
Q17424061	F
Q18210421	F
Q20639187	F
Q61577683	F
Q42857241	F
Q42190579	F
Q42887122	F
Q85817268	M
Q133670661	M
Q20857333	M
Q138569241	M
Q19953457	M
Q19904369	M
Q52222649	M
Q61870910	F
Q126811634	F
Q20741880	M
Q658669	M
Q2082888	F
Q105904997	M
Q105904999	F
Q105905001	F
Q27651479	M
Q75885732	F
Q75748142	F
Q76242302	F
Q76277917	F
Q5220520	M
Q75418658	M
Q96288598	M
Q96288611	F
Q96288640	F
Q110589551	F
Q109495802	M
Q111174014	M
Q139915645	F
Q30104650	F
Q85189	M
Q94741287	F
Q95186414	F
Q95186413	F
Q19958995	M
Q19959146	M
Q99689893	F
Q19959165	M
Q110414640	M
Q19959160	M
Q55911978	F
Q55680456	M
Q136206224	M
Q136206222	F
Q106070044	M
Q136004331	F
Q94743921	F
Q1403171	M
Q94747337	F
Q94766447	F
Q94766453	F
Q2254102	M
Q2399148	F
Q116058311	F
Q12796651	M
Q19961669	M
Q127270066	F
Q127270514	F
Q108122298	M
Q10317412	F
Q75900123	F
Q19272989	M
Q2999351	F
Q5681600	F
Q15096977	F
Q31192650	M
Q110153949	F
Q61139864	F
Q2575874	M
Q94771867	F
Q55193108	M
Q76284832	F
Q4710292	M
Q75801793	F
Q112890266	M
Q61982644	F
Q14864797	M
Q4153751	M
Q104864162	F
Q124432104	M
Q55845650	M
Q136077899	F
Q136077918	F
Q140757203	F
Q64699202	M
Q1264246	F
Q123147809	F
Q36668722	F
Q107294321	F
Q110604633	M
Q136221242	M
Q75326530	F
Q75326511	M
Q75326522	M
Q129575	F
Q1527668	F
Q101231385	F
Q130683128	M
Q2046297	F
Q382939	M
Q120550430	M
Q55914205	M
Q19968202	M
Q19971687	M
Q116004742	F
Q15437622	M
Q19968263	M
Q19968405	F
Q1587323	M
Q66683588	M
Q63969862	M
Q105429279	F
Q108927297	F
Q110457904	F
Q19969131	M
Q19969144	M
Q4394410	F
Q50828	M
Q96086108	M
Q96086110	F
Q1997102	M
Q55855986	F
Q94773998	F
Q6070416	M
Q60312008	F
Q110866326	F
Q116008229	M
Q116008233	F
Q116008234	F
Q95476316	M
Q11129795	M
Q206087	M
Q1248992	M
Q3073858	F
Q19972048	F
Q56165029	F
Q12655559	M
Q75479707	M
Q75503948	F
Q75479708	F
Q6130302	M
Q75504106	F
Q75503961	M
Q75503963	M
Q76205309	M
Q76343493	F
Q76343488	F
Q76343499	F
Q76343502	F
Q76343505	F
Q76343508	F
Q76242385	F
Q76343512	F
Q75541642	M
Q75541648	M
Q75541651	F
Q75541652	M
Q75541655	M
Q75385599	M
Q75385602	F
Q75385603	F
Q76124521	F
Q76124522	M
Q76229299	F
Q7527336	M
Q131369764	F
Q75273024	F
Q20748087	F
Q55856401	M
Q20710248	M
Q75932507	F
Q76066421	M
Q76066423	F
Q76066416	M
Q76066420	M
Q27927508	F
Q30019110	F
Q30018749	F
Q19974266	F
Q15459757	M
Q112407709	M
Q14542325	M
Q122782495	F
Q111441884	M
Q111441525	M
Q111441112	M
Q111442085	M
Q106806299	M
Q21115881	F
Q121840848	F
Q125245552	M
Q125245355	F
Q9334780	M
Q138410608	M
Q138410693	F
Q94486488	M
Q113561380	M
Q131831668	M
Q106641196	M
Q137650085	F
Q75390959	F
Q75390920	M
Q75390922	M
Q123180944	M
Q3579904	M
Q505197	M
Q136370975	F
Q76344877	F
Q138796665	F
Q138796660	M
Q76121009	F
Q75726256	F
Q102567487	M
Q139574340	M
Q138349775	F
Q138349789	F
Q18595406	F
Q6863918	M
Q7017280	F
Q357965	M
Q16738112	F
Q75360656	F
Q12003100	M
Q18378893	F
Q19282024	F
Q59317466	M
Q59342386	F
Q59354830	F
Q47492898	F
Q46520871	F
Q61010215	F
Q61984559	M
Q110547991	F
Q110547928	M
Q140366740	M
Q52161569	M
Q52161643	F
Q122902895	M
Q126950942	M
Q126954637	M
Q122900993	M
Q126288913	M
Q110303136	F
Q110561322	F
Q116775354	F
Q131738019	M
Q122764788	M
Q4945753	F
Q5627437	M
Q5627457	M
Q38092226	M
Q38772856	M
Q44734230	F
Q6215610	M
Q98545606	F
Q115772775	M
Q5932900	M
Q64828819	F
Q118179240	M
Q106299620	M
Q109970916	M
Q5616439	M
Q23988453	M
Q5572595	M
Q16649055	M
Q109802286	M
Q109466904	M
Q4992645	M
Q4943536	F
Q116779727	M
Q116779733	F
Q122599131	M
Q84916357	F
Q97676270	M
Q96057527	M
Q96080448	F
Q110514606	M
Q122964476	M
Q136004501	M
Q16946292	F
Q16649156	M
Q130726172	M
Q526431	F
Q1275286	M
Q101247134	F
Q5890132	M
Q56299969	M
Q11897415	M
Q29341992	M
Q138669089	F
Q138669359	F
Q138669593	F
Q18245389	M
Q130343132	M
Q65040173	F
Q109868522	F
Q109876648	M
Q109876667	M
Q21078448	M
Q67710227	F
Q134498137	M
Q134498053	F
Q134497988	M
Q134497987	F
Q4981672	F
Q19976114	M
Q15343502	F
Q109061863	F
Q109062177	F
Q109061761	F
Q109117288	F
Q109118126	M
Q109118497	M
Q109119172	M
Q122910025	F
Q127589127	M
Q127588868	M
Q18613020	M
Q18613022	M
Q82575549	F
Q3263398	M
Q3839486	M
Q96288504	M
Q96288530	F
Q18672514	M
Q16931514	F
Q18206828	F
Q17479163	F
Q15995719	F
Q102147220	F
Q18206820	F
Q12809907	F
Q1112851	M
Q17315619	F
Q2279560	M
Q155244	F
Q3858784	F
Q134496073	M
Q71818398	M
Q71818289	F
Q76349078	M
Q76349080	F
Q18576678	F
Q116509297	F
Q136159916	F
Q135208228	M
Q108769281	F
Q3104134	M
Q2281920	M
Q110940848	M
Q1267572	M
Q15804078	M
Q570487	M
Q274314	F
Q3941537	F
Q28702201	M
Q54864560	M
Q5112636	M
Q20558689	M
Q16105403	F
Q76007748	F
Q110587857	F
Q64774449	M
Q110587600	F
Q16624124	M
Q7926698	F
Q75352272	M
Q17364408	M
Q75351075	M
Q75351085	F
Q16187541	F
Q80760410	M
Q76365399	F
Q20003317	M
Q2793621	M
Q15876801	M
Q15715576	M
Q19990478	F
Q3622656	F
Q61270963	M
Q16209190	M
Q2360993	F
Q60687742	F
Q16853911	M
Q24955072	F
Q2469381	F
Q349451	M
Q20499047	F
Q498352	M
Q61021273	F
Q61040444	F
Q125491314	F
Q4143846	M
Q28758385	M
Q20003618	F
Q116029227	F
Q54864563	F
Q16187878	F
Q20101087	F
Q5983463	M
Q116029235	F
Q116053396	F
Q106594439	M
Q106634198	M
Q75441514	M
Q76015034	F
Q88178918	F
Q27664982	M
Q28042863	M
Q3568921	M
Q2069952	F
Q657550	M
Q70189	M
Q76327761	M
Q122636521	M
Q56177337	F
Q56177336	F
Q138749432	F
Q1699544	M
Q20684995	M
Q75322003	M
Q75322005	F
Q75588645	F
Q75588647	M
Q109533339	M
Q109533340	F
Q109533337	M
Q450030	F
Q276175	F
Q116263780	M
Q116263851	M
Q116842327	M
Q15918960	M
Q19930477	M
Q26761647	F
Q130351756	F
Q126415848	F
Q76267511	F
Q5888278	M
Q5812685	M
Q16940093	F
Q16940477	M
Q140685634	F
Q8010250	M
Q20015609	M
Q20015610	M
Q28361481	M
Q99656445	M
Q99657226	F
Q122766690	F
Q16576839	M
Q16569118	M
Q17628081	M
Q76105125	F
Q76162142	F
Q76162144	M
Q76162156	M
Q76162157	M
Q76162159	F
Q5026750	M
Q2682321	M
Q75251402	M
Q75251403	F
Q75345537	F
Q75259718	F
Q75345521	M
Q75345528	F
Q4684778	M
Q96311187	M
Q108927428	M
Q75987139	F
Q708211	M
Q29424445	M
Q20019270	M
Q3480168	M
Q20019277	M
Q870223	M
Q116303621	F
Q28477955	F
Q512593	M
Q56370372	M
Q16171033	M
Q11910188	M
Q112632871	F
Q124618716	F
Q506077	M
Q118929290	M
Q110231729	F
Q21340446	F
Q76263081	F
Q21000262	M
Q2499318	M
Q75340313	M
Q75397035	F
Q76364574	F
Q75242370	F
Q5538102	M
Q18534146	M
Q5721603	M
Q76241545	F
Q110105587	M
Q110105669	F
Q48221305	M
Q112042990	M
Q2380126	M
Q76268046	F
Q75382796	F
Q7404551	M
Q3514836	M
Q16011654	F
Q96243594	M
Q96243603	F
Q96243612	F
Q96243593	M
Q15088241	F
Q76351019	M
Q20180910	F
Q96075868	M
Q3161561	F
Q21996463	M
Q465059	M
Q26769726	M
Q20026513	F
Q67197018	M
Q76012254	F
Q76012255	F
Q4505733	F
Q18603096	M
Q20026746	F
Q17114191	M
Q75882681	F
Q84969720	M
Q110805105	F
Q431172	M
Q2309759	F
Q257202	F
Q15646920	F
Q127419587	F
Q11731455	M
Q18783635	F
Q96083888	F
Q75367224	F
Q1424613	M
Q22807849	F
Q19043045	M
Q48322286	M
Q76247578	F
Q76283283	M
Q76283370	M
Q136235823	F
Q112482721	M
Q112482724	F
Q105938965	F
Q76257718	M
Q76257721	M
Q3328851	F
Q5507951	M
Q5478677	F
Q75353098	F
Q75353093	M
Q76270083	M
Q5809125	M
Q311659	M
Q455077	F
Q6530712	F
Q4451387	M
Q92979128	F
Q76163227	F
Q76255191	M
Q86835397	M
Q248817	M
Q978418	M
Q20063234	M
Q45509812	M
Q45502835	M
Q45503603	M
Q45460718	M
Q28406799	F
Q45512018	M
Q45488934	M
Q3083032	M
Q545532	F
Q109643787	F
Q75445431	F
Q61962945	F
Q75251079	F
Q76193814	F
Q75386909	F
Q136094136	F
Q79400896	F
Q2621352	M
Q20963683	F
Q110894268	F
Q273271	F
Q7050109	F
Q133280696	F
Q5044601	F
Q76292156	M
Q64658280	F
Q75313805	M
Q75313811	F
Q115627072	M
Q115627073	F
Q76242396	M
Q76242397	F
Q76242401	F
Q1056275	M
Q16538342	F
Q20064891	M
Q134415705	F
Q134415720	M
Q134415712	M
Q60694152	M
Q136221764	F
Q134347174	F
Q75378735	F
Q75378737	F
Q40402283	M
Q40402449	F
Q99669407	M
Q117935930	M
Q22915814	M
Q22927310	M
Q22927286	M
Q107305331	M
Q107305329	M
Q75379173	M
Q75379211	M
Q75379214	F
Q75379212	F
Q110213450	M
Q75880766	M
Q75880775	F
Q20090273	F
Q3765467	M
Q115641422	M
Q25982917	M
Q12379593	F
Q4157252	M
Q502092	M
Q4157253	M
Q2011383	M
Q76209072	M
Q5052500	F
Q76183701	F
Q76182347	F
Q2029314	M
Q22813411	M
Q22813412	M
Q48927500	M
Q1571896	M
Q45548615	M
Q45489625	M
Q1036643	M
Q107294353	F
Q55949910	F
Q88663037	M
Q983204	M
Q75560941	F
Q76328633	F
Q76342268	M
Q130462939	F
Q108838662	M
Q108838663	F
Q112148518	M
Q5146516	F
Q7244056	M
Q13574439	F
Q12114869	M
Q4498468	M
Q25439194	M
Q20830407	M
Q55776780	F
Q75243989	F
Q134270242	F
Q106840238	F
Q76282269	M
Q270079	F
Q47428800	F
Q3161181	M
Q86649002	F
Q10370806	M
Q61485139	M
Q61485148	F
Q95196640	F
Q2015296	M
Q75240967	F
Q75240955	F
Q3056912	M
Q75434306	F
Q75434308	M
Q2676740	F
Q87267430	F
Q2105302	M
Q76126036	M
Q76126038	F
Q76126043	F
Q76126044	M
Q1065760	M
Q528647	M
Q106674718	M
Q55236672	M
Q657822	M
Q2529965	F
Q70814	M
Q140442012	F
Q5558227	M
Q20089076	F
Q20089793	F
Q1147704	M
Q2426606	M
Q1815870	M
Q625667	M
Q229702	M
Q533721	F
Q279265	M
Q122364497	M
Q122364498	F
Q4988486	F
Q75383074	F
Q75383075	F
Q75383076	F
Q75383078	F
Q118315825	F
Q23917445	F
Q525066	M
Q2421053	M
Q600826	M
Q20098880	M
Q20098836	F
Q2958005	M
Q75392713	F
Q75392718	M
Q75392715	F
Q75392716	F
Q75392697	M
Q23770947	M
Q110549876	F
Q28056599	M
Q136027806	M
Q136027809	F
Q116030730	F
Q271147	F
Q116030731	F
Q20100698	M
Q20101127	M
Q619788	M
Q4494086	M
Q23009458	F
Q107154668	M
Q107154669	F
Q7365167	M
Q242395	F
Q16596800	F
Q1781558	F
Q75385214	M
Q5960270	M
Q30636729	M
Q13737994	F
Q31191542	M
Q325089	M
Q131352025	F
Q11916127	F
Q54810750	F
Q55078171	F
Q55078182	F
Q55078187	F
Q75240896	M
Q1078681	M
Q31192276	F
Q31192290	F
Q28057669	M
Q75454742	F
Q29401000	F
Q28057665	F
Q28057664	F
Q11919314	M
Q55903697	M
Q75454498	F
Q60829061	F
Q84300	M
Q86677	M
Q110826192	M
Q110829782	M
Q62577366	M
Q136028638	M
Q136028645	F
Q136028650	F
Q110083256	M
Q116480027	F
Q101426306	F
Q116480020	F
Q76283277	F
Q1002546	F
Q3025974	F
Q95659676	F
Q18911008	M
Q134176988	M
Q134176987	F
Q22329648	M
Q22329649	F
Q1601811	M
Q76261411	F
Q22246781	M
Q102861423	F
Q962398	M
Q2081092	M
Q20670399	M
Q24642720	F
Q95662073	F
Q2581159	M
Q3290172	M
Q3105233	M
Q2494042	F
Q55684545	M
Q2924601	M
Q110518556	M
Q110518557	F
Q19802033	M
Q51376234	M
Q76218153	F
Q76096556	M
Q76096557	F
Q76019755	F
Q8001941	M
Q75324192	F
Q75324190	M
Q598373	M
Q3528340	M
Q75863100	F
Q138349198	F
Q138349146	F
Q363394	M
Q111264896	M
Q2864792	M
Q20132450	M
Q136289494	F
Q18051047	M
Q110518542	F
Q5044485	F
Q271810	F
Q2512868	M
Q774870	F
Q75556122	F
Q3851362	M
Q3737626	M
Q116469232	F
Q111163163	F
Q76018199	M
Q139481957	F
Q130684131	F
Q13774886	M
Q15462161	M
Q6375602	F
Q17194455	M
Q122431408	F
Q6855775	F
Q6695321	F
Q116468817	M
Q116468849	F
Q19001456	F
Q7329188	M
Q4859315	F
Q76291491	F
Q100275979	M
Q100275952	F
Q100276034	M
Q100276043	F
Q100276104	M
Q100276127	M
Q100276256	M
Q100276370	F
Q100276450	M
Q100276478	F
Q100276482	M
Q620394	M
Q5095243	F
Q21504196	F
Q63854219	F
Q19668318	F
Q124460710	F
Q109256284	M
Q16215079	F
Q2688163	F
Q85109580	F
Q791138	F
Q55841468	M
Q20155390	F
Q18012165	M
Q109012311	F
Q3184168	M
Q124731265	M
Q85261599	F
Q108575476	F
Q108577216	F
Q112418286	M
Q112535207	F
Q112536872	F
Q112536875	F
Q112536878	F
Q112536869	F
Q117242916	M
Q117242919	F
Q4756354	F
Q2098219	F
Q75387337	F
Q18822044	M
Q27825764	M
Q1104724	M
Q76290513	M
Q76290509	F
Q59926846	M
Q76290514	F
Q76290515	F
Q109371381	F
Q97760769	F
Q95304986	M
Q99177338	M
Q99177496	F
Q110153258	F
Q3620345	M
Q110321415	F
Q3742639	M
Q136264335	M
Q136264390	M
Q3588767	M
Q96216989	F
Q20798504	F
Q87467536	F
Q6567388	M
Q20172071	M
Q110537358	F
Q76266344	F
Q23060562	M
Q110537355	F
Q110603859	F
Q1511833	M
Q94805123	M
Q271908	F
Q2667226	F
Q2239101	F
Q75239523	M
Q2485338	F
Q332681	M
Q358374	M
Q774894	F
Q774835	F
Q76283371	F
Q19520750	M
Q19520749	M
Q137918732	F
Q21601163	F
Q16025605	M
Q16025606	M
Q27538592	F
Q20172053	F
Q111095071	M
Q131771834	M
Q3811097	F
Q75462503	M
Q7351393	M
Q7359191	M
Q63125663	F
Q7330181	M
Q19959253	M
Q110603863	F
Q96244111	M
Q75617187	F
Q765918	F
Q7820469	M
Q75617201	F
Q75617204	M
Q75617205	F
Q75617207	M
Q75617210	M
Q75617214	M
Q75279812	F
Q75279810	F
Q75280906	M
Q75901027	F
Q75901028	F
Q75901031	F
Q75901033	F
Q5363742	F
Q28802549	M
Q99290206	M
Q99289801	M
Q99290045	M
Q3129093	F
Q23108938	Q2449503
Q102077583	M
Q18701628	F
Q18603522	M
Q324567	M
Q2670892	F
Q139497739	F
Q139497741	F
Q139497743	F
Q139497745	F
Q139497755	F
Q139497762	F
Q139497770	F
Q20253788	M
Q139270641	F
Q98854090	F
Q100741820	M
Q100741824	M
Q22162595	M
Q5569707	M
Q47495624	M
Q125493435	F
Q89768	F
Q16323924	M
Q90422	F
Q59588472	M
Q23771033	F
Q59563674	F
Q2440151	M
Q2017156	M
Q59563876	F
Q98545655	F
Q18243366	M
Q5916212	M
Q15918156	M
Q18243362	M
Q75267677	F
Q95297013	M
Q136221459	F
Q124364203	F
Q23564719	M
Q110604639	F
Q20182737	M
Q11347022	M
Q136005723	F
Q76283285	M
Q19787563	M
Q52095353	M
Q121600639	M
Q121600640	F
Q75419471	F
Q75419472	F
Q75419481	F
Q75419451	M
Q75419488	F
Q75419453	M
Q20195699	F
Q75375853	M
Q20192436	F
Q20195595	F
Q133133006	F
Q1752778	F
Q98593776	M
Q75248603	M
Q75248606	F
Q7167791	M
Q75248604	M
Q75248607	F
Q6470541	F
Q109012274	M
Q109012275	F
Q109012136	F
Q6968256	F
Q96413989	M
Q62032421	F
Q111423857	F
Q107293661	F
Q3132357	M
Q122707529	F
Q115763317	M
Q18819284	M
Q18819287	F
Q5075459	M
Q110236636	M
Q133860585	F
Q110236635	M
Q133860586	F
Q55881962	M
Q60845186	F
Q60832729	M
Q75289348	M
Q75289354	M
Q75289398	M
Q75289402	F
Q75243880	F
Q75243875	M
Q75243882	F
Q127869741	M
Q5505025	M
Q12303328	F
Q18176344	M
Q5492980	M
Q4268359	F
Q706514	M
Q631142	M
Q110506133	M
Q110506158	F
Q110506170	M
Q113294029	M
Q113294048	F
Q110504080	F
Q112565637	F
Q75262513	F
Q75262891	F
Q75262885	M
Q75262889	M
Q75262893	M
Q133860946	F
Q133860936	F
Q75300324	M
Q75300326	F
Q3226340	M
Q14255141	M
Q2806036	M
Q86983076	M
Q140552011	M
Q140552008	F
Q2058289	F
Q117242052	F
Q3700028	F
Q16636252	M
Q3480161	M
Q110207239	F
Q102436295	F
Q20214798	F
Q110518593	M
Q110518612	M
Q20202725	F
Q20215910	F
Q20235890	F
Q20219058	M
Q5857885	M
Q9071135	M
Q56318597	M
Q20216207	M
Q24970780	M
Q100326667	F
Q18606609	F
Q365872	M
Q3189791	F
Q75241548	F
Q2456648	M
Q112973461	M
Q112973464	F
Q136029756	M
Q720531	M
Q75271632	F
Q20233335	F
Q20231178	M
Q20220076	F
Q20220085	F
Q20220095	M
Q20220125	F
Q113295532	F
Q20220273	M
Q2795627	M
Q114559586	F
Q4338407	M
Q247088	F
Q138848355	M
Q88388681	M
Q134099179	F
Q117245713	M
Q117245724	F
Q2599803	F
Q3359432	F
Q3376556	M
Q3291621	F
Q28112142	M
Q105554456	M
Q105554457	F
Q24205844	F
Q131043090	F
Q131046644	F
Q131150043	F
Q110731434	M
Q110731441	F
Q3184333	M
Q76261415	F
Q1880890	M
Q110313932	F
Q76306935	F
Q76320810	M
Q7511244	M
Q109686989	M
Q114660534	M
Q99695681	M
Q206916	F
Q20604513	M
Q20233667	M
Q6171112	M
Q7931635	M
Q5983914	M
Q18934857	M
Q60618279	M
Q16120254	M
Q5290554	M
Q63348501	M
Q11813526	M
Q115870127	F
Q115870179	F
Q4955377	F
Q17747030	M
Q3893575	F
Q4002824	M
Q139927507	F
Q95708437	F
Q24482701	M
Q7184311	M
Q22669987	M
Q110811038	F
Q122696607	M
Q5200820	M
Q718059	M
Q107641612	M
Q16989662	F
Q42904197	M
Q11887126	M
Q56403690	M
Q97456206	F
Q41619809	M
Q107738931	M
Q17383551	F
Q11850820	M
Q5548002	M
Q104551793	M
Q6041788	F
Q114695066	M
Q16594591	F
Q61104637	M
Q63184942	F
Q11881459	F
Q50374811	F
Q2141779	M
Q481274	F
Q2225507	F
Q114939925	F
Q7148734	F
Q18639267	F
Q4398694	M
Q75308520	F
Q75308522	F
Q75527545	F
Q75527570	F
Q76139204	F
Q76135202	F
Q76139206	M
Q76139211	M
Q136008726	F
Q86561	M
Q75385266	F
Q75385264	F
Q381080	M
Q127279	M
Q114203241	M
Q4291288	M
Q16217493	M
Q100135417	F
Q75624452	M
Q75624453	F
Q75624455	M
Q75624454	F
Q18387067	M
Q7252957	F
Q3991790	F
Q7608277	F
Q114912250	F
Q114912453	F
Q9047572	F
Q114912570	F
Q114912670	F
Q114912784	F
Q114913053	F
Q3176190	F
Q286745	M
Q15623469	F
Q3645643	M
Q116468653	M
Q116468654	F
Q109351914	F
Q109351957	F
Q1147939	F
Q109351988	F
Q108618368	F
Q121769617	M
Q441127	M
Q72539762	M
Q99179119	F
Q4219823	M
Q4219991	M
Q76234903	M
Q76234905	F
Q6807424	M
Q22327217	M
Q75242023	M
Q76211470	F
Q76247699	M
Q20744437	F
Q22327239	M
Q2036400	M
Q76263117	F
Q19758739	F
Q1962234	F
Q123915923	F
Q123915991	F
Q7649891	M
Q95198254	F
Q2045409	M
Q96110415	F
Q2293823	M
Q71720	M
Q364831	M
Q54812364	F
Q55234663	F
Q96058320	M
Q96074709	M
Q96076291	F
Q96080513	F
Q96083900	F
Q96096898	M
Q104980379	F
Q1501041	M
Q15629009	M
Q15628910	F
Q1506589	M
Q15628912	M
Q2083730	M
Q111821096	F
Q76259675	F
Q12408071	M
Q76369140	F
Q75600124	F
Q76348951	M
Q75776607	F
Q1982153	M
Q57757509	M
Q57757550	F
Q124152895	F
Q136687907	F
Q75335896	F
Q75416285	F
Q75416324	F
Q75416326	F
Q75416331	F
Q75416298	F
Q75416259	M
Q115914563	M
Q478832	F
Q5346952	F
Q75386057	F
Q139227654	M
Q271569	F
Q24809981	M
Q60320238	F
Q60320642	F
Q3009859	M
Q116468626	M
Q116468627	F
Q108693531	F
Q1149781	M
Q75669845	M
Q75669850	F
Q18528880	M
Q75669866	M
Q75669878	M
Q75669882	M
Q75669885	F
Q75669890	F
Q75669855	M
Q7349997	M
Q65559778	F
Q71860387	M
Q876061	M
Q230641	F
Q21003463	F
Q76394111	M
Q113500089	M
Q2128698	M
Q99478402	M
Q53957737	F
Q131394089	M
Q108611369	F
Q115715155	F
Q80827091	M
Q107213142	F
Q75505181	F
Q23659412	F
Q96083568	M
Q4861781	M
Q75253941	F
Q75302847	F
Q75302882	F
Q96080106	M
Q96077309	F
Q109554940	M
Q75321680	F
Q75321684	F
Q75431782	F
Q76283681	M
Q16878927	F
Q8008843	M
Q55439862	F
Q55442275	M
Q75328649	F
Q4396517	M
Q137544234	M
Q137544239	F
Q137544241	F
Q25017290	M
Q57748742	F
Q66741716	M
Q75807239	M
Q75807244	F
